A.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	ĉe la manĝotablo	pie pusdienu galda	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	cilvēks, kurš stāsta, paliks izsalcis	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	turpina stāstīt pie pusdienu galda	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	viņam bija jāpievērš uzmanība ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nebija atļauts ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	tika atļauts palikt	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	nedrīkstēja ilgi palikt	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	palikt ārā lietū	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	tāpēc viņš saaukstējās	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	viņam ir savs skaidrs priekšstats	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	bet viņš ticēs visam	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	vienalga, ko tu saki	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	it kā tu būtu viņa sieva	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	Jūsu vecāki	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	lai iepriecinātu savus vecākus	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ko varētu lūdzu ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	kas tavus vecākus varētu iepriecināt visvairāk?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	pēc mācīšanās	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	vismaz pēc mācībām	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	pilsētas centrā	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	ja tu dotos ar mani	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	ja tu dotos ar mani uz centru	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	kur tu gribētu ceļot?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	ja tev būtu ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	pietiekami daudz naudas	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	ja tev pietiktu naudas un temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	vai plānojat ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	plāno doties uz Parīzi	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	braukt ar axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	daudz labāk	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	šķiet daudz labāk	seems much better	grupo	alternativoj	prononco
level	per vagonaro	ar vilcienu	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	vai arī nešķiet, ka ir daudz labāk?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	dažādi cilvēki	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	kāpēc cilvēki dažādi skaidro?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	tās pašas idejas	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	izskaidro tās pašas idejas	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	ģimenes locekļi sanāk kopā	family members get together	grupo	alternativoj	prononco
level	kiel rapide	cik ātri	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	dienas paiet	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	cik ātri paiet dienas!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	rīt būs ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	tava tēva dzimšanas diena	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	vairāki ģimenes locekļi	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	ieradīsies vairāki ģimenes locekļi	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	un draugi	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	vai tu lūdzu ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	vai jūs, lūdzu, varētu nedaudz palīdzēt?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	mazliet laiciņu	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	atrast mazliet laika	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	lai sakārtotu savu istabu	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	vismaz sakārtot savu istabu	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Es gribētu ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Es gribētu kaut ko pagatavot	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	kaut kas labs	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	pagatavot kaut ko labu	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	dzimšanas dienas tortei	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	trūkst piena	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	mājās	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	nepieciešams sagādāt ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	kādu ēdienu	some food	grupo	alternativoj	prononco
level	el vendejo	no veikala	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	lai dabūtu ēdienu no slēpņa	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Es iepirkšos	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	dzimšanas dienai	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	nevis sēdēt un ēst	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	interesanti cilvēki	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	ar neinteresantiem ģimenes locekļiem	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Es gribētu doties piknikā	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	ar kluba biedriem	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	ar kuru kluba biedriem?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	teica tēvs	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	kaut kāds papīrs, kaut kāds papīrs	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	portfelī	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	papīra tvertnē	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	iemeta papīrus papīra tvertnē	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	iemeta dažus papīrus papīra tvertnē	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	agri rīt	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	mana sporta kluba biedri	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Mans dārgais	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	vai tas ir pareizi?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	tev jābūt klāt	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	vai ne?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	saviem kolēģiem kluba biedriem	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	satiekas ar saviem kolēģiem kluba biedriem	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	trīs reizes nedēļā	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	vai drīkstu ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	ir tiesības kaut ko ierosināt	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Es ēdīšu kopā ar ģimenes locekļiem	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	bet otrajā daļā	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Es iešu ar draugiem	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	runās par ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	neveiksmīgs disks	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	noteikti runās par neizdevušos disku	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	pēc kūkas	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Es to vairs negribu	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	grib to dzirdēt	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	kāpēc mums nav ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	idejām bagāts onkulis	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	ir dažas idejas bagāts onkulis	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	manā ģimenē	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	māte pasmaidīja	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	pēc viņa vārdiem	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	viņa to zina ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	runā mazliet par daudz	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	nepietiek tikai ar ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ideju bagātība	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	Nepieciešams arī ~	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	pilns maks, lai tas notiktu	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	māte turpināja ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	pēc neliela klusuma	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	pirms dažām minūtēm	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana sauca, ka viņa ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	viņa arī mūs apciemos	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	salda kūka	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	viņai ļoti garšo salda kūka	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	ir uzmanīgs, lai nekļūtu resns	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	lai gan viņa pievērsīs uzmanību	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	uzreiz mainīja domas	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	ekskursijas laikā	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	bez viņas	without her	grupo	alternativoj	prononco
level	li estus tre soleca	viņš būtu ļoti vientuļš	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Es tomēr izturēšu	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Rītdienu tomēr pavadīšu mājās	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	jaunībā	in youth	grupo	alternativoj	prononco
level	oni havas	vienam ir	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	ir arī skaistums	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	sarežģīti darbi	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	sarežģīti darbi (mērķis)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	vajadzētu vienkāršot	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	tajā vecumā	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	viņš jau ir kļuvis par ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	sporta kluba vadītājs	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	viens liek naudu	one puts money	grupo	alternativoj	prononco
level	en monujon	makā	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	ieliek makā	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	sekojiet piemēriem	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	no labajiem ģimenes locekļiem	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	vai draudzība padara tevi laimīgāku?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	dara tevi laimīgu	makes you happy	grupo	alternativoj	prononco
level	ol la amo	nekā mīlestība	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	cik bieži tu ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	tu raksti vēstules uz ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	raksta vēstules savām draudzenēm	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	jūsu draudzenes Itālijā	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	attiecības starp jums un jūsu skolotāju	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	vai attiecības ir mainījušās?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	vai tu jau zini ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	diezgan labi	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	bija vakars ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	simtiem cilvēku	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	aizpilda laukumu	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	jauni vīrieši un karavīri	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	jūrnieki no kuģiem	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	izcila dāma	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	izcilas dāmas	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	ārzemju ceļotāji	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	visi pārvācas uz pilsētas centru	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	mazliet tālāk	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	netālu no jūras	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	tur bija neliels laukums	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	mazliet tālāk, bet ne tālu	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	tās beigās	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	pie jūras	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	turpat blakus stāvēja vīrietis	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	atbilstoši apģērbam	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	var viegli zināt ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	bija iespējams noskaidrot, ka ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	bagāta cilvēka gondolieris	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	varēja uzzināt, ka viņš ir gondolieris	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	viņš izskatījās ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	paskatījās uz priecīgo pūli	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	viņa sejā iedegās smaids	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	kad viņš ieraudzīja jūrnieku	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	jūrnieks, kurš ieradās	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	jūras pusē	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	ieradās no jūras puses	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	vai tas esi tu, Stīven?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	— gondolieris iesaucās	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	visi saka, ka ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	turku rokās	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	ka tu nonāci turku rokās	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	mēs satikām vienu	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	no mūsu kuģiem	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	tas mums sekoja	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	vairāk nekā stundu	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	bet nav viegli aiziet ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	braukt ātrāk par mūsu kuģi	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	kādi te jaunumi?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	šeit, Venēcijā	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nekā interesanta	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	tikai liela nelaime	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	vai tu pazīsti Pjetro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Es viņu pazīstu	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	liels kuģis iegremdēja viņa gondolu	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	un kā ar viņu?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondola nogrima	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	notika, ka ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	mēs bijām tuvu	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	mēs viņu paņēmām savā gondolā	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	tajā pašā laikā	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mans priekšnieks noslīka	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	palīdzēt jaunai sievietei	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	jauna sieviete, kura gandrīz nomira	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	ar savu onkuli	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	gandrīz nomira kopā ar savu tēvoci	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	tur bija jauna sieviete	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	mēs nevarējām viņam palīdzēt	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	bija svarīga persona	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	kas tevi atveda uz Venēciju?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	Mans draugs	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	jūrnieks paskatījās uz augšu	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	ātri uzmeta skatienu savam draugam	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	un sāka stāstīt	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	lai jūs zinātu ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Es atnesu ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolieris viņu pēkšņi apturēja	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	viņš teica	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	tad garām gāja kāds vīrietis	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	viņam garām gāja vīrietis	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	viņam vēl nebija trīsdesmit	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	un viņa seja bija bezkrāsaina	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	viņa došanās bija droša un viegla	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	viņa seja bija skumja	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	kad viņš ieraudzīja vīrieti, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	saka, ka ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	daudzi svarīgi cilvēki dod ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	slepenais darbs	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	slepenie darbi	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	dod viņam slepenus darbus	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	pārāk daudz noslēpumu	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	viņš zina pārāk daudz noslēpumu	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	tāpēc viņi baidās	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	nosūtīt viņu uz cietumu	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	teica jūrnieks	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	un kā viņš runāja	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	viņš norādīja uz savrupmāju	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges savrupmāja	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	daudziem svarīgiem cilvēkiem ir vajadzīga viņa palīdzība	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	cik viņi maksā?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	maksā viņam	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	maksā par vienu nogalināšanu	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	noteikti ne mazāk kā ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	nekā simts monētu	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	neaizmirstiet, ka ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	ka viņš strādā viņu labā	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	tiem, kam pietiek naudas	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	lai viņam samaksātu	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	Venēcijā ir ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	tās lietas	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	aizmirst šīs lietas	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	lietas, kuras labāk aizmirst	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	ja gribi ēst mierīgi	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	lai mierīgi ēstu savu maizi	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	iestājās kāds klusums	there was some silence	grupo	alternativoj	prononco
level	kaj poste	un vēlāk	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondolieris atkal ierunājās	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	tu atnāci tieši laikā	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	lai redzētu laivu sacensības	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	kāds vāji teica	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	netālu no gondoliera	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	pilsētas mērs	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	bez vārdiem norādīja uz gondolu	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	teica gondolieris	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	un satvēra drauga roku	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	met papīru	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	papīra tvertnē	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	meitenes meta papīrus	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	kur ir mana pildspalva	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Es gribu viņam atbildēt	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	saule pazuda	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	un tagad ir gandrīz tumšs	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	lūdzu ēd	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	lūdzu, ēdiet maizi	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	ar galda piederumiem	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Atvainojiet	excuse me	grupo	alternativoj	prononco
level	rajtas resti	ir atļauts palikt	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Man nav tiesību palikt	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	vai vari atnest ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	no manas māsas	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	kad tu nopirki ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	nopirka šo mūzikas instrumentu	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	kurš lietoja pēdējo?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	izmantoja manu atslēgu	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	tu brauci?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	Venēcijā	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	arī ar gondolu	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	vai varēsi aizmigt?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	tad, kad bija klusums	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	kungs bija garš	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	garš, resns	tall, fat	grupo	alternativoj	prononco
level	dika, peza	biezs, smags	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	smags un liels	heavy and large	grupo	alternativoj	prononco
