C.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	monarko	एक सम्राट	a monarch	grupo	alternativoj	prononco
level	indigo	नील	indigo blue	grupo	alternativoj	prononco
level	diakono	एक उपयाजक	a deacon	grupo	alternativoj	prononco
level	erudicio	पांडित्य, विद्वता	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	सूजन	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	समाधि	mausoleum	grupo	alternativoj	prononco
level	hekatombo	हेकटोम	hecatomb	grupo	alternativoj	prononco
level	anemono	रत्नज्योति	anemone	grupo	alternativoj	prononco
level	teoremo	एक प्रमेय	a theorem	grupo	alternativoj	prononco
level	didaktiko	उपदेश, शिक्षाशास्त्र	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	एक जिज्ञासु	an inquisitor	grupo	alternativoj	prononco
level	konsekri	अभिषेक करना, राज्याभिषेक करना, नियुक्त करना	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	हार्मोनिक्स	harmonics	grupo	alternativoj	prononco
level	kabalo	कबला (कबाला)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	एक कैडेट	a cadet	grupo	alternativoj	prononco
level	kanoniko	एक कैनन	a canon	grupo	alternativoj	prononco
level	panelo	एक पैनल	a panel	grupo	alternativoj	prononco
level	kaporalo	एक शारीरिक	a corporal	grupo	alternativoj	prononco
level	inerta	अक्रिय	inert	grupo	alternativoj	prononco
level	erupcio	विस्फोट	eruption	grupo	alternativoj	prononco
level	obligacio	एक बांड, एक डिबेंचर	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	बिलियर्ड्स	billiards	grupo	alternativoj	prononco
level	prelato	एक धर्माध्यक्ष	a prelate	grupo	alternativoj	prononco
level	nuncio	एक नुनसियो (एक चर्च राजनयिक)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	धरण	humus	grupo	alternativoj	prononco
level	rismo	रीम (कागज की 500 शीट)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	एक राजभक्त	a royalist	grupo	alternativoj	prononco
level	aplombo	आत्मविश्वास, आत्म-आश्वासन	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	बकाया खाता)	balance (account)	grupo	alternativoj	prononco
level	parabolo	एक परवलय, एक दृष्टान्त	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	एक क्षत्रप	a satrap	grupo	alternativoj	prononco
level	laguno	एक लैगून	a lagoon	grupo	alternativoj	prononco
level	sinodo	एक धर्मसभा, एक दीक्षांत समारोह	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	एक कार्डिनल	a cardinal	grupo	alternativoj	prononco
level	sociologio	समाज शास्त्र	sociology	grupo	alternativoj	prononco
level	sofisto	एक सोफ़िस्ट	a sophist	grupo	alternativoj	prononco
level	spiritisto	एक ओझा, एक अध्यात्मवादी	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	एक आम आदमी, एक गैर-पेशेवर	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	एक सौटेन, एक कसाक	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	कालभ्रम	anachronism	grupo	alternativoj	prononco
level	tonsuro	मुंडन	tonsure	grupo	alternativoj	prononco
level	transito	एक पारगमन	a transit	grupo	alternativoj	prononco
level	ovacio	एक जयजयकार	an ovation	grupo	alternativoj	prononco
level	romanco	एक रोमांस (गीत), एक रोमांटिक गाना	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	एक पूर्व (उपशास्त्रीय शीर्षक)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	एक प्रोटोटाइप	a prototype	grupo	alternativoj	prononco
level	dalio	एक डाहलिया	a dahlia	grupo	alternativoj	prononco
level	anagramo	एक विपर्यय	an anagram	grupo	alternativoj	prononco
level	anapesto	अनापेस्ट, अनापेस्ट	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	एक प्रतिपक्षी	an antithesis	grupo	alternativoj	prononco
level	friso	एक फ्रिज़	a frieze	grupo	alternativoj	prononco
level	apozicio	एक निवेदन	an apposition	grupo	alternativoj	prononco
level	asonanco	एक संगति	an assonance	grupo	alternativoj	prononco
level	aŭtografo	एक हस्ताक्षर	an autograph	grupo	alternativoj	prononco
level	akcesora	सहायक, संपार्श्विक, गौण	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	एक सेंटीग्राम	a centigram	grupo	alternativoj	prononco
level	centilitro	एक सेंटिलिटर	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	एक सर्कमफ्लेक्स (उच्चारण)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	एक डेसीग्राम	a decigram	grupo	alternativoj	prononco
level	lucerno	एक चर्च में लटका हुआ दीपक	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	एक डेसीलीटर	a deciliter	grupo	alternativoj	prononco
level	decimala	दशमलव	decimal	grupo	alternativoj	prononco
level	decimetro	एक डेसीमीटर	a decimeter	grupo	alternativoj	prononco
level	dekagramo	एक डेकाग्राम	a decagram	grupo	alternativoj	prononco
level	fenikso	एक फीनिक्स	a phoenix	grupo	alternativoj	prononco
level	dekalitro	एक डेसीलीटर	a decalitre	grupo	alternativoj	prononco
level	dekametro	एक डेसीमीटर	a decametre	grupo	alternativoj	prononco
level	demonstrativo	ठोस	demonstrative	grupo	alternativoj	prononco
level	bronko	एक ब्रोन्कियल ट्यूब	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	एक ड्रामा	a drachma	grupo	alternativoj	prononco
level	patricio	एक संरक्षक	a patrician	grupo	alternativoj	prononco
level	dualismo	एक द्वैतवाद	a dualism	grupo	alternativoj	prononco
level	lato	एक लट्ठा	a lath	grupo	alternativoj	prononco
level	prostitui	वेश्यावृत्ति करना	to prostitute	grupo	alternativoj	prononco
level	etimologio	शब्द-साधन	etymology	grupo	alternativoj	prononco
level	floreno	फ्लोरिन, फ्लोरिन	florin, floren	grupo	alternativoj	prononco
level	spondeo	स्पोंडी	spondee	grupo	alternativoj	prononco
level	heksametro	एक हेक्सामीटर	a hexameter	grupo	alternativoj	prononco
level	hektogramo	एक हेक्टोग्राम	a hectogram	grupo	alternativoj	prononco
level	hektolitro	एक हेक्टोलीटर	a hectolitre	grupo	alternativoj	prononco
level	hektometro	एक हेक्टोमीटर	a hectometre	grupo	alternativoj	prononco
level	imperfekto	अपूणर्	imperfect	grupo	alternativoj	prononco
level	indikativo	सूचक	indicative	grupo	alternativoj	prononco
level	arkeologio	पुरातत्व	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	एक सहसंबंधी	a correlative	grupo	alternativoj	prononco
level	logogrifo	एक लोगोग्रिफ़, एक पहेली	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	मेट्रिक्स	metrics	grupo	alternativoj	prononco
level	trofeo	एक ट्रॉफी	a trophy	grupo	alternativoj	prononco
level	miriametro	एक मिरियामीटर	a miriameter	grupo	alternativoj	prononco
level	monogramo	एक मोनोग्राम	a monogram	grupo	alternativoj	prononco
level	salvo	एक विस्फोट, एक विस्फोट, एक विस्फोट	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	एक ओबोलस, एक ओबोल	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	आपटाइटिव	optative	grupo	alternativoj	prononco
level	paleografio	प्राचीन शिलालेखों का अध्ययन	paleography	grupo	alternativoj	prononco
level	parafrazo	एक दृष्टांत	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	एक प्रतिमान	a paradigm	grupo	alternativoj	prononco
level	pentametro	एक पंचमापी	a pentameter	grupo	alternativoj	prononco
level	piastro	एक पियास्त्रे	a piastre	grupo	alternativoj	prononco
level	pleonasmo	एक बहुवचन, एक अतिरेक	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	एक भूतकाल, एक भूतकाल	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	एक न्यायशास्त्र	a syllogism	grupo	alternativoj	prononco
level	spektro	एक स्पेक्ट्रम	a spectrum	grupo	alternativoj	prononco
level	solecismo	एक एकमात्रवाद	a solecism	grupo	alternativoj	prononco
level	hierarkio	पदानुक्रम (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	अधीन	subjunctive	grupo	alternativoj	prononco
level	spontanea	अविरल	spontaneous	grupo	alternativoj	prononco
level	amuleto	एक ताबीज	an amulet	grupo	alternativoj	prononco
level	tropo	एक ट्रॉप	a trope	grupo	alternativoj	prononco
level	atributo	एक गुण	an attribute	grupo	alternativoj	prononco
level	kluki	कुड़कुड़ाना	to cluck	grupo	alternativoj	prononco
level	akvilegio	एक कोलंबिन, एक एक्विलेजिया	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	एक स्कार्लेट पिम्परेल (एनागैलिस)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	एक एंजेलिका	an angelica	grupo	alternativoj	prononco
level	aorto	एक महाधमनी	an aorta	grupo	alternativoj	prononco
level	apio	एपिया, एक जंगली अजवाइन, एपियम	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	अर्निका, लेपर्ड्स बैन, अर्निका मोंटाना	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	फ़जॉर्ड, फ़र्थ	fjord, firth	grupo	alternativoj	prononco
level	atavismo	विरासत	atavism	grupo	alternativoj	prononco
level	balzamino	एक बलसम, अधीरता (बालसमिना)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	एक बिस्टोरी	a bistoury	grupo	alternativoj	prononco
level	bronkito	ब्रोंकाइटिस	bronchitis	grupo	alternativoj	prononco
level	celulozo	सेल्यूलोज	cellulose	grupo	alternativoj	prononco
level	ciklopo	साइक्लोप	Cyclops	grupo	alternativoj	prononco
level	endivio	एक एंडिव, एक चिकोरी (सिचोरियम एंडिविया)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	एक गाथा	a ballade	grupo	alternativoj	prononco
level	entomologio	कीटविज्ञान	entomology	grupo	alternativoj	prononco
level	erizipelo	विसर्प	erysipelas	grupo	alternativoj	prononco
level	haremo	एक हरम (मुस्लिम महिलाओं का कमरा)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	तर्क द्वारा निकालना	to deduce	grupo	alternativoj	prononco
level	eŭnuko	एक हिजड़ा	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	एक चोली, एक चोली	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	एक जय (गैरुलस)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	एक सिफर, एक कोड, एक संयोजन	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	एक कक्षा	an orbit	grupo	alternativoj	prononco
level	harpio	हार्पी, एक हार्पी ईगल	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	हेलियोट्रोप, हेलियोट्रोपियम	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	द्विलिंग	hermaphrodite	grupo	alternativoj	prononco
level	polipo	एक पॉलिप	a polyp	grupo	alternativoj	prononco
level	hidroterapio	जल	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	अतिवृद्धि	hypertrophy	grupo	alternativoj	prononco
level	hisopo	हाईसोप (हिसोपस)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	फ्रेस्को	fresco	grupo	alternativoj	prononco
level	humero	प्रगंडिका	humerus	grupo	alternativoj	prononco
level	hegemonio	आधिपत्य, प्रभुत्व	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	एक इलेक्स, एक होली	an ilex, a holly	grupo	alternativoj	prononco
level	irido	एक आईरिस (फूल)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	कैलेंडुला, एक गेंदा	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	एक लिनेट	a linnet	grupo	alternativoj	prononco
level	blokado	नाकाबंदी	blockade	grupo	alternativoj	prononco
level	kokono	एक कोकून	a cocoon	grupo	alternativoj	prononco
level	kondoro	एक कोंडोर	a condor	grupo	alternativoj	prononco
level	bojkoti	बहिष्कार करना	to boycott	grupo	alternativoj	prononco
level	konvolvulo	एक कन्वोल्वुलस, एक सुबह की महिमा, एक बाइंडवीड	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	एक सींग	a hornet	grupo	alternativoj	prononco
level	kreso	एक जलकुंभी	a cress	grupo	alternativoj	prononco
level	kumino	एक जीरा	a cumin	grupo	alternativoj	prononco
level	malario	मलेरिया	malaria	grupo	alternativoj	prononco
level	marasmo	मरास्मस, क्षीणता	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	एक ओबिलिस्क	an obelisk	grupo	alternativoj	prononco
level	meliso	एक मेलिसा	a melissa	grupo	alternativoj	prononco
level	merlango	एक व्हिटिंग	a whiting	grupo	alternativoj	prononco
level	divano	एक दीवान, एक प्राच्य परिषद, ओटोमन	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	एक सूक्ष्म जीव	a microbe	grupo	alternativoj	prononco
level	milvo	एक पतंग (पक्षी)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	एक छुईमुई	a mimosa	grupo	alternativoj	prononco
level	monomanio	किसी विशेष बात की झक	monomania	grupo	alternativoj	prononco
level	moruo	एक कॉड मछली	a cod fish	grupo	alternativoj	prononco
level	nizo	एक गौरैया बाज़	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	एक ताबूत	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	सैन्फ़ोइन, ओनोब्रीचिस	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	एक आर्किड	an orchid	grupo	alternativoj	prononco
level	ekvacio	एक समीकरण	an equation	grupo	alternativoj	prononco
level	paleontologio	जीवाश्म विज्ञान	paleontology	grupo	alternativoj	prononco
level	naso	एक मछली जाल, एक मछली जाल	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	एक काँटेदार झींगा मछली, समुद्री क्रेफ़िश	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	एक लंगूर	a baboon	grupo	alternativoj	prononco
level	pistilo	एक मूसल, एक मूसल	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	एक चपटी मछली, एक फ़्लाउंडर	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	एक लीक	a leek	grupo	alternativoj	prononco
level	rajo	एक किरण, एक स्केट, एक स्टिंगरे	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	एक कैंडेलब्रम, एक कैंडलस्टिक	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	रेटिना	retina	grupo	alternativoj	prononco
level	reŭmatismo	गठिया	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	पुजारी	a priest	grupo	alternativoj	prononco
level	turbo	एक घूमता हुआ शीर्ष	a spinning top	grupo	alternativoj	prononco
level	slipo	एक पर्ची, एक फाइलिंग कार्ड	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	एक बैटिस्ट, एक कैम्ब्रिक	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	एक साराफ़	a seraph	grupo	alternativoj	prononco
level	sevrugo	एक तारकीय स्टर्जन, एक तारकीय स्टर्जन	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	एक स्फिंक्टर	a sphincter	grupo	alternativoj	prononco
level	sifiliso	सिफलिस, चेचक	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	ट्यूबरकल, तपेदिक (=ट्यूबरकुलोज़ो)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	एक सरसों का बीज	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	एक धूमधाम	a fanfare	grupo	alternativoj	prononco
level	skalpo	एक खोपड़ी	a scalp	grupo	alternativoj	prononco
level	skorzonero	एक काला साल्सीफाइ	a black salsify	grupo	alternativoj	prononco
level	talismano	एक तावीज़, एक शुभंकर	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	शुक्राणु, वीर्य	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	एक टारेंटयुला	a tarantula	grupo	alternativoj	prononco
level	revizoro	एक लेखा परीक्षक, एक निरीक्षक	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	एक दस्च	a tench	grupo	alternativoj	prononco
level	celerio	एक अजवाइन	a celery	grupo	alternativoj	prononco
level	cidonio	एक श्रीफल	a quince	grupo	alternativoj	prononco
level	galantino	जिलेटिन	gellatine	grupo	alternativoj	prononco
level	grogo	एक मेंढक, ताड़ी	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	कारमेल	caramel	grupo	alternativoj	prononco
level	kirŝo	एक किर्श, एक चेरी ब्रांडी	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	एक कॉम्पोट, एक पका हुआ फल	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	एक पदक	a medlar	grupo	alternativoj	prononco
level	mirabelo	एक मिराबेल	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	निराशावाद	pessimism	grupo	alternativoj	prononco
level	plebo	जनसाधारण, आम लोग	plebs, common people	grupo	alternativoj	prononco
level	saguo	एक साबूदाना	a sago	grupo	alternativoj	prononco
level	vermuto	एक वर्मुथ (शराब)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	अरबस्क	arabesque	grupo	alternativoj	prononco
level	arbalesto	एक क्रॉसबो, एक भाला बंदूक	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	मज्जा, मज्जा, मज्जा	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	बोलिस्टीक्स	ballistics	grupo	alternativoj	prononco
level	orgio	एक तांडव	an orgy	grupo	alternativoj	prononco
level	baziliko	एक बेसिलिका	a basilica	grupo	alternativoj	prononco
level	gruzo	एक बजरी, एक कंकड़	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	एक जलता हुआ, एक जलता हुआ	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	एक डायपसन, एक ट्यूनिंग कांटा	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	बारूद	dynamite	grupo	alternativoj	prononco
level	maroko	मोरक्को	Morocco	grupo	alternativoj	prononco
level	ditirambo	एक दिथिरैम्ब	a dithyramb	grupo	alternativoj	prononco
level	eklogo	एक पारिस्थितिकी	an eclogue	grupo	alternativoj	prononco
level	falango	एक फालानक्स	a phalanx	grupo	alternativoj	prononco
level	garnituro	एक सजावट	a garniture	grupo	alternativoj	prononco
level	geodezio	भूमंडल नापने का शास्र	geodesy	grupo	alternativoj	prononco
level	gladiatoro	एक तलवार चलानेवाला	a gladiator	grupo	alternativoj	prononco
level	glazuro	शीशा लगाना, आइसिंग, फ्रॉस्टिंग, वार्निश	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	एक नौकर, एक नौसिखिया, एक शराबी	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	एक बहुरूपदर्शक	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	एक हलबर्ड	a halberd	grupo	alternativoj	prononco
level	harmoniumo	एक हारमोनियम	a harmonium	grupo	alternativoj	prononco
level	uzuro	एक सूदखोर	a usury	grupo	alternativoj	prononco
level	hipodromo	एक दरियाई घोड़ा, एक घुड़दौड़ ट्रैक	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	एक इम्प्रेसारियो, एक व्यापारी	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	एक कैब्रियोलेट, एक परिवर्तनीय	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	एक कैलिबर	a caliber	grupo	alternativoj	prononco
level	kameo	एक कैमियो	a cameo	grupo	alternativoj	prononco
level	kartografio	नक्शानवीसी	cartography	grupo	alternativoj	prononco
level	aŭtokrato	एक निरंकुश	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	एक कार्टूचे	a cartouche	grupo	alternativoj	prononco
level	dekadenco	एक पतन	a decadence	grupo	alternativoj	prononco
level	kazemato	एक केसमेट	a casemate	grupo	alternativoj	prononco
level	kepo	एक केपी	a kepi	grupo	alternativoj	prononco
level	monarkio	राजतन्त्र	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	एक जाइलोफोन	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	एक चतुर्भुज	a quadrille	grupo	alternativoj	prononco
level	majoliko	एक माजोलिका	a majolica	grupo	alternativoj	prononco
level	makadamo	एक मैकडैम	a macadam	grupo	alternativoj	prononco
level	matadoro	एक मेटाडोर, एक बुलफाइटर	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	एक प्रदर्शन, एक रैली	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	एक मेट्रोनोम	a metronome	grupo	alternativoj	prononco
level	oktavo	एक सप्तक	an octave	grupo	alternativoj	prononco
level	orografio	पर्वत - विज्ञान	orography	grupo	alternativoj	prononco
level	palankeo	एक पालकी, एक कूड़ा (ट्रांसपोर्ट मैन-पोर्टिंग)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	एक पूर्ण स्कोर (संगीत)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	एक पेरिस्टाइल	a peristyle	grupo	alternativoj	prononco
level	petardo	एक पेटर्ड, पटाखा	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	एक पायलस्टर	a pilaster	grupo	alternativoj	prononco
level	pontono	एक पोंटून	a pontoon	grupo	alternativoj	prononco
level	solventa	विलायक	solvent	grupo	alternativoj	prononco
level	recitativo	एक सस्वर पाठ	a recitative	grupo	alternativoj	prononco
level	rokoko	रोकोको	rococo	grupo	alternativoj	prononco
level	rotondo	एक रोटंडा	a rotunda	grupo	alternativoj	prononco
level	ametisto	एक नीलम	an amethyst	grupo	alternativoj	prononco
level	semaforo	एक सेमाफोर, एक सिग्नल, एक ट्रैफिक लाइट	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	एक सेप्टेट	a septet	grupo	alternativoj	prononco
level	serajlo	एक सेराग्लियो	a seraglio	grupo	alternativoj	prononco
level	serenado	एक सेरेनेड	a serenade	grupo	alternativoj	prononco
level	arkeologo	एक पुरातत्ववेत्ता	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	महासभा, महासभा	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	एक आधार, एक कुरसी, एक कुरसी	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	एक लटकन, एक पोम्पोम, एक लटकन, एक झालर	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	एक डफ	a tambourine	grupo	alternativoj	prononco
level	tamtamo	एक टमटम, एक टमटम	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	एक अग्रानुक्रम, एक अग्रानुक्रम साइकिल	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	एक टारेंटेला	a tarantella	grupo	alternativoj	prononco
level	tiaro	एक टियारा, एक पोप का मुकुट	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	एक टिंडर, एक टचवुड	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	एक टोगा	a toga	grupo	alternativoj	prononco
level	topografio	तलरूप	topography	grupo	alternativoj	prononco
level	toreadoro	एक टॉरेडोर, एक बुलफाइटर	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	एक साटन, एक साटन	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	एक ट्रांसेप्ट, एक क्रूज	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	एक तुरही	a trombone	grupo	alternativoj	prononco
level	turbino	एक टरबाइन	a turbine	grupo	alternativoj	prononco
level	ulano	एक उलान, एक उहलान	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	सट्टा लगाना (व्यापार करना), जुआ खेलना	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	एक छोटी नाव, एक शालूप नाव, एक बड़ी उपयोगी नाव	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	एक छर्रा	a shrapnel	grupo	alternativoj	prononco
level	okulta	रहस्यमय	occult	grupo	alternativoj	prononco
level	baleto	एक बैले	a ballet	grupo	alternativoj	prononco
level	anomalio	एक विसंगति	an anomaly	grupo	alternativoj	prononco
level	puritano	एक शुद्धतावादी	a puritan	grupo	alternativoj	prononco
level	bazalto	एक बेसाल्ट	a basalt	grupo	alternativoj	prononco
level	berilo	एक बेरिल, एक जैस्पर	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	एक डायनेमोमीटर	a dynamometer	grupo	alternativoj	prononco
level	grafito	एक ग्रेफाइट	a graphite	grupo	alternativoj	prononco
level	gutaperko	एक गुट्टा-पर्चा	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	अपोथ्रोसाइज़ करना, देवता बनाना	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	हीड्रास्टाटिक्स	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	एक कैलोमेल	a calomel	grupo	alternativoj	prononco
level	kolodio	एक कोलोडियन	a collodion	grupo	alternativoj	prononco
level	konglomerato	एक समूह	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	एक युचरिस्ट, एक संस्कार	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	विश्वोत्पत्तिवाद	cosmogony	grupo	alternativoj	prononco
level	kosmografio	सृष्टिवर्णन	cosmography	grupo	alternativoj	prononco
level	kreozoto	creosote	creosote	grupo	alternativoj	prononco
level	kronometro	एक कालक्रम	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	वर्ग निकालना	quadrature	grupo	alternativoj	prononco
level	horoskopo	एक कुंडली	a horoscope	grupo	alternativoj	prononco
level	kvociento	एक भागफल	a quotient	grupo	alternativoj	prononco
level	lapiso	लूना कास्टिक	luna caustic	grupo	alternativoj	prononco
level	logaritmo	लोगारित्म	logarithm	grupo	alternativoj	prononco
level	lozanĝo	एक लोजेंज, एक हीरा	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	एक मैलाकाइट	a malachite	grupo	alternativoj	prononco
level	manometro	एक मैनोमीटर, एक दबाव नापने का यंत्र	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	मेरिडियन (रेखा)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	उल्का, एक टूटता तारा	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	अंतरिक्ष-विज्ञान	meteorology	grupo	alternativoj	prononco
level	mikrometro	एक माइक्रोमीटर	a micrometer	grupo	alternativoj	prononco
level	purgatorio	यातना	purgatory	grupo	alternativoj	prononco
level	mineralogio	खनिज विद्या	mineralogy	grupo	alternativoj	prononco
level	plagiato	साहित्यिक चोरी	plagiarism	grupo	alternativoj	prononco
level	naftalino	नेफ़थलीन	naphthalene	grupo	alternativoj	prononco
level	nikotino	निकोटीन	nicotine	grupo	alternativoj	prononco
level	onikso	गोमेद	onyx	grupo	alternativoj	prononco
level	ozono	ओजोन	ozone	grupo	alternativoj	prononco
level	estono	एक एस्टोनियाई	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	एक समांतर चतुर्भुज	a parallelogram	grupo	alternativoj	prononco
level	perimetro	एक परिधि	a perimeter	grupo	alternativoj	prononco
level	segmento	एक खंड	a segment	grupo	alternativoj	prononco
