A.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	ĉirkaŭ la mondo	seluruh dunia	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	dalam setiap kamus	in every dictionary	grupo	alternativoj	prononco
level	mankas io	ada yang hilang	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	beberapa perkataan hilang	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	seorang lelaki yang bercakap panjang lebar	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	di meja makan	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	seseorang yang memberitahu akan tetap lapar	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	terus bercerita di meja makan	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	dia terpaksa memberi perhatian kepada ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	tidak dibenarkan ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	dibenarkan tinggal	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	tidak dibenarkan tinggal lama	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	untuk tinggal di luar dalam hujan	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	sebab tu dia demam selsema	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	dia mempunyai idea sendiri yang jelas	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	tetapi dia akan percaya segala-galanya	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	apa sahaja yang kamu katakan	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	seolah-olah anda isterinya	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	ibu bapa anda	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	untuk membahagiakan ibu bapa anda	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	apa yang boleh tolong ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	apakah yang paling menggembirakan ibu bapa anda?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	selepas pembelajaran	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	sekurang-kurangnya selepas pembelajaran	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	ke pusat bandar	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	jika anda akan pergi dengan saya	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	jika anda akan pergi ke pusat bandar dengan saya	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	ke mana anda ingin melancong?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	jika anda mempunyai ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	cukup duit	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	jika anda mempunyai wang dan temp yang cukup	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	adakah anda merancang untuk ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	bercadang untuk melancong ke Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	untuk memandu dengan axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	lebih baik	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	nampak lebih baik	seems much better	grupo	alternativoj	prononco
level	per vagonaro	dengan kereta api	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	atau nampaknya tidak lebih baik?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	pelbagai orang	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	mengapa orang menerangkan dengan cara yang berbeza?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	idea yang sama	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	menerangkan idea yang sama	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	ahli keluarga berkumpul	family members get together	grupo	alternativoj	prononco
level	kiel rapide	betapa cepatnya	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	hari berlalu	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	betapa cepatnya hari berlalu!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	esok akan menjadi ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	hari jadi ayah awak	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	beberapa ahli keluarga	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	beberapa ahli keluarga akan datang	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	dan kawan-kawan	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	sudikah anda ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	boleh tolong sikit?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	sedikit masa	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	cari masa sikit	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	untuk mengemas bilik anda	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	sekurang-kurangnya untuk mengemas bilik anda	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Saya ingin ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Saya ingin memasak sesuatu	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	sesuatu yang baik	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	masak yang sedap	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	untuk kek hari jadi	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	kekurangan susu	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	dalam rumah	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	perlu mendapatkan ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	beberapa makanan	some food	grupo	alternativoj	prononco
level	el vendejo	dari sebuah kedai	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	untuk mendapatkan makanan dari tempat persembunyian	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Saya akan membeli-belah	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	untuk hari jadi	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	bukannya duduk dan makan	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	orang yang menarik	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	dengan ahli keluarga yang tidak menarik	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Saya ingin pergi berkelah	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	bersama ahli kelab	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	dengan ahli kelab yang mana?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	kata ayah	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	beberapa jenis kertas, beberapa jenis kertas	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	dalam beg bimbit	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	ke dalam tong kertas	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	membuang kertas ke dalam tong kertas	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	membuang beberapa kertas ke dalam tong kertas	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	esok awal	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	ahli kelab sukan saya	members of my sports club	grupo	alternativoj	prononco
level	kara mia	sayangku	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	betul ke?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	anda mesti tidak hadir	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	tidakkah anda ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	rakan-rakan ahli kelab anda	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	bertemu antara satu sama lain dengan ahli kelab anda	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tiga kali seminggu	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	bolehkah saya ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	mempunyai hak untuk mencadangkan sesuatu	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Saya akan makan bersama ahli keluarga	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	tetapi di bahagian kedua	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Saya akan pergi dengan kawan-kawan saya	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	akan bercakap tentang ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	pemanduan yang gagal	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	pasti akan bercakap tentang pemanduan yang gagal	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	selepas kek	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Saya tidak mahu itu lagi	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	mahu mendengar itu	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	kenapa kita tiada ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	pakcik yang kaya idea	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	mempunyai beberapa idea pakcik kaya	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	di dalam keluarga saya	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	si ibu tersenyum	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	pada kata-katanya	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	dia tahu bahawa ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	bercakap terlalu banyak	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	tidak cukup sekadar ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	kekayaan idea	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ juga diperlukan	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	dompet penuh untuk mewujudkannya	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	sambung ibu ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	selepas senyap sedikit	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	beberapa minit yang lalu	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana memanggil bahawa dia ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	dia juga akan melawat kita	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	kek yang manis	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	dia memang suka kek manis	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	berhati-hati supaya tidak menjadi gemuk	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	walaupun dia akan memberi perhatian	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	segera berubah fikiran	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	semasa persiaran	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	tanpa dia	without her	grupo	alternativoj	prononco
level	li estus tre soleca	dia akan sangat sunyi	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Saya akan lulus walaupun	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Saya akan menghabiskan esok di rumah	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	pada masa muda	in youth	grupo	alternativoj	prononco
level	oni havas	satu telah	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	juga mempunyai kecantikan	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	pekerjaan yang rumit	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	pekerjaan yang rumit (objektif)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	hendaklah dipermudahkan	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	pada usia itu	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	dia sudah menjadi ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	ketua kelab sukan	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	seorang meletakkan wang	one puts money	grupo	alternativoj	prononco
level	en monujon	ke dalam dompet	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	dimasukkan ke dalam dompet	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	ikuti contoh	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	daripada ahli keluarga yang baik	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	adakah persahabatan membuatkan anda lebih bahagia?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	membuat anda gembira	makes you happy	grupo	alternativoj	prononco
level	ol la amo	daripada cinta	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	berapa kerapkah anda ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	anda menulis surat kepada ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	menulis surat kepada rakan perempuan anda	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	kawan perempuan anda di Itali	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	hubungan antara anda dan guru anda	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	adakah hubungan itu berubah?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	adakah anda sudah tahu ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	agak baik	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	sudah petang di ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	ratusan orang	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	memenuhi petak	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	pemuda dan askar	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	pelayar dari kapal	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	wanita yang cemerlang	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	wanita yang cemerlang	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	pengembara asing	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	semua orang bergerak ke pusat bandar	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	jauh sikit	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	tidak jauh dari laut	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	terdapat sebuah persegi kecil	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	jauh sikit tapi tak jauh	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	di penghujungnya	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	berhampiran laut	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	seorang lelaki berdiri berhampiran	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	mengikut pakaian	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	seseorang mungkin tahu dengan mudah ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	adalah mungkin untuk mengetahui bahawa ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	tukang gondol orang kaya	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	dapat mengetahui bahawa dia seorang gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	dia memandang ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	memandang orang ramai yang bergembira	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	senyuman terpancar di wajahnya	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	apabila dia melihat seorang kelasi	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	kelasi yang tiba	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	tepi laut	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	tiba dari tepi laut	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	adakah itu awak, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	jerit pemandu gondola itu	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	semua orang berkata bahawa ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	ke tangan orang Turki	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	bahawa anda jatuh ke tangan orang Turki	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	kami bertemu seorang	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	dari kapal kami	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ia mengikuti kami	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	selama lebih daripada sejam	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	tetapi ia tidak mudah untuk pergi ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	untuk pergi lebih cepat daripada kapal kami	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	apa berita di sini?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	di sini di Venice	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	Tiada yang menarik	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	cuma musibah besar	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	awak kenal Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	saya kenal dia	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	sebuah kapal besar menenggelamkan gondolanya	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	dan bagaimana dengan dia?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondola itu tenggelam	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	ia berlaku bahawa ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	kami rapat	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	kami bawa dia naik gondola	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	pada masa yang sama	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	bos saya lemas	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	untuk membantu seorang wanita muda	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	seorang wanita muda yang hampir mati	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	dengan bapa saudaranya	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	hampir mati bersama bapa saudaranya	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	terdapat seorang wanita muda	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	kami tidak dapat menolongnya	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	adalah orang penting	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	apa yang membawa anda ke Venice?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	kawan saya	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	kelasi itu mendongak	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	pantas mengerling ke arah kawannya	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	dan mula berkata	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	jadi anda tahu ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Saya membawa ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	pemandu gondola itu tiba-tiba menghalangnya	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	katanya	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	lalu seorang lelaki lalu	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	seorang lelaki melewatinya	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	dia belum berumur tiga puluh	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	dan mukanya tidak berwarna	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	perjalanannya pasti dan mudah	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	mukanya sedih	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	apabila dia melihat lelaki itu, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	dikatakan bahawa ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	ramai orang penting memberi ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	kerja rahsia	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	pekerjaan rahsia	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	memberikan pekerjaan rahsia kepadanya	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	terlalu banyak rahsia	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	dia tahu terlalu banyak rahsia	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	oleh itu mereka takut	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	untuk menghantarnya ke penjara	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	kata kelasi itu	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	dan semasa dia bercakap	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	dia menunjuk ke arah rumah agam itu	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	rumah agam Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	ramai orang penting memerlukan pertolongannya	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	berapa banyak yang mereka bayar?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	membayarnya	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	membayar untuk satu pembunuhan	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	sudah tentu tidak kurang daripada ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	daripada seratus syiling	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	jangan lupa itu ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	bahawa dia bekerja untuk mereka	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	untuk mereka yang mempunyai wang yang mencukupi	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	untuk membayarnya	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	di Venice ada ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	perkara tersebut	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	untuk melupakan perkara tersebut	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	perkara yang lebih baik dilupakan	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	kalau nak makan dengan tenang	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	untuk makan roti anda dengan tenang	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	ada sedikit kesunyian	there was some silence	grupo	alternativoj	prononco
level	kaj poste	dan kemudian	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	tukang gondol bersuara lagi	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	awak datang tepat pada masanya	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	untuk melihat perlumbaan bot	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	seseorang berkata lemah	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	berhampiran gondolier	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	datuk bandar	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	tanpa kata menunjuk ke arah gondola	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	kata tukang gondol	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	dan memegang tangan kawannya	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	membaling kertas	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	ke dalam tong kertas	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	gadis-gadis melemparkan kertas	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	mana pena saya	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Saya nak jawab dia	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	matahari hilang	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	dan sekarang sudah hampir gelap	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	sila makan	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	sila makan roti	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	dengan kutleri	with cutlery	grupo	alternativoj	prononco
level	pardonu min	maafkan saya	excuse me	grupo	alternativoj	prononco
level	rajtas resti	dibenarkan tinggal	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Saya tiada hak untuk tinggal	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	boleh awak bawak ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	daripada adik saya	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	bila awak beli ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	membeli alat muzik itu	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	siapa yang guna terakhir?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	menggunakan kunci saya	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	adakah anda memandu?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	di Venice	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	juga dengan gondola	also by gondola	grupo	alternativoj	prononco
