C.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	miniaturo	bir minyatür	a miniature	grupo	alternativoj	prononco
level	cigano	bir çingene	a gypsy	grupo	alternativoj	prononco
level	eksceso	bir aşırılık, bir büyüklük	an excess, an enormity	grupo	alternativoj	prononco
level	karikaturo	bir karikatür, bir karikatür	a caricature, a cartoon	grupo	alternativoj	prononco
level	katedro	bir öğretim görevlisi masası, bir üniversite postası	a lecturer's desk, a university post	grupo	alternativoj	prononco
level	banala	banal, sıradan	banal, commonplace	grupo	alternativoj	prononco
level	taktiko	bir taktik, taktik	a tactic, tactics	grupo	alternativoj	prononco
level	konfederacio	bir konfederasyon	a confederation	grupo	alternativoj	prononco
level	kokso	kalça, kalça	a hip, haunch	grupo	alternativoj	prononco
level	alegorio	bir alegori	an allegory	grupo	alternativoj	prononco
level	lavendo	bir lavanta	a lavender	grupo	alternativoj	prononco
level	zigzago	bir zikzak	a zigzag	grupo	alternativoj	prononco
level	arkivo	bir arşiv (=arĥivo)	an archive (=arĥivo)	grupo	alternativoj	prononco
level	sultano	Sultan	Sultan	grupo	alternativoj	prononco
level	femuro	bir uyluk, üst bacak	a thigh, upper leg	grupo	alternativoj	prononco
level	bivako	bir kamp, bir çadır	a camp, a bivouac	grupo	alternativoj	prononco
level	blazono	bir blazon, amoral yataklar	a blazon, amorial bearings	grupo	alternativoj	prononco
level	panoramo	bir panorama	a panorama	grupo	alternativoj	prononco
level	ario	bir arya, bir hava	an aria, an air	grupo	alternativoj	prononco
level	protokolo	bir protokol	a protocol	grupo	alternativoj	prononco
level	pudingo	puding, puding	pudding, a pudding	grupo	alternativoj	prononco
level	simetrio	bir simetri	a symmetry	grupo	alternativoj	prononco
level	filologo	bir filolog	a philologist	grupo	alternativoj	prononco
level	psalmo	Mezmur	psalm	grupo	alternativoj	prononco
level	talero	Thaler (Alman gümüş parası)	a thaler (German silver coin)	grupo	alternativoj	prononco
level	minareto	bir minare	a minaret	grupo	alternativoj	prononco
level	farmacio	eczacılık, eczacılık (bilim)	pharmaceutics, pharmacy (science)	grupo	alternativoj	prononco
level	sodo	bir soda	a soda	grupo	alternativoj	prononco
level	akacio	bir akasya	an acacia	grupo	alternativoj	prononco
level	majoro	bir binbaşı, bir komutan	a major, a commander	grupo	alternativoj	prononco
level	kavalerio	bir süvari	a cavalry	grupo	alternativoj	prononco
level	metamorfozo	metamorfoz, dönüşüm	metamorphosis, transformation	grupo	alternativoj	prononco
level	marini	marine etmek	to marinate	grupo	alternativoj	prononco
level	pantomimo	bir pantomim	a pantomime	grupo	alternativoj	prononco
level	spiralo	bir sarmal	a spiral	grupo	alternativoj	prononco
level	emblemo	bir amblem, bir logo	an emblem, a logo	grupo	alternativoj	prononco
level	derivi	türetmek	to derive	grupo	alternativoj	prononco
level	konkurenco	bir yarışma, ticari bir yarışma	a competition, a commercial competition	grupo	alternativoj	prononco
level	tributo	bir haraç	a tribute	grupo	alternativoj	prononco
level	klaki	tıklamak, gevezelik etmek, çatlamak	to click, to chatter, to crack	grupo	alternativoj	prononco
level	frakcio	bir hizip	a faction	grupo	alternativoj	prononco
level	teologio	teoloji	theology	grupo	alternativoj	prononco
level	sektoro	bir sektör, dairenin bir sektörü	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	bir sentez	a synthesis	grupo	alternativoj	prononco
level	farso	bir saçmalık, bir şaka	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	bir guilder, bir gulden	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	bir takdir	a providence	grupo	alternativoj	prononco
level	skrupulo	bir vicdan, bir vicdan, bir kaygı	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	bir piyade	an infantry	grupo	alternativoj	prononco
level	spasmo	spazm	a spasm	grupo	alternativoj	prononco
level	rikani	alay etmek, alaycı bir şekilde gülmek	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	ses çıkarmak, araştırmak, anlamak	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	bir disiplin	a discipline	grupo	alternativoj	prononco
level	sarkasmo	alaycılık	a sarcasm	grupo	alternativoj	prononco
level	Londono	Londra	London	grupo	alternativoj	prononco
level	arkitekturo	bir mimari (=arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	antoloji	anthology	grupo	alternativoj	prononco
level	kanibalo	bir yamyam	a cannibal	grupo	alternativoj	prononco
level	Varsovio	Varşova	Warsaw	grupo	alternativoj	prononco
level	geologio	jeoloji	geology	grupo	alternativoj	prononco
level	leontodo	karahindiba	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	bir öğrenci, bir takipçi	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	pişmiş pirinç	a cooked rice	grupo	alternativoj	prononco
level	ĝino	bir cin (alkollü içecek)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	bir bölüm	a department	grupo	alternativoj	prononco
level	remburita urso	doldurulmuş bir ayı	a stuffed bear	grupo	alternativoj	prononco
level	baseno	bir havza, bir havuz	a basin, a pool	grupo	alternativoj	prononco
level	poluri	cilalamak, parlatmak, cilalamak (deri) (=ciri)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	miyavlamak, miyavlamak	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	bir amiral, Deniz Lordu	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	bir sabah zaferi (çiçek)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	iyot	iodine	grupo	alternativoj	prononco
level	kronologio	bir kronoloji	a chronology	grupo	alternativoj	prononco
level	cinika	alaycı	cynical	grupo	alternativoj	prononco
level	filologio	filoloji	philology	grupo	alternativoj	prononco
level	aksiomo	bir aksiyom, aksiyomatik bir sistem	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	bir ozan	a bard	grupo	alternativoj	prononco
level	ĵargono	bir jargon, bir argo	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	aritmetik	arithmetics	grupo	alternativoj	prononco
level	analoga	analog, analog	analog, analogous	grupo	alternativoj	prononco
level	aforismo	bir aforizma, bir deyiş	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	bir kast	a caste	grupo	alternativoj	prononco
level	antilopo	bir antilop	an antelope	grupo	alternativoj	prononco
level	pledi	savunmak (mahkemede)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	bir nergis, bir nergis	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	bir emir subayı, bir yaver	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	bir haç	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	bir forma	a jersey	grupo	alternativoj	prononco
level	hieno	bir sırtlan	a hyena	grupo	alternativoj	prononco
level	epopeo	bir destan, destansı bir şiir	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	bir büst, bir gövde	a bust, a torso	grupo	alternativoj	prononco
level	bordero	bir kenar	a border	grupo	alternativoj	prononco
level	kantato	kantat	cantata	grupo	alternativoj	prononco
level	nomado	bir göçebe	a nomad	grupo	alternativoj	prononco
level	sakristio	bir vestiyer (kilisede)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	bir feuilleton, seri bir özellik	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	bir kaymakam	a prefect	grupo	alternativoj	prononco
level	diafana	saydam, saydam, yarı saydam	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	masmavi, gök mavisi	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	bir cüce	a pygmy	grupo	alternativoj	prononco
level	miriado	sayısız	a myriad	grupo	alternativoj	prononco
level	retoro	bir retorikçi	a rhetorician	grupo	alternativoj	prononco
level	boksi	kutuya	to box	grupo	alternativoj	prononco
level	optiko	optik	optics	grupo	alternativoj	prononco
level	azilo	bir sığınma evi, bir sığınak	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	piç kurusu	a bastard	grupo	alternativoj	prononco
level	feŭdo	bir kan davası, bir feodal	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	bir nöbet	a paroxysm	grupo	alternativoj	prononco
level	loterio	bir piyango, bir çekiliş	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	bir gaz aralığı	a gas range	grupo	alternativoj	prononco
level	papiruso	bir papirüs	a papyrus	grupo	alternativoj	prononco
level	soneto	bir sone	a sonnet	grupo	alternativoj	prononco
level	kelonio	bir kaplumbağa	a turtle	grupo	alternativoj	prononco
level	moduli	modüle etmek	to modulate	grupo	alternativoj	prononco
level	ekspresa	ifade etmek	express	grupo	alternativoj	prononco
level	despoto	bir despot	a despot	grupo	alternativoj	prononco
level	konfiski	el koymak	to confiscate	grupo	alternativoj	prononco
level	depeŝo	bir gönderi, acil bir mesaj	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	bir ıstırap, bir ıstırap, bir sıkıntı	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	bir slip, bir alt elbise	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	bir vaha	an oasis	grupo	alternativoj	prononco
level	Rejno	Ren	Rhine	grupo	alternativoj	prononco
level	epilepsio	epilepsi	an epilepsy	grupo	alternativoj	prononco
level	dogo	bir bulldog, bir mastif	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	kiraz çiçeği (japonca)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	bir mimar (=arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	özgürleştirmek	to emancipate	grupo	alternativoj	prononco
level	nektaro	bir nektar	a nectar	grupo	alternativoj	prononco
level	trikoloreto	hercai menekşe, gönül yarası (çiçek)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	bir yatak odası, bir tuvalet masası	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	kalın, donuk	obtuse, dull	grupo	alternativoj	prononco
level	tifo	tifüs	typhus	grupo	alternativoj	prononco
level	letargio	uyuşukluk, uyuşukluk	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	astım	asthma	grupo	alternativoj	prononco
level	ŝovinismo	şovenizm	a chauvinism	grupo	alternativoj	prononco
level	kariero	bir kariyer	a career	grupo	alternativoj	prononco
level	odo	bir kaside	an ode	grupo	alternativoj	prononco
level	pupitro	bir kürsü, bir okul masası	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	bir beyan	a declaration	grupo	alternativoj	prononco
level	mistiko	bir gizem, mistisizm	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	bombardıman etmek	to bombard	grupo	alternativoj	prononco
level	maksimo	bir özdeyiş	a maxim	grupo	alternativoj	prononco
level	lordo	Kral	lord	grupo	alternativoj	prononco
level	balzamo	balsam, balsam	balsam, balm	grupo	alternativoj	prononco
level	breĉo	bir ihlal, bir boşluk	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	bir diftong	a diphthong	grupo	alternativoj	prononco
level	sekto	bir mezhep	a sect	grupo	alternativoj	prononco
level	amoro	aşk, cinsel aşk	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	bir düka (gümüş, altın)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	ortadan kaldırmak	to elide	grupo	alternativoj	prononco
level	epigrafo	bir kitabe, bir yazıt	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	bir epigram	an epigram	grupo	alternativoj	prononco
level	amputi	ampute etmek	to amputate	grupo	alternativoj	prononco
level	kursivo	el yazısı bir yazı	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	faks	a facsimile	grupo	alternativoj	prononco
level	fiktiva	hayali, kurgusal	fictious, fictional	grupo	alternativoj	prononco
level	sireno	bir siren	a siren	grupo	alternativoj	prononco
level	fleksio	bükülme	inflexion	grupo	alternativoj	prononco
level	gerundio	bir ulaç	a gerund	grupo	alternativoj	prononco
level	grafologio	grafoloji	graphology	grupo	alternativoj	prononco
level	mahagono	maun	a mahogany	grupo	alternativoj	prononco
level	arkaika	arkaik (=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	bir eşsesli	a homonym	grupo	alternativoj	prononco
level	karato	bir karat	a carat	grupo	alternativoj	prononco
level	agrafo	bir tutturucu, bir bağlama, bir zımba, bir kelepçe	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	karşılaştırmalı	comparative	grupo	alternativoj	prononco
level	titano	titan	Titan	grupo	alternativoj	prononco
level	fiakro	bir hackney koçu, bir hackney arabası	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	sınıflandırmak	to classify	grupo	alternativoj	prononco
level	broĉo	bir broş	a brooch	grupo	alternativoj	prononco
level	beletristiko	edebi bir edebiyat	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	teftiş etmek	to inspect	grupo	alternativoj	prononco
level	sfinkso	bir sfenks	a sphinx	grupo	alternativoj	prononco
level	superlativo	üstün	superlative	grupo	alternativoj	prononco
level	hiacinto	bir sümbül	a hyacinth	grupo	alternativoj	prononco
level	retoriko	bir retorik, bir hitabet	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	bir hiyeroglif	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	bir ikilem	a dilemma	grupo	alternativoj	prononco
level	tipografio	tipografi	typography	grupo	alternativoj	prononco
level	kloako	kloaka, kanalizasyon, fosseptik, fosseptik	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	nikel	nickel	grupo	alternativoj	prononco
level	vinjeto	bir skeç, bir metin illüstrasyonu	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	eskort etmek	to escort	grupo	alternativoj	prononco
level	geranio	bir sardunya, bir turna gagası	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	bir maskaralık	a charade	grupo	alternativoj	prononco
level	skolo	bir okul (sanat, felsefe)	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	bir topçu	an artillery	grupo	alternativoj	prononco
level	amnestio	af	amnesty	grupo	alternativoj	prononco
level	agronomio	ziraat bilimi	agronomy	grupo	alternativoj	prononco
level	kosmopolito	kozmopolit	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	bir tenor	a tenor	grupo	alternativoj	prononco
level	rubuso	bir böğürtlen, bir böğürtlen	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	anjina, göğüs ağrısı	angina	grupo	alternativoj	prononco
level	atlaso	bir atlas	an atlas	grupo	alternativoj	prononco
level	antropologio	antropoloji	anthropology	grupo	alternativoj	prononco
level	furio	öfke, intikam tanrıçası	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	hamsi	an anchovy	grupo	alternativoj	prononco
level	apopleksio	felç, felç	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	bir basilisk	a basilisk	grupo	alternativoj	prononco
level	vinko	deniz salyangozu, vinca	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	bir senfoni	a symphony	grupo	alternativoj	prononco
level	bukso	bir kutu (ağaç), bir şimşir	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	su baldıranı	water hemlock	grupo	alternativoj	prononco
level	diafragmo	diyafram	diaphragm	grupo	alternativoj	prononco
level	bibliografio	kaynakça	bibliography	grupo	alternativoj	prononco
level	disenterio	dizanteri	dysentery	grupo	alternativoj	prononco
level	dispepsio	hazımsızlık, hazımsızlık	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	dedikodu yapmak, şakırdamak	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	bir girinti, bir girinti	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	diyalektik	dialectics	grupo	alternativoj	prononco
level	dromedaro	tek hörgüçlü deve	dromedary	grupo	alternativoj	prononco
level	groteska	grotesk, gülünç	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	bir dışkı	an excrement	grupo	alternativoj	prononco
level	epidermo	epidermis	epidermis	grupo	alternativoj	prononco
level	ekzemo	egzama	eczema	grupo	alternativoj	prononco
level	eliksiro	iksir	elixir	grupo	alternativoj	prononco
level	frontono	bir alınlık	a pediment	grupo	alternativoj	prononco
level	monologo	bir monolog	a monologue	grupo	alternativoj	prononco
level	etiologio	etiyoloji	aetiology	grupo	alternativoj	prononco
level	ezofago	yemek borusu	esophagus	grupo	alternativoj	prononco
level	astronomo	Bir gökbilimci	an astronomer	grupo	alternativoj	prononco
level	monotona	monoton	monotonous	grupo	alternativoj	prononco
level	ganglio	bir ganglion	a ganglion	grupo	alternativoj	prononco
level	gangreno	kangren	gangrene	grupo	alternativoj	prononco
level	podagro	gut	gout	grupo	alternativoj	prononco
level	gardenio	bir gardenya	a gardenia	grupo	alternativoj	prononco
level	glicirizo	meyankökü, meyankökü	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	çatı katı	an attic	grupo	alternativoj	prononco
level	melaso	pekmez, altın şurubu	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	hidrofobi	hydrophobia	grupo	alternativoj	prononco
level	vizio	bir vizyon	a vision	grupo	alternativoj	prononco
level	homeopatio	homeopati	homeopathy	grupo	alternativoj	prononco
level	iriso	iris	iris	grupo	alternativoj	prononco
level	vokativo	bir vakif	a vocative	grupo	alternativoj	prononco
level	tuniko	bir tunik	a tunic	grupo	alternativoj	prononco
level	katalepsio	katalepsi	catalepsy	grupo	alternativoj	prononco
level	koliko	kolik, sancılar	colic, gripes	grupo	alternativoj	prononco
level	kolzo	kolza, kış tecavüzü	colza, winter rape	grupo	alternativoj	prononco
level	korneo	kornea	cornea	grupo	alternativoj	prononco
level	lariko	karaçam	larch	grupo	alternativoj	prononco
level	almanako	bir almanak	an almanac	grupo	alternativoj	prononco
level	aŭguro	kehanet	augury	grupo	alternativoj	prononco
level	hidro	hidra	hydra	grupo	alternativoj	prononco
level	apogeo	doruk noktası	apogee	grupo	alternativoj	prononco
level	meduzo	Deniz anası	jellyfish	grupo	alternativoj	prononco
level	edeno	cennet	eden	grupo	alternativoj	prononco
level	lobo	lob	lobe	grupo	alternativoj	prononco
level	molusko	yumuşakça	a mollusk	grupo	alternativoj	prononco
level	sufloro	bir yönlendirici	a prompter	grupo	alternativoj	prononco
level	sakramento	kutsal tören	sacrament	grupo	alternativoj	prononco
level	sekrecio	bir salgı	a secretion	grupo	alternativoj	prononco
level	mosko	misk	a musk	grupo	alternativoj	prononco
level	sugestii	önermek (hipnoz altında)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	mühimmat, mühimmat	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	narkotik	a narcotic	grupo	alternativoj	prononco
level	dekolti	alçaktan kesmek, boynu ve omuzları açığa çıkarmak	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	sırıtmak, rendelemek, gıcırdamak	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	bir morfin	a morphine	grupo	alternativoj	prononco
level	arkado	bir atari salonu	an arcade	grupo	alternativoj	prononco
level	palisandro	bir gül ağacı	a rosewood	grupo	alternativoj	prononco
level	impertinenta	küstah, küstah	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	bir paçuli	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	bir gözenek	a pore	grupo	alternativoj	prononco
level	hipoteko	ipotek	a mortgage	grupo	alternativoj	prononco
level	pustulo	bir püstül, bir sivilce	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	bir öncül	a premise	grupo	alternativoj	prononco
level	rabarbo	ravent	a rhubarb	grupo	alternativoj	prononco
level	hirta	kıllı, gür, düzensiz	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	çılgınlık, kuduz	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	hintyağı bitkisi	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	bir prizma	a prism	grupo	alternativoj	prononco
level	ruto	bir rue	a rue	grupo	alternativoj	prononco
level	administracio	yönetim	administration	grupo	alternativoj	prononco
level	santalo	bir sandal ağacı	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	senkop	syncope	grupo	alternativoj	prononco
level	skarlatino	kızıl ateş	a scarlet fever	grupo	alternativoj	prononco
level	soleo	dil balığı, solea (balık)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	bölünme	schism	grupo	alternativoj	prononco
level	egido	koruma, koruma	aegis, protection	grupo	alternativoj	prononco
level	strigli	köri tarağı yapmak, tımar etmek, ovalamak	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	şecere	genealogy	grupo	alternativoj	prononco
level	taksuso	bir porsuk ağacı	a yew tree	grupo	alternativoj	prononco
level	alabastro	kaymaktaşı	an alabaster	grupo	alternativoj	prononco
level	korifeo	bir coryphaeus, bir lider	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	uyuşturmak	to narcotize	grupo	alternativoj	prononco
level	tenio	bir bant solucanı	a tape worm	grupo	alternativoj	prononco
level	termito	bir termit	a thermite	grupo	alternativoj	prononco
level	liturgio	ayin	liturgy	grupo	alternativoj	prononco
level	kuliso	kayma, kanat, düz	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	bir kız kuşu, bir pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	mine çiçeği, mine çiçeği	vervain, verbena	grupo	alternativoj	prononco
level	visko	bir ökseotu	a mistletoe	grupo	alternativoj	prononco
level	portiko	Bir sundurma	a porch	grupo	alternativoj	prononco
level	ŝankro	şans, pamukçuk, vernereal ülser	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	ödüllü	a laureate	grupo	alternativoj	prononco
level	ambrozio	bir ambrosia	an ambrosia	grupo	alternativoj	prononco
level	proceduro	Prosedür	a procedure	grupo	alternativoj	prononco
level	makarono	acıbadem kurabiyesi	a macaroon	grupo	alternativoj	prononco
level	makaronio	makarna	macaroni	grupo	alternativoj	prononco
level	komploto	bir komplo, bir komplo	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	bir kahya, bir başkomiser, bir yönetici	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	bir metropol	a metropolis	grupo	alternativoj	prononco
level	antipodo	bir antipod	an antipode	grupo	alternativoj	prononco
level	tanino	tanen	tannin	grupo	alternativoj	prononco
level	legitimi	meşrulaştırmak	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapyoka	tapioca	grupo	alternativoj	prononco
level	silueto	bir siluet, bir taslak	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	bir hamak	a hammock	grupo	alternativoj	prononco
level	akvarelo	bir aquarelle, bir sulu boya	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	dinamikler	dynamics	grupo	alternativoj	prononco
level	madono	Madonna	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpej	arpeggio	grupo	alternativoj	prononco
level	bankiero	bir bankacı	a banker	grupo	alternativoj	prononco
level	banderolo	bir ambalaj	a wrapper	grupo	alternativoj	prononco
level	soldo	bir metelik (5 santimetre)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	bir teolog	a theologist	grupo	alternativoj	prononco
level	bataliono	bir tabur	a battalion	grupo	alternativoj	prononco
level	baritono	bir bariton	a baritone	grupo	alternativoj	prononco
level	bitumo	zift	bitumen	grupo	alternativoj	prononco
level	bordelo	bir genelev	a brothel	grupo	alternativoj	prononco
level	legato	bir mirasçı	a legate	grupo	alternativoj	prononco
level	navo	bir nef, bir koridor	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	hayırseverlik	philanthropy	grupo	alternativoj	prononco
level	omnibuso	bir otobüs	an omnibus	grupo	alternativoj	prononco
level	kadenco	bir giriş	a adence	grupo	alternativoj	prononco
level	kompromiso	bir uzlaşma, bir uzlaşma	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	bir ejderha	a dragoon	grupo	alternativoj	prononco
level	dueto	bir düet	a duet	grupo	alternativoj	prononco
level	metafiziko	metafizik	metaphysics	grupo	alternativoj	prononco
level	subjektiva	öznel	subjective	grupo	alternativoj	prononco
level	elegio	bir ağıt	an elegy	grupo	alternativoj	prononco
level	jezuito	Cizvit	Jesuit	grupo	alternativoj	prononco
level	korneto	bir kornet	a cornet	grupo	alternativoj	prononco
level	festono	bir fisto	a festoon	grupo	alternativoj	prononco
level	fregato	bir fırkateyn, bir fırkateyn kuşu	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	giyotin	a guillotine	grupo	alternativoj	prononco
level	tabureto	bir tabure	a stool	grupo	alternativoj	prononco
level	harpuno	bir zıpkın	a harpoon	grupo	alternativoj	prononco
level	hobojo	bir obua	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	özerk	autonomous	grupo	alternativoj	prononco
level	imperialo	emperyal, üst güverteli bir araç	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	bir kıstak	an isthmus	grupo	alternativoj	prononco
level	preludo	bir başlangıç	a prelude	grupo	alternativoj	prononco
level	algebro	cebir	algebra	grupo	alternativoj	prononco
level	filantropo	hayırsever	a philanthropist	grupo	alternativoj	prononco
level	afusto	silah arabası	a gun carriage	grupo	alternativoj	prononco
level	karamboli	(bilardoda) çarpışmak, çarpmak	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	bir katafalk, açık bir cenaze arabası	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	püskürtmek, dağıtmak, serpmek	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	bir kokart, bir fiyonk, bir rozet	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	bir bas, bir kontrbas	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	kontralto, alto	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	bir akrobat	an acrobat	grupo	alternativoj	prononco
level	korsaro	bir korsan, bir korsan	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	bir korse	a corset	grupo	alternativoj	prononco
level	galanto	bir kardelen	a snowdrop	grupo	alternativoj	prononco
level	korveto	bir korvet, bir küçük karga	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	beşinci (müzik)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	bir mahzen, bir tonoz, bir yeraltı hücresi	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	gizli ajan	an undercover agent	grupo	alternativoj	prononco
level	litografi	litografi yapmak	to litograph	grupo	alternativoj	prononco
level	lokomobilo	çekiş motoru	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	bir soruşturma	an inquisition	grupo	alternativoj	prononco
level	prospekto	bir broşür	a prospectus	grupo	alternativoj	prononco
level	mandolino	bir mandolin	a mandolin	grupo	alternativoj	prononco
level	mazurko	bir mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	bir melodram	a melodrama	grupo	alternativoj	prononco
level	rezignacio	istifa	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, virülans gazı	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	bir repertuar, bir repertuar	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	bir taklit, bir mim	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	bir vahiy	a revelation	grupo	alternativoj	prononco
level	ogivo	bir zeytin	an ogive	grupo	alternativoj	prononco
