A.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	en tiu aĝo	ఆ వయసులో	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	అతను ఇప్పటికే ~ అయ్యాడు	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	స్పోర్ట్స్ క్లబ్ యొక్క అధిపతి	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	ఒకడు డబ్బు పెడతాడు	one puts money	grupo	alternativoj	prononco
level	en monujon	ఒక వాలెట్ లోకి	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	పర్సులో పెట్టుకుంటాడు	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	ఉదాహరణలను అనుసరించండి	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	మంచి కుటుంబ సభ్యుల నుండి	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	స్నేహం మిమ్మల్ని సంతోషపరుస్తుందా?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	మిమ్మల్ని సంతోషపరుస్తుంది	makes you happy	grupo	alternativoj	prononco
level	ol la amo	ప్రేమ కంటే	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	మీరు ఎంత తరచుగా ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	మీరు ~కి ఉత్తరాలు వ్రాస్తారు	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	మీ స్నేహితురాళ్లకు ఉత్తరాలు రాస్తుంది	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	ఇటలీలో మీ స్నేహితురాలు	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	మీకు మరియు మీ గురువుకు మధ్య ఉన్న సంబంధం	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	సంబంధం మారిందా?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	మీకు ఇప్పటికే తెలుసా ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	చాలా బాగా	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	~లో సాయంత్రం అయింది	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	వందల మంది ప్రజలు	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	చతురస్రాన్ని నింపుతుంది	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	యువకులు మరియు సైనికులు	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	ఓడల నుండి నావికులు	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	అత్యుత్తమ మహిళ	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	అత్యుత్తమ మహిళలు	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	విదేశీ యాత్రికులు	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	అందరూ సిటీ సెంటర్‌కి తరలిస్తున్నారు	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	కొంచెం ముందుకు	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	సముద్రం నుండి చాలా దూరంలో లేదు	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	అక్కడ ఒక చిన్న చతురస్రం ఉండేది	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	కొంచెం ముందుకు కానీ దూరం కాదు	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	దాని చివర	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	సముద్రం దగ్గర	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	సమీపంలో ఒక వ్యక్తి నిలబడి ఉన్నాడు	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	దుస్తులు ప్రకారం	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	ఎవరైనా సులభంగా తెలుసుకోవచ్చు ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	~ అని తెలుసుకోవడం సాధ్యమైంది	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	ఒక ధనవంతుని గోండోలియర్	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	అతను గోండోలియర్ అని తెలుసుకోగలిగాడు	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	అతను చూసాడు ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	ఆనందంగా ఉన్న గుంపు వైపు చూశాడు	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	ఒక చిరునవ్వు అతని ముఖాన్ని వెలిగించింది	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	అతను నావికుడిని చూసినప్పుడు	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	వచ్చిన నావికుడు	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	సముద్రం వైపు	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	సముద్రం వైపు నుండి వచ్చారు	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	అది నువ్వేనా, స్టీఫెన్?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	అని అరిచాడు గొండోలియర్	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	అని అందరూ అంటారు ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	తురుష్కుల చేతుల్లోకి	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	నువ్వు తురుష్కుల చేతిలో పడ్డావని	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	మేము ఒకరిని కలిశాము	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	మా ఓడల నుండి	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	అది మమ్మల్ని అనుసరించింది	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	ఒక గంటకు పైగా	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	కానీ వెళ్ళడం సులభం కాదు ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	మా ఓడ కంటే వేగంగా వెళ్లడానికి	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	ఇక్కడ వార్తలు ఏమిటి?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ఇక్కడ వెనిస్‌లో	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ఏ ది నచ్చలేదు	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	కేవలం ఒక పెద్ద దురదృష్టం	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	నీకు పియట్రో తెలుసా?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	నాకు అతను తెలుసు	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ఒక పెద్ద ఓడ అతని గొండోలాలో మునిగిపోయింది	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	మరియు అతని గురించి ఏమిటి?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	గొండోలా మునిగిపోయింది	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	అది జరిగింది ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	మేము దగ్గరగా ఉన్నాము	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	మేము అతనిని మా గొండోలాలో తీసుకున్నాము	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	అదే సమయంలో	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	నా యజమాని మునిగిపోయాడు	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	ఒక యువతికి సహాయం చేయడానికి	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	దాదాపు మరణించిన యువతి	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	తన మామతో	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	దాదాపు తన మామతో చనిపోయాడు	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	ఒక యువతి ఉంది	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	మేము అతనికి సహాయం చేయలేకపోయాము	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	ఒక ముఖ్యమైన వ్యక్తి	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	మిమ్మల్ని వెనిస్‌కి ఏది తీసుకొచ్చింది?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	నా స్నేహితుడు	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	నావికుడు చూసాడు	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	వెంటనే తన స్నేహితుడి వైపు చూశాడు	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	మరియు చెప్పడం ప్రారంభించాడు	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	కాబట్టి మీకు తెలుసు ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	నేను ~ తెచ్చాను	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	గొండోలియర్ అకస్మాత్తుగా అతన్ని ఆపాడు	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	అతను \ వాడు చెప్పాడు	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	అప్పుడు ఒక వ్యక్తి దాటి వెళ్ళాడు	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	ఒక వ్యక్తి అతనిని దాటి వెళ్ళాడు	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	అతనికి ఇంకా ముప్ఫై సంవత్సరాలు కాలేదు	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	మరియు అతని ముఖం రంగులేనిది	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	అతని ప్రయాణం ఖచ్చితంగా మరియు సులభంగా ఉంది	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	అతని ముఖం విచారంగా ఉంది	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	అతను మనిషిని చూసినప్పుడు, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	~ అని చెప్పబడింది	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	చాలా ముఖ్యమైన వ్యక్తులు ఇస్తారు ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	రహస్య పని	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	రహస్య ఉద్యోగాలు	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	అతనికి రహస్య ఉద్యోగాలు ఇస్తాడు	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	చాలా రహస్యాలు	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	అతనికి చాలా రహస్యాలు తెలుసు	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	అందుచేత వారు భయపడుతున్నారు	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	అతన్ని జైలుకు పంపడానికి	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	అన్నాడు నావికుడు	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	మరియు అతను మాట్లాడినట్లు	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	అతను భవనం వైపు చూపించాడు	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	కుక్కల భవనం	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	చాలా ముఖ్యమైన వ్యక్తులకు అతని సహాయం కావాలి	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	వారు ఎంత చెల్లిస్తారు?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	అతనికి చెల్లిస్తుంది	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	ఒక హత్యకు చెల్లిస్తుంది	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	ఖచ్చితంగా ~ కంటే తక్కువ కాదు	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	వంద నాణేల కంటే	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	అది మర్చిపోవద్దు ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	అతను వారి కోసం పనిచేస్తాడని	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	తగినంత డబ్బు ఉన్నవారికి	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	అతనికి చెల్లించడానికి	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	వెనిస్లో ~ ఉంది	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ఆ విషయాలు	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	ఆ విషయాలను మరచిపోవడానికి	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	మరచిపోవడమే మంచిది	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	మీరు ప్రశాంతంగా తినాలనుకుంటే	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	శాంతితో మీ రొట్టె తినడానికి	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	అక్కడ కొంత నిశ్శబ్దం	there was some silence	grupo	alternativoj	prononco
level	kaj poste	మరియు తరువాత	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	గొండోలియర్ మళ్ళీ మాట్లాడాడు	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	మీరు సమయానికి వచ్చారు	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	బోట్ రేస్ చూడటానికి	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	ఎవరో బలహీనంగా అన్నారు	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	గొండోలియర్ దగ్గర	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	నగరం యొక్క మేయర్	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	మాటలేకుండా గొండోలా వైపు చూపించాడు	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	అన్నాడు గొండోలియర్	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	మరియు అతని స్నేహితుడి చేతిని తీసుకున్నాడు	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	కాగితం విసిరాడు	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	పేపర్ బిన్ లోకి	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	అమ్మాయిలు పేపర్లు విసిరారు	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	నా పెన్ ఎక్కడ ఉంది	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	నేను అతనికి సమాధానం చెప్పాలనుకుంటున్నాను	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	సూర్యుడు అదృశ్యమయ్యాడు	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	మరియు ఇప్పుడు దాదాపు చీకటిగా ఉంది	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	దయచేసి తినండి	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	దయచేసి రొట్టె తినండి	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	కత్తిపీటతో	with cutlery	grupo	alternativoj	prononco
level	pardonu min	క్షమించండి	excuse me	grupo	alternativoj	prononco
level	rajtas resti	ఉండడానికి అనుమతి ఉంది	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	ఉండడానికి నాకు హక్కు లేదు	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	మీరు తీసుకురాగలరా ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	నా సోదరి నుండి	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	మీరు ఎప్పుడు కొనుగోలు చేసారు ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	ఆ సంగీత వాయిద్యాన్ని కొన్నాడు	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ఎవరు చివరిగా ఉపయోగించారు?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	నా కీని ఉపయోగించాను	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	నువ్వు డ్రైవ్ చేశావా?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	వెనిస్ లో	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	గొండోలా ద్వారా కూడా	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	మీరు నిద్రపోగలరా?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	అప్పుడు, నిశ్శబ్దం ఉన్నప్పుడు	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	పెద్దమనిషి పొడవుగా ఉన్నాడు	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	పొడుగు, లావు	tall, fat	grupo	alternativoj	prononco
level	dika, peza	మందపాటి, భారీ	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	భారీ మరియు పెద్ద	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	పొడవుగా, మందంగా, బరువైనదిగా మరియు పెద్దదిగా ఉండేది	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	బలం ఇచ్చింది	gave strength	grupo	alternativoj	prononco
level	havinda forto	కలిగి విలువైన శక్తి	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	విలువైన శారీరక బలం	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	అని ఇచ్చింది	that gave	grupo	alternativoj	prononco
level	donis al li	అతనికి ఇచ్చింది	gave him	grupo	alternativoj	prononco
level	tio donis forton	అని బలం ఇచ్చింది	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	విలువైన శరీర బలాన్ని ఇచ్చింది	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	అతని ప్రదర్శన	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	ఒక పొడవైన వ్యక్తి యొక్క ప్రదర్శన	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	ఒక చిన్న పాత్ర	a small role	grupo	alternativoj	prononco
level	ludis rolon	పాత్రను పోషించాడు	played a role	grupo	alternativoj	prononco
level	ne eta rolo	చిన్న పాత్ర కాదు	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	చిన్న పాత్ర పోషించాడు	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ఏ చిన్న పాత్ర పోషించలేదు	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	నిజానికి ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	మెజారిటీ ప్రజలు	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	భయపడకపోతే	if not afraid	grupo	alternativoj	prononco
level	lin timis	అతనికి భయపడింది	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	అతను భయపడితే	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	అతనికి భయపడకపోతే	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	ఖచ్చితంగా గౌరవించబడింది	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	కనీసం ~ గురించి ఆలోచించాను	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	ముందు ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	అతన్ని సంతృప్తి పరచడానికి	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	అతనికి అసంతృప్తి కలిగించడానికి	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	అసంతృప్తికి ముందు ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	నిర్ణయించే ముందు ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	అసంతృప్తిని నిర్ణయించడానికి ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	అతనిని సంతృప్తి పరచాలని నిర్ణయించుకోవాలి	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	అతనిని అసంతృప్తికి గురిచేయాలని నిర్ణయించుకునే ముందు	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	అది, ఉపయోగకరమైనది	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	తరచుగా రోజులో ఉపయోగకరంగా ఉంటుంది	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	ఒక అసహ్యకరమైన ఉపద్రవం	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	తనకు తానే	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	అసహ్యకరమైన విసుగును అందిస్తుంది	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	తనను తాను అసహ్యకరమైన విసుగుగా చూపుతుంది	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	చెట్లతో నిండిన ప్రదేశంలో	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	అప్పుడు, ఒకరు దారితప్పినప్పుడు	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	అమానవీయ అరణ్యంలో	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	మరియు గందరగోళంలో రోడ్డుపైకి వెళుతుంది	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	ఒక పొడవైన పెద్ద శరీరం	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	పాస్ చేయడంలో విఫలమైంది ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	పొదల మధ్య	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	సహజమైన వస్తువులను తాకడంతో పాటు	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	సాధారణంగా తడి	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	తడి ప్రకృతి మధ్యలో	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	తడి సహజ విషయాలు, మధ్యలో ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	అతను కష్టంతో నడిచాడు	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	అది ఒక అనుభవం	it was an experience	grupo	alternativoj	prononco
level	ne malofte	అసాధారణం కాదు	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	బాధాకరమైన మరియు ఎల్లప్పుడూ అసహ్యకరమైన	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	మరింత ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	జీవితంలో ముందుకు సాగాడు	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	కోట అడవిలో	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	మరింత ఇష్టపడని ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	రాత్రిపూట స్వభావాన్ని ఇష్టపడలేదు	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	స్పష్టంగా చూడగలిగే కళ్ళు ఉన్న మనిషి	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	బాగా చూడగలిగే కళ్ళు	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	చీకటిలో బాగా చూడటానికి	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	వెళుతున్న కష్టం వైపు చూశాడు	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	మన పారిశ్రామికవేత్త నుండి	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	అతను నవ్వాడు	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	ఆ మనిషి పక్కన	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	పోలీసు దుస్తులలో	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	మరొక వ్యక్తి నిలబడి ఉన్నాడు	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	సారూప్య దుస్తులలో	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	రెండోది ఒక మహిళ	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	వెళ్దాం	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	మనిషి మెల్లగా అన్నాడు	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	తన సహచరుడి చెవిలోకి	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	ఇప్పుడు సరైన క్షణం	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ఇద్దరూ ఆ వ్యక్తి వైపు అడుగులు వేశారు	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	వారు జాగ్రత్త వహించారు ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	వీలైనంత ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	వీలైనంత తక్కువ శబ్దం (కీల్ ఎబుల్)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	వీలైనంత తక్కువ శబ్దం (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	వారు దాదాపు పూర్తిగా విజయం సాధించారు	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	ఈ దుష్ట పరిస్థితిలో	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	చెట్లు తమ కొమ్మలను విసిరిన దుష్ట పరిస్థితి	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	వారి స్వంత తడి శాఖలను విసిరారు	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	నేరుగా ముఖాల్లోకి	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	పారిశ్రామికవేత్త యొక్క	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	బహుళ పాదాల చిన్న జీవులు	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	తన పాదాలను తీసుకున్నాడు	took his feet	grupo	alternativoj	prononco
level	por promenejo	నడక రహదారి కోసం	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	ప్రకృతి అతని పాదం పడిపోయింది	nature made his foot fallen	grupo	alternativoj	prononco
