C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	uverturo	une ouverture	an overture	grupo	alternativoj	prononco
level	velocipedo	un vélocipé	a velociped	grupo	alternativoj	prononco
level	visto	un coup de sifflet	a whist	grupo	alternativoj	prononco
level	zuavo	un zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	un aérolithe, une météorite	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	une agate	an agate	grupo	alternativoj	prononco
level	ambro	un ambre	an amber	grupo	alternativoj	prononco
level	aneksi	annexe	annex	grupo	alternativoj	prononco
level	areometro	un densimètre, un aréomètre	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	une astrologie	an astrology	grupo	alternativoj	prononco
level	anarkio	une anarchie	an anarchy	grupo	alternativoj	prononco
level	astrologo	un astrologue, un astrologue	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoïque, stoïque	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	un bedeau, un apparitor, un huissier	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	malt	malt	grupo	alternativoj	prononco
level	barometro	un baromètre	a barometer	grupo	alternativoj	prononco
level	bromo	un brome	a bromine	grupo	alternativoj	prononco
level	kvintesenco	une quintessence	a quintessence	grupo	alternativoj	prononco
level	diagonalo	une diagonale	a diagonal	grupo	alternativoj	prononco
level	elipso	une ellipse	an ellipse	grupo	alternativoj	prononco
level	emulsio	une émulsion	an emulsion	grupo	alternativoj	prononco
level	glicerino	un glicérino	a glicerino	grupo	alternativoj	prononco
level	patologio	pathologie	pathology	grupo	alternativoj	prononco
level	koeficiento	un coefficient	a coefficient	grupo	alternativoj	prononco
level	divizio	une division militaire	a military division	grupo	alternativoj	prononco
level	koncedi	concéder, admettre, accorder	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	une réforme, Réforme	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	magnétisme	magnetism	grupo	alternativoj	prononco
level	pedagogo	un pédagogue, un éducateur	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	paraffine, cire de paraffine	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	pneumatique	pneumatics	grupo	alternativoj	prononco
level	retorto	une cornue (récipient en verre)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	un diadème, une couronne	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	un losange, un turbot	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	une stéarine	a stearine	grupo	alternativoj	prononco
level	kontrabando	une contrebande, une contrebande	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	un zodiaque, Zodiaque	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gothique	gothic	grupo	alternativoj	prononco
level	advento	Avènement	Advent	grupo	alternativoj	prononco
level	akcizo	taxe d'accise	excise tax	grupo	alternativoj	prononco
level	samovaro	un samovar (récipient métallique pour chauffer le thé)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	un fétiche (attirance sexuelle pour les objets)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	apologue (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	un évaluateur, un conseiller	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	un oxyde	an oxide	grupo	alternativoj	prononco
level	apokrifa	apocryphe, faux	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	éphémère, de courte durée, transitoire	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	arbitrage	arbitration	grupo	alternativoj	prononco
level	bariero	une barrière, une barricade	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Renaissance	Renaissance	grupo	alternativoj	prononco
level	imperativo	impératif	imperative	grupo	alternativoj	prononco
level	monarko	un monarque	a monarch	grupo	alternativoj	prononco
level	indigo	Bleu indigo	indigo blue	grupo	alternativoj	prononco
level	diakono	un diacre	a deacon	grupo	alternativoj	prononco
level	erudicio	érudition, bourse	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	inflammation	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	mausolée	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hécatombe	hecatomb	grupo	alternativoj	prononco
level	anemono	anémone	anemone	grupo	alternativoj	prononco
level	teoremo	un théorème	a theorem	grupo	alternativoj	prononco
level	didaktiko	didactique, pédagogie	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	un inquisiteur	an inquisitor	grupo	alternativoj	prononco
level	konsekri	consacrer, couronner, ordonner	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmoniques	harmonics	grupo	alternativoj	prononco
level	kabalo	Cabale (kabbale)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	un cadet	a cadet	grupo	alternativoj	prononco
level	kanoniko	un canon	a canon	grupo	alternativoj	prononco
level	panelo	un panneau	a panel	grupo	alternativoj	prononco
level	kaporalo	un caporal	a corporal	grupo	alternativoj	prononco
level	inerta	inerte	inert	grupo	alternativoj	prononco
level	erupcio	éruption	eruption	grupo	alternativoj	prononco
level	obligacio	une obligation, une débenture	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	billard	billiards	grupo	alternativoj	prononco
level	prelato	un prélat	a prelate	grupo	alternativoj	prononco
level	nuncio	un nonce (un diplomate ecclésiastique)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	rame (500 feuilles de papier)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	un royaliste	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomb, confiance en soi	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	le solde du compte)	balance (account)	grupo	alternativoj	prononco
level	parabolo	une parabole, une parabole	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	un satrape	a satrap	grupo	alternativoj	prononco
level	laguno	un lagon	a lagoon	grupo	alternativoj	prononco
level	sinodo	un synode, une convocation	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	un cardinal	a cardinal	grupo	alternativoj	prononco
level	sociologio	sociologie	sociology	grupo	alternativoj	prononco
level	sofisto	un sophiste	a sophist	grupo	alternativoj	prononco
level	spiritisto	un chaman, un spiritualiste	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	un profane, un non professionnel	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	une soutane, une soutane	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anachronisme	anachronism	grupo	alternativoj	prononco
level	tonsuro	tonsure	tonsure	grupo	alternativoj	prononco
level	transito	un transit	a transit	grupo	alternativoj	prononco
level	ovacio	une ovation	an ovation	grupo	alternativoj	prononco
level	romanco	une romance (chanson), une chanson romantique	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	un prieur (titre ecclésiastique)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	un prototype	a prototype	grupo	alternativoj	prononco
level	dalio	un dahlia	a dahlia	grupo	alternativoj	prononco
level	anagramo	une anagramme	an anagram	grupo	alternativoj	prononco
level	anapesto	anapeste, anépeste	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	une antithèse	an antithesis	grupo	alternativoj	prononco
level	friso	une frise	a frieze	grupo	alternativoj	prononco
level	apozicio	une candidature	an apposition	grupo	alternativoj	prononco
level	asonanco	une assonance	an assonance	grupo	alternativoj	prononco
level	aŭtografo	un autographe	an autograph	grupo	alternativoj	prononco
level	akcesora	accessoire, collatéral, secondaire	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	un centigramme	a centigram	grupo	alternativoj	prononco
level	centilitro	un centilitre	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	un circonflexe (accent)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	un décigramme	a decigram	grupo	alternativoj	prononco
level	lucerno	une lampe suspendue dans une église	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	un décilitre	a deciliter	grupo	alternativoj	prononco
level	decimala	décimal	decimal	grupo	alternativoj	prononco
level	decimetro	un décimètre	a decimeter	grupo	alternativoj	prononco
level	dekagramo	un décagramme	a decagram	grupo	alternativoj	prononco
level	fenikso	un phénix	a phoenix	grupo	alternativoj	prononco
level	dekalitro	un décalitre	a decalitre	grupo	alternativoj	prononco
level	dekametro	un décamètre	a decametre	grupo	alternativoj	prononco
level	demonstrativo	démonstratif	demonstrative	grupo	alternativoj	prononco
level	bronko	une bronche	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	une drachme	a drachma	grupo	alternativoj	prononco
level	patricio	un patricien	a patrician	grupo	alternativoj	prononco
level	dualismo	un dualisme	a dualism	grupo	alternativoj	prononco
level	lato	une latte	a lath	grupo	alternativoj	prononco
level	prostitui	se prostituer	to prostitute	grupo	alternativoj	prononco
level	etimologio	étymologie	etymology	grupo	alternativoj	prononco
level	floreno	florin, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	spondée	spondee	grupo	alternativoj	prononco
level	heksametro	un hexamètre	a hexameter	grupo	alternativoj	prononco
level	hektogramo	un hectogramme	a hectogram	grupo	alternativoj	prononco
level	hektolitro	un hectolitre	a hectolitre	grupo	alternativoj	prononco
level	hektometro	un hectomètre	a hectometre	grupo	alternativoj	prononco
level	imperfekto	imparfait	imperfect	grupo	alternativoj	prononco
level	indikativo	indicatif	indicative	grupo	alternativoj	prononco
level	arkeologio	archéologie (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	un corrélatif	a correlative	grupo	alternativoj	prononco
level	logogrifo	un logotype, un puzzle	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	métrique	metrics	grupo	alternativoj	prononco
level	trofeo	un trophée	a trophy	grupo	alternativoj	prononco
level	miriametro	un miriamètre	a miriameter	grupo	alternativoj	prononco
level	monogramo	un monogramme	a monogram	grupo	alternativoj	prononco
level	salvo	une salve, une rafale, une fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	une obole, une obole	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	optatif	optative	grupo	alternativoj	prononco
level	paleografio	paléographie	paleography	grupo	alternativoj	prononco
level	parafrazo	une paraphrase	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	un paradigme	a paradigm	grupo	alternativoj	prononco
level	pentametro	un pentamètre	a pentameter	grupo	alternativoj	prononco
level	piastro	une piastre	a piastre	grupo	alternativoj	prononco
level	pleonasmo	un pléonasme, une redondance	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	un préban, un passé	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	un syllogisme	a syllogism	grupo	alternativoj	prononco
level	spektro	un spectre	a spectrum	grupo	alternativoj	prononco
level	solecismo	un solécisme	a solecism	grupo	alternativoj	prononco
level	hierarkio	hiérarchie (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	subjonctif	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontané	spontaneous	grupo	alternativoj	prononco
level	amuleto	une amulette	an amulet	grupo	alternativoj	prononco
level	tropo	un trope	a trope	grupo	alternativoj	prononco
level	atributo	un attribut	an attribute	grupo	alternativoj	prononco
level	kluki	rire	to cluck	grupo	alternativoj	prononco
level	akvilegio	une colombine, une aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	un mouron écarlate (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	une angélique	an angelica	grupo	alternativoj	prononco
level	aorto	une aorte	an aorta	grupo	alternativoj	prononco
level	apio	Apia, un céleri sauvage, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnica, fléau du léopard, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, estuaire	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavisme	atavism	grupo	alternativoj	prononco
level	balzamino	un baume, impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	un bistouri	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronchite	bronchitis	grupo	alternativoj	prononco
level	celulozo	cellulose	cellulose	grupo	alternativoj	prononco
level	ciklopo	cyclope	Cyclops	grupo	alternativoj	prononco
level	endivio	une endive, une chicorée (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	une ballade	a ballade	grupo	alternativoj	prononco
level	entomologio	entomologie	entomology	grupo	alternativoj	prononco
level	erizipelo	érésipèle	erysipelas	grupo	alternativoj	prononco
level	haremo	un harem (salle des femmes musulmanes)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	déduire	to deduce	grupo	alternativoj	prononco
level	eŭnuko	un eunuque	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	un corsage, un corsage	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	un geai (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	un chiffre, un code, une combinaison	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	une orbite	an orbit	grupo	alternativoj	prononco
level	harpio	harpie, un aigle harpie	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	héliotrope, Héliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermaphrodite	hermaphrodite	grupo	alternativoj	prononco
level	polipo	un polype	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hydrothérapie	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hypertrophie	hypertrophy	grupo	alternativoj	prononco
level	hisopo	hysope (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	fresque	fresco	grupo	alternativoj	prononco
level	humero	humérus	humerus	grupo	alternativoj	prononco
level	hegemonio	hégémonie, domination	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	un ilex, un houx	an ilex, a holly	grupo	alternativoj	prononco
level	irido	un iris (fleur)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, un souci	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	une linotte	a linnet	grupo	alternativoj	prononco
level	blokado	blocus	blockade	grupo	alternativoj	prononco
level	kokono	un cocon	a cocoon	grupo	alternativoj	prononco
level	kondoro	un condor	a condor	grupo	alternativoj	prononco
level	bojkoti	boycotter	to boycott	grupo	alternativoj	prononco
level	konvolvulo	un convolvulus, une gloire du matin, un liseron	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	un frelon	a hornet	grupo	alternativoj	prononco
level	kreso	un cresson	a cress	grupo	alternativoj	prononco
level	kumino	un cumin	a cumin	grupo	alternativoj	prononco
level	malario	paludisme	malaria	grupo	alternativoj	prononco
level	marasmo	marasme, émaciation	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	un obélisque	an obelisk	grupo	alternativoj	prononco
level	meliso	une Mélissa	a melissa	grupo	alternativoj	prononco
level	merlango	un merlan	a whiting	grupo	alternativoj	prononco
level	divano	un divan, un conseil oriental, un pouf	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	un microbe	a microbe	grupo	alternativoj	prononco
level	milvo	un cerf-volant (oiseau)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	un mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomanie	monomania	grupo	alternativoj	prononco
level	moruo	une morue	a cod fish	grupo	alternativoj	prononco
level	nizo	un épervier	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	un sarcophage	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	sainfoin, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	une orchidée	an orchid	grupo	alternativoj	prononco
level	ekvacio	une équation	an equation	grupo	alternativoj	prononco
level	paleontologio	paléontologie	paleontology	grupo	alternativoj	prononco
level	naso	un piège à anguilles, un piège à poissons	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	une langouste, une écrevisse de mer	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	un babouin	a baboon	grupo	alternativoj	prononco
level	pistilo	un pistil, un pilon	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	un poisson plat, un flet	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	un poireau	a leek	grupo	alternativoj	prononco
level	rajo	une raie, une raie, une raie pastenague	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	un candélabre, un chandelier	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	rétine	retina	grupo	alternativoj	prononco
level	reŭmatismo	rhumatisme	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	un prêtre	a priest	grupo	alternativoj	prononco
level	turbo	une toupie	a spinning top	grupo	alternativoj	prononco
level	slipo	un bordereau, une fiche de dépôt	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	une batiste, une batiste	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	un séraphin	a seraph	grupo	alternativoj	prononco
level	sevrugo	un esturgeon étoilé, un esturgeon étoilé	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	un sphincter	a sphincter	grupo	alternativoj	prononco
level	sifiliso	syphilis, vérole	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tubercule, tuberculose (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	une graine de moutarde	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	une fanfare	a fanfare	grupo	alternativoj	prononco
level	skalpo	un cuir chevelu	a scalp	grupo	alternativoj	prononco
level	skorzonero	un salsifis noir	a black salsify	grupo	alternativoj	prononco
level	talismano	un talisman, une mascotte	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	sperme, sperme	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	une tarentule	a tarantula	grupo	alternativoj	prononco
level	revizoro	un auditeur, un inspecteur	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	une tanche	a tench	grupo	alternativoj	prononco
level	celerio	un céleri	a celery	grupo	alternativoj	prononco
level	cidonio	un coing	a quince	grupo	alternativoj	prononco
level	galantino	gélatine	gellatine	grupo	alternativoj	prononco
level	grogo	un grog, grog	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	caramel	caramel	grupo	alternativoj	prononco
level	kirŝo	un kirsh, une eau-de-vie de cerise	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	une compote, une compote	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	un néflier	a medlar	grupo	alternativoj	prononco
level	mirabelo	une mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pessimisme	pessimism	grupo	alternativoj	prononco
level	plebo	plèbe, gens ordinaires	plebs, common people	grupo	alternativoj	prononco
level	saguo	un sagou	a sago	grupo	alternativoj	prononco
level	vermuto	un vermuth (vin)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabesque	arabesque	grupo	alternativoj	prononco
level	arbalesto	une arbalète, un fusil à harpon	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	moelle, moelle, moelle	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	balistique	ballistics	grupo	alternativoj	prononco
level	orgio	une orgie	an orgy	grupo	alternativoj	prononco
level	baziliko	une basilique	a basilica	grupo	alternativoj	prononco
level	gruzo	un gravier, un grain	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	un burnous, un burnous	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	un diapason, un diapason	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dynamiter	dynamite	grupo	alternativoj	prononco
level	maroko	Maroc	Morocco	grupo	alternativoj	prononco
level	ditirambo	un dithyrambe	a dithyramb	grupo	alternativoj	prononco
level	eklogo	une églogue	an eclogue	grupo	alternativoj	prononco
level	falango	une phalange	a phalanx	grupo	alternativoj	prononco
level	garnituro	une garniture	a garniture	grupo	alternativoj	prononco
level	geodezio	géodésie	geodesy	grupo	alternativoj	prononco
level	gladiatoro	un gladiateur	a gladiator	grupo	alternativoj	prononco
level	glazuro	un glaçage, un glaçage, un glaçage, un vernis	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	un delettante, un amateur, un barboteur	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	un kaléidoscope	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	une hallebarde	a halberd	grupo	alternativoj	prononco
level	harmoniumo	un harmonium	a harmonium	grupo	alternativoj	prononco
level	uzuro	une usure	a usury	grupo	alternativoj	prononco
level	hipodromo	un hippodrome, un hippodrome	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	un imprésario, un homme d'affaires	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	un cabriolet, un cabriolet	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	un calibre	a caliber	grupo	alternativoj	prononco
level	kameo	une apparition	a cameo	grupo	alternativoj	prononco
level	kartografio	cartographie	cartography	grupo	alternativoj	prononco
level	aŭtokrato	un autocrate	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	une cartouche	a cartouche	grupo	alternativoj	prononco
level	dekadenco	une décadence	a decadence	grupo	alternativoj	prononco
level	kazemato	une casemate	a casemate	grupo	alternativoj	prononco
level	kepo	un képi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarchie (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	un xylophone	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	un quadrille	a quadrille	grupo	alternativoj	prononco
level	majoliko	une majolique	a majolica	grupo	alternativoj	prononco
level	makadamo	un macadam	a macadam	grupo	alternativoj	prononco
level	matadoro	un matador, un torero	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	une manifestation, un rassemblement	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	un métronome	a metronome	grupo	alternativoj	prononco
level	oktavo	une octave	an octave	grupo	alternativoj	prononco
level	orografio	orographie	orography	grupo	alternativoj	prononco
level	palankeo	un palanquin, une civière (transport homme-portage)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	une partition complète (musicale)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	un péristyle	a peristyle	grupo	alternativoj	prononco
level	petardo	un pétard, un pétard	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	un pilastre	a pilaster	grupo	alternativoj	prononco
level	pontono	un ponton	a pontoon	grupo	alternativoj	prononco
level	solventa	solvant	solvent	grupo	alternativoj	prononco
level	recitativo	un récitatif	a recitative	grupo	alternativoj	prononco
level	rokoko	rococo	rococo	grupo	alternativoj	prononco
level	rotondo	une rotonde	a rotunda	grupo	alternativoj	prononco
level	ametisto	une améthyste	an amethyst	grupo	alternativoj	prononco
level	semaforo	un sémaphore, un signal, un feu tricolore	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	un septuor	a septet	grupo	alternativoj	prononco
level	serajlo	un sérail	a seraglio	grupo	alternativoj	prononco
level	serenado	une sérénade	a serenade	grupo	alternativoj	prononco
level	arkeologo	un archéologue (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sanhédrin, sanhédrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	une base, un socle, un socle	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	un pompon, un pompon, un pompon, une frange	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	un tambourin	a tambourine	grupo	alternativoj	prononco
level	tamtamo	un tamtam, un tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	un tandem, un vélo tandem	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	une tarentelle	a tarantella	grupo	alternativoj	prononco
level	tiaro	un diadème, une couronne papale	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	un amadou, un bois de touche	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	une toge	a toga	grupo	alternativoj	prononco
level	topografio	topographie	topography	grupo	alternativoj	prononco
level	toreadoro	un toréador, un torero	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	un satin, un satin	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	un transept, une croisière	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	un trombone	a trombone	grupo	alternativoj	prononco
level	turbino	une turbine	a turbine	grupo	alternativoj	prononco
level	ulano	un oulan, un uhlan	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spéculer (affaires), jouer	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	un sloop, un bateau shaloop, un grand bateau utilitaire	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	un éclat d'obus	a shrapnel	grupo	alternativoj	prononco
level	okulta	occulte	occult	grupo	alternativoj	prononco
level	baleto	un ballet	a ballet	grupo	alternativoj	prononco
level	anomalio	une anomalie	an anomaly	grupo	alternativoj	prononco
level	puritano	un puritain	a puritan	grupo	alternativoj	prononco
level	bazalto	un basalte	a basalt	grupo	alternativoj	prononco
level	berilo	un béryl, un jaspe	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	un dynamomètre	a dynamometer	grupo	alternativoj	prononco
level	grafito	un graphite	a graphite	grupo	alternativoj	prononco
level	gutaperko	une gutta-percha	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apothrosiser, déifier	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hydrostatique	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	un calomel	a calomel	grupo	alternativoj	prononco
level	kolodio	un collodion	a collodion	grupo	alternativoj	prononco
level	konglomerato	un conglomérat	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	une eucharistie, un sacrement	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	cosmogonie	cosmogony	grupo	alternativoj	prononco
level	kosmografio	cosmographie	cosmography	grupo	alternativoj	prononco
level	kreozoto	créosote	creosote	grupo	alternativoj	prononco
level	kronometro	un chronomètre	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	quadrature	quadrature	grupo	alternativoj	prononco
level	horoskopo	un horoscope	a horoscope	grupo	alternativoj	prononco
level	kvociento	un quotient	a quotient	grupo	alternativoj	prononco
level	lapiso	Luna caustique	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logarithme	logarithm	grupo	alternativoj	prononco
level	lozanĝo	une pastille, un diamant	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	une malachite	a malachite	grupo	alternativoj	prononco
level	manometro	un manomètre, un manomètre	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	méridien (ligne)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	météore, une étoile filante	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	météorologie	meteorology	grupo	alternativoj	prononco
level	mikrometro	un micromètre	a micrometer	grupo	alternativoj	prononco
level	purgatorio	purgatoire	purgatory	grupo	alternativoj	prononco
level	mineralogio	minéralogie	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiat	plagiarism	grupo	alternativoj	prononco
level	naftalino	naphtaline	naphthalene	grupo	alternativoj	prononco
level	nikotino	nicotine	nicotine	grupo	alternativoj	prononco
level	onikso	onyx	onyx	grupo	alternativoj	prononco
level	ozono	ozone	ozone	grupo	alternativoj	prononco
