B.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	kisas, kisanto, kisito, kisonto, kisoto	بوسہ لینے والا، چومنے والا شخص، بوسہ لینے والا شخص، وہ شخص جو چومے گا، وہ شخص جسے بوسہ دیا جائے گا	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	اور بوسہ لینے والا ایک شخص بن جاتا ہے جو چومے گا۔	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	وہ رقاص منتخب کرتے ہیں اور پھر وہ جگہیں بدلتے ہیں۔	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	جس شخص نے بوسہ لیا اب وہ شخص ہے جسے چوما جائے گا۔	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	بہت آسان، ٹھیک ہے؟	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ٹھیک ہے، مجھے امید ہے کہ یہ ~ ہے۔	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	عملی طور پر زیادہ آسانی سے	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	امید ہے کہ یہ آسان ہے	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	یہ عملی طور پر آسان ہے	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	میں کبھی کوشش کروں گا۔	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	لیکن پہلے بیئر!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	میں ایک دن کوشش کروں گا، لیکن پہلے بیئر!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ایک ہوشیار لڑکا	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	آپ جو تقریباً سب کو جانتے ہیں۔	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	یہاں تقریباً سب کو جانتا ہے۔	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	کیا تم جانتے ہو لڑکی کون ہے؟	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	وہ لڑکی جس نے ہم آہنگی کی۔	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	وہ لڑکی جس نے 'سرپرست فرشتوں' کو مربوط کیا	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	آپ شاید جیسی کے بارے میں سوچ رہے ہیں۔	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ہاں یہ صحیح ہے!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	مجھے یاد ہے کہ میں نے سنا تھا۔	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	اب مجھے یاد ہے کہ ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	یاد رہے کہ میں نے اس کا نام سنا ہے۔	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	میر ے خیال سے	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	وہ ایک عجیب شخص ہے	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	میرے خیال میں وہ ایک عجیب شخص ہے۔	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	بیئر بالکل نہیں پیتا	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	اور گوشت نہیں کھاتا	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	ایسا لگتا ہے کہ ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	اس کی صرف دلچسپی ~ ہے۔	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	صرف دلچسپی ایسپرانٹو سرگرمی ہے۔	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	ایسا لگتا ہے کہ اس کی واحد دلچسپی ایسپرانٹو ہے۔	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	لیکن وہ بہت خوبصورت ہے	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	بہت خوبصورت اور مہربان ہے	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	میری رائے میں بہت اچھا اور مہربان	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	ہوسکتا ہے آپ صحیح ہوں	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	شاید آپ اس کے بارے میں صحیح ہیں	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	بار میں تقریبا کبھی نہیں ہے	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	وہ تقریبا کبھی نہیں ہے ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	اس سے اکثر مت ملو	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	میں اکثر نہیں ملتا	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	اور اس لیے میں اس سے اکثر نہیں ملتا	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	ایسے لوگوں کے بارے میں سیٹیاں	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	اصل میں، میں مکمل طور پر سیٹی بجا رہا ہوں۔	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	میں سمجھتا ہوں ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	اس طرح ایک حقیقی بارٹینڈر بات کرتا ہے۔	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	ٹھیک ہے، تو آپ کی صحت کے لئے!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	آپ کی صحت کے لئے! اوہ، عظیم بیئر	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	یقینا، میں نے اسے منتخب کیا تھا	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	آپ کے پاس کوئی ترکیب ہے؟	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	وہ عجیب لڑکی کہاں سے ملے گی؟	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	اس عجیب لیکن بہت خوبصورت لڑکی کو تلاش کرنے کے لیے	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	خیال یہ کہاں پایا جا سکتا ہے ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	ایک خیال ہے کہ اسے کہاں تلاش کرنا ممکن ہوگا ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	یقینی طور پر چائے خانے میں (اولری)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	ایسے لوگ مسلسل بیٹھے رہتے ہیں۔	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	وہیں بیٹھا چائے پی رہا ہے۔	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	کتنی تکلیف دہ زندگی ہے!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	چائے کا لاؤنج (اولری)، ایک پرسکون جگہ ہے۔	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	ایک پرسکون جگہ جہاں آپ چائے پی سکتے ہیں۔	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	چائے پیو، گپ شپ کرو، پرسکون موسیقی سنو	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	پرسکون موسیقی سننا اور اس طرح	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	آپ اسے کوریڈور کے آخر میں پائیں گے۔	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	بار کے باہر کوریڈور کے آخر میں	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	آپ اپنی بیئر نہیں لے سکتے	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	وہاں اپنی بیئر لے لو	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	لیکن آپ وہاں اپنی بیئر نہیں لے سکتے	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	یہ واقعی اللو کے لئے ایک جگہ ہے!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	پہلے ڈانس فلور پر	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	شاید مجھے پہلے جانا چاہئے	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	مجھے پہلے ڈانس فلور پر جانے دو	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	اگلا شخص!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	آپ کیا چاہتے ہیں عزیز	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	کیا کوئی مفت جگہ ہے؟	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	ہاں کیوں نہیں	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	یہاں بہت اچھا	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	یہاں چائے خانے میں	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	مجھے کچھ سکون چاہیے۔	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	بہت دباؤ والے دن کے بعد	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	ایک دباؤ والے دن کے بعد سکون	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	چائے خانے میں ماحول	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ ایک بہت اچھا کنٹراسٹ ہے۔	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	دوسرے واقعات کے برعکس	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK کے دوران دیگر واقعات	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	ماحول دیگر واقعات کے برعکس ہے	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	یہ ایک بہت اچھا کنٹراسٹ ہے، ہے نا؟	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	جی ہاں، نرم موسیقی	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	نرم موسیقی، پرسکون گفتگو	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	خاموش گپ شپ اور کچھ دلچسپ چائے	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	طاقت کو دوبارہ حاصل کرنے کے لئے کامل	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	آپ بہت تھکے ہوئے لگ رہے ہیں۔	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	تم نے سارا دن کیا کیا؟	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	پہلے میں نے ایک پوسٹ کی۔	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	کل کی سیر کے لیے پوسٹ	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	میں نے گھومنے پھرنے کے لیے ایک پوسٹ کی تھی۔	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	ویسے، کیا آپ جا رہے ہیں؟	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	سیر پر جائیں گے۔	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	کیا آپ کسی سیر پر جا رہے ہیں؟	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	جی ہاں، عظیم آبشار تک	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	اور پھر ایک نمائش میں	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	جدید آرٹ پر ایک نمائش	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	آبشار اور پھر نمائش میں	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	ایک اچھا انتخاب	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	میں بھی وہاں جاؤں گا۔	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	بہر حال، میں نے ایک بحث گروپ کی قیادت کی۔	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	پوسٹر لٹکانے کے لیے	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	گھومنے پھرنے کے پوسٹر لٹکائے جانے کے بعد	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	عنوان &quot;نسائیت&quot; کے ساتھ مباحثہ گروپ	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	&quot;نسائیت&quot; کے عنوان سے بحث کی قیادت کی۔	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	کیا مختلف ممالک میں حقوق نسواں ایک جیسی ہے؟	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	دلچسپ اور جاندار بحث	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	بہت دلچسپ اور جاندار تھا	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	پچھلے پانچ گھنٹوں سے	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	میں ایک طویل سیشن میں تھا۔	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	پچھلے چند گھنٹوں سے میں کمیٹی کے اجلاس میں ہوں۔	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	کمیٹی کے طویل اجلاس میں	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	یہ واقعی بہت طویل تھا	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	کمیٹی نے اپنا اجلاس مکمل کر لیا ہے۔	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	لیکن اب کمیٹی نے اجلاس ختم کر دیا ہے۔	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	یہ واقعی طویل تھا، لیکن اب یہ ختم ہو گیا ہے	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	اوہ، تو آپ کمیٹی کے رکن ہیں؟	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO کا بورڈ	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	میں بھی بورڈ میں ہوں۔	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ہاں، میں بھی ہوں ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	TEJO کے بورڈ میں بھی ہے۔	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ہاں، اور میں ~ ہوں۔	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	میں کبھی متحرک نہیں رہا۔	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	تحریک میں بہت فعال	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	تحریک میں کبھی سرگرم نہیں رہا۔	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO کی اہم سرگرمی	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	اب اہم سرگرمی کیا ہے؟	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	اصل میں اہم سرگرمی کیا ہے؟	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	یہ وسیع ہے	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	شعبوں کی ایک وسیع اقسام	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	مختلف شعبوں میں ہماری سرگرمیاں ہیں۔	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	انسانی حقوق پر سیمینار	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	انسانی حقوق اور بین الثقافتی تعلقات	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	سائیکل، کارواں، میلہ	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	مثال کے طور پر سیمینار، سائیکل کارواں اور تہوار	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	زبان کے تہوار، ویب صفحات کی تعمیر	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	مثال کے طور پر سائیکل کارواں، تہوار وغیرہ	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	حقوق اور تعلقات کے بارے میں ایک سیمینار	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	کارواں، تہوار، تعمیر وغیرہ	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	یونیسکو جیسے سرکاری ادارے	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	سرکاری اداروں میں نمائندگی	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	ہم بھی نمائندگی کر رہے ہیں	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	مختلف اداروں میں نمائندگی کی جاتی ہے۔	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	یورپی یوتھ فورم، یونیسکو جیسی تنظیمیں۔	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	اقوام متحدہ کا یوتھ سیکشن	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	مختلف اداروں جیسے یونیسکو اور اقوام متحدہ کا یوتھ سیکشن	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	یونیسکو اور اقوام متحدہ کا یوتھ سیکشن	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	یورپی یوتھ فورم اور اقوام متحدہ کا یوتھ سیکشن	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	دلچسپ معلوم ہونا	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	ایک پتی، براؤز کرنا، ہوا، پنکھا، ایسپرانٹو، ایسپرانٹو سے لطف اندوز ہونا	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	میرے لیے ایسپرانٹو بولنا کافی ہے۔	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	ایک یا دو ہفتے کے لیے ایسپرانٹو سے لطف اندوز ہونے کے لیے	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	سال میں ایک یا دو ہفتے	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	تاہم، یہ میرے لئے کافی ہے	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	جی ہاں، ایک کو تلاش کرنا چاہئے ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	توازن تلاش کرنے کے لئے	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	ہر ایک کو اپنا توازن تلاش کرنا چاہئے۔	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	مجھے لگتا ہے کہ یہ بہت زیادہ ہے۔	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	ابھی میں محسوس کر رہا ہوں	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	میں محسوس کرتا ہوں کہ ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	ایسا لگتا ہے جیسے بہت زیادہ ہیں ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	میری زندگی میں بہت زیادہ ایسپرانٹو	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	میری زندگی میں بہت زیادہ ایسپرانٹو ہے۔	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	کیا آپ ممبر ہیں؟	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	کیا آپ کسی تنظیم کے رکن ہیں؟	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	کسی دوسری تنظیم کا رکن	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	واقعی ایک تنظیم نہیں، لیکن ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	لیکن میں گٹار بجاتا ہوں۔	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	ایک بینڈ میں گٹار بجاتا ہے۔	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	اچھا! مجھے واقعی پسند ہے	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	مجھے گانا پسند ہے۔	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	گانا بہت پسند ہے۔	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	آپ کس قسم کی موسیقی چلاتے ہیں؟	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	ٹھیک ہے، یہ سادہ پاپ ہے	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	ہم نے ابھی بینڈ شروع کیا ہے۔	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	لیکن آخر کار ہم کھیلیں گے۔	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	ہم نے IJK کے دوران کھیلا۔	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	اگلے IJK کے دوران کھیلے گا۔	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	میں پہلے ہی اس کا منتظر ہوں!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	اگر آپ کو ضرورت ہو تو بس ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	کسی بیک اپ گلوکار کی ضرورت ہے۔	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	اگر آپ کو بیک اپ گلوکار کی ضرورت ہے۔	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	کیوں نہیں؟ شاید آپ چاہتے ہیں ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	آپ ابھی کچھ گانا چاہتے ہیں۔	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	میں گٹار بجا سکتا ہوں۔	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	آپ گانا چاہتے ہیں اور میں کھیل سکتا ہوں۔	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	ابھی کچھ گانا اور گٹار بجانا	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	ہاں، میں یہ چاہوں گا۔	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	میرا گٹار لانے کے لیے	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	میرا گٹار فوراً لے آؤں گا۔	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	بہت اچھا، میں گٹار لاتا ہوں۔	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	میں ابھی اپنا گٹار لے آؤں گا۔	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	آپ کی واپسی کا انتظار ہے۔	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	آپ کی جلد واپسی کی امید ہے۔	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	مجھے جلد واپسی کی امید ہے۔	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	امید ہے کہ آپ کی جلد واپسی کا انتظار ہے۔	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	دو دن بعد	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	ڈانس فلور کے باہر	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	دن بعد، ڈانس فلور کے باہر	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	ارے کبے، تم دیکھ رہے ہو ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	تم بہت خوش لگ رہے ہو	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ہاں، میں ہوں ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	اچھی طرح، میں خوش ہوں!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	کیا آپ کو کانگریس پسند ہے؟	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	کیا آپ کو کانگریس اتنی پسند ہے؟	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	ہاں اور نہ	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	مجھے یقین ہے کہ میں بہت مطمئن ہوں۔	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	IJK سے بہت مطمئن ہے۔	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	لیکن کچھ اور ہے	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	کچھ اور، جو مجھے خوش کرتا ہے۔	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	ایسی چیز ہے جو ~ بناتی ہے۔	is something that makes ~	grupo	alternativoj	prononco
