C.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	glicirizo	ליקריץ, ליקריץ	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	עליית גג	an attic	grupo	alternativoj	prononco
level	melaso	מולסה, סירופ זהוב	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	כַּלֶבֶת	hydrophobia	grupo	alternativoj	prononco
level	vizio	חזון	a vision	grupo	alternativoj	prononco
level	homeopatio	הוֹמֵיאוֹפָּתִיָה	homeopathy	grupo	alternativoj	prononco
level	iriso	קַשׁתִית	iris	grupo	alternativoj	prononco
level	vokativo	ווקטיבי	a vocative	grupo	alternativoj	prononco
level	tuniko	טוניקה	a tunic	grupo	alternativoj	prononco
level	katalepsio	קָטָלֶפּסִיָה	catalepsy	grupo	alternativoj	prononco
level	koliko	קוליק, מתחזים	colic, gripes	grupo	alternativoj	prononco
level	kolzo	קולזה, אונס חורף	colza, winter rape	grupo	alternativoj	prononco
level	korneo	קַרנִית	cornea	grupo	alternativoj	prononco
level	lariko	לֶגֶשׁ	larch	grupo	alternativoj	prononco
level	almanako	אלמנך	an almanac	grupo	alternativoj	prononco
level	aŭguro	מבזה	augury	grupo	alternativoj	prononco
level	hidro	הידרה	hydra	grupo	alternativoj	prononco
level	apogeo	אפוג'י	apogee	grupo	alternativoj	prononco
level	meduzo	מדוזה	jellyfish	grupo	alternativoj	prononco
level	edeno	עֵדֶן	eden	grupo	alternativoj	prononco
level	lobo	אוּנָה	lobe	grupo	alternativoj	prononco
level	molusko	רכיכה	a mollusk	grupo	alternativoj	prononco
level	sufloro	פרומפטר	a prompter	grupo	alternativoj	prononco
level	sakramento	טֶקֶס נוֹצרִי	sacrament	grupo	alternativoj	prononco
level	sekrecio	הפרשה	a secretion	grupo	alternativoj	prononco
level	mosko	מושק	a musk	grupo	alternativoj	prononco
level	sugestii	להציע (תחת היפנוזה)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	תחמושת, תחמושת	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	חומר נרקוטי	a narcotic	grupo	alternativoj	prononco
level	dekolti	לחתוך נמוך, לחשוף את הצוואר ואת המגבונים	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	לגחך, לגרד, לחרוק	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	מורפיום	a morphine	grupo	alternativoj	prononco
level	arkado	ארקייד	an arcade	grupo	alternativoj	prononco
level	palisandro	עץ סיסם	a rosewood	grupo	alternativoj	prononco
level	impertinenta	חצוף, חצוף	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	פצ'ולי	a patchouli	grupo	alternativoj	prononco
level	pepsino	פפסינו	pepsino	grupo	alternativoj	prononco
level	poro	נקבובית	a pore	grupo	alternativoj	prononco
level	hipoteko	משכנתא	a mortgage	grupo	alternativoj	prononco
level	pustulo	פצעון, פצעון	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	הנחת יסוד	a premise	grupo	alternativoj	prononco
level	rabarbo	ריבס	a rhubarb	grupo	alternativoj	prononco
level	hirta	זיפי, עבות, לא מסודר	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	טירוף, כלבת	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	minionette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	צמח שמן קיק	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	פריזמה	a prism	grupo	alternativoj	prononco
level	ruto	רחוב	a rue	grupo	alternativoj	prononco
level	administracio	מִנהָל	administration	grupo	alternativoj	prononco
level	santalo	אלגום	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	סִינקוֹפָּה	syncope	grupo	alternativoj	prononco
level	skarlatino	קדחת ארגמן	a scarlet fever	grupo	alternativoj	prononco
level	soleo	סול, סוליה (דג)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	קֶרַע	schism	grupo	alternativoj	prononco
level	egido	אגיס, הגנה	aegis, protection	grupo	alternativoj	prononco
level	strigli	לסרק קארי, לחתן, לשפשף	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	גֵנֵאָלוֹגיָה	genealogy	grupo	alternativoj	prononco
level	taksuso	עץ טקסוס	a yew tree	grupo	alternativoj	prononco
level	alabastro	בהט	an alabaster	grupo	alternativoj	prononco
level	korifeo	קוריפאוס, מנהיג	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	לנרקוט	to narcotize	grupo	alternativoj	prononco
level	tenio	תולעת סרט	a tape worm	grupo	alternativoj	prononco
level	termito	תרמיט	a thermite	grupo	alternativoj	prononco
level	liturgio	פּוּלחָן	liturgy	grupo	alternativoj	prononco
level	kuliso	החלקה, כנף, שטוחה	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	לולאה, פדיחה	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	vervain, ורבנה	vervain, verbena	grupo	alternativoj	prononco
level	visko	דבקון	a mistletoe	grupo	alternativoj	prononco
level	portiko	מרפסת	a porch	grupo	alternativoj	prononco
level	ŝankro	צ'נקר, סרטן, כיב בן משפחה	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	חתן פרס	a laureate	grupo	alternativoj	prononco
level	ambrozio	אמברוזיה	an ambrosia	grupo	alternativoj	prononco
level	proceduro	פרוצדורה	a procedure	grupo	alternativoj	prononco
level	makarono	מקרון	a macaroon	grupo	alternativoj	prononco
level	makaronio	מקרוני	macaroni	grupo	alternativoj	prononco
level	komploto	קונספירציה, עלילה	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	דייל, מפקח, מנהל	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	מטרופולין	a metropolis	grupo	alternativoj	prononco
level	antipodo	אנטיפוד	an antipode	grupo	alternativoj	prononco
level	tanino	דִבעוֹן	tannin	grupo	alternativoj	prononco
level	legitimi	לתת לגיטימציה	to legitimize	grupo	alternativoj	prononco
level	tapioko	טפיוקה	tapioca	grupo	alternativoj	prononco
level	silueto	צללית, קו מתאר	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	ערסל	a hammock	grupo	alternativoj	prononco
level	akvarelo	אקוורל, צבע מים	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	דִינָמִיקָה	dynamics	grupo	alternativoj	prononco
level	madono	מדונה	Madonna	grupo	alternativoj	prononco
level	arpeĝo	ארפג'יו	arpeggio	grupo	alternativoj	prononco
level	bankiero	בנקאי	a banker	grupo	alternativoj	prononco
level	banderolo	עטיפה	a wrapper	grupo	alternativoj	prononco
level	soldo	א סו (5 סנטים)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	תאולוג	a theologist	grupo	alternativoj	prononco
level	bataliono	גדוד	a battalion	grupo	alternativoj	prononco
level	baritono	בריטון	a baritone	grupo	alternativoj	prononco
level	bitumo	בִּיטוּמֵן	bitumen	grupo	alternativoj	prononco
level	bordelo	בית בושת	a brothel	grupo	alternativoj	prononco
level	legato	לגט	a legate	grupo	alternativoj	prononco
level	navo	ספינה, מעבר	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	פִילָנטרוֹפִּיָה	philanthropy	grupo	alternativoj	prononco
level	omnibuso	אומניבוס	an omnibus	grupo	alternativoj	prononco
level	kadenco	התבוננות	a adence	grupo	alternativoj	prononco
level	kompromiso	פשרה, לינה	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	דרקון	a dragoon	grupo	alternativoj	prononco
level	dueto	דואט	a duet	grupo	alternativoj	prononco
level	metafiziko	מֵטָפִיסִיקָה	metaphysics	grupo	alternativoj	prononco
level	subjektiva	סובייקטיבי	subjective	grupo	alternativoj	prononco
level	elegio	אלגיה	an elegy	grupo	alternativoj	prononco
level	jezuito	יֵשׁוּעִי	Jesuit	grupo	alternativoj	prononco
level	korneto	קורנט	a cornet	grupo	alternativoj	prononco
level	festono	פסטון	a festoon	grupo	alternativoj	prononco
level	fregato	פריגטה, ציפור פריגטה	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	גיליוטינה	a guillotine	grupo	alternativoj	prononco
level	tabureto	שרפרף	a stool	grupo	alternativoj	prononco
level	harpuno	צלון	a harpoon	grupo	alternativoj	prononco
level	hobojo	אבוב	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	אוטונומי	autonomous	grupo	alternativoj	prononco
level	imperialo	סיפון רכב קיסרי עליון	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	איסטמוס	an isthmus	grupo	alternativoj	prononco
level	preludo	הקדמה	a prelude	grupo	alternativoj	prononco
level	algebro	אַלגֶבּרָה	algebra	grupo	alternativoj	prononco
level	filantropo	פילנתרופ	a philanthropist	grupo	alternativoj	prononco
level	afusto	עגלת רובים	a gun carriage	grupo	alternativoj	prononco
level	karamboli	להתנגש, להכות (בביליארד)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	קטפאלק, קרוואן פתוח	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	לרסס, לחטט, לפזר	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	קקדה, קשת, רוזטה	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	באס, קונטרבס	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	קונטרה, אלט	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	אקרובט	an acrobat	grupo	alternativoj	prononco
level	korsaro	סרסור, פרייבט	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	מחוך	a corset	grupo	alternativoj	prononco
level	galanto	טיפת שלג	a snowdrop	grupo	alternativoj	prononco
level	korveto	קורבטה, עורבן	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	חמישית (מוזיקה)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	קריפטה, קמרון, תא תת-קרקעי	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	סוכן סמוי	an undercover agent	grupo	alternativoj	prononco
level	litografi	לליטוגרפיה	to litograph	grupo	alternativoj	prononco
level	lokomobilo	מנוע מתיחה	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	אינקוויזיציה	an inquisition	grupo	alternativoj	prononco
level	prospekto	תשקיף	a prospectus	grupo	alternativoj	prononco
level	mandolino	מנדולינה	a mandolin	grupo	alternativoj	prononco
level	mazurko	מזורקה	a mazurka	grupo	alternativoj	prononco
level	melodramo	מלודרמה	a melodrama	grupo	alternativoj	prononco
level	rezignacio	התפטרות	a resignation	grupo	alternativoj	prononco
level	miasmo	מיאזמה, גז ארסיות	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	רפרטואר, רפרטואר	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	מימיקה, פנטומימה	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	התגלות	a revelation	grupo	alternativoj	prononco
level	ogivo	אוגיבה	an ogive	grupo	alternativoj	prononco
level	paskvilo	פאסקינדה, מנפון	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	דוושה, דריכה	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	שוביניסט, ג'ינגואיסט	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	דיקן	a dean	grupo	alternativoj	prononco
level	vervo	רגש, חיוניות, השראה, בריו	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	פולקה	a polka	grupo	alternativoj	prononco
level	pomado	פומדה, משחה	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	אגרוף (שחקן קומי)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	פרוזודיה	a prosody	grupo	alternativoj	prononco
level	apelacii	לערער	to appeal	grupo	alternativoj	prononco
level	rebuso	ריבוס, פאזל	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	שנייה (חבר בדו-קרב)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	שרצו	a scherzo	grupo	alternativoj	prononco
level	solisto	סולנית	a soloist	grupo	alternativoj	prononco
level	sonato	סונטה	a sonata	grupo	alternativoj	prononco
level	hipnoto	היפנוזה	a hypnosis	grupo	alternativoj	prononco
level	terceto	שלישייה, טרצט	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	לחפוף, להסכים	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	טורפדו	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	טרגיקומדיה	a tragicomedy	grupo	alternativoj	prononco
level	mitro	מצנפת, מצנפת	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	אחדות	a unison	grupo	alternativoj	prononco
level	uverturo	פתיח	an overture	grupo	alternativoj	prononco
level	velocipedo	מהיר	a velociped	grupo	alternativoj	prononco
level	visto	ויסט	a whist	grupo	alternativoj	prononco
level	zuavo	זואבה	a zouave	grupo	alternativoj	prononco
level	aerolito	אירוליט, מטאוריט	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	אגת	an agate	grupo	alternativoj	prononco
level	ambro	ענבר	an amber	grupo	alternativoj	prononco
level	aneksi	לְסַפֵּחַ	annex	grupo	alternativoj	prononco
level	areometro	מד צפיפות, איזומטר	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	אסטרולוגיה	an astrology	grupo	alternativoj	prononco
level	anarkio	אנרכיה	an anarchy	grupo	alternativoj	prononco
level	astrologo	אסטרולוג, אסטרולוג	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	סטואי, סטואי	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	חרוז, מראה, סדרן	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	לֶתֶת	malt	grupo	alternativoj	prononco
level	barometro	ברומטר	a barometer	grupo	alternativoj	prononco
level	bromo	ברום	a bromine	grupo	alternativoj	prononco
level	kvintesenco	תמצית	a quintessence	grupo	alternativoj	prononco
level	diagonalo	אלכסון	a diagonal	grupo	alternativoj	prononco
level	elipso	אליפסה	an ellipse	grupo	alternativoj	prononco
level	emulsio	אמולסיה	an emulsion	grupo	alternativoj	prononco
level	glicerino	גליצרינו	a glicerino	grupo	alternativoj	prononco
level	patologio	פָּתוֹלוֹגִיָה	pathology	grupo	alternativoj	prononco
level	koeficiento	מקדם	a coefficient	grupo	alternativoj	prononco
level	divizio	אוגדה צבאית	a military division	grupo	alternativoj	prononco
level	koncedi	להודות, להודות, להעניק	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	רפורמה, רפורמה	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	מַגנֶטִיוּת	magnetism	grupo	alternativoj	prononco
level	pedagogo	פדגוג, מחנך	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	פרפין, שעוות פרפין	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	פנאומטיקה	pneumatics	grupo	alternativoj	prononco
level	retorto	תשובה (כלי זכוכית)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	כתר, כתר	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	מעוין, טורבוט	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	סטארין	a stearine	grupo	alternativoj	prononco
level	kontrabando	חבלה, הברחה	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	גלגל המזלות, גלגל המזלות	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	גוֹתִי	gothic	grupo	alternativoj	prononco
level	advento	הִתגַלוּת	Advent	grupo	alternativoj	prononco
level	akcizo	מס בלו	excise tax	grupo	alternativoj	prononco
level	samovaro	סמובר (מיכל מתכת לחימום תה)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	פטיש (משיכה מינית לחפצים)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	התנצלות (=פאבלו)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	שמאי, מייעץ	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	תחמוצת	an oxide	grupo	alternativoj	prononco
level	apokrifa	אפוקריפי, מזויף	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	חולף, קצר מועד, חולף	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	בוררות	arbitration	grupo	alternativoj	prononco
level	bariero	מחסום, מחסום	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	רֵנֵסַנס	Renaissance	grupo	alternativoj	prononco
level	imperativo	הֶכְרֵחִי	imperative	grupo	alternativoj	prononco
level	monarko	מונרך	a monarch	grupo	alternativoj	prononco
level	indigo	כחול אינדיגו	indigo blue	grupo	alternativoj	prononco
level	diakono	דיאקון	a deacon	grupo	alternativoj	prononco
level	erudicio	למדנות, מלגה	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	דַלֶקֶת	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	מַאוּזוֹלֵאוֹן	mausoleum	grupo	alternativoj	prononco
level	hekatombo	הקטומב	hecatomb	grupo	alternativoj	prononco
level	anemono	כַּלָנִית	anemone	grupo	alternativoj	prononco
level	teoremo	משפט	a theorem	grupo	alternativoj	prononco
level	didaktiko	דידקטיקה, פדגוגיה	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	אינקוויזיטור	an inquisitor	grupo	alternativoj	prononco
level	konsekri	לקדש, להכתיר, להסמיך	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	תוֹרַת הַרמוֹנִיָה	harmonics	grupo	alternativoj	prononco
level	kabalo	קבלה (קבלה)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	צוער	a cadet	grupo	alternativoj	prononco
level	kanoniko	קנון	a canon	grupo	alternativoj	prononco
level	panelo	פאנל	a panel	grupo	alternativoj	prononco
level	kaporalo	רב&quot;ט	a corporal	grupo	alternativoj	prononco
level	inerta	נרפה	inert	grupo	alternativoj	prononco
level	erupcio	הִתפָּרְצוּת	eruption	grupo	alternativoj	prononco
level	obligacio	איגרת חוב, איגרת חוב	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	בִּילְיַארד	billiards	grupo	alternativoj	prononco
level	prelato	פרלה	a prelate	grupo	alternativoj	prononco
level	nuncio	נונציו (דיפלומט כנסייתי)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	חומוס	humus	grupo	alternativoj	prononco
level	rismo	ריאם (500 גיליונות נייר)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	מלוכה	a royalist	grupo	alternativoj	prononco
level	aplombo	אדישות, ביטחון עצמי	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	יתרה (חשבון)	balance (account)	grupo	alternativoj	prononco
level	parabolo	פרבולה, משל	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	סטראפ	a satrap	grupo	alternativoj	prononco
level	laguno	לגונה	a lagoon	grupo	alternativoj	prononco
level	sinodo	סינוד, כינוס	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	קרדינל	a cardinal	grupo	alternativoj	prononco
level	sociologio	סוֹצִיוֹלוֹגִיָה	sociology	grupo	alternativoj	prononco
level	sofisto	סופיסט	a sophist	grupo	alternativoj	prononco
level	spiritisto	שמאן, ספיריטואליסט	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	הדיוט, לא מקצוען	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	סוטן, כוס	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	אנכרוניזם	anachronism	grupo	alternativoj	prononco
level	tonsuro	טונס	tonsure	grupo	alternativoj	prononco
level	transito	מעבר	a transit	grupo	alternativoj	prononco
level	ovacio	תשואות	an ovation	grupo	alternativoj	prononco
level	romanco	רומנטיקה (שיר), שיר רומנטי	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	a prior (תואר כנסייתי)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	אב טיפוס	a prototype	grupo	alternativoj	prononco
level	dalio	דליה	a dahlia	grupo	alternativoj	prononco
level	anagramo	אנגרם	an anagram	grupo	alternativoj	prononco
level	anapesto	אנאפסט, אנאפסט	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	אנטיתזה	an antithesis	grupo	alternativoj	prononco
level	friso	אפריז	a frieze	grupo	alternativoj	prononco
level	apozicio	הסכמה	an apposition	grupo	alternativoj	prononco
level	asonanco	אסוננס	an assonance	grupo	alternativoj	prononco
level	aŭtografo	חתימה	an autograph	grupo	alternativoj	prononco
level	akcesora	אביזר, בטחונות, משני	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	סנטיגרם	a centigram	grupo	alternativoj	prononco
level	centilitro	סנטיליטר	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	circumflex (מבטא)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	דציגרם	a decigram	grupo	alternativoj	prononco
level	lucerno	מנורה תלויה בכנסייה	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	דציליטר	a deciliter	grupo	alternativoj	prononco
level	decimala	נקודה	decimal	grupo	alternativoj	prononco
level	decimetro	דצימטר	a decimeter	grupo	alternativoj	prononco
level	dekagramo	דקגרם	a decagram	grupo	alternativoj	prononco
level	fenikso	עוף החול	a phoenix	grupo	alternativoj	prononco
level	dekalitro	דקליטר	a decalitre	grupo	alternativoj	prononco
level	dekametro	דקמטר	a decametre	grupo	alternativoj	prononco
level	demonstrativo	הַפגָנָתִי	demonstrative	grupo	alternativoj	prononco
level	bronko	צינור הסימפונות	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	דרכמה	a drachma	grupo	alternativoj	prononco
level	patricio	פטריצית	a patrician	grupo	alternativoj	prononco
level	dualismo	דואליזם	a dualism	grupo	alternativoj	prononco
level	lato	סד	a lath	grupo	alternativoj	prononco
level	prostitui	לזנות	to prostitute	grupo	alternativoj	prononco
level	etimologio	אֶטִימוֹלוֹגִיָה	etymology	grupo	alternativoj	prononco
level	floreno	פלורין, פלורן	florin, floren	grupo	alternativoj	prononco
level	spondeo	ספונדי	spondee	grupo	alternativoj	prononco
level	heksametro	הקסמטר	a hexameter	grupo	alternativoj	prononco
level	hektogramo	הקטוגרמה	a hectogram	grupo	alternativoj	prononco
level	hektolitro	הקטוליטר	a hectolitre	grupo	alternativoj	prononco
level	hektometro	הקטמטר	a hectometre	grupo	alternativoj	prononco
level	imperfekto	לֹא מוּשׁלָם	imperfect	grupo	alternativoj	prononco
level	indikativo	מְעִיד עַל	indicative	grupo	alternativoj	prononco
level	arkeologio	ארכיאולוגיה (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	מתאם	a correlative	grupo	alternativoj	prononco
level	logogrifo	לוגו, פאזל	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	מדדים	metrics	grupo	alternativoj	prononco
level	trofeo	גביע	a trophy	grupo	alternativoj	prononco
level	miriametro	מיריאמטר	a miriameter	grupo	alternativoj	prononco
level	monogramo	מונוגרמה	a monogram	grupo	alternativoj	prononco
level	salvo	סאלו, פרץ, fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	אובולוס, אובול	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	אופטימלי	optative	grupo	alternativoj	prononco
level	paleografio	פליוגרפיה	paleography	grupo	alternativoj	prononco
level	parafrazo	פרפרזה	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	פרדיגמה	a paradigm	grupo	alternativoj	prononco
level	pentametro	מחומש	a pentameter	grupo	alternativoj	prononco
level	piastro	פיאסטר	a piastre	grupo	alternativoj	prononco
level	pleonasmo	פלונזם, יתירות	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	יומרה, זמן עבר	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	סילוגיזם	a syllogism	grupo	alternativoj	prononco
level	spektro	ספקטרום	a spectrum	grupo	alternativoj	prononco
level	solecismo	סולסיזם	a solecism	grupo	alternativoj	prononco
level	hierarkio	היררכיה (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	שם משנה	subjunctive	grupo	alternativoj	prononco
level	spontanea	ספּוֹנטָנִי	spontaneous	grupo	alternativoj	prononco
level	amuleto	קמע	an amulet	grupo	alternativoj	prononco
level	tropo	טרופית	a trope	grupo	alternativoj	prononco
level	atributo	תכונה	an attribute	grupo	alternativoj	prononco
level	kluki	ללקק	to cluck	grupo	alternativoj	prononco
level	akvilegio	קולומביין, אקווילגיה	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	ארגמן ארגמן (אנאגליס)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	אנג'ליקה	an angelica	grupo	alternativoj	prononco
level	aorto	אבי העורקים	an aorta	grupo	alternativoj	prononco
level	apio	Apia, סלרי בר, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	ארניקה, איל נמר, ארניקה מונטנה	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	פיורד, פירת'	fjord, firth	grupo	alternativoj	prononco
level	atavismo	אטביזם	atavism	grupo	alternativoj	prononco
level	balzamino	בלסם, איפטינס (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	ביסטוריה	a bistoury	grupo	alternativoj	prononco
level	bronkito	בְּרוֹנכִיטִיס	bronchitis	grupo	alternativoj	prononco
level	celulozo	תָאִית	cellulose	grupo	alternativoj	prononco
level	ciklopo	ציקלופ	Cyclops	grupo	alternativoj	prononco
level	endivio	אנדיב, עולש (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	בלדה	a ballade	grupo	alternativoj	prononco
level	entomologio	אֶנטוֹמוֹלוֹגִיָה	entomology	grupo	alternativoj	prononco
level	erizipelo	erysipelas	erysipelas	grupo	alternativoj	prononco
level	haremo	הרמון (חדר נשים מוסלמיות)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	להסיק	to deduce	grupo	alternativoj	prononco
level	eŭnuko	סריס	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	קורסאז', מחוך	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	ג'יי (Garulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	צופן, קוד, שילוב	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	מסלול	an orbit	grupo	alternativoj	prononco
level	harpio	הארפי, נשר הארפי	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	הליוטרופ, הליוטרופיום	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	אַנְדְרוֹגִינוּס	hermaphrodite	grupo	alternativoj	prononco
level	polipo	פוליפ	a polyp	grupo	alternativoj	prononco
level	hidroterapio	הידרותרפיה	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	היפרטרופיה	hypertrophy	grupo	alternativoj	prononco
level	hisopo	זעתר (זעתר)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	פרֶסקוֹ	fresco	grupo	alternativoj	prononco
level	humero	עצם הזרוע	humerus	grupo	alternativoj	prononco
level	hegemonio	הגמוניה, דומיננטיות	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	אילקס, הולי	an ilex, a holly	grupo	alternativoj	prononco
level	irido	איריס (פרח)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	קלנדולה, ציפורן חתול	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	מצע	a linnet	grupo	alternativoj	prononco
