A.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	se vi irus kun mi en la urbocentron	si tu voulais aller en ville avec moi	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	où voudrais-tu voyager?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	si tu avais ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	assez d'argent	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	si tu avais assez d'argent et d'intérim	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	envisagez-vous de ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	envisage de se rendre à Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	conduire avec un axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	beaucoup mieux	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	ça a l'air bien mieux	seems much better	grupo	alternativoj	prononco
level	per vagonaro	en train	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	ou ça ne semble pas aller beaucoup mieux ?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	diverses personnes	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	pourquoi les gens expliquent-ils de différentes manières ?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	mêmes idées	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	explique les mêmes idées	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	les membres de la famille se réunissent	family members get together	grupo	alternativoj	prononco
level	kiel rapide	à quelle vitesse	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	les jours passent	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	comme les jours passent vite !	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	demain sera ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	l'anniversaire de ton père	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	plusieurs membres de la famille	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	plusieurs membres de la famille viendront	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	et amis	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	Voudrais-tu s'il te plaît ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	pourriez-vous s'il vous plaît aider un peu ?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	un petit moment	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	trouver un peu de temps	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	pour ranger ta chambre	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	au moins pour ranger ta chambre	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Je voudrais ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	J'aimerais cuisiner quelque chose	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	quelque chose de bien	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	cuisiner quelque chose de bon	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	pour le gâteau d'anniversaire	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	il manque de lait	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	à la maison	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	il faut se procurer ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	de la nourriture	some food	grupo	alternativoj	prononco
level	el vendejo	d'un magasin	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	aller chercher de la nourriture dans une cachette	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	je ferai des courses	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	pour l'anniversaire	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	au lieu de m'asseoir et de manger	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	Gens intéressants	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	avec des membres de la famille sans intérêt	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	j'aimerais faire un pique-nique	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	avec les membres du club	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	avec quels membres du club ?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	dit le père	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	une sorte de papier, une sorte de papier	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	dans une mallette	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	dans une corbeille à papier	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	jeté des papiers dans une corbeille à papier	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	j'ai jeté des papiers dans une corbeille à papier	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	tôt demain	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	les membres de mon club de sport	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Mon cher	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	Est-ce correct?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	tu dois être absent	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	n'est-ce pas ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	les autres membres du club	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	se voit avec les autres membres du club	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	trois fois par semaine	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	puis-je ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	a le droit de proposer quelque chose	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Je mangerai avec les membres de la famille	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	mais dans la deuxième partie	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	j'irai avec mes amis	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	je vais parler de ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	un disque en panne	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	je parlerai certainement du disque défectueux	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	après le gâteau	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	je ne veux plus de ça	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	veut entendre ça	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	pourquoi n'avons-nous pas ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	un oncle riche en idées	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	a une idée oncle riche	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	dans ma famille	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	la mère a souri	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	à ses mots	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	elle le sait ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	parle un peu trop	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	ce n'est pas suffisant ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	richesse d'idées	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ est également nécessaire	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	un portefeuille bien rempli pour y parvenir	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	la mère a continué ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	après un petit silence	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	il y a quelques minutes	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana a appelé ainsi elle ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	elle nous rendra également visite	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	un gâteau sucré	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	elle aime vraiment les gâteaux sucrés	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	fait attention à ne pas grossir	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	même si elle fera attention	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	j'ai immédiatement changé d'avis	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	pendant la randonnée	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	sans elle	without her	grupo	alternativoj	prononco
level	li estus tre soleca	il serait très seul	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	je vais quand même passer	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Mais je passerai demain à la maison	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	chez les jeunes	in youth	grupo	alternativoj	prononco
level	oni havas	on a	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	a aussi de la beauté	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	travaux compliqués	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	métiers compliqués (objectif)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	devrait simplifier	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	à cet âge	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	il est déjà devenu ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	responsable du club sportif	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	on met de l'argent	one puts money	grupo	alternativoj	prononco
level	en monujon	dans un portefeuille	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	met dans un sac à main	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	suivez les exemples	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	des bons membres de la famille	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	l'amitié rend-elle plus heureux ?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	te rend heureux	makes you happy	grupo	alternativoj	prononco
level	ol la amo	que l'amour	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	à quelle fréquence faites-vous ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	tu écris des lettres à ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	écrit des lettres à tes amies	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	tes amies en Italie	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	la relation entre vous et votre professeur	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	la relation a-t-elle changé ?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	tu sais déjà ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	plutôt bien	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	c'était le soir à ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	des centaines de personnes	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	remplit le carré	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	jeunes hommes et soldats	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	marins des navires	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	dame exceptionnelle	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	dames exceptionnelles	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	voyageurs étrangers	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	tout le monde déménage vers le centre-ville	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	un peu plus loin	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	pas loin de la mer	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	il y avait une petite place	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	un peu plus loin mais pas loin	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	à la fin	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	près de la mer	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	un homme se tenait à proximité	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	selon les vêtements	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	on peut le savoir facilement ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	il était possible de découvrir que ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	le gondolier d'un homme riche	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	j'ai pu découvrir qu'il était gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	il avait l'air ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	j'ai regardé la foule joyeuse	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	un sourire illumina son visage	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	quand il a vu un marin	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	le marin qui est arrivé	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	le côté de la mer	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	arrivé du bord de la mer	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	c'est toi, Stephen ?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	s'exclama le gondolier	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	tout le monde dit ça ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	entre les mains des Turcs	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	que tu es tombé entre les mains des Turcs	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	nous en avons rencontré un	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	de nos navires	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	il nous a suivi	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	pendant plus d'une heure	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	mais ce n'est pas facile d'y aller ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	aller plus vite que notre bateau	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	quelles nouvelles y a-t-il ici ?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ici à Venise	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	rien d'interessant	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	juste un gros malheur	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	tu connais Pietro ?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	je le connais	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	un grand navire a submergé sa gondole	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	et lui ?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	la gondole a coulé	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	c'est arrivé ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	nous étions proches	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	nous l'avons emmené dans notre gondole	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	en même temps	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mon patron s'est noyé	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	aider une jeune femme	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	une jeune femme qui a failli mourir	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	avec son oncle	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	a failli mourir avec son oncle	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	il y avait une jeune femme	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	nous ne pouvions pas l'aider	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	était une personne importante	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	Qu'est-ce qui t'a amené à Venise ?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	mon ami	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	le marin a levé les yeux	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	jeta rapidement un coup d'œil à son ami	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	et j'ai commencé à dire	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	donc tu sais ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	J'ai apporté ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	le gondolier l'arrêta brusquement	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	il a dit	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	puis un homme est passé par là	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	un homme est passé à côté de lui	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	il n'avait pas encore trente ans	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	et son visage était incolore	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	son départ était sûr et facile	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	son visage était triste	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	quand il a vu l'homme, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	on dit que ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	beaucoup de personnes importantes donnent ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	travail secret	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	emplois secrets	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	lui donne des emplois secrets	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	trop de secrets	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	il connaît trop de secrets	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	donc ils ont peur	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	pour l'envoyer en prison	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	dit le marin	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	et pendant qu'il parlait	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	il a montré le manoir	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	le manoir des Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	de nombreuses personnes importantes ont besoin de son aide	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	combien ils paient ?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	le paie	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	paie pour un kill	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	certainement pas moins de ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	qu'une centaine de pièces	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	n'oublie pas ça ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	qu'il travaille pour eux	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	pour ceux qui ont assez d'argent	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	pour le payer	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	à Venise il y a ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ces choses	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	oublier ces choses	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	des choses qu'il vaut mieux oublier	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	si tu veux manger en paix	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	manger ton pain en paix	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	il y a eu un peu de silence	there was some silence	grupo	alternativoj	prononco
level	kaj poste	et ensuite	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	le gondolier parla encore	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	tu es arrivé juste à temps	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	voir une course de bateaux	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	dit quelqu'un faiblement	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	près du gondolier	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	le maire de la ville	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	Sans un mot, il montra la gondole	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	dit le gondolier	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	et a pris la main de son ami	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	jette le papier	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	dans la corbeille à papier	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	les filles ont jeté les papiers	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	où est mon stylo	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	je veux lui répondre	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	le soleil a disparu	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	et maintenant il fait presque nuit	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	mange s'il te plait	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	s'il te plaît, mange le pain	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	avec des couverts	with cutlery	grupo	alternativoj	prononco
level	pardonu min	excusez-moi	excuse me	grupo	alternativoj	prononco
level	rajtas resti	est autorisé à rester	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Je n'ai pas le droit de rester	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	peux-tu apporter ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	de ma soeur	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	quand as-tu acheté ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	j'ai acheté cet instrument de musique	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	qui a utilisé en dernier ?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	j'ai utilisé ma clé	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	as-tu conduit ?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	à Venise	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	aussi en gondole	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	parviendras-tu à t'endormir ?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	puis, quand il y eut un silence	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	le monsieur était grand	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	grand, gros	tall, fat	grupo	alternativoj	prononco
level	dika, peza	épais, lourd	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	lourd et grand	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	était grand, épais, lourd et grand	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	a donné de la force	gave strength	grupo	alternativoj	prononco
level	havinda forto	une force qui vaut la peine d'être possédée	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	une force physique qui vaut la peine d'être acquise	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	ça a donné	that gave	grupo	alternativoj	prononco
level	donis al li	lui a donné	gave him	grupo	alternativoj	prononco
level	tio donis forton	ça a donné de la force	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	a donné au corps une force qui en valait la peine	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	son apparence	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	apparence d'une personne de grande taille	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	un petit rôle	a small role	grupo	alternativoj	prononco
level	ludis rolon	a joué un rôle	played a role	grupo	alternativoj	prononco
level	ne eta rolo	pas un petit rôle	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	a joué un petit rôle	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	n'a pas joué un petit rôle	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	dans le fait que ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	la majorité des gens	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	si je n'ai pas peur	if not afraid	grupo	alternativoj	prononco
level	lin timis	j'avais peur de lui	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	s'il avait peur	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	si je n'ai pas peur de lui	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	certainement respecté	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	j'y ai au moins pensé ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	avant ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	pour le satisfaire	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	pour lui déplaire	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	avant d'être insatisfait ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	avant de décider ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	décider de déplaire ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	décider de le satisfaire	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	avant de décider de lui déplaire	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	ça, ce qui est utile	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	souvent utile pendant la journée	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	une nuisance désagréable	an unpleasant nuisance	grupo	alternativoj	prononco
