B.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	biciklo, karavano, festivalo	велосипед, караван, фестиваль	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	наприклад, семінари, велосипедні каравани та фестивалі	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	мовні фестивалі, створення веб-сторінок	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	наприклад, велосипедні каравани, фестивалі тощо	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	семінар про права та стосунки	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	караван, фестиваль, будівництво тощо	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	офіційні органи, такі як ЮНЕСКО	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	представлені в офіційних органах	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	ми теж представлені	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	представлена в різних органах	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	таких організацій, як Європейський молодіжний форум, ЮНЕСКО	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	молодіжної секції ООН	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	різні органи, такі як ЮНЕСКО та молодіжна секція ООН	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	ЮНЕСКО та молодіжної секції ООН	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Європейський молодіжний форум та молодіжна секція ООН	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	звучить цікаво	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	листок, переглядати, вітер, віяло, есперанто, насолоджуватися есперанто	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	для мене достатньо розмовляти есперанто	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	щоб насолодитися есперанто тиждень або два	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	один-два тижні на рік	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	однак мені цього достатньо	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	так, треба знайти ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	знайти баланс	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	кожен повинен знайти свій баланс	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Я відчуваю, що це занадто	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	зараз я відчуваю	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Я відчуваю, що ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	відчувається, що їх забагато ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	занадто багато есперанто в моєму житті	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	у моєму житті занадто багато есперанто	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	ти член?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	ти член організації?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	член іншої організації	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	насправді не організація, але ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	але я граю на гітарі	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	грає на гітарі в гурті	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	приємно! мені дійсно подобається	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	мені подобається співати	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	дуже любить співати	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	яку музику ти граєш?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	ну це просто поп	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	ми тільки заснували групу	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	але врешті-решт ми зіграємо	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	ми грали під час IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	зіграє під час наступного IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Я вже з нетерпінням чекаю!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	просто скажіть, якщо вам потрібно ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	потрібен резервний вокаліст	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	якщо вам потрібен дублер	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	чому ні? можливо ти хочеш ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	ти хочеш щось зараз заспівати	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Я вмію грати на гітарі	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	ти хочеш співати, а я можу грати	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	заспівати щось зараз і пограти на гітарі	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	так, я б хотів цього	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	принести мою гітару	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	негайно привезу мою гітару	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	добре, я принесу гітару	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Я відразу принесу свою гітару	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	чекає вашого повернення	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	ваше швидке повернення	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Очікую швидкого повернення	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	чекає на ваше швидке повернення	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	через два дні	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	за межами танцполу	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	днів потому, поза танцполом	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	привіт, Кабе, ти виглядаєш ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	ти виглядаєш дуже щасливим	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	так, я ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	гарно, мені приємно!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	тобі подобається конгрес?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	тобі так подобається конгрес?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	так і ні	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Я впевнений, що я дуже задоволений	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	дуже задоволений IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	але є дещо інше	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	щось інше, що робить мене щасливим	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	це те, що робить ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	правильніше сказати	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	є хто б'є ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	хтось змушує моє серце битися	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	скажи, скажи, ти закохався?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	закохався в якусь дівчину	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	ти закохався в дівчину?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	не впевнений, чи я закохався	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	не впевнений, але це добре	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Я ще не впевнений, чи закохався	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	але це дуже добре	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	вона навіть поцілувала мене	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	поцілував мене в губи	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	навіть поцілував мене під час La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	неймовірно, який поцілунок	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	який поцілунок вона подарувала!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	здорово! Тепер я розумію	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	розуміє, чому ви випромінюєте	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	ти випромінюєш стільки радості	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	насправді щось подібне сталося	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	щось подібне сталося зі мною	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	але я думав, що ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	думав, що тобі не подобається ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	тобі не подобаються танці на La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	правильно, цього не сталося	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	сталося на танцполі	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	це сталося не на танцполі	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	але в чайній (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	і це був не поцілунок	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	не поцілунок, але все ж щось приємне	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	але все ж щось дуже радісне	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	так, розповідай!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	я не знаю що сказати	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	насправді не знаю, що сказати	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	нічого особливого не сталося	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	принаймні цього ще не сталося	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	але я якось відчув ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	відчув, що я їй дуже подобаюся	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	чомусь відчув, що я їй дуже подобаюся	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	я їй подобаюся і я люблю її	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	ми довго балакали про ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	довго балакали про музику	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	а потім разом заспівали	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Я думаю, що вона фліртувала	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	вона фліртувала зі мною	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	це було дуже приємно	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	як каже твій друг з Канади	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	«Ховно добре!», як каже друг з Канади	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	так звичайно! Я сподіваюся ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	щоб незабаром знову зустрітися з нею	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	сподівається зустрітися з нею знову	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Сподіваюся скоро зустріти її	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	те саме я	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	на озері біля ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	озеро біля місця з'їзду	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	біля конгрес-холу	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	о, ти теж ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	ти теж тут!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	так, я зустрінуся ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	незабаром зустрінеться тут із другом	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	для приватної розмови	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	зустрінеться з другом для приватної розмови	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	тому я хотів би запитати вас ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Я хотів би попросити вас піти	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	ну це неможливо	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	насправді взагалі неможливо	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	чому? це дуже важливо для мене!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	ця зустріч дуже важлива	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	тому, будь ласка, відпусти мене	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	будь ласка, залиште мене в спокої	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	як я щойно сказав,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Я сказав, що це неможливо	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	скоро з'явиться мій друг	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	бо друг скоро теж з'явиться	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	тут також з'явиться друг	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	блін, зазвичай це зараз	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	насправді це про дівчину	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	дівчина, про яку я розповідав	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	до речі, її звати Джесі	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	хлопці та дівчата! чудово, що ти прийшов	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Я так радий вас бачити	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Я радий тебе знову бачити	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	але ти виглядаєш ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	ти виглядаєш шокованим і збентеженим	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	вражений і якось розгублений	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	очевидно	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	так, я думаю ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	ти вже отримав це	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	розумієш як це, правда?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	мабуть ти вже зрозумів	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	вже зрозумів як це	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Я нічого не розумію!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Я думаю, що я не хочу ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	не хоче розуміти	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Я не хочу розуміти	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	але це не складно!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	дозволь пояснити	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	коли мені сказала Інна	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	розповів мені про свого друга	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	друг, який вивчав есперанто	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	дуже швидко вивчив есперанто	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	друг, якого звуть Кабе	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Я зрозумів це ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Я так зрозумів, що ви вже знайомі	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	ви двоє вже знайомі	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	так, але. але що?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	склалося враження, що ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	у нас обох було таке враження	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	ти фліртував з нами, і	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	таке враження, що ви з нами фліртували	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	абсолютно вірно!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	тому я хотів поговорити	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Я хотів з тобою поговорити	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	поговорити з вами обома зараз	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	послухай мене, будь ласка	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Мені часто дуже подобається ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	подобається кільком людям одночасно	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Мені подобається кілька людей	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	неважливо, чи це ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	будь то чоловік чи жінка	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	а під час IJK сталося ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	бувало так, що я закохалася	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Я закохався у вас обох!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	і ми обидва до вас	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	мабуть ми до вас	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	зачекай, я втомився	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	так втомився, що ледве можу ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Я ледве можу думати	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	чи правильно я зрозумів, що ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Так! Поглянь	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	з радісним обличчям	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	намалював велике серце	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	намалював велике серце на піску	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	у пісок і писав у ньому	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	написав у ньому &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	подумавши, сказав	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	подумавши сказав &quot;це наш IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	і вони розреготались!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	вони всі розреготалися!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	після секунди роздумів і вони засміялися	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Кабе сказав: &quot;Це наш IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	Ви відправили форму заявки?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	подав реєстраційну форму до місцевої асоціації	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	замовлені групою через асоціацію	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	надіслано електронною поштою	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	отримав підтвердження реєстрації	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	не знайшов, куди подати реєстраційну форму	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	чи є онлайн форма заявки?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	ви подавали паперове замовлення?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	хтось повинен платити в євро?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	чи можна оплатити на місці?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	заплатив, але квитанції не отримав	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	можуть платити як група через місцеве товариство	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	чи є повернення, якщо немає?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	не замовляв спеціальної програми	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	як хтось може замовити додатково?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	як хтось може оплатити додаткове замовлення?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	ми можемо побачити список зареєстрованих?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	мого імені немає в списку зареєстрованих	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	не могли б ви перевірити список?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	після закінчення терміну замовлення	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	може ще хтось приєднатися?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	щоб разом забронювати готель	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	хтось бронює готель, хочеш піти?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	якщо була вільна кімната, я хочу її забронювати	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	чи можна забронювати готель на місці?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	нам разом купити квиток на літак?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	квиток з якої дати	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	ми проведемо вас в аеропорт?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	є гід в аеропорту?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	хтось повинен сам йти на місце з'їзду?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	каса місця з'їзду	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Я заплатив, але я не можу знайти тег з іменем	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	хоче зареєструватися на місці	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	оплачується в групі, але чому це не позначено?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	конференц-сумка з книгою для конференцій та іншими інформаційними матеріалами	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	ректорату, виставка	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	відкриття і закриття	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Місце іспиту KER (Common European Framework of Reference).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	комітет конгресу	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	комітет асоціації	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	з'їзд бенкет	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Вечір знайомства	Evening of getting to know each other	grupo	alternativoj	prononco
