A.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	sian aŭton	xe của anh ấy	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	và đưa cho chúng tôi chiếc xe của anh ấy	and gave us his car	grupo	alternativoj	prononco
level	por uzo	để sử dụng	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	nó đứng trước ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	đứng trước nhà	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Tôi phải nói ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	đừng nói gì cả	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	hãy ngồi xuống	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	lên xe đi	get in the car	grupo	alternativoj	prononco
level	veturi al ~	lái xe đến ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	và lái xe đến Ý	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	ngồi trong xe	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	cả quần áo nữa	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ đang ở trong xe	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	vẫn ngồi đợi	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	nhưng anh ấy đã đợi	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	tại sao chúng ta không ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	tại sao chúng ta không bắt đầu lái xe?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Tôi cũng có ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	sẽ lái xe	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	nhưng tôi không biết ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Tôi chưa bao giờ học được điều đó	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Tôi sẽ tin ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	nếu tôi khỏe mạnh	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Tôi sẽ rất hạnh phúc	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	như thể bạn giàu có	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	bạn ngồi đó như thể bạn là một người giàu có	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	trường học bị cáo buộc	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	như một người giàu có	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	bạn ngồi đó như một người giàu có	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	rất nhiều tiền	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	nhiều tiền như ý tưởng	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	nếu tôi có nhiều tiền như vậy	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	tôi sẽ đi du lịch	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	vòng quanh thế giới	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	trong mọi từ điển	in every dictionary	grupo	alternativoj	prononco
level	mankas io	thiêu một thư gi đo	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	một số từ bị thiếu	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	một người đàn ông nói dài dòng	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ở bàn ăn	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	người nói ra sẽ vẫn đói	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	tiếp tục kể chuyện ở bàn ăn	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	anh ấy phải chú ý đến ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	không được phép ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	được phép ở lại	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	không được phép ở lại lâu	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	ở ngoài trời mưa	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	đó là lý do tại sao anh ấy bị cảm lạnh	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	anh ấy có ý tưởng rõ ràng của riêng mình	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	nhưng anh ấy sẽ tin tất cả	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	bất cứ điều gì bạn nói	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	như thể bạn là vợ anh ấy	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	Bố mẹ của bạn	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	để làm cho bố mẹ bạn hạnh phúc	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	điều gì có thể làm ơn ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	điều gì có thể làm bố mẹ bạn hạnh phúc nhất?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	sau khi học	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	ít nhất là sau khi học	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	vào trung tâm thành phố	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	nếu bạn đi cùng tôi	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	nếu bạn đi xuống trung tâm thành phố với tôi	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	Bạn thích đi du lịch ở đâu?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	nếu bạn có ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	đủ tiền	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	nếu bạn có đủ tiền và thời gian	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	bạn có định làm vậy không ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	dự định đi du lịch tới Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	lái xe với axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	tốt hơn nhiều	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	có vẻ tốt hơn nhiều	seems much better	grupo	alternativoj	prononco
level	per vagonaro	bằng tàu hỏa	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	hoặc nó có vẻ không tốt hơn nhiều?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	nhiều người khác nhau	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	tại sao mọi người giải thích theo những cách khác nhau?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	cùng ý tưởng	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	giải thích những ý tưởng tương tự	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	các thành viên trong gia đình quây quần bên nhau	family members get together	grupo	alternativoj	prononco
level	kiel rapide	nhanh thế nào	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	ngày trôi qua	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	ngày tháng trôi qua nhanh làm sao!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	ngày mai sẽ là ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	sinh nhật của bố bạn	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	một số thành viên trong gia đình	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	một số thành viên trong gia đình sẽ đến	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	và những người bạn	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	bạn có vui lòng không ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	bạn có thể vui lòng giúp đỡ một chút được không?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	một chút	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	tìm một chút thời gian	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	dọn dẹp phòng của bạn	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	ít nhất là dọn dẹp phòng của bạn	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Tôi muốn ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Tôi muốn nấu món gì đó	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	Một vài điều tốt	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	nấu món gì đó ngon	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	cho chiếc bánh sinh nhật	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	đang thiếu sữa	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	trong nhà	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	cần phải mua ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	một số thức ăn	some food	grupo	alternativoj	prononco
level	el vendejo	từ một cửa hàng	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	để lấy chút thức ăn từ nơi ẩn náu	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	tôi sẽ đi mua sắm	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	cho ngày sinh nhật	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	thay vì ngồi và ăn	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	những người thú vị	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	với những thành viên gia đình không thú vị	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Tôi muốn đi dã ngoại	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	cùng các thành viên câu lạc bộ	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	với thành viên câu lạc bộ nào?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	người cha nói	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	một số loại giấy tờ, một số loại giấy tờ	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	trong một chiếc cặp	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	vào thùng giấy	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	ném giấy tờ vào thùng giấy	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	ném một số giấy tờ vào thùng giấy	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	Sớm mai	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	thành viên câu lạc bộ thể thao của tôi	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Em yêu của tôi	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	Có đúng không?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	bạn phải vắng mặt	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	phải không ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	các thành viên câu lạc bộ của bạn	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	gặp nhau với các thành viên câu lạc bộ của bạn	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	ba lần một tuần	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	tôi có thể ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	có quyền đề xuất điều gì đó	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Tôi sẽ ăn cùng các thành viên trong gia đình	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	nhưng ở phần thứ hai	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Tôi sẽ đi cùng bạn bè của tôi	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	sẽ nói về ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	một ổ đĩa bị lỗi	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	chắc chắn sẽ nói về ổ đĩa bị lỗi	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	sau chiếc bánh	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Tôi không muốn điều đó nữa	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	muốn nghe điều đó	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	tại sao chúng ta không có ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	một ông chú giàu ý tưởng	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	có ý tưởng nào đó chú giàu	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	trong gia đình tôi	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	mẹ mỉm cười	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	theo lời của anh ấy	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	cô ấy biết điều đó ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	nói hơi nhiều	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	chỉ vậy thôi là chưa đủ ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ý tưởng dồi dào	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ cũng cần thiết	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	một chiếc ví đầy đủ để biến điều đó thành hiện thực	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	mẹ tiếp tục ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	sau một lúc im lặng	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	một vài phút trước	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana gọi đó là cô ấy ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	cô ấy cũng sẽ đến thăm chúng tôi	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	một chiếc bánh ngọt	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	cô ấy rất thích bánh ngọt	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	cẩn thận để không bị béo	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	mặc dù cô ấy sẽ chú ý	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	ngay lập tức thay đổi ý định	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	trong chuyến tham quan	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	không có cô ấy	without her	grupo	alternativoj	prononco
level	li estus tre soleca	anh ấy sẽ rất cô đơn	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Tuy nhiên tôi sẽ vượt qua	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Dù vậy ngày mai tôi sẽ ở nhà	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	Trong tuổi trẻ	in youth	grupo	alternativoj	prononco
level	oni havas	một có	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	cũng có vẻ đẹp	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	công việc phức tạp	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	công việc phức tạp (khách quan)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	nên đơn giản hóa	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	Ở lứa tuổi đó	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	anh ấy đã trở thành rồi ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	chủ tịch câu lạc bộ thể thao	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	một người bỏ tiền	one puts money	grupo	alternativoj	prononco
level	en monujon	vào một chiếc ví	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	bỏ vào ví	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	làm theo các ví dụ	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	từ những thành viên tốt trong gia đình	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	tình bạn có làm bạn hạnh phúc hơn không?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	làm bạn hạnh phúc	makes you happy	grupo	alternativoj	prononco
level	ol la amo	hơn tình yêu	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	bạn có thường xuyên như vậy không ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	bạn viết thư cho ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	viết thư cho bạn gái của bạn	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	bạn gái của bạn ở Ý	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	mối quan hệ giữa bạn và giáo viên của bạn	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	mối quan hệ đã thay đổi?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	bạn đã biết chưa ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	khá tốt	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	trời đã tối ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	hàng trăm người	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	lấp đầy hình vuông	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	thanh niên và binh lính	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	thủy thủ từ tàu	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	quý cô xuất sắc	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	phụ nữ xuất sắc	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	du khách nước ngoài	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	mọi người đang di chuyển đến trung tâm thành phố	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	xa hơn một chút	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	không xa biển	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	có một hình vuông nhỏ	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	xa hơn một chút nhưng không xa	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	ở phần cuối của nó	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	gần biển	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	một người đàn ông đứng gần đó	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	theo quần áo	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	người ta có thể dễ dàng biết được ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	có thể tìm ra điều đó ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	người chèo thuyền gondola của một người giàu	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	có thể phát hiện ra rằng anh ta là một người chèo thuyền gondola	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	anh ấy nhìn ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	nhìn đám đông vui vẻ	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	một nụ cười làm sáng lên khuôn mặt anh ấy	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	khi anh ấy nhìn thấy một thủy thủ	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	thủy thủ đã đến	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	bên bờ biển	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	đến từ phía biển	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	có phải bạn không, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	người chèo thuyền kêu lên	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	mọi người đều nói vậy ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	vào tay người Thổ	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	rằng bạn đã rơi vào tay người Thổ Nhĩ Kỳ	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	chúng tôi đã gặp một người	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	từ tàu của chúng tôi	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	nó đã theo chúng tôi	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	trong hơn một giờ	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	nhưng không dễ đi đâu ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	đi nhanh hơn tàu của chúng tôi	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	có tin gì đây?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ở Venice đây	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	không có gì thú vị	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	chỉ là một điều bất hạnh lớn	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	bạn có biết Pietro không?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	tôi biết anh ấy	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	một con tàu lớn nhấn chìm chiếc thuyền gondola của anh ấy	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	còn anh ấy thì sao?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	chiếc thuyền gondola bị chìm	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	chuyện đó đã xảy ra ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	chúng tôi đã thân thiết	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	chúng tôi đã đưa anh ấy lên chiếc thuyền gondola của chúng tôi	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	đồng thời	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	sếp của tôi chết đuối	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	để giúp đỡ một phụ nữ trẻ	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	một phụ nữ trẻ suýt chết	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	với chú của anh ấy	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	suýt chết với chú của mình	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	có một phụ nữ trẻ	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	chúng tôi không thể giúp anh ấy	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	là một người quan trọng	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	điều gì đã đưa bạn đến Venice?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	bạn tôi	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	người thủy thủ nhìn lên	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	nhanh chóng liếc nhìn người bạn của mình	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	và bắt đầu nói	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	vậy bạn biết đấy ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Tôi đã mang ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	người lái thuyền gondola đột nhiên chặn anh ta lại	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	anh ấy nói	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	rồi một người đàn ông đi ngang qua	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	một người đàn ông đi ngang qua anh ta	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	anh ấy chưa ba mươi	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	và khuôn mặt của anh ấy không có màu sắc	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	chuyến đi của anh ấy chắc chắn và dễ dàng	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	khuôn mặt anh ấy buồn bã	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	khi anh ấy nhìn thấy người đàn ông đó, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	người ta nói thế ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	nhiều người quan trọng cho ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	công việc bí mật	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	công việc bí mật	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	giao cho anh ta những công việc bí mật	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	quá nhiều bí mật	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	anh ấy biết quá nhiều bí mật	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	vì vậy họ sợ	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	đưa anh ta vào tù	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	thủy thủ nói	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	và khi anh ấy nói	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	anh ấy chỉ vào biệt thự	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	biệt thự của Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	nhiều người quan trọng cần sự giúp đỡ của anh ấy	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	họ trả bao nhiêu?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	trả tiền cho anh ta	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	trả giá cho một lần giết	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	chắc chắn không ít hơn ~	certainly not less than ~	grupo	alternativoj	prononco
