A.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	se vi irus kun mi en la urbocentron	als je met mij naar de stad zou gaan	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	waar zou je heen willen reizen?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	als je ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	genoeg geld	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	als je genoeg geld en uitzendkracht had	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	ben je van plan ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	plannen om naar Parijs te reizen	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	rijden met een axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	veel beter	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	lijkt veel beter	seems much better	grupo	alternativoj	prononco
level	per vagonaro	met de trein	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	of lijkt het niet veel beter?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	verschillende mensen	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	Waarom leggen mensen het op verschillende manieren uit?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	dezelfde ideeën	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	legt dezelfde ideeën uit	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	familieleden komen samen	family members get together	grupo	alternativoj	prononco
level	kiel rapide	hoe snel	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	dagen gaan voorbij	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	hoe snel gaan de dagen voorbij!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	morgen zal het ~ zijn	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	de verjaardag van je vader	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	meerdere familieleden	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	Er zullen meerdere familieleden komen	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	en vrienden	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	wil je alsjeblieft ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	kun je alsjeblieft een beetje helpen?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	een poosje	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	een beetje tijd vinden	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	om je kamer op te ruimen	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	tenminste om je kamer op te ruimen	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Ik wil graag ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Ik wil graag iets koken	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	iets goeds	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	iets lekkers koken	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	voor de verjaardagstaart	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	ontbreekt aan melk	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	in het huis	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	het is noodzakelijk om ~ aan te schaffen	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	wat eten	some food	grupo	alternativoj	prononco
level	el vendejo	uit een winkel	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	om wat eten te halen uit een schuilplaats	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Ik ga boodschappen doen	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	voor de verjaardag	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	in plaats van zitten en eten	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	interessante mensen	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	met oninteressante familieleden	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Ik wil graag gaan picknicken	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	met clubleden	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	met welke clubleden?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	zei de vader	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	een soort papier, een soort papier	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	in een koffertje	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	in een papierbak	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	gooide papieren in een papierbak	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	gooide wat papieren in een papierbak	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	morgen vroeg	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	leden van mijn sportclub	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Mijn liefste	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	is dat juist?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	je moet afwezig zijn	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	nietwaar ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	uw medeclubleden	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	elkaar ziet met je medeclubleden	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	drie keer per week	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	mag ik ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	heeft het recht om iets voor te stellen	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Ik ga met de familieleden eten	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	maar in het tweede deel	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Ik ga met mijn vrienden	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	zal praten over ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	een defecte schijf	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	zal zeker praten over de defecte schijf	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	na de taart	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Ik wil dat niet meer	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	wil dat horen	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	waarom hebben we geen ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	een ideeënrijke oom	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	heeft een idee rijke oom	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	in mijn familie	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	de moeder glimlachte	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	bij zijn woorden	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	zij weet dat ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	praat een beetje te veel	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	het is niet genoeg alleen ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	rijkdom aan ideeën	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ is ook nodig	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	een volle portemonnee om het mogelijk te maken	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	vervolgde de moeder ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	na een korte stilte	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	een paar minuten geleden	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana noemde dat ze ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	zij komt ook bij ons langs	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	een zoete taart	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	ze houdt echt van zoete taart	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	let op dat u niet dik wordt	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	hoewel ze er wel op zal letten	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	veranderde onmiddellijk van gedachten	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	tijdens de excursie	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	zonder haar	without her	grupo	alternativoj	prononco
level	li estus tre soleca	hij zou erg eenzaam zijn	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Ik zal toch passeren	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Maar morgen breng ik thuis door	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	in de jeugd	in youth	grupo	alternativoj	prononco
level	oni havas	men heeft	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	heeft ook schoonheid	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	ingewikkelde klussen	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	ingewikkelde klussen (doelstelling)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	zou moeten vereenvoudigen	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	op die leeftijd	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	hij is al ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	hoofd van de sportclub	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	men stopt geld	one puts money	grupo	alternativoj	prononco
level	en monujon	in een portemonnee	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	in een tas stopt	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	volg de voorbeelden	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	van de goede familieleden	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	Maakt vriendschap je gelukkiger?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	maakt je blij	makes you happy	grupo	alternativoj	prononco
level	ol la amo	dan de liefde	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	hoe vaak doe je ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	je schrijft brieven naar ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	schrijft brieven aan je vriendinnen	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	je vriendinnen in Italië	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	de relatie tussen jou en je leraar	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	is de relatie veranderd?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	weet je het al ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	vrij goed	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	het was avond in ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	honderden mensen	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	vult het vierkant	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	jonge mannen en soldaten	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	matrozen van de schepen	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	uitmuntende dame	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	uitmuntende dames	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	buitenlandse reizigers	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	iedereen verhuist naar het stadscentrum	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	een beetje verder	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	niet ver van de zee	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	er was een klein pleintje	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	iets verder maar niet ver	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	aan het einde ervan	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	dicht bij de zee	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	vlakbij stond een man	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	volgens de kleding	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	men kan het gemakkelijk weten ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	het was mogelijk om erachter te komen dat ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	de gondelier van een rijke man	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	erachter kon komen dat hij een gondelier was	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	hij keek ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	keek naar de blije menigte	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	een glimlach verlichtte zijn gezicht	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	toen hij een zeeman zag	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	de matroos die arriveerde	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	de kant van de zee	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	aangekomen vanaf de kant van de zee	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	Ben jij dat, Stefan?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	riep de gondelier	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	iedereen zegt dat ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	in handen van de Turken	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	dat je in handen van de Turken viel	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	we hebben er een ontmoet	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	van onze schepen	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	het volgde ons	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	voor meer dan een uur	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	maar het is niet gemakkelijk om te gaan ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	sneller te gaan dan ons schip	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	welk nieuws is hier?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	hier in Venetië	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	niets interessants	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	gewoon een groot ongeluk	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ken jij Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	ik ken hem	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	een groot schip bracht zijn gondel onder water	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	en hoe zit het met hem?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	de gondel zonk	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	het gebeurde dat ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	we waren dichtbij	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	we namen hem mee in onze gondel	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	tegelijkertijd	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mijn baas is verdronken	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	om een jonge vrouw te helpen	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	een jonge vrouw die bijna stierf	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	met zijn oom	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	stierf bijna samen met zijn oom	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	er was een jonge vrouw	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	wij konden hem niet helpen	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	was een belangrijk persoon	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	wat bracht je naar Venetië?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	mijn vriend	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	de zeeman keek op	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	keek snel naar zijn vriend	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	en begon te zeggen	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	dus je weet ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Ik heb ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	de gondelier hield hem plotseling tegen	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	hij zei	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	toen kwam er een man voorbij	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	een man passeerde hem	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	hij was nog geen dertig	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	en zijn gezicht was kleurloos	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	zijn gaan was zeker en gemakkelijk	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	zijn gezicht was verdrietig	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	toen hij de man zag, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	er wordt gezegd dat ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	veel belangrijke mensen geven ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	geheim werk	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	geheime banen	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	geeft hem geheime banen	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	te veel geheimen	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	hij kent te veel geheimen	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	daarom zijn ze bang	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	om hem naar de gevangenis te sturen	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	zei de zeeman	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	en terwijl hij sprak	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	hij wees naar het landhuis	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	het landhuis van Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	veel belangrijke mensen hebben zijn hulp nodig	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	hoeveel betalen ze?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	betaalt hem	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	betaalt voor één moord	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	zeker niet minder dan ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	dan honderd munten	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	vergeet dat niet ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	dat hij voor hen werkt	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	voor wie genoeg geld heeft	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	om hem te betalen	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	in Venetië is er ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	die dingen	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	om die dingen te vergeten	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	dingen die je beter kunt vergeten	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	als je rustig wilt eten	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	om in alle rust je brood te eten	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	er viel wat stilte	there was some silence	grupo	alternativoj	prononco
level	kaj poste	en later	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	de gondelier sprak opnieuw	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	je kwam net op tijd	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	een bootrace bijwonen	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	zei iemand zwakjes	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	vlakbij de gondelier	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	de burgemeester van de stad	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	wees woordeloos naar de gondel	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	zei de gondelier	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	en pakte de hand van zijn vriend	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	gooit het papier	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	in de papierbak	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	de meisjes gooiden de papieren	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	waar is mijn pen	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Ik wil hem antwoorden	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	de zon verdween	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	en nu is het bijna donker	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	eet alstublieft	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	eet alsjeblieft het brood	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	met bestek	with cutlery	grupo	alternativoj	prononco
level	pardonu min	pardon	excuse me	grupo	alternativoj	prononco
level	rajtas resti	mag blijven	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Ik heb geen recht om te blijven	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	Kun je ~ meenemen?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	van mijn zus	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	wanneer heb je ~ gekocht?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	dat muziekinstrument gekocht	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	wie heeft het laatst gebruikt?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	mijn sleutel gebruikt	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	heb je gereden?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	in Venetië	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ook per gondel	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	kun je in slaap vallen?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	dan, toen er stilte was	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	de heer was lang	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	lang, dik	tall, fat	grupo	alternativoj	prononco
level	dika, peza	dik, zwaar	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	zwaar en groot	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	was lang, dik, zwaar en groot	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	gaf kracht	gave strength	grupo	alternativoj	prononco
level	havinda forto	een kracht die het waard is om te hebben	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fysieke kracht die het waard is om te hebben	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	dat gaf	that gave	grupo	alternativoj	prononco
level	donis al li	gaf hem	gave him	grupo	alternativoj	prononco
level	tio donis forton	dat gaf kracht	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	gaf het lichaam kracht die het waard was om te hebben	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	zijn verschijning	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	uiterlijk van een lang persoon	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	een kleine rol	a small role	grupo	alternativoj	prononco
level	ludis rolon	een rol gespeeld	played a role	grupo	alternativoj	prononco
level	ne eta rolo	geen kleine rol	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	speelde een kleine rol	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	geen geringe rol gespeeld	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	in het feit dat ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	de meerderheid van de mensen	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	als je niet bang bent	if not afraid	grupo	alternativoj	prononco
level	lin timis	was bang voor hem	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	als hij bang was	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	als je niet bang voor hem bent	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	zeker gerespecteerd	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	dacht tenminste aan ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	vóór ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	om hem tevreden te stellen	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	om hem te mishagen	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	voordat het ontevreden is ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	alvorens te beslissen ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	om te beslissen om ~ te mishagen	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	om te besluiten hem tevreden te stellen	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	voordat hij besluit hem te mishagen	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	dat, wat nuttig is	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	vaak nuttig gedurende de dag	often useful during the day	grupo	alternativoj	prononco
