A.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	morgaŭ estos ~	imorgon kommer att vara ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	din fars födelsedag	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	flera familjemedlemmar	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	flera familjemedlemmar kommer	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	och vänner	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	skulle du snälla ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	kan du snälla hjälpa till lite?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	en liten stund	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	hitta lite tid	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	att städa ditt rum	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	åtminstone för att städa ditt rum	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Jag skulle vilja ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Jag skulle vilja laga något	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	någonting bra	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	laga något gott	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	till födelsedagstårtan	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	saknar mjölk	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	i hemmet	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	det är nödvändigt att införskaffa ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	lite mat	some food	grupo	alternativoj	prononco
level	el vendejo	från en butik	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	för att få lite mat från ett gömställe	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Jag ska shoppa	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	till födelsedagen	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	istället för att sitta och äta	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	intressanta människor	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	med ointressanta familjemedlemmar	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Jag skulle vilja åka på picknick	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	med klubbmedlemmar	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	med vilka klubbmedlemmar?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	sa fadern	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	någon sorts papper, någon sorts papper	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	i en portfölj	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	i en papperskorg	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	kastade papper i en papperskorg	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	kastade några papper i en papperskorg	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	tidigt i morgon	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	medlemmar i min idrottsklubb	members of my sports club	grupo	alternativoj	prononco
level	kara mia	min kära	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	är det rätt?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	du måste vara frånvarande	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	gör du inte ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	dina klubbmedlemmar	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ser varandra med dina klubbmedlemmar	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tre gånger i veckan	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	får jag ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	har rätt att föreslå något	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Jag ska äta med familjemedlemmarna	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	men i andra delen	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Jag kommer att gå med mina vänner	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	kommer att prata om ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	en misslyckad enhet	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	kommer definitivt att prata om den misslyckade enheten	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	efter tårtan	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Det vill jag inte längre	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	vill höra det	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	varför har vi inte ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	en idérik farbror	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	har någon idérik farbror	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	i min familj	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	mamman log	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	på hans ord	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	hon vet att ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	pratar lite för mycket	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	det räcker inte bara ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	rikedom av idéer	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ behövs också	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	en full plånbok för att få det att hända	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	mamman fortsatte ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	efter lite tystnad	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	några minuter sedan	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana kallade det hon ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	hon kommer också att besöka oss	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	en söt tårta	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	hon gillar verkligen söt tårta	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	är noga med att inte bli tjock	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	även om hon kommer att vara uppmärksam	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	ändrade genast uppfattning	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	under utflykten	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	utan henne	without her	grupo	alternativoj	prononco
level	li estus tre soleca	han skulle vara väldigt ensam	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Jag kommer dock att passera	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Jag kommer att spendera morgondagen hemma dock	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	i ungdomen	in youth	grupo	alternativoj	prononco
level	oni havas	en har	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	har också skönhet	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	komplicerade jobb	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	komplicerade jobb (objektiv)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	bör förenkla	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	i den åldern	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	han har redan blivit ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	chef för idrottsföreningen	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	man lägger pengar	one puts money	grupo	alternativoj	prononco
level	en monujon	i en plånbok	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	lägger i en handväska	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	följ exemplen	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	från de goda familjemedlemmarna	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	gör vänskap dig lyckligare?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	gör dig glad	makes you happy	grupo	alternativoj	prononco
level	ol la amo	än kärleken	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	hur ofta gör du ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	du skriver brev till ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	skriver brev till dina tjejkompisar	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	dina tjejkompisar i Italien	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	relationen mellan dig och din lärare	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	har förhållandet förändrats?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	vet du redan ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	ganska bra	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	det var kväll i ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	hundratals människor	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	fyller torget	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	unga män och soldater	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	sjömän från fartygen	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	enastående dam	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	enastående damer	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	utländska resenärer	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	alla flyttar till centrum	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	lite längre	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	inte långt från havet	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	det fanns ett litet torg	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	lite längre men inte långt	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	i slutet av det	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	nära havet	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	en man stod i närheten	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	enligt kläderna	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	man kan lätt veta ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	det var möjligt att ta reda på att ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	en rik mans gondolier	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	kunde få reda på att han var en gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	han såg ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	tittade på den glada publiken	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	ett leende lyste upp hans ansikte	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	när han såg en sjöman	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	sjömannen som anlände	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	sidan av havet	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	anlände från sidan av havet	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	är det du, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	utbrast gondolieren	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	alla säger att ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	i händerna på turkarna	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	att du föll i turkarnas händer	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	vi träffade en	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	från våra fartyg	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	den följde oss	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	i mer än en timme	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	men det är inte lätt att gå ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	att gå snabbare än vårt skepp	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	vilka nyheter är här?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	här i Venedig	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	inget intressant	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	bara en stor olycka	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	känner du Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	jag känner honom	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ett stort skepp sänkte hans gondol	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	och hur är det med honom?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondolen sjönk	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	det hände att ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	vi var nära	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	vi tog honom i vår gondol	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	på samma gång	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	min chef drunknade	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	att hjälpa en ung kvinna	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	en ung kvinna som nästan dog	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	med sin farbror	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	dog nästan med sin farbror	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	där var en ung kvinna	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	vi kunde inte hjälpa honom	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	var en viktig person	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	vad förde dig till Venedig?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	min vän	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	sjömannen såg upp	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	sneglade snabbt på sin vän	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	och började säga	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	så du vet ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Jag tog med ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondoljären stoppade honom plötsligt	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	han sa	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	då gick en man förbi	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	en man gick förbi honom	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	han var ännu inte trettio	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	och hans ansikte var färglöst	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	hans gång var säker och lätt	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	hans ansikte var ledsen	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	när han såg mannen, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	det sägs att ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	många viktiga personer ger ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	hemligt arbete	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	hemliga jobb	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	ger honom hemliga jobb	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	för många hemligheter	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	han vet för många hemligheter	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	därför är de rädda	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	att skicka honom i fängelse	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	sa sjömannen	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	och som han talade	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	han pekade på herrgården	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges herrgård	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	många viktiga personer behöver hans hjälp	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	hur mycket betalar de?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	betalar honom	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	betalar för ett dödande	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	absolut inte mindre än ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	än hundra mynt	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	glöm inte att ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	att han arbetar för dem	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	för dem som har tillräckligt med pengar	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	att betala honom	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	i Venedig finns ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	dessa saker	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	att glömma dessa saker	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	saker som är bättre att glömma	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	om du vill äta i fred	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	att äta ditt bröd i fred	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	det blev lite tystnad	there was some silence	grupo	alternativoj	prononco
level	kaj poste	och senare	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondoljären talade igen	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	du kom precis i tid	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	att se en båttävling	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	sa någon svagt	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	nära gondoliern	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	borgmästaren i staden	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	pekade ordlöst på gondolen	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	sa gondoljären	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	och tog sin väns hand	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	kastar papperet	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	i papperskorgen	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	flickorna kastade tidningarna	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	var är min penna	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Jag vill svara honom	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	solen försvann	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	och nu är det nästan mörkt	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	var snäll och ät	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	snälla ät brödet	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	med bestick	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Ursäkta mig	excuse me	grupo	alternativoj	prononco
level	rajtas resti	får stanna	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Jag har ingen rätt att stanna	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	kan du ta med ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	från min syster	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	när köpte du ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	köpte det där musikinstrumentet	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	vem använde senast?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	använde min nyckel	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	körde du?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	i Venedig	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	även med gondol	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	kommer du att kunna somna?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	sedan, när det blev tyst	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	herren var lång	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	lång, fet	tall, fat	grupo	alternativoj	prononco
level	dika, peza	tjock, tung	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	tung och stor	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	var lång, tjock, tung och stor	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	gav styrka	gave strength	grupo	alternativoj	prononco
level	havinda forto	en kraft värd att ha	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fysisk styrka värd att ha	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	som gav	that gave	grupo	alternativoj	prononco
level	donis al li	gav honom	gave him	grupo	alternativoj	prononco
level	tio donis forton	som gav styrka	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	gav kroppsstyrka värd att ha	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	hans utseende	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	en lång persons utseende	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	en liten roll	a small role	grupo	alternativoj	prononco
level	ludis rolon	spelat en roll	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ingen liten roll	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	spelat en liten roll	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	spelade ingen liten roll	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	i det faktum att ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	majoriteten av folket	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	om inte rädd	if not afraid	grupo	alternativoj	prononco
level	lin timis	var rädd för honom	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	om han var rädd	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	om inte rädd för honom	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	verkligen respekterad	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	tänkte åtminstone på ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	före ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	för att tillfredsställa honom	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	att misshaga honom	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	innan missnöje ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	innan du bestämmer ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	att besluta att misshaga ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	att bestämma sig för att tillfredsställa honom	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	innan han bestämmer sig för att misshaga honom	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	det, som är användbart	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	ofta användbart under dagen	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	en obehaglig olägenhet	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	själv	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	utgör en obehaglig olägenhet	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	framstår som en obehaglig olägenhet	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	på en plats full av träd	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	sedan, när man gick vilse	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	i en omänsklig vildmark	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	och går av vägen i kaos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	en lång stor kropp	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	misslyckades med att klara ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	bland buskarna	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	förutom att röra de naturliga sakerna	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	allmänt våt	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	mitt i blöt natur	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	våta naturliga saker, i mitten av vilka ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	han gick med svårighet	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	det var en upplevelse	it was an experience	grupo	alternativoj	prononco
level	ne malofte	inte ovanligt	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	smärtsamt och alltid obehagligt	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	ju fler ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	gått framåt i livet	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	i slottsskogen	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	ju längre fram desto mer ogillade ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	ogillade den nattliga naturen	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	en man med ögon som kan ses tydligt	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
