A.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	al kiu	कसलाई	to whom	grupo	alternativoj	prononco
level	vi donis ~	तपाईंले दिनुभयो ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	कसलाई दियौ ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	सफा चश्मा	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	तपाईंले सफा चश्मा दिनुभयो	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	रक्सीको लागि सफा चश्मा	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	को विरुद्ध	against whom	grupo	alternativoj	prononco
level	via sportklubo	आफ्नो खेलकुद क्लब	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ विरुद्ध खेल्छ	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	दुई हप्ता अघि	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	तपाइँको खेलकुद क्लब को विरुद्ध खेल्यो?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	के तिमीले देख्यौ ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	के तपाइँ प्राय ~ देख्नुहुन्छ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	अक्सर पुलिस देख्छु	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~ मा बस्ने एक	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	बस्ने ठाउँमा बस्छन्	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	तपाईंको माथि बस्ने ठाउँ	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~ मा बस्ने प्रहरी अधिकारीलाई देख्छ	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ड्राइभिङ योजना	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	यात्रा गर्न चाहन्थे	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	अर्को देश यात्रा गर्न	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	खाली समयमा	in free time	grupo	alternativoj	prononco
level	ili decidis iri	तिनीहरूले जाने निर्णय गरे	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	इटाली जाने निर्णय गरे	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	पुराना शहरहरू	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	पुरानो शहरहरु संग एक देश	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	अन्य सुन्दरीहरू	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	र अन्य सुन्दरताहरू	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	पुरानो शहर र अन्य सुन्दरता संग एक सुन्दर देश	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	तिनीहरू खुशी थिए	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	कहाँ छ ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	मेरो लुगा कहाँ छ	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	उनले सोधिन् ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~ ल्याउन नबिर्सनुहोस्	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	किताब साथमा लैजान	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	एस्पेरान्तो सिक्नको लागि एउटा पुस्तक	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	सिक्नको लागि किताब बोक्न	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	हामी ~ सुरु गर्न सक्छौं	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ट्रेन मा	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	पहिले नै ट्रेन मा	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	हामी केहि गर्ने छैनौं	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	कारबाट	by car	grupo	alternativoj	prononco
level	ni veturos per ~	हामी ~ द्वारा ड्राइभ गर्नेछौं	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	कार चलाउनेछ	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	मसँग एउटा रहस्य छ	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	मेरो धनी काका	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	मेरो इच्छा	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	मेरो इच्छा पूरा गरे	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	हामीलाई दिनुभयो	gave us	grupo	alternativoj	prononco
level	sian aŭton	उसको गाडी	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	र हामीलाई आफ्नो कार दिए	and gave us his car	grupo	alternativoj	prononco
level	por uzo	प्रयोगको लागि	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	यो ~ अघि खडा छ	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	घर अगाडि उभिएको छ	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	मैले भन्नु पर्छ ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	केही नभन	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	बसौं	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	कार मा चढ्नुहोस्	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ सम्म चलाउन	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	र इटाली जानुहोस्	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	गाडीमा बसे	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	लुगा पनि	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ कारमा थियो	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	अझै बसे र पर्खिरहेका थिए	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	तर उहाँले पर्खनुभयो	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	हामी किन गर्दैनौं ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	हामी किन गाडी चलाउन सुरु गर्दैनौं?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	मसँग पनि ~ छ	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	गाडी चलाउने थिए	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	तर मलाई थाहा छैन ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	मैले त्यो कहिल्यै सिकेँ	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	म विश्वास गर्छु ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	यदि म स्वस्थ थिएँ	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	म धेरै खुसी हुने थिए	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	यदि तपाईं धनी हुनुहुन्छ भने	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	तिमी त्यहाँ धनी मानिस जस्तै बस्छौ	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	आरोपित विद्यालय	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	धनी मानिस जस्तै	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	तिमी त्यहाँ धनी मानिस जस्तै बस	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	यति धेरै पैसा	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	विचार जति पैसा	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	यदि मसँग यति पैसा थियो भने	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	म यात्रा गर्थे	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	विश्व भरि	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	हरेक शब्दकोशमा	in every dictionary	grupo	alternativoj	prononco
level	mankas io	केहि हराइरहेको छ	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	केही शब्दहरू छुटेका छन्	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	लामो बोल्ने मान्छे	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	खाने टेबलमा	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	बताउने व्यक्ति भोकै रहनेछ	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	खाने टेबलमा भनिरहन्छ	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	उसले ~ मा ध्यान दिनु पर्यो	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ गर्न अनुमति थिएन	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	बस्न अनुमति दिइएको थियो	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	लामो समयसम्म बस्न दिइएन	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	वर्षामा बाहिर बस्न	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	त्यसैले उनलाई चिसो लाग्यो	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	उसको आफ्नै स्पष्ट विचार छ	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	तर उसले सबै कुरा विश्वास गर्नेछ	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	तपाईले जे भन्नुहुन्छ	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	तिमी उसको पत्नी जस्तै	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	आफ्नो आमाबाबु	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	आफ्नो आमाबाबुलाई खुसी बनाउन	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	के कृपया ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	तपाईंको आमाबाबुलाई सबैभन्दा खुशी बनाउन सक्छ?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	सिकाइ पछि	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	कम से कम सिकाइ पछि	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	शहर केन्द्र मा	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	यदि तपाईं मसँग जानुहुन्छ भने	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	यदि तपाईं मसँग शहरमा जानुहुन्छ भने	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	तपाईं कहाँ यात्रा गर्न चाहनुहुन्छ?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	यदि तपाईंसँग थियो ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	पर्याप्त पैसा	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	यदि तपाईंसँग पर्याप्त पैसा र तापमान थियो	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	के तपाईं ~ योजना गर्दै हुनुहुन्छ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	पेरिस जाने योजना छ	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	एक अक्सुटो संग ड्राइभ गर्न	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	धेरै राम्रो	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	धेरै राम्रो देखिन्छ	seems much better	grupo	alternativoj	prononco
level	per vagonaro	रेल बाट	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	वा यो धेरै राम्रो जस्तो लाग्दैन?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	विभिन्न मानिसहरू	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	मानिसहरू किन विभिन्न तरिकामा व्याख्या गर्छन्?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	समान विचारहरू	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	एउटै विचार व्याख्या गर्दछ	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	परिवारका सदस्यहरू भेला हुन्छन्	family members get together	grupo	alternativoj	prononco
level	kiel rapide	कति छिटो	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	दिन बिते	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	दिनहरू कति छिटो बित्छन्!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	भोलि ~ हुनेछ	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	तिम्रो बुबाको जन्मदिन	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	धेरै परिवारका सदस्यहरू	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	परिवारका धेरै सदस्य आउनेछन्	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	र साथीहरू	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	कृपया ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	कृपया थोरै मद्दत गर्न सक्नुहुन्छ?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	केही बेर	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	थोरै समय खोज्नुहोस्	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	आफ्नो कोठा सफा गर्न	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	कम्तिमा आफ्नो कोठा सफा गर्न	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	म चाहन्छु ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	म केहि पकाउन चाहन्छु	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	केहि राम्रो	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	केहि राम्रो पकाउनुहोस्	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	जन्मदिन केक को लागी	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	दूधको अभाव छ	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	घरमा	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	यो खरिद गर्न आवश्यक छ ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	केही खाना	some food	grupo	alternativoj	prononco
level	el vendejo	एउटा पसलबाट	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	लुकाउने ठाउँबाट केही खाना लिन	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	म किनमेल गर्छु	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	जन्मदिनको लागि	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	बसेर खानुको सट्टा	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	रोचक मान्छे	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	चासो नहुने परिवारका सदस्यहरूसँग	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	म पिकनिकमा जान चाहन्छु	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	क्लब सदस्यहरु संग	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	कुन क्लबका सदस्यहरूसँग ?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	बुबाले भने	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	कुनै प्रकारको कागज, केहि प्रकारका कागजहरू	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	एक ब्रीफकेस मा	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	कागजको डिब्बामा	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	कागजको डिब्बामा कागज फाले	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	केही कागजहरू कागजको बिनमा फाले	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	भोलि चाँडै	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	मेरो खेलकुद क्लबका सदस्यहरू	members of my sports club	grupo	alternativoj	prononco
level	kara mia	मेरी प्रिय	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	के त्यो सहि हो?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	तिमी अनुपस्थित हुनुपर्छ	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	हैन ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	तपाईंको साथी क्लब सदस्यहरू	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	तपाइँको साथी क्लब सदस्यहरु संग एक अर्का लाई देख्छ	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	हप्ताको तीन चोटि	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	के म ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	केहि प्रस्ताव गर्ने अधिकार छ	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	परिवारका सदस्यसँग खाना खानेछु	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	तर दोस्रो भागमा	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	म मेरा साथीहरूसँग जान्छु	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ को बारेमा कुरा गर्नेछ	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	असफल ड्राइभ	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	असफल ड्राइभको बारेमा निश्चित रूपमा कुरा गर्नेछ	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	केक पछि	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	म त्यो अब चाहन्न	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	त्यो सुन्न चाहन्छ	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	हामीसँग किन छैन ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	एक विचार धनी काका	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	धनी काकाको केही विचार छ	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	मेरो परिवारमा	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	आमा मुस्कुराउनुभयो	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	उनको शब्दमा	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	उसलाई थाहा छ ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	थोरै धेरै बोल्छ	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	यो मात्र पर्याप्त छैन ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	विचारहरूको धन	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ पनि आवश्यक छ	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	यो गर्नको लागि पूर्ण वालेट	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	आमाले जारी राख्नुभयो ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	अलिकति मौनता पछि	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	केहि मिनेट पहिले	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	एनाले उसलाई ~ फोन गर्यो	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	उहाँले हामीलाई पनि भेट्नुहुनेछ	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	एक मीठो केक	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	उनलाई साँच्चै मीठो केक मन पर्छ	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	मोटो नहोस् भनेर सावधान रहन्छ	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	यद्यपि उसले ध्यान दिनेछ	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	तुरुन्तै मन परिवर्तन भयो	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	भ्रमणको समयमा	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	उनी बिना	without her	grupo	alternativoj	prononco
level	li estus tre soleca	ऊ धेरै एक्लो हुनेछ	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	तर पनि पास गर्छु	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	भोलि घरमै बिताउनेछु	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	युवावस्थामा	in youth	grupo	alternativoj	prononco
level	oni havas	एक छ	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	सुन्दरता पनि छ	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	जटिल कामहरू	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	जटिल काम (उद्देश्य)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	सरलीकरण गर्नुपर्छ	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	त्यो उमेरमा	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	ऊ पहिले नै ~ भइसकेको छ	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	खेलकुद क्लबको प्रमुख	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	एक पैसा राख्छ	one puts money	grupo	alternativoj	prononco
level	en monujon	वालेटमा	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	पर्समा राख्छ	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	उदाहरणहरू पछ्याउनुहोस्	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	राम्रो परिवारका सदस्यहरूबाट	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	के मित्रताले तपाईंलाई खुशी बनाउँछ?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	तपाईंलाई खुशी बनाउँछ	makes you happy	grupo	alternativoj	prononco
level	ol la amo	प्रेम भन्दा	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	तपाई कति पटक ~ गर्नुहुन्छ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	तिमी ~ लाई पत्र लेख्छौ	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	आफ्नो केटी साथीहरूलाई पत्र लेख्छ	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	इटालीमा तपाईंको केटी साथीहरू	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	तपाईं र तपाईंको शिक्षक बीचको सम्बन्ध	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	सम्बन्ध परिवर्तन भएको छ?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	के तपाईलाई पहिले नै थाहा छ ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	एकदम राम्रो	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	यो ~ मा साँझ थियो	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	सयौं मानिसहरू	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	वर्ग भर्छ	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	जवान पुरुष र सैनिकहरू	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	जहाजबाट नाविकहरू	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	उत्कृष्ट महिला	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	उत्कृष्ट महिलाहरु	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	विदेशी यात्रीहरू	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	सबैजना शहरको केन्द्रमा सर्दै छन्	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	अलि अगाडि	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	समुद्र देखि टाढा छैन	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	त्यहाँ एउटा सानो वर्ग थियो	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	अलि अगाडि तर टाढा छैन	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	यसको अन्त्यमा	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	समुन्द्र नजिक	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	एकजना मानिस नजिकै उभिएको थियो	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	कपडा अनुसार	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	कसैले सजिलै थाहा पाउन सक्छ ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	यो पत्ता लगाउन सम्भव थियो ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	एक धनी मानिसको गन्डोलियर	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	ऊ एक गन्डोलियर थियो भनेर पत्ता लगाउन सक्छ	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	उसले हेर्यो ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	हर्षित भीडलाई हेरे	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	उसको अनुहारमा मुस्कान आयो	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	जब उसले एक नाविक देख्यो	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	आइपुगेको नाविक	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	समुद्र को छेउमा	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	समुद्रको छेउबाट आयो	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	के त्यो तिमी, स्टीफन?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	गण्डोलियरले चिच्याए	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	सबैले भन्छन् ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	टर्कीको हातमा	into the hands of the Turks	grupo	alternativoj	prononco
