C.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	dualismo	egy dualizmus	a dualism	grupo	alternativoj	prononco
level	lato	egy léc	a lath	grupo	alternativoj	prononco
level	prostitui	prostituálni	to prostitute	grupo	alternativoj	prononco
level	etimologio	etimológia	etymology	grupo	alternativoj	prononco
level	floreno	florin, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	spondeus	spondee	grupo	alternativoj	prononco
level	heksametro	egy hexameter	a hexameter	grupo	alternativoj	prononco
level	hektogramo	egy hektogram	a hectogram	grupo	alternativoj	prononco
level	hektolitro	egy hektoliter	a hectolitre	grupo	alternativoj	prononco
level	hektometro	egy hektométer	a hectometre	grupo	alternativoj	prononco
level	imperfekto	tökéletlen	imperfect	grupo	alternativoj	prononco
level	indikativo	jelzésértékű	indicative	grupo	alternativoj	prononco
level	arkeologio	régészet (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	egy korrelatív	a correlative	grupo	alternativoj	prononco
level	logogrifo	egy logó, egy rejtvény	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	mérőszámok	metrics	grupo	alternativoj	prononco
level	trofeo	egy trófeát	a trophy	grupo	alternativoj	prononco
level	miriametro	egy miraméter	a miriameter	grupo	alternativoj	prononco
level	monogramo	egy monogram	a monogram	grupo	alternativoj	prononco
level	salvo	egy szalvo, egy robbanás, egy fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	egy obolus, egy obol	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	óhajtó	optative	grupo	alternativoj	prononco
level	paleografio	paleográfia	paleography	grupo	alternativoj	prononco
level	parafrazo	egy parafrázis	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	egy paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	egy pentaméter	a pentameter	grupo	alternativoj	prononco
level	piastro	egy piaszter	a piastre	grupo	alternativoj	prononco
level	pleonasmo	pleonasmus, redundancia	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	előírás, múlt idő	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	egy szillogizmus	a syllogism	grupo	alternativoj	prononco
level	spektro	egy spektrum	a spectrum	grupo	alternativoj	prononco
level	solecismo	egy szolecizmus	a solecism	grupo	alternativoj	prononco
level	hierarkio	hierarchia (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	hozzákapcsolt	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontán	spontaneous	grupo	alternativoj	prononco
level	amuleto	egy amulettet	an amulet	grupo	alternativoj	prononco
level	tropo	egy trópusát	a trope	grupo	alternativoj	prononco
level	atributo	attribútum	an attribute	grupo	alternativoj	prononco
level	kluki	kattogni	to cluck	grupo	alternativoj	prononco
level	akvilegio	egy columbine, egy aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	skarlát pimpernel (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	egy angyalka	an angelica	grupo	alternativoj	prononco
level	aorto	egy aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, egy vadzeller, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	árnika, leopárdrózsa, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, firth	fjord, firth	grupo	alternativoj	prononco
level	atavismo	visszaütés	atavism	grupo	alternativoj	prononco
level	balzamino	balzsam, impatiens (Balsamin)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	egy történelemkönyv	a bistoury	grupo	alternativoj	prononco
level	bronkito	hörghurut	bronchitis	grupo	alternativoj	prononco
level	celulozo	cellulóz	cellulose	grupo	alternativoj	prononco
level	ciklopo	Küklopsz	Cyclops	grupo	alternativoj	prononco
level	endivio	endívia, cikória (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	egy ballada	a ballade	grupo	alternativoj	prononco
level	entomologio	rovartan	entomology	grupo	alternativoj	prononco
level	erizipelo	orbánc	erysipelas	grupo	alternativoj	prononco
level	haremo	hárem (muzulmán női szoba)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	következtetni	to deduce	grupo	alternativoj	prononco
level	eŭnuko	egy eunuch	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	egy fűző, egy míder	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	szajkó (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	egy rejtjel, egy kód, egy kombináció	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	egy pálya	an orbit	grupo	alternativoj	prononco
level	harpio	hárpia, hárpia sas	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotróp, heliotróp	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafrodita	hermaphrodite	grupo	alternativoj	prononco
level	polipo	egy polip	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hidroterápia	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hipertrófia	hypertrophy	grupo	alternativoj	prononco
level	hisopo	izsóp (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	freskó	fresco	grupo	alternativoj	prononco
level	humero	humerus	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemónia, dominancia	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	egy ilex, egy magyal	an ilex, a holly	grupo	alternativoj	prononco
level	irido	írisz (virág)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	körömvirág, körömvirág	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	egy linóta	a linnet	grupo	alternativoj	prononco
level	blokado	blokád	blockade	grupo	alternativoj	prononco
level	kokono	egy gubó	a cocoon	grupo	alternativoj	prononco
level	kondoro	egy kondor	a condor	grupo	alternativoj	prononco
level	bojkoti	bojkottálni	to boycott	grupo	alternativoj	prononco
level	konvolvulo	egy görcs, egy hajnali fény, egy szálfű	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	egy hornet	a hornet	grupo	alternativoj	prononco
level	kreso	egy zsázsa	a cress	grupo	alternativoj	prononco
level	kumino	egy kömény	a cumin	grupo	alternativoj	prononco
level	malario	malária	malaria	grupo	alternativoj	prononco
level	marasmo	marazmus, lesoványodás	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	egy obeliszk	an obelisk	grupo	alternativoj	prononco
level	meliso	egy melissa	a melissa	grupo	alternativoj	prononco
level	merlango	egy vékonybajszú tőkehal	a whiting	grupo	alternativoj	prononco
level	divano	egy díván, egy keleti tanács, egy oszmán	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	egy mikroba	a microbe	grupo	alternativoj	prononco
level	milvo	sárkány (madár)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	egy mimóza	a mimosa	grupo	alternativoj	prononco
level	monomanio	monománia	monomania	grupo	alternativoj	prononco
level	moruo	egy tőkehal	a cod fish	grupo	alternativoj	prononco
level	nizo	egy veréb sólyom	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	egy szarkofág	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	sáfrány, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	egy orchidea	an orchid	grupo	alternativoj	prononco
level	ekvacio	egy egyenlet	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontológia	paleontology	grupo	alternativoj	prononco
level	naso	angolnacsapda, halcsapda	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	egy tüskés homár, tengeri rák	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	egy pávián	a baboon	grupo	alternativoj	prononco
level	pistilo	bibe, mozsártörő	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	lapos hal, lepényhal	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	egy póréhagyma	a leek	grupo	alternativoj	prononco
level	rajo	rája, rája, rája	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	gyertyatartó, gyertyatartó	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	retina	retina	grupo	alternativoj	prononco
level	reŭmatismo	reuma	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	pap	a priest	grupo	alternativoj	prononco
level	turbo	egy pörgő	a spinning top	grupo	alternativoj	prononco
level	slipo	egy cédulát, egy iratlapot	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	batiszt, kambric	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	egy szeráf	a seraph	grupo	alternativoj	prononco
level	sevrugo	csillagos tokhal, csillagos tokhal	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	egy záróizom	a sphincter	grupo	alternativoj	prononco
level	sifiliso	szifilisz, pox	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tuberkulózis, tuberkulózis (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	egy mustármag	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	egy fanfár	a fanfare	grupo	alternativoj	prononco
level	skalpo	egy fejbőrt	a scalp	grupo	alternativoj	prononco
level	skorzonero	egy fekete salsify	a black salsify	grupo	alternativoj	prononco
level	talismano	talizmán, kabala	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	sperma, sperma	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	egy tarantula	a tarantula	grupo	alternativoj	prononco
level	revizoro	könyvvizsgáló, ellenőr	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	egy sánc	a tench	grupo	alternativoj	prononco
level	celerio	egy zeller	a celery	grupo	alternativoj	prononco
level	cidonio	egy birsalma	a quince	grupo	alternativoj	prononco
level	galantino	zselatin	gellatine	grupo	alternativoj	prononco
level	grogo	egy grog, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	karamella	caramel	grupo	alternativoj	prononco
level	kirŝo	egy kirsh, egy cseresznyepálinka	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	egy befőtt, egy párolt gyümölcs	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	egy naspolyát	a medlar	grupo	alternativoj	prononco
level	mirabelo	egy mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pesszimizmus	pessimism	grupo	alternativoj	prononco
level	plebo	plebs, köznép	plebs, common people	grupo	alternativoj	prononco
level	saguo	egy szágó	a sago	grupo	alternativoj	prononco
level	vermuto	egy vermut (bor)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabeszk	arabesque	grupo	alternativoj	prononco
level	arbalesto	számszeríj, lándzsapuska	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	velő, velő, bél	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	ballisztika	ballistics	grupo	alternativoj	prononco
level	orgio	egy orgia	an orgy	grupo	alternativoj	prononco
level	baziliko	egy bazilika	a basilica	grupo	alternativoj	prononco
level	gruzo	egy kavics, egy kavics	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	égő, égő	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	egy diapazon, egy hangvilla	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dinamit	dynamite	grupo	alternativoj	prononco
level	maroko	Marokkó	Morocco	grupo	alternativoj	prononco
level	ditirambo	egy ditirambus	a dithyramb	grupo	alternativoj	prononco
level	eklogo	egy ekloga	an eclogue	grupo	alternativoj	prononco
level	falango	egy falanx	a phalanx	grupo	alternativoj	prononco
level	garnituro	egy garnitúra	a garniture	grupo	alternativoj	prononco
level	geodezio	Geodézia	geodesy	grupo	alternativoj	prononco
level	gladiatoro	egy gladiátor	a gladiator	grupo	alternativoj	prononco
level	glazuro	egy máz, cukormáz, cukormáz, lakk	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	egy delettáns, egy amatőr, egy düledező	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	egy kaleidoszkóp	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	egy alabárdot	a halberd	grupo	alternativoj	prononco
level	harmoniumo	egy harmónium	a harmonium	grupo	alternativoj	prononco
level	uzuro	egy uzsora	a usury	grupo	alternativoj	prononco
level	hipodromo	egy hippodrom, egy lóversenypálya	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	impresszárió, üzletember	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	egy kabriót, egy kabriót	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	egy kaliber	a caliber	grupo	alternativoj	prononco
level	kameo	egy cameo	a cameo	grupo	alternativoj	prononco
level	kartografio	térképészet	cartography	grupo	alternativoj	prononco
level	aŭtokrato	egy autokrata	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	egy kartusz	a cartouche	grupo	alternativoj	prononco
level	dekadenco	egy dekadencia	a decadence	grupo	alternativoj	prononco
level	kazemato	egy kazamatát	a casemate	grupo	alternativoj	prononco
level	kepo	a kepi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarchia (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	egy xilofon	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	egy quadrill	a quadrille	grupo	alternativoj	prononco
level	majoliko	egy majolika	a majolica	grupo	alternativoj	prononco
level	makadamo	egy makadám	a macadam	grupo	alternativoj	prononco
level	matadoro	matador, torreádor	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	tüntetés, gyűlés	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	egy metronóm	a metronome	grupo	alternativoj	prononco
level	oktavo	egy oktáv	an octave	grupo	alternativoj	prononco
level	orografio	földrajz	orography	grupo	alternativoj	prononco
level	palankeo	palánk, alom (szállító emberhordozás)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	teljes partitúra (zenei)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	egy peristyle	a peristyle	grupo	alternativoj	prononco
level	petardo	egy petard, petárda	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	egy pilaszter	a pilaster	grupo	alternativoj	prononco
level	pontono	egy ponton	a pontoon	grupo	alternativoj	prononco
level	solventa	oldószer	solvent	grupo	alternativoj	prononco
level	recitativo	egy recitatív	a recitative	grupo	alternativoj	prononco
level	rokoko	rokokó	rococo	grupo	alternativoj	prononco
level	rotondo	egy rotunda	a rotunda	grupo	alternativoj	prononco
level	ametisto	egy ametiszt	an amethyst	grupo	alternativoj	prononco
level	semaforo	szemafor, jelzőlámpa, közlekedési lámpa	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	egy septett	a septet	grupo	alternativoj	prononco
level	serajlo	egy szeráj	a seraglio	grupo	alternativoj	prononco
level	serenado	egy szerenád	a serenade	grupo	alternativoj	prononco
level	arkeologo	egy régész (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	szanhedrin, szanhedrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	egy alap, egy talapzat, egy lábazat	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	egy bojt, egy pompon, egy bojt, egy rojt	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	egy tambura	a tambourine	grupo	alternativoj	prononco
level	tamtamo	egy tamtam, egy tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	egy tandem, egy tandem kerékpár	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	egy tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	egy tiara, egy pápai korona	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	egy tinder, egy touchwood	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	egy tóga	a toga	grupo	alternativoj	prononco
level	topografio	topográfia	topography	grupo	alternativoj	prononco
level	toreadoro	egy toreador, egy torreádor	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	egy szatén, egy szatén	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	egy kereszthajó, egy körutazás	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	egy harsonát	a trombone	grupo	alternativoj	prononco
level	turbino	egy turbinát	a turbine	grupo	alternativoj	prononco
level	ulano	egy ulán, egy ulán	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spekulálni (üzlet), szerencsejátékra	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	egy sloop, egy shaloop csónak, egy nagy haszoncsónak	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	egy repesz	a shrapnel	grupo	alternativoj	prononco
level	okulta	okkult	occult	grupo	alternativoj	prononco
level	baleto	egy balett	a ballet	grupo	alternativoj	prononco
level	anomalio	egy anomália	an anomaly	grupo	alternativoj	prononco
level	puritano	egy puritán	a puritan	grupo	alternativoj	prononco
level	bazalto	egy bazalt	a basalt	grupo	alternativoj	prononco
level	berilo	egy berill, egy jáspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	egy dinamométer	a dynamometer	grupo	alternativoj	prononco
level	grafito	egy grafit	a graphite	grupo	alternativoj	prononco
level	gutaperko	egy guttapercha	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apotrozálni, isteníteni	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hidrosztatika	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	egy kalomelt	a calomel	grupo	alternativoj	prononco
level	kolodio	egy kollódium	a collodion	grupo	alternativoj	prononco
level	konglomerato	egy konglomerátum	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	eucharisztia, szentség	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kozmogónia	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kozmográfia	cosmography	grupo	alternativoj	prononco
level	kreozoto	kreozot	creosote	grupo	alternativoj	prononco
level	kronometro	egy kronométer	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadratúra	quadrature	grupo	alternativoj	prononco
level	horoskopo	egy horoszkóp	a horoscope	grupo	alternativoj	prononco
level	kvociento	egy hányados	a quotient	grupo	alternativoj	prononco
level	lapiso	luna maró	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritmus	logarithm	grupo	alternativoj	prononco
level	lozanĝo	egy pasztilla, egy gyémánt	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	egy malachit	a malachite	grupo	alternativoj	prononco
level	manometro	manométer, nyomásmérő	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridián (vonal)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteor, hullócsillag	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorológia	meteorology	grupo	alternativoj	prononco
level	mikrometro	egy mikrométer	a micrometer	grupo	alternativoj	prononco
level	purgatorio	purgatórium	purgatory	grupo	alternativoj	prononco
level	mineralogio	ásványtan	mineralogy	grupo	alternativoj	prononco
level	plagiato	plágium	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftalin	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotin	nicotine	grupo	alternativoj	prononco
level	onikso	ónix	onyx	grupo	alternativoj	prononco
level	ozono	ózon	ozone	grupo	alternativoj	prononco
level	estono	egy észt	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	egy paralelogramma	a parallelogram	grupo	alternativoj	prononco
level	perimetro	egy kerületet	a perimeter	grupo	alternativoj	prononco
level	segmento	egy szegmens	a segment	grupo	alternativoj	prononco
level	sifono	egy szifon	a siphon	grupo	alternativoj	prononco
level	stalagmito	egy sztalagmit	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	egy cseppkő	a stalactite	grupo	alternativoj	prononco
level	striknino	sztrichnin	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	kiközösíteni	to excommunicate	grupo	alternativoj	prononco
level	talko	talkum, francia kréta	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangens	tangent	grupo	alternativoj	prononco
level	trapezo	trapéz, trapéz	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometria	trigonometry	grupo	alternativoj	prononco
level	vazelino	vazelin, vazelin	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	lemondás, önmegtagadás	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	egy alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	engedményezni, engedélyt adni, franchise-t adni	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	érettségizett, bachelor	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahmin	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	egy demagóg	a demagogue	grupo	alternativoj	prononco
level	etnografio	néprajz	ethnography	grupo	alternativoj	prononco
level	fakiro	fakír, faquir	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	egy aureola, egy aura, egy halo (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	egy mentor	a mentor	grupo	alternativoj	prononco
level	pesimisto	egy pesszimista	a pessimist	grupo	alternativoj	prononco
level	feministo	egy feminista	a feminist	grupo	alternativoj	prononco
level	hetmano	egy hetman	a hetman	grupo	alternativoj	prononco
level	binoklo	távcső	binoculars	grupo	alternativoj	prononco
level	kalifo	kalifa	caliph	grupo	alternativoj	prononco
level	diluvo	özönvíz, árvíz	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	óvadékot, elismerést	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	egy kodicil	a codicil	grupo	alternativoj	prononco
level	kongregacio	egy gyülekezet	a congregation	grupo	alternativoj	prononco
level	konsistorio	egy konzisztórium	a consistory	grupo	alternativoj	prononco
level	kvestoro	egy quaestor	a quaestor	grupo	alternativoj	prononco
level	lamao	Láma	Lama	grupo	alternativoj	prononco
level	stenografi	gyorsíráshoz, gyorsíráshoz	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	egy mandarin (tiszt)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	egy kozeg	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempszichózis, reinkarnáció	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monoteizmus	monotheism	grupo	alternativoj	prononco
level	pivoto	egy forgáspont	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotizmus	nepotism	grupo	alternativoj	prononco
level	sortimento	választék, fajtaválaszték	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilizmus	nihilism	grupo	alternativoj	prononco
level	nihilisto	egy nihilista	a nihilist	grupo	alternativoj	prononco
level	nimbo	egy nimbusz, egy halo	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	éremtan	numismatics	grupo	alternativoj	prononco
level	cisterno	ciszterna, tározó, tartályhajó	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	cserépszavazás	ostracism	grupo	alternativoj	prononco
level	panteismo	panteizmus	pantheism	grupo	alternativoj	prononco
level	panteisto	egy panteista	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spekulatív	speculative	grupo	alternativoj	prononco
level	parafo	parafa, kezdőbetű	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	egy biztosítási kötvény	an insurance policy	grupo	alternativoj	prononco
level	politeismo	politeizmus	polytheism	grupo	alternativoj	prononco
level	prerogativo	előjog	a prerogative	grupo	alternativoj	prononco
level	protektorato	protektorátus	a protectorate	grupo	alternativoj	prononco
level	prozelito	prozelita, hittérítő	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	racionalizmus	rationalism	grupo	alternativoj	prononco
level	racionalisto	egy racionalista	a rationalist	grupo	alternativoj	prononco
level	sinoptika	szinoptikus	synoptic	grupo	alternativoj	prononco
level	skolastiko	skolasztika	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritualizmus, spiritualitás	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	spiritiszta	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	egy röpiratot	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarot, taroc	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teizmus	theism	grupo	alternativoj	prononco
level	teisto	egy teista	a theist	grupo	alternativoj	prononco
level	teokratio	egy teokrácia	a theocracy	grupo	alternativoj	prononco
level	trusto	üzleti bizalom	a business trust	grupo	alternativoj	prononco
level	ukazo	egy ukázist	a ukase	grupo	alternativoj	prononco
level	ultimato	egy ultimátum	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Sah	Shah	grupo	alternativoj	prononco
level	gramofono	egy gramofon	a gramophone	grupo	alternativoj	prononco
level	kreditoro	egy hitelező	a creditor	grupo	alternativoj	prononco
level	ideografio	ideográfia, képírás	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	idiomatikus kifejezés	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	előidézni, következtetni, általánosítani	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	névleges	nominal	grupo	alternativoj	prononco
level	arkipelago	szigetvilág (=arĥipelago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	gyorsírás, gyorsírás	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	madártan	ornithology	grupo	alternativoj	prononco
level	rekremento	maradék, héj, iszap, huzat	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	egy bomba, pumpáló	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	egy geológus	a geologist	grupo	alternativoj	prononco
level	edikto	rendelet, rendelet	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	egy dombormű	a bas-relief	grupo	alternativoj	prononco
level	kariolo	csapda, kutyakocsi	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	egy édesség, egy kész öltöny	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	empiria, empirizmus	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navigáció	navigation	grupo	alternativoj	prononco
level	observatorio	egy obszervatórium	an observatory	grupo	alternativoj	prononco
level	abdiki	lemondani, lemondani	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	admiralitás	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarchia (=anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	egy földrajztudós	a geographer	grupo	alternativoj	prononco
level	aĝio	egy agio, egy prémium	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	önkényuralom	autocracy	grupo	alternativoj	prononco
level	demagogio	demagógia, demagógia	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	dokk, medence (jacht, csónak, hajó)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Magaslat	Eminence	grupo	alternativoj	prononco
level	komandito	egy betéti társaság	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	egy beiktatás	an inauguration	grupo	alternativoj	prononco
level	biologo	egy biológus	a biologist	grupo	alternativoj	prononco
level	katekisto	katekéta (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glükóz (= glikozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	egy fiziológus	a physiologist	grupo	alternativoj	prononco
