A.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	ne rajtis ~	ei saanut ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	sai jäädä	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	ei saanut jäädä kauaa	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	pysyä ulkona sateessa	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	siksi hän vilustui	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	hänellä on oma selkeä käsityksensä	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	mutta hän uskoo kaiken	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	mitätahansa sanot	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	kuin olisit hänen vaimonsa	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	vanhempasi	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	tehdäksesi vanhempasi onnelliseksi	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	mikä voisi miellyttää ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	mikä voisi tehdä vanhempasi eniten onnelliseksi?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	oppimisen jälkeen	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	ainakin oppimisen jälkeen	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	kaupungin keskustaan	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	jos lähtisit mukaani	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	jos lähtisit keskustaan kanssani	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	minne haluaisit matkustaa?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	jos sinulla olisi ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	tarpeeksi rahaa	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	jos sinulla olisi tarpeeksi rahaa ja lämpöä	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	aiotteko ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	aikoo matkustaa Pariisiin	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	ajaa axutolla	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	paljon parempi	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	näyttää paljon paremmalta	seems much better	grupo	alternativoj	prononco
level	per vagonaro	junalla	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	vai eikö se näytä olevan paljon parempi?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	erilaisia ihmisiä	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	miksi ihmiset selittelevät eri tavoin?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samat ideat	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	selittää samoja ajatuksia	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	perheenjäsenet kokoontuvat yhteen	family members get together	grupo	alternativoj	prononco
level	kiel rapide	kuinka nopeasti	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	päivät kuluvat	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	kuinka nopeasti päivät kuluvat!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	huomenna on ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	isäsi syntymäpäivä	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	useita perheenjäseniä	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	useita perheenjäseniä tulee	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	ja kaverit	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	olisitko kiltti ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	voisitko vähän auttaa?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	pienen hetken	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	löytää vähän aikaa	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	siivoamaan huoneesi	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	ainakin huoneesi siivoamiseen	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Haluaisin ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Haluaisin kokata jotain	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	jotain hyvää	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	keittää jotain hyvää	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	syntymäpäiväkakun vuoksi	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	maidosta puuttuu	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	kotona	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	on tarpeen hankkia ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	jotain ruokaa	some food	grupo	alternativoj	prononco
level	el vendejo	kaupasta	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	hakemaan ruokaa piilopaikalta	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Teen ostoksia	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	syntymäpäivää varten	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	istumisen ja syömisen sijaan	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	mielenkiintoisia ihmisiä	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	kiinnostamattomien perheenjäsenten kanssa	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Haluaisin mennä piknikille	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	seuran jäsenten kanssa	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	minkä seuran jäsenten kanssa?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	sanoi isä	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	jonkinlainen paperi, jonkinlainen paperi	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	salkussa	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	paperilokeroon	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	heitti paperit paperilokeroon	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	heitti paperit paperilokeroon	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	aikaisin huomenna	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	urheiluseurani jäseniä	members of my sports club	grupo	alternativoj	prononco
level	kara mia	rakkaani	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	onko se oikein?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	sinun täytyy olla poissa	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	etkö ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	klubitovereillesi	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	näkee toisensa klubitovereiden kanssa	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	kolme kertaa viikossa	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	saanko ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	on oikeus ehdottaa jotain	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Syön perheenjäsenten kanssa	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	mutta toisessa osassa	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Menen ystävieni kanssa	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	puhuu ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	epäonnistunut asema	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	puhuu varmasti epäonnistuneesta asemasta	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	kakun jälkeen	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	En halua sitä enää	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	haluaa kuulla sen	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	miksi meillä ei ole ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	idearikas setä	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	on ajatus rikas setä	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	perheessäni	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	äiti hymyili	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	hänen sanoistaan	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	hän tietää sen ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	puhuu vähän liikaa	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	ei riitä pelkkä ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	runsaasti ideoita	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ tarvitaan myös	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	täysi lompakko, jotta se toteutuu	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	äiti jatkoi ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	pienen hiljaisuuden jälkeen	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	muutama minuutti sitten	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana kutsui, että hän ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	hän tulee myös käymään meillä	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	makea kakku	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	hän pitää todella makeasta kakusta	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	varo lihomasta	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	vaikka hän kiinnittää huomiota	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	muutti heti mielen	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	retken aikana	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	ilman häntä	without her	grupo	alternativoj	prononco
level	li estus tre soleca	hän olisi hyvin yksinäinen	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	ohitan kuitenkin	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Vietän huomisen kuitenkin kotona	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	nuoruudessa	in youth	grupo	alternativoj	prononco
level	oni havas	yhdellä on	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	on myös kauneutta	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	monimutkaisia töitä	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	monimutkaiset työt (tavoitteellinen)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	pitäisi yksinkertaistaa	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	tuossa iässä	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	hänestä on jo tullut ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	urheiluseuran johtaja	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	yksi laittaa rahaa	one puts money	grupo	alternativoj	prononco
level	en monujon	lompakkoon	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	laittaa kukkaroon	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	seuraa esimerkkejä	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	hyviltä perheenjäseniltä	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	tekeekö ystävyys sinut onnellisemmaksi?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	tekee sinut onnelliseksi	makes you happy	grupo	alternativoj	prononco
level	ol la amo	kuin rakkaus	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	kuinka usein ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	kirjoitat kirjeitä ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	kirjoittaa kirjeitä tyttöystävillesi	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	tyttöystäväsi Italiassa	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	sinun ja opettajasi välinen suhde	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	onko suhde muuttunut?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	tiedätkö jo ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	melko hyvin	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	oli ilta ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	satoja ihmisiä	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	täyttää neliön	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	nuoria miehiä ja sotilaita	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	merimiehiä laivoilta	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	erinomainen rouva	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	upeat naiset	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	ulkomaalaisia matkailijoita	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	kaikki muuttavat keskustaan	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	vähän pidemmälle	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ei kaukana merestä	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	siellä oli pieni neliö	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	vähän kauempana, mutta ei kaukana	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	sen lopussa	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	lähellä merta	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	lähellä seisoi mies	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	vaatteiden mukaan	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	voi tietää helposti ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	oli mahdollista saada selville, että ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	rikkaan miehen gondolieri	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	saattoi saada selville, että hän oli gondolieri	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	hän katsoi ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	katsoi iloista yleisöä	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	hymy loisti hänen kasvonsa	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	kun hän näki merimiehen	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	saapunut merimies	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	meren puolella	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	saapui meren puolelta	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	oletko se sinä, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	huudahti gondolieri	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	kaikki sanovat että ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	turkkilaisten käsiin	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	että jouduit turkkilaisten käsiin	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	tapasimme yhden	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	laivoiltamme	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	se seurasi meitä	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	yli tunnin ajan	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	mutta se ei ole helppoa mennä ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	mennä nopeammin kuin meidän laivamme	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	mitä uutisia täällä on?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	täällä Venetsiassa	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ei mitään kiinnostavaa	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	vain suuri onnettomuus	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	tunnetko Pietron?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Tunnen hänet	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	suuri alus upotti hänen gondolinsa	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	ja entä hän?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondoli upposi	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	tapahtui, että ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	olimme lähellä	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	otimme hänet gondoliimme	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	samaan aikaan	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	pomoni hukkui	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	auttamaan nuorta naista	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	nuori nainen, joka melkein kuoli	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	setänsä kanssa	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	melkein kuoli setänsä kanssa	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	siellä oli nuori nainen	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	emme voineet auttaa häntä	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	oli tärkeä henkilö	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	mikä toi sinut Venetsiaan?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	ystäväni	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	merimies katsoi ylös	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	vilkaisi nopeasti ystäväänsä	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	ja alkoi sanoa	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	niin tiedät ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Toin ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolieri pysäytti hänet yhtäkkiä	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	hän sanoi	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	sitten ohi meni mies	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	mies kulki hänen ohitseen	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	hän ei ollut vielä kolmekymmentä	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	ja hänen kasvonsa olivat värittömät	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	hänen menonsa oli varmaa ja helppoa	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	hänen kasvonsa olivat surulliset	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	kun hän näki miehen, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	sanotaan, että ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	monet tärkeät ihmiset antavat ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	salainen työ	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	salaisia töitä	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	antaa hänelle salaisia töitä	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	liikaa salaisuuksia	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	hän tietää liikaa salaisuuksia	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	siksi he pelkäävät	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	lähettää hänet vankilaan	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	sanoi merimies	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	ja kun hän puhui	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	hän osoitti kartanoa	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Dogesien kartano	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	monet tärkeät ihmiset tarvitsevat hänen apuaan	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	paljonko maksavat?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	maksaa hänelle	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	maksaa yhdestä tappamisesta	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	ei todellakaan alle ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	kuin sata kolikkoa	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	älä unohda sitä ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	että hän työskentelee heille	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	niille, joilla on tarpeeksi rahaa	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	maksamaan hänelle	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	Venetsiassa on ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	nuo asiat	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	unohtamaan ne asiat	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	asioita, jotka on parempi unohtaa	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	jos haluat syödä rauhassa	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	syömään leipääsi rauhassa	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	oli jonkin verran hiljaisuutta	there was some silence	grupo	alternativoj	prononco
level	kaj poste	ja myöhemmin	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondolieri puhui taas	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	tulit juuri ajoissa	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	katsomaan venekilpailua	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	joku sanoi heikosti	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	lähellä gondolieria	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	kaupungin pormestari	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	osoitti sanattomasti gondolia	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	sanoi gondolieri	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	ja otti ystävänsä kädestä	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	heittää paperia	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	paperilokeroon	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	tytöt heittivät papereita	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	missä kynäni on	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Haluan vastata hänelle	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	aurinko katosi	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ja nyt on melkein pimeää	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	ole hyvä ja syö	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	ole hyvä ja syö leipää	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	ruokailuvälineiden kanssa	with cutlery	grupo	alternativoj	prononco
level	pardonu min	anteeksi	excuse me	grupo	alternativoj	prononco
level	rajtas resti	saa jäädä	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Minulla ei ole oikeutta jäädä	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	voitko tuoda ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	siskoltani	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	milloin ostit ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	osti sen soittimen	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	kuka käytti viimeksi?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	käytti avaintani	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ajoitko?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	Venetsiassa	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	myös gondolilla	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	voitko nukahtaa?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	sitten, kun oli hiljaisuus	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	herrasmies oli pitkä	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	pitkä, lihava	tall, fat	grupo	alternativoj	prononco
level	dika, peza	paksu, raskas	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	raskas ja suuri	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	oli pitkä, paksu, painava ja suuri	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	antoi voimaa	gave strength	grupo	alternativoj	prononco
level	havinda forto	omaamisen arvoinen voima	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fyysistä voimaa kannattaa	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	joka antoi	that gave	grupo	alternativoj	prononco
level	donis al li	antoi hänelle	gave him	grupo	alternativoj	prononco
level	tio donis forton	joka antoi voimaa	that gave strength	grupo	alternativoj	prononco
