A.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	la loĝejo super vi	तुमच्या वरचे निवासस्थान	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~ मध्ये राहणारा पोलीस अधिकारी पाहतो	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ड्रायव्हिंग योजना	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	प्रवास करायचा होता	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	दुसऱ्या देशात प्रवास करण्यासाठी	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	मोकळ्या वेळेत	in free time	grupo	alternativoj	prononco
level	ili decidis iri	त्यांनी जाण्याचा निर्णय घेतला	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	इटलीला जायचे ठरवले	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	जुनी शहरे	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	जुनी शहरे असलेला देश	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	इतर सुंदरी	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	आणि इतर सुंदरी	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	जुनी शहरे आणि इतर सौंदर्यांसह सुंदर देश	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ते आनंदी होते	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	कुठे आहे ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	माझे कपडे कुठे आहेत	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	तिने विचारले ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	आणायला विसरू नका ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	पुस्तक सोबत घेऊन जाण्यासाठी	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	एस्पेरांतो शिकण्यासाठी एक पुस्तक	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	शिकण्यासाठी पुस्तक घेऊन जाण्यासाठी	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	आम्ही ~ सुरू करू शकतो	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ट्रेन मध्ये	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	आधीच ट्रेनमध्ये	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	आम्ही काहीही करणार नाही	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	कारने	by car	grupo	alternativoj	prononco
level	ni veturos per ~	आम्ही ~ ने चालवू	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	कार चालवेल	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	माझ्याकडे एक रहस्य आहे	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	माझे श्रीमंत काका	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	माझी इच्छा	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	माझी इच्छा पूर्ण केली	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	आम्हाला दिले	gave us	grupo	alternativoj	prononco
level	sian aŭton	त्याची कार	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	आणि आम्हाला त्याची कार दिली	and gave us his car	grupo	alternativoj	prononco
level	por uzo	वापरासाठी	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ते ~ च्या आधी उभे आहे	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	घरासमोर उभा आहे	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	मला म्हणायचे आहे ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	काहीही बोलू नका	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	चला बसूया	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	गाडीत बस	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ कडे जाण्यासाठी	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	आणि इटलीला जा	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	गाडीत बसलो	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	कपडे देखील	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ गाडीत होते	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	अजूनही बसलो आणि वाट पाहत होतो	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	पण तो थांबला	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	आम्ही का नाही ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	आपण गाडी चालवायला का सुरुवात करत नाही?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	माझ्याकडे ~ देखील आहे	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	गाडी चालवणार	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	पण मला माहित नाही ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	मी ते कधीच शिकले नाही	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	माझा विश्वास असेल ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	जर मी निरोगी असतो	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	मला खूप आनंद होईल	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	जणू तुम्ही श्रीमंत आहात	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	तुम्ही श्रीमंत माणूस असल्यासारखे तिथे बसता	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	आरोपित शाळा	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	एखाद्या श्रीमंत माणसासारखा	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	तुम्ही तिथे श्रीमंत माणसासारखे बसा	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	इतके पैसे	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	कल्पनांइतके पैसे	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	माझ्याकडे इतके पैसे असते तर	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	मी प्रवास करेन	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	जगभरातील	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	प्रत्येक शब्दकोशात	in every dictionary	grupo	alternativoj	prononco
level	mankas io	काहीतरी गहाळ आहे	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	काही शब्द गहाळ आहेत	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	लांब बोलणारा माणूस	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	जेवणाच्या टेबलावर	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	सांगणारी व्यक्ती उपाशी राहील	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	जेवणाच्या टेबलावर सांगत राहते	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	त्याला ~ कडे लक्ष द्यावे लागले	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ करण्याची परवानगी नव्हती	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	राहण्याची परवानगी होती	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	जास्त काळ राहण्याची परवानगी नव्हती	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	पावसात बाहेर राहण्यासाठी	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	त्यामुळे त्याला सर्दी झाली	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	त्याची स्वतःची स्पष्ट कल्पना आहे	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	पण तो सर्व गोष्टींवर विश्वास ठेवेल	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	जे तू म्हणशील ते	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	जणू तू त्याची बायको आहेस	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	तुझे पालक	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	आपल्या पालकांना आनंदी करण्यासाठी	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	काय कृपया ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	तुमच्या पालकांना सर्वात जास्त आनंद कशामुळे होऊ शकतो?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	शिकल्यानंतर	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	किमान शिकल्यानंतर	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	शहराच्या मध्यभागी	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	जर तू माझ्याबरोबर गेलास	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	जर तू माझ्याबरोबर डाउनटाउनला गेलास	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	तुम्हाला कुठे प्रवास करायला आवडेल?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	जर तुमच्याकडे असते ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	पुरेसे पैसे	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	जर तुमच्याकडे पुरेसे पैसे आणि तापमान असेल	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	तुम्ही ~ करण्याची योजना आखत आहात?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	पॅरिसला जाण्याची योजना आहे	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	अ‍ॅक्सुटोने गाडी चालवणे	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	बरेच चांगले	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	खूप चांगले दिसते	seems much better	grupo	alternativoj	prononco
level	per vagonaro	आगगाडीने	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	किंवा ते जास्त चांगले आहे असे वाटत नाही?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	विविध लोक	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	लोक वेगवेगळ्या प्रकारे का समजावून सांगतात?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	समान कल्पना	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	समान कल्पना स्पष्ट करते	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	कुटुंबातील सदस्य एकत्र येतात	family members get together	grupo	alternativoj	prononco
level	kiel rapide	किती लवकर	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	दिवस निघून जातात	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	दिवस किती लवकर निघून जातात!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	उद्या असेल ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	तुझ्या वडिलांचा वाढदिवस	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	अनेक कुटुंब सदस्य	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	कुटुंबातील अनेक सदस्य येतील	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	आणि मित्र	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	कृपया ~	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	कृपया थोडी मदत कराल का?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	थोडा वेळ	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	थोडा वेळ शोधा	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	तुमची खोली व्यवस्थित करण्यासाठी	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	किमान तुमची खोली व्यवस्थित करण्यासाठी	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	मला आवडेल ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	मला काहीतरी शिजवायचे आहे	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	काहीतरी चांगले	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	काहीतरी चांगले शिजवा	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	वाढदिवसाच्या केकसाठी	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	दुधाची कमतरता आहे	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	घरात	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	घेणे आवश्यक आहे ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	काही अन्न	some food	grupo	alternativoj	prononco
level	el vendejo	एका दुकानातून	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	लपलेल्या ठिकाणाहून अन्न मिळवण्यासाठी	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	मी शॉपिंग करेन	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	वाढदिवसासाठी	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	बसून खाण्याऐवजी	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	मनोरंजक लोक	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	स्वारस्य नसलेल्या कुटुंबातील सदस्यांसह	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	मला पिकनिकला जायचे आहे	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	क्लब सदस्यांसह	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	कोणत्या क्लब सदस्यांसह?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	वडील म्हणाले	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	काही प्रकारचे कागद, काही प्रकारचे कागद	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	ब्रीफकेसमध्ये	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	कागदाच्या डब्यात	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	कागदाच्या डब्यात कागद टाकले	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	काही कागद कागदाच्या डब्यात फेकले	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	उद्या लवकर	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	माझ्या स्पोर्ट्स क्लबचे सदस्य	members of my sports club	grupo	alternativoj	prononco
level	kara mia	माझ्या प्रिय	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	ते बरोबर आहे का?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	आपण अनुपस्थित असणे आवश्यक आहे	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	तुला नाही का ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	तुमचे सहकारी क्लब सदस्य	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	आपल्या सहकारी क्लब सदस्यांसह एकमेकांना पाहतो	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	आठवड्यातून तीन वेळा	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	मी ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	काहीतरी प्रस्तावित करण्याचा अधिकार आहे	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	मी घरातील सदस्यांसोबत जेवणार आहे	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	पण दुसऱ्या भागात	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	मी माझ्या मित्रांसोबत जाईन	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ बद्दल बोलेल	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	अयशस्वी ड्राइव्ह	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	अयशस्वी ड्राइव्हबद्दल निश्चितपणे बोलेल	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	केक नंतर	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	मला ते आता नको आहे	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	ते ऐकायचे आहे	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	आमच्याकडे का नाही ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	कल्पना संपन्न काका	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	श्रीमंत काका काही कल्पना आहे	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	माझ्या कुटुंबामध्ये	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	आई हसली	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	त्याच्या शब्दांवर	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	तिला माहित आहे ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	जरा जास्त बोलतो	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	ते पुरेसे नाही फक्त ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	कल्पनांची संपत्ती	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ देखील आवश्यक आहे	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	ते घडण्यासाठी पूर्ण पाकीट	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	आई पुढे ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	थोड्या शांततेनंतर	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	काही मिनिटांपूर्वी	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	अॅनाने तिला कॉल केला ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ती आम्हाला भेटेल	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	एक गोड केक	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	तिला खरोखर गोड केक आवडतो	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	चरबी होणार नाही याची काळजी घेतो	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	जरी ती लक्ष देईल	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	लगेच विचार बदलला	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	सहली दरम्यान	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	तिच्याशिवाय	without her	grupo	alternativoj	prononco
level	li estus tre soleca	तो खूप एकटा असेल	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	तरी मी पास होईन	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	तरी उद्या मी घरी घालवेन	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	तारुण्यात	in youth	grupo	alternativoj	prononco
level	oni havas	एक आहे	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	सौंदर्य देखील आहे	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	क्लिष्ट नोकर्‍या	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	क्लिष्ट नोकर्‍या (उद्दिष्ट)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	सोपे केले पाहिजे	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	त्या वयात	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	तो आधीच ~ झाला आहे	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	स्पोर्ट्स क्लबचे प्रमुख	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	एक पैसे ठेवतो	one puts money	grupo	alternativoj	prononco
level	en monujon	पाकीट मध्ये	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	पर्समध्ये ठेवतो	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	उदाहरणांचे अनुसरण करा	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	चांगल्या कुटुंबातील सदस्यांकडून	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	मैत्री तुम्हाला आनंदी करते का?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	तुम्हाला आनंदित करते	makes you happy	grupo	alternativoj	prononco
level	ol la amo	प्रेमापेक्षा	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	तुम्ही किती वेळा करता ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	तुम्ही ~ यांना पत्र लिहा	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	तुझ्या मैत्रिणींना पत्र लिहितो	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	तुमची इटलीतील मैत्रिणी	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	तुमचा आणि तुमच्या शिक्षकाचा संबंध	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	नाते बदलले आहे का?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	तुम्हाला आधीच माहित आहे का ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	खुप छान	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	~ मध्ये संध्याकाळ होती	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	शेकडो लोक	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	चौरस भरतो	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	तरुण पुरुष आणि सैनिक	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	जहाजांमधून खलाशी	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	उत्कृष्ट महिला	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	उत्कृष्ट स्त्रिया	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	परदेशी प्रवासी	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	प्रत्येकजण शहराच्या मध्यभागी जात आहे	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	थोडे पुढे	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	समुद्रापासून दूर नाही	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	एक छोटा चौक होता	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	थोडे पुढे पण दूर नाही	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	त्याच्या शेवटी	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	समुद्राजवळ	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	जवळ एक माणूस उभा होता	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	कपड्यांनुसार	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	एखाद्याला सहज कळू शकते ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	हे शोधणे शक्य होते ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	श्रीमंत माणसाचा गोंडोलियर	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	तो गोंडोलियर होता हे कळू शकले	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	त्याने पाहिले ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	आनंदी गर्दीकडे पाहिले	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	त्याच्या चेहऱ्यावर हास्य पसरले	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	जेव्हा त्याने खलाशी पाहिले	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	आलेला खलाशी	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	समुद्राच्या बाजूला	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	समुद्राच्या बाजूने आले	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	तो तूच आहेस, स्टीफन?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	गोंडोलियर उद्गारला	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	प्रत्येकजण असे म्हणतो ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	तुर्कांच्या हाती	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	की तू तुर्कांच्या हाती पडलास	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	आम्ही एक भेटलो	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	आमच्या जहाजांमधून	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	तो आमच्या मागे लागला	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	एक तासापेक्षा जास्त	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	पण जाणे सोपे नाही ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	आमच्या जहाजापेक्षा वेगाने जाण्यासाठी	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	येथे काय बातमी आहे?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	येथे व्हेनिस मध्ये	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	काही मनोरंजक नाही	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	फक्त एक मोठे दुर्दैव	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	तुला पिएट्रो माहीत आहे का?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	याला मी ओळखतो	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	एका मोठ्या जहाजाने त्याचा गोंडोला बुडवला	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	आणि त्याचे काय?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	गोंडोला बुडाला	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	असे घडले की ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	आम्ही जवळ होतो	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	आम्ही त्याला आमच्या गोंडोलामध्ये घेतले	we took him in our gondola	grupo	alternativoj	prononco
