A.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	ĉu amikeco pli feliĉigas?	ਕੀ ਦੋਸਤੀ ਤੁਹਾਨੂੰ ਖੁਸ਼ ਕਰਦੀ ਹੈ?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	ਤੁਹਾਨੂੰ ਖੁਸ਼ ਕਰਦਾ ਹੈ	makes you happy	grupo	alternativoj	prononco
level	ol la amo	ਪਿਆਰ ਨਾਲੋਂ	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	ਤੁਸੀਂ ਕਿੰਨੀ ਵਾਰ ਕਰਦੇ ਹੋ ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	ਤੁਸੀਂ ~ ਨੂੰ ਚਿੱਠੀਆਂ ਲਿਖਦੇ ਹੋ	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	ਤੁਹਾਡੀਆਂ ਕੁੜੀਆਂ ਦੋਸਤਾਂ ਨੂੰ ਚਿੱਠੀਆਂ ਲਿਖਦਾ ਹੈ	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	ਇਟਲੀ ਵਿੱਚ ਤੁਹਾਡੀਆਂ ਕੁੜੀ ਦੀਆਂ ਸਹੇਲੀਆਂ	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	ਤੁਹਾਡੇ ਅਤੇ ਤੁਹਾਡੇ ਅਧਿਆਪਕ ਵਿਚਕਾਰ ਸਬੰਧ	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	ਕੀ ਰਿਸ਼ਤਾ ਬਦਲ ਗਿਆ ਹੈ?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ਕੀ ਤੁਸੀਂ ਪਹਿਲਾਂ ਹੀ ਜਾਣਦੇ ਹੋ ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	ਕਾਫ਼ੀ ਚੰਗੀ	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	~ ਵਿੱਚ ਸ਼ਾਮ ਸੀ	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	ਸੈਂਕੜੇ ਲੋਕ	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	ਵਰਗ ਭਰਦਾ ਹੈ	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	ਜਵਾਨ ਆਦਮੀ ਅਤੇ ਸਿਪਾਹੀ	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	ਜਹਾਜ਼ਾਂ ਦੇ ਮਲਾਹ	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	ਸ਼ਾਨਦਾਰ ਔਰਤ	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	ਸ਼ਾਨਦਾਰ ਔਰਤਾਂ	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	ਵਿਦੇਸ਼ੀ ਯਾਤਰੀ	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	ਹਰ ਕੋਈ ਸ਼ਹਿਰ ਦੇ ਕੇਂਦਰ ਵੱਲ ਜਾ ਰਿਹਾ ਹੈ	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	ਥੋੜਾ ਹੋਰ ਅੱਗੇ	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ਸਮੁੰਦਰ ਤੋਂ ਦੂਰ ਨਹੀਂ	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	ਇੱਕ ਛੋਟਾ ਵਰਗ ਸੀ	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	ਥੋੜਾ ਹੋਰ ਪਰ ਦੂਰ ਨਹੀਂ	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	ਇਸ ਦੇ ਅੰਤ 'ਤੇ	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	ਸਮੁੰਦਰ ਦੇ ਨੇੜੇ	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	ਇੱਕ ਆਦਮੀ ਨੇੜੇ ਖੜ੍ਹਾ ਸੀ	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	ਕੱਪੜੇ ਦੇ ਅਨੁਸਾਰ	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	ਕੋਈ ਆਸਾਨੀ ਨਾਲ ਜਾਣ ਸਕਦਾ ਹੈ ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	ਇਹ ਪਤਾ ਲਗਾਉਣਾ ਸੰਭਵ ਸੀ ਕਿ ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	ਇੱਕ ਅਮੀਰ ਆਦਮੀ ਦਾ ਗੌਂਡੋਲੀਅਰ	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	ਪਤਾ ਲਗਾ ਸਕਦਾ ਹੈ ਕਿ ਉਹ ਇੱਕ ਗੌਂਡੋਲੀਅਰ ਸੀ	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	ਉਸ ਨੇ ਦੇਖਿਆ ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	ਖੁਸ਼ੀ ਭਰੀ ਭੀੜ ਵੱਲ ਦੇਖਿਆ	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	ਇੱਕ ਮੁਸਕਰਾਹਟ ਉਸਦੇ ਚਿਹਰੇ 'ਤੇ ਚਮਕ ਗਈ	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	ਜਦੋਂ ਉਸਨੇ ਇੱਕ ਮਲਾਹ ਨੂੰ ਦੇਖਿਆ	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	ਮਲਾਹ ਜੋ ਪਹੁੰਚਿਆ	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	ਸਮੁੰਦਰ ਦੇ ਪਾਸੇ	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	ਸਮੁੰਦਰ ਦੇ ਕਿਨਾਰੇ ਤੋਂ ਆਇਆ	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	ਕੀ ਇਹ ਤੁਸੀਂ, ਸਟੀਫਨ?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	ਗੋਂਡੋਲੀਅਰ ਨੇ ਕਿਹਾ	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	ਹਰ ਕੋਈ ਕਹਿੰਦਾ ਹੈ ਕਿ ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	ਤੁਰਕਾਂ ਦੇ ਹੱਥਾਂ ਵਿੱਚ	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	ਕਿ ਤੁਸੀਂ ਤੁਰਕਾਂ ਦੇ ਹੱਥਾਂ ਵਿੱਚ ਪੈ ਗਏ	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ਅਸੀਂ ਇੱਕ ਨੂੰ ਮਿਲੇ	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	ਸਾਡੇ ਜਹਾਜ਼ਾਂ ਤੋਂ	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ਇਹ ਸਾਡੇ ਪਿੱਛੇ ਚੱਲਿਆ	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	ਇੱਕ ਘੰਟੇ ਤੋਂ ਵੱਧ ਸਮੇਂ ਲਈ	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ਪਰ ਜਾਣਾ ਆਸਾਨ ਨਹੀਂ ਹੈ ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ਸਾਡੇ ਜਹਾਜ਼ ਨਾਲੋਂ ਤੇਜ਼ ਜਾਣ ਲਈ	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	ਇੱਥੇ ਕੀ ਖ਼ਬਰ ਹੈ?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ਇੱਥੇ ਵੇਨਿਸ ਵਿੱਚ	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ਕੁਝ ਵੀ ਦਿਲਚਸਪ ਨਹੀਂ	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	ਸਿਰਫ ਇੱਕ ਵੱਡੀ ਬਦਕਿਸਮਤੀ	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ਕੀ ਤੁਸੀਂ ਪੀਟਰੋ ਨੂੰ ਜਾਣਦੇ ਹੋ?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	ਮੈਂ ਉਸਨੂੰ ਜਾਣਦਾ ਹਾਂ	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ਇੱਕ ਵੱਡੇ ਜਹਾਜ਼ ਨੇ ਉਸਦੇ ਗੰਡੋਲਾ ਨੂੰ ਡੁਬੋ ਦਿੱਤਾ	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	ਅਤੇ ਉਸ ਬਾਰੇ ਕੀ?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	ਗੰਡੋਲਾ ਡੁੱਬ ਗਿਆ	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	ਇਹ ਹੋਇਆ ਕਿ ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	ਅਸੀਂ ਨੇੜੇ ਸੀ	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	ਅਸੀਂ ਉਸਨੂੰ ਆਪਣੇ ਗੰਡੋਲਾ ਵਿੱਚ ਲੈ ਗਏ	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	ਇੱਕੋ ਹੀ ਸਮੇਂ ਵਿੱਚ	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	ਮੇਰਾ ਬੌਸ ਡੁੱਬ ਗਿਆ	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	ਇੱਕ ਨੌਜਵਾਨ ਔਰਤ ਦੀ ਮਦਦ ਕਰਨ ਲਈ	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	ਇੱਕ ਜਵਾਨ ਔਰਤ ਜੋ ਲਗਭਗ ਮਰ ਗਈ ਸੀ	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	ਆਪਣੇ ਚਾਚੇ ਨਾਲ	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	ਲਗਭਗ ਆਪਣੇ ਚਾਚੇ ਨਾਲ ਮਰ ਗਿਆ	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	ਇੱਕ ਜਵਾਨ ਔਰਤ ਸੀ	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	ਅਸੀਂ ਉਸਦੀ ਮਦਦ ਨਹੀਂ ਕਰ ਸਕੇ	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	ਇੱਕ ਮਹੱਤਵਪੂਰਨ ਵਿਅਕਤੀ ਸੀ	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	ਤੁਹਾਨੂੰ ਵੇਨਿਸ ਕੀ ਲੈ ਕੇ ਆਇਆ?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	ਮੇਰੇ ਦੋਸਤ	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	ਮਲਾਹ ਨੇ ਉੱਪਰ ਦੇਖਿਆ	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	ਨੇ ਝੱਟ ਆਪਣੇ ਦੋਸਤ ਵੱਲ ਦੇਖਿਆ	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	ਅਤੇ ਕਹਿਣ ਲੱਗਾ	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	ਇਸ ਲਈ ਤੁਹਾਨੂੰ ਪਤਾ ਹੈ ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	ਮੈਂ ਲਿਆਇਆ ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	ਗੌਂਡੋਲੀਅਰ ਨੇ ਅਚਾਨਕ ਉਸਨੂੰ ਰੋਕ ਦਿੱਤਾ	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	ਓੁਸ ਨੇ ਕਿਹਾ	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	ਫਿਰ ਇੱਕ ਆਦਮੀ ਉੱਥੋਂ ਲੰਘਿਆ	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	ਇੱਕ ਆਦਮੀ ਉਸ ਕੋਲੋਂ ਲੰਘਿਆ	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ਉਹ ਅਜੇ ਤੀਹ ਸਾਲ ਦਾ ਨਹੀਂ ਸੀ	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	ਅਤੇ ਉਸਦਾ ਚਿਹਰਾ ਬੇਰੰਗ ਸੀ	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	ਉਸਦਾ ਜਾਣਾ ਯਕੀਨੀ ਅਤੇ ਆਸਾਨ ਸੀ	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	ਉਸਦਾ ਚਿਹਰਾ ਉਦਾਸ ਸੀ	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	ਜਦੋਂ ਉਸਨੇ ਆਦਮੀ ਨੂੰ ਦੇਖਿਆ, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	ਇਹ ਕਿਹਾ ਜਾਂਦਾ ਹੈ ਕਿ ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	ਬਹੁਤ ਸਾਰੇ ਮਹੱਤਵਪੂਰਨ ਲੋਕ ਦਿੰਦੇ ਹਨ ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	ਗੁਪਤ ਕੰਮ	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	ਗੁਪਤ ਨੌਕਰੀਆਂ	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	ਉਸ ਨੂੰ ਗੁਪਤ ਕੰਮ ਦਿੰਦਾ ਹੈ	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	ਬਹੁਤ ਸਾਰੇ ਰਾਜ਼	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	ਉਹ ਬਹੁਤ ਸਾਰੇ ਭੇਦ ਜਾਣਦਾ ਹੈ	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	ਇਸ ਲਈ ਉਹ ਡਰਦੇ ਹਨ	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	ਉਸ ਨੂੰ ਜੇਲ੍ਹ ਭੇਜਣ ਲਈ	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	ਮਲਾਹ ਨੇ ਕਿਹਾ	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	ਅਤੇ ਜਿਵੇਂ ਉਹ ਬੋਲਿਆ	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	ਉਸਨੇ ਮਹਿਲ ਵੱਲ ਇਸ਼ਾਰਾ ਕੀਤਾ	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges ਦੀ ਮਹਿਲ	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	ਬਹੁਤ ਸਾਰੇ ਮਹੱਤਵਪੂਰਨ ਲੋਕਾਂ ਨੂੰ ਉਸਦੀ ਮਦਦ ਦੀ ਲੋੜ ਹੈ	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	ਉਹ ਕਿੰਨਾ ਭੁਗਤਾਨ ਕਰਦੇ ਹਨ?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	ਉਸਨੂੰ ਭੁਗਤਾਨ ਕਰਦਾ ਹੈ	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	ਇੱਕ ਕਤਲ ਲਈ ਭੁਗਤਾਨ ਕਰਦਾ ਹੈ	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	ਯਕੀਨਨ ~ ਤੋਂ ਘੱਟ ਨਹੀਂ	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	ਸੌ ਸਿੱਕਿਆਂ ਤੋਂ ਵੱਧ	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	ਇਹ ਨਾ ਭੁੱਲੋ ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	ਕਿ ਉਹ ਉਹਨਾਂ ਲਈ ਕੰਮ ਕਰਦਾ ਹੈ	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	ਉਹਨਾਂ ਲਈ ਜਿਨ੍ਹਾਂ ਕੋਲ ਕਾਫ਼ੀ ਪੈਸਾ ਹੈ	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	ਉਸ ਨੂੰ ਭੁਗਤਾਨ ਕਰਨ ਲਈ	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	ਵੇਨਿਸ ਵਿੱਚ ~ ਹੈ	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ਉਹ ਚੀਜ਼ਾਂ	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	ਉਹਨਾਂ ਚੀਜ਼ਾਂ ਨੂੰ ਭੁੱਲਣ ਲਈ	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	ਉਹ ਚੀਜ਼ਾਂ ਜੋ ਬਿਹਤਰ ਭੁੱਲ ਜਾਂਦੀਆਂ ਹਨ	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	ਜੇਕਰ ਤੁਸੀਂ ਸ਼ਾਂਤੀ ਨਾਲ ਖਾਣਾ ਚਾਹੁੰਦੇ ਹੋ	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	ਸ਼ਾਂਤੀ ਨਾਲ ਆਪਣੀ ਰੋਟੀ ਖਾਣ ਲਈ	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	ਕੁਝ ਚੁੱਪ ਸੀ	there was some silence	grupo	alternativoj	prononco
level	kaj poste	ਅਤੇ ਬਾਅਦ ਵਿੱਚ	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	ਗੌਂਡੋਲੀਅਰ ਫਿਰ ਬੋਲਿਆ	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	ਤੁਸੀਂ ਸਮੇਂ ਸਿਰ ਆਏ ਹੋ	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	ਕਿਸ਼ਤੀ ਦੀ ਦੌੜ ਦੇਖਣ ਲਈ	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	ਕਿਸੇ ਨੇ ਕਮਜ਼ੋਰ ਕਿਹਾ	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	gondolier ਦੇ ਨੇੜੇ	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	ਸ਼ਹਿਰ ਦੇ ਮੇਅਰ	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	ਬਿਨਾਂ ਸ਼ਬਦਾਂ ਵਿੱਚ ਗੰਡੋਲਾ ਵੱਲ ਇਸ਼ਾਰਾ ਕੀਤਾ	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	ਗੋਂਡੋਲੀਅਰ ਨੇ ਕਿਹਾ	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	ਅਤੇ ਆਪਣੇ ਦੋਸਤ ਦਾ ਹੱਥ ਫੜ ਲਿਆ	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	ਕਾਗਜ਼ ਸੁੱਟਦਾ ਹੈ	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	ਕਾਗਜ਼ ਦੇ ਡੱਬੇ ਵਿੱਚ	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	ਕੁੜੀਆਂ ਨੇ ਕਾਗਜ਼ ਸੁੱਟ ਦਿੱਤੇ	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	ਮੇਰੀ ਕਲਮ ਕਿੱਥੇ ਹੈ	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	ਮੈਂ ਉਸਨੂੰ ਜਵਾਬ ਦੇਣਾ ਚਾਹੁੰਦਾ ਹਾਂ	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	ਸੂਰਜ ਅਲੋਪ ਹੋ ਗਿਆ	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ਅਤੇ ਹੁਣ ਲਗਭਗ ਹਨੇਰਾ ਹੈ	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	ਕਿਰਪਾ ਕਰਕੇ ਖਾਓ	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	ਕਿਰਪਾ ਕਰਕੇ ਰੋਟੀ ਖਾਓ	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	ਕਟਲਰੀ ਦੇ ਨਾਲ	with cutlery	grupo	alternativoj	prononco
level	pardonu min	ਮੈਨੂੰ ਮਾਫ਼ ਕਰੋ	excuse me	grupo	alternativoj	prononco
level	rajtas resti	ਰਹਿਣ ਦੀ ਇਜਾਜ਼ਤ ਹੈ	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	ਮੈਨੂੰ ਰਹਿਣ ਦਾ ਕੋਈ ਹੱਕ ਨਹੀਂ ਹੈ	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	ਕੀ ਤੁਸੀਂ ~ ਲਿਆ ਸਕਦੇ ਹੋ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	ਮੇਰੀ ਭੈਣ ਤੋਂ	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	ਤੁਸੀਂ ਕਦੋਂ ਖਰੀਦਿਆ ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	ਉਹ ਸੰਗੀਤ ਯੰਤਰ ਖਰੀਦਿਆ	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ਆਖਰੀ ਕਿਸਨੇ ਵਰਤਿਆ?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	ਮੇਰੀ ਕੁੰਜੀ ਵਰਤੀ	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ਕੀ ਤੁਸੀਂ ਗੱਡੀ ਚਲਾਈ ਸੀ?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	ਵੇਨਿਸ ਵਿੱਚ	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ਗੰਡੋਲਾ ਦੁਆਰਾ ਵੀ	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	ਕੀ ਤੁਸੀਂ ਸੌਂ ਸਕੋਗੇ?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	ਫਿਰ, ਜਦੋਂ ਚੁੱਪ ਸੀ	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	ਸੱਜਣ ਲੰਬਾ ਸੀ	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	ਲੰਬਾ, ਚਰਬੀ	tall, fat	grupo	alternativoj	prononco
level	dika, peza	ਮੋਟਾ, ਭਾਰੀ	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	ਭਾਰੀ ਅਤੇ ਵੱਡੇ	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	ਲੰਬਾ, ਮੋਟਾ, ਭਾਰੀ ਅਤੇ ਵੱਡਾ ਸੀ	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	ਤਾਕਤ ਦਿੱਤੀ	gave strength	grupo	alternativoj	prononco
level	havinda forto	ਹੋਣ ਦੇ ਯੋਗ ਇੱਕ ਤਾਕਤ	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	ਹੋਣ ਯੋਗ ਸਰੀਰਕ ਤਾਕਤ	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	ਜੋ ਦਿੱਤਾ	that gave	grupo	alternativoj	prononco
level	donis al li	ਉਸ ਨੂੰ ਦਿੱਤਾ	gave him	grupo	alternativoj	prononco
level	tio donis forton	ਜਿਸ ਨੇ ਤਾਕਤ ਦਿੱਤੀ	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	ਸਰੀਰ ਨੂੰ ਹੋਣ ਯੋਗ ਤਾਕਤ ਦਿੱਤੀ	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	ਉਸਦੀ ਦਿੱਖ	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	ਇੱਕ ਲੰਬੇ ਵਿਅਕਤੀ ਦੀ ਦਿੱਖ	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	ਇੱਕ ਛੋਟੀ ਭੂਮਿਕਾ	a small role	grupo	alternativoj	prononco
level	ludis rolon	ਦੀ ਭੂਮਿਕਾ ਨਿਭਾਈ ਹੈ	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ਕੋਈ ਛੋਟੀ ਭੂਮਿਕਾ ਨਹੀਂ	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	ਇੱਕ ਛੋਟੀ ਭੂਮਿਕਾ ਨਿਭਾਈ	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ਕੋਈ ਛੋਟੀ ਭੂਮਿਕਾ ਨਹੀਂ ਨਿਭਾਈ	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	ਇਸ ਤੱਥ ਵਿੱਚ ਕਿ ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	ਲੋਕ ਦੀ ਬਹੁਗਿਣਤੀ	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	ਜੇਕਰ ਡਰ ਨਾ	if not afraid	grupo	alternativoj	prononco
level	lin timis	ਉਸ ਤੋਂ ਡਰਦਾ ਸੀ	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	ਜੇਕਰ ਉਹ ਡਰਦਾ ਸੀ	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	ਜੇ ਉਸ ਤੋਂ ਨਾ ਡਰੋ	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	ਯਕੀਨੀ ਤੌਰ 'ਤੇ ਆਦਰ	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	ਘੱਟੋ-ਘੱਟ ~ ਬਾਰੇ ਸੋਚਿਆ	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	ਅੱਗੇ ~	before ~	grupo	alternativoj	prononco
