B.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	jes, mallaŭta muziko	ja, sanfte Musik	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	Sanfte Musik, ruhige Gespräche	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	Ruhiges Gespräch und interessanter Tee	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	Perfekt um wieder zu Kräften zu kommen	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	Du scheinst extrem müde zu sein	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	Was hast du den ganzen Tag gemacht?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	Zuerst habe ich einen Beitrag verfasst	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	Beitrag für die morgigen Ausflüge	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Ich habe einen Beitrag zum Thema Ausflüge erstellt	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	Übrigens, gehst du?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	werde einen Ausflug machen	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	Machst du einen Ausflug?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ja, zum tollen Wasserfall	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	und dann zu einer Ausstellung	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	eine Ausstellung über moderne Kunst	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	zu einem Wasserfall und dann zu einer Ausstellung	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	eine gute Wahl	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Ich werde auch dorthin gehen	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	Jedenfalls leitete ich eine Diskussionsgruppe	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	zum Aufhängen von Postern	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	nach der Aufhängung der Exkursionsplakate	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	Diskussionsgruppe mit dem Titel „Feminismus“	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	leitete eine Diskussion mit dem Titel „Feminismus“	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	Ist der Feminismus in verschiedenen Ländern gleich?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	interessante und lebhafte Diskussion	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	war sehr interessant und lebendig	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	für die letzten fünf Stunden	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Ich war in einer langen Sitzung	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	In den letzten Stunden war ich in einer Ausschusssitzung	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	in einer langen Ausschusssitzung	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	es war wirklich zu lang	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	Der Ausschuss hat seine Sitzung beendet	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	aber jetzt hat das Komitee die Sitzung beendet	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	Es hat wirklich lange gedauert, aber jetzt ist es vorbei	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Oh, Sie sind also ein Ausschussmitglied?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	der Vorstand von TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Ich bin auch im Vorstand	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	Ja, das bin ich auch ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	ist auch im Vorstand von TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ja, und ich bin ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Ich war noch nie aktiv	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	sehr aktiv in der Bewegung	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	war nie in der Bewegung aktiv	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	die Hauptaktivität von TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	Was ist jetzt die Haupttätigkeit?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	Was ist eigentlich die Haupttätigkeit?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	es ist riesig	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	eine Vielzahl von Bereichen	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	In verschiedenen Bereichen sind wir tätig	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	Seminare zum Thema Menschenrechte	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	Menschenrechte und interkulturelle Beziehungen	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	Fahrrad, Wohnwagen, Festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	zum Beispiel Seminare, Fahrradkarawanen und Festivals	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	Sprachfestivals, Aufbau von Webseiten	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	zum Beispiel Fahrrad-Caravans, Festivals etc	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	ein Seminar über Rechte und Beziehung	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	Wohnwagen, Festival, Bau usw	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	offizielle Stellen wie die UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	in offiziellen Gremien vertreten	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	auch wir sind vertreten	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	ist in verschiedenen Gremien vertreten	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	Organisationen wie dem Europäischen Jugendforum und der UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	die Jugendsektion der Vereinten Nationen	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	verschiedene Gremien wie die UNESCO und die Jugendabteilung der UN	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO und die Jugendabteilung der Vereinten Nationen	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Europäisches Jugendforum und die Jugendsektion der UN	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	hört sich interessant an	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	ein Blatt, zum Stöbern, ein Wind, zum Fächern, Esperanto, Esperanto genießen	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	Mir reicht es, Esperanto zu sprechen	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	um ein oder zwei Wochen lang Esperanto zu genießen	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	ein bis zwei Wochen im Jahr	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	Für mich reicht es jedoch	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ja, man sollte ~ finden	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	Gleichgewicht zu finden	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	Jeder sollte seine eigene Balance finden	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Ich habe das Gefühl, dass es zu viel ist	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	im Moment fühle ich	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Ich fühle das ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	Es fühlt sich an, als wären es zu viele ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	zu viel Esperanto in meinem Leben	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	Es gibt zu viel Esperanto in meinem Leben	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	bist du ein Mitglied?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	Sind Sie Mitglied einer Organisation?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	ein Mitglied einer anderen Organisation	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	nicht wirklich eine Organisation, aber ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	aber ich spiele Gitarre	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	spielt Gitarre in einer Band	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	Hübsch! ich mag wirklich	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	Ich mag singen	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	singt sehr gern	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	Was für Musik spielst du?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	Nun, es ist einfach Pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	Wir haben die Band gerade erst gegründet	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	aber irgendwann werden wir spielen	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	Wir haben während der IJK gespielt	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	wird beim nächsten IJK spielen	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Ich freue mich schon darauf!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	Sag einfach, wenn du ~ brauchst	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	braucht einen Backup-Sänger	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	wenn Sie einen Backup-Sänger benötigen	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	Warum nicht? vielleicht willst du ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	Du willst jetzt etwas singen	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Ich kann Gitarre spielen	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	Du willst singen und ich kann spielen	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	jetzt etwas singen und Gitarre spielen	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	ja, das würde mir gefallen	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	um meine Gitarre mitzubringen	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	werde gleich meine Gitarre mitbringen	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	Sehr gut, ich bringe eine Gitarre mit	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Ich bringe gleich meine Gitarre mit	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	wartet auf deine Rückkehr	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	Eure hoffentlich baldige Rückkehr	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Ich erwarte eine schnelle Rückkehr	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	wartet auf Ihre hoffentlich baldige Rückkehr	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	zwei Tage später	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	außerhalb der Tanzfläche	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	Tage später, außerhalb der Tanzfläche	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Hey Kabe, du siehst aus ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	du siehst sehr glücklich aus	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	Ja, das bin ich ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	schön, das freut mich!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	Magst du Kongresse?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	Gefällt dir der Kongress so gut?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Ja und nein	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Ich bin sicher, dass ich sehr zufrieden bin	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	ist sehr zufrieden mit IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	aber da ist noch etwas anderes	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	etwas anderes, das mich glücklich macht	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	ist etwas, das ~ macht	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	richtiger gesagt	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	Es gibt jemanden, der ~ schlägt	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	jemand, der mein Herz höher schlagen lässt	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	Sag mal, sag mal, hast du dich verliebt?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	verliebte sich in ein Mädchen	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	Hast du dich in ein Mädchen verliebt?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	Ich bin mir nicht sicher, ob ich mich verliebt habe	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	Ich bin mir nicht sicher, aber es fühlt sich gut an	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Ich bin mir noch nicht sicher, ob ich verliebt bin	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	aber es fühlt sich sehr gut an	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	sie hat mich sogar geküsst	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	küsste mich auf die Lippen	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	hat mich sogar während La Bamba geküsst	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	Wahnsinn, was für ein Kuss	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	Was für ein Kuss sie gab!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	Großartig! jetzt verstehe ich	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	versteht, warum Sie strahlen	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	Du strahlst so viel Freude aus	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	Tatsächlich geschah etwas Ähnliches	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	mir ist etwas Ähnliches passiert	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	aber ich dachte, dass ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	Ich dachte, du magst ~ nicht	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	Du tanzt nicht gern auf La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	Richtig, es ist nicht passiert	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	geschah auf der Tanzfläche	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	Es ist nicht auf einer Tanzfläche passiert	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	aber in der Teelounge (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	und es war kein Kuss	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	kein Kuss, aber dennoch etwas Erfreuliches	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	aber dennoch etwas sehr Freudiges	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	also erzähl!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Ich weiß nicht, was ich sagen soll	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	Ich weiß nicht wirklich, was ich sagen soll	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	es ist nichts Besonderes passiert	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	Zumindest ist es noch nicht passiert	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	aber ich fühlte mich irgendwie ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	hatte das Gefühl, dass sie mich sehr mag	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	Irgendwie hatte ich das Gefühl, dass sie mich sehr mag	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	Sie mag mich und ich mag sie	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	wir haben lange über ~ geplaudert	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	hatte ein langes Gespräch über Musik	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	und dann gemeinsam gesungen	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Ich glaube, sie hat geflirtet	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	sie hat mit mir geflirtet	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	es war sehr schön	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	wie dein Freund aus Kanada sagt	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	„Scheiße gut!“, wie ein Freund aus Kanada sagt	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	ja wirklich! Ich hoffe ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	um sie bald wieder zu treffen	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	hofft, sie wiederzusehen	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Ich hoffe, sie bald kennenzulernen	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	Das Gleiche gilt für mich	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	an einem See in der Nähe von ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ein See in der Nähe eines Kongressortes	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	in der Nähe der Kongresshalle	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	Oh, das bist du auch ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	Du bist auch hier!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	Ja, ich werde mich treffen ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	Ich werde hier bald einen Freund treffen	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	für ein privates Gespräch	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	Ich werde einen Freund zu einem privaten Gespräch treffen	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	also, ich würde dich gerne fragen ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Ich möchte Sie bitten zu gehen	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	Nun ja, das ist nicht möglich	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	ist eigentlich überhaupt nicht möglich	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Warum? es ist mir sehr wichtig!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	Dieses Treffen ist sehr wichtig	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	Also lass mich bitte gehen	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	bitte lassen Sie mich allein	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	Wie ich gerade sagte,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Ich sagte, das ist nicht möglich	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	Ein Freund von mir wird bald erscheinen	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	denn bald wird auch ein Freund auftauchen	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	Ein Freund wird auch hier erscheinen	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	Verdammt, normalerweise ist das im Moment so	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	Eigentlich geht es um das Mädchen	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	das Mädchen, von dem ich erzählt habe	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	Ihr Name ist übrigens Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	Jungen und Mädchen! Schön, dass du kommen konntest	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	ich bin so froh dich zu sehen	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Ich freue mich, Sie wiederzusehen	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	aber du siehst aus ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	Du siehst schockiert und verwirrt aus	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	schockiert und irgendwie verwirrt	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	offensichtlich	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	also, ich schätze ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	Du hast es schon verstanden	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	Verstehe, wie es ist, oder?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	Ich schätze, du hast es schon verstanden	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	schon verstanden wie es ist	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Ich verstehe nichts!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Ich glaube, ich will nicht ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	will es nicht verstehen	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Ich will es nicht verstehen	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	aber es ist nicht kompliziert!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	lassen Sie mich erklären	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	als Ina es mir erzählte	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	erzählte mir von seinem eigenen Freund	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	ein Freund, der Esperanto gelernt hat	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	lernte sehr schnell Esperanto	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	ein Freund, der Kabe heißt	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Ich habe das gefangen ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Ich habe verstanden, dass Sie beide sich bereits kennen	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	Ihr zwei kennt euch bereits	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	ja aber. aber was?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	hatte den Eindruck, dass ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	Wir hatten beide den Eindruck	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	Du hast mit uns geflirtet und	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	den Eindruck, dass du mit uns flirtest	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	absolut richtig!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	Deshalb wollte ich reden	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	ich wollte mit dir reden	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	Ich möchte jetzt mit euch beiden reden	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	Hör mir bitte zu	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Ich mag ~ oft wirklich	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	mag mehrere Leute gleichzeitig	likes several people at once	grupo	alternativoj	prononco
