A.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	vi sidas tie kvazaŭ vi estus riĉulo	تجلس هناك كما لو كنت رجلاً غنياً	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	المدرسة المزعومة	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	مثل رجل ثري	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	تجلس هناك مثل رجل غني	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	الكثير من المال	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	الكثير من المال مثل الأفكار	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	لو كان لدي هذا القدر من المال	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	سأسافر	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	حول العالم	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	في كل قاموس	in every dictionary	grupo	alternativoj	prononco
level	mankas io	شئ مفقود	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	بعض الكلمات مفقودة	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	رجل تكلم مطولا	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	على طاولة الطعام	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	الشخص الذي يخبر سيبقى جائعا	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	يستمر في الحديث على طاولة الطعام	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	كان عليه أن ينتبه إلى ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	لم يسمح ل~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	سمح له بالبقاء	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	لم يسمح له بالبقاء طويلا	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	للبقاء خارجا تحت المطر	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	لهذا السبب أصيب بنزلة برد	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	لديه فكرته الواضحة	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	لكنه سيصدق كل شيء	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	أيا كان ما تقوله	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	كما لو كنت زوجته	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	والديك	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	لتسعد والديك	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ماذا يمكن أن يرجى ~ ؟	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	ما الذي يمكن أن يجعل والديك أكثر سعادة؟	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	بعد التعلم	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	على الأقل بعد التعلم	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	في وسط المدينة	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	إذا كنت سوف تذهب معي	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	إذا ذهبت معي إلى وسط المدينة	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	أين تريد السفر؟	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	لو كان لديك ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	ما يكفي من المال	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	إذا كان لديك ما يكفي من المال ودرجة الحرارة	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	هل تخطط ل~؟	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	تخطط للسفر إلى باريس	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	للقيادة مع axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	أفضل بكثير	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	يبدو أفضل بكثير	seems much better	grupo	alternativoj	prononco
level	per vagonaro	بالقطار	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	أم لا يبدو أنه أفضل بكثير؟	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	مختلف الناس	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	لماذا يشرح الناس بطرق مختلفة؟	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	نفس الأفكار	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	يشرح نفس الأفكار	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	أفراد الأسرة يجتمعون	family members get together	grupo	alternativoj	prononco
level	kiel rapide	كيف بسرعة	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	تمر الأيام	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	ما أسرع مرور الأيام!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	غدا سيكون ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	عيد ميلاد والدك	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	العديد من أفراد الأسرة	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	سيأتي العديد من أفراد الأسرة	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	والأصدقاء	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	من فضلك ~؟	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	هل يمكنك المساعدة قليلا؟	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	بعض الوقت	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	تجد القليل من الوقت	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	لترتيب غرفتك	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	على الأقل لترتيب غرفتك	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	أود ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	أود طهي شيء ما	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	شيء جيد	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	طهي شيء جيد	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	لكعكة عيد الميلاد	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	نقص الحليب	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	في البيت	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	فمن الضروري شراء ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	بعض الطعام	some food	grupo	alternativoj	prononco
level	el vendejo	من متجر	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	للحصول على بعض الطعام من المخبأ	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	سأقوم بالتسوق	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	لعيد الميلاد	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	بدلا من الجلوس والأكل	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	الناس مثيرة للاهتمام	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	مع أفراد الأسرة غير مهتمين	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	أود أن أذهب في نزهة	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	مع أعضاء النادي	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	مع أي أعضاء النادي؟	with which club members?	grupo	alternativoj	prononco
level	diris la patro	قال الأب	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	نوع من الورق، نوع من الأوراق	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	في حقيبة	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	في سلة الورق	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	ألقى الأوراق في صندوق الورق	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	ألقى بعض الأوراق في صندوق الورق	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	غدا باكرا	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	أعضاء ناديي الرياضي	members of my sports club	grupo	alternativoj	prononco
level	kara mia	عزيزي	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	هل هذا صحيح؟	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	يجب أن تكون غائبا	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	أليس كذلك ~ ؟	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	زملائك أعضاء النادي	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ترى بعضكما البعض مع زملائك أعضاء النادي	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	ثلاث مرات في الاسبوع	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	هل لي ~ ؟	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	لديه الحق في اقتراح شيء ما	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	سوف آكل مع أفراد الأسرة	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	ولكن في الجزء الثاني	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	سأذهب مع أصدقائي	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	سوف نتحدث عن ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	محرك فاشل	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	سيتحدث بالتأكيد عن محرك الأقراص الفاشل	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	بعد الكعكة	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	لا أريد ذلك بعد الآن	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	يريد أن يسمع ذلك	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	لماذا ليس لدينا ~ ؟	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	عم غني بالأفكار	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	لديه فكرة عمه الغني	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	في عائلتي	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	ابتسمت الأم	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	عند كلماته	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	إنها تعرف ذلك ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	يتحدث قليلا كثيرا	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	لا يكفي فقط ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ثروة من الأفكار	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ مطلوب أيضا	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	محفظة كاملة لتحقيق ذلك	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	وتابعت الأم ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	بعد قليل من الصمت	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	قبل عدة دقائق	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	دعت آنا أنها ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	سوف تزورنا أيضًا	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	كعكة حلوة	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	إنها حقا تحب الكعكة الحلوة	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	يحرص على عدم الحصول على الدهون	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	على الرغم من أنها سوف تولي اهتماما	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	غيرت رأيي على الفور	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	خلال الرحلة	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	بدونها	without her	grupo	alternativoj	prononco
level	li estus tre soleca	سيكون وحيدا جدا	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	سوف تمر بالرغم من ذلك	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	سأقضي غدًا في المنزل بالرغم من ذلك	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	في الشباب	in youth	grupo	alternativoj	prononco
level	oni havas	واحد لديه	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	لديها أيضا الجمال	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	وظائف معقدة	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	وظائف معقدة (الهدف)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	ينبغي تبسيط	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	في هذه السن	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	لقد أصبح بالفعل ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	رئيس النادي الرياضي	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	واحد يضع المال	one puts money	grupo	alternativoj	prononco
level	en monujon	في المحفظة	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	يضع في المحفظة	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	اتبع الأمثلة	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	من افراد العائلة الطيبة	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	هل الصداقة تجعلك أكثر سعادة؟	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	يجعلك سعيدا	makes you happy	grupo	alternativoj	prononco
level	ol la amo	من الحب	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	كم مرة ~؟	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	تكتب رسائل إلى ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	يكتب رسائل إلى صديقاتك الفتاة	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	صديقاتك في إيطاليا	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	العلاقة بينك وبين معلمك	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	هل تغيرت العلاقة؟	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	هل تعلم ~ ؟	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	جيد جدا	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	كان المساء في ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	مئات الأشخاص	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	يملأ الساحة	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	الشباب والجنود	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	البحارة من السفن	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	سيدة متميزة	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	السيدات المتميزات	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	المسافرين الأجانب	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	الجميع ينتقل إلى وسط المدينة	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	ابعد قليلا	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ليس بعيدا عن البحر	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	كان هناك مربع صغير	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	أبعد قليلا ولكن ليس بعيدا	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	في نهاية الأمر	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	قرب البحر	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	وقف رجل في مكان قريب	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	وفقا للملابس	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	يمكن للمرء أن يعرف بسهولة ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	كان من الممكن معرفة ذلك ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	جندول رجل ثري	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	يمكن أن تكتشف أنه كان قائد الجندول	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	بدا ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	نظرت إلى الحشد البهيج	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	أضاءت ابتسامة وجهه	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	عندما رأى بحارا	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	البحار الذي وصل	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	جانب البحر	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	وصل من جانب البحر	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	هل هذا أنت يا ستيفن؟	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	صاح الجندول	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	الجميع يقول ذلك ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	في أيدي الأتراك	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	أنك وقعت في أيدي الأتراك	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	التقينا واحدا	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	من سفننا	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	لقد تبعتنا	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	لأكثر من ساعة	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ولكن ليس من السهل أن تذهب ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	للذهاب أسرع من سفينتنا	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	ما الأخبار هنا؟	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	هنا في البندقية	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	لاشيء هام	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	مجرد مصيبة كبيرة	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	هل تعرف بيترو؟	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	أنا أعرفه	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	غمرت سفينة كبيرة جندوله	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	وماذا عنه؟	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	غرق الجندول	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	حدث أن ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	كنا قريبين	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	أخذناه في جندولنا	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	في نفس الوقت	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	غرق رئيسي	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	لمساعدة امرأة شابة	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	شابة كادت أن تموت	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	مع عمه	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	كاد أن يموت مع عمه	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	كانت هناك امرأة شابة	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	لم نتمكن من مساعدته	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	كان شخصا مهما	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	ما الذي أتى بك إلى البندقية؟	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	صديقي	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	نظر البحار للأعلى	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	ألقى نظرة سريعة على صديقه	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	وبدأ يقول	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	حتى تعلم ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	أحضرت ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	أوقفه سائق الجندول فجأة	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	هو قال	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	ثم مر رجل	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	مر عليه رجل	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	لم يكن قد بلغ الثلاثين بعد	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	وكان وجهه عديم اللون	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	كانت ذهابه مؤكدة وسهلة	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	كان وجهه حزينا	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	فلما رأى الرجل ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	يقال أن ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	العديد من الأشخاص المهمين يعطون ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	عمل سري	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	وظائف سرية	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	يعطي وظائف سرية له	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	الكثير من الأسرار	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	فهو يعرف الكثير من الأسرار	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	لذلك هم خائفون	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	لإرساله إلى السجن	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	قال البحار	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	وكما تكلم	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	وأشار إلى القصر	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	قصر دوجي	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	يحتاج العديد من الأشخاص المهمين إلى مساعدته	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	كم يدفعون؟	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	يدفع له	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	يدفع ثمن قتل واحد	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	بالتأكيد ليس أقل من ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	من مائة قطعة نقدية	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	لا تنسى ذلك ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	بأنه يعمل لصالحهم	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	لأولئك الذين لديهم ما يكفي من المال	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	لدفع له	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	في البندقية هناك ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	هذه الأشياء	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	لننسى تلك الأشياء	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	الأشياء التي من الأفضل نسيانها	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	إذا كنت تريد أن تأكل في سلام	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	لتأكل خبزك بسلام	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	كان هناك بعض الصمت	there was some silence	grupo	alternativoj	prononco
level	kaj poste	و لاحقا	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	تحدث الجندول مرة أخرى	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	لقد جئت في الوقت المناسب	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	لرؤية سباق القوارب	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	وقال شخص ضعيف	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	بالقرب من الجندول	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	عمدة المدينة	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	وأشار بصمت إلى الجندول	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	- قال الجندول	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	وأخذ يد صديقه	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	يرمي الورقة	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	في سلة الورق	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	ألقت الفتيات الأوراق	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	اين قلمي	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	أريد أن أجيب عليه	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	اختفت الشمس	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	والآن أصبح الظلام تقريبًا	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	من فضلك تناول الطعام	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	من فضلك أكل الخبز	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	مع أدوات المائدة	with cutlery	grupo	alternativoj	prononco
level	pardonu min	اعذرني	excuse me	grupo	alternativoj	prononco
level	rajtas resti	يسمح له بالبقاء	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	ليس لدي الحق في البقاء	I have no right to stay	grupo	alternativoj	prononco
