C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	divano	um divã, um conselho oriental, pufe	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	um micróbio	a microbe	grupo	alternativoj	prononco
level	milvo	uma pipa (pássaro)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	uma mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomania	monomania	grupo	alternativoj	prononco
level	moruo	um bacalhau	a cod fish	grupo	alternativoj	prononco
level	nizo	um gavião	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	um sarcófago	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	sanfeno, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	uma orquídea	an orchid	grupo	alternativoj	prononco
level	ekvacio	uma equação	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontologia	paleontology	grupo	alternativoj	prononco
level	naso	uma armadilha para enguias, uma armadilha para peixes	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	uma lagosta, lagostim do mar	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	um babuíno	a baboon	grupo	alternativoj	prononco
level	pistilo	um pistilo, um pilão	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	um peixe chato, um linguado	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	um alho-poró	a leek	grupo	alternativoj	prononco
level	rajo	uma arraia, um patim, uma arraia	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	um candelabro, um castiçal	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	retina	retina	grupo	alternativoj	prononco
level	reŭmatismo	reumatismo	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	um padre	a priest	grupo	alternativoj	prononco
level	turbo	um pião	a spinning top	grupo	alternativoj	prononco
level	slipo	um recibo, um cartão de arquivo	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	uma batista, uma cambraia	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	um serafim	a seraph	grupo	alternativoj	prononco
level	sevrugo	um esturjão estrelado, um esturjão estrelado	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	um esfíncter	a sphincter	grupo	alternativoj	prononco
level	sifiliso	sífilis, varíola	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tubérculo, tuberculose (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	uma semente de mostarda	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	uma fanfarra	a fanfare	grupo	alternativoj	prononco
level	skalpo	um couro cabeludo	a scalp	grupo	alternativoj	prononco
level	skorzonero	um cercefi preto	a black salsify	grupo	alternativoj	prononco
level	talismano	um talismã, um mascote	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	esperma, sêmen	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	uma tarântula	a tarantula	grupo	alternativoj	prononco
level	revizoro	um auditor, um inspetor	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	uma tenca	a tench	grupo	alternativoj	prononco
level	celerio	um aipo	a celery	grupo	alternativoj	prononco
level	cidonio	um marmelo	a quince	grupo	alternativoj	prononco
level	galantino	gelatina	gellatine	grupo	alternativoj	prononco
level	grogo	um grogue, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	caramelo	caramel	grupo	alternativoj	prononco
level	kirŝo	um kirsh, um conhaque de cereja	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	uma compota, uma compota	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	uma nêspera	a medlar	grupo	alternativoj	prononco
level	mirabelo	uma mirabela	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pessimismo	pessimism	grupo	alternativoj	prononco
level	plebo	plebe, gente comum	plebs, common people	grupo	alternativoj	prononco
level	saguo	um sagu	a sago	grupo	alternativoj	prononco
level	vermuto	um vermute (vinho)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabesco	arabesque	grupo	alternativoj	prononco
level	arbalesto	uma besta, uma arma de lança	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	medula, medula, medula	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	balística	ballistics	grupo	alternativoj	prononco
level	orgio	uma orgia	an orgy	grupo	alternativoj	prononco
level	baziliko	uma basílica	a basilica	grupo	alternativoj	prononco
level	gruzo	um cascalho, uma areia	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	um alburno, um alburno	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	um diapasão, um diapasão	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dinamite	dynamite	grupo	alternativoj	prononco
level	maroko	Marrocos	Morocco	grupo	alternativoj	prononco
level	ditirambo	um ditirambo	a dithyramb	grupo	alternativoj	prononco
level	eklogo	uma écloga	an eclogue	grupo	alternativoj	prononco
level	falango	uma falange	a phalanx	grupo	alternativoj	prononco
level	garnituro	uma guarnição	a garniture	grupo	alternativoj	prononco
level	geodezio	geodésia	geodesy	grupo	alternativoj	prononco
level	gladiatoro	um gladiador	a gladiator	grupo	alternativoj	prononco
level	glazuro	um esmalte, glacê, glacê, verniz	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	um delettante, um amador, um amador	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	um caleidoscópio	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	uma alabarda	a halberd	grupo	alternativoj	prononco
level	harmoniumo	um harmônio	a harmonium	grupo	alternativoj	prononco
level	uzuro	uma usura	a usury	grupo	alternativoj	prononco
level	hipodromo	um hipódromo, uma pista de corrida de cavalos	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	um empresário, um empresário	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	um cabriolet, um conversível	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	um calibre	a caliber	grupo	alternativoj	prononco
level	kameo	uma participação especial	a cameo	grupo	alternativoj	prononco
level	kartografio	cartografia	cartography	grupo	alternativoj	prononco
level	aŭtokrato	um autocrata	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	uma cartela	a cartouche	grupo	alternativoj	prononco
level	dekadenco	uma decadência	a decadence	grupo	alternativoj	prononco
level	kazemato	uma casamata	a casemate	grupo	alternativoj	prononco
level	kepo	um quepe	a kepi	grupo	alternativoj	prononco
level	monarkio	monarquia (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	um xilofone	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	uma quadrilha	a quadrille	grupo	alternativoj	prononco
level	majoliko	uma majólica	a majolica	grupo	alternativoj	prononco
level	makadamo	um macadame	a macadam	grupo	alternativoj	prononco
level	matadoro	um matador, um toureiro	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	uma manifestação, um comício	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	um metrônomo	a metronome	grupo	alternativoj	prononco
level	oktavo	uma oitava	an octave	grupo	alternativoj	prononco
level	orografio	orografia	orography	grupo	alternativoj	prononco
level	palankeo	um palanquim, uma liteira (transporte humano)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	uma partitura completa (musical)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	um peristilo	a peristyle	grupo	alternativoj	prononco
level	petardo	um petardo, fogo de artifício	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	uma pilastra	a pilaster	grupo	alternativoj	prononco
level	pontono	um pontão	a pontoon	grupo	alternativoj	prononco
level	solventa	solvente	solvent	grupo	alternativoj	prononco
level	recitativo	um recitativo	a recitative	grupo	alternativoj	prononco
level	rokoko	rococó	rococo	grupo	alternativoj	prononco
level	rotondo	uma rotunda	a rotunda	grupo	alternativoj	prononco
level	ametisto	uma ametista	an amethyst	grupo	alternativoj	prononco
level	semaforo	um semáforo, um sinal, um semáforo	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	um septeto	a septet	grupo	alternativoj	prononco
level	serajlo	um serralho	a seraglio	grupo	alternativoj	prononco
level	serenado	uma serenata	a serenade	grupo	alternativoj	prononco
level	arkeologo	um arqueólogo (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sinédrio, sinédrio	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	uma base, um pedestal, um pedestal	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	uma borla, um pompom, uma borla, uma franja	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	um pandeiro	a tambourine	grupo	alternativoj	prononco
level	tamtamo	um tamtam, um tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	um tandem, uma bicicleta tandem	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	uma tarantela	a tarantella	grupo	alternativoj	prononco
level	tiaro	uma tiara, uma coroa papal	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	uma isca, uma madeira de toque	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	uma toga	a toga	grupo	alternativoj	prononco
level	topografio	topografia	topography	grupo	alternativoj	prononco
level	toreadoro	um toureiro, um toureiro	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	um cetim, um cetim	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	um transepto, um cruzeiro	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	um trombone	a trombone	grupo	alternativoj	prononco
level	turbino	uma turbina	a turbine	grupo	alternativoj	prononco
level	ulano	um ulano, um ulano	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	especular (negócios), jogar	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	um saveiro, um barco shaloop, um grande barco utilitário	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	um estilhaço	a shrapnel	grupo	alternativoj	prononco
level	okulta	oculto	occult	grupo	alternativoj	prononco
level	baleto	um balé	a ballet	grupo	alternativoj	prononco
level	anomalio	uma anomalia	an anomaly	grupo	alternativoj	prononco
level	puritano	um puritano	a puritan	grupo	alternativoj	prononco
level	bazalto	um basalto	a basalt	grupo	alternativoj	prononco
level	berilo	um berilo, um jaspe	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	um dinamômetro	a dynamometer	grupo	alternativoj	prononco
level	grafito	um grafite	a graphite	grupo	alternativoj	prononco
level	gutaperko	uma guta-percha	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apotrosizar, divinizar	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hidrostática	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	um calomelano	a calomel	grupo	alternativoj	prononco
level	kolodio	um colódio	a collodion	grupo	alternativoj	prononco
level	konglomerato	um conglomerado	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	uma eucaristia, um sacramento	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	cosmogonia	cosmogony	grupo	alternativoj	prononco
level	kosmografio	cosmografia	cosmography	grupo	alternativoj	prononco
level	kreozoto	creosote	creosote	grupo	alternativoj	prononco
level	kronometro	um cronômetro	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	quadratura	quadrature	grupo	alternativoj	prononco
level	horoskopo	um horóscopo	a horoscope	grupo	alternativoj	prononco
level	kvociento	um quociente	a quotient	grupo	alternativoj	prononco
level	lapiso	lua cáustica	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritmo	logarithm	grupo	alternativoj	prononco
level	lozanĝo	um losango, um diamante	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	uma malaquita	a malachite	grupo	alternativoj	prononco
level	manometro	um manômetro, um manômetro	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridiano (linha)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteoro, uma estrela cadente	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologia	meteorology	grupo	alternativoj	prononco
level	mikrometro	um micrômetro	a micrometer	grupo	alternativoj	prononco
level	purgatorio	purgatório	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogia	mineralogy	grupo	alternativoj	prononco
level	plagiato	plágio	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftaleno	naphthalene	grupo	alternativoj	prononco
level	nikotino	nicotina	nicotine	grupo	alternativoj	prononco
level	onikso	ônix	onyx	grupo	alternativoj	prononco
level	ozono	ozônio	ozone	grupo	alternativoj	prononco
level	estono	um estoniano	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	um paralelogramo	a parallelogram	grupo	alternativoj	prononco
level	perimetro	um perímetro	a perimeter	grupo	alternativoj	prononco
level	segmento	um segmento	a segment	grupo	alternativoj	prononco
level	sifono	um sifão	a siphon	grupo	alternativoj	prononco
level	stalagmito	uma estalagmite	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	uma estalactite	a stalactite	grupo	alternativoj	prononco
level	striknino	estricnina	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	excomungar	to excommunicate	grupo	alternativoj	prononco
level	talko	talco, giz francês	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangente	tangent	grupo	alternativoj	prononco
level	trapezo	um trapézio, um trapézio	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometria	trigonometry	grupo	alternativoj	prononco
level	vazelino	vaselina, gelatina de petróleo	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmude	Talmud	grupo	alternativoj	prononco
level	abnegacio	abnegação, abnegação	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	um álibi	an alibi	grupo	alternativoj	prononco
level	koncesii	conceder, licenciar, franquear	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	um graduado do ensino médio, um bacharel	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brâmane	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	um demagogo	a demagogue	grupo	alternativoj	prononco
level	etnografio	etnografia	ethnography	grupo	alternativoj	prononco
level	fakiro	um faquir, um faquir	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	uma auréola, uma aura, um halo (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	um mentor	a mentor	grupo	alternativoj	prononco
level	pesimisto	um pessimista	a pessimist	grupo	alternativoj	prononco
level	feministo	uma feminista	a feminist	grupo	alternativoj	prononco
level	hetmano	um hetman	a hetman	grupo	alternativoj	prononco
level	binoklo	binóculos	binoculars	grupo	alternativoj	prononco
level	kalifo	califa	caliph	grupo	alternativoj	prononco
level	diluvo	um dilúvio, uma inundação	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	uma fiança, um reconhecimento	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	um codicilo	a codicil	grupo	alternativoj	prononco
level	kongregacio	uma congregação	a congregation	grupo	alternativoj	prononco
level	konsistorio	um consistório	a consistory	grupo	alternativoj	prononco
level	kvestoro	um questor	a quaestor	grupo	alternativoj	prononco
level	lamao	Lama	Lama	grupo	alternativoj	prononco
level	stenografi	taquigrafar, taquigrafar	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	um mandarim (oficial)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	uma média	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempsicose, reencarnação	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monoteísmo	monotheism	grupo	alternativoj	prononco
level	pivoto	um pivô	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotismo	nepotism	grupo	alternativoj	prononco
level	sortimento	sortimento, uma seleção de variedade	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	niilismo	nihilism	grupo	alternativoj	prononco
level	nihilisto	um niilista	a nihilist	grupo	alternativoj	prononco
level	nimbo	um nimbo, um halo	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numismática	numismatics	grupo	alternativoj	prononco
level	cisterno	uma cisterna, um reservatório, um caminhão-tanque	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	ostracismo	ostracism	grupo	alternativoj	prononco
level	panteismo	panteísmo	pantheism	grupo	alternativoj	prononco
level	panteisto	um panteísta	a pantheist	grupo	alternativoj	prononco
level	spekulativa	especulativo	speculative	grupo	alternativoj	prononco
level	parafo	um parágrafo, uma inicial	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	uma apólice de seguro	an insurance policy	grupo	alternativoj	prononco
level	politeismo	politeísmo	polytheism	grupo	alternativoj	prononco
level	prerogativo	uma prerrogativa	a prerogative	grupo	alternativoj	prononco
level	protektorato	um protetorado	a protectorate	grupo	alternativoj	prononco
level	prozelito	um prosélito, um convertido	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	racionalismo	rationalism	grupo	alternativoj	prononco
level	racionalisto	um racionalista	a rationalist	grupo	alternativoj	prononco
level	sinoptika	sinóptico	synoptic	grupo	alternativoj	prononco
level	skolastiko	escolástica	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	espiritismo, espiritualidade	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	um espiritualista	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	um panfleto	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarô, taroque	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teísmo	theism	grupo	alternativoj	prononco
level	teisto	um teísta	a theist	grupo	alternativoj	prononco
level	teokratio	uma teocracia	a theocracy	grupo	alternativoj	prononco
level	trusto	uma confiança empresarial	a business trust	grupo	alternativoj	prononco
level	ukazo	um ukase	a ukase	grupo	alternativoj	prononco
level	ultimato	um ultimato	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Xá	Shah	grupo	alternativoj	prononco
level	gramofono	um gramofone	a gramophone	grupo	alternativoj	prononco
level	kreditoro	um credor	a creditor	grupo	alternativoj	prononco
level	ideografio	uma ideografia, uma escrita pictórica	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	uma expressão idiomática	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	induzir, inferir, generalizar	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nominal	nominal	grupo	alternativoj	prononco
level	arkipelago	arquipélago (=arhipélago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	estenografia, taquigrafia	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornitologia	ornithology	grupo	alternativoj	prononco
level	rekremento	resíduo, casca, borra, rascunho	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	um bombástico, bombeando	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	um geólogo	a geologist	grupo	alternativoj	prononco
level	edikto	um edital, um decreto	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	um baixo-relevo	a bas-relief	grupo	alternativoj	prononco
level	kariolo	uma armadilha, um carrinho de cachorro	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	uma confecção, um terno pronto	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	um império, empirismo	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navegação	navigation	grupo	alternativoj	prononco
level	observatorio	um observatório	an observatory	grupo	alternativoj	prononco
level	abdiki	abdicar, renunciar	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	Almirantado	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarquia (=anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	um geógrafo	a geographer	grupo	alternativoj	prononco
level	aĝio	um ágio, um prêmio	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	autocracia	autocracy	grupo	alternativoj	prononco
level	demagogio	demagogia, demagogia	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	uma doca, uma bacia (iate, barco, navio)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Eminência	Eminence	grupo	alternativoj	prononco
level	komandito	uma parceria limitada	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	uma inauguração	an inauguration	grupo	alternativoj	prononco
level	biologo	um biólogo	a biologist	grupo	alternativoj	prononco
level	katekisto	um catequista (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glicose (=glicozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	um fisiologista	a physiologist	grupo	alternativoj	prononco
level	katekizi	catequizar, questionar (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	um pacifista	a pacifist	grupo	alternativoj	prononco
level	kontribucio	reparações	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalismo	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarquia (= oligarquia)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pacifismo	pacifism	grupo	alternativoj	prononco
level	plutokratio	plutocracia	plutocracy	grupo	alternativoj	prononco
level	realismo	realismo	realism	grupo	alternativoj	prononco
level	sociologo	um sociólogo	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	tempo condicional	conditional tense	grupo	alternativoj	prononco
level	albino	um albino	an albino	grupo	alternativoj	prononco
level	genciano	uma genciana (Genciana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	uma vassoura, zimbro (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	uma corola (=florkrono)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	uma minhoca (=tervermo)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	blues, baixo astral, melancolia	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	um oleandro	an oleander	grupo	alternativoj	prononco
level	plantago	um plantago, banana	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	gravura	etching	grupo	alternativoj	prononco
level	aleno	um bradawl, um furador	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	uma bireta, uma boina	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	um fagote	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	uma castanhola	a castanet	grupo	alternativoj	prononco
level	paŝtelo	um pastel, um giz, um giz de cera	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	uma pelerine, uma capa	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	anilina (fenilamina)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	uma hélice, uma hélice	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	um biógrafo	a biographer	grupo	alternativoj	prononco
level	kalio	potássio	potassium	grupo	alternativoj	prononco
level	kinino	quinina	quinine	grupo	alternativoj	prononco
level	kloro	cloro	chlorine	grupo	alternativoj	prononco
level	latero	um lado (de um polígono), uma aresta	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	sódio	sodium	grupo	alternativoj	prononco
level	zefiro	um zéfiro	a zephyr	grupo	alternativoj	prononco
level	regento	um regente	a regent	grupo	alternativoj	prononco
level	vinkto	um rebite, uma pervinca	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	uma vivissecção	a vivisection	grupo	alternativoj	prononco
level	agronomo	um agrônomo, um agricultor	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	um antropólogo	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	um bibliógrafo	a bibliographer	grupo	alternativoj	prononco
level	entomologo	um entomologista	an entomologist	grupo	alternativoj	prononco
level	etimologo	um etimologista	an etimologist	grupo	alternativoj	prononco
level	etiologo	um etiologista	an etiologist	grupo	alternativoj	prononco
level	etnografo	um etnógrafo	an ethnographer	grupo	alternativoj	prononco
level	genealogo	um genealogista	a genealogist	grupo	alternativoj	prononco
level	geometro	um geômetra	a geometrician	grupo	alternativoj	prononco
level	grafologo	um grafólogo	a graphologist	grupo	alternativoj	prononco
level	homeopato	um homeopata	a homeopathist	grupo	alternativoj	prononco
level	kartografo	um cartógrafo	a cartographer	grupo	alternativoj	prononco
level	kosmografo	um cosmografista	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	um meteorologista	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	um mineralogista	a mineralogist	grupo	alternativoj	prononco
level	mitologo	um mitólogo	a mythologist	grupo	alternativoj	prononco
level	oligarko	um oligarca (= oligarca)	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
level	ornitologo	um ornitólogo	an ornithologist	grupo	alternativoj	prononco
level	paleografo	um paleógrafo	a paleographer	grupo	alternativoj	prononco
level	paleontologo	um paleontólogo	a paleontologist	grupo	alternativoj	prononco
level	patologo	um patologista	a pathologist	grupo	alternativoj	prononco
level	plutokrato	um plutocrata	a plutocrat	grupo	alternativoj	prononco
level	teokrato	um teocrata	a theocrat	grupo	alternativoj	prononco
level	tipografo	um tipógrafo	a typographer	grupo	alternativoj	prononco
level	topografo	um topógrafo	a topographer	grupo	alternativoj	prononco
level	zoologo	um zoólogo	a zoologist	grupo	alternativoj	prononco
level	aristokratio	aristocracia	aristocracy	grupo	alternativoj	prononco
level	arkaismo	arcaísmo (=arĥaismo)	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	difteria (= difteria)	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	fotografia	photography	grupo	alternativoj	prononco
level	litografio	litografia	lithography	grupo	alternativoj	prononco
level	tonelo	uma tonelada	a ton	grupo	alternativoj	prononco
level	vipero	um vipero (= vipuro)	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	contraponto (uma composição musical)	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	cinzelar, esculpir	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	um método che, um método direto de ensino do Esperanto	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	um concreto	a concrete	grupo	alternativoj	prononco
level	orgeno	um órgão (instrumento musical)	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	um orgasmo	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	uma mesa de encontro	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	ABC, uma cartilha	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	biconvexo	biconvex	grupo	alternativoj	prononco
level	bikonkava	bicôncavo	biconcave	grupo	alternativoj	prononco
level	aidoso	AIDS	AIDS	grupo	alternativoj	prononco
level	operatoro	um operador	an operator	grupo	alternativoj	prononco
level	opalo	uma opala	an opal	grupo	alternativoj	prononco
level	prestidigito	uma mágica (truque)	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	um iate	a yacht	grupo	alternativoj	prononco
level	palpebrumi	piscar, piscar	to wink, to blink	grupo	alternativoj	prononco
level	lupe	como um lobo	like a wolf	grupo	alternativoj	prononco
level	haladzo	fedor, fedor	stench, stink	grupo	alternativoj	prononco
level	laborigi	fazer (alguém) trabalhar	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	apetitoso	to appetize	grupo	alternativoj	prononco
level	bokalo	uma jarra	a jar	grupo	alternativoj	prononco
level	liniilo	uma régua, uma régua	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	uma oficina, um canteiro de obras, um estúdio	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
level	staleto	um pequeno estábulo, uma pequena barraca, um pequeno galpão	a small stable, a small stall, a small shed	grupo	alternativoj	prononco
