A.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	multe pli bone	molto meglio	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	sembra molto meglio	seems much better	grupo	alternativoj	prononco
level	per vagonaro	con il treno	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	o non sembra che sia molto meglio?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	varie persone	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	perché le persone spiegano in modi diversi?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	stesse idee	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	spiega le stesse idee	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	i membri della famiglia si riuniscono	family members get together	grupo	alternativoj	prononco
level	kiel rapide	quanto velocemente	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	passano i giorni	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	come passano velocemente i giorni!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	domani sarà ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	il compleanno di tuo padre	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	diversi membri della famiglia	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	verranno diversi membri della famiglia	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	e amici	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	potresti per favore ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	potresti per favore aiutare un po'?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	un poco	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	trova un po' di tempo	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	per riordinare la tua stanza	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	almeno per riordinare la tua stanza	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Vorrei ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Vorrei cucinare qualcosa	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	qualcosa di buono	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	cucinare qualcosa di buono	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	per la torta di compleanno	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	manca il latte	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	dentro casa	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	è necessario procurarsi ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	del cibo	some food	grupo	alternativoj	prononco
level	el vendejo	da un negozio	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	per procurarsi del cibo da un nascondiglio	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Farò la spesa	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	per il compleanno	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	invece di sedersi e mangiare	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	persone interessanti	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	con familiari poco interessanti	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Vorrei fare un picnic	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	con i membri del club	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	con quali soci del club?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	disse il padre	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	una specie di carta, una specie di carta	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	in una valigetta	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	in un cestino della carta	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	gettò i fogli in un cestino della carta	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	gettò alcuni fogli in un cestino della carta	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	Domani presto	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	soci della mia società sportiva	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Mio caro	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	è giusto?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	devi essere assente	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	non è vero ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	i tuoi compagni di club	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ci vediamo con gli altri membri del club	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tre volte a settimana	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	posso ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	ha il diritto di proporre qualcosa	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Mangerò con i membri della famiglia	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	ma nella seconda parte	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Andrò con i miei amici	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	parleremo di ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	un'unità guasta	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	parleremo sicuramente dell'unità guasta	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	dopo la torta	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Non lo voglio più	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	vuole sentirlo	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	perché non abbiamo ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	uno zio ricco di idee	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	ha qualche idea, zio ricco	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	nella mia famiglia	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	la madre sorrise	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	alle sue parole	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	lei lo sa ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	parla un po' troppo	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	non è sufficiente solo ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ricchezza di idee	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ è anche necessario	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	un portafoglio pieno per realizzarlo	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	continuò la madre ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	dopo un po' di silenzio	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	pochi minuti fa	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana l'ha chiamata ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	verrà a trovarci anche lei	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	una torta dolce	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	le piace davvero la torta dolce	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	sta attento a non ingrassare	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	anche se presterà attenzione	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	cambiò subito idea	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	durante l'escursione	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	senza di lei	without her	grupo	alternativoj	prononco
level	li estus tre soleca	si sentirebbe molto solo	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Passerò comunque	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Trascorrerò comunque il domani a casa	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	in gioventù	in youth	grupo	alternativoj	prononco
level	oni havas	uno ha	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	ha anche bellezza	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	lavori complicati	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	lavori complicati (obiettivo)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	dovrebbe semplificare	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	a quell'età	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	è già diventato ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	capo della società sportiva	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	uno mette i soldi	one puts money	grupo	alternativoj	prononco
level	en monujon	in un portafoglio	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	mette in una borsa	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	segui gli esempi	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	dai buoni membri della famiglia	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	l'amicizia ti rende più felice?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	ti fa felice	makes you happy	grupo	alternativoj	prononco
level	ol la amo	che l'amore	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	quanto spesso ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	scrivi lettere a ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	scrive lettere alle tue amiche	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	le tue amiche in Italia	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	il rapporto tra te e il tuo insegnante	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	è cambiato il rapporto?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	lo sai già~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	discretamente	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	era sera in ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	centinaia di persone	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	riempie la piazza	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	giovani e soldati	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	marinai dalle navi	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	signora eccezionale	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	signore eccezionali	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	viaggiatori stranieri	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	tutti si stanno spostando verso il centro città	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	un po 'più in là	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	non lontano dal mare	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	c'era una piccola piazza	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	un po' più lontano ma non lontano	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	alla fine	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	vicino al mare	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	un uomo stava lì vicino	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	secondo l'abbigliamento	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	si può sapere facilmente ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	è stato possibile scoprirlo ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	il gondoliere di un uomo ricco	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	poteva scoprire che era un gondoliere	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	sembrava ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	guardò la folla gioiosa	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	un sorriso gli illuminò il volto	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	quando vide un marinaio	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	il marinaio che è arrivato	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	il lato del mare	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	arrivato dalla parte del mare	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	sei tu, Stefano?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	esclamò il gondoliere	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	lo dicono tutti ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	nelle mani dei turchi	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	che sei caduto nelle mani dei turchi	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ne abbiamo incontrato uno	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	dalle nostre navi	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ci ha seguito	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	per più di un'ora	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ma non è facile andare ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	andare più veloce della nostra nave	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	che novità ci sono?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	qui a Venezia	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	niente di interessante	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	solo una grande sfortuna	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	conosci Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	lo conosco	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	una grande nave sommerse la sua gondola	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	e lui?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	la gondola affondò	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	è successo che ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	eravamo vicini	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	lo abbiamo portato con la nostra gondola	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	allo stesso tempo	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	il mio capo è annegato	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	per aiutare una giovane donna	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	una giovane donna che è quasi morta	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	con suo zio	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	è quasi morto con suo zio	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	c'era una giovane donna	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	non potevamo aiutarlo	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	era una persona importante	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	cosa ti ha portato a Venezia?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	Mio amico	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	il marinaio alzò lo sguardo	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	guardò rapidamente il suo amico	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	e cominciò a dire	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	quindi lo sai ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Ho portato ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	il gondoliere lo fermò all'improvviso	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	Egli ha detto	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	poi passò un uomo	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	un uomo gli passò accanto	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	non aveva ancora trent'anni	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	e il suo volto era incolore	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	la sua partenza era sicura e facile	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	il suo volto era triste	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	quando vide l'uomo, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	si dice che ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	molte persone importanti danno ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	lavoro segreto	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	lavori segreti	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	gli dà lavori segreti	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	troppi segreti	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	conosce troppi segreti	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	quindi hanno paura	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	per mandarlo in prigione	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	disse il marinaio	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	e mentre parlava	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	indicò la villa	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	il palazzo dei Dogi	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	molte persone importanti hanno bisogno del suo aiuto	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	quanto pagano?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	lo paga	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	paga per un'uccisione	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	certamente non meno di ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	più di cento monete	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	non dimenticarlo ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	che lavora per loro	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	per coloro che hanno abbastanza soldi	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	per pagarlo	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	a Venezia c'è ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	quelle cose	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	dimenticare quelle cose	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	cose che è meglio dimenticare	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	se vuoi mangiare in pace	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	per mangiare in pace il tuo pane	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	ci fu un po' di silenzio	there was some silence	grupo	alternativoj	prononco
level	kaj poste	e più tardi	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	parlò ancora il gondoliere	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	sei arrivato giusto in tempo	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	per vedere una regata in barca	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	disse debolmente qualcuno	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	vicino al gondoliere	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	il sindaco della città	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	senza dire una parola indicò la gondola	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	disse il gondoliere	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	e prese la mano del suo amico	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	lancia la carta	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	nel cestino della carta	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	le ragazze hanno lanciato i giornali	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	dov'è la mia penna	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Voglio rispondergli	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	il sole è scomparso	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	e adesso è quasi buio	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	perfavore mangia	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	per favore mangia il pane	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	con posate	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Mi scusi	excuse me	grupo	alternativoj	prononco
level	rajtas resti	è autorizzato a restare	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Non ho il diritto di restare	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	puoi portare ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	da mia sorella	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	quando hai comprato ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	comprato quello strumento musicale	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	chi ha usato per ultimo?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	usato la mia chiave	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	hai guidato?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	a Venezia	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	anche in gondola	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	riuscirai ad addormentarti?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	poi, quando ci fu silenzio	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	il signore era alto	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	alto, grasso	tall, fat	grupo	alternativoj	prononco
level	dika, peza	spesso, pesante	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	pesante e grande	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	era alto, grosso, pesante e grosso	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	ha dato forza	gave strength	grupo	alternativoj	prononco
level	havinda forto	una forza che vale la pena avere	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	forza fisica che vale la pena avere	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	quello ha dato	that gave	grupo	alternativoj	prononco
level	donis al li	ha dato a lui	gave him	grupo	alternativoj	prononco
level	tio donis forton	che dava forza	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	ha dato al corpo la forza che valeva la pena avere	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	la sua apparenza	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	aspetto di una persona alta	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	un piccolo ruolo	a small role	grupo	alternativoj	prononco
level	ludis rolon	ha avuto un ruolo	played a role	grupo	alternativoj	prononco
level	ne eta rolo	un ruolo non da poco	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	ha avuto un piccolo ruolo	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ha avuto un ruolo non da poco	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	nel fatto che ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	la maggior parte delle persone	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	se non paura	if not afraid	grupo	alternativoj	prononco
level	lin timis	aveva paura di lui	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	se avesse avuto paura	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	se non paura di lui	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	sicuramente rispettato	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	almeno pensato ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	prima ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	per soddisfarlo	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	per dispiacergli	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	prima di insoddisfazione ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	prima di decidere ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	decidere di dispiacere ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	decidere di soddisfarlo	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	prima di decidere di dispiacergli	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	quello, che è utile	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	spesso utile durante il giorno	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	uno spiacevole fastidio	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	da solo	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	presenta uno spiacevole fastidio	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	si presenta come uno spiacevole fastidio	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	in un luogo pieno di alberi	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	poi, quando uno si perdeva	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	in un deserto disumano	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	e va fuori strada nel caos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	un corpo alto e grande	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	non è riuscito a passare ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	tra i cespugli	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	oltre a toccare le cose naturali	in addition to touching the natural things	grupo	alternativoj	prononco
