B.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	tamen por mi sufiĉas	不過，這對我來說已經足夠了	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	是的，應該可以找到~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	找到平衡	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	每個人都應該找到自己的平衡點	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	我覺得太多了	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	現在我感覺	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	我是這麼感覺的~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	感覺太多了~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	我的生活中有太多世界語	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	我的生活中有太多世界語	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	你是會員嗎？	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	您是某個組織的成員嗎？	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	其他組織的成員	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	不是一個真正的組織，但是〜	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	但我彈吉他	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	在樂團中彈吉他	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	好的！我很喜歡	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	我喜歡唱歌	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	非常喜歡唱歌	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	你播放什麼類型的音樂？	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	嗯，很簡單的流行音樂	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	我們剛剛組樂隊	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	但最終我們會玩	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	我們在IJK 期間玩過	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	將在下一個IJK 期間播放	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	我已經很期待了！	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	有需要就說吧~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	需要一些伴唱	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	如果你需要伴唱	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	為什麼不？也許你想要~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	你現在想唱點什麼	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	我會彈吉他	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	你想唱歌，我可以演奏	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	現在唱歌彈吉他	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	是的，我想要那個	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	帶上我的吉他	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	我會馬上帶來我的吉他	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	很好，我會帶一把吉他	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	我馬上帶上我的吉他	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	等待你的歸來	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	希望你能盡快回來	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	我期待快速回報	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	等待著你希望的快速歸來	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	兩天後	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	舞池外	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	幾天后，舞池外	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	嘿卡貝你看~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	你看起來很高興	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	是的，我就是~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	很好，我很高興！	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	你喜歡國會嗎？	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	你這麼喜歡大會嗎？	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	是和否	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	我確信我非常滿意	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	對IJK非常滿意	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	但還有別的事	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	其他讓我高興的事情	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	是一些使〜	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	更正確地說	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	有人打~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	一個讓我心跳的人	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	說吧，說吧，你戀愛了嗎？	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	愛上了某個女孩	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	你愛上一個女孩了嗎？	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	不確定我是否墜入愛河	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	不確定，但感覺不錯	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	我不確定我是否戀愛了	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	但感覺很好	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	她甚至吻了我	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	吻了我的嘴唇	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	甚至在La Bamba 期間吻了我	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	令人驚奇的吻	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	她給了一個多麼美好的吻啊！	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	偉大的！現在我明白了	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	明白你為何輻射	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	你散發出如此多的歡樂	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	事實上，類似的事情也發生過	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	類似的事情也發生在我身上	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	但我就是這麼想的~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	以為你不喜歡~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	你不喜歡La Bamba 的舞蹈	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	是的，這沒有發生	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	發生在舞池裡	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	這不是發生在舞池上	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	但在茶室（Owlery）	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	這不是吻	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	不是一個吻，但仍然是令人欣慰的事情	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	但仍然有一些非常令人高興的事情	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	所以，告訴吧！	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	我不知道該說些什麼	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	真的不知道該說什麼	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	沒有什麼特別的事情發生	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	至少它還沒有發生	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	但我不知怎的感覺到了~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	感覺她很喜歡我	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	不知何故感覺她很喜歡我	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	她喜歡我，我也喜歡她	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	我們聊了很久~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	聊了很久關於音樂的話題	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	然後一起唱歌	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	我覺得她在調情	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	她在跟我調情	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	這個真好	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	正如你的加拿大朋友所說	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	正如一位來自加拿大的朋友所說：“太棒了！”	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	對真的！我希望~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	很快就能再見到她	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	希望能再見到她	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	我希望很快就能見到她	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	同樣的我	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	附近的一個湖~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	會議地點附近的一個湖	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	靠近國會廳	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	哦，你也是~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	你也在這裡！ ？	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	是的，我會遇見的~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	很快就會在這裡見到朋友	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	進行私人談話	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	將與一位朋友進行私下談話	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	所以想請教一下~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	我想請你離開	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	好吧，那是不可能的	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	實際上根本不可能	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	為什麼？這對我來說非常重要！	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	這次會議非常重要	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	所以請讓我走	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	請讓我一個人待一會	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	就像我剛才說的，	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	我說那不可能	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	我的一個朋友很快就會出現	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	因為朋友很快也會出現	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	朋友也會出現在這裡	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	該死，通常是現在	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	其實是關於那個女孩的	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	我告訴過的那個女孩	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	順便說一句，她的名字是傑西	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	男孩和女孩！很高興你能來	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	我很高興見到你	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	我很高興能再見到您	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	不過，你看~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	你看起來很震驚又困惑	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	感到震驚和困惑	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	明顯地	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	所以我猜~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	你已經明白了	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	明白是怎麼回事吧？	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	我想你已經明白了	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	已經明白是怎麼回事了	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	我什麼都不懂！	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	我想我不想~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	不想明白	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	我不想明白	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	但這並不複雜！	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	讓我解釋	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	當伊娜告訴我時	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	告訴我他自己的朋友	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	學過世界語的朋友	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	世界語學得很快	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	一個叫Kabe的朋友	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	我已經抓住了~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	我知道你們兩個已經認識了	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	你們兩個已經認識了	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	對，但是。但什麼？	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	印像中是~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	我們都有這樣的印象	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	你和我們調情，並且	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	你在跟我們調情的印象	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	絕對正確！	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	這就是為什麼我想談談	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	我想和你談談	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	現在就和你們兩個談談	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	請聽我說	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	我常常很喜歡~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	同時喜歡幾個人	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	我喜歡好幾個人	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	是不是也沒關係~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	無論是男人還是女人	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	在IJK期間發生了〜	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	碰巧我墜入愛河	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	我愛上了你們倆！	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	我們都對你	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	顯然我們對你來說	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	等一下，我累了	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	累得快不行了~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	我很難想	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	我理解對了嗎~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	是的！看一看	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	滿臉喜悅	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	畫了一顆大大的心	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	在沙裡畫了一顆大大的心	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	在沙子裡寫字	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	裡面寫著“IJK”	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	想了想之後說道	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	想了想後說“這是我們的IJK”	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	他們突然大笑起來！	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	他們都笑了起來！	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	想了一會兒，他們笑了	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe 說“這是我們的IJK”	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	你寄出申請表了嗎？	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	向當地協會提交登記表	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	透過協會作為團體訂購	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	透過電子郵件提交	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	收到註冊確認訊息	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	找不到提交註冊表的地方	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	有線上申請表嗎？	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	您提交了紙本訂單嗎？	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	有人必須用歐元付款嗎？	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	可以當場支付嗎？	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	已付款但未收到收據	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	可以透過當地社會團體支付	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	如果不在場可以退款嗎？	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	沒有訂購特別節目	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	怎樣才能有人額外訂購？	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	如何支付額外訂單的費用？	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	我們可以看到註冊者名單嗎？	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	我的名字不在註冊者清單中	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	你能查一下清單嗎？	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	訂單截止日期後	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	還有人可以加入嗎？	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	一起訂飯店	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	有人在訂飯店，你要一起去嗎？	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	如果有空閒房間，我想預訂	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	可以現場預訂飯店嗎？	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	我們應該一起買機票嗎？	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	哪一天起的票	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	我們陪你去機場嗎？	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	機場有導遊嗎？	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	需要有人自己去會議地點嗎？	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	會場票房	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	我已付款，但找不到我的名牌	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	想要現場報名	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	團費了，為什麼沒有標記？	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	裝有會議手冊和其他資訊資料的會議包	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	校長大廳、展覽	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	打開和關閉	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER（歐洲共同參考架構）考試地點	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	國會委員會	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	協會委員會	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	會議宴會	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	相識之夜	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	盛大開幕	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	柴門霍夫大廳	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU（國際會議大學）	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER 考試分為四個等級（歐洲共同參考架構）	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	國際藝術之夜	international art evening	grupo	alternativoj	prononco
level	solena fermo	莊嚴閉幕	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	世界語書籍的預訂服務	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS（國際科學院）	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT（世界無政府主義者協會）	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	無聊的講座	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	各部門值班人員	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	巴特警官作為一個團隊合作	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	一個旅遊代理	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	一張機票	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	取消了飯店和機票	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	會議快遞	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	第一期通訊、第二期通訊	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	大會主題	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	口語課程	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	臨時節目	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	訂購的一般條件	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	會前參觀	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	會後巡演	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	全日遊	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	半日遊	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	會議期間參觀表	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	英國各地的活動（環球大會）	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	與大眾媒體的接觸	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	副院長主持節目	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	與國家當局	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	秘書、財務主管	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	藝術活動	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	兒童代表大會	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	社群網站	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	大會主題主任	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	IKU（國際會議大學）校長	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	健康保險和旅遊保險	health insurance and travel insurance	grupo	alternativoj	prononco
