C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	etato	یک لیست حقوق و دستمزد، یک جدول، یک موجودی، یک لیست	a payroll, a table, an inventory, a list	grupo	alternativoj	prononco
level	devontigi	متعهد شدن	to commit	grupo	alternativoj	prononco
level	Pekino	پکن	Beijing	grupo	alternativoj	prononco
level	akvumi	آب دادن، آبیاری کردن، شستشو دادن	to water, to irrigate, to flush	grupo	alternativoj	prononco
level	akvofalo	یک آبشار، یک آبشار	a waterfall, a cascade	grupo	alternativoj	prononco
level	gobio	یک گوجه، یک گوبی رودخانه	a gudgeon, a river goby	grupo	alternativoj	prononco
level	akvomelono	یک هندوانه	a watermelon	grupo	alternativoj	prononco
level	singularo	یک مفرد	a singular	grupo	alternativoj	prononco
level	rezervujo (akvo ~)	یک مخزن (آب ~)	a reservoir (water ~)	grupo	alternativoj	prononco
level	nekrologo	یک نکرولوژی، یک مراسم فوت	a necrology, an obituary	grupo	alternativoj	prononco
level	reteni	نگه داشتن، توقیف کردن، عقب نگه داشتن	to retain, to detain, to hold back	grupo	alternativoj	prononco
level	plastiko	قالب گیری، شکل پذیر، پلاستیکی	mouldable, shapable, plastic	grupo	alternativoj	prononco
level	fisko	خزانه، خزانه دولت	treasury, state treasury	grupo	alternativoj	prononco
level	prunti	قرض گرفتن، قرض گرفتن	to borrow, to loan	grupo	alternativoj	prononco
level	filozofo	یک فیلسوف	a philosopher	grupo	alternativoj	prononco
level	ĝiri	انتقال دادن، تایید کردن	to transfer, to endorse	grupo	alternativoj	prononco
level	malvo	یک گل خطمی	a mallow	grupo	alternativoj	prononco
level	ŝuldo	یک بدهی، یک بدهی	a debt, an owe	grupo	alternativoj	prononco
level	alpo	کوهستان، مرتع کوهستانی	an alp, a mountain pasture	grupo	alternativoj	prononco
level	vidvino	یک بیوه	a widow	grupo	alternativoj	prononco
level	ŝuldanto	یک بدهکار، یک متعهد	a debtor, an obligor	grupo	alternativoj	prononco
level	malrapide	به آرامی	slowly	grupo	alternativoj	prononco
level	puso	یک چرک	a pus	grupo	alternativoj	prononco
level	interesega	بسیار جالب، جذب کننده	very interesting, absorbing	grupo	alternativoj	prononco
level	imperialismo	امپریالیسم	imperialism	grupo	alternativoj	prononco
level	minuso	علامت منفی، منهای	minus, minus sign	grupo	alternativoj	prononco
level	dialekto	یک گویش	a dialect	grupo	alternativoj	prononco
level	semi	کاشت (بذر)	to sow (seeds)	grupo	alternativoj	prononco
level	homplena	پر از جمعیت، شلوغ	full of people, crowded	grupo	alternativoj	prononco
level	enamiĝi	عاشق شدن	to fall in love	grupo	alternativoj	prononco
level	kontrasto	یک تضاد، یک آنتی تز، یک تقابل	a contrast, an antithesis, an opposition	grupo	alternativoj	prononco
level	inkluziva	شامل	inclusive	grupo	alternativoj	prononco
level	fianĉino	نامزد، نامزد، عروس	a fiancee, fiancée, bride	grupo	alternativoj	prononco
level	pozitiva	مثبت	positive	grupo	alternativoj	prononco
level	fianĉiĝi	نامزد شدن	to become engaged	grupo	alternativoj	prononco
level	ĉevrono	یک شورون، یک تیر پشتیبانی	a chevron, a support beam	grupo	alternativoj	prononco
level	katastrofo	یک فاجعه، یک فاجعه، یک فاجعه	a disaster, a catastrophe, a calamity	grupo	alternativoj	prononco
level	ŝpato	یک بیل	a spade	grupo	alternativoj	prononco
level	fianĉamiko (-ino)	بهترین مرد، یک ساقدوش (یک ساقدوش)	a best man, a bridesman (a bridesmaid)	grupo	alternativoj	prononco
level	dozo	یک دوز، یک دوز	a dose, a dosage	grupo	alternativoj	prononco
level	monto da ~	کوهی از ~	a mountain of ~	grupo	alternativoj	prononco
level	vivanta	زنده، زنده	living, alive	grupo	alternativoj	prononco
level	Irlandano	یک ایرلندی	an Irish	grupo	alternativoj	prononco
level	Skotlando	اسکاتلند	Scotland	grupo	alternativoj	prononco
level	grasa	چرب، چاق، پررنگ، پررنگ، چرب	greasy, fat, bold, boldface, fatty	grupo	alternativoj	prononco
level	nilono	یک نایلون	a nylon	grupo	alternativoj	prononco
level	ekzameno	یک معاینه، یک تحقیق، یک آزمایش	an examination, an investigation, a test	grupo	alternativoj	prononco
level	teatraĵo	یک نمایشنامه (در یک تئاتر)، یک نمایشنامه تئاتر	a play (in a theater), a theatre play	grupo	alternativoj	prononco
level	premiito	برنده جایزه، برنده جایزه	an award winner, a prize winner	grupo	alternativoj	prononco
level	paliĝi	رنگ پریده شدن، محو شدن	to become pale, to fade	grupo	alternativoj	prononco
level	novjaro	یک سال جدید	a new year	grupo	alternativoj	prononco
level	alkemio	کیمیاگری (=alĥemio)	alchemy (=alĥemio)	grupo	alternativoj	prononco
level	vertico	یک راس، یک گره	a vertex, a node	grupo	alternativoj	prononco
level	kanono	یک توپ، یک تفنگ بزرگ	a canon, a big gun	grupo	alternativoj	prononco
level	ŝampuo	یک شامپو	a shampoo	grupo	alternativoj	prononco
level	katolika	کاتولیک	catholic	grupo	alternativoj	prononco
level	subskribi	امضا کردن (امضا، نام شخص)	to sign (a signature, one's name)	grupo	alternativoj	prononco
level	doganejo	یک پست گمرکی، یک گمرک خانه	a customs post, a customs house	grupo	alternativoj	prononco
level	jarcento	یک قرن	a century	grupo	alternativoj	prononco
level	onidire	شایعه دارد ~ (به گفته یکی)	rumor has it ~ (according to one says)	grupo	alternativoj	prononco
level	radiatoro	یک رادیاتور	a radiator	grupo	alternativoj	prononco
level	nepino	یک نوه	a granddaughter	grupo	alternativoj	prononco
level	rivoluo	یک چرخش، یک انقلاب	a rotation, a revolution	grupo	alternativoj	prononco
level	butikumi	برای گشت و گذار در بوتیک ها، خرید	to go around boutiques, shopping	grupo	alternativoj	prononco
level	ĉenbutiko	یک فروشگاه زنجیره ای	a chain-store	grupo	alternativoj	prononco
level	templo	یک معبد	a temple	grupo	alternativoj	prononco
level	riparata	(در حال تعمیر) است	(is being) repaired	grupo	alternativoj	prononco
level	viadukto	یک پل گذر	a viaduct	grupo	alternativoj	prononco
level	redakcio	هیات تحریریه	editorial staff	grupo	alternativoj	prononco
level	operacio	یک عملیات	an operation	grupo	alternativoj	prononco
level	statistiko	آمار	statistics	grupo	alternativoj	prononco
level	operaciisto	یک جراح، یک مدیر، یک مدیر	a surgen, an administrator, a manager	grupo	alternativoj	prononco
level	moŝto	اعلیحضرت، اعلیحضرت	Majesty, Highness, Excellency	grupo	alternativoj	prononco
level	inundo	طغیان، سیل	an inundation, a flood	grupo	alternativoj	prononco
level	hejmpaĝo	یک صفحه اصلی	a home page	grupo	alternativoj	prononco
level	acero	یک افرا	a maple	grupo	alternativoj	prononco
level	akuŝejo	یک خانه زایمان	a maternity home	grupo	alternativoj	prononco
level	percepto	ادراک	perception	grupo	alternativoj	prononco
level	skolto	یک پیشاهنگ، یک پیشاهنگ پسر	a scout, a boy scout	grupo	alternativoj	prononco
level	speciale	به خصوص، مخصوصا	especially, specially	grupo	alternativoj	prononco
level	artsatelito	یک ماهواره مصنوعی	an artificial satellite	grupo	alternativoj	prononco
level	balaaĵujo	سطل زباله، سطل زباله	a wastebin, a dust-bin	grupo	alternativoj	prononco
level	skii	اسکی کردن	to ski	grupo	alternativoj	prononco
level	balotilo	یک برگه رای، یک برگه رای	a ballot, a ballot paper	grupo	alternativoj	prononco
level	hortabelo	جدول زمانی	a timetable	grupo	alternativoj	prononco
level	kavaliro	یک شوالیه، یک سواره نظام	a knight, a cavalier	grupo	alternativoj	prononco
level	tolŝuo (ŝnurŝuo)	یک کفش ورزشی، یک کفش بوم، یک کفش ورزشی، یک کفش دویدن	a sneaker, a canvas shoe, an athletic shoe, a running shoe	grupo	alternativoj	prononco
level	aktualaĵo	یک موضوع فعلی مورد علاقه، چیزی با اهمیت فعلی	a current issue of interest, something of current importance	grupo	alternativoj	prononco
level	aviado	هواپیمایی	aviation	grupo	alternativoj	prononco
level	ĝemela	از دوقلو	of twin	grupo	alternativoj	prononco
level	digo	یک سد، یک خاکریز	a dam, a dike	grupo	alternativoj	prononco
level	elfosilo	یک بیل مکانیکی، یک جرثقیل	an excavator, a crane	grupo	alternativoj	prononco
level	teĥniko	یک تکنیک، یک تکنیک (=tekniko)	a technic, a technique (=tekniko)	grupo	alternativoj	prononco
level	malsupren	رو به پایین، پایین	downward, down	grupo	alternativoj	prononco
level	Hispana	اسپانیایی	Spanish	grupo	alternativoj	prononco
level	kadavro	یک جسد، یک جسد، یک جسد	a cadaver, a corpse, a dead body	grupo	alternativoj	prononco
level	figujo (figarbo)	یک درخت انجیر	a fig tree	grupo	alternativoj	prononco
level	akcelilo	یک شتاب دهنده	an accelerator	grupo	alternativoj	prononco
level	manuskripto	یک نسخه خطی	a manuscript	grupo	alternativoj	prononco
level	frizosalono	یک آرایشگاه	a hairdressing salon	grupo	alternativoj	prononco
level	kapitano	یک کاپیتان	a captain	grupo	alternativoj	prononco
level	abismo	پرتگاه، فراموشی، شکاف	abyss, oblivion, chasm	grupo	alternativoj	prononco
level	glano	یک بلوط، سر	an acorn, glans	grupo	alternativoj	prononco
level	glavofiŝo	یک ماهی شمشیری	a sword fish	grupo	alternativoj	prononco
level	faraono	فرعون	Pharaoh	grupo	alternativoj	prononco
level	skeleto	یک اسکلت	a skeleton	grupo	alternativoj	prononco
level	granato	یک نارنجک، یک انار	a grenade, a pomegranate	grupo	alternativoj	prononco
level	gravito	جاذبه، جاذبه	gravity, gravitation	grupo	alternativoj	prononco
level	karcero	یک سلول، یک قفل، یک زندان	a cell, a lock up, a prison	grupo	alternativoj	prononco
level	vilo	پرز، دسته مو	villus, tuft of hair	grupo	alternativoj	prononco
level	piramido	یک هرم	a pyramid	grupo	alternativoj	prononco
level	juglando	یک گردو	a walnut	grupo	alternativoj	prononco
level	mumio	یک مومیایی	a mummy	grupo	alternativoj	prononco
level	patrioto	یک میهن پرست	a patriot	grupo	alternativoj	prononco
level	trono	یک تاج و تخت	a throne	grupo	alternativoj	prononco
level	korbopilko	یک بسکتبال	a basketball	grupo	alternativoj	prononco
level	koruso (ĥoro)	گروه کر (کر)	chorus (choir)	grupo	alternativoj	prononco
level	kratero	یک دهانه	a crater	grupo	alternativoj	prononco
level	lavango	یک بهمن	an avalanche	grupo	alternativoj	prononco
level	troti	یورتمه کردن	to trot	grupo	alternativoj	prononco
level	sinonimo	یک مترادف	a synonym	grupo	alternativoj	prononco
level	magnolio	یک ماگنولیا	a magnolia	grupo	alternativoj	prononco
level	maratono	یک ماراتن	a marathon	grupo	alternativoj	prononco
level	marsko	یک زمین مرداب، یک زمین گلی	a marsh land, a mud flat	grupo	alternativoj	prononco
level	gubernio	استان، یک استان اداری	prefecture, an administrative province	grupo	alternativoj	prononco
level	narkotaĵo	یک داروی مخدر	a narcotic drug	grupo	alternativoj	prononco
level	tamburo	یک طبل، یک تنبور	a drum, a tambour	grupo	alternativoj	prononco
level	ekstazo	یک خلسه، یک وجد	an ecstasy, a rapture	grupo	alternativoj	prononco
level	emfazo	یک تاکید، یک لهجه	an emphasis, an accent	grupo	alternativoj	prononco
level	pinkonuso	یک مخروط کاج	a pine cone	grupo	alternativoj	prononco
level	plugilo	یک گاوآهن، یک گاوآهن	a plough, a plow	grupo	alternativoj	prononco
level	pneŭo (pneŭmatiko)	یک لاستیک، پنوماتیک	a tire, pneumatics	grupo	alternativoj	prononco
level	definitiva	قطعی، قطعی	definitive, definite	grupo	alternativoj	prononco
level	ponardo	یک خنجر	a dagger	grupo	alternativoj	prononco
level	triumfo	یک پیروزی	a triumph	grupo	alternativoj	prononco
level	caro	تزار، تزار	Czar, Tsar	grupo	alternativoj	prononco
level	pulo	یک کک	a flea	grupo	alternativoj	prononco
level	idiomo	یک اصطلاح، یک زبان محلی، یک زبان محلی	an idiom, a vernacular, a local language	grupo	alternativoj	prononco
level	raviolo (ĉina pasteĉo)	راویولی (خمیری چینی)	a ravioli (Chinese pasty)	grupo	alternativoj	prononco
level	kriterio	یک معیار، یک معیار	a criterion, a measure	grupo	alternativoj	prononco
level	rifo	یک صخره	a reef	grupo	alternativoj	prononco
level	doktrino	یک دکترین	a doctrine	grupo	alternativoj	prononco
level	demokrato	یک دموکرات	a democrat	grupo	alternativoj	prononco
level	kolonio	یک مستعمره، یک شهرک	a colony, a settlement	grupo	alternativoj	prononco
level	rulsketilo	یک اسکیت درون خطی	an inline skate	grupo	alternativoj	prononco
level	sezamo	یک کنجد	a sesame	grupo	alternativoj	prononco
level	muzo	در فکر فرو رفتن	Muse	grupo	alternativoj	prononco
level	radikala	افراطی	radical	grupo	alternativoj	prononco
level	skulptaĵo	یک مجسمه	a sculpture	grupo	alternativoj	prononco
level	sojsaŭco	سس سویا	soy sauce	grupo	alternativoj	prononco
level	etiko	اخلاق	ethics	grupo	alternativoj	prononco
level	spiono	یک جاسوس	a spy	grupo	alternativoj	prononco
level	konflikto	یک درگیری، یک درگیری	a conflict, a clash	grupo	alternativoj	prononco
level	profilo	یک نمایه، یک نمای مقطعی	a profile, a cross-sectional view	grupo	alternativoj	prononco
level	galopo	تاختن، تاختن	a gallop, galloping	grupo	alternativoj	prononco
level	kantono	یک کانتون، یک شهرستان	a canton, a county	grupo	alternativoj	prononco
level	teleregilo	کنترل از راه دور	a remote control	grupo	alternativoj	prononco
level	korupti	فاسد کردن، رشوه دادن	to corrupt, to bribe	grupo	alternativoj	prononco
level	idioto	یک دیوانه	an idiot	grupo	alternativoj	prononco
level	testamento	وصیت نامه، وصیت نامه	a testament, a will	grupo	alternativoj	prononco
level	nafto	نفت، نفت خام، نفت	oil, cruide oil, naft	grupo	alternativoj	prononco
level	diplomo	یک دیپلم	a diploma	grupo	alternativoj	prononco
level	skandalo	یک رسوایی، یک غوغا	a scandal, a commotion	grupo	alternativoj	prononco
level	lanco	یک نیزه، یک نیزه	a lance, a spear	grupo	alternativoj	prononco
level	ŝnurtira lukto	طناب کشی	a tug of war	grupo	alternativoj	prononco
level	sintakso	نحو	syntax	grupo	alternativoj	prononco
level	ceremonio	یک مراسم	a ceremony	grupo	alternativoj	prononco
level	ŝuŝranko	یک کمد کفش	a shoe closet	grupo	alternativoj	prononco
level	kontribui	برای کمک کردن	to contribute	grupo	alternativoj	prononco
level	kompili	کامپایل کردن	to compile	grupo	alternativoj	prononco
level	verdikto	یک حکم، یک تصمیم	a verdict, a decision	grupo	alternativoj	prononco
level	melodio	یک ملودی	a melody	grupo	alternativoj	prononco
level	deklami	اعتراف کردن، تلاوت کردن	to declaim, to recite	grupo	alternativoj	prononco
level	bovino	یک گاو	a cow	grupo	alternativoj	prononco
level	svarmi	ازدحام کردن، فراوان شدن	to swarm, to abound	grupo	alternativoj	prononco
level	kokino	یک مرغ	a hen	grupo	alternativoj	prononco
level	legomoj	سبزیجات	vegetables	grupo	alternativoj	prononco
level	barono	یک بارون	a baron	grupo	alternativoj	prononco
level	malfacile	به سختی، به سختی	hardly, with difficulty	grupo	alternativoj	prononco
level	epizodo	یک قسمت	an episode	grupo	alternativoj	prononco
level	nuligi	لغو کردن، باطل کردن	to cancel, to nullify	grupo	alternativoj	prononco
level	faktoro	یک عامل	a factor	grupo	alternativoj	prononco
level	studentino	یک دانشجوی دختر	a female student	grupo	alternativoj	prononco
level	liberala	لیبرال	liberal	grupo	alternativoj	prononco
level	ŝraŭboturnilo	یک پیچ گوشتی	a screw driver	grupo	alternativoj	prononco
level	diligente	با پشتکار	diligently	grupo	alternativoj	prononco
level	malfermi	بازکردن	to open	grupo	alternativoj	prononco
level	gaelo	یک گال	a gael	grupo	alternativoj	prononco
level	rugbeo	راگبی	rugby	grupo	alternativoj	prononco
level	frizisto	آرایشگر	a hairdresser	grupo	alternativoj	prononco
level	beleta	ناز، زیبا	cute, pretty	grupo	alternativoj	prononco
level	normo	هنجار، استاندارد	norm, standard	grupo	alternativoj	prononco
level	mandarino	یک پرتقال ماندارین	a mandarin orange	grupo	alternativoj	prononco
level	omleto	املت، تورتیلا	omelette, tortilla	grupo	alternativoj	prononco
level	afiŝeto	یک پوستر	a poster	grupo	alternativoj	prononco
level	klerigado	آموزش، یک آموزش	training, a training	grupo	alternativoj	prononco
level	rekompenci	پاداش دادن، جبران کردن	to reward, to compensate	grupo	alternativoj	prononco
level	abdomeno	شکم	abdomen	grupo	alternativoj	prononco
level	rublo	یک روبل (روسی)	a ruble (Russian)	grupo	alternativoj	prononco
level	bakujo (forno)	فر	an oven	grupo	alternativoj	prononco
level	komodo	یک کمد (مبلمان)، یک کمد	a commode (furniture), a chest of drawers	grupo	alternativoj	prononco
level	blanka ĉemizo	یک پیراهن سفید	a white shirt	grupo	alternativoj	prononco
level	konkeri	تسخیر کردن	to conquer	grupo	alternativoj	prononco
level	ekzemple	مثلا	for example	grupo	alternativoj	prononco
level	pasiva	منفعل	passive	grupo	alternativoj	prononco
level	indiĝeno	یک فرد بومی، یک بومی	an indigenous person, an aborigene	grupo	alternativoj	prononco
level	balkono	بالکن	a balcony	grupo	alternativoj	prononco
level	cico	یک نوک پستان	a nipple	grupo	alternativoj	prononco
level	abstrakti	انتزاع کردن	to abstract	grupo	alternativoj	prononco
level	poŝtmarko	یک تمبر پستی (= بعد از ظهر)	a postage stamp (=p.m.)	grupo	alternativoj	prononco
level	sportejo	یک زمین ورزشی	a sports ground	grupo	alternativoj	prononco
level	polemiko	یک بحث، یک جنجال، یک اختلاف	a polemic, a controversy, a dispute	grupo	alternativoj	prononco
level	sirio	سوریه	Syria	grupo	alternativoj	prononco
level	nomi	نام بردن، تعیین کردن، نامزد کردن	to name, to designate, to nominate	grupo	alternativoj	prononco
level	fiasko	یک شکست، یک شکست	a fiasco, a failure	grupo	alternativoj	prononco
level	procesio	راهپیمایی، راهپیمایی	procession, a procession	grupo	alternativoj	prononco
level	kupeo	یک کوپه، یک محفظه	a coupe, a compartment	grupo	alternativoj	prononco
level	hipotezo	یک فرضیه	a hypothesis	grupo	alternativoj	prononco
level	laboro	کار	a work	grupo	alternativoj	prononco
level	cirko	یک سیرک	a circus	grupo	alternativoj	prononco
level	iluzio	یک توهم	an illusion	grupo	alternativoj	prononco
level	troviĝi	یافت می شود	to be found	grupo	alternativoj	prononco
level	baldakeno	یک بالداچین، یک سایبان	a baldachin, a canope	grupo	alternativoj	prononco
level	refuti	رد کردن، محکوم کردن	to refute, to convict	grupo	alternativoj	prononco
level	fratino	یک خواهر	a sister	grupo	alternativoj	prononco
level	ortodoksa	ارتدکس	orthodox	grupo	alternativoj	prononco
level	revido	دوباره دیدن	seeing again	grupo	alternativoj	prononco
level	molekulo	یک مولکول	a molecule	grupo	alternativoj	prononco
level	manifesti	آشکار کردن، نشان دادن	to manifest, to demonstrate	grupo	alternativoj	prononco
level	malmulta	کم، کم	little, few	grupo	alternativoj	prononco
level	proporcio	یک نسبت، یک نرخ	a proportion, a rate	grupo	alternativoj	prononco
level	elektra lampo	یک لامپ برقی	an electric lamp	grupo	alternativoj	prononco
level	bedo	یک تخت، یک قطعه ([گل] تخت)	a bed, a plot ([flower] bed)	grupo	alternativoj	prononco
level	aromo	عطر، بو، عطر، طعم	aroma, smell, fragrance, flavor	grupo	alternativoj	prononco
level	mikroonda forno	یک فر مایکرویو	a microwave oven	grupo	alternativoj	prononco
level	telefoni	تماس گرفتن، تلفن کردن	to call, to phone	grupo	alternativoj	prononco
level	utopio	مدینه فاضله	utopia	grupo	alternativoj	prononco
level	manifestacio	یک تظاهرات	a demonstration	grupo	alternativoj	prononco
level	vendisto	یک فروشنده، یک فروشنده، یک فروشنده	a seller, a salesman, a vendor	grupo	alternativoj	prononco
level	ĉikani	مزاحم کردن، آزار دادن	to quibble, to harass	grupo	alternativoj	prononco
level	satano	یک شیطان، یک شیطان	a Satan, a devil	grupo	alternativoj	prononco
level	maldekstra	چپ (جهت)	left (direction)	grupo	alternativoj	prononco
level	kuirejo	آشپزخانه	a kitchen	grupo	alternativoj	prononco
level	loĝanto	یک ساکن، یک ساکن، یک ساکن	a dweller, an inhabitant, a resident	grupo	alternativoj	prononco
level	koloso	یک غول پیکر	a colossus	grupo	alternativoj	prononco
level	municipa	شهرداری	municipal	grupo	alternativoj	prononco
level	pulso	یک نبض	a pulse	grupo	alternativoj	prononco
level	gravi	مهم بودن، مهم بودن	to matter, to be important	grupo	alternativoj	prononco
level	karavano	یک کاروان	a caravan	grupo	alternativoj	prononco
level	astro	یک جرم آسمانی، یک جرم آسمانی، یک ستاره	a celestial body, a heavenly body, a star	grupo	alternativoj	prononco
level	biologio	زیست شناسی	biology	grupo	alternativoj	prononco
level	ĝihado	جهاد	jihad	grupo	alternativoj	prononco
level	skrapgumo	یک لاستیک، یک محفظه	a rubber, an erager	grupo	alternativoj	prononco
level	radioaktiva	رادیواکتیو	radioactive	grupo	alternativoj	prononco
level	kunsido	یک جلسه، یک جلسه، یک جلسه	a meeting, a sitting, a session	grupo	alternativoj	prononco
level	eriko	یک هدر، یک گل رز وحشی	a heather, a wild rose	grupo	alternativoj	prononco
level	varianto	یک نوع، یک متغیر، یک شکل متفاوت	a variant, a variable, a different form	grupo	alternativoj	prononco
level	aŭdienco	یک مخاطب، یک شنوایی	an audience, a hearing	grupo	alternativoj	prononco
level	barbaro	یک بربر	a barbarian	grupo	alternativoj	prononco
level	evangelio	یک انجیل، انجیل	an evangel, gospel	grupo	alternativoj	prononco
level	tetaso (te-taso)	یک فنجان چای	a tea cup	grupo	alternativoj	prononco
level	ŝilingo	یک شیلینگ	a shilling	grupo	alternativoj	prononco
level	fazo	یک مرحله، یک مرحله	a phase, a stage	grupo	alternativoj	prononco
level	mamuto	یک ماموت	a mammoth	grupo	alternativoj	prononco
level	adepto	یک ماهر، یک پیرو	an adept, a follower	grupo	alternativoj	prononco
level	anonima	ناشناس	anonymous	grupo	alternativoj	prononco
level	fonetiko	آوایی	phonetics	grupo	alternativoj	prononco
level	fatala	مهلک، سرنوشت ساز، سرنوشت ساز، فاجعه بار	fatal, fated, fateful, disastrous	grupo	alternativoj	prononco
level	komencanto	یک مبتدی	a beginner	grupo	alternativoj	prononco
level	vulgara	مبتذل، عامیانه، رایج	vulgar, vernacular, common	grupo	alternativoj	prononco
level	ekiri	پیاده شدن، به راه افتادن، به راه افتادن	to get off, to set off, to set out	grupo	alternativoj	prononco
level	baso	یک باس، یک صدای بم	a bass, a bass voice	grupo	alternativoj	prononco
level	dormĉambro	یک اتاق خواب	a bedroom	grupo	alternativoj	prononco
level	kofro	یک صندوق، یک صندوقچه مسافرتی، یک صندوق عقب	a coffer, a traveling chest, a trunk	grupo	alternativoj	prononco
level	agonio	عذاب، عذاب مرگ	an agony, death throes	grupo	alternativoj	prononco
level	fotilo	یک دوربین	a camera	grupo	alternativoj	prononco
level	cilindro	یک استوانه، یک غلتک	a cylinder, a roller	grupo	alternativoj	prononco
level	sonbendilo	یک دستگاه ضبط نوار کاست	a casette tape recorder	grupo	alternativoj	prononco
level	eburo	یک عاج	an ivory	grupo	alternativoj	prononco
level	kanario	یک قناری	a canary	grupo	alternativoj	prononco
level	moskeo	یک مسجد	a mosque	grupo	alternativoj	prononco
level	formato	یک قالب	a format	grupo	alternativoj	prononco
level	manio	یک شیدایی، یک مد	a mania, a fad	grupo	alternativoj	prononco
level	skeptika	مشکوک	skeptical	grupo	alternativoj	prononco
level	citadelo	یک ارگ	a citadel	grupo	alternativoj	prononco
level	komputilo	یک کامپیوتر (ابزار) (=کامپیوتر،کامپیوتر)	a computer (tool) (=komputero, komputmaŝino)	grupo	alternativoj	prononco
level	fanatika	متعصب، متعصب، متعصب	fanatic, fanatical, bigoted	grupo	alternativoj	prononco
level	kosmoso	یک کیهان	a cosmos	grupo	alternativoj	prononco
level	strofo	یک بیت، یک بیت	a verse, a stanza	grupo	alternativoj	prononco
level	metaforo	یک استعاره	a metaphor	grupo	alternativoj	prononco
level	nostalgio	نوستالژی	nostalgia	grupo	alternativoj	prononco
level	forumo	یک انجمن	a forum	grupo	alternativoj	prononco
level	arbusto	یک بوته، یک درختچه، درختچه	a bush, a shrub, shrubbery	grupo	alternativoj	prononco
level	televidilo	یک دستگاه تلویزیون	a TV set	grupo	alternativoj	prononco
level	penco	یک پنی	a penny	grupo	alternativoj	prononco
level	ludkartoj	ورق بازی کردن	playing cards	grupo	alternativoj	prononco
level	pozi	ژست گرفتن	to pose	grupo	alternativoj	prononco
level	T-ĉemizo	یک تی شرت	a T-shirt	grupo	alternativoj	prononco
level	konvencio	یک کنوانسیون، یک توافقنامه	a convention, an agreement	grupo	alternativoj	prononco
level	hungaro	یک فرد مجارستانی	a Hungarian person	grupo	alternativoj	prononco
level	tulipo	یک لاله	a tulip	grupo	alternativoj	prononco
level	bilanco	ترازنامه، صورت مالی	a balance sheet, a financial statement	grupo	alternativoj	prononco
level	Parizo	پاریس	Paris	grupo	alternativoj	prononco
level	telefakso	فکس، تلفکس	fax, telefax	grupo	alternativoj	prononco
level	gnomo	یک گنوم، یک کوتوله، یک قهوه ای	a gnome, a dwarf, a brownie	grupo	alternativoj	prononco
level	formala	رسمی	formal	grupo	alternativoj	prononco
level	duelo	یک دوئل	a duel	grupo	alternativoj	prononco
level	paralela	موازی	parallel	grupo	alternativoj	prononco
level	romantiko	یک رمانتیسم	a romanticism	grupo	alternativoj	prononco
level	laciĝi	خسته شدن	to become tired	grupo	alternativoj	prononco
level	fuko	یک جلبک دریایی (قهوه ای، خشک)، یک کلپ (ترکیب)	a seaweed (brown, dry), a kelp (wrack)	grupo	alternativoj	prononco
level	sabro	یک شمشیر، یک شمشیر	a sabre, a broadsword	grupo	alternativoj	prononco
level	apatio	یک بی تفاوتی	an apathy	grupo	alternativoj	prononco
level	meze	در وسط	in the middle	grupo	alternativoj	prononco
level	markizo	یک مارکیز	a marquis	grupo	alternativoj	prononco
level	martiro	یک شهید	a martyr	grupo	alternativoj	prononco
level	aerpoŝto	یک پست هوایی	an airmail	grupo	alternativoj	prononco
level	reputacio	شهرت، آبرو	reputation	grupo	alternativoj	prononco
level	diskreta	محتاط، گسسته	discreet, discrete	grupo	alternativoj	prononco
level	cendo	یک سنت	a cent	grupo	alternativoj	prononco
level	kotizi	کمک کردن (پول برای یک هدف مشترک)	to contribute (money for a common objective)	grupo	alternativoj	prononco
level	epiteto	یک لقب، یک صفت	an epithet, an attribute	grupo	alternativoj	prononco
level	fizionomio	فیزیوگنومی، ویژگی های صورت، حالت چهره	physiognomy, facial features, facial expression	grupo	alternativoj	prononco
level	reliefo	یک تسکین، یک نمایش برجسته	a relief, an outstanding representation	grupo	alternativoj	prononco
level	paragrafo	یک پاراگراف	a paragraph	grupo	alternativoj	prononco
level	temperamento	یک خلق و خو	a temperament	grupo	alternativoj	prononco
level	sandalo	یک صندل	a sandal	grupo	alternativoj	prononco
level	ekstrakto	یک عصاره	an extract	grupo	alternativoj	prononco
level	antipatio	ضدیت، دوست نداشتن	antipathy, dislike	grupo	alternativoj	prononco
level	liriko	غزل، شعر غزلی	lyrics, lyrical poem	grupo	alternativoj	prononco
level	geometrio	هندسه	geometry	grupo	alternativoj	prononco
level	ekskluziva	انحصاری	exclusive	grupo	alternativoj	prononco
level	opio	تریاک	opium	grupo	alternativoj	prononco
level	sensacio	یک احساس، یک غوغا	a sensation, a commotion	grupo	alternativoj	prononco
level	kliŝi	کلیشه ای گفتن، کلیشه ای گفتن	to say in cliche, to say stereotypical	grupo	alternativoj	prononco
level	inversa	معکوس، معکوس	inverse, reverse	grupo	alternativoj	prononco
level	patoso	ترحم	pathos	grupo	alternativoj	prononco
level	astronomio	ستاره شناسی	astronomy	grupo	alternativoj	prononco
level	negro	یک فرد سیاه پوست	a black person	grupo	alternativoj	prononco
level	galero	یک گالری	a galley	grupo	alternativoj	prononco
level	revolvero	یک هفت تیر	a revolver	grupo	alternativoj	prononco
level	aristokrato	یک اشراف زاده	an aristocrat	grupo	alternativoj	prononco
