C.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	frakcio	ایک دھڑا	a faction	grupo	alternativoj	prononco
level	teologio	دینیات	theology	grupo	alternativoj	prononco
level	sektoro	ایک شعبہ، دائرے کا ایک شعبہ	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	ایک ترکیب	a synthesis	grupo	alternativoj	prononco
level	farso	ایک طنز، ایک طمانچہ	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	ایک گلڈر، ایک گلڈن	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	ایک پروویڈنس	a providence	grupo	alternativoj	prononco
level	skrupulo	ایک ہچکچاہٹ، ایک ضمیر، ایک ہچکچاہٹ	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	ایک پیادہ	an infantry	grupo	alternativoj	prononco
level	spasmo	ایک اینٹھن	a spasm	grupo	alternativoj	prononco
level	rikani	طنز کرنا، طنزیہ انداز میں ہنسنا	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	آواز دینا، تحقیق کرنا، سمجھنا	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	ایک نظم و ضبط	a discipline	grupo	alternativoj	prononco
level	sarkasmo	ایک طنز	a sarcasm	grupo	alternativoj	prononco
level	Londono	لندن	London	grupo	alternativoj	prononco
level	arkitekturo	ایک فن تعمیر (= arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	انتھولوجی	anthology	grupo	alternativoj	prononco
level	kanibalo	ایک کینبل	a cannibal	grupo	alternativoj	prononco
level	Varsovio	وارسا	Warsaw	grupo	alternativoj	prononco
level	geologio	ارضیات	geology	grupo	alternativoj	prononco
level	leontodo	ایک ڈینڈیلین	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	ایک شاگرد، پیروکار	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	ایک پکا ہوا چاول	a cooked rice	grupo	alternativoj	prononco
level	ĝino	ایک جن (شرابی مشروب)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	ایک شعبہ	a department	grupo	alternativoj	prononco
level	remburita urso	ایک بھرے ریچھ	a stuffed bear	grupo	alternativoj	prononco
level	baseno	ایک بیسن، ایک تالاب	a basin, a pool	grupo	alternativoj	prononco
level	poluri	چمکانا، چمکانا، چمکانا (چمڑا) (=ciri)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	میانو کرنا، میاؤں کرنا	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	ایک ایڈمرل، سی لارڈ	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	صبح کا جلال (پھول)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	آیوڈین	iodine	grupo	alternativoj	prononco
level	kronologio	ایک تاریخ	a chronology	grupo	alternativoj	prononco
level	cinika	مذموم	cynical	grupo	alternativoj	prononco
level	filologio	علمیات	philology	grupo	alternativoj	prononco
level	aksiomo	ایک محور، ایک محوری نظام	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	ایک بارڈ	a bard	grupo	alternativoj	prononco
level	ĵargono	ایک لفظ، ایک بول چال	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	ریاضی	arithmetics	grupo	alternativoj	prononco
level	analoga	ینالاگ، مشابہ	analog, analogous	grupo	alternativoj	prononco
level	aforismo	ایک افورزم، ایک کہاوت	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	ایک ذات	a caste	grupo	alternativoj	prononco
level	antilopo	ایک ہرن	an antelope	grupo	alternativoj	prononco
level	pledi	التجا کرنا (عدالت میں)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	ایک daffodil، a narcissus	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	ایک معاون، ایک معاون-ڈی-کیمپ	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	ایک مصلوب	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	ایک جرسی	a jersey	grupo	alternativoj	prononco
level	hieno	ایک ہائینا	a hyena	grupo	alternativoj	prononco
level	epopeo	ایک مہاکاوی، ایک مہاکاوی نظم	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	ایک ٹوٹ، ایک دھڑ	a bust, a torso	grupo	alternativoj	prononco
level	bordero	ایک سرحد	a border	grupo	alternativoj	prononco
level	kantato	cantata	cantata	grupo	alternativoj	prononco
level	nomado	ایک خانہ بدوش	a nomad	grupo	alternativoj	prononco
level	sakristio	ایک بنیان (چرچ میں)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	ایک feuilleton، ایک سیریل خصوصیت	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	ایک پریفیکٹ	a prefect	grupo	alternativoj	prononco
level	diafana	ڈایافنس، شفاف، پارباسی	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	نیلا، آسمانی نیلا	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	ایک پگمی	a pygmy	grupo	alternativoj	prononco
level	miriado	ایک ہزارہا	a myriad	grupo	alternativoj	prononco
level	retoro	ایک بیان بازی کرنے والا	a rhetorician	grupo	alternativoj	prononco
level	boksi	باکس میں	to box	grupo	alternativoj	prononco
level	optiko	آپٹکس	optics	grupo	alternativoj	prononco
level	azilo	ایک پناہ گاہ، ایک پناہ گاہ	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	ایک کمینے	a bastard	grupo	alternativoj	prononco
level	feŭdo	ایک جھگڑا، ایک جاگیردار	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	ایک paroxysm	a paroxysm	grupo	alternativoj	prononco
level	loterio	ایک لاٹری، ایک ریفل	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	ایک گیس رینج	a gas range	grupo	alternativoj	prononco
level	papiruso	ایک پیپرس	a papyrus	grupo	alternativoj	prononco
level	soneto	ایک سونٹ	a sonnet	grupo	alternativoj	prononco
level	kelonio	ایک کچھوا	a turtle	grupo	alternativoj	prononco
level	moduli	ماڈیول کرنا	to modulate	grupo	alternativoj	prononco
level	ekspresa	اظہار	express	grupo	alternativoj	prononco
level	despoto	ایک آمر	a despot	grupo	alternativoj	prononco
level	konfiski	ضبط کرنا	to confiscate	grupo	alternativoj	prononco
level	depeŝo	ایک ترسیل، ایک فوری پیغام	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	ایک تکلیف، ایک اذیت، ایک تکلیف	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	ایک پرچی، ایک ذیلی لباس	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	ایک نخلستان	an oasis	grupo	alternativoj	prononco
level	Rejno	رائن	Rhine	grupo	alternativoj	prononco
level	epilepsio	ایک مرگی	an epilepsy	grupo	alternativoj	prononco
level	dogo	ایک بلڈوگ، ایک ماسٹف	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	ایک چیری بلاسم (جاپانی)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	ایک معمار (= arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	آزاد کرنے کے لئے	to emancipate	grupo	alternativoj	prononco
level	nektaro	ایک امرت	a nectar	grupo	alternativoj	prononco
level	trikoloreto	پینسی، دل کی بیماری (پھول)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	ایک boudoir، ایک ڈریسنگ ٹیبل	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	موٹا، پھیکا	obtuse, dull	grupo	alternativoj	prononco
level	tifo	ٹائفس	typhus	grupo	alternativoj	prononco
level	letargio	سستی، بے چینی	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	دمہ	asthma	grupo	alternativoj	prononco
level	ŝovinismo	ایک شاونزم	a chauvinism	grupo	alternativoj	prononco
level	kariero	ایک کیریئر	a career	grupo	alternativoj	prononco
level	odo	ایک اوڈ	an ode	grupo	alternativoj	prononco
level	pupitro	ایک لیکچر، اسکول کی میز	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	ایک اعلان	a declaration	grupo	alternativoj	prononco
level	mistiko	ایک صوفیانہ، تصوف	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	بمباری کرنا	to bombard	grupo	alternativoj	prononco
level	maksimo	ایک زیادہ سے زیادہ	a maxim	grupo	alternativoj	prononco
level	lordo	رب	lord	grupo	alternativoj	prononco
level	balzamo	balsam، بام	balsam, balm	grupo	alternativoj	prononco
level	breĉo	ایک خلاف ورزی، ایک خلا	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	ایک diphthong	a diphthong	grupo	alternativoj	prononco
level	sekto	ایک فرقہ	a sect	grupo	alternativoj	prononco
level	amoro	amor، ایک جنسی محبت	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	ایک ducat (چاندی، سونا)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	ختم کرنا	to elide	grupo	alternativoj	prononco
level	epigrafo	ایک تحریر، ایک نوشتہ	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	ایک ایپیگرام	an epigram	grupo	alternativoj	prononco
level	amputi	کاٹنا	to amputate	grupo	alternativoj	prononco
level	kursivo	ایک کرسیو تحریر	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	ایک فیکس	a facsimile	grupo	alternativoj	prononco
level	fiktiva	فرضی، خیالی	fictious, fictional	grupo	alternativoj	prononco
level	sireno	ایک سائرن	a siren	grupo	alternativoj	prononco
level	fleksio	inflexion	inflexion	grupo	alternativoj	prononco
level	gerundio	ایک gerund	a gerund	grupo	alternativoj	prononco
level	grafologio	گرافولوجی	graphology	grupo	alternativoj	prononco
level	mahagono	ایک مہوگنی	a mahogany	grupo	alternativoj	prononco
level	arkaika	قدیم (=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	ایک ہم نام	a homonym	grupo	alternativoj	prononco
level	karato	ایک کیرٹ	a carat	grupo	alternativoj	prononco
level	agrafo	ایک بندھن، ایک پابند، ایک سٹیپل، ایک شکنجہ	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	تقابلی	comparative	grupo	alternativoj	prononco
level	titano	ٹائٹن	Titan	grupo	alternativoj	prononco
level	fiakro	ایک ہیکنی کوچ، ایک ہیکنی گاڑی	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	درجہ بندی کرنے کے لئے	to classify	grupo	alternativoj	prononco
level	broĉo	ایک بروچ	a brooch	grupo	alternativoj	prononco
level	beletristiko	ایک بیلٹریسٹک ادب	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	معائنہ کرنے	to inspect	grupo	alternativoj	prononco
level	sfinkso	ایک اسفنکس	a sphinx	grupo	alternativoj	prononco
level	superlativo	اعلیٰ	superlative	grupo	alternativoj	prononco
level	hiacinto	ایک ہائیسنتھ	a hyacinth	grupo	alternativoj	prononco
level	retoriko	ایک بیان بازی، ایک بیان بازی	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	ایک ہیروگلیف	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	ایک مخمصہ	a dilemma	grupo	alternativoj	prononco
level	tipografio	نوع ٹائپ	typography	grupo	alternativoj	prononco
level	kloako	ایک cloaca، ایک نالی، a cesspool، a cesspit	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	نکل	nickel	grupo	alternativoj	prononco
level	vinjeto	ایک متن، ایک متن کی مثال	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	تخرکشک کرنے کے لئے	to escort	grupo	alternativoj	prononco
level	geranio	ایک جیرانیم، کرین کا بل	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	ایک چیریڈ	a charade	grupo	alternativoj	prononco
level	skolo	ایک اسکول (فن، فلسفہ)	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	ایک توپ خانہ	an artillery	grupo	alternativoj	prononco
level	amnestio	معافی	amnesty	grupo	alternativoj	prononco
level	agronomio	زراعت	agronomy	grupo	alternativoj	prononco
level	kosmopolito	ایک کاسموپولیٹن	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	ایک ٹینر	a tenor	grupo	alternativoj	prononco
level	rubuso	ایک بلیک بیری، ایک bramble	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	انجائنا	angina	grupo	alternativoj	prononco
level	atlaso	ایک اٹلس	an atlas	grupo	alternativoj	prononco
level	antropologio	بشریات	anthropology	grupo	alternativoj	prononco
level	furio	غصہ، انتقام کی دیوی	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	ایک anchovy	an anchovy	grupo	alternativoj	prononco
level	apopleksio	ایک apoplexy، ایک فالج	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	ایک basilisk	a basilisk	grupo	alternativoj	prononco
level	vinko	ایک periwinkle، vinca	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	ایک سمفنی	a symphony	grupo	alternativoj	prononco
level	bukso	ایک باکس (درخت)، ایک باکس ووڈ	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	پانی ہیملاک	water hemlock	grupo	alternativoj	prononco
level	diafragmo	ڈایافرام	diaphragm	grupo	alternativoj	prononco
level	bibliografio	کتابیات	bibliography	grupo	alternativoj	prononco
level	disenterio	پیچش	dysentery	grupo	alternativoj	prononco
level	dispepsio	بدہضمی، بدہضمی	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	گپ شپ کرنا، تالیاں بجانا	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	ایک جگہ، ایک آرام	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	جدلیات	dialectics	grupo	alternativoj	prononco
level	dromedaro	ڈرومیڈری	dromedary	grupo	alternativoj	prononco
level	groteska	مضحکہ خیز، مضحکہ خیز	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	ایک اخراج	an excrement	grupo	alternativoj	prononco
level	epidermo	epidermis	epidermis	grupo	alternativoj	prononco
level	ekzemo	ایکزیما	eczema	grupo	alternativoj	prononco
level	eliksiro	امرت	elixir	grupo	alternativoj	prononco
level	frontono	ایک pediment	a pediment	grupo	alternativoj	prononco
level	monologo	ایک یک زبانی	a monologue	grupo	alternativoj	prononco
level	etiologio	ایٹولوجی	aetiology	grupo	alternativoj	prononco
level	ezofago	غذائی نالی	esophagus	grupo	alternativoj	prononco
level	astronomo	ایک ماہر فلکیات	an astronomer	grupo	alternativoj	prononco
level	monotona	نیرس	monotonous	grupo	alternativoj	prononco
level	ganglio	ایک گینگلیون	a ganglion	grupo	alternativoj	prononco
level	gangreno	گینگرین	gangrene	grupo	alternativoj	prononco
level	podagro	گاؤٹ	gout	grupo	alternativoj	prononco
level	gardenio	ایک گارڈنیا	a gardenia	grupo	alternativoj	prononco
level	glicirizo	licorice، licorice	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	ایک اٹاری	an attic	grupo	alternativoj	prononco
level	melaso	گڑ، سنہری شربت	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	ہائیڈروفوبیا	hydrophobia	grupo	alternativoj	prononco
level	vizio	ایک نقطہ نظر	a vision	grupo	alternativoj	prononco
level	homeopatio	ہومیوپیتھی	homeopathy	grupo	alternativoj	prononco
level	iriso	iris	iris	grupo	alternativoj	prononco
level	vokativo	ایک لفظی	a vocative	grupo	alternativoj	prononco
level	tuniko	ایک انگرکھا	a tunic	grupo	alternativoj	prononco
level	katalepsio	catalepsy	catalepsy	grupo	alternativoj	prononco
level	koliko	درد، گرفت	colic, gripes	grupo	alternativoj	prononco
level	kolzo	کولزا، موسم سرما کی عصمت دری	colza, winter rape	grupo	alternativoj	prononco
level	korneo	کارنیا	cornea	grupo	alternativoj	prononco
level	lariko	larch	larch	grupo	alternativoj	prononco
level	almanako	ایک تقویم	an almanac	grupo	alternativoj	prononco
level	aŭguro	بدگمانی	augury	grupo	alternativoj	prononco
level	hidro	ہائیڈرا	hydra	grupo	alternativoj	prononco
level	apogeo	معذرت	apogee	grupo	alternativoj	prononco
level	meduzo	جیلی فش	jellyfish	grupo	alternativoj	prononco
level	edeno	ایڈن	eden	grupo	alternativoj	prononco
level	lobo	لوب	lobe	grupo	alternativoj	prononco
level	molusko	ایک مولسک	a mollusk	grupo	alternativoj	prononco
level	sufloro	ایک پرامپٹ	a prompter	grupo	alternativoj	prononco
level	sakramento	ساکرامنٹ	sacrament	grupo	alternativoj	prononco
level	sekrecio	ایک رطوبت	a secretion	grupo	alternativoj	prononco
level	mosko	ایک کستوری	a musk	grupo	alternativoj	prononco
level	sugestii	تجویز کرنا (سموہن کے تحت)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	گولہ بارود، گولہ بارود	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	ایک نشہ آور	a narcotic	grupo	alternativoj	prononco
level	dekolti	نیچے کاٹنا، گردن اور کندھوں کو بے نقاب کرنا	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	قہقہہ لگانا، پیسنا، چیخنا	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	ایک مارفین	a morphine	grupo	alternativoj	prononco
level	arkado	ایک آرکیڈ	an arcade	grupo	alternativoj	prononco
level	palisandro	ایک گلاب کی لکڑی	a rosewood	grupo	alternativoj	prononco
level	impertinenta	بے غیرت، بے غیرت	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	ایک پیچولی	a patchouli	grupo	alternativoj	prononco
level	pepsino	پیپسینو	pepsino	grupo	alternativoj	prononco
level	poro	ایک تاکنا	a pore	grupo	alternativoj	prononco
level	hipoteko	ایک رہن	a mortgage	grupo	alternativoj	prononco
level	pustulo	ایک پسٹول، ایک پمپل	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	ایک بنیاد	a premise	grupo	alternativoj	prononco
level	rabarbo	ایک روبرب	a rhubarb	grupo	alternativoj	prononco
level	hirta	bristly، جھاڑی، گندا	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	انماد، ریبیز	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette، reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	ارنڈ کے تیل کا ایک پودا	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	ایک پرزم	a prism	grupo	alternativoj	prononco
level	ruto	ایک rue	a rue	grupo	alternativoj	prononco
level	administracio	انتظامیہ	administration	grupo	alternativoj	prononco
level	santalo	ایک صندل کی لکڑی	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	ہم آہنگی	syncope	grupo	alternativoj	prononco
level	skarlatino	ایک سرخ رنگ کا بخار	a scarlet fever	grupo	alternativoj	prononco
level	soleo	واحد، تلہ (مچھلی)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	فرقہ بندی	schism	grupo	alternativoj	prononco
level	egido	aegis، تحفظ	aegis, protection	grupo	alternativoj	prononco
level	strigli	سالن کنگھی کرنا، دولہا کرنا، رگڑنا	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	نسب نامہ	genealogy	grupo	alternativoj	prononco
level	taksuso	ایک یو درخت	a yew tree	grupo	alternativoj	prononco
level	alabastro	ایک الابسٹر	an alabaster	grupo	alternativoj	prononco
level	korifeo	ایک coryphaeus، ایک رہنما	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	نشہ کرنا	to narcotize	grupo	alternativoj	prononco
level	tenio	ایک ٹیپ کیڑا	a tape worm	grupo	alternativoj	prononco
level	termito	ایک تھرمائٹ	a thermite	grupo	alternativoj	prononco
level	liturgio	عبادات	liturgy	grupo	alternativoj	prononco
level	kuliso	ایک پرچی، بازو، فلیٹ	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	a lapwing, a pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	vervain، verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	ایک مسٹلٹو	a mistletoe	grupo	alternativoj	prononco
level	portiko	ایک پورچ	a porch	grupo	alternativoj	prononco
level	ŝankro	chancre، canker، vernereal ulcer	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	ایک انعام یافتہ	a laureate	grupo	alternativoj	prononco
level	ambrozio	ایک ایمبروسیا	an ambrosia	grupo	alternativoj	prononco
level	proceduro	ایک طریقہ کار	a procedure	grupo	alternativoj	prononco
level	makarono	ایک میکارون	a macaroon	grupo	alternativoj	prononco
level	makaronio	میکرونی	macaroni	grupo	alternativoj	prononco
level	komploto	ایک سازش، ایک سازش	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	ایک ذمہ دار، ایک سپرنٹنڈنٹ، ایک مینیجر	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	ایک میٹروپولیس	a metropolis	grupo	alternativoj	prononco
level	antipodo	ایک اینٹی پوڈ	an antipode	grupo	alternativoj	prononco
level	tanino	ٹینن	tannin	grupo	alternativoj	prononco
level	legitimi	جائز کرنے کے لیے	to legitimize	grupo	alternativoj	prononco
level	tapioko	ساگودانہ	tapioca	grupo	alternativoj	prononco
level	silueto	ایک خاکہ، ایک خاکہ	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	ایک جھولا	a hammock	grupo	alternativoj	prononco
level	akvarelo	aquarelle, a water-color	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	حرکیات	dynamics	grupo	alternativoj	prononco
level	madono	میڈونا۔	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpeggio	arpeggio	grupo	alternativoj	prononco
level	bankiero	ایک بینکر	a banker	grupo	alternativoj	prononco
level	banderolo	ایک چادر	a wrapper	grupo	alternativoj	prononco
level	soldo	ایک سو (5 سینٹی میٹر)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	ایک ماہر الہیات	a theologist	grupo	alternativoj	prononco
level	bataliono	ایک بٹالین	a battalion	grupo	alternativoj	prononco
level	baritono	ایک baritone	a baritone	grupo	alternativoj	prononco
level	bitumo	باقیات	bitumen	grupo	alternativoj	prononco
level	bordelo	ایک کوٹھا	a brothel	grupo	alternativoj	prononco
level	legato	ایک وراثت	a legate	grupo	alternativoj	prononco
level	navo	ایک ناف، ایک گلیارے	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	انسان دوستی	philanthropy	grupo	alternativoj	prononco
level	omnibuso	ایک اومنیبس	an omnibus	grupo	alternativoj	prononco
level	kadenco	ایک پیش کش	a adence	grupo	alternativoj	prononco
level	kompromiso	ایک سمجھوتہ، ایک رہائش	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	ایک ڈریگن	a dragoon	grupo	alternativoj	prononco
level	dueto	ایک جوڑی	a duet	grupo	alternativoj	prononco
level	metafiziko	مابعدالطبیعات	metaphysics	grupo	alternativoj	prononco
level	subjektiva	موضوعی	subjective	grupo	alternativoj	prononco
level	elegio	ایک خوبصورتی	an elegy	grupo	alternativoj	prononco
level	jezuito	جیسوٹ	Jesuit	grupo	alternativoj	prononco
level	korneto	ایک کارنیٹ	a cornet	grupo	alternativoj	prononco
level	festono	ایک تہوار	a festoon	grupo	alternativoj	prononco
level	fregato	ایک فریگیٹ، ایک فریگیٹ پرندہ	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	ایک گیلوٹین	a guillotine	grupo	alternativoj	prononco
level	tabureto	ایک پاخانہ	a stool	grupo	alternativoj	prononco
level	harpuno	ایک ہارپون	a harpoon	grupo	alternativoj	prononco
level	hobojo	ایک oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	خود مختار	autonomous	grupo	alternativoj	prononco
level	imperialo	ایک شاہی، گاڑی کا سب سے اوپر والا ڈیک	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	ایک استھمس	an isthmus	grupo	alternativoj	prononco
level	preludo	ایک پیش کش	a prelude	grupo	alternativoj	prononco
level	algebro	الجبرا	algebra	grupo	alternativoj	prononco
level	filantropo	ایک انسان دوست	a philanthropist	grupo	alternativoj	prononco
level	afusto	بندوق کی گاڑی	a gun carriage	grupo	alternativoj	prononco
level	karamboli	ٹکرانا، حملہ کرنا (بلیئرڈ میں)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	a catafalque, a open hearse	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	چھڑکنا، چھڑکنا، چھڑکنا	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	ایک کوکیڈ، ایک کمان، ایک گلاب	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	ایک باس، ایک ڈبل باس	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	ایک contralto، ایک آلٹو	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	ایکروبیٹ	an acrobat	grupo	alternativoj	prononco
level	korsaro	ایک corsair، ایک نجی	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	ایک کارسیٹ	a corset	grupo	alternativoj	prononco
level	galanto	ایک برف کا قطرہ	a snowdrop	grupo	alternativoj	prononco
level	korveto	ایک کارویٹ، ایک جیکڈا	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	پانچواں (موسیقی)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	ایک خفیہ خانہ، ایک والٹ، ایک زیر زمین سیل	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	ایک خفیہ ایجنٹ	an undercover agent	grupo	alternativoj	prononco
level	litografi	لیٹوگراف کے لیے	to litograph	grupo	alternativoj	prononco
level	lokomobilo	ایک کرشن انجن	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	ایک تفتیش	an inquisition	grupo	alternativoj	prononco
level	prospekto	ایک پراسپیکٹس	a prospectus	grupo	alternativoj	prononco
level	mandolino	ایک مینڈولن	a mandolin	grupo	alternativoj	prononco
level	mazurko	ایک mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	ایک میلو ڈرامہ	a melodrama	grupo	alternativoj	prononco
level	rezignacio	ایک استعفی	a resignation	grupo	alternativoj	prononco
level	miasmo	میاسما، وائرس گیس	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	ایک ذخیرہ، ایک ذخیرہ	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	ایک mimicry، a mime	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	ایک وحی	a revelation	grupo	alternativoj	prononco
level	ogivo	ایک اوگیو	an ogive	grupo	alternativoj	prononco
level	paskvilo	ایک pasquinade، ایک چراغ	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	ایک پیڈل، ایک پیدل	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	ایک شاونسٹ، ایک جہان پرست	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	ایک ڈین	a dean	grupo	alternativoj	prononco
level	vervo	ایک جوش، ایک جوش، ایک حوصلہ افزائی، ایک برائیو	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	ایک پولکا	a polka	grupo	alternativoj	prononco
level	pomado	ایک پومڈ، ایک مرہم	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	ایک پنچ (ایک مزاحیہ اداکار)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	ایک prosody	a prosody	grupo	alternativoj	prononco
level	apelacii	درخواست کرنا	to appeal	grupo	alternativoj	prononco
level	rebuso	ایک ریبس، ایک پہیلی	a rebus, a puzzle	grupo	alternativoj	prononco
