A.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	klarigas samajn ideojn	vysvětluje stejné myšlenky	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	členové rodiny se sejdou	family members get together	grupo	alternativoj	prononco
level	kiel rapide	jak rychle	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	dny ubíhají	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	jak rychle dny plynou!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	zítra bude ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	narozeniny tvého otce	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	několik členů rodiny	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	přijde několik členů rodiny	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	a přátelé	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	prosím ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	mohl bys prosím trochu pomoci?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	chvilka	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	najít si trochu času	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	uklidit si pokoj	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	aspoň si uklidit pokoj	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Chtěl bych ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Rád bych něco uvařil	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	něco dobrého	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	uvařit něco dobrého	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	na narozeninový dort	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	chybí mléko	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	doma	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	je třeba obstarat ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	nějaké jídlo	some food	grupo	alternativoj	prononco
level	el vendejo	z obchodu	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	získat nějaké jídlo z úkrytu	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	budu nakupovat	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	k narozeninám	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	místo sezení a jídla	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	zajímaví lidé	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	s nezajímavými členy rodiny	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Chtěl bych jít na piknik	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	se členy klubu	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	s jakými členy klubu?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	řekl otec	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	nějaký druh papíru, nějaký druh papírů	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	v kufříku	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	do koše na papír	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	házel papíry do koše	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	hodil nějaké papíry do koše na papír	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	brzy zítra	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	členové mého sportovního klubu	members of my sports club	grupo	alternativoj	prononco
level	kara mia	můj drahý	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	je to správně?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	musíte být nepřítomen	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	ty ne ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	vaši členové klubu	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	vídáte se s ostatními členy klubu	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	třikrát týdně	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	můžu ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	má právo něco navrhovat	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Budu jíst se členy rodiny	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	ale v druhé části	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Půjdu se svými přáteli	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	bude mluvit o ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	neúspěšný pohon	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	bude určitě mluvit o neúspěšném disku	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	po dortu	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	To už nechci	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	to chce slyšet	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	proč nemáme ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	strýc bohatý na nápady	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	má nějaký nápad bohatý strýc	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	v mojí rodině	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	matka se usmála	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	na jeho slova	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ona to ví ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	mluví trochu moc	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	nestačí jen ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	bohatství nápadů	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ je také potřeba	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	plnou peněženku, aby se to povedlo	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	pokračovala matka ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	po chvíli ticha	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	před pár minutami	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana volala, že ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	také nás navštíví	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	sladký dort	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	má moc ráda sladký dort	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	dává pozor, aby neztloustl	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	i když bude dávat pozor	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	okamžitě změnil názor	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	během exkurze	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	bez ní	without her	grupo	alternativoj	prononco
level	li estus tre soleca	byl by velmi osamělý	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	přesto projdu	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Zítra ale strávím doma	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	v mládí	in youth	grupo	alternativoj	prononco
level	oni havas	jeden má	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	má také krásu	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	komplikované práce	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	složité práce (cíl)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	by měl zjednodušit	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	v tom věku	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	už se stal ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	vedoucí sportovního klubu	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	jeden dává peníze	one puts money	grupo	alternativoj	prononco
level	en monujon	do peněženky	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	vloží do kabelky	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	postupujte podle příkladů	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	od dobrých rodinných příslušníků	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	dělá tě přátelství šťastnějším?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	dělá vám radost	makes you happy	grupo	alternativoj	prononco
level	ol la amo	než láska	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	jak často to děláš ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	píšete dopisy ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	píše dopisy vašim kamarádkám	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	vaše přítelkyně v Itálii	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	vztah mezi vámi a vaším učitelem	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	změnil se vztah?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	už víš ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	docela dobře	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	byl večer v ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	stovky lidí	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	vyplňuje náměstí	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	mladí muži a vojáci	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	námořníci z lodí	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	vynikající dáma	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	vynikající dámy	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	zahraniční cestovatelé	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	všichni se stěhují do centra města	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	trochu dále	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	nedaleko od moře	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	bylo malé náměstí	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	trochu dál, ale ne daleko	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	na jeho konci	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	blízko moře	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	poblíž stál muž	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	podle oblečení	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	člověk může snadno poznat ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	bylo možné zjistit, že ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	gondoliér bohatého muže	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	mohl zjistit, že je gondoliér	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	vypadal ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	podíval se na radostný dav	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	jeho tvář rozzářil úsměv	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	když uviděl námořníka	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	námořník, který dorazil	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	straně moře	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	dorazili z mořské strany	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	jsi to ty, Stephene?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	zvolal gondoliér	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	všichni říkají, že ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	do rukou Turků	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	že jsi padl do rukou Turků	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	potkali jsme jednoho	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	z našich lodí	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	následovalo nás	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	déle než hodinu	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ale není snadné jít ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	jet rychleji než naše loď	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	jaké novinky jsou tady?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	tady v Benátkách	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nic zajímavého	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	prostě velké neštěstí	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	znáš Pietra?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Znám ho	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	velká loď ponořila jeho gondolu	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	a co on?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondola se potopila	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	stalo se, že ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	byli jsme blízko	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	vzali jsme ho do naší gondoly	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	ve stejnou dobu	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	můj šéf se utopil	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	pomoci mladé ženě	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	mladá žena, která málem zemřela	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	se svým strýcem	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	málem zemřel se svým strýcem	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	byla tam mladá žena	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	nemohli jsme mu pomoci	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	byl důležitou osobou	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	co tě přivedlo do Benátek?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	můj přítel	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	námořník vzhlédl	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	rychle pohlédl na svého přítele	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	a začal říkat	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	takže víš ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Přinesl jsem ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondoliér ho náhle zastavil	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	řekl	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	pak kolem prošel muž	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	kolem něj prošel muž	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ještě mu nebylo třicet	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	a jeho tvář byla bezbarvá	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	jeho cesta byla jistá a snadná	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	jeho tvář byla smutná	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	když uviděl muže, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	říká se, že ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	mnoho důležitých lidí dává ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	tajná práce	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	tajná zaměstnání	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	dává mu tajnou práci	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	příliš mnoho tajemství	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	zná příliš mnoho tajemství	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	proto se bojí	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	aby ho poslal do vězení	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	řekl námořník	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	a jak mluvil	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	ukázal na sídlo	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	dogské sídlo	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	mnoho důležitých lidí potřebuje jeho pomoc	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	kolik platí?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	mu platí	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	platí za jedno zabití	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	rozhodně ne méně než ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	než sto mincí	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	nezapomeň na to ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	že pro ně pracuje	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	pro ty, kteří mají dost peněz	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	abych mu zaplatil	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	v Benátkách je ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	tyto věci	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	zapomenout na ty věci	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	věci, na které je lepší zapomenout	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	pokud chcete jíst v klidu	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	abys v klidu snědl svůj chléb	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	bylo nějaké ticho	there was some silence	grupo	alternativoj	prononco
level	kaj poste	a později	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	promluvil znovu gondoliér	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	přišel jsi právě včas	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	vidět závod lodí	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	řekl někdo chabě	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	poblíž gondoliéra	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	starosta města	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	beze slova ukázal na gondolu	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	řekl gondoliér	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	a vzal svého přítele za ruku	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	hodí papír	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	do koše na papír	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	dívky házely papíry	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	kde je moje pero	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Chci mu odpovědět	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	slunce zmizelo	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	a už je skoro tma	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	prosím jez	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	prosím sněz chleba	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	s příbory	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Promiňte	excuse me	grupo	alternativoj	prononco
level	rajtas resti	je dovoleno zůstat	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Nemám právo zůstat	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	můžeš přinést ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	od mé sestry	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	kdy jsi koupil ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	koupil ten hudební nástroj	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	kdo použil naposledy?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	použil můj klíč	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	řídil jsi?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	v Benátkách	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	také gondolou	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	budeš moct usnout?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	pak, když bylo ticho	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	ten pán byl vysoký	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	vysoký, tlustý	tall, fat	grupo	alternativoj	prononco
level	dika, peza	tlustý, těžký	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	těžký a velký	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	byl vysoký, tlustý, těžký a velký	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	dodal sílu	gave strength	grupo	alternativoj	prononco
level	havinda forto	síla, kterou stojí za to mít	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fyzická síla, kterou stojí za to mít	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	to dalo	that gave	grupo	alternativoj	prononco
level	donis al li	dal mu	gave him	grupo	alternativoj	prononco
level	tio donis forton	to dávalo sílu	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	dodal tělu sílu, kterou stojí za to mít	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	jeho vzhled	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	vzhled vysokého člověka	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	malou roli	a small role	grupo	alternativoj	prononco
level	ludis rolon	hrál roli	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ne malá role	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	hrál malou roli	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	hrál nemalou roli	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	ve skutečnosti, že ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	většina lidí	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	jestli se nebojí	if not afraid	grupo	alternativoj	prononco
level	lin timis	se ho bál	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	kdyby se bál	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	jestli se ho nebojí	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	jistě respektován	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	alespoň přemýšlel o ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	před ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	abych ho uspokojil	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	aby se mu nelíbilo	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	před nespokojením ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	před rozhodnutím ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	rozhodnout se nelíbit ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	rozhodnout se mu vyhovět	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	než se rozhodne mu nevyhovět	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	to, co je užitečné	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	často užitečné během dne	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	nepříjemná nepříjemnost	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	sám	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	představuje nepříjemnou obtíž	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	se prezentuje jako nepříjemná obtíž	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	na místě plném stromů	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	pak, když člověk zabloudil	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	v nelidské divočině	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	a v chaosu sjede ze silnice	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	vysoké velké tělo	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	nepodařilo projít ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	mezi keři	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	kromě dotyku s přírodními věcmi	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	obecně mokré	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	uprostřed vlhké přírody	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	mokré přírodní věci, v jejichž středu ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	chodil s obtížemi	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	byl to zážitek	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ne neobvyklý	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	bolestivé a vždy nepříjemné	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	tím více ~	the more ~	grupo	alternativoj	prononco
