C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	tindro	en tinder, en touchwood	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	en toga	a toga	grupo	alternativoj	prononco
level	topografio	topografi	topography	grupo	alternativoj	prononco
level	toreadoro	en toreador, en tyrefægter	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	en satin, en satin	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	et tværskib, et krydstogt	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	en trombone	a trombone	grupo	alternativoj	prononco
level	turbino	en turbine	a turbine	grupo	alternativoj	prononco
level	ulano	en ulan, en uhlan	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	at spekulere (forretning), at gamble	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	en slup, en shaloop-båd, en stor brugsbåd	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	et granatsplinter	a shrapnel	grupo	alternativoj	prononco
level	okulta	okkulte	occult	grupo	alternativoj	prononco
level	baleto	en ballet	a ballet	grupo	alternativoj	prononco
level	anomalio	en anomali	an anomaly	grupo	alternativoj	prononco
level	puritano	en puritaner	a puritan	grupo	alternativoj	prononco
level	bazalto	en basalt	a basalt	grupo	alternativoj	prononco
level	berilo	en beryl, en jaspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	et dynamometer	a dynamometer	grupo	alternativoj	prononco
level	grafito	en grafit	a graphite	grupo	alternativoj	prononco
level	gutaperko	en guttaperka	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	at apotrosisere, at guddommeliggøre	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hydrostatik	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	en calomel	a calomel	grupo	alternativoj	prononco
level	kolodio	en kollosion	a collodion	grupo	alternativoj	prononco
level	konglomerato	et konglomerat	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	en eukaristie, et sakramente	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kosmogoni	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kosmografi	cosmography	grupo	alternativoj	prononco
level	kreozoto	creosot	creosote	grupo	alternativoj	prononco
level	kronometro	et kronometer	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadratur	quadrature	grupo	alternativoj	prononco
level	horoskopo	et horoskop	a horoscope	grupo	alternativoj	prononco
level	kvociento	en kvotient	a quotient	grupo	alternativoj	prononco
level	lapiso	luna kaustisk	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritme	logarithm	grupo	alternativoj	prononco
level	lozanĝo	en sugetablet, en diamant	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	en malakit	a malachite	grupo	alternativoj	prononco
level	manometro	et manometer, en trykmåler	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridian (linje)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteor, et stjerneskud	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologi	meteorology	grupo	alternativoj	prononco
level	mikrometro	et mikrometer	a micrometer	grupo	alternativoj	prononco
level	purgatorio	skærsilden	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogi	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiat	plagiarism	grupo	alternativoj	prononco
level	naftalino	naphthalen	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotin	nicotine	grupo	alternativoj	prononco
level	onikso	onyx	onyx	grupo	alternativoj	prononco
level	ozono	ozon	ozone	grupo	alternativoj	prononco
level	estono	en estisk	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	et parallelogram	a parallelogram	grupo	alternativoj	prononco
level	perimetro	en omkreds	a perimeter	grupo	alternativoj	prononco
level	segmento	et segment	a segment	grupo	alternativoj	prononco
level	sifono	en sifon	a siphon	grupo	alternativoj	prononco
level	stalagmito	en stalagmit	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	en drypsten	a stalactite	grupo	alternativoj	prononco
level	striknino	stryknin	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	at ekskommunikere	to excommunicate	grupo	alternativoj	prononco
level	talko	talkum, fransk kridt	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangent	tangent	grupo	alternativoj	prononco
level	trapezo	en trapez, en trapez	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometri	trigonometry	grupo	alternativoj	prononco
level	vazelino	vaseline, vaseline	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	fornægtelse, selvfornægtelse	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	et alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	at indrømme, give licens, at give franchise	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	en gymnasieuddannet, en bachelor	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahmin	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	en demagog	a demagogue	grupo	alternativoj	prononco
level	etnografio	etnografi	ethnography	grupo	alternativoj	prononco
level	fakiro	en fakir, en faquir	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	en aureole, en aura, en glorie (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	en mentor	a mentor	grupo	alternativoj	prononco
level	pesimisto	en pessimist	a pessimist	grupo	alternativoj	prononco
level	feministo	en feminist	a feminist	grupo	alternativoj	prononco
level	hetmano	en hetman	a hetman	grupo	alternativoj	prononco
level	binoklo	kikkert	binoculars	grupo	alternativoj	prononco
level	kalifo	kalif	caliph	grupo	alternativoj	prononco
level	diluvo	en syndflod, en oversvømmelse	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	en kaution, en anerkendelse	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	en kodicil	a codicil	grupo	alternativoj	prononco
level	kongregacio	en menighed	a congregation	grupo	alternativoj	prononco
level	konsistorio	et konsistorium	a consistory	grupo	alternativoj	prononco
level	kvestoro	en kvæstor	a quaestor	grupo	alternativoj	prononco
level	lamao	Lama	Lama	grupo	alternativoj	prononco
level	stenografi	til stenografi, at skrive stenografi	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	en mandarin (officer)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	et medie	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempsykose, reinkarnation	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monoteisme	monotheism	grupo	alternativoj	prononco
level	pivoto	et omdrejningspunkt	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotisme	nepotism	grupo	alternativoj	prononco
level	sortimento	sortiment, et udvalg af sort	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilisme	nihilism	grupo	alternativoj	prononco
level	nihilisto	en nihilist	a nihilist	grupo	alternativoj	prononco
level	nimbo	en nimbus, en glorie	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numismatik	numismatics	grupo	alternativoj	prononco
level	cisterno	en cisterne, et reservoir, et tankskib	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	udstødelse	ostracism	grupo	alternativoj	prononco
level	panteismo	panteisme	pantheism	grupo	alternativoj	prononco
level	panteisto	en panteist	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spekulative	speculative	grupo	alternativoj	prononco
level	parafo	en paraph, en initialer	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	en forsikring	an insurance policy	grupo	alternativoj	prononco
level	politeismo	polyteisme	polytheism	grupo	alternativoj	prononco
level	prerogativo	et prærogativ	a prerogative	grupo	alternativoj	prononco
level	protektorato	et protektorat	a protectorate	grupo	alternativoj	prononco
level	prozelito	en proselyt, en konvertit	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	rationalisme	rationalism	grupo	alternativoj	prononco
level	racionalisto	en rationalist	a rationalist	grupo	alternativoj	prononco
level	sinoptika	synoptisk	synoptic	grupo	alternativoj	prononco
level	skolastiko	skolastik	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritualisme, spiritualitet	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	en spiritist	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	en pjece	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarot, taroc	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teisme	theism	grupo	alternativoj	prononco
level	teisto	en teist	a theist	grupo	alternativoj	prononco
level	teokratio	et teokrati	a theocracy	grupo	alternativoj	prononco
level	trusto	en erhvervstillid	a business trust	grupo	alternativoj	prononco
level	ukazo	en ukase	a ukase	grupo	alternativoj	prononco
level	ultimato	et ultimatum	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Shah	Shah	grupo	alternativoj	prononco
level	gramofono	en grammofon	a gramophone	grupo	alternativoj	prononco
level	kreditoro	en kreditor	a creditor	grupo	alternativoj	prononco
level	ideografio	en ideografi, en billedskrivning	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	et idiomatisk udtryk	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	at fremkalde, at udlede, at generalisere	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nominel	nominal	grupo	alternativoj	prononco
level	arkipelago	skærgård (=øgruppe)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	stenografi, stenografi	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornitologi	ornithology	grupo	alternativoj	prononco
level	rekremento	rester, skaller, affald, træk	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	en bombast, pumpende	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	en geolog	a geologist	grupo	alternativoj	prononco
level	edikto	et påbud, et dekret	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	et basrelief	a bas-relief	grupo	alternativoj	prononco
level	kariolo	en fælde, en hundevogn	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	en konfekt, et færdigsyet jakkesæt	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	et imperium, empiri	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navigation	navigation	grupo	alternativoj	prononco
level	observatorio	et observatorium	an observatory	grupo	alternativoj	prononco
level	abdiki	at abdicere, at træde tilbage	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	admiralitet	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarki (=anarki)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	en geograf	a geographer	grupo	alternativoj	prononco
level	aĝio	en agio, en præmie	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	autokrati	autocracy	grupo	alternativoj	prononco
level	demagogio	demagogi, demagogi	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	en dok, et bassin (yacht, båd, skib)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Eminence	Eminence	grupo	alternativoj	prononco
level	komandito	et kommanditselskab	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	en indvielse	an inauguration	grupo	alternativoj	prononco
level	biologo	en biolog	a biologist	grupo	alternativoj	prononco
level	katekisto	en kateket (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glukose (=glikozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	en fysiolog	a physiologist	grupo	alternativoj	prononco
level	katekizi	at katekisere, at sætte spørgsmålstegn ved (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	en pacifist	a pacifist	grupo	alternativoj	prononco
level	kontribucio	erstatninger	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalisme	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarki (=oligarĥio)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pacifisme	pacifism	grupo	alternativoj	prononco
level	plutokratio	plutokrati	plutocracy	grupo	alternativoj	prononco
level	realismo	realisme	realism	grupo	alternativoj	prononco
level	sociologo	en sociolog	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	betinget tid	conditional tense	grupo	alternativoj	prononco
level	albino	en albino	an albino	grupo	alternativoj	prononco
level	genciano	en ensian (Gentiana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	en kost, enebærtræ (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	en krone (=florkrono)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	en regnorm (=tervermo)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	blues, lavt humør, melankoli	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	en oleander	an oleander	grupo	alternativoj	prononco
level	plantago	en plantago, plantain	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	ætsning	etching	grupo	alternativoj	prononco
level	aleno	en bradawl, en syl	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	en biretta, en baret	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	en fagot	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	en kastanje	a castanet	grupo	alternativoj	prononco
level	paŝtelo	en pastel, et kridt, en farveblyant	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	en pelerine, en kappe	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	anilin (phenylamin)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	en helix, en propel	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	en biograf	a biographer	grupo	alternativoj	prononco
level	kalio	kalium	potassium	grupo	alternativoj	prononco
level	kinino	kinin	quinine	grupo	alternativoj	prononco
level	kloro	klor	chlorine	grupo	alternativoj	prononco
level	latero	en side (af en polygon), en kant	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	natrium	sodium	grupo	alternativoj	prononco
level	zefiro	en zephyr	a zephyr	grupo	alternativoj	prononco
level	regento	en regent	a regent	grupo	alternativoj	prononco
level	vinkto	en nitte, en periwinkle	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	en vivisektion	a vivisection	grupo	alternativoj	prononco
level	agronomo	en agronom, en landbruger	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	en antropolog	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	en bibliograf	a bibliographer	grupo	alternativoj	prononco
level	entomologo	en entomolog	an entomologist	grupo	alternativoj	prononco
level	etimologo	en etimolog	an etimologist	grupo	alternativoj	prononco
level	etiologo	en ætiolog	an etiologist	grupo	alternativoj	prononco
level	etnografo	en etnograf	an ethnographer	grupo	alternativoj	prononco
level	genealogo	en slægtsforsker	a genealogist	grupo	alternativoj	prononco
level	geometro	en geometrier	a geometrician	grupo	alternativoj	prononco
level	grafologo	en grafolog	a graphologist	grupo	alternativoj	prononco
level	homeopato	en homøopat	a homeopathist	grupo	alternativoj	prononco
level	kartografo	en kartograf	a cartographer	grupo	alternativoj	prononco
level	kosmografo	en kosmografi	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	en meteorolog	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	en mineralog	a mineralogist	grupo	alternativoj	prononco
level	mitologo	en mytolog	a mythologist	grupo	alternativoj	prononco
level	oligarko	en oligark (=oligarĥo)	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
level	ornitologo	en ornitolog	an ornithologist	grupo	alternativoj	prononco
level	paleografo	en palæograf	a paleographer	grupo	alternativoj	prononco
level	paleontologo	en palæontolog	a paleontologist	grupo	alternativoj	prononco
level	patologo	en patolog	a pathologist	grupo	alternativoj	prononco
level	plutokrato	en plutokrat	a plutocrat	grupo	alternativoj	prononco
level	teokrato	en teokrat	a theocrat	grupo	alternativoj	prononco
level	tipografo	en typograf	a typographer	grupo	alternativoj	prononco
level	topografo	en topograf	a topographer	grupo	alternativoj	prononco
level	zoologo	en zoolog	a zoologist	grupo	alternativoj	prononco
level	aristokratio	aristokrati	aristocracy	grupo	alternativoj	prononco
level	arkaismo	arkaisme (=arĥaismo)	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	difteri (=difterito)	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	fotografering	photography	grupo	alternativoj	prononco
level	litografio	litografi	lithography	grupo	alternativoj	prononco
level	tonelo	et ton	a ton	grupo	alternativoj	prononco
level	vipero	en vipero (=vipuro)	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	kontrapunkt (en musikalsk komposition)	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	at mejsle, at hugge	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	en che-metode, en direkte metode til undervisning i esperanto	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	en beton	a concrete	grupo	alternativoj	prononco
level	orgeno	et orgel (musikinstrument)	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	en orgasme	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	et møde-bord	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	ABC, en primer	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	bikonveks	biconvex	grupo	alternativoj	prononco
level	bikonkava	bikonkav	biconcave	grupo	alternativoj	prononco
level	aidoso	AIDS	AIDS	grupo	alternativoj	prononco
level	operatoro	en operatør	an operator	grupo	alternativoj	prononco
level	opalo	en opal	an opal	grupo	alternativoj	prononco
level	prestidigito	et magi (trick)	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	en yacht	a yacht	grupo	alternativoj	prononco
level	palpebrumi	at blinke, at blinke	to wink, to blink	grupo	alternativoj	prononco
level	lupe	som en ulv	like a wolf	grupo	alternativoj	prononco
level	haladzo	stank, stank	stench, stink	grupo	alternativoj	prononco
level	laborigi	at få (nogen) til at arbejde	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	at få appetit	to appetize	grupo	alternativoj	prononco
level	bokalo	en krukke	a jar	grupo	alternativoj	prononco
level	liniilo	en lineal, en ligekant	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	et værksted, en arbejdsplads, et studie	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
level	staleto	en lille stald, en lille stald, et lille skur	a small stable, a small stall, a small shed	grupo	alternativoj	prononco
level	korbeto	en lille kurv, en punnet	a small basket, a punnet	grupo	alternativoj	prononco
level	kolombeto	en lille piggeon	a small pidgeon	grupo	alternativoj	prononco
level	cindrujo	et askebæger	an ashtray	grupo	alternativoj	prononco
level	telefone	på en telefon	on a telephone	grupo	alternativoj	prononco
level	subito	pludselighed	suddenness	grupo	alternativoj	prononco
level	bakisto	en bager	a baker	grupo	alternativoj	prononco
level	farejo	et bryggeri	a brewery	grupo	alternativoj	prononco
level	atestanto	et vidne	a witness	grupo	alternativoj	prononco
level	amplifikatoro	en forstærker	an amplifier	grupo	alternativoj	prononco
level	zigzage	i zigzag	in zigzag	grupo	alternativoj	prononco
level	koboldo	en kobold, en nisse	a kobold, a goblin	grupo	alternativoj	prononco
level	ordinala	ordinal	ordinal	grupo	alternativoj	prononco
level	ĉampioneco	et mesterskab	a championship	grupo	alternativoj	prononco
level	aŭdantaro	publikum, tilskuere (=spektantaro)	audience, spectators (=spektantaro)	grupo	alternativoj	prononco
level	violonĉelo	en cello	a cello	grupo	alternativoj	prononco
level	kasedaparato	en kassetteafspiller	a cassette player	grupo	alternativoj	prononco
level	kampadejo	en campingplads, en campingplads	a camping ground, a camping site	grupo	alternativoj	prononco
level	avido	aviditet, grådighed	avidity, greediness	grupo	alternativoj	prononco
level	korono	en corona	a corona	grupo	alternativoj	prononco
level	klarneto	en klarinet	a clarinet	grupo	alternativoj	prononco
level	tajpisto	en maskinskriver	a typist	grupo	alternativoj	prononco
level	tajpilo	en skrivemaskine (værktøj) (=skribmaŝino)	a typewriter (tool) (=skribmaŝino)	grupo	alternativoj	prononco
level	lanfadeno	en kamgarn	a worsted	grupo	alternativoj	prononco
level	traveturo	en gennemkørsel	a drive-through	grupo	alternativoj	prononco
level	balisto	en ballista	a ballista	grupo	alternativoj	prononco
level	vendota	til salg	for sale	grupo	alternativoj	prononco
level	fervorulo	en fan, en hengiven, en zeelot, en entusiast	a fan, a devotee, a zeelot, an enthusiast	grupo	alternativoj	prononco
level	hokeo	en hockey	a hockey	grupo	alternativoj	prononco
level	antibiotiko	et antibiotikum	an antibiotic	grupo	alternativoj	prononco
level	konfuzilo	noget der forvirrer	something that confuses	grupo	alternativoj	prononco
level	ŝlagro	en hitsang	a hit song	grupo	alternativoj	prononco
level	abako	en kulerram	an abacus	grupo	alternativoj	prononco
level	Adamo	Adam	Adam	grupo	alternativoj	prononco
level	aklamo	en akklamation (glad)	an acclamation (joyful)	grupo	alternativoj	prononco
level	akrobata trupo	akrobattropper	acrobat troops	grupo	alternativoj	prononco
level	akvoralo	en vandskinne	a water rail	grupo	alternativoj	prononco
level	alta tajdo	et højvande	a high tide	grupo	alternativoj	prononco
level	altruisto	en altruist	an altruist	grupo	alternativoj	prononco
level	analekto	en analogi	an analecto	grupo	alternativoj	prononco
level	aperitivo	en appetitvækker	an appetizer	grupo	alternativoj	prononco
level	arkeo	(Noahs ark	(Noah's) ark	grupo	alternativoj	prononco
level	armistica linio	en våbenhvilelinje	a truce line	grupo	alternativoj	prononco
level	aŭtodidakto	en autodidakt, en selvlært person	an autodidact, a self-taught person	grupo	alternativoj	prononco
level	bankizo	en indlandsis, en flage	a ice cap, a floe	grupo	alternativoj	prononco
level	baskulo	en bascule håndtag, en aftrækker, en vippe-vipper	a bascule lever, a trigger, a teeter-totter	grupo	alternativoj	prononco
level	baskulponto	en vindebro, en basculebro	a drawbridge, a bascule bridge	grupo	alternativoj	prononco
level	bazarkorbo	en indkøbspose	a shopping bag	grupo	alternativoj	prononco
level	Betoveno	Beethoven	Beethoven	grupo	alternativoj	prononco
level	bibliofilo	en bibliofil	a bibliophile	grupo	alternativoj	prononco
level	boaco	et rensdyr	a reindeer	grupo	alternativoj	prononco
level	boksisto	en bokser	a boxer	grupo	alternativoj	prononco
level	brizo	en brise	a breeze	grupo	alternativoj	prononco
level	brodaĵo	et broderi	an embroidery	grupo	alternativoj	prononco
level	bufro	en buffer, en kofanger	a buffer, a bumper	grupo	alternativoj	prononco
level	buldozo	en bulldozer	a bulldozer	grupo	alternativoj	prononco
level	bumerango	en boomerang	a boomerang	grupo	alternativoj	prononco
level	burso (monujo)	en taske	a purse	grupo	alternativoj	prononco
level	celtabulo	et mål	a target	grupo	alternativoj	prononco
level	centaŭro	Centaurus	Centaurus	grupo	alternativoj	prononco
level	cerba hemoragio	en hjerneblødning	a cerebral hemorrhage	grupo	alternativoj	prononco
level	deliraĵo	en vanvittig snak	a crazy talk	grupo	alternativoj	prononco
level	disertacio	en afhandling, en afhandling	a dissertation, a thesis	grupo	alternativoj	prononco
level	dormiranto	en søvngænger	a sleepwalker	grupo	alternativoj	prononco
level	duno	en klit	a dune	grupo	alternativoj	prononco
level	duonpatrino	en stedmor	a stepmother	grupo	alternativoj	prononco
level	elevatoro	en elevator	an elevator	grupo	alternativoj	prononco
level	endoskopo	et endoskop	a endoscope	grupo	alternativoj	prononco
level	erinaco	et pindsvin	a hedgehog	grupo	alternativoj	prononco
level	ermito	en eremit	an hermit	grupo	alternativoj	prononco
level	eskadro (floto)	en flåde	a fleet	grupo	alternativoj	prononco
level	esperantologo	Esperanto-studie	Esperanto-Study	grupo	alternativoj	prononco
level	fajfilo	en fløjte	a whistle	grupo	alternativoj	prononco
level	faladpupo	et roly polylegetøj	a roly poly toy	grupo	alternativoj	prononco
level	falĉilo	en le	a scythe	grupo	alternativoj	prononco
level	farbisto	en maler	a painter	grupo	alternativoj	prononco
level	fasto	faste (afholde sig fra mad), faste	fasting (abstaining from food), fast	grupo	alternativoj	prononco
level	fazano	en fasan	a pheasant	grupo	alternativoj	prononco
level	figursketado	kunstskøjteløb (=artsketado)	a figure skating (=artsketado)	grupo	alternativoj	prononco
level	flava sablero	et gult sand	a yellow sand	grupo	alternativoj	prononco
level	forcejo	et drivhus	a greenhouse	grupo	alternativoj	prononco
level	forĝisto	en smed, en sortsmed	a smith, a black smith	grupo	alternativoj	prononco
level	forsitio	en forsythia	a forsythia	grupo	alternativoj	prononco
level	fortreso	en fæstning	a fortress	grupo	alternativoj	prononco
level	galerio	et galleri	a gallery	grupo	alternativoj	prononco
level	garantiulo	et gidsel	a hostage	grupo	alternativoj	prononco
level	gardrelo	en gardeskinne, en styreskinne	a gard rail, a guide rail	grupo	alternativoj	prononco
level	gargaraĵo	en gurgle	a gargle	grupo	alternativoj	prononco
level	gazono	en græsplæne	a lawn	grupo	alternativoj	prononco
level	glubendo	et klæbebånd	an adhesive tape	grupo	alternativoj	prononco
level	gongo	en gong	a gong	grupo	alternativoj	prononco
level	grenado	en granat	a grenade	grupo	alternativoj	prononco
level	heredanto	en arving, en begunstiget, en efterfølger	an heir, a beneficiary, a successor	grupo	alternativoj	prononco
level	Herzberg	Herzberg	Herzberg	grupo	alternativoj	prononco
level	hipnotismo	hypnose	hypnotism	grupo	alternativoj	prononco
level	hirudo	en igle	a leech	grupo	alternativoj	prononco
level	homtruo	et mandshul	a man hole	grupo	alternativoj	prononco
level	huffero	en hestesko, en hov	a horseshoe, a hoof	grupo	alternativoj	prononco
level	huligano	en hooligan	a hooligan	grupo	alternativoj	prononco
level	inkubatoro	en inkubator	an incubator	grupo	alternativoj	prononco
level	jahurto	yoghurt	yogurt	grupo	alternativoj	prononco
level	kablotramo (~trajno)	en kabelbane, en kabelsporvogn	a funicular, a cable tram	grupo	alternativoj	prononco
level	kadro de pentraĵo	en ramme af et billede	a frame of a picture	grupo	alternativoj	prononco
level	kalvulo	en skaldet hoved	a bald headed	grupo	alternativoj	prononco
level	kamentubo	en skorsten	a chimney	grupo	alternativoj	prononco
level	kanjono	en kløft	a canyon	grupo	alternativoj	prononco
level	kano	en stok	a cane	grupo	alternativoj	prononco
level	kapuĉo	en hætte, en hætte	a hood, a cowl	grupo	alternativoj	prononco
level	karaso	en korskarpe	a crucian carp	grupo	alternativoj	prononco
level	kariertabelo	et CV	a résumé	grupo	alternativoj	prononco
level	karolo	en julesang	a carol	grupo	alternativoj	prononco
level	kasko	en hjelm, en kasse	a helmet, a casque	grupo	alternativoj	prononco
level	kiraso	en panser, en panservogn, panserplade	a armor, an armored car, armor plate	grupo	alternativoj	prononco
level	klaŭno	en klovn	a clown	grupo	alternativoj	prononco
level	kokosujo (kokosarbo)	et kakaotræ	a cocoa tree	grupo	alternativoj	prononco
level	koloseo	Colosseum	Coliseum	grupo	alternativoj	prononco
level	kolumbario	et ossuarium, en katakombo	a ossuary, a catacombo	grupo	alternativoj	prononco
level	komikulo	en komiker	a comedian	grupo	alternativoj	prononco
level	kompakt-disko	en compact-disc	a compact-disc	grupo	alternativoj	prononco
level	konsilanto	en rådgiver, en rådgiver	an adviser, a counsellor	grupo	alternativoj	prononco
level	kontanto	en kontant penge	a cash money	grupo	alternativoj	prononco
level	konvekto	en konvektion	a convection	grupo	alternativoj	prononco
level	krevmaizo	et popcorn	a popcorn	grupo	alternativoj	prononco
level	kriplulo	en forkrøblet	a crippled	grupo	alternativoj	prononco
level	lafo	lava	lava	grupo	alternativoj	prononco
level	lambastono	en krykke	a crutch	grupo	alternativoj	prononco
level	lampiro	en glødeorm	a glow worm	grupo	alternativoj	prononco
level	leprulo	en spedalsk	a leper	grupo	alternativoj	prononco
