C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	anagalo	šarlatový pupínek (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	andělika	an angelica	grupo	alternativoj	prononco
level	aorto	aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, divoký celer, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnika, leopardí zhouba, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, Firth	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavismus	atavism	grupo	alternativoj	prononco
level	balzamino	balzám, impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	bistorie	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronchitida	bronchitis	grupo	alternativoj	prononco
level	celulozo	celulóza	cellulose	grupo	alternativoj	prononco
level	ciklopo	Kyklop	Cyclops	grupo	alternativoj	prononco
level	endivio	endivie, čekanka (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	balada	a ballade	grupo	alternativoj	prononco
level	entomologio	entomologie	entomology	grupo	alternativoj	prononco
level	erizipelo	erysipelas	erysipelas	grupo	alternativoj	prononco
level	haremo	harém (pokoj muslimských žen)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	odvodit	to deduce	grupo	alternativoj	prononco
level	eŭnuko	eunuch	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	živůtek, živůtek	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	sojka (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	šifra, kód, kombinace	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	oběžné dráze	an orbit	grupo	alternativoj	prononco
level	harpio	harpyje, harpyje orel	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotrop, Heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafrodit	hermaphrodite	grupo	alternativoj	prononco
level	polipo	polyp	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hydroterapie	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hypertrofie	hypertrophy	grupo	alternativoj	prononco
level	hisopo	yzop (Yzop)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	freska	fresco	grupo	alternativoj	prononco
level	humero	pažní kost	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemonie, dominance	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	ilex, cesmína	an ilex, a holly	grupo	alternativoj	prononco
level	irido	kosatec (květina)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	měsíček, měsíček	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	prádlo	a linnet	grupo	alternativoj	prononco
level	blokado	blokáda	blockade	grupo	alternativoj	prononco
level	kokono	kokon	a cocoon	grupo	alternativoj	prononco
level	kondoro	kondor	a condor	grupo	alternativoj	prononco
level	bojkoti	bojkotovat	to boycott	grupo	alternativoj	prononco
level	konvolvulo	konvolvulus, svlačec, svlačec	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	sršeň	a hornet	grupo	alternativoj	prononco
level	kreso	řeřicha	a cress	grupo	alternativoj	prononco
level	kumino	kmín	a cumin	grupo	alternativoj	prononco
level	malario	malárie	malaria	grupo	alternativoj	prononco
level	marasmo	marasmus, vyhublost	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	obelisk	an obelisk	grupo	alternativoj	prononco
level	meliso	melissa	a melissa	grupo	alternativoj	prononco
level	merlango	treska bezvousá	a whiting	grupo	alternativoj	prononco
level	divano	divan, orientální rada, otoman	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	mikrob	a microbe	grupo	alternativoj	prononco
level	milvo	drak (pták)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	mimóza	a mimosa	grupo	alternativoj	prononco
level	monomanio	monománie	monomania	grupo	alternativoj	prononco
level	moruo	treska	a cod fish	grupo	alternativoj	prononco
level	nizo	vrabčí jestřáb	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	sarkofág	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	vičák, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	orchidej	an orchid	grupo	alternativoj	prononco
level	ekvacio	rovnice	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontologie	paleontology	grupo	alternativoj	prononco
level	naso	past na úhoře, past na ryby	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	humr ostnatý, mořský rak	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	pavián	a baboon	grupo	alternativoj	prononco
level	pistilo	pestík, palička	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	plochá ryba, platýs	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	pórek	a leek	grupo	alternativoj	prononco
level	rajo	rejnok, brusle, rejnok	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	svícen, svícen	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	sítnice	retina	grupo	alternativoj	prononco
level	reŭmatismo	revmatismus	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	kněz	a priest	grupo	alternativoj	prononco
level	turbo	kolovrátek	a spinning top	grupo	alternativoj	prononco
level	slipo	složenka, podací lístek	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	batiste, cambric	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	seraf	a seraph	grupo	alternativoj	prononco
level	sevrugo	hvězdný jeseter, hvězdnatý jeseter	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	svěrač	a sphincter	grupo	alternativoj	prononco
level	sifiliso	syfilis, neštovice	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tuberkulóza, tuberkulóza (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	hořčičné semínko	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	fanfára	a fanfare	grupo	alternativoj	prononco
level	skalpo	pokožku hlavy	a scalp	grupo	alternativoj	prononco
level	skorzonero	černý kozlík	a black salsify	grupo	alternativoj	prononco
level	talismano	talisman, maskot	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	sperma, sperma	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	tarantule	a tarantula	grupo	alternativoj	prononco
level	revizoro	auditor, inspektor	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	lín	a tench	grupo	alternativoj	prononco
level	celerio	celer	a celery	grupo	alternativoj	prononco
level	cidonio	kdoule	a quince	grupo	alternativoj	prononco
level	galantino	želatina	gellatine	grupo	alternativoj	prononco
level	grogo	grog, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	karamel	caramel	grupo	alternativoj	prononco
level	kirŝo	kirsh, třešňová pálenka	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	kompot, dušené ovoce	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	mišpule	a medlar	grupo	alternativoj	prononco
level	mirabelo	mirabelka	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pesimismus	pessimism	grupo	alternativoj	prononco
level	plebo	plebs, obyčejní lidé	plebs, common people	grupo	alternativoj	prononco
level	saguo	ságo	a sago	grupo	alternativoj	prononco
level	vermuto	vermut (víno)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabeska	arabesque	grupo	alternativoj	prononco
level	arbalesto	kuše, oštěpová zbraň	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	dřeň, dřeň, dřeň	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	balistika	ballistics	grupo	alternativoj	prononco
level	orgio	orgie	an orgy	grupo	alternativoj	prononco
level	baziliko	bazilika	a basilica	grupo	alternativoj	prononco
level	gruzo	štěrk, štěrk	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	burnous, burnus	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	diapason, ladička	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dynamit	dynamite	grupo	alternativoj	prononco
level	maroko	Maroko	Morocco	grupo	alternativoj	prononco
level	ditirambo	dithyramb	a dithyramb	grupo	alternativoj	prononco
level	eklogo	ekloga	an eclogue	grupo	alternativoj	prononco
level	falango	falanga	a phalanx	grupo	alternativoj	prononco
level	garnituro	garnitura	a garniture	grupo	alternativoj	prononco
level	geodezio	geodézie	geodesy	grupo	alternativoj	prononco
level	gladiatoro	gladiátor	a gladiator	grupo	alternativoj	prononco
level	glazuro	glazura, poleva, poleva, lak	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	deletant, amatér, dabér	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	kaleidoskop	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	halapartna	a halberd	grupo	alternativoj	prononco
level	harmoniumo	harmonium	a harmonium	grupo	alternativoj	prononco
level	uzuro	lichva	a usury	grupo	alternativoj	prononco
level	hipodromo	hipodrom, dostihová dráha	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	impresário, obchodník	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	kabriolet, kabriolet	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	ráže	a caliber	grupo	alternativoj	prononco
level	kameo	portrét	a cameo	grupo	alternativoj	prononco
level	kartografio	kartografie	cartography	grupo	alternativoj	prononco
level	aŭtokrato	autokrat	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	kartuši	a cartouche	grupo	alternativoj	prononco
level	dekadenco	dekadence	a decadence	grupo	alternativoj	prononco
level	kazemato	kasemata	a casemate	grupo	alternativoj	prononco
level	kepo	kepi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarchie (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	xylofon	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	čtyřkolka	a quadrille	grupo	alternativoj	prononco
level	majoliko	majolika	a majolica	grupo	alternativoj	prononco
level	makadamo	makadam	a macadam	grupo	alternativoj	prononco
level	matadoro	matador, toreador	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	demonstrace, shromáždění	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	metronom	a metronome	grupo	alternativoj	prononco
level	oktavo	oktávu	an octave	grupo	alternativoj	prononco
level	orografio	orografie	orography	grupo	alternativoj	prononco
level	palankeo	nosítka, nosítka (převoz člověka)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	plná partitura (muzikál)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	peristylem	a peristyle	grupo	alternativoj	prononco
level	petardo	petarda, petarda	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	pilastr	a pilaster	grupo	alternativoj	prononco
level	pontono	ponton	a pontoon	grupo	alternativoj	prononco
level	solventa	solventní	solvent	grupo	alternativoj	prononco
level	recitativo	recitativ	a recitative	grupo	alternativoj	prononco
level	rokoko	rokoko	rococo	grupo	alternativoj	prononco
level	rotondo	rotunda	a rotunda	grupo	alternativoj	prononco
level	ametisto	ametyst	an amethyst	grupo	alternativoj	prononco
level	semaforo	semafor, signál, semafor	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	septet	a septet	grupo	alternativoj	prononco
level	serajlo	seraglio	a seraglio	grupo	alternativoj	prononco
level	serenado	serenáda	a serenade	grupo	alternativoj	prononco
level	arkeologo	archeolog (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sanhedrin, sanhedrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	podstavec, podstavec, podstavec	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	střapec, bambulka, střapec, třásně	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	tamburína	a tambourine	grupo	alternativoj	prononco
level	tamtamo	tamtam, tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	tandem, tandemové kolo	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	diadém, papežská koruna	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	troud, dotykové dřevo	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	tóga	a toga	grupo	alternativoj	prononco
level	topografio	topografie	topography	grupo	alternativoj	prononco
level	toreadoro	toreador, toreador	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	satén, satén	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	transept, plavba	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	pozoun	a trombone	grupo	alternativoj	prononco
level	turbino	turbína	a turbine	grupo	alternativoj	prononco
level	ulano	ulán, ulán	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spekulovat (podnikat), sázet	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	šalupa, člun shaloop, velká užitková loď	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	šrapnel	a shrapnel	grupo	alternativoj	prononco
level	okulta	okultní	occult	grupo	alternativoj	prononco
level	baleto	balet	a ballet	grupo	alternativoj	prononco
level	anomalio	anomálie	an anomaly	grupo	alternativoj	prononco
level	puritano	puritán	a puritan	grupo	alternativoj	prononco
level	bazalto	čedič	a basalt	grupo	alternativoj	prononco
level	berilo	beryl, jaspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	dynamometr	a dynamometer	grupo	alternativoj	prononco
level	grafito	grafit	a graphite	grupo	alternativoj	prononco
level	gutaperko	gutaperča	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apotrózovat, zbožňovat	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hydrostatika	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	kalomel	a calomel	grupo	alternativoj	prononco
level	kolodio	kolodium	a collodion	grupo	alternativoj	prononco
level	konglomerato	konglomerát	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	eucharistie, svátost	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kosmogonie	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kosmografie	cosmography	grupo	alternativoj	prononco
level	kreozoto	kreozot	creosote	grupo	alternativoj	prononco
level	kronometro	chronometr	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadratura	quadrature	grupo	alternativoj	prononco
level	horoskopo	horoskop	a horoscope	grupo	alternativoj	prononco
level	kvociento	kvocient	a quotient	grupo	alternativoj	prononco
level	lapiso	luna žíravina	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritmus	logarithm	grupo	alternativoj	prononco
level	lozanĝo	kosočtverec, diamant	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	malachit	a malachite	grupo	alternativoj	prononco
level	manometro	manometr, manometr	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	poledník (čára)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteor, padající hvězda	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologie	meteorology	grupo	alternativoj	prononco
level	mikrometro	mikrometr	a micrometer	grupo	alternativoj	prononco
level	purgatorio	očistec	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogie	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiátorství	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftalen	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotin	nicotine	grupo	alternativoj	prononco
level	onikso	onyx	onyx	grupo	alternativoj	prononco
level	ozono	ozón	ozone	grupo	alternativoj	prononco
level	estono	Estonec	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	rovnoběžník	a parallelogram	grupo	alternativoj	prononco
level	perimetro	obvod	a perimeter	grupo	alternativoj	prononco
level	segmento	segment	a segment	grupo	alternativoj	prononco
level	sifono	sifon	a siphon	grupo	alternativoj	prononco
level	stalagmito	stalagmit	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	krápník	a stalactite	grupo	alternativoj	prononco
level	striknino	strychnin	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	exkomunikovat	to excommunicate	grupo	alternativoj	prononco
level	talko	mastek, francouzská křída	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tečna	tangent	grupo	alternativoj	prononco
level	trapezo	lichoběžník, lichoběžník	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometrie	trigonometry	grupo	alternativoj	prononco
level	vazelino	vazelína, vazelína	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	anegace, sebezapření	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	připustit, udělit licenci, udělit franšízu	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	absolvent střední školy, bakalář	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahman	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	demagog	a demagogue	grupo	alternativoj	prononco
level	etnografio	etnografie	ethnography	grupo	alternativoj	prononco
level	fakiro	fakír, fakír	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	aureola, aura, halo (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	mentor	a mentor	grupo	alternativoj	prononco
level	pesimisto	pesimista	a pessimist	grupo	alternativoj	prononco
level	feministo	feministka	a feminist	grupo	alternativoj	prononco
level	hetmano	hejtman	a hetman	grupo	alternativoj	prononco
level	binoklo	dalekohled	binoculars	grupo	alternativoj	prononco
level	kalifo	kalif	caliph	grupo	alternativoj	prononco
level	diluvo	potopa, povodeň	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	kauce, uznání	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	kodicil	a codicil	grupo	alternativoj	prononco
level	kongregacio	kongregace	a congregation	grupo	alternativoj	prononco
level	konsistorio	konzistoř	a consistory	grupo	alternativoj	prononco
level	kvestoro	kvestor	a quaestor	grupo	alternativoj	prononco
level	lamao	Lama	Lama	grupo	alternativoj	prononco
level	stenografi	do stenografie, psát těsnopis	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	mandarinka (důstojník)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	médium	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempsychóza, reinkarnace	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	jednobožství	monotheism	grupo	alternativoj	prononco
level	pivoto	pivot	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotismus	nepotism	grupo	alternativoj	prononco
level	sortimento	sortiment, výběr odrůd	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilismus	nihilism	grupo	alternativoj	prononco
level	nihilisto	nihilista	a nihilist	grupo	alternativoj	prononco
level	nimbo	nimbus, svatozář	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numizmatika	numismatics	grupo	alternativoj	prononco
level	cisterno	cisterna, nádrž, cisterna	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	ostrakismus	ostracism	grupo	alternativoj	prononco
level	panteismo	panteismus	pantheism	grupo	alternativoj	prononco
level	panteisto	panteista	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spekulativní	speculative	grupo	alternativoj	prononco
level	parafo	paraf, iniciály	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	pojistku	an insurance policy	grupo	alternativoj	prononco
level	politeismo	mnohobožství	polytheism	grupo	alternativoj	prononco
level	prerogativo	výsadou	a prerogative	grupo	alternativoj	prononco
level	protektorato	protektorát	a protectorate	grupo	alternativoj	prononco
level	prozelito	proselyta, konvertita	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	racionalismus	rationalism	grupo	alternativoj	prononco
level	racionalisto	racionalista	a rationalist	grupo	alternativoj	prononco
level	sinoptika	synoptický	synoptic	grupo	alternativoj	prononco
level	skolastiko	scholastika	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritualismus, spiritualita	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	spiritualista	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	brožuru	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarot, tarok	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teismus	theism	grupo	alternativoj	prononco
level	teisto	teista	a theist	grupo	alternativoj	prononco
level	teokratio	teokracie	a theocracy	grupo	alternativoj	prononco
level	trusto	obchodní trust	a business trust	grupo	alternativoj	prononco
level	ukazo	ukase	a ukase	grupo	alternativoj	prononco
level	ultimato	ultimátum	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Shah	Shah	grupo	alternativoj	prononco
level	gramofono	gramofon	a gramophone	grupo	alternativoj	prononco
level	kreditoro	věřitel	a creditor	grupo	alternativoj	prononco
level	ideografio	ideografie, obrazové psaní	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	idiomatický výraz	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	navodit, usuzovat, zobecňovat	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nominální	nominal	grupo	alternativoj	prononco
level	arkipelago	souostroví (=arĥipelago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	stenografie, těsnopis	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornitologie	ornithology	grupo	alternativoj	prononco
level	rekremento	zbytky, slupky, kaly, draf	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	bombast, pumpování	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	geolog	a geologist	grupo	alternativoj	prononco
level	edikto	edikt, dekret	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	basreliéf	a bas-relief	grupo	alternativoj	prononco
level	kariolo	past, psí vozík	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	konfekce, konfekční oblek	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	empirie, empirismus	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navigace	navigation	grupo	alternativoj	prononco
level	observatorio	observatoř	an observatory	grupo	alternativoj	prononco
level	abdiki	abdikovat, rezignovat	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	admiralita	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarchie (=anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	zeměpisec	a geographer	grupo	alternativoj	prononco
level	aĝio	agio, prémie	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	autokracie	autocracy	grupo	alternativoj	prononco
level	demagogio	demagogie, demagogie	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	přístaviště, nádrž (jachta, loď, loď)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Eminence	Eminence	grupo	alternativoj	prononco
level	komandito	komanditní společnost	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	inaugurace	an inauguration	grupo	alternativoj	prononco
level	biologo	biolog	a biologist	grupo	alternativoj	prononco
level	katekisto	katecheta (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glukóza (= glikozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	fyziolog	a physiologist	grupo	alternativoj	prononco
level	katekizi	katechizovat, křížit otázku (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	pacifista	a pacifist	grupo	alternativoj	prononco
level	kontribucio	reparace	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalismus	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarchie (=oligarĥio)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pacifismus	pacifism	grupo	alternativoj	prononco
level	plutokratio	plutokracie	plutocracy	grupo	alternativoj	prononco
level	realismo	realismus	realism	grupo	alternativoj	prononco
level	sociologo	sociolog	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	podmiňovací způsob	conditional tense	grupo	alternativoj	prononco
level	albino	albín	an albino	grupo	alternativoj	prononco
level	genciano	hořec (Gentiana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	koště, jalovec (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	corolla (=florkrono)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	žížala (=tervermo)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	blues, náladovost, melancholie	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	oleandr	an oleander	grupo	alternativoj	prononco
level	plantago	jitrocel, jitrocel	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	leptání	etching	grupo	alternativoj	prononco
level	aleno	bradawl, šídlo	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	biret, baret	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	fagot	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	kastanetou	a castanet	grupo	alternativoj	prononco
level	paŝtelo	pastel, křída, pastelka	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	pelerína, pelerína	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	anilin (fenylamin)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	šroubovice, vrtule	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	životopisec	a biographer	grupo	alternativoj	prononco
level	kalio	draslík	potassium	grupo	alternativoj	prononco
level	kinino	chinin	quinine	grupo	alternativoj	prononco
level	kloro	chlór	chlorine	grupo	alternativoj	prononco
level	latero	strana (mnohoúhelníku), hrana	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	sodík	sodium	grupo	alternativoj	prononco
level	zefiro	zephyr	a zephyr	grupo	alternativoj	prononco
level	regento	regent	a regent	grupo	alternativoj	prononco
level	vinkto	nýt, brčál	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	vivisekce	a vivisection	grupo	alternativoj	prononco
level	agronomo	agronom, zemědělec	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	antropolog	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	bibliograf	a bibliographer	grupo	alternativoj	prononco
level	entomologo	entomolog	an entomologist	grupo	alternativoj	prononco
level	etimologo	etimolog	an etimologist	grupo	alternativoj	prononco
level	etiologo	etiolog	an etiologist	grupo	alternativoj	prononco
level	etnografo	etnograf	an ethnographer	grupo	alternativoj	prononco
level	genealogo	genealog	a genealogist	grupo	alternativoj	prononco
level	geometro	geometr	a geometrician	grupo	alternativoj	prononco
level	grafologo	grafolog	a graphologist	grupo	alternativoj	prononco
level	homeopato	homeopat	a homeopathist	grupo	alternativoj	prononco
level	kartografo	kartograf	a cartographer	grupo	alternativoj	prononco
level	kosmografo	kosmograf	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	meteorolog	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	mineralog	a mineralogist	grupo	alternativoj	prononco
level	mitologo	mytolog	a mythologist	grupo	alternativoj	prononco
level	oligarko	oligarcha (=oligarĥo)	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
