C.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	kontralto	كونترالتو، ألتو	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	بهلوان	an acrobat	grupo	alternativoj	prononco
level	korsaro	قرصان، قرصان	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	مشد	a corset	grupo	alternativoj	prononco
level	galanto	قطرة ثلج	a snowdrop	grupo	alternativoj	prononco
level	korveto	كورفيت، الغراب	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	الخامس (موسيقى)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	سرداب، قبو، زنزانة تحت الأرض	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	عميل سري	an undercover agent	grupo	alternativoj	prononco
level	litografi	إلى الطباعة الحجرية	to litograph	grupo	alternativoj	prononco
level	lokomobilo	محرك الجر	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	تحقيق	an inquisition	grupo	alternativoj	prononco
level	prospekto	نشرة	a prospectus	grupo	alternativoj	prononco
level	mandolino	مندولين	a mandolin	grupo	alternativoj	prononco
level	mazurko	مازوركا	a mazurka	grupo	alternativoj	prononco
level	melodramo	ميلودراما	a melodrama	grupo	alternativoj	prononco
level	rezignacio	استقالة	a resignation	grupo	alternativoj	prononco
level	miasmo	المستنقع، غاز الضراوة	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	ذخيرة، ذخيرة	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	تقليد، تمثيل صامد	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	الوحي	a revelation	grupo	alternativoj	prononco
level	ogivo	غوط	an ogive	grupo	alternativoj	prononco
level	paskvilo	باسكويناد، هجاء	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	دواسة، دواسة	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	شوفيني، شوفيني	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	عميد	a dean	grupo	alternativoj	prononco
level	vervo	حيوية، حيوية، إلهام، بريو	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	رقصة البولكا	a polka	grupo	alternativoj	prononco
level	pomado	دهن، مرهم	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	لكمة (ممثل كوميدي)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	عرض	a prosody	grupo	alternativoj	prononco
level	apelacii	للاستئناف	to appeal	grupo	alternativoj	prononco
level	rebuso	ريبوس، لغز	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	الثانية (صديق في مبارزة)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	شيرزو	a scherzo	grupo	alternativoj	prononco
level	solisto	عازف منفرد	a soloist	grupo	alternativoj	prononco
level	sonato	سوناتا	a sonata	grupo	alternativoj	prononco
level	hipnoto	التنويم المغناطيسي	a hypnosis	grupo	alternativoj	prononco
level	terceto	ثلاثي، ثلاثي	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	ليتزامن، ليتفق	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	طوربيد	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	كوميديا تراجيدية	a tragicomedy	grupo	alternativoj	prononco
level	mitro	ميتري، ميتري	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	انسجام	a unison	grupo	alternativoj	prononco
level	uverturo	مقدمة	an overture	grupo	alternativoj	prononco
level	velocipedo	مسرع	a velociped	grupo	alternativoj	prononco
level	visto	صه	a whist	grupo	alternativoj	prononco
level	zuavo	الزواف	a zouave	grupo	alternativoj	prononco
level	aerolito	ايروليت، نيزك	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	العقيق	an agate	grupo	alternativoj	prononco
level	ambro	العنبر	an amber	grupo	alternativoj	prononco
level	aneksi	المرفق	annex	grupo	alternativoj	prononco
level	areometro	مقياس الكثافة، مقياس المساحة	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	علم التنجيم	an astrology	grupo	alternativoj	prononco
level	anarkio	الفوضى	an anarchy	grupo	alternativoj	prononco
level	astrologo	منجم، منجم	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	رواقي، رواقي	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	خرزة، وظاهر، ومرشد	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	شراب الشعير	malt	grupo	alternativoj	prononco
level	barometro	بارومتر	a barometer	grupo	alternativoj	prononco
level	bromo	البروم	a bromine	grupo	alternativoj	prononco
level	kvintesenco	جوهر	a quintessence	grupo	alternativoj	prononco
level	diagonalo	قطري	a diagonal	grupo	alternativoj	prononco
level	elipso	القطع الناقص	an ellipse	grupo	alternativoj	prononco
level	emulsio	مستحلب	an emulsion	grupo	alternativoj	prononco
level	glicerino	الجليسرينو	a glicerino	grupo	alternativoj	prononco
level	patologio	علم الأمراض	pathology	grupo	alternativoj	prononco
level	koeficiento	معامل	a coefficient	grupo	alternativoj	prononco
level	divizio	فرقة عسكرية	a military division	grupo	alternativoj	prononco
level	koncedi	للتنازل، للاعتراف، لمنح	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	الإصلاح، الإصلاح	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	المغناطيسية	magnetism	grupo	alternativoj	prononco
level	pedagogo	مربي، مربي	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	البارافين، شمع البارافين	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	بضغط الهواء	pneumatics	grupo	alternativoj	prononco
level	retorto	معوجة (وعاء زجاجي)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	إكليل، إكليل	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	المعين، الترس	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	ستيرين	a stearine	grupo	alternativoj	prononco
level	kontrabando	مهربة، تهريب	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	زودياك، زودياك	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	القوطية	gothic	grupo	alternativoj	prononco
level	advento	القدوم	Advent	grupo	alternativoj	prononco
level	akcizo	الضريبة	excise tax	grupo	alternativoj	prononco
level	samovaro	السماور (وعاء معدني لتسخين الشاي)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	صنم (الانجذاب الجنسي للأشياء)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	اعتذار (=فابلو)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	مقيم، استشاري	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	أكسيد	an oxide	grupo	alternativoj	prononco
level	apokrifa	ملفق، زائف	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	سريعة الزوال، قصيرة العمر، عابرة	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	تحكم	arbitration	grupo	alternativoj	prononco
level	bariero	حاجز، متراس	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	عصر النهضة	Renaissance	grupo	alternativoj	prononco
level	imperativo	إلزامي	imperative	grupo	alternativoj	prononco
level	monarko	العاهل	a monarch	grupo	alternativoj	prononco
level	indigo	ازرق نيلي	indigo blue	grupo	alternativoj	prononco
level	diakono	شماس	a deacon	grupo	alternativoj	prononco
level	erudicio	سعة الاطلاع والمنح الدراسية	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	اشتعال	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	ضريح	mausoleum	grupo	alternativoj	prononco
level	hekatombo	com.hecatomb	hecatomb	grupo	alternativoj	prononco
level	anemono	شقائق النعمان	anemone	grupo	alternativoj	prononco
level	teoremo	نظرية	a theorem	grupo	alternativoj	prononco
level	didaktiko	التدريس والتربية	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	محقق	an inquisitor	grupo	alternativoj	prononco
level	konsekri	لتكريس، لتتويج، لرسم	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	التوافقيات	harmonics	grupo	alternativoj	prononco
level	kabalo	الكابالا (الكابالا)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	طالب	a cadet	grupo	alternativoj	prononco
level	kanoniko	شريعة	a canon	grupo	alternativoj	prononco
level	panelo	لوحة	a panel	grupo	alternativoj	prononco
level	kaporalo	عريف	a corporal	grupo	alternativoj	prononco
level	inerta	خامل	inert	grupo	alternativoj	prononco
level	erupcio	ثوران	eruption	grupo	alternativoj	prononco
level	obligacio	السند، السند	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	البلياردو	billiards	grupo	alternativoj	prononco
level	prelato	أسقف	a prelate	grupo	alternativoj	prononco
level	nuncio	nuncio (دبلوماسي كنسي)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	الدبال	humus	grupo	alternativoj	prononco
level	rismo	رزمة (500 ورقة)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	ملكي	a royalist	grupo	alternativoj	prononco
level	aplombo	الثقة بالنفس والثقة بالنفس	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	رصيد الحساب)	balance (account)	grupo	alternativoj	prononco
level	parabolo	القطع المكافئ، المثل	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	المرزبان	a satrap	grupo	alternativoj	prononco
level	laguno	بحيرة	a lagoon	grupo	alternativoj	prononco
level	sinodo	سينودس، دعوة	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	كاردينال	a cardinal	grupo	alternativoj	prononco
level	sociologio	علم الاجتماع	sociology	grupo	alternativoj	prononco
level	sofisto	سفسطائي	a sophist	grupo	alternativoj	prononco
level	spiritisto	شامان، روحاني	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	شخص عادي، غير محترف	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	سوتان، كاهن	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	مفارقة تاريخية	anachronism	grupo	alternativoj	prononco
level	tonsuro	نغمة	tonsure	grupo	alternativoj	prononco
level	transito	عبور	a transit	grupo	alternativoj	prononco
level	ovacio	بحفاوة بالغة	an ovation	grupo	alternativoj	prononco
level	romanco	أغنية رومانسية (أغنية)، أغنية رومانسية	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	سابق (عنوان كنسي)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	نموذج أولي	a prototype	grupo	alternativoj	prononco
level	dalio	الداليا	a dahlia	grupo	alternativoj	prononco
level	anagramo	الجناس الناقص	an anagram	grupo	alternativoj	prononco
level	anapesto	أنابيست، أنابيست	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	نقيض	an antithesis	grupo	alternativoj	prononco
level	friso	إفريز	a frieze	grupo	alternativoj	prononco
level	apozicio	معارضة	an apposition	grupo	alternativoj	prononco
level	asonanco	السجع	an assonance	grupo	alternativoj	prononco
level	aŭtografo	توقيع	an autograph	grupo	alternativoj	prononco
level	akcesora	ملحق، ضمانات، ثانوي	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	سنتيجرام	a centigram	grupo	alternativoj	prononco
level	centilitro	سنتيمتر	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	منعطف (لهجة)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	ديسيجرام	a decigram	grupo	alternativoj	prononco
level	lucerno	مصباح معلق في الكنيسة	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	ديسيلتر	a deciliter	grupo	alternativoj	prononco
level	decimala	عدد عشري	decimal	grupo	alternativoj	prononco
level	decimetro	ديسيمتر	a decimeter	grupo	alternativoj	prononco
level	dekagramo	ديكاجرام	a decagram	grupo	alternativoj	prononco
level	fenikso	طائر الفينيق	a phoenix	grupo	alternativoj	prononco
level	dekalitro	ديكالتر	a decalitre	grupo	alternativoj	prononco
level	dekametro	ديكامتر	a decametre	grupo	alternativoj	prononco
level	demonstrativo	إيضاحي	demonstrative	grupo	alternativoj	prononco
level	bronko	أنبوب الشعب الهوائية	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	الدراخما	a drachma	grupo	alternativoj	prononco
level	patricio	أرستقراطي	a patrician	grupo	alternativoj	prononco
level	dualismo	ثنائية	a dualism	grupo	alternativoj	prononco
level	lato	لوح	a lath	grupo	alternativoj	prononco
level	prostitui	إلى عاهرة	to prostitute	grupo	alternativoj	prononco
level	etimologio	علم أصول الكلمات	etymology	grupo	alternativoj	prononco
level	floreno	فلورين، فلورين	florin, floren	grupo	alternativoj	prononco
level	spondeo	السبوندية تفعيلة ذات مقطعين	spondee	grupo	alternativoj	prononco
level	heksametro	مقياس سداسي	a hexameter	grupo	alternativoj	prononco
level	hektogramo	هيكتوجرام	a hectogram	grupo	alternativoj	prononco
level	hektolitro	هكتولتر	a hectolitre	grupo	alternativoj	prononco
level	hektometro	هكتومتر	a hectometre	grupo	alternativoj	prononco
level	imperfekto	غير تام	imperfect	grupo	alternativoj	prononco
level	indikativo	إرشادية	indicative	grupo	alternativoj	prononco
level	arkeologio	علم الآثار (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	مترابط	a correlative	grupo	alternativoj	prononco
level	logogrifo	شعار، لغز	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	المقاييس	metrics	grupo	alternativoj	prononco
level	trofeo	تلاشي	a trophy	grupo	alternativoj	prononco
level	miriametro	مقياس ميريميتر	a miriameter	grupo	alternativoj	prononco
level	monogramo	حرف واحد فقط	a monogram	grupo	alternativoj	prononco
level	salvo	طلقة، انفجار، وابل من الصواريخ	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	أوبولوس، أوبول	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	دال على التمني	optative	grupo	alternativoj	prononco
level	paleografio	علم الحفريات	paleography	grupo	alternativoj	prononco
level	parafrazo	إعادة صياغة	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	نموذج	a paradigm	grupo	alternativoj	prononco
level	pentametro	الخماسي	a pentameter	grupo	alternativoj	prononco
level	piastro	قرش	a piastre	grupo	alternativoj	prononco
level	pleonasmo	حشو، التكرار	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	بريتريت، زمن الماضي	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	القياس المنطقي	a syllogism	grupo	alternativoj	prononco
level	spektro	طيف	a spectrum	grupo	alternativoj	prononco
level	solecismo	النولية	a solecism	grupo	alternativoj	prononco
level	hierarkio	التسلسل الهرمي (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	شرطي	subjunctive	grupo	alternativoj	prononco
level	spontanea	تلقائي	spontaneous	grupo	alternativoj	prononco
level	amuleto	تميمة	an amulet	grupo	alternativoj	prononco
level	tropo	مجاز	a trope	grupo	alternativoj	prononco
level	atributo	سمة	an attribute	grupo	alternativoj	prononco
level	kluki	للنقر	to cluck	grupo	alternativoj	prononco
level	akvilegio	كولومبين، أكويليجيا	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	بيمبرنيل قرمزي (أناجاليس)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	انجليكا	an angelica	grupo	alternativoj	prononco
level	aorto	الشريان الأورطي	an aorta	grupo	alternativoj	prononco
level	apio	أبيا، الكرفس البري، أبيوم	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	زهرة العطاس، لعنة الفهد، زهرة العطاس مونتانا	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	المضيق البحري، فيرث	fjord, firth	grupo	alternativoj	prononco
level	atavismo	عدواني	atavism	grupo	alternativoj	prononco
level	balzamino	بلسم، إمباتينز (بلسامينا)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	بيستوري	a bistoury	grupo	alternativoj	prononco
level	bronkito	التهاب شعبي	bronchitis	grupo	alternativoj	prononco
level	celulozo	السليلوز	cellulose	grupo	alternativoj	prononco
level	ciklopo	العملاق	Cyclops	grupo	alternativoj	prononco
level	endivio	الهندباء البرية (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	قصيدة	a ballade	grupo	alternativoj	prononco
level	entomologio	علم الحشرات	entomology	grupo	alternativoj	prononco
level	erizipelo	الحمرة	erysipelas	grupo	alternativoj	prononco
level	haremo	الحريم (غرفة المرأة المسلمة)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	للاستنتاج	to deduce	grupo	alternativoj	prononco
level	eŭnuko	الخصي	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	الصدار، صد	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	جاي (جارولوس)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	تشفير، رمز، مزيج	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	مدار	an orbit	grupo	alternativoj	prononco
level	harpio	هاربي، نسر هاربي	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	الهليوتروب، الهليوتروبيوم	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	خنثى	hermaphrodite	grupo	alternativoj	prononco
level	polipo	ورم	a polyp	grupo	alternativoj	prononco
level	hidroterapio	العلاج المائي	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	تضخم في حجم الخلايا	hypertrophy	grupo	alternativoj	prononco
level	hisopo	الزوفا (الزوفا)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	فريسكو	fresco	grupo	alternativoj	prononco
level	humero	عظم العضد	humerus	grupo	alternativoj	prononco
level	hegemonio	الهيمنة والهيمنة	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	إلكس، هولي	an ilex, a holly	grupo	alternativoj	prononco
level	irido	القزحية (زهرة)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	آذريون، القطيفة	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	العصفور	a linnet	grupo	alternativoj	prononco
level	blokado	حصار	blockade	grupo	alternativoj	prononco
level	kokono	شرنقة	a cocoon	grupo	alternativoj	prononco
level	kondoro	كوندور	a condor	grupo	alternativoj	prononco
level	bojkoti	للمقاطعة	to boycott	grupo	alternativoj	prononco
level	konvolvulo	اللبلاب، مجد الصباح، الاعشاب	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	دبور	a hornet	grupo	alternativoj	prononco
level	kreso	رشاد	a cress	grupo	alternativoj	prononco
level	kumino	الكمون	a cumin	grupo	alternativoj	prononco
level	malario	ملاريا	malaria	grupo	alternativoj	prononco
level	marasmo	السغل، الهزال	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	مسلة	an obelisk	grupo	alternativoj	prononco
level	meliso	ميليسا	a melissa	grupo	alternativoj	prononco
level	merlango	البياض	a whiting	grupo	alternativoj	prononco
level	divano	ديوان، مجلس شرقي، عثماني	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	ميكروب	a microbe	grupo	alternativoj	prononco
level	milvo	طائرة ورقية (طائر)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	الميموزا	a mimosa	grupo	alternativoj	prononco
level	monomanio	المس الأحادي	monomania	grupo	alternativoj	prononco
level	moruo	سمكة القد	a cod fish	grupo	alternativoj	prononco
level	nizo	صقر عصفور	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	تابوت	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	سينفوين، أونوبريشيس	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	سحلية	an orchid	grupo	alternativoj	prononco
level	ekvacio	معادلة	an equation	grupo	alternativoj	prononco
level	paleontologio	علم الحفريات	paleontology	grupo	alternativoj	prononco
level	naso	فخ ثعبان البحر، فخ الأسماك	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	جراد البحر الشوكي وجراد البحر	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	قرد البابون	a baboon	grupo	alternativoj	prononco
level	pistilo	مدقة، مدقة	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	سمكة مسطحة، السمك المفلطح	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	كراث	a leek	grupo	alternativoj	prononco
level	rajo	شعاع، تزلج، الراي اللساع	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	شمعدان، شمعدان	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	شبكية العين	retina	grupo	alternativoj	prononco
level	reŭmatismo	الروماتيزم	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	كاهن	a priest	grupo	alternativoj	prononco
level	turbo	قمة الغزل	a spinning top	grupo	alternativoj	prononco
level	slipo	زلة، بطاقة الايداع	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	باتيست، كامبريك	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	ساراف	a seraph	grupo	alternativoj	prononco
level	sevrugo	سمك الحفش النجمي، سمك الحفش النجمي	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	العضلة العاصرة	a sphincter	grupo	alternativoj	prononco
level	sifiliso	الزهري والجدري	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	السل، السل (=السل)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	حبة خردل	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	ضجة	a fanfare	grupo	alternativoj	prononco
level	skalpo	فروة الرأس	a scalp	grupo	alternativoj	prononco
level	skorzonero	سلسفي أسود	a black salsify	grupo	alternativoj	prononco
level	talismano	تعويذة، تعويذة	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	الحيوانات المنوية، السائل المنوي	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	الرتيلاء	a tarantula	grupo	alternativoj	prononco
level	revizoro	مدقق حسابات، مفتش	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	تنش	a tench	grupo	alternativoj	prononco
level	celerio	الكرفس	a celery	grupo	alternativoj	prononco
level	cidonio	سفرجل	a quince	grupo	alternativoj	prononco
level	galantino	الجيلاتين	gellatine	grupo	alternativoj	prononco
level	grogo	ضفدع، تودى	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	الكراميل	caramel	grupo	alternativoj	prononco
level	kirŝo	كيرش، براندي الكرز	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	كومبوت، فاكهة مطهية	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	المشملة	a medlar	grupo	alternativoj	prononco
level	mirabelo	ميرابيل	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	تشاؤم	pessimism	grupo	alternativoj	prononco
level	plebo	العوام، عامة الناس	plebs, common people	grupo	alternativoj	prononco
level	saguo	ساجو	a sago	grupo	alternativoj	prononco
level	vermuto	خمر (نبيذ)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	الأرابيسك	arabesque	grupo	alternativoj	prononco
level	arbalesto	القوس والنشاب، بندقية الرمح	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	النخاع، النخاع، اللب	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	المقذوفات	ballistics	grupo	alternativoj	prononco
level	orgio	طقوس العربدة	an orgy	grupo	alternativoj	prononco
level	baziliko	بازيليكا	a basilica	grupo	alternativoj	prononco
level	gruzo	الحصى والحصى	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	بورنوس، بورنوس	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	diapason، شوكة رنانة	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	ديناميت	dynamite	grupo	alternativoj	prononco
level	maroko	المغرب	Morocco	grupo	alternativoj	prononco
level	ditirambo	ديثرامب	a dithyramb	grupo	alternativoj	prononco
level	eklogo	إكلوج	an eclogue	grupo	alternativoj	prononco
level	falango	كتيبة	a phalanx	grupo	alternativoj	prononco
level	garnituro	زخرفة	a garniture	grupo	alternativoj	prononco
level	geodezio	الجيوديسيا	geodesy	grupo	alternativoj	prononco
level	gladiatoro	مصارع	a gladiator	grupo	alternativoj	prononco
level	glazuro	طلاء زجاجي، تثليج، صقيع، ورنيش	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	هاوٍ، هاوٍ، هاوٍ	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	مشهد	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	مطرد	a halberd	grupo	alternativoj	prononco
level	harmoniumo	الأرغن	a harmonium	grupo	alternativoj	prononco
level	uzuro	ربا	a usury	grupo	alternativoj	prononco
level	hipodromo	مضمار سباق الخيل، مضمار سباق الخيل	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	إمبساريو، رجل أعمال	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	كابريوليه، قابلة للتحويل	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	عيار	a caliber	grupo	alternativoj	prononco
level	kameo	حجاب	a cameo	grupo	alternativoj	prononco
level	kartografio	رسم الخرائط	cartography	grupo	alternativoj	prononco
level	aŭtokrato	مستبد	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	خرطوش	a cartouche	grupo	alternativoj	prononco
level	dekadenco	الانحطاط	a decadence	grupo	alternativoj	prononco
level	kazemato	كاسيمات	a casemate	grupo	alternativoj	prononco
level	kepo	كيبي	a kepi	grupo	alternativoj	prononco
level	monarkio	ملكية (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	إكسيليفون	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	رباعي	a quadrille	grupo	alternativoj	prononco
level	majoliko	خزفي	a majolica	grupo	alternativoj	prononco
level	makadamo	حصباء	a macadam	grupo	alternativoj	prononco
level	matadoro	مصارع الثيران، مصارع الثيران	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	مظاهرة، مسيرة	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	بندول الإيقاع	a metronome	grupo	alternativoj	prononco
level	oktavo	اوكتاف	an octave	grupo	alternativoj	prononco
level	orografio	علم الجبال	orography	grupo	alternativoj	prononco
level	palankeo	بالانكوين، القمامة (نقل رجل النقل)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	درجة كاملة (موسيقية)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	بهو	a peristyle	grupo	alternativoj	prononco
level	petardo	متفجر، مفرقعة نارية	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	عمود	a pilaster	grupo	alternativoj	prononco
level	pontono	عائمة	a pontoon	grupo	alternativoj	prononco
level	solventa	مذيب	solvent	grupo	alternativoj	prononco
level	recitativo	تلاوة	a recitative	grupo	alternativoj	prononco
level	rokoko	الروكوكو	rococo	grupo	alternativoj	prononco
level	rotondo	قاعة مستديرة	a rotunda	grupo	alternativoj	prononco
level	ametisto	جمشت	an amethyst	grupo	alternativoj	prononco
level	semaforo	إشارة، إشارة، إشارة المرور	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	حاجز	a septet	grupo	alternativoj	prononco
level	serajlo	سراجليو	a seraglio	grupo	alternativoj	prononco
level	serenado	غناء	a serenade	grupo	alternativoj	prononco
level	arkeologo	عالم آثار (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
