B.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	mi ankaŭ estas en la estraro	Sunt si eu la bord	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	da, sunt prea ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	este, de asemenea, în consiliul de administrație al TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	da, și eu sunt ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Nu am fost niciodată activ	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	foarte activ în mișcare	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	nu a fost niciodată activ în mișcare	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	activitatea principală a TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	care este activitatea principală acum?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	de fapt care este principala activitate?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	este vast	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	o mare varietate de domenii	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	in diverse domenii avem activitate	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	seminarii privind drepturile omului	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	drepturile omului și relațiile interculturale	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	bicicletă, rulotă, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	de exemplu seminarii, rulote de biciclete și festivaluri	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	festivaluri lingvistice, construirea de pagini web	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	de exemplu rulote cu biciclete, festivaluri etc	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	un seminar despre drepturi și relații	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	rulotă, festival, construcții etc	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	organisme oficiale precum UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	reprezentate în organismele oficiale	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	suntem si noi reprezentati	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	este reprezentat în diverse organisme	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	organisme precum Forumul European al Tineretului, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	secția de tineret a Națiunilor Unite	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	diverse organisme precum UNESCO și secția pentru tineret a ONU	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO și secția pentru tineret a Națiunilor Unite	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Forumul European pentru Tineret și secțiunea pentru tineret a ONU	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	Sună interesant	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	o frunză, a răsfoi, un vânt, a evantai, Esperanto, a se bucura de Esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	pentru mine este suficient să vorbesc esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	să te bucuri de esperanto pentru o săptămână sau două	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	una sau două săptămâni pe an	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	cu toate acestea, este suficient pentru mine	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	da, ar trebui să se găsească ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	pentru a găsi echilibrul	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	fiecare ar trebui să-și găsească propriul echilibru	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Simt că e prea mult	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	chiar acum simt	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Simt că ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	simte că sunt prea multe ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	prea mult esperanto în viața mea	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	este prea mult esperanto în viața mea	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	ești membru?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	esti membru al unei organizatii?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	membru al unei alte organizații	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	nu chiar o organizație, dar ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	dar cânt la chitară	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	cântă la chitară într-o trupă	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	Grozav! chiar imi place	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	imi place sa cant	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	îi place foarte mult să cânte	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	ce fel de muzica cantati?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	Ei bine, este simplu pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	tocmai am început trupa	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	dar până la urmă ne vom juca	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	am jucat în timpul IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	va juca în timpul următorului IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Deja abia astept!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	spune doar dacă ai nevoie de ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	are nevoie de un cântăreț de rezervă	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	dacă ai nevoie de un cântăreț de rezervă	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	de ce nu? poate vrei ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	vrei să cânți ceva acum	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Pot să cânt la chitară	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	tu vrei să cânți și eu pot să cânt	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	să cânt ceva acum și să cânt la chitară	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	da, asta mi-ar placea	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	să-mi aduc chitara	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	îmi voi aduce chitara imediat	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	foarte bine, o să aduc o chitară	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Îmi aduc chitara imediat	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	așteaptă întoarcerea ta	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	sper să vă întoarceți rapid	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Mă aștept la o întoarcere rapidă	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	așteaptă revenirea ta, sperăm, rapidă	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	două zile mai târziu	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	în afara ringului de dans	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	zile mai târziu, în afara ringului de dans	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hei Kabe, arăți ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	pari foarte fericit	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	da, sunt ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	frumos, ma bucur!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	iti place congresul?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	iti place asa de mult congresul?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	da și nu	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Sunt sigur că sunt foarte mulțumit	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	este foarte mulțumit de IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	dar mai este ceva	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	altceva, care mă face fericit	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	este ceva care face ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	spus mai corect	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	este cineva care bate ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	cineva care îmi face inima să bată	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	spune, spune, te-ai îndrăgostit?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	m-am îndrăgostit de vreo fată	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	te-ai indragostit de o fata?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	nu sunt sigur dacă m-am îndrăgostit	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	nu este sigur, dar se simte bine	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Nu sunt sigur dacă sunt încă îndrăgostit	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	dar se simte foarte bine	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	chiar m-a sărutat	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	m-a sărutat pe buze	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	chiar m-a sărutat în timpul La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	uimitor ce sărut	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	ce sărut a dat!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	Grozav! acum inteleg	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	înțelege de ce radiați	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	emani atâta bucurie	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	de fapt, ceva asemănător s-a întâmplat	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	ceva asemanator mi s-a intamplat	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	dar am crezut că ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	am crezut că nu-ți place ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	nu-ți place să dansezi pe La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	corect, nu s-a întâmplat	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	s-a întâmplat pe ringul de dans	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	nu s-a întâmplat pe ringul de dans	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	dar în sala de ceai (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	și nu a fost sărut	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	nu un sărut, dar totuși ceva îmbucurător	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	dar cu toate acestea ceva foarte vesel	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	deci spune!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	nu stiu ce sa spun	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	chiar nu stiu ce sa spun	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	nu s-a întâmplat nimic deosebit	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	cel putin inca nu s-a intamplat	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	dar am simțit cumva ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	am simțit că mă place foarte mult	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	am simțit cumva că mă place foarte mult	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	ea mă place și îmi place de ea	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	am vorbit îndelung despre ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	am avut o discuție lungă despre muzică	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	și apoi cântau împreună	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Cred că flirta	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	ea flirta cu mine	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	a fost foarte dragut	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	cum spune prietenul tău din Canada	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	„La naiba bine!”, cum spune un prieten din Canada	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	da într-adevăr! Sper că ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	să o reîntâlnesc curând	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	speră să o reîntâlnesc	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Sper să o cunosc curând	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	acelasi eu	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	la un lac lângă ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	un lac lângă un loc de congres	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	lângă sala de congrese	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	o, ești prea ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	esti si tu aici!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	da, voi întâlni ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	voi întâlni un prieten aici în curând	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	pentru o conversație privată	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	se va întâlni cu un prieten pentru o conversație privată	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	deci, aș dori să vă întreb ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Aș vrea să vă rog să plecați	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	ei bine, nu se poate	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	de fapt nu este posibil deloc	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	De ce? este foarte important pentru mine!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	această întâlnire este foarte importantă	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	deci te rog lasa-ma sa plec	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	vă rog să mă lăsați în pace	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	cum tocmai am spus,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Am spus, nu se poate	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	un prieten de-al meu va apărea în curând	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	pentru că în curând va apărea și un prieten	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	aici va apărea și un prieten	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	la naiba, de obicei asta chiar acum	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	de fapt este vorba despre fată	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	fata despre care am povestit	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	apropo, o cheamă Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	baieti si fete! grozav că ai putut veni	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Mă bucur atât de mult să te văd	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Îmi pare bine să vă revăd	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	dar, arăți ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	arăți șocat și confuz	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	șocat și cumva confuz	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	evident	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	deci, cred ca ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	ai primit-o deja	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	intelegi cum e, nu?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	cred ca ai inteles deja	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	am inteles deja cum este	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	nu inteleg nimic!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Cred că nu vreau ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	nu vrea sa inteleaga	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Nu vreau să înțeleg	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	dar nu e complicat!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	lasă-mă să explic	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	când Ina mi-a spus	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	mi-a spus despre propriul lui prieten	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	un prieten care a învățat Esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	a învățat Esperanto foarte repede	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	un prieten care se numește Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Am prins că ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Am înțeles că voi doi vă cunoașteți deja	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	voi doi vă cunoașteți deja	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	da, dar. dar ce?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	avea impresia că ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	am avut amândoi impresia	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	ai cochetat cu noi și	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	impresia că flirtai cu noi	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	absolut corect!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	de aceea am vrut să vorbesc	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Am vrut sa vorbesc cu tine	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	să vorbesc cu amândoi acum	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	ascultă-mă te rog	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Adesea îmi place foarte mult ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	îi plac mai multe persoane deodată	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Îmi plac mai multe persoane	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	nu contează dacă este ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	fie că este bărbat sau femeie	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	iar în timpul IJK sa întâmplat ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	s-a întâmplat să mă îndrăgostesc	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	M-am indragostit de voi amandoi!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	și noi amândoi pentru tine	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	aparent noi la tine	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	stai putin, sunt obosit	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	atât de obosit încât cu greu pot ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Cu greu pot să mă gândesc	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	am înțeles bine că ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Da! arunca o privire	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	cu chip vesel	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	a atras o inimă mare	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	a desenat o inimă mare în nisip	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	în nisip și a scris în el	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	a scris în el „IJK”	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	după o a doua gândire spus	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	după ce m-am gândit a spus „acesta este IJK-ul nostru”	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	și au izbucnit în râs!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	au izbucnit toți în râs!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	după o secundă de gândire și au râs	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe a spus „acesta este IJK-ul nostru”	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	ai trimis formularul de cerere?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	a depus un formular de înregistrare la o asociație locală	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	comandat ca grup prin asociatie	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	trimis prin e-mail	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	a primit o confirmare de înregistrare	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	nu a putut găsi unde să trimită un formular de înregistrare	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	există un formular de cerere online?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	ai trimis o comandă pe hârtie?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	trebuie sa plateasca cineva in euro?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	se poate plati pe loc?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	a plătit, dar nu a primit chitanță	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	poate plăti ca grup prin societatea locală	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	există o rambursare dacă nu este prezentă?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	nu a comandat un program special	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	cum poate cineva comanda suplimentar?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	cum poate cineva să plătească pentru o comandă suplimentară?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	putem vedea o listă de înregistrați?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	numele meu nu este în lista înregistrărilor	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	poti verifica te rog lista?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	după termenul limită pentru comandă	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	se mai poate alatura cineva?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	pentru a rezerva un hotel împreună	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	cineva rezervă un hotel, vrei să vii?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
