C.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	monto da ~	ένα βουνό από ~	a mountain of ~	grupo	alternativoj	prononco
level	vivanta	ζωντανός, ζωντανός	living, alive	grupo	alternativoj	prononco
level	Irlandano	ένας Ιρλανδός	an Irish	grupo	alternativoj	prononco
level	Skotlando	Σκωτία	Scotland	grupo	alternativoj	prononco
level	grasa	λιπαρό, χοντρό, τολμηρό, τολμηρό, λιπαρό	greasy, fat, bold, boldface, fatty	grupo	alternativoj	prononco
level	nilono	ένα νάιλον	a nylon	grupo	alternativoj	prononco
level	ekzameno	μια εξέταση, μια έρευνα, μια δοκιμή	an examination, an investigation, a test	grupo	alternativoj	prononco
level	teatraĵo	ένα έργο (σε θέατρο), ένα θεατρικό έργο	a play (in a theater), a theatre play	grupo	alternativoj	prononco
level	premiito	ένας βραβευμένος, ένας νικητής του βραβείου	an award winner, a prize winner	grupo	alternativoj	prononco
level	paliĝi	να γίνει χλομός, να ξεθωριάσει	to become pale, to fade	grupo	alternativoj	prononco
level	novjaro	ένα νέο έτος	a new year	grupo	alternativoj	prononco
level	alkemio	αλχημεία (=alĥemio)	alchemy (=alĥemio)	grupo	alternativoj	prononco
level	vertico	μια κορυφή, ένας κόμβος	a vertex, a node	grupo	alternativoj	prononco
level	kanono	ένα κανονάκι, ένα μεγάλο όπλο	a canon, a big gun	grupo	alternativoj	prononco
level	ŝampuo	ένα σαμπουάν	a shampoo	grupo	alternativoj	prononco
level	katolika	καθολικός	catholic	grupo	alternativoj	prononco
level	subskribi	υπογραφή (υπογραφή, όνομα κάποιου)	to sign (a signature, one's name)	grupo	alternativoj	prononco
level	doganejo	ένα τελωνείο, ένα τελωνείο	a customs post, a customs house	grupo	alternativoj	prononco
level	jarcento	ένας αιώνας	a century	grupo	alternativoj	prononco
level	onidire	Οι φήμες το λένε ~ (σύμφωνα με ένα λέει)	rumor has it ~ (according to one says)	grupo	alternativoj	prononco
level	radiatoro	ένα καλοριφέρ	a radiator	grupo	alternativoj	prononco
level	nepino	μια εγγονή	a granddaughter	grupo	alternativoj	prononco
level	rivoluo	μια περιστροφή, μια επανάσταση	a rotation, a revolution	grupo	alternativoj	prononco
level	butikumi	να τριγυρνάω σε μπουτίκ, να ψωνίζω	to go around boutiques, shopping	grupo	alternativoj	prononco
level	ĉenbutiko	μια αλυσίδα καταστημάτων	a chain-store	grupo	alternativoj	prononco
level	templo	ένας ναός	a temple	grupo	alternativoj	prononco
level	riparata	(επισκευάζεται).	(is being) repaired	grupo	alternativoj	prononco
level	viadukto	μια οδογέφυρα	a viaduct	grupo	alternativoj	prononco
level	redakcio	συντακτικό προσωπικό	editorial staff	grupo	alternativoj	prononco
level	operacio	μια επιχείρηση	an operation	grupo	alternativoj	prononco
level	statistiko	στατιστική	statistics	grupo	alternativoj	prononco
level	operaciisto	ένας χειρουργός, ένας διαχειριστής, ένας διευθυντής	a surgen, an administrator, a manager	grupo	alternativoj	prononco
level	moŝto	Μεγαλειότητα, Υψηλότητα, Εξοχότητα	Majesty, Highness, Excellency	grupo	alternativoj	prononco
level	inundo	μια πλημμύρα, μια πλημμύρα	an inundation, a flood	grupo	alternativoj	prononco
level	hejmpaĝo	μια αρχική σελίδα	a home page	grupo	alternativoj	prononco
level	acero	ένα σφενδάμι	a maple	grupo	alternativoj	prononco
level	akuŝejo	ένα μαιευτήριο	a maternity home	grupo	alternativoj	prononco
level	percepto	αντίληψη	perception	grupo	alternativoj	prononco
level	skolto	ένας πρόσκοπος, ένας πρόσκοπος	a scout, a boy scout	grupo	alternativoj	prononco
level	speciale	ειδικά, ειδικά	especially, specially	grupo	alternativoj	prononco
level	artsatelito	ένας τεχνητός δορυφόρος	an artificial satellite	grupo	alternativoj	prononco
level	balaaĵujo	ένας κάδος απορριμμάτων, ένας κάδος σκόνης	a wastebin, a dust-bin	grupo	alternativoj	prononco
level	skii	να κάνει σκι	to ski	grupo	alternativoj	prononco
level	balotilo	ένα ψηφοδέλτιο, ένα ψηφοδέλτιο	a ballot, a ballot paper	grupo	alternativoj	prononco
level	hortabelo	ένα χρονοδιάγραμμα	a timetable	grupo	alternativoj	prononco
level	kavaliro	ένας ιππότης, ένας καβαλάρης	a knight, a cavalier	grupo	alternativoj	prononco
level	tolŝuo (ŝnurŝuo)	ένα sneaker, ένα παπούτσι από καμβά, ένα αθλητικό παπούτσι, ένα παπούτσι για τρέξιμο	a sneaker, a canvas shoe, an athletic shoe, a running shoe	grupo	alternativoj	prononco
level	aktualaĵo	ένα επίκαιρο θέμα ενδιαφέροντος, κάτι τρέχουσας σημασίας	a current issue of interest, something of current importance	grupo	alternativoj	prononco
level	aviado	αεροπορία	aviation	grupo	alternativoj	prononco
level	ĝemela	του δίδυμου	of twin	grupo	alternativoj	prononco
level	digo	ένα φράγμα, ένα ανάχωμα	a dam, a dike	grupo	alternativoj	prononco
level	elfosilo	ένας εκσκαφέας, ένας γερανός	an excavator, a crane	grupo	alternativoj	prononco
level	teĥniko	μια τεχνική, μια τεχνική (=tekniko)	a technic, a technique (=tekniko)	grupo	alternativoj	prononco
level	malsupren	προς τα κάτω, προς τα κάτω	downward, down	grupo	alternativoj	prononco
level	Hispana	Ισπανικά	Spanish	grupo	alternativoj	prononco
level	kadavro	ένα πτώμα, ένα πτώμα, ένα πτώμα	a cadaver, a corpse, a dead body	grupo	alternativoj	prononco
level	figujo (figarbo)	μια συκιά	a fig tree	grupo	alternativoj	prononco
level	akcelilo	ένας επιταχυντής	an accelerator	grupo	alternativoj	prononco
level	manuskripto	ένα χειρόγραφο	a manuscript	grupo	alternativoj	prononco
level	frizosalono	ένα κομμωτήριο	a hairdressing salon	grupo	alternativoj	prononco
level	kapitano	ένας καπετάνιος	a captain	grupo	alternativoj	prononco
level	abismo	άβυσσος, λήθη, χάσμα	abyss, oblivion, chasm	grupo	alternativoj	prononco
level	glano	ένα βελανίδι, βάλανος	an acorn, glans	grupo	alternativoj	prononco
level	glavofiŝo	ένα σπαθόψαρο	a sword fish	grupo	alternativoj	prononco
level	faraono	φαραώ	Pharaoh	grupo	alternativoj	prononco
level	skeleto	ένας σκελετός	a skeleton	grupo	alternativoj	prononco
level	granato	μια χειροβομβίδα, ένα ρόδι	a grenade, a pomegranate	grupo	alternativoj	prononco
level	gravito	βαρύτητα, βαρύτητα	gravity, gravitation	grupo	alternativoj	prononco
level	karcero	ένα κελί, ένα λουκέτο, μια φυλακή	a cell, a lock up, a prison	grupo	alternativoj	prononco
level	vilo	λάχνη, τούφα μαλλιών	villus, tuft of hair	grupo	alternativoj	prononco
level	piramido	μια πυραμίδα	a pyramid	grupo	alternativoj	prononco
level	juglando	ένα καρύδι	a walnut	grupo	alternativoj	prononco
level	mumio	μια μούμια	a mummy	grupo	alternativoj	prononco
level	patrioto	ένας πατριώτης	a patriot	grupo	alternativoj	prononco
level	trono	ένας θρόνος	a throne	grupo	alternativoj	prononco
level	korbopilko	μια μπάλα μπάσκετ	a basketball	grupo	alternativoj	prononco
level	koruso (ĥoro)	χορωδία (χορωδία)	chorus (choir)	grupo	alternativoj	prononco
level	kratero	ένας κρατήρας	a crater	grupo	alternativoj	prononco
level	lavango	μια χιονοστιβάδα	an avalanche	grupo	alternativoj	prononco
level	troti	να τρώτε	to trot	grupo	alternativoj	prononco
level	sinonimo	ένα συνώνυμο	a synonym	grupo	alternativoj	prononco
level	magnolio	μια μανόλια	a magnolia	grupo	alternativoj	prononco
level	maratono	ένας μαραθώνιος	a marathon	grupo	alternativoj	prononco
level	marsko	μια ελώδης γη, μια λασποτοπία	a marsh land, a mud flat	grupo	alternativoj	prononco
level	gubernio	νομός, διοικητική επαρχία	prefecture, an administrative province	grupo	alternativoj	prononco
level	narkotaĵo	ένα ναρκωτικό	a narcotic drug	grupo	alternativoj	prononco
level	tamburo	ένα τύμπανο, ένα ντέφι	a drum, a tambour	grupo	alternativoj	prononco
level	ekstazo	μια έκσταση, μια αρπαγή	an ecstasy, a rapture	grupo	alternativoj	prononco
level	emfazo	μια έμφαση, μια προφορά	an emphasis, an accent	grupo	alternativoj	prononco
level	pinkonuso	ένα κουκουνάρι	a pine cone	grupo	alternativoj	prononco
level	plugilo	ένα άροτρο, ένα άροτρο	a plough, a plow	grupo	alternativoj	prononco
level	pneŭo (pneŭmatiko)	ένα ελαστικό, πνευματικά	a tire, pneumatics	grupo	alternativoj	prononco
level	definitiva	οριστικός, οριστικός	definitive, definite	grupo	alternativoj	prononco
level	ponardo	ένα στιλέτο	a dagger	grupo	alternativoj	prononco
level	triumfo	ένας θρίαμβος	a triumph	grupo	alternativoj	prononco
level	caro	Τσάρος, Τσάρος	Czar, Tsar	grupo	alternativoj	prononco
level	pulo	ένας ψύλλος	a flea	grupo	alternativoj	prononco
level	idiomo	ένα ιδίωμα, μια δημοτική γλώσσα, μια τοπική γλώσσα	an idiom, a vernacular, a local language	grupo	alternativoj	prononco
level	raviolo (ĉina pasteĉo)	ένα ραβιόλι (κινέζικο πολτό)	a ravioli (Chinese pasty)	grupo	alternativoj	prononco
level	kriterio	ένα κριτήριο, ένα μέτρο	a criterion, a measure	grupo	alternativoj	prononco
level	rifo	ένας ύφαλος	a reef	grupo	alternativoj	prononco
level	doktrino	ένα δόγμα	a doctrine	grupo	alternativoj	prononco
level	demokrato	ένας δημοκράτης	a democrat	grupo	alternativoj	prononco
level	kolonio	μια αποικία, ένας οικισμός	a colony, a settlement	grupo	alternativoj	prononco
level	rulsketilo	ένα ενσωματωμένο πατίνι	an inline skate	grupo	alternativoj	prononco
level	sezamo	ένα σουσάμι	a sesame	grupo	alternativoj	prononco
level	muzo	Μούσα	Muse	grupo	alternativoj	prononco
level	radikala	ριζικό	radical	grupo	alternativoj	prononco
level	skulptaĵo	ένα γλυπτό	a sculpture	grupo	alternativoj	prononco
level	sojsaŭco	σάλτσα σόγιας	soy sauce	grupo	alternativoj	prononco
level	etiko	ηθική	ethics	grupo	alternativoj	prononco
level	spiono	ένας κατάσκοπος	a spy	grupo	alternativoj	prononco
level	konflikto	μια σύγκρουση, μια σύγκρουση	a conflict, a clash	grupo	alternativoj	prononco
level	profilo	ένα προφίλ, μια όψη διατομής	a profile, a cross-sectional view	grupo	alternativoj	prononco
level	galopo	καλπασμός, καλπασμός	a gallop, galloping	grupo	alternativoj	prononco
level	kantono	ένα καντόνι, μια κομητεία	a canton, a county	grupo	alternativoj	prononco
level	teleregilo	ένα τηλεχειριστήριο	a remote control	grupo	alternativoj	prononco
level	korupti	να διαφθείρει, να δωροδοκήσει	to corrupt, to bribe	grupo	alternativoj	prononco
level	idioto	ένας ηλίθιος	an idiot	grupo	alternativoj	prononco
level	testamento	μια διαθήκη, μια διαθήκη	a testament, a will	grupo	alternativoj	prononco
level	nafto	πετρέλαιο, αργό πετρέλαιο, ναυτ	oil, cruide oil, naft	grupo	alternativoj	prononco
level	diplomo	ένα δίπλωμα	a diploma	grupo	alternativoj	prononco
level	skandalo	ένα σκάνδαλο, μια ταραχή	a scandal, a commotion	grupo	alternativoj	prononco
level	lanco	μια λόγχη, ένα δόρυ	a lance, a spear	grupo	alternativoj	prononco
level	ŝnurtira lukto	μια διελκυστίνδα	a tug of war	grupo	alternativoj	prononco
level	sintakso	σύνταξη	syntax	grupo	alternativoj	prononco
level	ceremonio	μια τελετή	a ceremony	grupo	alternativoj	prononco
level	ŝuŝranko	μια ντουλάπα παπουτσιών	a shoe closet	grupo	alternativoj	prononco
level	kontribui	να συνεισφέρει	to contribute	grupo	alternativoj	prononco
level	kompili	να μεταγλωττίσει	to compile	grupo	alternativoj	prononco
level	verdikto	μια ετυμηγορία, μια απόφαση	a verdict, a decision	grupo	alternativoj	prononco
level	melodio	μια μελωδία	a melody	grupo	alternativoj	prononco
level	deklami	να δηλώνω, να απαγγέλω	to declaim, to recite	grupo	alternativoj	prononco
level	bovino	μία αγελάδα	a cow	grupo	alternativoj	prononco
level	svarmi	να σμήνη, να αφθονεί	to swarm, to abound	grupo	alternativoj	prononco
level	kokino	μία κότα	a hen	grupo	alternativoj	prononco
level	legomoj	λαχανικά	vegetables	grupo	alternativoj	prononco
level	barono	ένας βαρόνος	a baron	grupo	alternativoj	prononco
level	malfacile	δύσκολα, με δυσκολία	hardly, with difficulty	grupo	alternativoj	prononco
level	epizodo	ένα επεισόδιο	an episode	grupo	alternativoj	prononco
level	nuligi	ακυρώνω, ακυρώνω	to cancel, to nullify	grupo	alternativoj	prononco
level	faktoro	ένας παράγοντας	a factor	grupo	alternativoj	prononco
level	studentino	μια φοιτήτρια	a female student	grupo	alternativoj	prononco
level	liberala	φιλελεύθερος	liberal	grupo	alternativoj	prononco
level	ŝraŭboturnilo	Ενα ΚΑΤΣΑΒΙΔΙ	a screw driver	grupo	alternativoj	prononco
level	diligente	επιμελώς	diligently	grupo	alternativoj	prononco
level	malfermi	για να ανοίξω	to open	grupo	alternativoj	prononco
level	gaelo	μια γκαελ	a gael	grupo	alternativoj	prononco
level	rugbeo	ράγκμπι	rugby	grupo	alternativoj	prononco
level	frizisto	ένας κομμωτής	a hairdresser	grupo	alternativoj	prononco
level	beleta	χαριτωμένο, όμορφο	cute, pretty	grupo	alternativoj	prononco
level	normo	κανόνας, πρότυπο	norm, standard	grupo	alternativoj	prononco
level	mandarino	ένα μανταρινό πορτοκάλι	a mandarin orange	grupo	alternativoj	prononco
level	omleto	ομελέτα, τορτίγια	omelette, tortilla	grupo	alternativoj	prononco
level	afiŝeto	μία αφίσα	a poster	grupo	alternativoj	prononco
level	klerigado	εκπαίδευση, εκπαίδευση	training, a training	grupo	alternativoj	prononco
level	rekompenci	να ανταμείψω, να αποζημιώσω	to reward, to compensate	grupo	alternativoj	prononco
level	abdomeno	κοιλιά	abdomen	grupo	alternativoj	prononco
level	rublo	ένα ρούβλι (ρωσικά)	a ruble (Russian)	grupo	alternativoj	prononco
level	bakujo (forno)	ένας φούρνος	an oven	grupo	alternativoj	prononco
level	komodo	ένα κομοδίνο (έπιπλα), μια συρταριέρα	a commode (furniture), a chest of drawers	grupo	alternativoj	prononco
level	blanka ĉemizo	μια άσπρη μπλούζα	a white shirt	grupo	alternativoj	prononco
level	konkeri	να κατακτήσει	to conquer	grupo	alternativoj	prononco
level	ekzemple	για παράδειγμα	for example	grupo	alternativoj	prononco
level	pasiva	παθητικός	passive	grupo	alternativoj	prononco
level	indiĝeno	ένας ιθαγενής, ένας ιθαγενής	an indigenous person, an aborigene	grupo	alternativoj	prononco
level	balkono	ένα μπαλκόνι	a balcony	grupo	alternativoj	prononco
level	cico	μια θηλή	a nipple	grupo	alternativoj	prononco
level	abstrakti	στο αφηρημένο	to abstract	grupo	alternativoj	prononco
level	poŝtmarko	γραμματόσημο (=μ.μ.)	a postage stamp (=p.m.)	grupo	alternativoj	prononco
level	sportejo	ένα αθλητικό γήπεδο	a sports ground	grupo	alternativoj	prononco
level	polemiko	μια πολεμική, μια διαμάχη, μια διαμάχη	a polemic, a controversy, a dispute	grupo	alternativoj	prononco
level	sirio	Συρία	Syria	grupo	alternativoj	prononco
level	nomi	να ονομάσει, να ορίσει, να προτείνει	to name, to designate, to nominate	grupo	alternativoj	prononco
level	fiasko	ένα φιάσκο, μια αποτυχία	a fiasco, a failure	grupo	alternativoj	prononco
level	procesio	πομπή, πομπή	procession, a procession	grupo	alternativoj	prononco
level	kupeo	ένα κουπέ, μια θήκη	a coupe, a compartment	grupo	alternativoj	prononco
level	hipotezo	μια υπόθεση	a hypothesis	grupo	alternativoj	prononco
level	laboro	μια δουλειά	a work	grupo	alternativoj	prononco
level	cirko	ένα τσίρκο	a circus	grupo	alternativoj	prononco
level	iluzio	μια ψευδαίσθηση	an illusion	grupo	alternativoj	prononco
level	troviĝi	να βρεθούν	to be found	grupo	alternativoj	prononco
level	baldakeno	ένα μπαλντάκιν, ένα κουβούκλιο	a baldachin, a canope	grupo	alternativoj	prononco
level	refuti	διαψεύδω, καταδικάζω	to refute, to convict	grupo	alternativoj	prononco
level	fratino	μια αδελφή	a sister	grupo	alternativoj	prononco
level	ortodoksa	ορθόδοξος	orthodox	grupo	alternativoj	prononco
level	revido	ξαναβλέποντας	seeing again	grupo	alternativoj	prononco
level	molekulo	ένα μόριο	a molecule	grupo	alternativoj	prononco
level	manifesti	να εκδηλώνω, να επιδεικνύω	to manifest, to demonstrate	grupo	alternativoj	prononco
level	malmulta	λίγα, λίγα	little, few	grupo	alternativoj	prononco
level	proporcio	ένα ποσοστό, ένα ποσοστό	a proportion, a rate	grupo	alternativoj	prononco
level	elektra lampo	μια ηλεκτρική λάμπα	an electric lamp	grupo	alternativoj	prononco
level	bedo	ένα κρεβάτι, ένα οικόπεδο ([λουλούδι] κρεβάτι)	a bed, a plot ([flower] bed)	grupo	alternativoj	prononco
level	aromo	άρωμα, μυρωδιά, άρωμα, γεύση	aroma, smell, fragrance, flavor	grupo	alternativoj	prononco
level	mikroonda forno	ένα φούρνο μικροκυμάτων	a microwave oven	grupo	alternativoj	prononco
level	telefoni	να τηλεφωνήσω, να τηλεφωνήσω	to call, to phone	grupo	alternativoj	prononco
level	utopio	ουτοπία	utopia	grupo	alternativoj	prononco
level	manifestacio	μια επίδειξη	a demonstration	grupo	alternativoj	prononco
level	vendisto	ένας πωλητής, ένας πωλητής, ένας πωλητής	a seller, a salesman, a vendor	grupo	alternativoj	prononco
level	ĉikani	να μαλώσει, να παρενοχλήσει	to quibble, to harass	grupo	alternativoj	prononco
level	satano	ένας Σατανάς, ένας διάβολος	a Satan, a devil	grupo	alternativoj	prononco
level	maldekstra	αριστερά (κατεύθυνση)	left (direction)	grupo	alternativoj	prononco
level	kuirejo	μια κουζίνα	a kitchen	grupo	alternativoj	prononco
level	loĝanto	κάτοικος, κάτοικος, κάτοικος	a dweller, an inhabitant, a resident	grupo	alternativoj	prononco
level	koloso	ένας κολοσσός	a colossus	grupo	alternativoj	prononco
level	municipa	δημοτικός	municipal	grupo	alternativoj	prononco
level	pulso	έναν παλμό	a pulse	grupo	alternativoj	prononco
level	gravi	να έχει σημασία, να είναι σημαντικός	to matter, to be important	grupo	alternativoj	prononco
level	karavano	ένα τροχόσπιτο	a caravan	grupo	alternativoj	prononco
level	astro	ένα ουράνιο σώμα, ένα ουράνιο σώμα, ένα αστέρι	a celestial body, a heavenly body, a star	grupo	alternativoj	prononco
level	biologio	βιολογία	biology	grupo	alternativoj	prononco
level	ĝihado	τζιχάντ	jihad	grupo	alternativoj	prononco
level	skrapgumo	ένα λάστιχο, ένα erager	a rubber, an erager	grupo	alternativoj	prononco
level	radioaktiva	ραδιενεργός	radioactive	grupo	alternativoj	prononco
level	kunsido	μια συνάντηση, μια συνεδρίαση, μια συνεδρία	a meeting, a sitting, a session	grupo	alternativoj	prononco
level	eriko	ένα ρείκι, ένα άγριο τριαντάφυλλο	a heather, a wild rose	grupo	alternativoj	prononco
level	varianto	μια παραλλαγή, μια μεταβλητή, μια διαφορετική μορφή	a variant, a variable, a different form	grupo	alternativoj	prononco
level	aŭdienco	ένα κοινό, μια ακρόαση	an audience, a hearing	grupo	alternativoj	prononco
level	barbaro	ένας βάρβαρος	a barbarian	grupo	alternativoj	prononco
level	evangelio	ένας ευαγγέλιος, ευαγγέλιο	an evangel, gospel	grupo	alternativoj	prononco
level	tetaso (te-taso)	ένα φλιτζάνι τσαγιού	a tea cup	grupo	alternativoj	prononco
level	ŝilingo	ένα σελίνι	a shilling	grupo	alternativoj	prononco
level	fazo	μια φάση, ένα στάδιο	a phase, a stage	grupo	alternativoj	prononco
level	mamuto	ένα μαμούθ	a mammoth	grupo	alternativoj	prononco
level	adepto	ένας έμπειρος, ένας οπαδός	an adept, a follower	grupo	alternativoj	prononco
level	anonima	Ανώνυμος	anonymous	grupo	alternativoj	prononco
level	fonetiko	φωνητική	phonetics	grupo	alternativoj	prononco
level	fatala	μοιραίο, μοιραίο, μοιραίο, καταστροφικό	fatal, fated, fateful, disastrous	grupo	alternativoj	prononco
level	komencanto	ένας αρχάριος	a beginner	grupo	alternativoj	prononco
level	vulgara	χυδαίος, δημοτικός, κοινός	vulgar, vernacular, common	grupo	alternativoj	prononco
level	ekiri	να κατέβω, να ξεκινήσω, να ξεκινήσω	to get off, to set off, to set out	grupo	alternativoj	prononco
level	baso	ένα μπάσο, μια μπάσα φωνή	a bass, a bass voice	grupo	alternativoj	prononco
level	dormĉambro	ένα υπνοδωμάτιο	a bedroom	grupo	alternativoj	prononco
level	kofro	ένα ταμείο, ένα ταξιδιωτικό μπαούλο, ένα μπαούλο	a coffer, a traveling chest, a trunk	grupo	alternativoj	prononco
level	agonio	μια αγωνία, θανατηφόρα αγωνία	an agony, death throes	grupo	alternativoj	prononco
level	fotilo	μία κάμερα	a camera	grupo	alternativoj	prononco
level	cilindro	ένας κύλινδρος, ένας κύλινδρος	a cylinder, a roller	grupo	alternativoj	prononco
level	sonbendilo	ένα κασετόφωνο	a casette tape recorder	grupo	alternativoj	prononco
level	eburo	ένα ελεφαντόδοντο	an ivory	grupo	alternativoj	prononco
level	kanario	ένα καναρίνι	a canary	grupo	alternativoj	prononco
level	moskeo	ένα τζαμί	a mosque	grupo	alternativoj	prononco
level	formato	μια μορφή	a format	grupo	alternativoj	prononco
level	manio	μια μανία, μια μόδα	a mania, a fad	grupo	alternativoj	prononco
level	skeptika	δύσπιστος	skeptical	grupo	alternativoj	prononco
level	citadelo	μια ακρόπολη	a citadel	grupo	alternativoj	prononco
level	komputilo	ένας υπολογιστής (εργαλείο) (=υπολογιστής, κομπιούτερ)	a computer (tool) (=komputero, komputmaŝino)	grupo	alternativoj	prononco
level	fanatika	φανατικός, φανατικός, μεγαλομανής	fanatic, fanatical, bigoted	grupo	alternativoj	prononco
level	kosmoso	ένας κόσμος	a cosmos	grupo	alternativoj	prononco
level	strofo	ένας στίχος, μια στροφή	a verse, a stanza	grupo	alternativoj	prononco
level	metaforo	μια μεταφορά	a metaphor	grupo	alternativoj	prononco
level	nostalgio	νοσταλγία	nostalgia	grupo	alternativoj	prononco
level	forumo	ένα φόρουμ	a forum	grupo	alternativoj	prononco
level	arbusto	ένας θάμνος, ένας θάμνος, ένας θάμνος	a bush, a shrub, shrubbery	grupo	alternativoj	prononco
level	televidilo	μια τηλεόραση	a TV set	grupo	alternativoj	prononco
level	penco	μια δεκάρα	a penny	grupo	alternativoj	prononco
level	ludkartoj	τραπουλόχαρτα	playing cards	grupo	alternativoj	prononco
level	pozi	να ποζάρει	to pose	grupo	alternativoj	prononco
level	T-ĉemizo	ένα t-shirt	a T-shirt	grupo	alternativoj	prononco
level	konvencio	μια σύμβαση, μια συμφωνία	a convention, an agreement	grupo	alternativoj	prononco
level	hungaro	ένας Ούγγρος	a Hungarian person	grupo	alternativoj	prononco
level	tulipo	μια τουλίπα	a tulip	grupo	alternativoj	prononco
level	bilanco	έναν ισολογισμό, μια οικονομική κατάσταση	a balance sheet, a financial statement	grupo	alternativoj	prononco
level	Parizo	Παρίσι	Paris	grupo	alternativoj	prononco
level	telefakso	φαξ, τηλεφαξ	fax, telefax	grupo	alternativoj	prononco
level	gnomo	ένας καλικάντζαρος, ένας νάνος, ένας μπράουνι	a gnome, a dwarf, a brownie	grupo	alternativoj	prononco
level	formala	επίσημος	formal	grupo	alternativoj	prononco
level	duelo	μια μονομαχία	a duel	grupo	alternativoj	prononco
level	paralela	παράλληλο	parallel	grupo	alternativoj	prononco
level	romantiko	ένας ρομαντισμός	a romanticism	grupo	alternativoj	prononco
level	laciĝi	να γίνει κουρασμένος	to become tired	grupo	alternativoj	prononco
level	fuko	ένα φύκι (καφέ, ξηρό), ένα φύκι (τραυματάκι)	a seaweed (brown, dry), a kelp (wrack)	grupo	alternativoj	prononco
level	sabro	μια σπαθιά, μια πλατιά σπάθα	a sabre, a broadsword	grupo	alternativoj	prononco
level	apatio	μια απάθεια	an apathy	grupo	alternativoj	prononco
level	meze	στη μέση	in the middle	grupo	alternativoj	prononco
level	markizo	ένας μαρκήσιος	a marquis	grupo	alternativoj	prononco
level	martiro	ένας μάρτυρας	a martyr	grupo	alternativoj	prononco
level	aerpoŝto	μια αεροπορική αποστολή	an airmail	grupo	alternativoj	prononco
level	reputacio	φήμη	reputation	grupo	alternativoj	prononco
level	diskreta	διακριτικός, διακριτικός	discreet, discrete	grupo	alternativoj	prononco
level	cendo	ένα σεντ	a cent	grupo	alternativoj	prononco
level	kotizi	να συνεισφέρει (χρήματα για έναν κοινό στόχο)	to contribute (money for a common objective)	grupo	alternativoj	prononco
level	epiteto	ένα επίθετο, μια ιδιότητα	an epithet, an attribute	grupo	alternativoj	prononco
level	fizionomio	φυσιογνωμία, χαρακτηριστικά προσώπου, έκφραση προσώπου	physiognomy, facial features, facial expression	grupo	alternativoj	prononco
level	reliefo	μια ανακούφιση, μια εξαιρετική παράσταση	a relief, an outstanding representation	grupo	alternativoj	prononco
level	paragrafo	μία παράγραφος	a paragraph	grupo	alternativoj	prononco
level	temperamento	μια ιδιοσυγκρασία	a temperament	grupo	alternativoj	prononco
level	sandalo	ένα σανδάλι	a sandal	grupo	alternativoj	prononco
level	ekstrakto	ένα απόσπασμα	an extract	grupo	alternativoj	prononco
level	antipatio	αντιπάθεια, αντιπάθεια	antipathy, dislike	grupo	alternativoj	prononco
level	liriko	στίχοι, λυρικό ποίημα	lyrics, lyrical poem	grupo	alternativoj	prononco
level	geometrio	γεωμετρία	geometry	grupo	alternativoj	prononco
level	ekskluziva	αποκλειστικός	exclusive	grupo	alternativoj	prononco
level	opio	όπιο	opium	grupo	alternativoj	prononco
level	sensacio	μια αίσθηση, μια ταραχή	a sensation, a commotion	grupo	alternativoj	prononco
level	kliŝi	να πω κλισέ, να πω στερεότυπα	to say in cliche, to say stereotypical	grupo	alternativoj	prononco
level	inversa	αντίστροφος, αντίστροφος	inverse, reverse	grupo	alternativoj	prononco
level	patoso	πάθος	pathos	grupo	alternativoj	prononco
level	astronomio	αστρονομία	astronomy	grupo	alternativoj	prononco
level	negro	ένα μαύρο άτομο	a black person	grupo	alternativoj	prononco
level	galero	μια γαλέρα	a galley	grupo	alternativoj	prononco
level	revolvero	ένα περίστροφο	a revolver	grupo	alternativoj	prononco
level	aristokrato	ένας αριστοκράτης	an aristocrat	grupo	alternativoj	prononco
level	junko	βιασύνη (χορτώδες φυτό)	a rush (grassy plant)	grupo	alternativoj	prononco
level	projekcio	μια προβολή	a projection	grupo	alternativoj	prononco
level	dekreto	ένα διάταγμα	a decree	grupo	alternativoj	prononco
level	garnizono	μια φρουρά	a garrison	grupo	alternativoj	prononco
level	aborti	να αποβάλει, να αποβάλει	to abort, to miscarry	grupo	alternativoj	prononco
level	nimfo	μια νύμφη	a nymph	grupo	alternativoj	prononco
level	parodio	μια παρωδία, ένα μπουρλέσκ	a parody, a burlesque	grupo	alternativoj	prononco
level	strategio	μια στρατηγική	a strategy	grupo	alternativoj	prononco
level	aldo	ένα άλτο (φωνή)	an alto (voice)	grupo	alternativoj	prononco
level	monopolo	ένα μονοπώλιο	a monopoly	grupo	alternativoj	prononco
level	vaki	να είναι κενή	to be vacant	grupo	alternativoj	prononco
level	ci	εσύ, εσύ	thou, you	grupo	alternativoj	prononco
level	uragano	ένας τυφώνας, ένας ανεμοστρόβιλος	a hurricane, a tornado	grupo	alternativoj	prononco
level	mozaiko	ένα μωσαϊκό	a mosaic	grupo	alternativoj	prononco
level	estetiko	αισθητική	aesthetics	grupo	alternativoj	prononco
level	marĝeno	ένα περιθώριο	a margin	grupo	alternativoj	prononco
level	fiziologio	φισιολογία	physiology	grupo	alternativoj	prononco
level	atleto	ένας αθλητής	an athlete	grupo	alternativoj	prononco
level	gazo	μια γάζα	a gauze	grupo	alternativoj	prononco
level	rigora	αυστηρός	rigorous	grupo	alternativoj	prononco
