A.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	post la lernado	post la lernado	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	almenaŭ post la lernado	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	en la urbocentron	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	se vi irus kun mi	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	se vi irus kun mi en la urbocentron	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	kien vi dezirus vojaĝi?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	se vi havus ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	sufiĉe da mono	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	se vi havus sufiĉe da mono kaj tempo	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	ĉu vi planas ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	planas veturi al Parizo	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	veturi per aŭto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	multe pli bone	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	ŝajnas multe pli bone	seems much better	grupo	alternativoj	prononco
level	per vagonaro	per vagonaro	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	aŭ ĉu ne ŝajnas esti multe pli bone?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	diversaj homoj	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	kial homoj klarigas diversmaniere?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samaj ideoj	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	klarigas samajn ideojn	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	familianoj kunvenas	family members get together	grupo	alternativoj	prononco
level	kiel rapide	kiel rapide	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	tagoj pasas	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	kiel rapide pasas tagoj!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	morgaŭ estos ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	la naskiĝtago de via patro	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	kelkaj familianoj	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	alvenos kelkaj familianoj	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	kaj geamikoj	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	ĉu vi bonvolus ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	ĉu vi bonvolus iom helpi?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	iomete da tempo	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	trovu iomete da tempo	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	por ordigi vian ĉambron	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	almenaŭ por ordigi vian ĉambron	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	mi ŝatus ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	mi ŝatus kuiri ion	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	ion bonan	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	kuiri ion bonan	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	por la naskiĝ-taga kuko	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	mankas lakto	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	en la hejmo	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	necesas havigi ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	iom da manĝaĵo	some food	grupo	alternativoj	prononco
level	el vendejo	el vendejo	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	havigi iom da manĝaĵo el vendejo	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	mi aĉetumos	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	por la naskiĝtago	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	anstataŭ sidi kaj manĝegi	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	interesaj homoj	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	kun neinteresaj familianoj	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	mi ŝatus ekskursi	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	kun klubanoj	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	kun kiuj klubanoj?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	diris la patro	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	ia papero, iaj paperoj	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	en paperujo	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	en paperujon	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	ĵetis paperojn en paperujon	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	ĵetis iajn paperojn en paperujon	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	morgaŭ frue	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	anoj de mia sporta klubo	members of my sports club	grupo	alternativoj	prononco
level	kara mia	kara mia	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	ĉu ĝuste ~ ?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	vi devas foresti	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	ĉu vi ne ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	viaj samklubanoj	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	intervidiĝas kun viaj samklubanoj	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	trifoje semajne	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	ĉu mi rajtas ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	rajtas ion proponi	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	mi kunmanĝos kun la familianoj	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	sed en la dua parto	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	mi foriros kun miaj geamikoj	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	parolos pri ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	malsukcesa veturado	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	certe parolos pri la malsukcesa veturado	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	post la kuko	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	mi ne plu volas tion	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	volas tion aŭdi	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	kial ni ne havas ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ideoriĉa onklo	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	havas iun ideoriĉan onklon	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	en mia familio	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	la patrino ridetis	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	je liaj vortoj	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ŝi scias, ke ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	iom tro parolas	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	ne sufiĉas nur ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	riĉeco de la ideoj	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	necesas ankaŭ ~	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	plena monujo por realigi ĝin	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	la patrino daŭrigis ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	post iom da silento	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	antaŭ kelkaj minutoj	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana telefonis, ke ŝi ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ankaŭ ŝi vizitos nin	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	dolĉa kuko	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	ŝi tre ŝatas dolĉan kukon	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	atentas por ne dikiĝi	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	kvankam ŝi atentos	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	tuj ŝanĝis la opinion	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	dum la ekskurso	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	sen ŝi	without her	grupo	alternativoj	prononco
level	li estus tre soleca	li estus tre soleca	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	mi tamen pasigos	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	mi tamen pasigos la morgaŭan tagon hejme	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	en juneco	in youth	grupo	alternativoj	prononco
level	oni havas	oni havas	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	havas ankaŭ belecon	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	malsimplaj laboroj	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	malsimplajn laborojn	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	devus plisimpligi	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	en tiu aĝo	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	li jam fariĝis ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	estro de la sporta klubo	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	monon oni metas	one puts money	grupo	alternativoj	prononco
level	en monujon	en monujon	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	metas en monujon	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	sekvu la ekzemplojn	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	de la bonaj familianoj	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	ĉu amikeco pli feliĉigas?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	feliĉigas vin	makes you happy	grupo	alternativoj	prononco
level	ol la amo	ol la amo	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	kiel ofte vi ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	vi skribas leterojn al ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	skrivas leterojn al viaj amikinoj	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	viaj amikinoj en Italio	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	la rilato inter vi kaj via instruisto	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	ĉu la rilato ŝanĝiĝis?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ĉu vi jam scias ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	sufiĉe bone	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	estis vespero en ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	centoj da homoj	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	plenigas la placon	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	junuloj kaj militistoj	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	maristoj de sur la ŝipoj	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	elstara sinjorino	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	elstaraj sinjorinoj	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	alilandaj vojaĝantoj	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	ĉiuj moviĝas al urbomezo	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	iom plue	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ne malproksime de la maro	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	troviĝis malgranda placo	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	iom plue sed ne malproksime	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	fine de ĝi	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	proksime de la maro	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	proksime staris homo	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	laŭ la vestaĵo	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	oni facile scii ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	oni povis ekscii, ke ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	gondolisto de iu riĉulo	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	povis ekscii, ke li estas gondolisto	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	li rigardis ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	rigardis la ĝojan hommulton	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	rideto lumigis lian vizaĝon	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	kiam li ekvidis mariston	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	la mariston, kiu alvenis	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	la flanko de la maro	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	alvenis el la flanko de la maro	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	ĉu tio estas vi, Stefano?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	ekkriis la gondolisto	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	ĉiuj diras, ke ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	en la manojn de la Turkoj	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	ke vi falis en la manojn de la Turkoj	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ni renkontis unu	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	el niaj ŝipoj	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ĝi sekvis nin	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	dum pli ol unu horo	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	sed ne estas facile iri ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	iri pli rapide ol nia ŝipo	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	kiaj novaĵoj estas tie ĉi?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	tie ĉi en Venecio	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nenio interesa	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	nur granda malfeliĉo	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ĉu vi konas Pietron?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	mi konas lin	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	granda ŝipo subakvigis lian gondolon	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	kaj kio pri li?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	la gondolo subakviĝis	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	okazis, ke ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	ni troviĝis proksime	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	ni prenis lin en nian gondolon	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	en la sama tempo	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mia estro subakviĝis	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	por helpi junulinon	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	junulinon, kiu preskaŭ mortis	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	kun sia onklo	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	preskaŭ mortis kun sia onklo	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	tie estis junulino	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	lin ni ne povis helpi	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	estis grava homo	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	kio alvenigis vin en Venecion?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	amiko mia	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	la maristo ekrigardis	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	rapide ekrigardis sian amikon	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	kaj komencis diri	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	do vi scias ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	mi alportis ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	la gondolisto subite haltigis lin	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	li diris	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	tiam iu homo pasis	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	iu homo pasis apud li	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	li ankoraŭ ne estis tridekjara	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	kaj lia vizaĝo estis senkolora	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	lia iro estis certa kaj facila	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	lia vizaĝo estis malĝoja	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	kiam li ekvidis la homon, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	oni diras, ke ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	multaj gravuloj donas ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	sekreta laboro	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	sekretaj laboroj	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	donas sekretajn laborojn al li	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	tro da sekretoj	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	li scias tro da sekretoj	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	tial ili timas	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	sendi lin en malliberejon	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	diris la maristo	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	kaj dum li parolis	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	li montris la domegon	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	la domego de Doĝoj	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	multaj gravuloj bezonas lian helpon	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	kiom ili pagas?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	pagas al li	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	pagas por unu mortigo	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	certe ne malpli ol ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	ol cent moneroj	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	ne forgesu, ke ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	ke li laboras por tiuj	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	por tiuj, kiuj havas sufiĉe da mono	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	por pagi al li	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	en Venecio estas ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	tiuj aferoj	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	forgesi tiujn aferojn	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	aferoj, kiujn estas pli bone forgesi	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	se vi volas trankvile manĝi	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	trankvile manĝi vian panon	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	estis iom da silento	there was some silence	grupo	alternativoj	prononco
level	kaj poste	kaj poste	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	la gondolisto denove ekparolis	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	vi venis ĝustatempe	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	por vidi ŝipkuron	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	iu diris malforte	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	proksime de la gondolisto	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	la estro de la urbo	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	senvorte montris al la gondolo	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	diris la gondolisto	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	kaj prenis la manon de sia amiko	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	ĵetas la paperon	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	en la paperujon	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	la knabinoj ĵetis la paperojn	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	kie estas mia skribilo?	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	mi volas respondi al li	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	la suno malaperis	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	kaj nun estas preskaŭ malhele	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	bonvolu manĝi	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	bonvolu manĝi la panon	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	per manĝiloj	with cutlery	grupo	alternativoj	prononco
level	pardonu min	pardonu min	excuse me	grupo	alternativoj	prononco
level	rajtas resti	rajtas resti	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	mi ne rajtas resti	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	ĉu vi povas kunporti ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	de mia fratino	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	kiam vi aĉetis ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	aĉetis tiun muzikilon	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	kiu laste uzis ?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	uzis mian ŝlosilon	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ĉu vi veturis?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	en Venecio	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ankaŭ per gondolo	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	ĉu vi povos ekdormi?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	tiam, kiam silentiĝis	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	la sinjoro estis alta	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	alta, dika	tall, fat	grupo	alternativoj	prononco
level	dika, peza	dika, peza	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	peza kaj larĝa	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	estis alta, dika, peza, kaj larĝa	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	donis forton	gave strength	grupo	alternativoj	prononco
level	havinda forto	havinda forto	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	havinda korpoforto	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	tio donis	that gave	grupo	alternativoj	prononco
level	donis al li	donis al li	gave him	grupo	alternativoj	prononco
level	tio donis forton	tio donis forton	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	donis havindan korpoforton	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	lia aspekto	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	grandula aspekto	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	eta rolo	a small role	grupo	alternativoj	prononco
level	ludis rolon	ludis rolon	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ne eta rolo	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	ludis etan rolon	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ludis ne etan rolon	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	en la fakto, ke ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	la plimulto el la homoj	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	se ne timis	if not afraid	grupo	alternativoj	prononco
level	lin timis	lin timis	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	se lin timis	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	se ne lin timis	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	certe respektis	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	almenaŭ pripensis ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	antaŭ ol ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	kontentigi lin	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	malkontentigi lin	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	antaŭ ol malkontentigi ~	before dissatisfying ~	grupo	alternativoj	prononco
