A.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	trinki teon	چائے پینے کے لیے	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	تھوڑا سا پانی	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	کیا آپ کو کچھ نہیں چاہیے؟	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	تو اچانک	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	آپ نے فیصلہ کیوں کیا ~	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	آپ نے اتنا اچانک فیصلہ کیوں کیا؟	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	آپ کا کمرہ	your room	grupo	alternativoj	prononco
level	via ĉambreto	آپ کا چھوٹا کمرہ	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	اپنے چھوٹے سے کمرے میں	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	اپنے چھوٹے کمرے کی تزئین و آرائش کے لیے	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	اپنے چھوٹے سے کمرے کی تزئین و آرائش کا فیصلہ کیا۔	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	کس کو	to whom	grupo	alternativoj	prononco
level	vi donis ~	آپ نے دیا ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	آپ نے کس کو دیا ~	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	صاف شیشے	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	آپ نے صاف شیشے دیئے۔	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	شراب کے لئے صاف شیشے	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	کس کے خلاف	against whom	grupo	alternativoj	prononco
level	via sportklubo	آپ کا اسپورٹس کلب	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ کے خلاف کھیلتا ہے۔	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	دو ہفتے پہلے	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	آپ کا اسپورٹس کلب کس کے خلاف کھیلا؟	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	کیا تم دیکھتے ہو ~	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	کیا آپ اکثر دیکھتے ہیں ~	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	اکثر پولیس والے کو دیکھتے ہیں۔	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	وہ جو ~ میں رہتا ہے۔	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	قیام گاہ میں رہتا ہے۔	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	آپ کے اوپر رہائش گاہ	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	پولیس افسر کو دیکھتا ہے جو ~ میں رہتا ہے۔	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ڈرائیونگ پلان	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	سفر کرنا چاہتا تھا؟	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	کسی دوسرے ملک کا سفر کرنا	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	فارغ وقت میں	in free time	grupo	alternativoj	prononco
level	ili decidis iri	انہوں نے جانے کا فیصلہ کیا	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	اٹلی جانے کا فیصلہ کیا۔	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	پرانے شہر	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	پرانے شہروں والا ملک	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	دیگر خوبصورتی	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	اور دیگر خوبصورتی	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	پرانے شہروں اور دیگر خوبصورتیوں کے ساتھ ایک خوبصورت ملک	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	وہ خوش تھے	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	کہاں ہے ~	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	میرے کپڑے کہاں ہیں	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	اس نے پوچھا ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	آئیے ~ لانا نہ بھولیں۔	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	کتاب اپنے ساتھ لے جانے کے لیے	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	ایسپرانٹو سیکھنے کے لیے ایک کتاب	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	سیکھنے کے لیے کتاب لے جانے کے لیے	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ہم شروع کر سکتے ہیں ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ٹرین میں	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	پہلے ہی ٹرین میں	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ہم کچھ نہیں کریں گے۔	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	کار سے	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ہم ~ سے گاڑی چلائیں گے۔	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	گاڑی چلائیں گے؟	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	میرے پاس ایک راز ہے۔	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	میرے امیر چچا	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	میری خواہش	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	میری خواہش پوری کر دی	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	ہمیں دیا	gave us	grupo	alternativoj	prononco
level	sian aŭton	اس کی گاڑی	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	اور ہمیں اپنی گاڑی دے دی۔	and gave us his car	grupo	alternativoj	prononco
level	por uzo	استعمال کیلئے	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	یہ ~ سے پہلے کھڑا ہے۔	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	گھر کے سامنے کھڑا ہے	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	مجھے کہنا ہے ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	کچھ نہ کہو	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	چلو بیٹھتے ہیں	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	گاڑی میں جاؤ	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ تک گاڑی چلانے کے لیے	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	اور اٹلی چلا گیا۔	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	گاڑی میں بیٹھ گیا	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	کپڑے بھی	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ گاڑی میں تھا۔	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	اب بھی بیٹھا اور انتظار کر رہا تھا	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	لیکن اس نے انتظار کیا	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	ہم کیوں نہیں ~؟	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	کیوں نہ ہم گاڑی چلانا شروع کر دیں؟	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	میرے پاس ~ بھی ہے۔	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	گاڑی چلائیں گے؟	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	لیکن میں نہیں جانتا ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	میں نے یہ کبھی نہیں سیکھا۔	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	میں یقین کروں گا ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	اگر میں صحت مند ہوتا	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	میں بہت خوش ہوں گی	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	جیسا کہ آپ امیر تھے	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	تم وہاں ایسے بیٹھتے ہو جیسے تم ایک امیر آدمی ہو۔	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	مبینہ اسکول	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	ایک امیر آدمی کی طرح	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	تم وہاں ایک امیر آدمی کی طرح بیٹھو	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	اتنے پیسے	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	خیالات کے طور پر زیادہ پیسہ	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	اگر میرے پاس اتنے پیسے ہوتے	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	میں سفر کروں گا۔	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	دنیا کے گرد	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	ہر ڈکشنری میں	in every dictionary	grupo	alternativoj	prononco
level	mankas io	کسی چیزکی کمی ہے	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	کچھ الفاظ غائب ہیں	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	ایک آدمی جس نے لمبی بات کی۔	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	کھانے کی میز پر	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	جو شخص کہے گا وہ بھوکا رہے گا۔	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	کھانے کی میز پر بتاتا رہتا ہے۔	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	اسے ~ پر توجہ دینی تھی۔	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ کی اجازت نہیں تھی۔	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	رہنے کی اجازت دی گئی۔	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	زیادہ دیر ٹھہرنے کی اجازت نہیں تھی۔	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	بارش میں باہر رہنے کے لئے	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	اس لیے اسے سردی لگ گئی۔	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	اس کا اپنا واضح خیال ہے۔	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	لیکن وہ سب کچھ مان لے گا۔	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	تم جو بھی کہو	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	جیسے تم اس کی بیوی ہو۔	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	آپ کے والدین	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	اپنے والدین کو خوش کرنے کے لیے	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	کیا ~ براہ مہربانی کر سکتے ہیں؟	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	آپ کے والدین کو سب سے زیادہ خوش کیا ہو سکتا ہے؟	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	سیکھنے کے بعد	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	کم از کم سیکھنے کے بعد	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	شہر کے مرکز میں	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	اگر تم میرے ساتھ چلو گے۔	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	اگر آپ میرے ساتھ شہر کے مرکز میں جائیں گے۔	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	آپ کہاں سفر کرنا پسند کریں گے؟	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	اگر آپ کے پاس ~ تھا۔	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	کافی رقم	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	اگر آپ کے پاس کافی پیسہ اور درجہ حرارت تھا۔	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	کیا آپ ~ کا منصوبہ بنا رہے ہیں؟	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	پیرس کا سفر کرنے کا ارادہ رکھتا ہے۔	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	ایک آٹو کے ساتھ گاڑی چلانے کے لیے	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	کافی بہتر	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	بہت بہتر لگتا ہے	seems much better	grupo	alternativoj	prononco
level	per vagonaro	ٹرین کے ذریعے	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	یا یہ زیادہ بہتر نہیں لگتا؟	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	مختلف لوگ	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	لوگ مختلف طریقوں سے کیوں وضاحت کرتے ہیں؟	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	ایک جیسے خیالات	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	اسی خیالات کی وضاحت کرتا ہے۔	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	خاندان کے افراد اکٹھے ہو جاتے ہیں۔	family members get together	grupo	alternativoj	prononco
level	kiel rapide	کتنی جلدی	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	دن گزرتے ہیں	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	دن کتنی جلدی گزر جاتے ہیں!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	کل ہو گا ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	آپ کے والد کی سالگرہ	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	کئی خاندان کے ارکان	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	خاندان کے کئی افراد آئیں گے۔	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	اور دوست	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	کیا آپ مہربانی فرمائیں گے ~	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	کیا آپ تھوڑی مدد کر سکتے ہیں؟	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	تھوڑی دیر	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	تھوڑا وقت تلاش کریں	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	اپنے کمرے کو صاف کرنے کے لیے	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	کم از کم اپنے کمرے کو صاف کرنے کے لیے	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	میں چاہوں گا ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	میں کچھ پکانا چاہتا ہوں۔	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	کچھ اچھا	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	کچھ اچھا پکانا	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	سالگرہ کے کیک کے لیے	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	دودھ کی کمی ہے	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	گھر میں	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	یہ ~ حاصل کرنے کے لئے ضروری ہے	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	کچھ غذا	some food	grupo	alternativoj	prononco
level	el vendejo	ایک دکان سے	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	کسی ٹھکانے سے کچھ کھانے کے لیے	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	میں شاپنگ کروں گا۔	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	سالگرہ کے لئے	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	بیٹھ کر کھانے کے بجائے	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	دلچسپ لوگ	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	غیر دلچسپ خاندان کے ارکان کے ساتھ	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	میں پکنک پر جانا چاہتا ہوں۔	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	کلب کے ارکان کے ساتھ	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	کس کلب کے ممبران کے ساتھ؟	with which club members?	grupo	alternativoj	prononco
level	diris la patro	باپ نے کہا	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	کچھ قسم کا کاغذ، کچھ قسم کے کاغذات	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	ایک بریف کیس میں	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	کاغذ کے ڈبے میں	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	کاغذات کو کاغذ کے ڈبے میں پھینک دیا۔	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	کچھ کاغذات کاغذ کے ڈبے میں پھینکے۔	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	کل جلدی	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	میرے اسپورٹس کلب کے ممبران	members of my sports club	grupo	alternativoj	prononco
level	kara mia	میرے پیارے	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	کیا یہ صحیح ہے؟	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	آپ کو غیر حاضر ہونا ضروری ہے	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	کیا تم نہیں ~	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	آپ کے ساتھی کلب کے اراکین	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	اپنے ساتھی کلب کے ممبروں کے ساتھ ایک دوسرے کو دیکھتا ہے۔	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	ہفتے میں تین بار	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	کیا میں ~	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	کچھ تجویز کرنے کا حق ہے۔	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	گھر والوں کے ساتھ کھانا کھاؤں گا۔	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	لیکن دوسرے حصے میں	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	میں اپنے دوستوں کے ساتھ جاؤں گا۔	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ کے بارے میں بات کریں گے۔	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	ایک ناکام ڈرائیو	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	یقینی طور پر ناکام ڈرائیو کے بارے میں بات کریں گے۔	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	کیک کے بعد	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	میں اب یہ نہیں چاہتا	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	یہ سننا چاہتا ہے؟	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	ہمارے پاس کیوں نہیں ہے ~	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	خیال سے مالا مال چچا	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	امیر چچا کا کچھ خیال ہے۔	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	میرے خاندان میں	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	ماں مسکرا دی	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	اس کے الفاظ پر	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	وہ جانتی ہے ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	تھوڑا بہت بولتا ہے	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	یہ کافی نہیں ہے صرف ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	خیالات کی دولت	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ کی بھی ضرورت ہے۔	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	ایسا کرنے کے لیے ایک مکمل پرس	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	ماں نے جاری رکھا ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	تھوڑی سی خاموشی کے بعد	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	چند منٹ پہلے	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	انا نے اسے فون کیا۔	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	وہ ہم سے بھی ملاقات کرے گی۔	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	ایک میٹھا کیک	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	وہ واقعی میٹھا کیک پسند کرتا ہے۔	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	محتاط ہے کہ موٹا نہ ہو۔	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	اگرچہ وہ توجہ دے گا	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	فوری طور پر ذہن بدل گیا	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	سیر کے دوران	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	اس کے بغیر	without her	grupo	alternativoj	prononco
level	li estus tre soleca	وہ بہت تنہا ہو گا۔	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	بہر حال میں پاس ہو جاؤں گا۔	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	البتہ کل گھر پر گزاروں گا۔	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	جوانی میں	in youth	grupo	alternativoj	prononco
level	oni havas	ایک ہے	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	خوبصورتی بھی ہے	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	پیچیدہ ملازمتیں	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	پیچیدہ ملازمتیں (مقصد)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	آسان کرنا چاہئے	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	اس عمر میں	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	وہ پہلے ہی ~ بن چکا ہے۔	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	اسپورٹس کلب کے سربراہ	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	ایک پیسہ لگاتا ہے	one puts money	grupo	alternativoj	prononco
level	en monujon	ایک بٹوے میں	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	ایک پرس میں رکھتا ہے	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	مثالوں پر عمل کریں	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	اچھے خاندان کے افراد سے	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	کیا دوستی آپ کو زیادہ خوش کرتی ہے؟	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	آپ کو خوش کرتا ہے	makes you happy	grupo	alternativoj	prononco
level	ol la amo	محبت کے مقابلے میں	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	آپ کتنی بار ~	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	آپ ~ کو خط لکھتے ہیں۔	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	اپنی لڑکی کے دوستوں کو خط لکھتا ہے۔	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	اٹلی میں آپ کی لڑکی دوست	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	آپ اور آپ کے استاد کے درمیان تعلق	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	کیا رشتہ بدل گیا ہے؟	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	کیا آپ پہلے ہی جانتے ہیں ~	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	کافی اچھا	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	~ میں شام تھی۔	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	سینکڑوں لوگ	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	مربع کو بھرتا ہے۔	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	جوان اور سپاہی	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	جہازوں سے ملاح	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	شاندار خاتون	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	شاندار خواتین	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	غیر ملکی مسافروں	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	ہر کوئی شہر کے مرکز کی طرف بڑھ رہا ہے۔	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	تھوڑا آگے	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	سمندر سے دور نہیں	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	ایک چھوٹا مربع تھا	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	تھوڑا آگے لیکن دور نہیں۔	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	اس کے آخر میں	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	سمندر کے قریب	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	قریب ہی ایک آدمی کھڑا تھا۔	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	لباس کے مطابق	according to the clothing	grupo	alternativoj	prononco
