A.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	post la tagmanĝo	หลังอาหารกลางวัน	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	เพื่อทำความสะอาดห้องครัว	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	ใครจะทำความสะอาดครัว?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	อยากดื่ม	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	คุณอยากดื่มอะไร	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	เพื่อดื่มชา	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	น้ำเล็กน้อย	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	คุณไม่ต้องการอะไรเหรอ?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	ทันใดนั้น	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	ทำไมคุณถึงตัดสินใจ ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	ทำไมคุณถึงตัดสินใจ ~ จู่ๆ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	ห้องของคุณ	your room	grupo	alternativoj	prononco
level	via ĉambreto	ห้องเล็กๆของคุณ	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	ไปที่ห้องเล็กๆของคุณ	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	เพื่อปรับปรุงห้องเล็กๆของคุณ	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	ตัดสินใจปรับปรุงห้องเล็กๆ ของคุณใหม่	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	ถึงผู้ซึ่ง	to whom	grupo	alternativoj	prononco
level	vi donis ~	คุณให้ ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	คุณมอบให้ใคร ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	แว่นตาที่สะอาด	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	คุณให้แก้วที่สะอาด	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	แก้วไวน์ที่สะอาด	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	กับใคร	against whom	grupo	alternativoj	prononco
level	via sportklubo	สโมสรกีฬาของคุณ	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	เล่นกับ ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	สองสัปดาห์ที่ผ่านมา	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	สโมสรกีฬาของคุณเล่นกับใคร?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	คุณเห็น ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	คุณเห็นบ่อยไหม ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	มักจะพบตำรวจ	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	คนที่อาศัยอยู่ใน ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	อาศัยอยู่ในที่พักอาศัย	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	ที่ประทับเบื้องบนของท่าน	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	เห็นตำรวจที่อาศัยอยู่~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	แผนการขับรถ	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	อยากไปเที่ยว	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	เพื่อเดินทางไปยังประเทศอื่น	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	ในเวลาว่าง	in free time	grupo	alternativoj	prononco
level	ili decidis iri	พวกเขาตัดสินใจไป	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	ตัดสินใจไปอิตาลี	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	เมืองเก่า	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	ประเทศที่มีเมืองเก่า	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	ความงามอื่น ๆ	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	และความงามอื่น ๆ	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	ประเทศที่สวยงามพร้อมด้วยเมืองเก่าและความงามอื่นๆ	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	พวกเขามีความสุข	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	อยู่ที่ไหน ~ ?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	เสื้อผ้าของฉันอยู่ที่ไหน	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	เธอถาม~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	อย่าลืมเอามานะ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	เพื่อนำหนังสือติดตัวไปด้วย	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	หนังสือเรียนภาษาเอสเปรันโต	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	เพื่อพกหนังสือไปเรียน	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	เราสามารถเริ่มได้ ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ในรถไฟ	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	อยู่ในรถไฟแล้ว	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	เราจะไม่ทำอะไรเลย	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	โดยรถยนต์	by car	grupo	alternativoj	prononco
level	ni veturos per ~	เราจะขับรถผ่านไป~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	จะขับรถ	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	ฉันมีความลับ	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	ลุงรวยของฉัน	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	ความปรารถนาของฉัน	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	เติมเต็มความปรารถนาของฉัน	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	ให้เรา	gave us	grupo	alternativoj	prononco
level	sian aŭton	รถของเขา	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	และมอบรถของเขาให้เรา	and gave us his car	grupo	alternativoj	prononco
level	por uzo	สำหรับการใช้งาน	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	มันยืนอยู่ข้างหน้า~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	ยืนอยู่หน้าบ้าน	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	ต้องบอกว่า~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	อย่าพูดอะไรเลย	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	นั่งลงกันเถอะ	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	เข้าไปในรถ	get in the car	grupo	alternativoj	prononco
level	veturi al ~	เพื่อขับรถไป ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	และขับรถไปอิตาลี	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	นั่งอยู่ในรถ	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	เสื้อผ้าด้วย	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~อยู่ในรถ.	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ยังคงนั่งรออยู่	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	แต่เขารออยู่	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	ทำไมเราไม่ ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	ทำไมเราไม่เริ่มขับรถล่ะ?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	ฉันมี~ด้วย	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	จะขับรถไป	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	แต่ฉันไม่รู้~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	ฉันไม่เคยเรียนรู้สิ่งนั้น	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	ฉันก็จะเชื่อ~.	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	ถ้าฉันมีสุขภาพดี	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	ฉันจะมีความสุขมาก	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	ราวกับว่าคุณร่ำรวย	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	คุณนั่งอยู่ที่นั่นราวกับว่าคุณเป็นคนรวย	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	โรงเรียนที่ถูกกล่าวหา	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	เหมือนเศรษฐี	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	คุณนั่งอยู่ที่นั่นเหมือนเศรษฐี	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	เงินมากมาย	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	เงินมากเท่ากับความคิด	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	ถ้าฉันมีเงินมากขนาดนั้น	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	ฉันจะเดินทาง	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	รอบโลก	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	ในทุกพจนานุกรม	in every dictionary	grupo	alternativoj	prononco
level	mankas io	มีบางอย่างหายไป	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	คำบางคำหายไป	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	ผู้ชายที่พูดยาว	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ที่โต๊ะอาหาร	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	คนที่พูดก็จะหิวโหย	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	เล่าต่อบนโต๊ะอาหาร	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	เขาต้องใส่ใจกับ ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	ไม่ได้รับอนุญาตให้~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	ได้รับอนุญาตให้อยู่	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	ไม่ได้รับอนุญาตให้อยู่นาน	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	เพื่อที่จะอยู่ท่ามกลางสายฝน	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	นั่นเป็นสาเหตุที่ทำให้เขาเป็นหวัด	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	เขามีความคิดที่ชัดเจนของตัวเอง	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	แต่เขาจะเชื่อทุกสิ่ง	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	อะไรก็ตามที่คุณพูด	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	ราวกับว่าคุณเป็นภรรยาของเขา	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	พ่อแม่ของคุณ	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	เพื่อให้พ่อแม่ของคุณมีความสุข	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ได้โปรดอะไร ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	อะไรจะทำให้พ่อแม่ของคุณมีความสุขมากที่สุด?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	หลังจากการเรียนรู้	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	อย่างน้อยหลังการเรียนรู้	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	เข้าสู่ใจกลางเมือง	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	ถ้าคุณจะไปกับฉัน	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	ถ้าคุณจะไปในเมืองกับฉัน	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	คุณอยากไปเที่ยวที่ไหน?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	ถ้าคุณมี ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	มีเงินมากพอ	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	ถ้าคุณมีเงินและอุณหภูมิเพียงพอ	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	คุณวางแผนที่จะ ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	มีแผนจะเดินทางไปปารีส	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	ขับด้วยแอกซูโต	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	ดีขึ้นมาก	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	ดูเหมือนดีขึ้นมาก	seems much better	grupo	alternativoj	prononco
level	per vagonaro	โดยรถไฟ	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	หรือดูเหมือนจะไม่ดีขึ้นมากนัก?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	คนต่างๆ	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	ทำไมผู้คนถึงอธิบายด้วยวิธีที่ต่างกัน?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	ความคิดเดียวกัน	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	อธิบายแนวคิดเดียวกัน	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	สมาชิกในครอบครัวมารวมตัวกัน	family members get together	grupo	alternativoj	prononco
level	kiel rapide	เร็วแค่ไหน	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	วันผ่านไป	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	วันเวลาผ่านไปเร็วแค่ไหน!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	พรุ่งนี้จะเป็น ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	วันเกิดพ่อของคุณ	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	สมาชิกในครอบครัวหลายคน	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	สมาชิกครอบครัวหลายคนจะมา	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	และเพื่อน ๆ	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	ขอหน่อยได้ไหม~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	คุณช่วยหน่อยได้ไหม?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	สักพักหนึ่ง	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	หาเวลาสักหน่อย	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	เพื่อจัดห้องของคุณให้เรียบร้อย	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	อย่างน้อยก็เพื่อจัดห้องของคุณให้เรียบร้อย	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	อยากได้~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	ฉันอยากจะทำอาหารบางอย่าง	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	บางสิ่งบางอย่างที่ดี	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	ปรุงอาหารที่ดี	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	สำหรับเค้กวันเกิด	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	กำลังขาดนม	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	ในบ้าน	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	จำเป็นต้องจัดหา~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	อาหารบางอย่าง	some food	grupo	alternativoj	prononco
level	el vendejo	จากร้านค้า	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	เพื่อรับอาหารจากที่ซ่อน	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	ฉันจะไปชอปปิ้ง	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	สำหรับวันเกิด	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	แทนที่จะนั่งกินข้าว	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	คนที่น่าสนใจ	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	กับสมาชิกในครอบครัวที่ไม่น่าสนใจ	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	ฉันอยากจะไปปิกนิก	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	กับสมาชิกชมรม	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	กับสมาชิกชมรมคนไหน?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	พ่อพูด	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	กระดาษบางชนิด กระดาษบางชนิด	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	ในกระเป๋าเอกสาร	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	ลงในถังกระดาษ	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	โยนกระดาษลงในถังกระดาษ	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	โยนกระดาษบางส่วนลงในถังกระดาษ	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	พรุ่งนี้เช้า	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	สมาชิกของสโมสรกีฬาของฉัน	members of my sports club	grupo	alternativoj	prononco
level	kara mia	ที่รัก	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	นั่นถูกต้องใช่ไหม?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	คุณจะต้องไม่อยู่	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	ใช่ไหม~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	เพื่อนสมาชิกชมรมของคุณ	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	พบปะกับเพื่อนสมาชิกชมรมของคุณ	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	สามครั้งต่อสัปดาห์	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	ฉันขอได้ไหม ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	มีสิทธิเสนอบางสิ่งบางอย่างได้	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	ฉันจะกินข้าวกับครอบครัว	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	แต่ในส่วนที่สอง	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	ฉันจะไปกับเพื่อนของฉัน	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	จะพูดถึง~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	ไดรฟ์ล้มเหลว	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	จะพูดถึงเรื่องไดรฟ์ที่ล้มเหลวอย่างแน่นอน	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	หลังจากเค้ก	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	ฉันไม่ต้องการสิ่งนั้นอีกต่อไป	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	อยากได้ยินแบบนั้น	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	ทำไมเราไม่มี ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	คุณลุงผู้มีความคิดมากมาย	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	มีความคิดบางอย่างที่ลุงรวย	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	ในครอบครัวของฉัน	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	แม่ยิ้ม	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	ตามคำพูดของเขา	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	เธอรู้เรื่องนี้~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	พูดมากเกินไปนิดหน่อย	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	แค่~เท่านั้นยังไม่พอ	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ความมั่งคั่งของความคิด	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ ก็จำเป็นเช่นกัน	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	กระเป๋าเงินเต็มเพื่อให้มันเกิดขึ้น	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	คุณแม่เล่าต่อ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	หลังจากเงียบไปเล็กน้อย	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	ไม่กี่นาทีที่แล้ว	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	อานาเรียกเธอว่า~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	เธอก็จะมาเยี่ยมเราด้วย	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	เค้กหวาน	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	เธอชอบเค้กหวานมาก	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	ระวังอย่าให้อ้วน	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	แม้ว่าเธอจะให้ความสนใจก็ตาม	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	เปลี่ยนใจทันที	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	ระหว่างการเดินทาง	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	ปราศจากเธอ	without her	grupo	alternativoj	prononco
level	li estus tre soleca	เขาจะเหงามาก	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	แม้ว่าฉันจะผ่านไปได้	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	แต่ฉันจะใช้เวลาพรุ่งนี้ที่บ้าน	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	ในวัยเยาว์	in youth	grupo	alternativoj	prononco
level	oni havas	หนึ่งมี	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	ก็มีความสวยงามเช่นกัน	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	งานที่ซับซ้อน	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	งานที่ซับซ้อน (วัตถุประสงค์)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	ควรทำให้ง่ายขึ้น	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	ในวัยนั้น	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	เขากลายเป็นไปแล้ว ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	หัวหน้าสโมสรกีฬา	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	คนหนึ่งใส่เงิน	one puts money	grupo	alternativoj	prononco
level	en monujon	ลงในกระเป๋าสตางค์	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	ใส่ในกระเป๋าเงิน	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	ทำตามตัวอย่าง	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	จากสมาชิกในครอบครัวที่ดี	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	มิตรภาพทำให้คุณมีความสุขมากขึ้นไหม?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	ทำให้คุณมีความสุข	makes you happy	grupo	alternativoj	prononco
level	ol la amo	กว่าความรัก	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	คุณทำบ่อยแค่ไหน~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	คุณเขียนจดหมายถึง ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	เขียนจดหมายถึงเพื่อนสาวของคุณ	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	เพื่อนสาวของคุณในอิตาลี	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	ความสัมพันธ์ระหว่างคุณกับครูของคุณ	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	ความสัมพันธ์เปลี่ยนไปไหม?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	คุณรู้อยู่แล้ว ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	ค่อนข้างดี	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	มันเป็นช่วงเย็นใน ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	หลายร้อยคน	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	เติมเต็มสี่เหลี่ยม	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	ชายหนุ่มและทหาร	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	ลูกเรือจากเรือ	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	ผู้หญิงที่โดดเด่น	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	ผู้หญิงที่โดดเด่น	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	นักท่องเที่ยวชาวต่างชาติ	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	ทุกคนกำลังย้ายไปอยู่ใจกลางเมือง	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	ต่อไปอีกเล็กน้อย	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ไม่ไกลจากทะเล	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	มีจัตุรัสเล็กๆ	there was a small square	grupo	alternativoj	prononco
