A.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi bonvolus iom helpi?	не могли б ви трохи допомогти?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	ще трохи	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	знайти трохи часу	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	навести порядок у своїй кімнаті	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	хоча б для того, щоб навести порядок у своїй кімнаті	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Я хотів би ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Я хотів би щось приготувати	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	щось добре	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	приготувати щось смачне	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	на день народження торт	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	не вистачає молока	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	вдома	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	необхідно заготовити ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	трохи їжі	some food	grupo	alternativoj	prononco
level	el vendejo	з магазину	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	щоб отримати їжу зі схованки	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Я буду робити покупки	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	на день народження	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	замість того, щоб сидіти і їсти	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	цікаві люди	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	з нецікавими членами сім'ї	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Я хотів би піти на пікнік	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	з членами клубу	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	з членами якого клубу?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	сказав батько	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	якийсь папір, якісь папери	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	в портфелі	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	у відро для паперу	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	кинув папери в урну для паперу	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	кинув кілька паперів у кошик для паперу	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	завтра рано	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	члени мого спортивного клубу	members of my sports club	grupo	alternativoj	prononco
level	kara mia	дорогий	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	це так?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	ти повинен бути відсутнім	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	чи не так ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	ваших одноклубників	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	бачите один одного з вашими одноклубниками	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	Три рази на тиждень	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	можу я ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	має право щось запропонувати	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Я буду їсти з членами сім'ї	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	але в другій частині	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Я піду з друзями	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	буде говорити про ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	несправний диск	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	обов'язково розповім про несправний диск	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	після торта	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Я більше цього не хочу	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	хоче це почути	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	чому ми не маємо ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ідейний дядько	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	має якусь ідею багатий дядько	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	в моїй родині	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	— усміхнулася мати	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	за його словами	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	вона це знає ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	говорить трохи забагато	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	недостатньо просто ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	багатство ідей	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ теж потрібен	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	повний гаманець, щоб це сталося	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	продовжувала мати ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	після невеликої тиші	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	кілька хвилин тому	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ана назвала це вона ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	вона також завітає до нас	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	солодкий торт	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	вона дуже любить солодкий торт	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	стежить, щоб не розтовстіти	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	хоча вона зверне увагу	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	відразу передумав	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	під час екскурсії	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	без неї	without her	grupo	alternativoj	prononco
level	li estus tre soleca	він був би дуже самотній	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Я все одно пройду	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Проте завтрашній день я проведу вдома	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	в молодості	in youth	grupo	alternativoj	prononco
level	oni havas	один має	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	також має красу	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	складні роботи	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	складні роботи (об'єктивні)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	слід спростити	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	в тому віці	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	він уже став ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	керівник спортивного клубу	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	один кладе гроші	one puts money	grupo	alternativoj	prononco
level	en monujon	в гаманець	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	кладе в гаманець	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	дотримуйтесь прикладів	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	від хороших членів сім'ї	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	чи дружба робить тебе щасливішим?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	робить тебе щасливим	makes you happy	grupo	alternativoj	prononco
level	ol la amo	ніж любов	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	як часто ти ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	ти пишеш листи ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	пише листи своїм подругам	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	твої подруги в Італії	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	стосунки між вами та вашим учителем	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	стосунки змінилися?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ти вже знаєш ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	досить добре	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	був вечір у ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	сотні людей	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	заповнює квадрат	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	юнаків і солдатів	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	матроси з кораблів	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	видатна леді	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	видатні дами	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	іноземні мандрівники	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	всі рухаються в центр міста	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	трохи далі	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	недалеко від моря	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	була маленька площа	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	трохи далі але недалеко	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	в кінці цього	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	недалеко від моря	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	поруч стояв чоловік	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	відповідно до одягу	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	можна легко знати ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	вдалося з'ясувати, що ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	гондольєр багатої людини	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	міг дізнатися, що він був гондольєром	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	він виглядав ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	дивився на радісну юрбу	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	усмішка осяяла його обличчя	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	коли побачив матроса	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	матрос, який прибув	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	бік моря	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	прибув з боку моря	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	це ти, Стівене?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	— вигукнув гондольєр	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	всі кажуть, що ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	в руки турків	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	що ти потрапив до рук турків	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ми зустріли одного	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	з наших кораблів	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	воно слідувало за нами	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	більше години	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	але це нелегко йти ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	йти швидше за наш корабель	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	які тут новини?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	тут у Венеції	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	нічого цікавого	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	просто велике нещастя	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ти знаєш П'єтро?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	я знаю його	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	великий корабель занурив його гондолу	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	а що з ним?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	гондола затонула	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	траплялося, що ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	ми були поруч	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	ми взяли його в нашу гондолу	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	в той самий час	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	мій бос потонув	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	допомогти молодій жінці	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	молода жінка, яка мало не померла	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	зі своїм дядьком	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	мало не загинув разом із дядьком	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	була молода жінка	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	ми не могли йому допомогти	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	був важливою особою	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	що привело тебе до Венеції?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	мій друг	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	— підвів очі моряк	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	швидко глянув на друга	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	і почав говорити	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	щоб ти знав ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Я приніс ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	— раптом зупинив його гондольєр	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	він сказав	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	потім повз пройшов чоловік	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	повз нього пройшов чоловік	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	йому ще не було тридцяти	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	і його обличчя було безбарвним	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	його шлях був впевненим і легким	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	обличчя його було сумне	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	коли він побачив людину, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	кажуть, що ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	багато важливих людей дають ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	таємна робота	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	таємні роботи	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	дає йому секретні завдання	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	занадто багато секретів	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	він знає занадто багато секретів	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	тому вони бояться	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	відправити його до в'язниці	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	— сказав матрос	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	і як він говорив	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	— показав він на особняк	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	особняк дожів	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	багато важливих людей потребують його допомоги	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	скільки вони платять?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	платить йому	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	платить за одне вбивство	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	звичайно не менше ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	ніж сто монет	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	не забувайте про це ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	що він працює на них	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	для тих, у кого достатньо грошей	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	заплатити йому	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	у Венеції є ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ці речі	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	забути ці речі	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	речі, які краще забути	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	якщо хочеш поїсти спокійно	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	щоб спокійно їсти свій хліб	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	була якась тиша	there was some silence	grupo	alternativoj	prononco
level	kaj poste	і пізніше	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	— знову заговорив гондольєр	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	ти прийшов якраз вчасно	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	побачити човнові змагання	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	– слабко сказав хтось	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	біля гондольєра	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	мер міста	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	безмовно показав на гондолу	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	— сказав гондольєр	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	і взяв друга за руку	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	кидає папірець	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	у кошик для паперу	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	— кинули папірці дівчата	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	де моя ручка	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Я хочу йому відповісти	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	сонце зникло	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	а зараз майже темно	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	будь ласка, їжте	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	будь ласка, їжте хліб	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	зі столовими приборами	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Вибачте	excuse me	grupo	alternativoj	prononco
level	rajtas resti	дозволяється залишатися	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Я не маю права залишатися	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	ти можеш принести ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	від моєї сестри	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	коли ти купив ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	купив цей музичний інструмент	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	хто користувався останнім?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	використав мій ключ	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ти водив?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	у Венеції	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	також гондолою	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	ти зможеш заснути?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	потім, коли настала тиша	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	пан був високий	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	високий, товстий	tall, fat	grupo	alternativoj	prononco
level	dika, peza	товстий, важкий	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	важкий і великий	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	був високий, товстий, важкий і великий	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	давав сили	gave strength	grupo	alternativoj	prononco
level	havinda forto	сила, яку варто мати	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	фізична сила, яку варто мати	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	що дав	that gave	grupo	alternativoj	prononco
level	donis al li	дав йому	gave him	grupo	alternativoj	prononco
level	tio donis forton	що додавало сили	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	дав тілу силу, яку варто мати	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	його зовнішній вигляд	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	зовнішній вигляд високої людини	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	маленька роль	a small role	grupo	alternativoj	prononco
level	ludis rolon	зіграв роль	played a role	grupo	alternativoj	prononco
level	ne eta rolo	не мала роль	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	зіграла невелику роль	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	зіграла не малу роль	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	в тому, що ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	більшість людей	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	якщо не боїться	if not afraid	grupo	alternativoj	prononco
level	lin timis	боявся його	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	якби він боявся	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	якщо не боїться його	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	звичайно поважають	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	принаймні думав про ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	перед ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	щоб задовольнити його	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	щоб йому не сподобатися	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	перед незадоволенням ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	перш ніж прийняти рішення ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	вирішувати не догодити ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	щоб вирішити його задовольнити	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	перш ніж вирішити не сподобатися йому	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	те, що корисно	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	часто корисний протягом дня	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	неприємна неприємність	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	самостійно	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	доставляє неприємну неприємність	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	представляє себе як неприємну неприємність	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	у місці, повному дерев	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	тоді, коли хтось заблукав	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	в нелюдській пустелі	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	і з’їжджає з дороги в хаосі	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	високе велике тіло	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	не вдалося пройти ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	серед кущів	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	на додаток до дотику до природних речей	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	взагалі мокрий	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	посеред вологої природи	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	мокрі натуральні речі, в середині яких ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	він йшов важко	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	це був досвід	it was an experience	grupo	alternativoj	prononco
level	ne malofte	не рідкість	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	болісно і завжди неприємно	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	тим більше ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	рухався вперед у житті	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	в замковому лісі	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	чим далі йшов вперед, тим більше не любив ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	не любив нічний спосіб життя	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	людина з очима, які можна чітко бачити	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	очі, які добре бачили	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	добре бачити в темряві	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	подивився на важкий хід	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	від нашого промисловця	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	він посміхнувся	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	поруч з тим чоловіком	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	в одязі міліціонера	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	стояла інша людина	another person was standing	grupo	alternativoj	prononco
