A.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	familianoj kunvenas	familiemedlemmer mødes	family members get together	grupo	alternativoj	prononco
level	kiel rapide	hvor hurtigt	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	dage går	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	hvor går dagene hurtigt!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	i morgen vil være ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	din fars fødselsdag	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	flere familiemedlemmer	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	flere familiemedlemmer kommer	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	og venner	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	vil du venligst ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	kan du hjælpe lidt?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	et kort øjeblik	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	finde lidt tid	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	at rydde op på dit værelse	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	i det mindste for at rydde op på dit værelse	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Jeg vil gerne ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Jeg vil gerne lave noget	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	noget godt	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	lave noget godt	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	til fødselsdagskagen	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	mangler mælk	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	i hjemmet	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	det er nødvendigt at anskaffe ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	noget mad	some food	grupo	alternativoj	prononco
level	el vendejo	fra en butik	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	at få noget mad fra et gemmested	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Jeg vil shoppe	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	til fødselsdagen	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	i stedet for at sidde og spise	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	interessante mennesker	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	med uinteressante familiemedlemmer	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Jeg vil gerne på picnic	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	med klubbens medlemmer	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	med hvilke klubmedlemmer?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	sagde faderen	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	en slags papir, en slags papirer	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	i en mappe	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	i en papirspand	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	smed papirer i en papirspand	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	smed nogle papirer i en papirspand	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	tidligt i morgen	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	medlemmer af min sportsklub	members of my sports club	grupo	alternativoj	prononco
level	kara mia	min kære	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	er det rigtigt?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	du skal være fraværende	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	gør du ikke ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	dine medklubmedlemmer	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ser hinanden med dine medklubmedlemmer	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tre gange om ugen	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	må jeg ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	har ret til at foreslå noget	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Jeg spiser sammen med familiemedlemmerne	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	men i anden del	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Jeg vil gå med mine venner	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	vil tale om ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	et mislykket drev	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	vil helt sikkert tale om det fejlslagne drev	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	efter kagen	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Det gider jeg ikke længere	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	ønsker at høre det	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	hvorfor har vi ikke ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	en idérig onkel	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	har en idérig onkel	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	i min familie	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	moren smilede	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	ved hans ord	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	hun ved det ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	taler lidt for meget	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	det er ikke nok bare ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	rigdom af ideer	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ er også nødvendig	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	en fuld tegnebog for at få det til at ske	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	moderen fortsatte ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	efter lidt stilhed	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	et par minutter siden	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana kaldte det hun ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	hun vil også besøge os	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	en sød kage	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	hun kan virkelig godt lide sød kage	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	er opmærksom på ikke at blive tyk	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	selvom hun vil være opmærksom	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	ombestemte sig straks	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	under udflugten	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	uden hende	without her	grupo	alternativoj	prononco
level	li estus tre soleca	han ville være meget ensom	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Jeg vil dog bestå	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Jeg vil dog tilbringe i morgen hjemme	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	i ungdommen	in youth	grupo	alternativoj	prononco
level	oni havas	man har	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	har også skønhed	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	komplicerede jobs	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	komplicerede job (mål)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	bør forenkle	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	i den alder	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	han er allerede blevet ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	leder af sportsklubben	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	man sætter penge	one puts money	grupo	alternativoj	prononco
level	en monujon	ind i en tegnebog	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	lægger i en pung	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	følg eksemplerne	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	fra de gode familiemedlemmer	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	gør venskab dig gladere?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	gør dig glad	makes you happy	grupo	alternativoj	prononco
level	ol la amo	end kærligheden	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	hvor ofte gør du ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	du skriver breve til ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	skriver breve til dine veninder	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	dine veninder i Italien	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	forholdet mellem dig og din lærer	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	har forholdet ændret sig?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ved du allerede ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	ret godt	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	det var aften i ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	hundredvis af mennesker	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	fylder firkanten	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	unge mænd og soldater	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	søfolk fra skibene	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	fremragende dame	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	fremragende damer	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	udenlandske rejsende	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	alle flytter til bymidten	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	lidt længere	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ikke langt fra havet	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	der var en lille plads	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	lidt længere, men ikke langt	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	i slutningen af det	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	nær havet	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	en mand stod i nærheden	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	ifølge tøjet	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	man kan let vide ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	det var muligt at finde ud af, at ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	en rigmands gondolier	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	kunne finde ud af, at han var en gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	han så ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	så på den glade skare	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	et smil lyste op på hans ansigt	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	da han så en sømand	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	sømanden, der ankom	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	siden af havet	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	ankommet fra siden af havet	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	er det dig, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	udbrød gondolieren	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	alle siger det ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	i hænderne på tyrkerne	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	at du faldt i tyrkernes hænder	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	vi mødte en	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	fra vores skibe	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	den fulgte os	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	i mere end en time	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	men det er ikke let at gå ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	at gå hurtigere end vores skib	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	hvilke nyheder er her?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	her i Venedig	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	intet interessant	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	bare en stor ulykke	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	kender du Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Jeg kender ham	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	et stort skib nedsænkede hans gondol	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	og hvad med ham?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondolen sank	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	det skete, at ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	vi var tæt på	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	vi tog ham i vores gondol	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	på samme tid	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	min chef druknede	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	at hjælpe en ung kvinde	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	en ung kvinde, der næsten døde	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	med sin onkel	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	døde næsten sammen med sin onkel	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	der var en ung kvinde	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	vi kunne ikke hjælpe ham	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	var en vigtig person	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	hvad bragte dig til Venedig?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	min ven	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	sømanden så op	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	kiggede hurtigt på sin ven	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	og begyndte at sige	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	så du ved ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Jeg bragte ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolieren stoppede ham pludselig	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	han sagde	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	så gik en mand forbi	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	en mand gik forbi ham	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	han var endnu ikke tredive	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	og hans ansigt var farveløst	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	hans gang var sikker og let	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	hans ansigt var trist	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	da han så manden, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	det siges, at ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	mange vigtige mennesker giver ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	hemmeligt arbejde	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	hemmelige job	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	giver ham hemmelige job	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	for mange hemmeligheder	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	han kender for mange hemmeligheder	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	derfor er de bange	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	at sende ham i fængsel	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	sagde sømanden	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	og som han talte	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	han pegede på palæet	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges palæ	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	mange vigtige mennesker har brug for hans hjælp	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	hvor meget betaler de?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	betaler ham	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	betaler for et drab	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	bestemt ikke mindre end ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	end hundrede mønter	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	glem ikke at ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	at han arbejder for dem	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	for dem, der har penge nok	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	at betale ham	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	i Venedig er der ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	disse ting	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	at glemme de ting	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	ting, der er bedre at glemme	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	hvis du vil spise i fred	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	at spise dit brød i fred	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	der var en vis stilhed	there was some silence	grupo	alternativoj	prononco
level	kaj poste	og senere	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondolieren talte igen	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	du kom lige i tide	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	at se et bådkapløb	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	sagde nogen svagt	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	tæt på gondolieren	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	byens borgmester	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	ordløst pegede på gondolen	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	sagde gondolieren	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	og tog sin vens hånd	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	smider papiret	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	i papirbakken	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	pigerne smed papirerne	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	hvor er min pen	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Jeg vil gerne svare ham	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	solen forsvandt	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	og nu er det næsten mørkt	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	spis venligst	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	spis venligst brødet	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	med bestik	with cutlery	grupo	alternativoj	prononco
level	pardonu min	undskyld mig	excuse me	grupo	alternativoj	prononco
level	rajtas resti	får lov at blive	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Jeg har ikke ret til at blive	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	kan du medbringe ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	fra min søster	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	hvornår købte du ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	købte det musikinstrument	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	hvem brugte sidst?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	brugte min nøgle	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	kørte du?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	i Venedig	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	også med gondol	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	vil du være i stand til at falde i søvn?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	derefter, når der var stille	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	herren var høj	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	høj, fed	tall, fat	grupo	alternativoj	prononco
level	dika, peza	tyk, tung	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	tunge og store	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	var høj, tyk, tung og stor	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	gav styrke	gave strength	grupo	alternativoj	prononco
level	havinda forto	en kraft, der er værd at have	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fysisk styrke værd at have	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	der gav	that gave	grupo	alternativoj	prononco
level	donis al li	gav ham	gave him	grupo	alternativoj	prononco
level	tio donis forton	det gav styrke	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	gav kropsstyrke værd at have	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	hans udseende	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	en høj persons udseende	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	en lille rolle	a small role	grupo	alternativoj	prononco
level	ludis rolon	spillede en rolle	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ikke en lille rolle	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	spillede en lille rolle	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	spillede ikke ringe rolle	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	i det faktum, at ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	flertallet af folket	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	hvis ikke bange	if not afraid	grupo	alternativoj	prononco
level	lin timis	var bange for ham	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	hvis han var bange	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	hvis ikke er bange for ham	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	bestemt respekteret	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	i det mindste tænkt på ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	før ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	at tilfredsstille ham	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	at mishage ham	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	før utilfredsstillende ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	før du beslutter ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	at beslutte at mishage ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	at beslutte at tilfredsstille ham	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	før han beslutter sig for at mishage ham	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	det, som er nyttigt	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	ofte nyttige i løbet af dagen	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	en ubehagelig gene	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	af ham selv	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	frembyder en ubehagelig gene	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	præsenterer sig selv som en ubehagelig gene	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	på et sted fyldt med træer	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	da, naar man gik vild	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	i en umenneskelig vildmark	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	og går af vejen i kaos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	en høj stor krop	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	undlod at bestå ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	blandt buskene	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	ud over at røre ved de naturlige ting	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	generelt våde	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	midt i den våde natur	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	våde naturlige ting, i midten af hvilke ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	han gik med besvær	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	det var en oplevelse	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ikke ualmindeligt	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	smertefuldt og altid ubehageligt	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	jo flere ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	kommet videre i livet	moved forward in life	grupo	alternativoj	prononco
