A.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	de la bonaj familianoj	မိသားစုဝင်ကောင်းများထံမှ	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	ခင်မင်ရင်းနှီးမှုက သင့်ကို ပိုပျော်ရွှင်စေသလား။	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	သင့်ကို ပျော်ရွှင်စေသည်။	makes you happy	grupo	alternativoj	prononco
level	ol la amo	အချစ်ထက်	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	ဘယ်နှစ်ကြိမ်လဲ ~	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	~ မင်းဆီကို စာတွေရေးတယ်။	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	မင်းရဲ့ကောင်မလေးသူငယ်ချင်းတွေဆီ စာတွေရေးတယ်။	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	အီတလီက မင်းရဲ့သူငယ်ချင်းကောင်မလေး	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	သင်နှင့် သင့်ဆရာကြားဆက်ဆံရေး	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	ဆက်ဆံရေး ပြောင်းလဲသွားပြီလား	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	သိပြီးပြီလား ~	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	တော်တော်ကောင်းပါတယ်။	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	ညနေစောင်းပြီ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	လူရာပေါင်းများစွာ	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	စတုရန်းကိုဖြည့်ပါ။	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	လူငယ်များနှင့် စစ်သည်များ	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	သင်္ဘောများမှ သင်္ဘောသားများ	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	ထူးချွန်သောအမျိုးသမီး	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	ထူးချွန်သောအမျိုးသမီးများ	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	နိုင်ငံခြားခရီးသည်များ	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	အားလုံးက မြို့လယ်ကို ရွှေ့နေကြတယ်။	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	အနည်းငယ်ပို	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ပင်လယ်နဲ့ မဝေးဘူး။	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	သေးငယ်သောစတုရန်းတစ်ခုရှိခဲ့သည်။	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	အနည်းငယ်ဝေးသော်လည်း မဝေးပါ။	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	အဆုံးမှာ	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	ပင်လယ်နားမှာ	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	အနီးအနားမှာ လူတစ်ယောက် ရပ်နေတယ်။	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	အဝတ်အစားအရ၊	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	လွယ်လွယ်နဲ့ သိနိုင်တယ် ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	~အဲဒါကို သိနိုင်တယ်။	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	သူဌေး၏ ဂေါ်ဖီသမား	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	သူသည် ဂေါ်ဖီသမားတစ်ဦးဖြစ်ကြောင်း သိရှိနိုင်သည်။	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	သူကြည့်သည် ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	ရွှင်လန်းနေသော လူအုပ်ကြီးကို ကြည့်လိုက်သည်။	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	အပြုံးတစ်ခုက သူ့မျက်နှာကို တောက်ပစေသည်။	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	သင်္ဘောသားတစ်ဦးကို မြင်သောအခါ၊	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	ရောက်လာတဲ့ သင်္ဘောသား	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	ပင်လယ်ဘက်ခြမ်း	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	ပင်လယ်ဘက်ခြမ်းကနေ ရောက်လာတယ်။	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	မင်းက Stephen လား။	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	ဂွန်ဒိုလီယာဟု အော်သည်။	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	လူတိုင်းက ဒီလိုပြောတယ် ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	တာ့လက်ထဲသို့	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	တာ့လက်ထဲ ရောက်သွားပြီ	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	တစ်ခုတွေ့တယ်။	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	ငါတို့သင်္ဘောတွေဆီက	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ငါတို့နောက်ကို လိုက်ခဲ့တယ်။	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	တစ်နာရီကျော်ကြာသည်။	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ဒါပေမယ့် သွားရတာ မလွယ်ဘူး~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ငါတို့ သင်္ဘောထက် မြန်မြန်သွားရမယ်။	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	ဒီမှာ ဘာသတင်းလဲ။	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	ဒီမှာ ဗင်းနစ်	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ဘာမှစိတ်ဝင်စားစရာမရှိ	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	ကံဆိုးမှုကြီးတစ်ခုပဲ။	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	Pietro ကို သိလား။	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	ငါသူ့ကိုသိတယ်	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	သင်္ဘောကြီးတစ်စင်းက သူ့ဂွန်ဒိုလာကို မြုပ်သွားတယ်။	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	အဘယ့်ကြောင့်နည်း။	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	ဂွန်ဒိုလာ နစ်မြုပ်သွားသည်။	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	ဖြစ်သွားတာပေါ့~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	ငါတို့ ရင်းနှီးခဲ့ကြတယ်။	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	ငါတို့က သူ့ကို ငါတို့ ဂွန်ဒိုလာထဲ ခေါ်သွားတယ်။	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	တစ်ချိန်တည်းမှာပဲ	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	ငါ့သူဌေးရေနစ်	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	အမျိုးသမီးငယ်တစ်ဦးကိုကူညီရန်	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	သေလုမျောပါးဖြစ်နေသော အမျိုးသမီးငယ်တစ်ဦး	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	သူ့ဦးလေးနှင့်	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	သူ့ဦးလေးနဲ့အတူ သေလုနီးပါး	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	အမျိုးသမီးငယ်တစ်ဦးရှိခဲ့သည်။	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	သူ့ကို မကူညီနိုင်ခဲ့ဘူး။	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	အရေးကြီးတဲ့လူတစ်ယောက်ဖြစ်ခဲ့တယ်။	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	မင်းကို ဗင်းနစ်ကို ဘာခေါ်လာတာလဲ။	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	ကိုယ့်သူငယ်ချင်း	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	သင်္ဘောသားက မျှော်ကြည့်တယ်။	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	သူ့သူငယ်ချင်းကို အမြန်ကြည့်လိုက်သည်။	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	ပြောလာတယ်။	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	မင်းသိလား ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	ယူလာခဲ့တယ်~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	ဂွန်ဒိုလီယာက ရုတ်တရက် သူ့ကို တားလိုက်တယ်။	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	သူကပြောပါတယ်။	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	ထိုအခါ လူတယောက် ဖြတ်သွား၏။	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	လူတယောက်က သူ့အနားက ဖြတ်သွားတယ်။	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	သုံးဆယ်မပြည့်သေး	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	မျက်နှာသည် အရောင်ကင်း၏။	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	သူသွားရတာ သေချာပြီး လွယ်ပါတယ်။	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	သူ့မျက်နှာက ဝမ်းနည်းနေတယ်။	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	ထိုလူကို မြင်သောအခါ၊	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	~ လို့ ဆိုတယ်။	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	အရေးပါတဲ့လူတော်တော်များများက~ပေးကြတယ်။	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	လျှို့ဝှက်အလုပ်	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	လျှို့ဝှက်အလုပ်များ	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	သူ့အား လျှို့ဝှက်အလုပ်များ ပေးသည်။	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	လျှို့ဝှက်ချက်တွေ အရမ်းများတယ်။	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	လျှို့ဝှက်ချက်များစွာကို သူသိသည်။	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	ထိုကြောင့် ကြောက်ကြ၏။	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	သူ့ကို ထောင်ပို့တယ်။	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	သင်္ဘောသားက ပြောသည်။	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	မိန့်တော်မူသည်အတိုင်း၊	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	သူသည် အိမ်ကြီးကို ညွှန်ပြသည်။	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges ၏အိမ်	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	အရေးကြီးတဲ့လူတော်တော်များများက သူ့အကူအညီလိုတယ်။	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	သူတို့ ဘယ်လောက်ပေးရမလဲ။	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	သူ့ကိုပေးတယ်။	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	တယောက်ကို သတ်ဘို့ ပေးတယ်။	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	သေချာတယ် ~ ထက်မနည်းဘူး။	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	အကြွေတစ်ရာထက်၊	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	မမေ့ပါနဲ့ ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	သူသည် သူတို့အတွက် အလုပ်လုပ်သည်။	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	ပိုက်ဆံအလုံအလောက်ရှိသူများအတွက်	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	သူ့ကို ပေးရမယ်။	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	ဗင်းနစ်မှာ ~ ရှိတယ်။	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	ထိုအရာများ	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	ထိုအရာများကို မေ့ရန်	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	မေ့ထားတာတွေက ပိုကောင်းပါတယ်။	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	အေးအေးဆေးဆေး စားချင်ရင်	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	ငြိမ်သက်စွာစားရသော မုန့်၊	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	တိတ်ဆိတ်မှုအချို့ရှိခဲ့သည်။	there was some silence	grupo	alternativoj	prononco
level	kaj poste	နောက်မှ	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	ဂွန်ဒိုလီယာက ထပ်ပြောပြန်တယ်။	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	မင်း အချိန်မီရောက်လာတယ်။	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	လှေပြိုင်ပွဲကြည့်ရန်	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	တစ်စုံတစ်ယောက်က ပျော့ညံ့စွာပြောသည်။	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	ဂွန်ဒိုလီယာအနီး	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	မြို့တော်ဝန်	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	ဂွန်ဒိုလာကို စကားလုံးမဲ့ ညွှန်ပြသည်။	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	ဂွန်ဒိုလီယာက ပြောသည်။	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	အဆွေခင်ပွန်း၏လက်ကို ယူ၍၊	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	စက္ကူကိုပစ်တယ်။	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	စက္ကူပုံးထဲသို့	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	မိန်းကလေးတွေက စာရွက်တွေကို လွှင့်ပစ်လိုက်တယ်။	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	ငါ့ဘောပင်ဘယ်မှာလဲ။	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	ငါသူ့ကိုဖြေချင်တယ်။	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	နေပျောက်တယ်။	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ယခုတော့ မှောင်လုနီးပါးဖြစ်နေပြီ။	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	ကျေးဇူးပြု၍ စားပါ။	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	ကျေးဇူးပြုပြီး မုန့်စားပါ။	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	မီးဖိုချောင်သုံးပစ္စည်းများနှင့်	with cutlery	grupo	alternativoj	prononco
level	pardonu min	ကျေးဇူးပြု	excuse me	grupo	alternativoj	prononco
level	rajtas resti	နေထိုင်ခွင့်ရှိသည်။	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	ငါနေပိုင်ခွင့်မရှိဘူး။	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	ယူလာပေးနိုင်မလား ~	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	ငါ့ညီမထံမှ	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	ဘယ်တုန်းက ဝယ်ခဲ့တာလဲ ~	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	အဲဒီ ဂီတတူရိယာကို ဝယ်တယ်။	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ဘယ်သူက နောက်ဆုံးသုံးတာလဲ။	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	ကျွန်ုပ်၏သော့ကို အသုံးပြုခဲ့သည်။	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	မင်းမောင်းခဲ့တာလား	did you drive?	grupo	alternativoj	prononco
level	en Venecio	ဗင်းနစ်မှာ	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ဂွန်ဒိုလာဖြင့်လည်း	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	မင်း အိပ်ပျော်နိုင်မှာလား။	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	ဆိတ်ဆိတ်နေသောအခါ၊	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	လူကြီးက အရပ်ရှည်တယ်။	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	အရပ်ရှည်တယ်။	tall, fat	grupo	alternativoj	prononco
level	dika, peza	အထူ၊ လေးလံ	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	လေးလံပြီး ကြီးမားသည်။	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	အရပ်မြင့်သည်၊ ထူသည်၊ လေးသည်၊ ကြီးသည်။	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	ခွန်အားပေးတယ်။	gave strength	grupo	alternativoj	prononco
level	havinda forto	ရှိထိုက်သော ခွန်အားတစ်ခု	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	ကာယခွန်အားရှိဖို့ ထိုက်တန်ပါတယ်။	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	ပေးသော	that gave	grupo	alternativoj	prononco
level	donis al li	သူ့ကိုပေးတယ်။	gave him	grupo	alternativoj	prononco
level	tio donis forton	ခွန်အားပေးသော	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	ထိုက်သင့်သော ခွန်အားကို ပေး၏။	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	သူ၏အသွင်အပြင်	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	အရပ်ရှည်သောသူ၏အသွင်အပြင်	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	သေးငယ်သောအခန်းကဏ္ဍ	a small role	grupo	alternativoj	prononco
level	ludis rolon	အခန်းကဏ္ဍတစ်ခုမှပါဝင်ခဲ့သည်။	played a role	grupo	alternativoj	prononco
level	ne eta rolo	သေးငယ်တဲ့အခန်းကဏ္ဍမဟုတ်ပါဘူး။	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	သေးငယ်သောအခန်းကဏ္ဍမှပါဝင်ခဲ့သည်။	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	သေးငယ်သော အခန်းကဏ္ဍမှ ပါဝင်ခြင်းမရှိပါ။	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	တကယ်တော့ ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	လူအများစု	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	မကြောက်ရင်	if not afraid	grupo	alternativoj	prononco
level	lin timis	သူ့ကိုကြောက်တယ်။	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	ကြောက်လျှင်	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	မကြောက်ရင်၊	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	သေချာပေါက် လေးစားတယ်။	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	အနည်းဆုံးတော့ ~ စဉ်းစားတယ်။	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	ခင်~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	သူ့ကို ကျေနပ်အောင်၊	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	သူ့ကို မကြိုက်	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	မကျေနပ်ခင် ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	မဆုံးဖြတ်မီ ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	မကြိုက်တာကို ဆုံးဖြတ်ပါ။	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	သူ့ကို ကျေနပ်ဖို့ ဆုံးဖြတ်ပါ။	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	သူ့ကို မကြိုက်ဘူးလို့ မဆုံးဖြတ်ခင်	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	အဲဒါက အသုံးဝင်တယ်။	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	နေ့ဘက်မှာ အသုံးဝင်တတ်တယ်။	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	မနှစ်မြို့ဖွယ် အနှောင့်အယှက်တစ်ခု	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	သူကိုယ်တိုင်	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	မနှစ်မြို့ဖွယ် အနှောက်အယှက် ပေးသည်။	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	မနှစ်မြို့ဖွယ် အနှောက်အယှက်တစ်ခုအဖြစ် သူ့ကိုယ်သူတင်ပြသည်။	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	သစ်ပင်တွေနဲ့ ပြည့်နေတဲ့ နေရာမှာ	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	လူသည် လမ်းလွဲသောအခါ၊	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	လူမဆန်တဲ့ တောထဲမှာ	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	ရုန်းရင်းဆန်ခတ်နဲ့ လမ်းကထွက်သွားတယ်။	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	အရပ်ရှည်သော ခန္ဓာကိုယ်ကြီး	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	မအောင်မြင်ပါ ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	ချုံပုတ်တွေကြားမှာ	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	အပြင်က သဘာဝ အရာတွေကို ထိတွေ့တယ်။	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	ယေဘုယျအားဖြင့်စိုစွတ်သော	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	စိုစွတ်သောသဘာဝ၏အလယ်၌	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	စိုစွတ်သောသဘာဝအရာ၊	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	ခက်ခက်ခဲခဲ လျှောက်လှမ်းခဲ့တယ်။	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	ဒါဟာ အတွေ့အကြုံတစ်ခုပါ။	it was an experience	grupo	alternativoj	prononco
level	ne malofte	မဆန်းပါ။	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	နာကျင်ပြီး အမြဲတမ်း မနှစ်မြို့စရာပါ။	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	များများ ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	ဘဝမှာ ရှေ့ကို တိုးသွားတယ်။	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	ရဲတိုက်သစ်တော၌	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	မကြိုက်တာတွေ ပိုများလာလေလေ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	ညအချိန်သဘာဝကို မကြိုက်	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	မျက်စိဖြင့် မြင်နိုင်သောလူ	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	ကောင်းစွာမြင်နိုင်သော မျက်လုံးများ	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	အမှောင်ထဲမှာ ကောင်းကောင်းမြင်ဖို့	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	ခက်ခက်ခဲခဲသွားခြင်းကို ကြည့်ပါ။	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	ကျွန်တော်တို့ရဲ့စက်မှုလုပ်ငန်းရှင်ထံမှ	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	သူပြုံးတယ်။	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	အဲဒီလူရဲ့ဘေးမှာ	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	ရဲသား၏အဝတ်အစား၌	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	တခြားလူက ရပ်နေတယ်။	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	အလားတူအဝတ်အစား	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	နောက်တစ်ခုက မိန်းမ	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	သွားကြရအောင်	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	ထိုလူက တိုးတိုးလေးပြောသည်။	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	သူ၏အဖော်၏နားထဲသို့၊	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	အခုအချိန်က မှန်ပါတယ်။	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	နှစ်ယောက်စလုံး ထိုလူဆီသို့ လျှောက်သွားကြသည်။	both stepped toward the person	grupo	alternativoj	prononco
