A.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi planas ~ ?	tervezed ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	azt tervezi, hogy Párizsba utazik	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	axutóval vezetni	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	sokkal jobb	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	sokkal jobbnak tűnik	seems much better	grupo	alternativoj	prononco
level	per vagonaro	vonattal	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	vagy nem tűnik sokkal jobbnak?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	különféle emberek	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	miért magyaráznak az emberek különböző módon?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	ugyanazok az ötletek	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	ugyanazokat a gondolatokat magyarázza	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	a családtagok összejönnek	family members get together	grupo	alternativoj	prononco
level	kiel rapide	milyen gyorsan	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	napok telnek el	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	milyen gyorsan telnek a napok!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	holnap ~ lesz	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	apád születésnapja	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	több családtag	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	több családtag is eljön	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	és barátai	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	kérlek ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	tudnál egy kicsit segíteni?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	Egy kis idő	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	találj egy kis időt	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	hogy rendet rakjon a szobájában	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	legalább rendet tenni a szobájában	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	~ szeretném	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Szeretnék főzni valamit	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	valami jó	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	főzzünk valami jót	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	a szülinapi tortához	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	hiányzik a tej	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	az otthonban	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	szükséges ~ beszerzése	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	Egyes élelmiszerek	some food	grupo	alternativoj	prononco
level	el vendejo	egy boltból	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	hogy egy kis ennivalót szerezzenek egy búvóhelyről	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	bevásárolok	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	a születésnapra	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	ülés és evés helyett	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	érdekes emberek	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	érdektelen családtagokkal	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Szeretnék piknikezni	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	klubtagokkal	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	melyik klubtaggal?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	– mondta az apa	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	valamiféle papír, valamiféle papír	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	egy aktatáskában	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	egy papírtartóba	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	papírokat dobott egy papírtartóba	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	kidobott néhány papírt egy papírtartóba	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	holnap korán	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	sportklubom tagjai	members of my sports club	grupo	alternativoj	prononco
level	kara mia	kedvesem	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	igaz?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	bizonyára hiányzik	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	ugye ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	klubtársaid	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	látja egymást a klubtagokkal	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	hetente háromszor	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	joga van valamit javasolni	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	A családtagokkal fogok enni	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	de a második részben	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	megyek a barátaimmal	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ról fog beszélni	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	egy meghibásodott meghajtó	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	biztosan a meghibásodott meghajtóról fog beszélni	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	a torta után	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Azt már nem akarom	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	ezt akarja hallani	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	miért nincs nekünk ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ötletgazdag bácsi	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	van valami ötlete gazdag bácsi	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	a családomban	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	– mosolygott az anya	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	szavaira	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ő tudja, hogy ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	kicsit sokat beszél	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	nem elég csak ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	rengeteg ötlet	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ is kell	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	tele pénztárcával, hogy ez megtörténjen	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	az anya folytatta ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	kis csend után	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	pár perce	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana úgy hívta, hogy ő ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ő is ellátogat hozzánk	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	édes sütemény	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	nagyon szereti az édes süteményt	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	vigyáz, nehogy elhízzon	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	bár figyelni fog	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	azonnal meggondolta magát	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	a kirándulás során	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	nélküle	without her	grupo	alternativoj	prononco
level	li estus tre soleca	nagyon magányos lenne	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	mégis átmegyek	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	De a holnapot itthon töltöm	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	fiatalságban	in youth	grupo	alternativoj	prononco
level	oni havas	az egyiknek van	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	szépsége is van	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	bonyolult munkák	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	bonyolult munkák (objektív)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	egyszerűsíteni kell	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	abban a korban	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	már ~ lett	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	sportegyesület vezetője	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	az ember pénzt tesz	one puts money	grupo	alternativoj	prononco
level	en monujon	egy pénztárcába	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	pénztárcába tesz	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	kövesse a példákat	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	a jó családtagoktól	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	boldogabbá tesz a barátság?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	boldoggá tesz	makes you happy	grupo	alternativoj	prononco
level	ol la amo	mint a szerelem	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	milyen gyakran ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	~nak írsz leveleket	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	leveleket ír a barátnőinek	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	a lány barátaid Olaszországban	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	a kapcsolat közted és tanárod között	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	megváltozott a kapcsolat?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	tudod már ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	elég jól	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	este volt ~ban	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	emberek százai	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	kitölti a teret	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	fiatal férfiak és katonák	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	tengerészek a hajókról	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	kiváló hölgy	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	kiemelkedő hölgyek	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	külföldi utazók	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	mindenki a belvárosba költözik	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	egy kicsit tovább	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	nem messze a tengertől	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	volt egy kis tér	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	kicsit távolabb, de nem messze	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	annak a végén	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	a tenger mellett	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	egy férfi állt a közelben	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	a ruházat szerint	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	az ember könnyen tudja ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	ki lehetett deríteni, hogy ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	gazdag ember gondoliere	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	megtudhatta, hogy gondolás	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	~ nézett	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	nézett az örömteli tömegre	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	mosoly ragyogott fel az arcán	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	amikor meglátott egy tengerészt	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	a tengerész, aki megérkezett	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	a tenger oldala	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	a tenger felől érkezett	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	te vagy az, István?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	- kiáltott fel a gondolás	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	mindenki azt mondja, hogy ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	a törökök kezébe	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	hogy a törökök kezére kerültél	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	találkoztunk eggyel	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	hajóinkról	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	követett minket	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	több mint egy órán keresztül	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	de nem könnyű elmenni ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	hogy gyorsabban menjünk, mint a mi hajónk	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	milyen hírek vannak itt?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	itt Velencében	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	semmi érdekes	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	csak egy nagy szerencsétlenség	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ismered Pietrot?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Én ismerem őt	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	egy nagy hajó alámerítette gondoláját	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	és mi van vele?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	a gondola elsüllyedt	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	történt, hogy ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	közel voltunk	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	bevittük a gondolánkba	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	ugyanabban az időben	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	a főnököm megfulladt	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	hogy segítsen egy fiatal nőnek	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	egy fiatal nő, aki majdnem meghalt	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	a nagybátyjával	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	majdnem meghalt a nagybátyjával	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	volt egy fiatal nő	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	nem tudtunk rajta segíteni	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	fontos személy volt	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	mi hozott Velencébe?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	a barátom	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	a tengerész felnézett	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	gyorsan a barátjára pillantott	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	és mondani kezdett	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	szóval tudod ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	~ hoztam	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	a gondolás hirtelen megállította	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	ő mondta	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	majd egy férfi ment el mellette	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	egy férfi ment el mellette	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	még nem volt harminc	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	és az arca színtelen volt	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	biztos és könnyű volt az útja	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	szomorú volt az arca	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	amikor meglátta a férfit, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	azt mondják, hogy ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	sok fontos ember ad ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	titkos munka	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	titkos munkák	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	titkos munkákat ad neki	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	túl sok titok	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	túl sok titkot tud	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	ezért félnek	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	hogy börtönbe küldje	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	– mondta a tengerész	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	és ahogy beszélt	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	– mutatott a kastélyra	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	a Dózsa-kúria	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	sok fontos embernek szüksége van a segítségére	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	mennyit fizetnek?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	fizet neki	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	egy gyilkosságért fizet	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	biztosan nem kevesebb, mint ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	mint száz érme	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	ne felejtsd el, hogy ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	hogy nekik dolgozik	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	azoknak, akiknek van elég pénzük	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	hogy fizessenek neki	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	Velencében van ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	azok a dolgok	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	hogy elfelejtsem azokat a dolgokat	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	dolgokat, amiket jobb elfelejteni	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	ha békében akar enni	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	hogy békében egye a kenyerét	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	volt egy kis csend	there was some silence	grupo	alternativoj	prononco
level	kaj poste	és később	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	– szólalt meg újra a gondolás	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	pont időben jöttél	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	hajóversenyt látni	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	– mondta valaki erőtlenül	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	a gondolier közelében	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	a város polgármestere	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	szótlanul a gondolára mutatott	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	– mondta a gondolás	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	és megfogta barátja kezét	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	dobja a papírt	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	a papírtartóba	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	a lányok eldobták a papírokat	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	hol van a tollam	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	szeretnék neki válaszolni	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	a nap eltűnt	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	és most már majdnem sötét van	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	kérlek egyél	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	kérlek edd meg a kenyeret	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	evőeszközzel	with cutlery	grupo	alternativoj	prononco
level	pardonu min	elnézést	excuse me	grupo	alternativoj	prononco
level	rajtas resti	szabad maradni	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Nincs jogom maradni	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	hozhatsz ~-t?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	a nővéremtől	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	mikor vetted ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	megvette azt a hangszert	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ki használt utoljára?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	használta a kulcsomat	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	vezettél?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	Velencében	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	gondolával is	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	el fogsz tudni aludni?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	majd, amikor csend lett	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	az úriember magas volt	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	magas, kövér	tall, fat	grupo	alternativoj	prononco
level	dika, peza	vastag, nehéz	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	nehéz és nagy	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	magas volt, vastag, nehéz és nagy	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	erőt adott	gave strength	grupo	alternativoj	prononco
level	havinda forto	egy olyan erő, amelyet érdemes birtokolni	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	érdemes fizikai erővel rendelkezni	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	hogy adott	that gave	grupo	alternativoj	prononco
level	donis al li	adott neki	gave him	grupo	alternativoj	prononco
level	tio donis forton	ez erőt adott	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	erőt adott a testnek, amit érdemes volt birtokolni	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	a megjelenése	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	magas ember megjelenése	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	egy kis szerepet	a small role	grupo	alternativoj	prononco
level	ludis rolon	szerepet játszott	played a role	grupo	alternativoj	prononco
level	ne eta rolo	nem kis szerep	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	kis szerepet játszott	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	nem kis szerepet játszott	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	abban, hogy ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	az emberek többsége	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	ha nem fél	if not afraid	grupo	alternativoj	prononco
level	lin timis	félt tőle	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	ha félt	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	ha nem fél tőle	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	minden bizonnyal tiszteletben tartják	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	legalábbis ~ra gondolt	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	~ előtt	before ~	grupo	alternativoj	prononco
level	kontentigi lin	hogy kielégítse őt	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	hogy nem tetszik neki	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	mielőtt elégedetlenné ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	mielőtt eldönti ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	hogy eldöntse, hogy nem tetszik ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	hogy elhatározza, hogy kielégíti őt	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	mielőtt úgy döntene, hogy nem tetszik neki	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	hogy, ami hasznos	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	gyakran hasznos a nap folyamán	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	kellemetlen kellemetlenség	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	egyedül	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	kellemetlen kellemetlenséget okoz	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	kellemetlen kellemetlenségként jelentkezik	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	fákkal teli helyen	in a place full of trees	grupo	alternativoj	prononco
