B.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	afiŝo por la morgaŭaj ekskursoj	pastu rītdienas ekskursijām	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Es izveidoju ierakstu ekskursijām	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	starp citu, tu ej?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	dosies ekskursijā	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	vai dodaties kādā ekskursijā?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	jā, uz lielo ūdenskritumu	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	un tad uz izstādi	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	izstāde par moderno mākslu	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	uz ūdenskritumu un pēc tam uz izstādi	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	laba izvēle	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Es arī tur iešu	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	katrā ziņā es vadīju diskusiju grupu	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	izkārt plakātus	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	pēc ekskursiju plakātu izkāršanas	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	diskusiju grupa ar nosaukumu &quot;feminisms&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	vadīja diskusiju ar nosaukumu &quot;feminisms&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	vai feminisms dažādās valstīs ir vienāds?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	interesanta un dzīva diskusija	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	bija ļoti interesanti un dzīvīgi	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	pēdējām piecām stundām	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Es biju ilgā sesijā	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	pēdējās stundas esmu bijis komitejas sēdē	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	ilgā komitejas sēdē	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	tas tiešām bija pārāk garš	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	komiteja savu sēdi ir beigusi	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	bet tagad komiteja ir beigusi sēdi	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	tas tiešām bija ilgi, bet tagad tas ir beidzies	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Ak, tātad jūs esat komitejas loceklis?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO valde	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Es arī esmu valdē	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	jā, es esmu pārāk ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	ir arī TEJO valdē	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	jā, un es esmu ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Nekad neesmu bijusi aktīva	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	ļoti aktīvi kustībā	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	kustībā nekad nav bijis aktīvs	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO pamatdarbība	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	kāda šobrīd ir galvenā nodarbošanās?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	patiesībā kāda ir galvenā darbība?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	tas ir plašs	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	visdažādākās jomas	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	dažādās jomās mums ir darbība	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	semināri par cilvēktiesībām	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	cilvēktiesības un starpkultūru attiecības	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	velosipēds, karavāna, festivāls	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	piemēram, semināri, velosipēdu karavānas un festivāli	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	valodu festivāli, tīmekļa lapu veidošana	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	piemēram, velosipēdu karavānas, festivāli utt	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	seminārs par tiesībām un attiecībām	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	karavāna, festivāls, celtniecība utt	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	tādas oficiālas iestādes kā UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	pārstāvētas oficiālajās struktūrās	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	mēs arī esam pārstāvēti	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	ir pārstāvēts dažādās struktūrās	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	tādas struktūras kā Eiropas Jaunatnes forums, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	Apvienoto Nāciju Organizācijas jaunatnes nodaļa	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	dažādas struktūras, piemēram, UNESCO un ANO jaunatnes nodaļa	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO un Apvienoto Nāciju Organizācijas jaunatnes nodaļa	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Eiropas Jaunatnes forums un ANO jaunatnes nodaļa	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	izklausās interesanti	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	lapa, pārlūkot, vējš, vēdināt, esperanto, baudīt esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	man pietiek runāt esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	baudīt esperanto nedēļu vai divas	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	vienu vai divas nedēļas gadā	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	tomēr man ar to pietiek	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	jā, vajadzētu atrast ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	atrast līdzsvaru	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	katram jāatrod savs līdzsvars	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Man liekas, ka tas ir par daudz	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	šobrīd jūtos	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Es jūtu, ka ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	šķiet, ka ir pārāk daudz ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	pārāk daudz esperanto manā dzīvē	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	manā dzīvē ir pārāk daudz esperanto	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	vai tu esi biedrs?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	vai tu esi kādas organizācijas biedrs?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	kādas citas organizācijas biedrs	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	nav īsti organizācija, bet ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	bet es spēlēju ģitāru	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	spēlē ģitāru grupā	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	jauki! man ļoti patīk	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	man patīk dziedāt	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	ļoti patīk dziedāt	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	kādu mūziku tu spēlē?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	nu, tas ir vienkāršs pops	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	mēs tikko sākām grupu	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	bet galu galā mēs spēlēsim	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	spēlējām IJK laikā	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	spēlēs nākamā IJK laikā	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Es jau ar nepacietību gaidu!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	vienkārši sakiet, ja jums ir nepieciešams ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	vajag kādu rezerves dziedātāju	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	ja jums ir nepieciešams rezerves dziedātājs	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	kāpēc ne? varbūt vēlaties ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	tu tagad gribi kaut ko dziedāt	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Es varu spēlēt ģitāru	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	tu gribi dziedāt, un es varu spēlēt	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	tagad kaut ko dziedāt un spēlēt ģitāru	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	jā, es to gribētu	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	lai atnes manu ģitāru	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	tūlīt atnesīšu manu ģitāru	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	labi, es paņemšu līdzi ģitāru	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Tūlīt atnesīšu ģitāru	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	gaida tavu atgriešanos	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	jūsu cerams ātrā atgriešanās	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Es ceru uz ātru atgriešanos	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	gaida jūsu, cerams, ātru atgriešanos	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	divas dienas vēlāk	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	ārpus deju grīdas	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	dienas vēlāk ārpus deju grīdas	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Hei Kabe, tu izskaties ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	tu izskaties ļoti laimīga	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	jā, es esmu ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	labi, man prieks!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	vai tev patīk kongress?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	vai tev tik ļoti patīk kongress?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Jā un nē	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Esmu pārliecināts, ka esmu ļoti apmierināts	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	ir ļoti apmierināts ar IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	bet ir kas cits	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	kaut kas cits, kas mani iepriecina	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	ir kaut kas, kas padara ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	pareizāk teikts	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	ir kāds, kas pārspēj ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	kāds, kurš liek manai sirdij pukstēt	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	saki, saki, vai esi iemīlējies?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	iemīlējās kādā meitenē	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	vai tu iemīlējies meitenē?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	neesmu pārliecināts, vai esmu iemīlējies	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	neesmu pārliecināts, bet jūtos labi	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Es vēl neesmu pārliecināts, vai esmu iemīlējies	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	bet sajūta ir ļoti laba	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	viņa pat mani noskūpstīja	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	noskūpstīja mani uz lūpām	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	pat noskūpstīja mani La Bamba laikā	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	pārsteidzošs kāds skūpsts	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	kādu skūpstu viņa iedeva!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	lieliski! Tagad es saprotu	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	saprot, kāpēc tu staro	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	tu izstaro tik daudz prieka	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	patiesībā notika kaut kas līdzīgs	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	kaut kas līdzīgs notika ar mani	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	bet es domāju, ka ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	domāju, ka tev nepatīk ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	jums nepatīk dejot uz La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	pareizi, tas nenotika	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	notika deju placī	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	tas nenotika uz deju grīdas	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	bet tējas mazgātavā (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	un tas nebija skūpsts	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	nevis skūpsts, bet tomēr kaut kas iepriecinošs	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	bet tomēr kaut kas ļoti priecīgs	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	nu pastāsti!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Es nezinu, ko teikt	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	īsti nezinu ko teikt	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	nekas īpašs nenotika	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	vismaz tas vēl nav noticis	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	bet es kaut kā sajutu ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	juta, ka es viņai ļoti patīku	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	kaut kā sajuta, ka es viņai ļoti patīku	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	es viņai patīku un man viņa	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	mēs ilgi pļāpājām par ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	ilgi tērzēja par mūziku	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	un tad dziedāja kopā	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Man šķiet, ka viņa flirtēja	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	viņa flirtēja ar mani	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	tas bija ļoti jauki	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	kā saka tavs draugs no Kanādas	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Sūdi labi!&quot;, kā saka draugs no Kanādas	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Jā, patiešām! Ceru ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	lai drīz viņu atkal satiktu	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	cer viņu satikt vēlreiz	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Es ceru viņu drīz satikt	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	tas pats es	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	pie ezera netālu no ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ezers pie kongresa vietas	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	netālu no kongresu zāles	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	ak, tu esi pārāk ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	tu arī esi šeit!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	jā, satikšu ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	drīz satikšu šeit draugu	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	privātai sarunai	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	tiksies ar draugu privātai sarunai	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	tāpēc es gribētu jums pajautāt ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Es gribētu lūgt jūs aiziet	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	nu, tas nav iespējams	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	patiesībā nemaz nav iespējams	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	kāpēc? man tas ir ļoti svarīgi!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	šī tikšanās ir ļoti svarīga	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	tāpēc, lūdzu, atlaid mani	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	Lūdzu, atstāj mani vienu	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	kā es tikko teicu,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Es teicu, tas nav iespējams	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	drīz parādīsies mans draugs	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	jo drīz parādīsies arī draugs	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	šeit parādīsies arī draugs	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	sasodīts, parasti tā šobrīd	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	patiesībā tas ir par meiteni	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	meitene, par kuru es stāstīju	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	viņu sauc Jesi starp citu	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	zēni un meitenes! lieliski, ka varēji atnākt	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Es esmu tik priecīgs tevi redzēt	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Es priecājos jūs atkal redzēt	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	bet, tu izskaties ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	tu izskaties satriekts un apmulsis	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	šokēts un kaut kā apmulsis	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	acīmredzot	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	tā, es domāju, ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	tu jau to saņēmi	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	saproti, kā tas ir, vai ne?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	laikam jau saprati	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	jau sapratu kā ir	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Es neko nesaprotu!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Es domāju, ka es nevēlos ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	negrib saprast	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Es negribu saprast	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	bet tas nav sarežģīti!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	ļauj man paskaidrot	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	kad Ina man teica	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	stāstīja par savu draugu	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	draugs, kurš iemācījās esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	ļoti ātri apguva esperanto valodu	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	draugs, kuru sauc Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Esmu noķēris to ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Es sapratu, ka jūs abi viens otru jau pazīstat	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	jūs abi jau pazīstat viens otru	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Jā, bet. bet kas?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	radās iespaids, ka ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	mums abiem radās iespaids	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	tu flirtēji ar mums, un	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	iespaids, ka tu ar mums flirtē	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	pilnīga taisnība!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	tāpēc es gribēju parunāt	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Es gribēju ar tevi parunāt	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	runāt ar jums abiem tagad	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	klausies mani lūdzu	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Man bieži ļoti patīk ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	patīk vairāki cilvēki vienlaikus	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Man patīk vairāki cilvēki	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	nav svarīgi, vai tas ir ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	vai tas ir vīrietis vai sieviete	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	un IJK laikā notika ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	gadījās, ka iemīlējos	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Es iemīlējos jūsos abos!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	un mēs abi tev	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	acīmredzot mēs jums	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	pagaidi, esmu noguris	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	tik noguris, ka gandrīz nevaru ~	so tired that I can hardly ~	grupo	alternativoj	prononco
