B.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	du tagojn poste	สองวันต่อมา	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	นอกฟลอร์เต้นรำ	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	วันต่อมา นอกฟลอร์เต้นรำ	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	เฮ้ คาเบะ คุณดูสิ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	คุณดูมีความสุขมาก	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ใช่แล้ว ฉันเอง~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	สบายดี ฉันดีใจ!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	คุณชอบรัฐสภาไหม?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	คุณชอบการประชุมมากขนาดนั้นเลยเหรอ?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	ใช่และไม่	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	ฉันแน่ใจว่าฉันพอใจมาก	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	พอใจกับ IJK มาก	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	แต่มีอย่างอื่นอีก	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	อย่างอื่นที่ทำให้ฉันมีความสุข	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	เป็นสิ่งที่ทำให้~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	พูดถูกต้องมากขึ้น	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	มีคนมาตี~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	คนที่ทำให้หัวใจฉันเต้นแรง	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	พูด, พูด, คุณเคยตกหลุมรักบ้างไหม?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	ตกหลุมรักหญิงสาวคนหนึ่ง	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	คุณหลงรักผู้หญิงคนหนึ่งหรือเปล่า?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	ไม่แน่ใจว่าฉันตกหลุมรักหรือเปล่า	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	ไม่แน่ใจแต่ก็รู้สึกดี	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	ฉันไม่แน่ใจว่าฉันมีความรักหรือยัง	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	แต่รู้สึกดีมาก	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	เธอจูบฉันด้วยซ้ำ	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	จูบฉันที่ริมฝีปาก	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	แม้กระทั่งจูบฉันระหว่างที่ La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	น่าทึ่งมาก ช่างเป็นจูบจริงๆ	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	เธอจูบจริงๆ!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	ยอดเยี่ยม! ตอนนี้ฉันเข้าใจ	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	เข้าใจว่าทำไมคุณถึงเปล่งประกาย	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	คุณมีความสุขมาก	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	อันที่จริงมีสิ่งที่คล้ายกันเกิดขึ้น	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	สิ่งที่คล้ายกันเกิดขึ้นกับฉัน	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	แต่ฉันก็คิดอย่างนั้น~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	คิดว่าไม่ชอบ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	คุณไม่ชอบเต้นรำบน La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	ใช่ มันไม่ได้เกิดขึ้น	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	เกิดขึ้นที่ฟลอร์เต้นรำ	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	มันไม่ได้เกิดขึ้นบนฟลอร์เต้นรำ	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	แต่อยู่ในโรงน้ำชา(Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	และมันไม่ใช่การจูบ	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ไม่ใช่การจูบแต่ยังคงเป็นสิ่งที่น่ายินดี	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	แต่ก็ยังมีเรื่องน่ายินดีอยู่มาก	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	บอกเลย!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	ฉันไม่รู้ว่าจะพูดอะไร	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	ไม่รู้จะพูดอะไรจริงๆ	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	ไม่มีอะไรพิเศษเกิดขึ้น	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	อย่างน้อยมันก็ยังไม่เกิดขึ้น	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	แต่ฉันก็รู้สึกได้~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	รู้สึกว่าเธอชอบฉันมาก	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	รู้สึกว่าเธอชอบฉันมาก	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	เธอชอบฉันและฉันก็ชอบเธอ	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	เราคุยกันอยู่นานประมาณ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	คุยกันเรื่องดนตรีอยู่นาน	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	แล้วก็ร้องเพลงด้วยกัน	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	ฉันคิดว่าเธอกำลังเจ้าชู้	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	เธอกำลังจีบฉัน	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	มันดีมาก	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	อย่างที่เพื่อนของคุณจากแคนาดาพูด	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;เหี้ยดี!&quot; ตามที่เพื่อนจากแคนาดาพูด	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	ใช่จริงๆ! ฉันหวังว่า ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	เพื่อพบเธออีกครั้งเร็ว ๆ นี้	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	หวังว่าจะได้พบเธออีกครั้ง	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	ฉันหวังว่าจะได้พบเธอเร็ว ๆ นี้	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	เช่นเดียวกับฉัน	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	ที่ทะเลสาบใกล้ ๆ ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ทะเลสาบใกล้สถานที่ประชุม	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	ใกล้ห้องประชุมใหญ่	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	โอ้ คุณก็เหมือนกัน ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	คุณอยู่ที่นี่ด้วย!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ใช่ ฉันจะได้เจอ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	จะได้เจอเพื่อนที่นี่เร็วๆ นี้	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	เพื่อการสนทนาส่วนตัว	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	จะได้เจอเพื่อนคุยเป็นการส่วนตัว	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	เลยอยากจะถามหน่อย~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	ฉันอยากจะขอให้คุณออกไป	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	นั่นเป็นไปไม่ได้	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	เป็นไปไม่ได้เลยจริงๆ	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	ทำไม มันสำคัญมากสำหรับฉัน!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	การประชุมครั้งนี้มีความสำคัญมาก	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	ดังนั้นได้โปรดปล่อยฉันไปเถอะ	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	โปรดทิ้งฉันไว้คนเดียว	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	อย่างที่ฉันเพิ่งพูดไป	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	ฉันบอกว่ามันเป็นไปไม่ได้	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	เพื่อนของฉันจะปรากฏขึ้นในไม่ช้า	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	เพราะเพื่อนก็จะปรากฏตัวขึ้นเช่นกัน	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	เพื่อนก็จะปรากฏที่นี่เช่นกัน	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	ให้ตายเถอะ โดยทั่วไปแล้วตอนนี้	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	จริงๆแล้วมันเกี่ยวกับผู้หญิงคนนั้น	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	ผู้หญิงที่ฉันเล่าให้ฟัง	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	เธอชื่อเจซีนะ	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	เด็กชายและเด็กหญิง! ดีที่คุณมาได้	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	ฉันดีใจมากที่ได้พบคุณ	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	ฉันดีใจที่ได้พบคุณอีกครั้ง	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	แต่คุณดู ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	คุณดูตกใจและสับสน	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	ตกใจและสับสนอย่างใด	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	อย่างชัดเจน	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	งั้นฉันเดานะ ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	คุณได้รับมันแล้ว	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	เข้าใจว่าเป็นยังไงใช่ไหม?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	เดาว่าคุณเข้าใจแล้ว	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	เข้าใจแล้วว่าเป็นอย่างไร	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	ฉันไม่เข้าใจอะไรเลย!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	ฉันคิดว่าฉันไม่ต้องการ ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ไม่ต้องการที่จะเข้าใจ	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	ฉันไม่ต้องการที่จะเข้าใจ	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	แต่ก็ไม่ซับซ้อน!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	ให้ฉันอธิบาย	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	เมื่ออินาบอกฉัน	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	บอกฉันเกี่ยวกับเพื่อนของเขาเอง	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	เพื่อนที่เรียนภาษาเอสเปรันโต	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	เรียนรู้ภาษาเอสเปรันโตได้เร็วมาก	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	เพื่อนชื่อคาเบะ	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	จับได้แล้ว~.	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	ฉันเข้าใจว่าคุณสองคนรู้จักกันแล้ว	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	คุณสองคนรู้จักกันแล้ว	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	ใช่ แต่. แต่อะไร?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	มีความรู้สึกว่า ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	เราทั้งคู่มีความประทับใจ	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	คุณเจ้าชู้กับเราและ	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	ความประทับใจที่คุณเจ้าชู้กับเรา	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	ถูกต้องที่สุด!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	นั่นเป็นเหตุผลที่ฉันอยากพูด	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	ฉันอยากจะคุยกับคุณ	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	เพื่อคุยกับคุณทั้งสองคนตอนนี้	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	ได้โปรดฟังฉัน	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	ฉันมักจะชอบจริงๆ ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	ชอบหลายคนพร้อมกัน	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	ฉันชอบหลายๆคน	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	มันไม่สำคัญหรอกว่าจะเป็น~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ไม่ว่าจะเป็นชายหรือหญิง	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	และระหว่าง IJK ก็เกิดขึ้น ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	มันบังเอิญว่าฉันตกหลุมรัก	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	ฉันตกหลุมรักคุณทั้งคู่!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	และเราทั้งสองกับคุณ	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	เห็นได้ชัดว่าเรากับคุณ	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	รอสักครู่ ฉันเหนื่อยแล้ว	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	เหนื่อยจนแทบจะทำไม่ได้~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	ฉันแทบจะคิดไม่ออก	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ฉันเข้าใจถูกหรือเปล่าว่า~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	ใช่! ลองดูสิ	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	ด้วยใบหน้าที่ร่าเริง	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	ดึงหัวใจที่ยิ่งใหญ่	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	ดึงหัวใจที่ยิ่งใหญ่ไว้ในผืนทราย	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	บนพื้นทรายแล้วเขียนลงไป	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	เขียนไว้ในนั้นว่า &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	หลังจากที่คิดครั้งที่สองแล้วกล่าวว่า	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	หลังจากที่คิดว่า &quot;นี่คือ IJK ของเรา&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	และพวกเขาก็หัวเราะออกมา!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	พวกเขาทั้งหมดก็ระเบิดหัวเราะออกมา!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	หลังจากคิดอยู่ครู่หนึ่งแล้วพวกเขาก็หัวเราะ	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	คาเบะบอกว่า &quot;นี่คือ IJK ของเรา&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	คุณได้ส่งแบบฟอร์มใบสมัครแล้วหรือยัง?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	ได้ยื่นแบบลงทะเบียนให้กับสมาคมท้องถิ่น	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	สั่งเป็นกลุ่มผ่านสมาคม	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	ส่งทางอีเมล	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	ได้รับการยืนยันการลงทะเบียน	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	ไม่พบที่จะส่งแบบฟอร์มลงทะเบียนได้ที่ไหน	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	มีแบบฟอร์มใบสมัครออนไลน์ไหม?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	คุณส่งคำสั่งซื้อกระดาษมาหรือเปล่า?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	มีใครต้องจ่ายเป็นยูโรบ้างไหม?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	เป็นไปได้ไหมที่จะชำระเงิน ณ จุดนั้น?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	จ่ายเงินแล้วแต่ไม่ได้รับใบเสร็จรับเงิน	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	สามารถชำระเป็นกลุ่มผ่านสังคมท้องถิ่นได้	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	หากไม่แสดงจะมีการคืนเงินหรือไม่?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	ไม่ได้สั่งโปรแกรมพิเศษ	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	ใครสามารถสั่งซื้อเพิ่มเติมได้อย่างไร?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	ใครสามารถชำระเงินสำหรับการสั่งซื้อเพิ่มเติมได้อย่างไร?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	เราจะดูรายชื่อผู้ลงทะเบียนได้ไหม?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	ชื่อของฉันไม่อยู่ในรายชื่อผู้ลงทะเบียน	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	คุณช่วยตรวจสอบรายชื่อได้ไหม?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	หลังจากกำหนดเวลาสั่งซื้อ	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	ใครสามารถเข้าร่วมเพิ่มเติมได้ไหม?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	เพื่อจองโรงแรมด้วยกัน	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	มีคนจองโรงแรมอยู่ คุณต้องการไปด้วยไหม?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	ถ้ามีห้องว่างผมอยากจะจองครับ	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	เป็นไปได้ไหมที่จะจองโรงแรมในสถานที่?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	เราควรซื้อตั๋วเครื่องบินด้วยกันไหม?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	ตั๋วจากวันไหน	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	เราจะไปกับคุณที่สนามบินไหม?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	มีไกด์ที่สนามบินไหม?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	มีคนต้องไปสถานที่ประชุมด้วยตัวเองหรือเปล่า?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	บ็อกซ์ออฟฟิศของสถานที่จัดการประชุม	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	ฉันชำระเงินแล้ว แต่ไม่พบป้ายชื่อของฉัน	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	ต้องการลงทะเบียนตรงจุด	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	จ่ายเป็นกลุ่มแต่ทำไมไม่ทำเครื่องหมาย?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	กระเป๋าประชุมพร้อมหนังสือประชุมและเอกสารข้อมูลอื่นๆ	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	ห้องโถงอธิการบดีนิทรรศการ	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	การเปิดและปิด	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	สถานที่สอบ KER (กรอบอ้างอิงทั่วไปของยุโรป)	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	คณะกรรมการรัฐสภา	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	คณะกรรมการสมาคม	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	งานเลี้ยงการประชุม	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	ค่ำคืนแห่งการรู้จักกัน	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	เปิดตัวอย่างยิ่งใหญ่	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	ห้องโถงซาเมนฮอฟ	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (มหาวิทยาลัยรัฐสภานานาชาติ)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	การสอบ KER ในสี่ระดับ (กรอบอ้างอิงทั่วไปของยุโรป)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	ศิลปะนานาชาติยามเย็น	international art evening	grupo	alternativoj	prononco
level	solena fermo	ปิดอันศักดิ์สิทธิ์	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	บริการหนังสือด้วยหนังสือภาษาเอสเปรันโต	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	เอไอเอส (สถาบันวิทยาศาสตร์นานาชาติ)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (สมาคมอนาธิปไตยโลก)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	การบรรยายที่น่าเบื่อ	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	เจ้าหน้าที่ประจำหน่วยงานต่างๆ	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	เจ้าหน้าที่ buty ร่วมมือกันเป็นทีม	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	ตัวแทนการท่องเที่ยว	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	ตั๋วเครื่องบิน	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	ยกเลิกตั๋วเครื่องบินและโรงแรม	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	จัดส่งการประชุม	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	จดหมายข่าวฉบับแรก จดหมายข่าวฉบับที่สอง	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	ธีมรัฐสภา	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	หลักสูตรการพูด	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	โปรแกรมชั่วคราว	temporary programs	grupo	alternativoj	prononco
