C.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	kelonio	一隻烏龜	a turtle	grupo	alternativoj	prononco
level	moduli	調製	to modulate	grupo	alternativoj	prononco
level	ekspresa	表達	express	grupo	alternativoj	prononco
level	despoto	暴君	a despot	grupo	alternativoj	prononco
level	konfiski	沒收	to confiscate	grupo	alternativoj	prononco
level	depeŝo	急件，緊急消息	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	一種痛苦，一種痛苦，一種苦惱	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	襯裙、底袍	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	綠洲	an oasis	grupo	alternativoj	prononco
level	Rejno	萊茵河	Rhine	grupo	alternativoj	prononco
level	epilepsio	癲癇症	an epilepsy	grupo	alternativoj	prononco
level	dogo	鬥牛犬，獒犬	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	一朵櫻花（日文）	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	建築師(=arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	解放	to emancipate	grupo	alternativoj	prononco
level	nektaro	花蜜	a nectar	grupo	alternativoj	prononco
level	trikoloreto	三色堇，心色（花）	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	閨房、梳妝台	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	鈍的，遲鈍的	obtuse, dull	grupo	alternativoj	prononco
level	tifo	斑疹傷寒	typhus	grupo	alternativoj	prononco
level	letargio	嗜睡、遲鈍	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	氣喘	asthma	grupo	alternativoj	prononco
level	ŝovinismo	沙文主義	a chauvinism	grupo	alternativoj	prononco
level	kariero	事業	a career	grupo	alternativoj	prononco
level	odo	一首頌歌	an ode	grupo	alternativoj	prononco
level	pupitro	講台、課桌	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	一份聲明	a declaration	grupo	alternativoj	prononco
level	mistiko	一種神秘主義，一種神秘主義	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	轟炸	to bombard	grupo	alternativoj	prononco
level	maksimo	格言	a maxim	grupo	alternativoj	prononco
level	lordo	主	lord	grupo	alternativoj	prononco
level	balzamo	香脂，香膏	balsam, balm	grupo	alternativoj	prononco
level	breĉo	缺口，缺口	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	雙元音	a diphthong	grupo	alternativoj	prononco
level	sekto	一個教派	a sect	grupo	alternativoj	prononco
level	amoro	戀情，性愛	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	達克特（銀、金）	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	消除	to elide	grupo	alternativoj	prononco
level	epigrafo	銘文，銘文	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	警句	an epigram	grupo	alternativoj	prononco
level	amputi	截肢	to amputate	grupo	alternativoj	prononco
level	kursivo	草書	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	傳真	a facsimile	grupo	alternativoj	prononco
level	fiktiva	虛構的，虛構的	fictious, fictional	grupo	alternativoj	prononco
level	sireno	警報器	a siren	grupo	alternativoj	prononco
level	fleksio	屈折	inflexion	grupo	alternativoj	prononco
level	gerundio	動名詞	a gerund	grupo	alternativoj	prononco
level	grafologio	筆跡學	graphology	grupo	alternativoj	prononco
level	mahagono	桃花心木	a mahogany	grupo	alternativoj	prononco
level	arkaika	古式(=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	同音異義詞	a homonym	grupo	alternativoj	prononco
level	karato	一克拉	a carat	grupo	alternativoj	prononco
level	agrafo	扣件、裝訂件、訂書針、夾子	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	比較	comparative	grupo	alternativoj	prononco
level	titano	泰坦	Titan	grupo	alternativoj	prononco
level	fiakro	哈克尼馬車, 哈克尼馬車	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	分類	to classify	grupo	alternativoj	prononco
level	broĉo	一枚胸針	a brooch	grupo	alternativoj	prononco
level	beletristiko	純文學	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	檢查	to inspect	grupo	alternativoj	prononco
level	sfinkso	獅身人面像	a sphinx	grupo	alternativoj	prononco
level	superlativo	最高級的	superlative	grupo	alternativoj	prononco
level	hiacinto	風信子	a hyacinth	grupo	alternativoj	prononco
level	retoriko	修辭學，演說	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	象形文字	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	進退兩難	a dilemma	grupo	alternativoj	prononco
level	tipografio	版式	typography	grupo	alternativoj	prononco
level	kloako	泄殖腔，排水溝，化糞池，糞坑	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	鎳	nickel	grupo	alternativoj	prononco
level	vinjeto	一個小插圖，一個文字插圖	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	護送	to escort	grupo	alternativoj	prononco
level	geranio	天竺葵、鶴嘴	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	字謎遊戲	a charade	grupo	alternativoj	prononco
level	skolo	一所（藝術、哲學）學校	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	一門大砲	an artillery	grupo	alternativoj	prononco
level	amnestio	大赦	amnesty	grupo	alternativoj	prononco
level	agronomio	農藝學	agronomy	grupo	alternativoj	prononco
level	kosmopolito	一個國際化的	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	男高音	a tenor	grupo	alternativoj	prononco
level	rubuso	黑莓，荊棘	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	心絞痛	angina	grupo	alternativoj	prononco
level	atlaso	地圖集	an atlas	grupo	alternativoj	prononco
level	antropologio	人類學	anthropology	grupo	alternativoj	prononco
level	furio	憤怒，復仇女神	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	鳳尾魚	an anchovy	grupo	alternativoj	prononco
level	apopleksio	中風、中風	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	蛇怪	a basilisk	grupo	alternativoj	prononco
level	vinko	長春花，長春花	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	一首交響曲	a symphony	grupo	alternativoj	prononco
level	bukso	盒子（樹），黃楊木	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	水鐵杉	water hemlock	grupo	alternativoj	prononco
level	diafragmo	隔膜	diaphragm	grupo	alternativoj	prononco
level	bibliografio	參考書目	bibliography	grupo	alternativoj	prononco
level	disenterio	痢	dysentery	grupo	alternativoj	prononco
level	dispepsio	消化不良、消化不良	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	閒聊、閒聊	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	壁龕，凹處	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	辯證法	dialectics	grupo	alternativoj	prononco
level	dromedaro	單峰駱駝	dromedary	grupo	alternativoj	prononco
level	groteska	怪誕的，可笑的	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	排泄物	an excrement	grupo	alternativoj	prononco
level	epidermo	表皮	epidermis	grupo	alternativoj	prononco
level	ekzemo	濕疹	eczema	grupo	alternativoj	prononco
level	eliksiro	靈丹妙藥	elixir	grupo	alternativoj	prononco
level	frontono	山形牆飾	a pediment	grupo	alternativoj	prononco
level	monologo	獨白	a monologue	grupo	alternativoj	prononco
level	etiologio	病因學	aetiology	grupo	alternativoj	prononco
level	ezofago	食道	esophagus	grupo	alternativoj	prononco
level	astronomo	天文學家	an astronomer	grupo	alternativoj	prononco
level	monotona	單調	monotonous	grupo	alternativoj	prononco
level	ganglio	一個神經節	a ganglion	grupo	alternativoj	prononco
level	gangreno	壞疽	gangrene	grupo	alternativoj	prononco
level	podagro	痛風	gout	grupo	alternativoj	prononco
level	gardenio	一朵梔子花	a gardenia	grupo	alternativoj	prononco
level	glicirizo	甘草，甘草	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	閣樓	an attic	grupo	alternativoj	prononco
level	melaso	糖蜜、金糖漿	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	恐水症	hydrophobia	grupo	alternativoj	prononco
level	vizio	願景	a vision	grupo	alternativoj	prononco
level	homeopatio	順勢療法	homeopathy	grupo	alternativoj	prononco
level	iriso	虹膜	iris	grupo	alternativoj	prononco
level	vokativo	呼格	a vocative	grupo	alternativoj	prononco
level	tuniko	外衣	a tunic	grupo	alternativoj	prononco
level	katalepsio	僵硬症	catalepsy	grupo	alternativoj	prononco
level	koliko	絞痛、腸絞痛	colic, gripes	grupo	alternativoj	prononco
level	kolzo	菜子，冬季油菜	colza, winter rape	grupo	alternativoj	prononco
level	korneo	角膜	cornea	grupo	alternativoj	prononco
level	lariko	落葉松	larch	grupo	alternativoj	prononco
level	almanako	年曆	an almanac	grupo	alternativoj	prononco
level	aŭguro	占卜	augury	grupo	alternativoj	prononco
level	hidro	九頭蛇	hydra	grupo	alternativoj	prononco
level	apogeo	遠地點	apogee	grupo	alternativoj	prononco
level	meduzo	海螫	jellyfish	grupo	alternativoj	prononco
level	edeno	伊甸園	eden	grupo	alternativoj	prononco
level	lobo	葉	lobe	grupo	alternativoj	prononco
level	molusko	軟體動物	a mollusk	grupo	alternativoj	prononco
level	sufloro	提示器	a prompter	grupo	alternativoj	prononco
level	sakramento	聖餐	sacrament	grupo	alternativoj	prononco
level	sekrecio	分泌物	a secretion	grupo	alternativoj	prononco
level	mosko	麝香	a musk	grupo	alternativoj	prononco
level	sugestii	建議（在催眠狀態下）	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	彈藥，彈藥	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	麻醉劑	a narcotic	grupo	alternativoj	prononco
level	dekolti	剪裁低，露出頸部和肩部	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	咧嘴笑, 磨碎, 吱吱叫	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	嗎啡	a morphine	grupo	alternativoj	prononco
level	arkado	拱廊	an arcade	grupo	alternativoj	prononco
level	palisandro	紅木	a rosewood	grupo	alternativoj	prononco
level	impertinenta	無禮的，無禮的	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	廣藿香	a patchouli	grupo	alternativoj	prononco
level	pepsino	胃蛋白酶	pepsino	grupo	alternativoj	prononco
level	poro	一個毛孔	a pore	grupo	alternativoj	prononco
level	hipoteko	抵押貸款	a mortgage	grupo	alternativoj	prononco
level	pustulo	膿皰、丘疹	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	一個前提	a premise	grupo	alternativoj	prononco
level	rabarbo	一個大黃	a rhubarb	grupo	alternativoj	prononco
level	hirta	毛茸茸的, 濃密的, 不整齊的	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	狂犬病、狂犬病	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	木犀草、木犀草	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	蓖麻油植物	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	棱鏡	a prism	grupo	alternativoj	prononco
level	ruto	芸香	a rue	grupo	alternativoj	prononco
level	administracio	行政	administration	grupo	alternativoj	prononco
level	santalo	檀香	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	昏厥	syncope	grupo	alternativoj	prononco
level	skarlatino	猩紅熱	a scarlet fever	grupo	alternativoj	prononco
level	soleo	鰈魚，鰈目魚（魚）	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	分裂	schism	grupo	alternativoj	prononco
level	egido	宙斯盾，保護	aegis, protection	grupo	alternativoj	prononco
level	strigli	咖哩梳理、梳理、擦拭	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	家譜	genealogy	grupo	alternativoj	prononco
level	taksuso	一棵紫杉樹	a yew tree	grupo	alternativoj	prononco
level	alabastro	雪花石膏	an alabaster	grupo	alternativoj	prononco
level	korifeo	a coryphaeus，領導者	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	麻醉	to narcotize	grupo	alternativoj	prononco
level	tenio	一隻絛蟲	a tape worm	grupo	alternativoj	prononco
level	termito	鋁熱劑	a thermite	grupo	alternativoj	prononco
level	liturgio	禮拜儀式	liturgy	grupo	alternativoj	prononco
level	kuliso	滑、翼、平	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	一隻田鳧，一隻田鳧	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	馬鞭草，馬鞭草	vervain, verbena	grupo	alternativoj	prononco
level	visko	槲寄生	a mistletoe	grupo	alternativoj	prononco
level	portiko	門廊	a porch	grupo	alternativoj	prononco
level	ŝankro	下疳、口瘡、皰疹性潰瘍	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	得獎者	a laureate	grupo	alternativoj	prononco
level	ambrozio	安布羅西亞	an ambrosia	grupo	alternativoj	prononco
level	proceduro	一個程式	a procedure	grupo	alternativoj	prononco
level	makarono	杏仁餅	a macaroon	grupo	alternativoj	prononco
level	makaronio	通心粉	macaroni	grupo	alternativoj	prononco
level	komploto	一個陰謀，一個陰謀	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	管家、主管、經理	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	一個大都會	a metropolis	grupo	alternativoj	prononco
level	antipodo	對映體	an antipode	grupo	alternativoj	prononco
level	tanino	單寧	tannin	grupo	alternativoj	prononco
level	legitimi	使合法化	to legitimize	grupo	alternativoj	prononco
level	tapioko	木薯	tapioca	grupo	alternativoj	prononco
level	silueto	輪廓，輪廓	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	吊床	a hammock	grupo	alternativoj	prononco
level	akvarelo	水彩畫，水彩畫	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	動力學	dynamics	grupo	alternativoj	prononco
level	madono	麥當娜	Madonna	grupo	alternativoj	prononco
level	arpeĝo	琶音	arpeggio	grupo	alternativoj	prononco
level	bankiero	銀行家	a banker	grupo	alternativoj	prononco
level	banderolo	一張包裝紙	a wrapper	grupo	alternativoj	prononco
level	soldo	一蘇（5生丁）	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	神學家	a theologist	grupo	alternativoj	prononco
level	bataliono	一個營	a battalion	grupo	alternativoj	prononco
level	baritono	男中音	a baritone	grupo	alternativoj	prononco
level	bitumo	瀝青	bitumen	grupo	alternativoj	prononco
level	bordelo	妓院	a brothel	grupo	alternativoj	prononco
level	legato	使節	a legate	grupo	alternativoj	prononco
level	navo	中殿，走道	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	慈善事業	philanthropy	grupo	alternativoj	prononco
level	omnibuso	綜合巴士	an omnibus	grupo	alternativoj	prononco
level	kadenco	一個adence	a adence	grupo	alternativoj	prononco
level	kompromiso	妥協、妥協	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	龍騎兵	a dragoon	grupo	alternativoj	prononco
level	dueto	二重唱	a duet	grupo	alternativoj	prononco
level	metafiziko	形而上學	metaphysics	grupo	alternativoj	prononco
level	subjektiva	主觀	subjective	grupo	alternativoj	prononco
level	elegio	輓歌	an elegy	grupo	alternativoj	prononco
level	jezuito	耶穌會士	Jesuit	grupo	alternativoj	prononco
level	korneto	短號	a cornet	grupo	alternativoj	prononco
level	festono	花彩	a festoon	grupo	alternativoj	prononco
level	fregato	軍艦、軍艦鳥	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	斷頭台	a guillotine	grupo	alternativoj	prononco
level	tabureto	一個凳子	a stool	grupo	alternativoj	prononco
level	harpuno	魚叉	a harpoon	grupo	alternativoj	prononco
level	hobojo	雙簧管	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	自主性	autonomous	grupo	alternativoj	prononco
level	imperialo	帝國的車輛頂層甲板	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	地峽	an isthmus	grupo	alternativoj	prononco
level	preludo	前奏	a prelude	grupo	alternativoj	prononco
level	algebro	代數	algebra	grupo	alternativoj	prononco
level	filantropo	慈善家	a philanthropist	grupo	alternativoj	prononco
level	afusto	一輛砲車	a gun carriage	grupo	alternativoj	prononco
level	karamboli	碰撞，撞擊（在撞球中）	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	敞篷靈車	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	噴灑, 灑, 灑	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	帽章、蝴蝶結、玫瑰花結	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	低音提琴、低音提琴	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	女低音，女低音	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	雜技演員	an acrobat	grupo	alternativoj	prononco
level	korsaro	海盜船、私掠船	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	緊身胸衣	a corset	grupo	alternativoj	prononco
level	galanto	一朵雪花蓮	a snowdrop	grupo	alternativoj	prononco
level	korveto	一艘護衛艦，一艘寒鴉	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	五度（音樂）	a fifth (music)	grupo	alternativoj	prononco
level	kripto	地下室、保險庫、地下牢房	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	臥底特工	an undercover agent	grupo	alternativoj	prononco
level	litografi	平版印刷	to litograph	grupo	alternativoj	prononco
level	lokomobilo	牽引發動機	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	調查	an inquisition	grupo	alternativoj	prononco
level	prospekto	招股說明書	a prospectus	grupo	alternativoj	prononco
level	mandolino	曼陀林	a mandolin	grupo	alternativoj	prononco
level	mazurko	瑪祖卡舞曲	a mazurka	grupo	alternativoj	prononco
level	melodramo	一部情節劇	a melodrama	grupo	alternativoj	prononco
level	rezignacio	辭職	a resignation	grupo	alternativoj	prononco
level	miasmo	瘴氣，毒氣	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	劇目，劇目	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	模仿，啞劇	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	一個啟示	a revelation	grupo	alternativoj	prononco
level	ogivo	尖頂	an ogive	grupo	alternativoj	prononco
level	paskvilo	帕斯奎納德，諷刺	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	踏板，腳踏板	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	沙文主義者、沙文主義者	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	一位院長	a dean	grupo	alternativoj	prononco
level	vervo	活力、活力、靈感、活力	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	波爾卡	a polka	grupo	alternativoj	prononco
level	pomado	潤髮油，軟膏	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	一拳（喜劇演員）	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	韻律	a prosody	grupo	alternativoj	prononco
level	apelacii	上訴	to appeal	grupo	alternativoj	prononco
level	rebuso	畫謎，謎題	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	第二個（決鬥中的朋友）	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	諧謔曲	a scherzo	grupo	alternativoj	prononco
level	solisto	獨奏家	a soloist	grupo	alternativoj	prononco
level	sonato	奏鳴曲	a sonata	grupo	alternativoj	prononco
level	hipnoto	催眠	a hypnosis	grupo	alternativoj	prononco
level	terceto	三重奏、三重奏	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	一致，一致	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	魚雷	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	悲喜劇	a tragicomedy	grupo	alternativoj	prononco
level	mitro	斜角，斜角	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	一致	a unison	grupo	alternativoj	prononco
level	uverturo	序曲	an overture	grupo	alternativoj	prononco
level	velocipedo	助行車	a velociped	grupo	alternativoj	prononco
level	visto	惠斯特	a whist	grupo	alternativoj	prononco
level	zuavo	步行者	a zouave	grupo	alternativoj	prononco
level	aerolito	隕石，隕石	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	瑪瑙	an agate	grupo	alternativoj	prononco
level	ambro	琥珀	an amber	grupo	alternativoj	prononco
level	aneksi	附件	annex	grupo	alternativoj	prononco
level	areometro	密度計、面積計	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	占星學	an astrology	grupo	alternativoj	prononco
level	anarkio	無政府狀態	an anarchy	grupo	alternativoj	prononco
level	astrologo	占星師，占星家	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	堅忍的, 斯多葛派的	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	執事、巡視員、引座員	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	麥芽	malt	grupo	alternativoj	prononco
level	barometro	晴雨表	a barometer	grupo	alternativoj	prononco
level	bromo	溴	a bromine	grupo	alternativoj	prononco
level	kvintesenco	精髓	a quintessence	grupo	alternativoj	prononco
level	diagonalo	一條對角線	a diagonal	grupo	alternativoj	prononco
level	elipso	橢圓形	an ellipse	grupo	alternativoj	prononco
level	emulsio	乳液	an emulsion	grupo	alternativoj	prononco
level	glicerino	甘油	a glicerino	grupo	alternativoj	prononco
level	patologio	病理	pathology	grupo	alternativoj	prononco
level	koeficiento	一個係數	a coefficient	grupo	alternativoj	prononco
level	divizio	一個軍事部門	a military division	grupo	alternativoj	prononco
level	koncedi	承認、承認、授予	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	改革，改革	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	磁性	magnetism	grupo	alternativoj	prononco
level	pedagogo	教育家，教育家	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	石蠟，石蠟	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	氣動學	pneumatics	grupo	alternativoj	prononco
level	retorto	蒸餾器（玻璃容器）	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	王冠，冠冕	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	菱形、大菱鮃	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	硬脂酸	a stearine	grupo	alternativoj	prononco
level	kontrabando	違禁品，走私	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	十二生肖，十二生肖	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	歌德	gothic	grupo	alternativoj	prononco
level	advento	來臨	Advent	grupo	alternativoj	prononco
level	akcizo	消費稅	excise tax	grupo	alternativoj	prononco
level	samovaro	茶炊（加熱茶的金屬容器）	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	戀物癖（對物體的性吸引力）	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	辯解(=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	評估員、顧問	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	氧化物	an oxide	grupo	alternativoj	prononco
level	apokrifa	杜撰的，虛假的	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	短暫的，短暫的，短暫的	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	仲裁	arbitration	grupo	alternativoj	prononco
level	bariero	障礙，路障	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	再生	Renaissance	grupo	alternativoj	prononco
level	imperativo	至關重要的	imperative	grupo	alternativoj	prononco
level	monarko	君主	a monarch	grupo	alternativoj	prononco
level	indigo	靛藍色	indigo blue	grupo	alternativoj	prononco
level	diakono	執事	a deacon	grupo	alternativoj	prononco
level	erudicio	博學、學識	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	炎	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	陵	mausoleum	grupo	alternativoj	prononco
level	hekatombo	十墓	hecatomb	grupo	alternativoj	prononco
level	anemono	海葵	anemone	grupo	alternativoj	prononco
level	teoremo	一個定理	a theorem	grupo	alternativoj	prononco
level	didaktiko	教學法、教育學	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	審判官	an inquisitor	grupo	alternativoj	prononco
level	konsekri	祝聖、加冕、任命	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	諧波	harmonics	grupo	alternativoj	prononco
level	kabalo	卡巴拉（卡巴拉）	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	學員	a cadet	grupo	alternativoj	prononco
level	kanoniko	佳能	a canon	grupo	alternativoj	prononco
level	panelo	一個面板	a panel	grupo	alternativoj	prononco
level	kaporalo	下士	a corporal	grupo	alternativoj	prononco
level	inerta	惰性的	inert	grupo	alternativoj	prononco
level	erupcio	噴發	eruption	grupo	alternativoj	prononco
level	obligacio	債券，債券	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	英式撞球	billiards	grupo	alternativoj	prononco
level	prelato	高級教士	a prelate	grupo	alternativoj	prononco
level	nuncio	大使（教會外交官）	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	腐植質	humus	grupo	alternativoj	prononco
level	rismo	令（500 張紙）	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	保皇黨	a royalist	grupo	alternativoj	prononco
level	aplombo	沉著、自信	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	餘額（帳戶）	balance (account)	grupo	alternativoj	prononco
level	parabolo	拋物線，寓言	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	總督	a satrap	grupo	alternativoj	prononco
level	laguno	潟湖	a lagoon	grupo	alternativoj	prononco
level	sinodo	一次會議，一次集會	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	樞機主教	a cardinal	grupo	alternativoj	prononco
level	sociologio	社會學	sociology	grupo	alternativoj	prononco
level	sofisto	智者	a sophist	grupo	alternativoj	prononco
level	spiritisto	薩滿，唯靈論者	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	外行人，非專業人士	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	袈裟，袈裟	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	不合時宜	anachronism	grupo	alternativoj	prononco
level	tonsuro	剃度	tonsure	grupo	alternativoj	prononco
level	transito	過境	a transit	grupo	alternativoj	prononco
level	ovacio	熱烈鼓掌	an ovation	grupo	alternativoj	prononco
level	romanco	浪漫（歌曲），一首浪漫的歌曲	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	先前的（教會頭銜）	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	原型	a prototype	grupo	alternativoj	prononco
level	dalio	大麗花	a dahlia	grupo	alternativoj	prononco
level	anagramo	字謎	an anagram	grupo	alternativoj	prononco
level	anapesto	阿納佩斯, 阿納佩斯	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	對立	an antithesis	grupo	alternativoj	prononco
level	friso	飾帶	a frieze	grupo	alternativoj	prononco
level	apozicio	同位語	an apposition	grupo	alternativoj	prononco
level	asonanco	和諧	an assonance	grupo	alternativoj	prononco
level	aŭtografo	親筆簽名	an autograph	grupo	alternativoj	prononco
level	akcesora	附屬品，附屬物，次要的	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	一厘克	a centigram	grupo	alternativoj	prononco
level	centilitro	一厘升	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	抑揚音（重音）	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	一十分克	a decigram	grupo	alternativoj	prononco
