A.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	diversaj homoj	varias personas	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	¿Por qué la gente explica de diferentes maneras?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	mismas ideas	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	explica las mismas ideas	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	los miembros de la familia se reúnen	family members get together	grupo	alternativoj	prononco
level	kiel rapide	cuan rápido	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	pasan los dias	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	¡Qué rápido pasan los días!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	mañana será ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	el cumpleaños de tu padre	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	varios miembros de la familia	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	varios miembros de la familia vendrán	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	y amigos	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	¿podrías por favor ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	¿podrías ayudar un poco?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	un poco de tiempo	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	encontrar un poco de tiempo	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	para ordenar tu habitación	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	al menos para ordenar tu habitación	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Me gustaría ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	me gustaria cocinar algo	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	algo bueno	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	cocinar algo bueno	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	para el pastel de cumpleaños	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	le falta leche	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	en la casa	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	es necesario adquirir ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	algo de comida	some food	grupo	alternativoj	prononco
level	el vendejo	de una tienda	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	para conseguir algo de comida de un escondite	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	haré compras	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	para el cumpleaños	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	en lugar de sentarse y comer	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	gente interesante	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	con familiares poco interesantes	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	me gustaria ir de picnic	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	con los miembros del club	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	¿Con qué miembros del club?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	dijo el padre	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	algún tipo de papel, algún tipo de papeles	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	en un maletín	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	en una papelera	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	arrojó papeles a una papelera	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	arrojó algunos papeles a una papelera	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	mañana temprano	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	miembros de mi club deportivo	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Estimado	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	¿está bien?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	debes estar ausente	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	¿No es así ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	tus compañeros del club	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	se ve con los compañeros del club	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tres veces a la semana	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	¿Puedo ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	tiene derecho a proponer algo	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	comeré con los miembros de la familia	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	pero en la segunda parte	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	iré con mis amigos	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	hablará de ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	una unidad fallida	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	Definitivamente hablaré sobre la unidad fallida.	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	despues del pastel	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	ya no quiero eso	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	quiere escuchar eso	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	¿Por qué no tenemos ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	un tío rico en ideas	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	tiene alguna idea tio rico	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	en mi familia	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	la madre sonrió	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	ante sus palabras	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ella lo sabe ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	habla un poco demasiado	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	no es suficiente sólo ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	riqueza de ideas	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ también es necesario	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	una billetera llena para hacerlo realidad	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	la madre continuó ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	después de un poco de silencio	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	Hace pocos minutos	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana llamó así ella ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ella también nos visitará	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	un pastel dulce	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	a ella realmente le gusta el pastel dulce	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	tiene cuidado de no engordar	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	aunque ella prestará atención	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	Inmediatamente cambió de opinión	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	durante la excursión	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	sin ella	without her	grupo	alternativoj	prononco
level	li estus tre soleca	estaría muy solo	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Aunque pasaré	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Aunque pasaré mañana en casa.	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	en la juventud	in youth	grupo	alternativoj	prononco
level	oni havas	uno tiene	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	también tiene belleza	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	trabajos complicados	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	trabajos complicados (objetivo)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	debería simplificar	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	a esa edad	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	él ya se ha convertido ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	jefe del club deportivo	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	uno pone dinero	one puts money	grupo	alternativoj	prononco
level	en monujon	en una billetera	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	pone en un bolso	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	sigue los ejemplos	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	de los buenos miembros de la familia	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	¿La amistad te hace más feliz?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	te hace feliz	makes you happy	grupo	alternativoj	prononco
level	ol la amo	que el amor	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	¿Con qué frecuencia ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	le escribes cartas a ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	escribe cartas a tus amigas	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	tus amigas en Italia	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	la relación entre tú y tu maestro	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	¿Ha cambiado la relación?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	¿Ya lo sabes ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	muy bien	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	era de tarde ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	cientos de personas	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	llena el cuadrado	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	jóvenes y soldados	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	marineros de los barcos	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	dama excepcional	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	damas destacadas	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	viajeros extranjeros	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	todos se están mudando al centro de la ciudad	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	un poco mas lejos	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	no muy lejos del mar	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	había una pequeña plaza	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	un poco mas lejos pero no lejos	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	al final	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	cerca del mar	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	un hombre estaba cerca	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	según la ropa	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	uno puede saberlo fácilmente ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	fue posible descubrir que~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	el gondolero de un hombre rico	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	Pudo descubrir que era un gondolero.	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	él miró ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	miró a la multitud alegre	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	una sonrisa iluminó su rostro	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	cuando vio a un marinero	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	el marinero que llego	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	el lado del mar	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	llegó del lado del mar	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	¿eres tú, Esteban?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	exclamó el gondolero	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	todos dicen eso ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	en manos de los turcos	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	que caíste en manos de los turcos	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	conocimos a uno	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	de nuestros barcos	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	nos siguió	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	durante más de una hora	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	pero no es fácil ir ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ir más rápido que nuestro barco	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	¿Qué novedades hay aquí?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	aquí en Venecia	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nada interesante	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	solo una gran desgracia	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	¿Conoces a Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Lo conozco	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	un gran barco sumergió su góndola	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	y ¿qué pasa con él?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	la góndola se hundió	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	sucedió que ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	estábamos cerca	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	lo llevamos en nuestra góndola	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	al mismo tiempo	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mi jefe se ahogó	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	para ayudar a una joven	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	una joven que casi muere	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	con su tio	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	casi muere con su tio	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	había una mujer joven	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	no pudimos ayudarlo	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	era una persona importante	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	¿Qué te trajo a Venecia?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	mi amigo	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	el marinero miró hacia arriba	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	rápidamente miró a su amigo	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	y empezó a decir	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	entonces ya sabes ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	traje ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	el gondolero lo detuvo de repente	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	él dijo	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	Entonces pasó un hombre	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	un hombre pasó a su lado	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	aún no tenía treinta	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	y su rostro estaba incoloro	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	su marcha fue segura y fácil	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	su cara estaba triste	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	cuando vio al hombre, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	se dice que ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	muchas personas importantes dan ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	trabajo secreto	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	trabajos secretos	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	le da trabajos secretos	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	demasiados secretos	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	él sabe demasiados secretos	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	por eso tienen miedo	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	enviarlo a prisión	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	dijo el marinero	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	y mientras hablaba	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	Señaló la mansión.	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	la mansión de los dux	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	muchas personas importantes necesitan su ayuda	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	cuanto pagan?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	le paga	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	paga por una muerte	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	ciertamente no menos que ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	que cien monedas	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	no lo olvides ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	que el trabaja para ellos	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	para aquellos que tienen suficiente dinero	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	pagarle	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	en Venecia hay ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	esas cosas	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	para olvidar esas cosas	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	cosas que es mejor olvidar	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	si quieres comer en paz	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	para comer tu pan en paz	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	hubo algo de silencio	there was some silence	grupo	alternativoj	prononco
level	kaj poste	y después	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	el gondolero volvió a hablar	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	llegaste justo a tiempo	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	para ver una carrera de barcos	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	alguien dijo débilmente	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	cerca del gondolero	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	el alcalde de la ciudad	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	Señaló sin palabras la góndola.	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	dijo el gondolero	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	y tomó la mano de su amigo	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	tira el papel	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	en la papelera	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	las chicas tiraron los papeles	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	Dónde está mi lapicero	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	quiero responderle	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	el sol desapareció	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	y ahora es casi de noche	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	por favor come	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	por favor come el pan	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	con cubiertos	with cutlery	grupo	alternativoj	prononco
level	pardonu min	disculpe	excuse me	grupo	alternativoj	prononco
level	rajtas resti	se le permite quedarse	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	no tengo derecho a quedarme	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	¿Puedes traer ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	de mi hermana	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	¿Cuándo compraste ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	Compré ese instrumento musical.	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	¿Quién usó el último?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	usé mi llave	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	¿Condujiste?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	en Venecia	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	también en góndola	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	¿Podrás conciliar el sueño?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	entonces, cuando hubo silencio	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	el caballero era alto	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	alto y gordo	tall, fat	grupo	alternativoj	prononco
level	dika, peza	grueso, pesado	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	pesado y grande	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	era alto, grueso, pesado y grande	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	dio fuerza	gave strength	grupo	alternativoj	prononco
level	havinda forto	una fuerza que vale la pena tener	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fuerza física que vale la pena tener	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	que dio	that gave	grupo	alternativoj	prononco
level	donis al li	le dio	gave him	grupo	alternativoj	prononco
level	tio donis forton	que dio fuerza	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	dio fuerza al cuerpo que vale la pena tener	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	su apariencia	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	apariencia de una persona alta	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	un pequeño papel	a small role	grupo	alternativoj	prononco
level	ludis rolon	Interpretó un papel	played a role	grupo	alternativoj	prononco
level	ne eta rolo	no es un papel pequeño	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	jugó un pequeño papel	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	jugó un papel no pequeño	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	en el hecho de que ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	la mayoría de la gente	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	si no tienes miedo	if not afraid	grupo	alternativoj	prononco
level	lin timis	le tenía miedo	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	si el tenia miedo	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	si no le tengo miedo	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	ciertamente respetado	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	al menos pensé en ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	antes ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	para satisfacerlo	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	para disgustarlo	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	antes de insatisfecho ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	antes de decidir ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	decidir disgustar ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	decidir satisfacerlo	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	antes de decidir disgustarlo	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	eso que es útil	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	A menudo es útil durante el día.	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	una molestia desagradable	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	por sí mismo	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	presenta una molestia desagradable	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	se presenta como una molestia desagradable	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	en un lugar lleno de árboles	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	entonces, cuando uno se extraviaba	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	en un desierto inhumano	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	y se sale del camino en el caos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	un cuerpo alto y grande	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	no pudo pasar ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	entre los arbustos	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	además de tocar las cosas naturales	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	generalmente mojado	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	en medio de la naturaleza mojada	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	cosas naturales mojadas, en medio de las cuales ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	caminó con dificultad	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	fue una experiencia	it was an experience	grupo	alternativoj	prononco
