C.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	platano	ஒரு பிளாட்டானஸ்	a platanus	grupo	alternativoj	prononco
level	bretaro	அலமாரியின் தொகுப்பு (சுவர்), அலமாரிகள், புத்தக அலமாரி	a set of shelf (wall), shelves, bookcase	grupo	alternativoj	prononco
level	cirkelo	ஒரு திசைகாட்டி (வட்டத்தை வரைதல்)	a compass (drawing a circle)	grupo	alternativoj	prononco
level	lulilo (lulkorbo)	ஒரு தொட்டில்	a cradle	grupo	alternativoj	prononco
level	pliigi	அதிகரிக்க	to increase	grupo	alternativoj	prononco
level	invito	ஒரு அழைப்பு, உடனடி	an invitation, prompt	grupo	alternativoj	prononco
level	giganto	ஒரு மாபெரும்	a giant	grupo	alternativoj	prononco
level	malsanulejo	ஒரு மருத்துவமனை (=மருத்துவமனை)	a hospital (=hospitalo)	grupo	alternativoj	prononco
level	trafe	புள்ளிக்கு பொருத்தமாக	appropriately to the point	grupo	alternativoj	prononco
level	asekuro	ஒரு காப்பீடு	an insurance	grupo	alternativoj	prononco
level	brodi	எம்பிராய்டரி செய்ய	to embroider	grupo	alternativoj	prononco
level	stameno	ஒரு மகரந்தம்	a stamen	grupo	alternativoj	prononco
level	globkrajono	ஒரு பால்பாயிண்ட் பேனா	a ballpoint pen	grupo	alternativoj	prononco
level	brulligno	ஒரு விறகு	a firewood	grupo	alternativoj	prononco
level	amortizi	பணமதிப்பிழப்பு செய்ய	to amortize	grupo	alternativoj	prononco
level	onklino	ஒரு அத்தை	an aunt	grupo	alternativoj	prononco
level	veruko	a verruca, ஒரு மரு	a verruca, a wart	grupo	alternativoj	prononco
level	honorario	ஒரு கௌரவம், கட்டணம்	a honorarium, fee	grupo	alternativoj	prononco
level	metalurgio	உலோகவியல்	metallurgy	grupo	alternativoj	prononco
level	epifanio	ஒரு எபிபானி, ஒரு தோற்றம்	an epiphany, an appearance	grupo	alternativoj	prononco
level	vundi	காயப்படுத்த, காயப்படுத்த, காயப்படுத்த	to injure, to wound, to hurt	grupo	alternativoj	prononco
level	hangaro	ஒரு தொங்கல்	a hangar	grupo	alternativoj	prononco
level	cirkvito	ஒரு சுற்று	a circuit	grupo	alternativoj	prononco
level	vundiĝi	காயம் அடைய	to become injured	grupo	alternativoj	prononco
level	kreolo	ஒரு கிரியோல்	a Creole	grupo	alternativoj	prononco
level	bifsteko	ஒரு மாட்டிறைச்சி மாமிசம்	a beef steak	grupo	alternativoj	prononco
level	etato	ஒரு ஊதியம், ஒரு அட்டவணை, ஒரு சரக்கு, ஒரு பட்டியல்	a payroll, a table, an inventory, a list	grupo	alternativoj	prononco
level	devontigi	உறுதி செய்ய	to commit	grupo	alternativoj	prononco
level	Pekino	பெய்ஜிங்	Beijing	grupo	alternativoj	prononco
level	akvumi	தண்ணீர், பாசனம், பறிப்பு	to water, to irrigate, to flush	grupo	alternativoj	prononco
level	akvofalo	ஒரு அருவி, ஒரு அருவி	a waterfall, a cascade	grupo	alternativoj	prononco
level	gobio	ஒரு குட்ஜியன், ஒரு நதி கோபி	a gudgeon, a river goby	grupo	alternativoj	prononco
level	akvomelono	ஒரு தர்பூசணி	a watermelon	grupo	alternativoj	prononco
level	singularo	ஒரு ஒற்றை	a singular	grupo	alternativoj	prononco
level	rezervujo (akvo ~)	ஒரு நீர்த்தேக்கம் (நீர் ~)	a reservoir (water ~)	grupo	alternativoj	prononco
level	nekrologo	ஒரு நெக்ராலஜி, ஒரு இரங்கல்	a necrology, an obituary	grupo	alternativoj	prononco
level	reteni	தக்கவைக்க, தடுத்து நிறுத்த, தடுத்து நிறுத்த	to retain, to detain, to hold back	grupo	alternativoj	prononco
level	plastiko	வார்ப்பு, வடிவ, பிளாஸ்டிக்	mouldable, shapable, plastic	grupo	alternativoj	prononco
level	fisko	கருவூலம், மாநில கருவூலம்	treasury, state treasury	grupo	alternativoj	prononco
level	prunti	கடன், கடன்	to borrow, to loan	grupo	alternativoj	prononco
level	filozofo	ஒரு தத்துவவாதி	a philosopher	grupo	alternativoj	prononco
level	ĝiri	மாற்ற, ஒப்புதல்	to transfer, to endorse	grupo	alternativoj	prononco
level	malvo	ஒரு மல்லோ	a mallow	grupo	alternativoj	prononco
level	ŝuldo	ஒரு கடன், ஒரு கடன்	a debt, an owe	grupo	alternativoj	prononco
level	alpo	ஒரு ஆல்ப், ஒரு மலை மேய்ச்சல்	an alp, a mountain pasture	grupo	alternativoj	prononco
level	vidvino	ஒரு விதவை	a widow	grupo	alternativoj	prononco
level	ŝuldanto	ஒரு கடனாளி, ஒரு கடனாளி	a debtor, an obligor	grupo	alternativoj	prononco
level	malrapide	மெதுவாக	slowly	grupo	alternativoj	prononco
level	puso	ஒரு சீழ்	a pus	grupo	alternativoj	prononco
level	interesega	மிகவும் சுவாரஸ்யமான, உறிஞ்சும்	very interesting, absorbing	grupo	alternativoj	prononco
level	imperialismo	ஏகாதிபத்தியம்	imperialism	grupo	alternativoj	prononco
level	minuso	கழித்தல், கழித்தல் குறி	minus, minus sign	grupo	alternativoj	prononco
level	dialekto	ஒரு பேச்சுவழக்கு	a dialect	grupo	alternativoj	prononco
level	semi	விதைக்க (விதைகள்)	to sow (seeds)	grupo	alternativoj	prononco
level	homplena	மக்கள் நிறைந்து, கூட்டம்	full of people, crowded	grupo	alternativoj	prononco
level	enamiĝi	காதலிக்க வேண்டும்	to fall in love	grupo	alternativoj	prononco
level	kontrasto	ஒரு மாறுபாடு, ஒரு எதிர்ப்பு, ஒரு எதிர்ப்பு	a contrast, an antithesis, an opposition	grupo	alternativoj	prononco
level	inkluziva	உள்ளடக்கியது	inclusive	grupo	alternativoj	prononco
level	fianĉino	ஒரு வருங்கால மனைவி, வருங்கால மனைவி, மணமகள்	a fiancee, fiancée, bride	grupo	alternativoj	prononco
level	pozitiva	நேர்மறை	positive	grupo	alternativoj	prononco
level	fianĉiĝi	நிச்சயதார்த்தம் ஆக வேண்டும்	to become engaged	grupo	alternativoj	prononco
level	ĉevrono	ஒரு செவ்ரான், ஒரு ஆதரவு கற்றை	a chevron, a support beam	grupo	alternativoj	prononco
level	katastrofo	ஒரு பேரழிவு, ஒரு பேரழிவு, ஒரு பேரழிவு	a disaster, a catastrophe, a calamity	grupo	alternativoj	prononco
level	ŝpato	ஒரு மண்வெட்டி	a spade	grupo	alternativoj	prononco
level	fianĉamiko (-ino)	ஒரு சிறந்த மனிதன், ஒரு மணமகன் (ஒரு மணப்பெண்)	a best man, a bridesman (a bridesmaid)	grupo	alternativoj	prononco
level	dozo	ஒரு டோஸ், ஒரு டோஸ்	a dose, a dosage	grupo	alternativoj	prononco
level	monto da ~	ஒரு மலை ~	a mountain of ~	grupo	alternativoj	prononco
level	vivanta	வாழும், உயிருடன்	living, alive	grupo	alternativoj	prononco
level	Irlandano	ஒரு ஐரிஷ்	an Irish	grupo	alternativoj	prononco
level	Skotlando	ஸ்காட்லாந்து	Scotland	grupo	alternativoj	prononco
level	grasa	க்ரீஸ், கொழுப்பு, தடித்த, தடித்த முகம், கொழுப்பு	greasy, fat, bold, boldface, fatty	grupo	alternativoj	prononco
level	nilono	ஒரு நைலான்	a nylon	grupo	alternativoj	prononco
level	ekzameno	ஒரு சோதனை, ஒரு விசாரணை, ஒரு சோதனை	an examination, an investigation, a test	grupo	alternativoj	prononco
level	teatraĵo	ஒரு நாடகம் (ஒரு தியேட்டரில்), ஒரு நாடக நாடகம்	a play (in a theater), a theatre play	grupo	alternativoj	prononco
level	premiito	ஒரு விருது வென்றவர், ஒரு பரிசு வென்றவர்	an award winner, a prize winner	grupo	alternativoj	prononco
level	paliĝi	வெளிறிய, மறைய	to become pale, to fade	grupo	alternativoj	prononco
level	novjaro	ஒரு புதிய ஆண்டு	a new year	grupo	alternativoj	prononco
level	alkemio	ரசவாதம் (=alĥemio)	alchemy (=alĥemio)	grupo	alternativoj	prononco
level	vertico	a vertex, a node	a vertex, a node	grupo	alternativoj	prononco
level	kanono	ஒரு நியதி, ஒரு பெரிய துப்பாக்கி	a canon, a big gun	grupo	alternativoj	prononco
level	ŝampuo	ஒரு ஷாம்பு	a shampoo	grupo	alternativoj	prononco
level	katolika	கத்தோலிக்க	catholic	grupo	alternativoj	prononco
level	subskribi	கையெழுத்திட (ஒரு கையெழுத்து, ஒருவரின் பெயர்)	to sign (a signature, one's name)	grupo	alternativoj	prononco
level	doganejo	சுங்கச் சாவடி, சுங்கச் சாவடி	a customs post, a customs house	grupo	alternativoj	prononco
level	jarcento	ஒரு நூற்றாண்டு	a century	grupo	alternativoj	prononco
level	onidire	வதந்தி உள்ளது ~ (ஒருவரின் கூற்றுப்படி)	rumor has it ~ (according to one says)	grupo	alternativoj	prononco
level	radiatoro	ஒரு ரேடியேட்டர்	a radiator	grupo	alternativoj	prononco
level	nepino	ஒரு பேத்தி	a granddaughter	grupo	alternativoj	prononco
level	rivoluo	ஒரு சுழற்சி, ஒரு புரட்சி	a rotation, a revolution	grupo	alternativoj	prononco
level	butikumi	பொடிக்குகளை சுற்றி செல்ல, ஷாப்பிங்	to go around boutiques, shopping	grupo	alternativoj	prononco
level	ĉenbutiko	ஒரு சங்கிலி கடை	a chain-store	grupo	alternativoj	prononco
level	templo	ஒரு கோவில்	a temple	grupo	alternativoj	prononco
level	riparata	பழுதுபார்க்கப்படுகிறது	(is being) repaired	grupo	alternativoj	prononco
level	viadukto	ஒரு வழியாக	a viaduct	grupo	alternativoj	prononco
level	redakcio	தலையங்க ஊழியர்கள்	editorial staff	grupo	alternativoj	prononco
level	operacio	ஒரு அறுவை சிகிச்சை	an operation	grupo	alternativoj	prononco
level	statistiko	புள்ளிவிவரங்கள்	statistics	grupo	alternativoj	prononco
level	operaciisto	ஒரு சர்ஜன், ஒரு நிர்வாகி, ஒரு மேலாளர்	a surgen, an administrator, a manager	grupo	alternativoj	prononco
level	moŝto	மாட்சிமை, மேன்மை, மேன்மை	Majesty, Highness, Excellency	grupo	alternativoj	prononco
level	inundo	ஒரு வெள்ளம், வெள்ளம்	an inundation, a flood	grupo	alternativoj	prononco
level	hejmpaĝo	ஒரு முகப்பு பக்கம்	a home page	grupo	alternativoj	prononco
level	acero	ஒரு மேப்பிள்	a maple	grupo	alternativoj	prononco
level	akuŝejo	ஒரு மகப்பேறு இல்லம்	a maternity home	grupo	alternativoj	prononco
level	percepto	உணர்தல்	perception	grupo	alternativoj	prononco
level	skolto	ஒரு சாரணர், ஒரு சிறுவன் சாரணர்	a scout, a boy scout	grupo	alternativoj	prononco
level	speciale	குறிப்பாக, சிறப்பாக	especially, specially	grupo	alternativoj	prononco
level	artsatelito	ஒரு செயற்கை செயற்கைக்கோள்	an artificial satellite	grupo	alternativoj	prononco
level	balaaĵujo	ஒரு குப்பைத் தொட்டி, ஒரு குப்பைத் தொட்டி	a wastebin, a dust-bin	grupo	alternativoj	prononco
level	skii	பனிச்சறுக்க	to ski	grupo	alternativoj	prononco
level	balotilo	ஒரு வாக்குச்சீட்டு, ஒரு வாக்குச்சீட்டு	a ballot, a ballot paper	grupo	alternativoj	prononco
level	hortabelo	ஒரு கால அட்டவணை	a timetable	grupo	alternativoj	prononco
level	kavaliro	ஒரு மாவீரன், ஒரு குதிரைவீரன்	a knight, a cavalier	grupo	alternativoj	prononco
level	tolŝuo (ŝnurŝuo)	ஒரு ஸ்னீக்கர், ஒரு கேன்வாஸ் ஷூ, ஒரு தடகள ஷூ, ஒரு ஓடும் ஷூ	a sneaker, a canvas shoe, an athletic shoe, a running shoe	grupo	alternativoj	prononco
level	aktualaĵo	ஆர்வத்தின் தற்போதைய பிரச்சினை, தற்போதைய முக்கியத்துவம் வாய்ந்த ஒன்று	a current issue of interest, something of current importance	grupo	alternativoj	prononco
level	aviado	விமான போக்குவரத்து	aviation	grupo	alternativoj	prononco
level	ĝemela	இரட்டையர்கள்	of twin	grupo	alternativoj	prononco
level	digo	ஒரு அணை, ஒரு அணை	a dam, a dike	grupo	alternativoj	prononco
level	elfosilo	ஒரு அகழ்வாராய்ச்சி, ஒரு கொக்கு	an excavator, a crane	grupo	alternativoj	prononco
level	teĥniko	ஒரு தொழில்நுட்பம், ஒரு நுட்பம் (=டெக்னிகோ)	a technic, a technique (=tekniko)	grupo	alternativoj	prononco
level	malsupren	கீழ்நோக்கி, கீழே	downward, down	grupo	alternativoj	prononco
level	Hispana	ஸ்பானிஷ்	Spanish	grupo	alternativoj	prononco
level	kadavro	ஒரு சடலம், ஒரு சடலம், ஒரு இறந்த உடல்	a cadaver, a corpse, a dead body	grupo	alternativoj	prononco
level	figujo (figarbo)	ஒரு அத்தி மரம்	a fig tree	grupo	alternativoj	prononco
level	akcelilo	ஒரு முடுக்கி	an accelerator	grupo	alternativoj	prononco
level	manuskripto	ஒரு கையெழுத்துப் பிரதி	a manuscript	grupo	alternativoj	prononco
level	frizosalono	ஒரு சிகையலங்கார நிலையம்	a hairdressing salon	grupo	alternativoj	prononco
level	kapitano	ஒரு கேப்டன்	a captain	grupo	alternativoj	prononco
level	abismo	பள்ளம், மறதி, பள்ளம்	abyss, oblivion, chasm	grupo	alternativoj	prononco
level	glano	ஒரு ஏகோர்ன், கண்ணி	an acorn, glans	grupo	alternativoj	prononco
level	glavofiŝo	ஒரு வாள் மீன்	a sword fish	grupo	alternativoj	prononco
level	faraono	பார்வோன்	Pharaoh	grupo	alternativoj	prononco
level	skeleto	ஒரு எலும்புக்கூடு	a skeleton	grupo	alternativoj	prononco
level	granato	ஒரு கைக்குண்டு, ஒரு மாதுளை	a grenade, a pomegranate	grupo	alternativoj	prononco
level	gravito	ஈர்ப்பு, ஈர்ப்பு	gravity, gravitation	grupo	alternativoj	prononco
level	karcero	ஒரு செல், ஒரு பூட்டு, ஒரு சிறை	a cell, a lock up, a prison	grupo	alternativoj	prononco
level	vilo	வில்லஸ், கூந்தல் கட்டி	villus, tuft of hair	grupo	alternativoj	prononco
level	piramido	ஒரு பிரமிடு	a pyramid	grupo	alternativoj	prononco
level	juglando	ஒரு வால்நட்	a walnut	grupo	alternativoj	prononco
level	mumio	ஒரு மம்மி	a mummy	grupo	alternativoj	prononco
level	patrioto	ஒரு தேசபக்தர்	a patriot	grupo	alternativoj	prononco
level	trono	ஒரு சிம்மாசனம்	a throne	grupo	alternativoj	prononco
level	korbopilko	ஒரு கூடைப்பந்து	a basketball	grupo	alternativoj	prononco
level	koruso (ĥoro)	கோரஸ் (பாடகர் குழு)	chorus (choir)	grupo	alternativoj	prononco
level	kratero	ஒரு பள்ளம்	a crater	grupo	alternativoj	prononco
level	lavango	ஒரு பனிச்சரிவு	an avalanche	grupo	alternativoj	prononco
level	troti	ட்ரொட் செய்ய	to trot	grupo	alternativoj	prononco
level	sinonimo	ஒரு இணைச்சொல்	a synonym	grupo	alternativoj	prononco
level	magnolio	ஒரு மாக்னோலியா	a magnolia	grupo	alternativoj	prononco
level	maratono	ஒரு மாரத்தான்	a marathon	grupo	alternativoj	prononco
level	marsko	a marsh land, a mud flat	a marsh land, a mud flat	grupo	alternativoj	prononco
level	gubernio	மாகாணம், ஒரு நிர்வாக மாகாணம்	prefecture, an administrative province	grupo	alternativoj	prononco
level	narkotaĵo	ஒரு போதை மருந்து	a narcotic drug	grupo	alternativoj	prononco
level	tamburo	a drum, a tambour	a drum, a tambour	grupo	alternativoj	prononco
level	ekstazo	ஒரு பரவசம், ஒரு பேரானந்தம்	an ecstasy, a rapture	grupo	alternativoj	prononco
level	emfazo	ஒரு முக்கியத்துவம், ஒரு உச்சரிப்பு	an emphasis, an accent	grupo	alternativoj	prononco
level	pinkonuso	ஒரு பைன் கூம்பு	a pine cone	grupo	alternativoj	prononco
level	plugilo	ஒரு கலப்பை, ஒரு கலப்பை	a plough, a plow	grupo	alternativoj	prononco
level	pneŭo (pneŭmatiko)	ஒரு டயர், நியூமேடிக்ஸ்	a tire, pneumatics	grupo	alternativoj	prononco
level	definitiva	உறுதியான, திட்டவட்டமான	definitive, definite	grupo	alternativoj	prononco
level	ponardo	ஒரு குத்து	a dagger	grupo	alternativoj	prononco
level	triumfo	ஒரு வெற்றி	a triumph	grupo	alternativoj	prononco
level	caro	ஜார், ஜார்	Czar, Tsar	grupo	alternativoj	prononco
level	pulo	ஒரு பிளே	a flea	grupo	alternativoj	prononco
level	idiomo	ஒரு பழமொழி, ஒரு வட்டார மொழி, ஒரு உள்ளூர் மொழி	an idiom, a vernacular, a local language	grupo	alternativoj	prononco
level	raviolo (ĉina pasteĉo)	ஒரு ரவியோலி (சீன பேஸ்டி)	a ravioli (Chinese pasty)	grupo	alternativoj	prononco
level	kriterio	ஒரு அளவுகோல், ஒரு அளவுகோல்	a criterion, a measure	grupo	alternativoj	prononco
level	rifo	ஒரு பாறை	a reef	grupo	alternativoj	prononco
level	doktrino	ஒரு கோட்பாடு	a doctrine	grupo	alternativoj	prononco
level	demokrato	ஒரு ஜனநாயகவாதி	a democrat	grupo	alternativoj	prononco
level	kolonio	ஒரு காலனி, ஒரு குடியேற்றம்	a colony, a settlement	grupo	alternativoj	prononco
level	rulsketilo	ஒரு இன்லைன் ஸ்கேட்	an inline skate	grupo	alternativoj	prononco
level	sezamo	ஒரு எள்	a sesame	grupo	alternativoj	prononco
level	muzo	மியூஸ்	Muse	grupo	alternativoj	prononco
level	radikala	தீவிரமான	radical	grupo	alternativoj	prononco
level	skulptaĵo	ஒரு சிற்பம்	a sculpture	grupo	alternativoj	prononco
level	sojsaŭco	சோயா சாஸ்	soy sauce	grupo	alternativoj	prononco
level	etiko	நெறிமுறைகள்	ethics	grupo	alternativoj	prononco
level	spiono	ஒரு உளவாளி	a spy	grupo	alternativoj	prononco
level	konflikto	ஒரு மோதல், ஒரு மோதல்	a conflict, a clash	grupo	alternativoj	prononco
level	profilo	ஒரு சுயவிவரம், ஒரு குறுக்கு வெட்டு பார்வை	a profile, a cross-sectional view	grupo	alternativoj	prononco
level	galopo	a gallop, galloping	a gallop, galloping	grupo	alternativoj	prononco
level	kantono	ஒரு மாகாணம், ஒரு மாவட்டம்	a canton, a county	grupo	alternativoj	prononco
level	teleregilo	ஒரு ரிமோட் கண்ட்ரோல்	a remote control	grupo	alternativoj	prononco
level	korupti	ஊழல் செய்ய, லஞ்சம் கொடுக்க	to corrupt, to bribe	grupo	alternativoj	prononco
level	idioto	ஒரு முட்டாள்	an idiot	grupo	alternativoj	prononco
level	testamento	ஒரு சாசனம், ஒரு உயில்	a testament, a will	grupo	alternativoj	prononco
level	nafto	எண்ணெய், கச்சா எண்ணெய், நாஃப்ட்	oil, cruide oil, naft	grupo	alternativoj	prononco
level	diplomo	ஒரு டிப்ளமோ	a diploma	grupo	alternativoj	prononco
level	skandalo	ஒரு ஊழல், ஒரு குழப்பம்	a scandal, a commotion	grupo	alternativoj	prononco
level	lanco	ஈட்டி, ஈட்டி	a lance, a spear	grupo	alternativoj	prononco
level	ŝnurtira lukto	ஒரு இழுபறி	a tug of war	grupo	alternativoj	prononco
level	sintakso	தொடரியல்	syntax	grupo	alternativoj	prononco
level	ceremonio	ஒரு விழா	a ceremony	grupo	alternativoj	prononco
level	ŝuŝranko	ஒரு காலணி அலமாரி	a shoe closet	grupo	alternativoj	prononco
level	kontribui	பங்களிப்பு செய்ய	to contribute	grupo	alternativoj	prononco
level	kompili	தொகுக்க	to compile	grupo	alternativoj	prononco
level	verdikto	ஒரு தீர்ப்பு, ஒரு முடிவு	a verdict, a decision	grupo	alternativoj	prononco
level	melodio	ஒரு மெல்லிசை	a melody	grupo	alternativoj	prononco
level	deklami	declaim, to recite	to declaim, to recite	grupo	alternativoj	prononco
level	bovino	ஒரு பசு	a cow	grupo	alternativoj	prononco
level	svarmi	திரள், பெருக	to swarm, to abound	grupo	alternativoj	prononco
level	kokino	ஒரு கோழி	a hen	grupo	alternativoj	prononco
level	legomoj	காய்கறிகள்	vegetables	grupo	alternativoj	prononco
level	barono	ஒரு பேரன்	a baron	grupo	alternativoj	prononco
level	malfacile	அரிதாக, சிரமத்துடன்	hardly, with difficulty	grupo	alternativoj	prononco
level	epizodo	ஒரு அத்தியாயம்	an episode	grupo	alternativoj	prononco
level	nuligi	ரத்து செய்ய, ரத்து செய்ய	to cancel, to nullify	grupo	alternativoj	prononco
level	faktoro	ஒரு காரணி	a factor	grupo	alternativoj	prononco
level	studentino	ஒரு பெண் மாணவி	a female student	grupo	alternativoj	prononco
level	liberala	தாராளவாத	liberal	grupo	alternativoj	prononco
level	ŝraŭboturnilo	ஒரு திருகு இயக்கி	a screw driver	grupo	alternativoj	prononco
level	diligente	விடாமுயற்சியுடன்	diligently	grupo	alternativoj	prononco
level	malfermi	திறக்க	to open	grupo	alternativoj	prononco
level	gaelo	ஒரு கேல்	a gael	grupo	alternativoj	prononco
level	rugbeo	ரக்பி	rugby	grupo	alternativoj	prononco
level	frizisto	ஒரு சிகையலங்கார நிபுணர்	a hairdresser	grupo	alternativoj	prononco
level	beleta	அழகான, அழகான	cute, pretty	grupo	alternativoj	prononco
level	normo	நெறி, தரநிலை	norm, standard	grupo	alternativoj	prononco
level	mandarino	ஒரு மாண்டரின் ஆரஞ்சு	a mandarin orange	grupo	alternativoj	prononco
level	omleto	ஆம்லெட், சுண்டல்	omelette, tortilla	grupo	alternativoj	prononco
level	afiŝeto	ஒரு சுவரொட்டி	a poster	grupo	alternativoj	prononco
level	klerigado	பயிற்சி, ஒரு பயிற்சி	training, a training	grupo	alternativoj	prononco
level	rekompenci	வெகுமதி, இழப்பீடு	to reward, to compensate	grupo	alternativoj	prononco
level	abdomeno	வயிறு	abdomen	grupo	alternativoj	prononco
level	rublo	ஒரு ரூபிள் (ரஷ்ய)	a ruble (Russian)	grupo	alternativoj	prononco
level	bakujo (forno)	ஒரு அடுப்பு	an oven	grupo	alternativoj	prononco
level	komodo	ஒரு கமோட் (தளபாடங்கள்), இழுப்பறைகளின் மார்பு	a commode (furniture), a chest of drawers	grupo	alternativoj	prononco
level	blanka ĉemizo	ஒரு வெள்ளை சட்டை	a white shirt	grupo	alternativoj	prononco
level	konkeri	கைப்பற்ற	to conquer	grupo	alternativoj	prononco
level	ekzemple	உதாரணத்திற்கு	for example	grupo	alternativoj	prononco
level	pasiva	செயலற்ற	passive	grupo	alternativoj	prononco
level	indiĝeno	ஒரு பழங்குடி நபர், ஒரு பழங்குடி	an indigenous person, an aborigene	grupo	alternativoj	prononco
level	balkono	ஒரு பால்கனி	a balcony	grupo	alternativoj	prononco
level	cico	ஒரு முலைக்காம்பு	a nipple	grupo	alternativoj	prononco
level	abstrakti	சுருக்கம்	to abstract	grupo	alternativoj	prononco
level	poŝtmarko	ஒரு தபால் தலை (=pm)	a postage stamp (=p.m.)	grupo	alternativoj	prononco
level	sportejo	ஒரு விளையாட்டு மைதானம்	a sports ground	grupo	alternativoj	prononco
level	polemiko	ஒரு விவாதம், ஒரு சர்ச்சை, ஒரு சர்ச்சை	a polemic, a controversy, a dispute	grupo	alternativoj	prononco
level	sirio	சிரியா	Syria	grupo	alternativoj	prononco
level	nomi	பெயரிட, நியமிக்க, பரிந்துரைக்க	to name, to designate, to nominate	grupo	alternativoj	prononco
level	fiasko	ஒரு தோல்வி, ஒரு தோல்வி	a fiasco, a failure	grupo	alternativoj	prononco
level	procesio	ஊர்வலம், ஊர்வலம்	procession, a procession	grupo	alternativoj	prononco
level	kupeo	ஒரு கூபே, ஒரு பெட்டி	a coupe, a compartment	grupo	alternativoj	prononco
level	hipotezo	ஒரு கருதுகோள்	a hypothesis	grupo	alternativoj	prononco
level	laboro	ஒரு வேலை	a work	grupo	alternativoj	prononco
level	cirko	ஒரு சர்க்கஸ்	a circus	grupo	alternativoj	prononco
level	iluzio	ஒரு மாயை	an illusion	grupo	alternativoj	prononco
level	troviĝi	கண்டுபிடிக்க வேண்டும்	to be found	grupo	alternativoj	prononco
level	baldakeno	ஒரு பால்டாசின், ஒரு விதானம்	a baldachin, a canope	grupo	alternativoj	prononco
level	refuti	மறுதலிக்க, தண்டிக்க	to refute, to convict	grupo	alternativoj	prononco
level	fratino	ஒரு சகோதரி	a sister	grupo	alternativoj	prononco
level	ortodoksa	மரபுவழி	orthodox	grupo	alternativoj	prononco
level	revido	மீண்டும் பார்க்கிறேன்	seeing again	grupo	alternativoj	prononco
level	molekulo	ஒரு மூலக்கூறு	a molecule	grupo	alternativoj	prononco
level	manifesti	வெளிப்படுத்த, நிரூபிக்க	to manifest, to demonstrate	grupo	alternativoj	prononco
level	malmulta	சிறிய, சில	little, few	grupo	alternativoj	prononco
level	proporcio	ஒரு விகிதம், ஒரு விகிதம்	a proportion, a rate	grupo	alternativoj	prononco
level	elektra lampo	ஒரு மின் விளக்கு	an electric lamp	grupo	alternativoj	prononco
level	bedo	ஒரு படுக்கை, ஒரு சதி ([மலர்] படுக்கை)	a bed, a plot ([flower] bed)	grupo	alternativoj	prononco
level	aromo	வாசனை, வாசனை, வாசனை, வாசனை	aroma, smell, fragrance, flavor	grupo	alternativoj	prononco
level	mikroonda forno	ஒரு நுண்ணலை அடுப்பு	a microwave oven	grupo	alternativoj	prononco
level	telefoni	அழைக்க, தொலைபேசி	to call, to phone	grupo	alternativoj	prononco
level	utopio	கற்பனயுலகு	utopia	grupo	alternativoj	prononco
level	manifestacio	ஒரு ஆர்ப்பாட்டம்	a demonstration	grupo	alternativoj	prononco
level	vendisto	ஒரு விற்பனையாளர், ஒரு விற்பனையாளர், ஒரு விற்பனையாளர்	a seller, a salesman, a vendor	grupo	alternativoj	prononco
level	ĉikani	quibble, to harass	to quibble, to harass	grupo	alternativoj	prononco
level	satano	ஒரு சாத்தான், ஒரு பிசாசு	a Satan, a devil	grupo	alternativoj	prononco
level	maldekstra	இடது (திசை)	left (direction)	grupo	alternativoj	prononco
level	kuirejo	சமையல் அறை	a kitchen	grupo	alternativoj	prononco
level	loĝanto	ஒரு குடியிருப்பாளர், ஒரு குடியிருப்பாளர், ஒரு குடியிருப்பாளர்	a dweller, an inhabitant, a resident	grupo	alternativoj	prononco
level	koloso	ஒரு கோலோசஸ்	a colossus	grupo	alternativoj	prononco
level	municipa	நகராட்சி	municipal	grupo	alternativoj	prononco
level	pulso	ஒரு துடிப்பு	a pulse	grupo	alternativoj	prononco
level	gravi	முக்கியமானது, முக்கியமானது	to matter, to be important	grupo	alternativoj	prononco
level	karavano	ஒரு கேரவன்	a caravan	grupo	alternativoj	prononco
level	astro	ஒரு வான உடல், ஒரு பரலோக உடல், ஒரு நட்சத்திரம்	a celestial body, a heavenly body, a star	grupo	alternativoj	prononco
level	biologio	உயிரியல்	biology	grupo	alternativoj	prononco
level	ĝihado	ஜிஹாத்	jihad	grupo	alternativoj	prononco
level	skrapgumo	ஒரு ரப்பர், ஒரு erager	a rubber, an erager	grupo	alternativoj	prononco
level	radioaktiva	கதிரியக்க	radioactive	grupo	alternativoj	prononco
level	kunsido	ஒரு கூட்டம், ஒரு அமர்வு, ஒரு அமர்வு	a meeting, a sitting, a session	grupo	alternativoj	prononco
level	eriko	ஒரு வேப்பமரம், ஒரு காட்டு ரோஜா	a heather, a wild rose	grupo	alternativoj	prononco
level	varianto	ஒரு மாறுபாடு, ஒரு மாறி, வேறு வடிவம்	a variant, a variable, a different form	grupo	alternativoj	prononco
level	aŭdienco	ஒரு பார்வையாளர், ஒரு கேட்டல்	an audience, a hearing	grupo	alternativoj	prononco
level	barbaro	ஒரு காட்டுமிராண்டி	a barbarian	grupo	alternativoj	prononco
level	evangelio	ஒரு நற்செய்தி, நற்செய்தி	an evangel, gospel	grupo	alternativoj	prononco
level	tetaso (te-taso)	ஒரு தேநீர் கோப்பை	a tea cup	grupo	alternativoj	prononco
level	ŝilingo	ஒரு ஷில்லிங்	a shilling	grupo	alternativoj	prononco
