A.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	kien vi dezirus vojaĝi?	kuhu sa reisida tahaksid?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	kui sul oleks ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	piisavalt raha	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	kui sul oleks piisavalt raha ja temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	kas sa plaanid ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	plaanib reisida Pariisi	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	axautoga sõitma	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	palju parem	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	tundub palju parem	seems much better	grupo	alternativoj	prononco
level	per vagonaro	rongiga	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	või ei tundu see palju parem olevat?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	erinevaid inimesi	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	miks inimesed seletavad erinevalt?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samad ideed	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	selgitab samu ideid	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	pereliikmed saavad kokku	family members get together	grupo	alternativoj	prononco
level	kiel rapide	kui kiiresti	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	päevad mööduvad	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	kui kiiresti päevad mööduvad!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	homme on ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	su isa sünnipäev	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	mitu pereliiget	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	tulevad mitu pereliiget	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	ja sõbrad	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	kas sa palun ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	kas saaksite palun natuke aidata?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	natuke aega	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	leia veidi aega	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	oma tuba korda teha	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	vähemalt oma tuba korda teha	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Tahaks ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Tahaks midagi süüa teha	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	midagi head	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	küpseta midagi head	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	sünnipäeva tordi jaoks	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	on piimapuudus	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	kodus	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	on vaja hankida ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	natuke toitu	some food	grupo	alternativoj	prononco
level	el vendejo	poest	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	peidupaigast süüa saada	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Ma teen sisseoste	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	sünnipäevaks	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	istumise ja söömise asemel	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	huvitavad inimesed	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	ebahuvitavate pereliikmetega	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Tahaks piknikule minna	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	klubiliikmetega	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	milliste klubiliikmetega?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	ütles isa	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	mingi paber, mingisugune paber	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	portfellis	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	paberikasti	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	viskas paberid paberikasti	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	viskas mõned paberid paberikasti	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	homme varakult	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	minu spordiklubi liikmed	members of my sports club	grupo	alternativoj	prononco
level	kara mia	mu kallis	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	on see õige?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	sa pead puuduma	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	kas pole ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	teie kaasklubiliikmed	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	näeb üksteist oma kaasklubiliikmetega	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	kolm korda nädalas	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	kas ma võin ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	on õigus midagi välja pakkuda	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Ma söön koos pereliikmetega	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	aga teises osas	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Ma lähen oma sõpradega	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	hakkab rääkima ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	ebaõnnestunud draiv	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	kindlasti räägib ebaõnnestunud sõidust	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	peale kooki	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Ma ei taha seda enam	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	tahab seda kuulda	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	miks meil pole ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ideerikas onu	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	on mingi idee rikas onu	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	minu peres	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	ema naeratas	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	tema sõnade järgi	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ta teab, et ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	räägib natuke liiga palju	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	sellest ei piisa ainult ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	ideede rohkus	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ on ka vaja	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	rahakott täis, et see teoks saaks	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	jätkas ema ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	pärast väikest vaikust	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	mõned minutid tagasi	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana kutsus seda ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ta tuleb ka meile külla	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	magus kook	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	talle meeldib väga magus kook	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	on ettevaatlik, et mitte paksuks minna	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	kuigi ta pöörab tähelepanu	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	muutis kohe meelt	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	ekskursiooni ajal	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	ilma temata	without her	grupo	alternativoj	prononco
level	li estus tre soleca	ta oleks väga üksildane	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Ma lähen siiski mööda	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Homme veedan siiski kodus	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	nooruses	in youth	grupo	alternativoj	prononco
level	oni havas	ühel on	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	on ka ilu	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	keerulised tööd	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	keerulised tööd (eesmärk)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	peaks lihtsustama	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	selles vanuses	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	temast on juba saanud ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	spordiklubi juhataja	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	üks paneb raha	one puts money	grupo	alternativoj	prononco
level	en monujon	rahakotti	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	paneb rahakotti	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	järgige näiteid	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	headest pereliikmetest	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	kas sõprus teeb sind õnnelikumaks?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	teeb sind õnnelikuks	makes you happy	grupo	alternativoj	prononco
level	ol la amo	kui armastus	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	kui tihti sa ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	kirjutad ~-le kirju	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	kirjutab oma sõbrannadele kirju	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	teie sõbrannad Itaalias	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	teie ja teie õpetaja vaheline suhe	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	kas suhe on muutunud?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	kas sa juba tead ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	üsna hästi	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	oli õhtu ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	sadu inimesi	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	täidab väljaku	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	noormehed ja sõdurid	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	meremehed laevadelt	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	silmapaistev daam	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	silmapaistvad daamid	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	välismaa reisijad	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	kõik kolivad kesklinna	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	natuke edasi	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	mitte kaugel merest	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	seal oli väike plats	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	natuke kaugemal aga mitte kaugel	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	selle lõpus	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	mere lähedal	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	lähedal seisis mees	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	riietuse järgi	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	võib kergesti teada ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	oli võimalik teada saada, et ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	rikka mehe gondoljeer	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	võis teada saada, et ta oli gondoljeer	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	ta vaatas ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	vaatas rõõmsat rahvahulka	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	naeratus säras ta näol	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	kui ta nägi meremeest	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	saabunud meremees	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	mere pool	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	saabus mere äärest	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	kas see oled sina, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	hüüatas gondoljeer	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	kõik ütlevad, et ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	türklaste kätte	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	et sattusid türklaste kätte	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	me kohtusime ühega	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	meie laevadelt	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	see järgnes meile	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	rohkem kui tund aega	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	kuid see ei ole lihtne minna ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	et minna kiiremini kui meie laev	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	mis uudis siin on?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	siin Veneetsias	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ei midagi huvitavat	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	lihtsalt suur õnnetus	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	kas sa tead Pietrot?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	ma tean teda	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	suur laev uputas tema gondli	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	ja kuidas temaga on?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondel uppus	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	juhtus, et ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	olime lähedased	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	võtsime ta oma gondlisse	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	samal ajal	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	mu ülemus uppus	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	noort naist aidata	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	noor naine, kes peaaegu suri	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	oma onuga	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	peaaegu suri koos onuga	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	seal oli noor naine	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	me ei saanud teda aidata	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	oli tähtis inimene	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	mis sind Veneetsiasse tõi?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	minu sõber	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	meremees vaatas üles	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	heitis kiiresti pilgu oma sõbrale	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	ja hakkas rääkima	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	nii et sa tead ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Ma tõin ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondoljeer peatas ta äkki	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	ta ütles	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	siis läks üks mees mööda	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	temast möödus mees	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ta polnud veel kolmkümmend	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	ja ta nägu oli värvitu	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	tema minek oli kindel ja lihtne	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	ta nägu oli kurb	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	kui ta meest nägi, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	öeldakse, et ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	paljud tähtsad inimesed annavad ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	salatöö	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	salatööd	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	annab talle salatööd	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	liiga palju saladusi	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	ta teab liiga palju saladusi	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	seetõttu nad kardavad	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	teda vanglasse saata	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	ütles meremees	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	ja kui ta rääkis	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	ta osutas häärberile	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doogede mõis	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	paljud tähtsad inimesed vajavad tema abi	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	palju nad maksavad?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	maksab talle	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	maksab ühe tapmise eest	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	kindlasti mitte vähem kui ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	kui sada münti	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	ära unusta, et ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	et ta töötab nende heaks	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	neile, kellel on piisavalt raha	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	talle maksma	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	Veneetsias on ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	need asjad	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	neid asju unustada	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	asjad, mis on parem unustada	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	kui tahad rahus süüa	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	rahus oma leiba süüa	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	oli mingi vaikus	there was some silence	grupo	alternativoj	prononco
level	kaj poste	ja hiljem	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	rääkis gondoljeer uuesti	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	sa tulid õigel ajal	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	paadivõistlust vaatama	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	ütles keegi nõrgalt	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	gondolieri lähedal	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	linnapea	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	osutas sõnatult gondlile	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	ütles gondoljeer	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	ja võttis sõbra käest kinni	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	viskab paberit	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	paberikasti	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	tüdrukud viskasid pabereid	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	kus on mu pastakas	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Ma tahan talle vastata	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	päike kadus	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ja nüüd on peaaegu pime	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	palun söö	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	palun söö leiba	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	söögiriistadega	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Vabandage mind	excuse me	grupo	alternativoj	prononco
level	rajtas resti	on lubatud jääda	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Mul pole õigust jääda	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	kas sa saad ~ tuua?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	mu õe käest	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	millal sa ~ ostsid?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	ostis selle muusikariista	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	kes kasutas viimati?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	kasutasin minu võtit	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	sõitsid?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	Veneetsias	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ka gondliga	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	kas sa saad magama jääda?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	siis, kui oli vaikus	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	härra oli pikk	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	pikk, paks	tall, fat	grupo	alternativoj	prononco
level	dika, peza	paks, raske	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	rasked ja suured	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	oli pikk, paks, raske ja suur	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	andis jõudu	gave strength	grupo	alternativoj	prononco
level	havinda forto	jõud, mida tasub omada	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	füüsiline jõud, mida tasub omada	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	see andis	that gave	grupo	alternativoj	prononco
level	donis al li	andis talle	gave him	grupo	alternativoj	prononco
level	tio donis forton	mis andis jõudu	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	andis kehale jõudu, mida tasub omada	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	tema välimus	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	pika inimese välimus	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	väike roll	a small role	grupo	alternativoj	prononco
level	ludis rolon	mängis rolli	played a role	grupo	alternativoj	prononco
level	ne eta rolo	mitte väike roll	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	mängis väikest rolli	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	ei mänginud väikest rolli	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	selles, et ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	suurem osa rahvast	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	kui ei karda	if not afraid	grupo	alternativoj	prononco
level	lin timis	kartis teda	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	kui ta kartis	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	kui teda ei karda	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	kindlasti austatud	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	vähemalt mõelnud ~ peale	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	enne ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	et teda rahuldada	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	talle pahaks panna	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	enne rahulolematust ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	enne ~ otsustamist	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	otsustada, et ~ ei meeldi	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	otsustada teda rahuldada	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	enne kui otsustate talle ebameeldivaks teha	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	see, mis on kasulik	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	sageli kasulik päeva jooksul	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	ebameeldiv ebameeldivus	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	omaette	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	tekitab ebameeldivat ebamugavust	presents an unpleasant nuisance	grupo	alternativoj	prononco
