A.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	se mi estus sana	اگر سالم بودم	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	من خیلی خوشحال خواهم شد	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	انگار پولدار بودی	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	شما طوری می نشینید که انگار یک مرد ثروتمند هستید	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	مدرسه ادعایی	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	مثل یک مرد ثروتمند	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	شما مثل یک مرد ثروتمند آنجا می نشینید	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	اینقدر پول	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	به اندازه پول ایده ها	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	اگر اینقدر پول داشتم	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	من سفر خواهم کرد	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	سراسر دنیا	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	در هر فرهنگ لغت	in every dictionary	grupo	alternativoj	prononco
level	mankas io	چیزی گم شده است	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	برخی از کلمات گم شده است	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	مردی که طولانی صحبت کرد	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	سر میز ناهارخوری	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	کسی که می گوید گرسنه می ماند	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	سر میز ناهار خوری مدام می گوید	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	او باید به ~ توجه می کرد	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	مجاز به ~ نبود	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	اجازه ماندن داشت	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	اجازه ماندن طولانی نداشت	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	بیرون ماندن زیر باران	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	به همین دلیل سرما خورد	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	او ایده روشن خود را دارد	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	اما او همه چیز را باور خواهد کرد	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	هر چی تو بگی	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	انگار تو همسرش هستی	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	والدین شما	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	برای خوشحال کردن پدر و مادرت	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	چه چیزی می تواند لطفا ~؟	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	چه چیزی می تواند والدین شما را بیشتر خوشحال کند؟	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	بعد از یادگیری	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	حداقل بعد از یادگیری	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	به مرکز شهر	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	اگر می خواستی با من بروی	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	اگر با من به مرکز شهر می روید	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	دوست دارید به کجا سفر کنید؟	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	اگر داشتی ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	پول کافی	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	اگر پول و زمان کافی داشتید	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	آیا قصد دارید ~	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	قصد دارد به پاریس سفر کند	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	رانندگی با اکسوتو	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	خیلی بهتر	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	خیلی بهتر به نظر می رسد	seems much better	grupo	alternativoj	prononco
level	per vagonaro	با قطار	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	یا به نظر خیلی بهتر نیست؟	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	افراد مختلف	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	چرا مردم به روش های مختلف توضیح می دهند؟	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	همان ایده ها	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	همان ایده ها را توضیح می دهد	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	اعضای خانواده دور هم جمع می شوند	family members get together	grupo	alternativoj	prononco
level	kiel rapide	چقدر سریع	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	روزها می گذرد	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	روزها چقدر زود می گذرند	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	فردا خواهد بود ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	تولد پدرت	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	چند نفر از اعضای خانواده	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	چند نفر از اعضای خانواده خواهند آمد	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	و دوستان	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	لطفا ~	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	میشه لطفا کمی کمک کنید	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	مدت کوتاهی	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	کمی زمان پیدا کن	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	برای مرتب کردن اتاقت	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	حداقل برای مرتب کردن اتاقت	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	من دوست دارم ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	من می خواهم چیزی بپزم	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	چیزی خوب	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	یه چیز خوب بپز	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	برای کیک تولد	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	کمبود شیر دارد	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	در خانه	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	تهیه ~ ضروری است	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	مقداری غذا	some food	grupo	alternativoj	prononco
level	el vendejo	از یک فروشگاه	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	برای گرفتن غذا از مخفیگاه	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	خرید خواهم کرد	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	برای تولد	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	به جای نشستن و غذا خوردن	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	افراد جالب	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	با اعضای خانواده بی علاقه	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	من می خواهم به یک پیک نیک بروم	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	با اعضای باشگاه	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	با کدام اعضای باشگاه؟	with which club members?	grupo	alternativoj	prononco
level	diris la patro	گفت پدر	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	نوعی کاغذ، نوعی کاغذ	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	در یک کیف	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	داخل سطل کاغذ	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	کاغذها را داخل سطل کاغذ انداخت	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	چند کاغذ داخل سطل کاغذ انداخت	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	اوایل فردا	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	اعضای باشگاه ورزشی من	members of my sports club	grupo	alternativoj	prononco
level	kara mia	عزیزم	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	درست است؟	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	شما باید غایب باشید	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	مگه نه ~	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	اعضای باشگاه شما	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	همدیگر را با دیگر اعضای باشگاه می بیند	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	سه بار در هفته	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	میتونم ~	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	حق دارد چیزی را پیشنهاد کند	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	من با اعضای خانواده غذا می خورم	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	اما در قسمت دوم	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	من با دوستانم خواهم رفت	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	در مورد ~ صحبت خواهد کرد	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	یک درایو شکست خورده	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	قطعا در مورد درایو شکست خورده صحبت خواهد کرد	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	بعد از کیک	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	من دیگر آن را نمی خواهم	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	می خواهد آن را بشنود	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	چرا ما نداریم ~	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	یک عموی سرشار از ایده	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	دایی پولدار ایده دارد	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	در خانواده ام	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	مادر لبخند زد	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	به سخنان او	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	او می داند که ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	کمی بیش از حد صحبت می کند	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	فقط کافی نیست ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	انبوه ایده ها	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ نیز مورد نیاز است	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	یک کیف پول کامل برای تحقق آن	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	مادر ادامه داد ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	بعد از کمی سکوت	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	چند دقیقه قبل	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	آنا به او زنگ زد	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	او نیز به ما سر خواهد زد	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	یک کیک شیرین	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	او واقعا کیک شیرین را دوست دارد	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	مواظب است چاق نشود	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	اگرچه او توجه خواهد کرد	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	بلافاصله نظرش عوض شد	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	در طول سفر	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	بدون او	without her	grupo	alternativoj	prononco
level	li estus tre soleca	او بسیار تنها خواهد بود	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	هر چند می گذرم	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	هر چند فردا را در خانه خواهم گذراند	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	در جوانی	in youth	grupo	alternativoj	prononco
level	oni havas	یک نفر دارد	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	زیبایی هم دارد	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	مشاغل پیچیده	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	مشاغل پیچیده (هدف)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	باید ساده شود	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	در آن سن	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	او قبلاً ~ شده است	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	رئیس باشگاه ورزشی	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	یکی پول می گذارد	one puts money	grupo	alternativoj	prononco
level	en monujon	به یک کیف پول	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	در یک کیف پول می گذارد	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	مثال ها را دنبال کنید	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	از اعضای خوب خانواده	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	آیا دوستی شما را شادتر می کند؟	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	خوشحالت می کند	makes you happy	grupo	alternativoj	prononco
level	ol la amo	از عشق	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	چند وقت یکبار ~	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	شما به ~ نامه می نویسید	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	برای دوستان دخترت نامه می نویسد	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	دوستان دختر شما در ایتالیا	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	رابطه شما و معلمتان	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	آیا رابطه تغییر کرده است؟	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	آیا از قبل می دانید ~	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	کاملا خوب	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	در ~ عصر بود	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	صدها نفر	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	مربع را پر می کند	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	مردان جوان و سربازان	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	ملوانان از کشتی ها	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	بانوی برجسته	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	خانم های برجسته	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	مسافران خارجی	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	همه به سمت مرکز شهر حرکت می کنند	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	کمی جلوتر	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	نه چندان دور از دریا	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	یک مربع کوچک وجود داشت	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	کمی دورتر اما نه دور	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	در پایان آن	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	در نزدیکی دریا	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	مردی در نزدیکی ایستاده بود	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	با توجه به لباس	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	ممکن است آدم به راحتی بداند ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	می شد فهمید که ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	گوندولیر یک مرد ثروتمند	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	می توانست بفهمد که او یک گوندولیر است	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	او نگاه کرد ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	به جمعیت شاد نگاه کرد	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	لبخندی صورتش را روشن کرد	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	وقتی ملوانی را دید	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	ملوانی که رسید	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	کنار دریا	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	از کنار دریا رسید	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	اون تو هستی استفن؟	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	بانگ زد گوندولير	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	همه می گویند که ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	به دست ترکها	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	که به دست ترکها افتادی	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ما یکی را ملاقات کردیم	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	از کشتی های ما	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ما را دنبال کرد	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	برای بیش از یک ساعت	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	اما رفتن آسان نیست ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	سریعتر از کشتی ما حرکت کنیم	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	اینجا چه خبری است	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	اینجا در ونیز	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	هیچ چیز جالبی نیست	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	فقط یک بدبختی بزرگ	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	پیترو رو میشناسی؟	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	من او را می شناسم	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	یک کشتی بزرگ تله کابین او را زیر آب برد	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	و در مورد او چطور؟	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	گوندولا غرق شد	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	این اتفاق افتاد که ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	نزدیک بودیم	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	او را در تله کابین خود بردیم	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	همزمان	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	رئیس من غرق شد	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	برای کمک به یک زن جوان	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	زن جوانی که نزدیک بود بمیرد	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	با عمویش	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	نزدیک بود با عمویش بمیرد	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	زن جوانی بود	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	ما نتوانستیم به او کمک کنیم	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	شخص مهمی بود	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	چه چیزی شما را به ونیز آورد؟	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	دوست من	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	ملوان به بالا نگاه کرد	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	سریع به دوستش نگاه کرد	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	و شروع کرد به گفتن	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	پس میدونی ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	من آوردم ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	تله کابین ناگهان او را متوقف کرد	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	او گفت	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	سپس مردی از آنجا گذشت	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	مردی از کنارش گذشت	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	او هنوز سی ساله نشده بود	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	و صورتش بی رنگ بود	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	رفتن او مطمئن و آسان بود	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	چهره اش غمگین بود	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	وقتی مرد را دید، ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	گفته می شود که ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	بسیاری از افراد مهم می دهند ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	کار مخفی	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	مشاغل مخفی	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	کارهای مخفی به او می دهد	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	رازهای بیش از حد	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	او رازهای زیادی را می داند	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	بنابراین آنها می ترسند	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	تا او را به زندان بفرستند	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	گفت ملوان	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	و همانطور که او صحبت می کرد	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	به عمارت اشاره کرد	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	عمارت Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	بسیاری از افراد مهم به کمک او نیاز دارند	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	چقدر پرداخت می کنند؟	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	به او پرداخت می کند	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	برای یک قتل می پردازد	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	مطمئنا کمتر از ~ نیست	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	از صد سکه	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	فراموش نکن که ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	که برای آنها کار می کند	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	برای کسانی که پول کافی دارند	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	به او پرداخت کند	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	در ونیز وجود دارد ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	اون چیزها	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	برای فراموش کردن آن چیزها	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	چیزهایی که بهتر است فراموش شوند	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	اگر می خواهید در آرامش غذا بخورید	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	تا نان تو را در آرامش بخورم	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	کمی سکوت بود	there was some silence	grupo	alternativoj	prononco
level	kaj poste	و بعد	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	گوندولیر دوباره صحبت کرد	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	به موقع آمدی	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	برای دیدن یک مسابقه قایق	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	یکی ضعیف گفت	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	نزدیک تله کابین	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	شهردار شهر	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	بی کلام به گوندولا اشاره کرد	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	گفت گوندولیر	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	و دست دوستش را گرفت	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	کاغذ را پرتاب می کند	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	داخل سطل کاغذ	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	دخترها کاغذها را پرت کردند	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	خودکار من کجاست	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	من می خواهم به او پاسخ دهم	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	خورشید ناپدید شد	the sun disappeared	grupo	alternativoj	prononco
