C.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	municio	गोला बारूद, गोलाबारुद	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	एक मादक पदार्थ	a narcotic	grupo	alternativoj	prononco
level	dekolti	कम काट्न, घाँटी र काँधहरू पर्दाफास गर्न	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	मुस्कुराउँनु, कुट्नु, चिच्याउनु	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	एक मोर्फिन	a morphine	grupo	alternativoj	prononco
level	arkado	एक आर्केड	an arcade	grupo	alternativoj	prononco
level	palisandro	एक गुलाबको काठ	a rosewood	grupo	alternativoj	prononco
level	impertinenta	निर्लज्ज, निर्लज्ज	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	एक प्याचौली	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	एक छिद्र	a pore	grupo	alternativoj	prononco
level	hipoteko	एक बंधक	a mortgage	grupo	alternativoj	prononco
level	pustulo	एक pustule, एक pimple	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	एक आधार	a premise	grupo	alternativoj	prononco
level	rabarbo	एक रूबार्ब	a rhubarb	grupo	alternativoj	prononco
level	hirta	अस्तव्यस्त, अस्तव्यस्त	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	उन्माद, रेबिज	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	कास्टर-तेल बिरुवा	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	एक प्रिज्म	a prism	grupo	alternativoj	prononco
level	ruto	एक rue	a rue	grupo	alternativoj	prononco
level	administracio	प्रशासन	administration	grupo	alternativoj	prononco
level	santalo	एक चन्दन	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	syncope	syncope	grupo	alternativoj	prononco
level	skarlatino	एक स्कार्लेट ज्वरो	a scarlet fever	grupo	alternativoj	prononco
level	soleo	एकमात्र, एकमात्र (माछा)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	विभाजन	schism	grupo	alternativoj	prononco
level	egido	एजिस, संरक्षण	aegis, protection	grupo	alternativoj	prononco
level	strigli	करी-कंघी, दुलही, तल घास्नु	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	वंशावली	genealogy	grupo	alternativoj	prononco
level	taksuso	एक जुवाको रूख	a yew tree	grupo	alternativoj	prononco
level	alabastro	एक अलबास्टर	an alabaster	grupo	alternativoj	prononco
level	korifeo	एक coryphaeus, एक नेता	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	मादक पदार्थ सेवन गर्न	to narcotize	grupo	alternativoj	prononco
level	tenio	एक टेप कीरा	a tape worm	grupo	alternativoj	prononco
level	termito	एक थर्माइट	a thermite	grupo	alternativoj	prononco
level	liturgio	पूजाआजा	liturgy	grupo	alternativoj	prononco
level	kuliso	एक पर्ची, पखेटा, समतल	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	एक ल्यापिङ, एक पिविट	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	vervain, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	एक मिस्लेटो	a mistletoe	grupo	alternativoj	prononco
level	portiko	एउटा पोर्च	a porch	grupo	alternativoj	prononco
level	ŝankro	च्यान्क्रे, क्यान्कर, vernereal अल्सर	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	एक पुरस्कार विजेता	a laureate	grupo	alternativoj	prononco
level	ambrozio	एक अमृत	an ambrosia	grupo	alternativoj	prononco
level	proceduro	एक प्रक्रिया	a procedure	grupo	alternativoj	prononco
level	makarono	एक म्याकरुन	a macaroon	grupo	alternativoj	prononco
level	makaronio	म्याकारोनी	macaroni	grupo	alternativoj	prononco
level	komploto	एक षड्यन्त्र, एक षड्यन्त्र	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	एक भण्डारी, एक अधीक्षक, एक व्यवस्थापक	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	एउटा महानगर	a metropolis	grupo	alternativoj	prononco
level	antipodo	एक antipode	an antipode	grupo	alternativoj	prononco
level	tanino	ट्यानिन	tannin	grupo	alternativoj	prononco
level	legitimi	वैध बनाउन	to legitimize	grupo	alternativoj	prononco
level	tapioko	ट्यापियोका	tapioca	grupo	alternativoj	prononco
level	silueto	एक सिल्हूट, एक रूपरेखा	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	एक झूला	a hammock	grupo	alternativoj	prononco
level	akvarelo	aquarelle, a water-color	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	गतिशीलता	dynamics	grupo	alternativoj	prononco
level	madono	म्याडोना	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpeggio	arpeggio	grupo	alternativoj	prononco
level	bankiero	एक बैंकर	a banker	grupo	alternativoj	prononco
level	banderolo	एउटा र्यापर	a wrapper	grupo	alternativoj	prononco
level	soldo	a sou (5 centime)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	एक धर्मशास्त्री	a theologist	grupo	alternativoj	prononco
level	bataliono	एक बटालियन	a battalion	grupo	alternativoj	prononco
level	baritono	एक baritone	a baritone	grupo	alternativoj	prononco
level	bitumo	बिटुमेन	bitumen	grupo	alternativoj	prononco
level	bordelo	एउटा वेश्यालय	a brothel	grupo	alternativoj	prononco
level	legato	एक अधिकार	a legate	grupo	alternativoj	prononco
level	navo	एक नाभि, एक गलियारा	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	परोपकार	philanthropy	grupo	alternativoj	prononco
level	omnibuso	एक सर्वव्यापी	an omnibus	grupo	alternativoj	prononco
level	kadenco	एक adence	a adence	grupo	alternativoj	prononco
level	kompromiso	एक सम्झौता, एक आवास	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	एक ड्रेगन	a dragoon	grupo	alternativoj	prononco
level	dueto	एक युगल गीत	a duet	grupo	alternativoj	prononco
level	metafiziko	मेटाफिजिक्स	metaphysics	grupo	alternativoj	prononco
level	subjektiva	व्यक्तिपरक	subjective	grupo	alternativoj	prononco
level	elegio	एक एलीजी	an elegy	grupo	alternativoj	prononco
level	jezuito	जेसुइट	Jesuit	grupo	alternativoj	prononco
level	korneto	एक कर्नेट	a cornet	grupo	alternativoj	prononco
level	festono	एउटा फेस्टुन	a festoon	grupo	alternativoj	prononco
level	fregato	एक फ्रिगेट, एक फ्रिगेट पक्षी	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	एक गिलोटिन	a guillotine	grupo	alternativoj	prononco
level	tabureto	एउटा मल	a stool	grupo	alternativoj	prononco
level	harpuno	एक हार्पुन	a harpoon	grupo	alternativoj	prononco
level	hobojo	एक ओबो	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	स्वायत्त	autonomous	grupo	alternativoj	prononco
level	imperialo	एक शाही, वाहन को शीर्ष डेक	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	एक isthmus	an isthmus	grupo	alternativoj	prononco
level	preludo	एक प्रस्तावना	a prelude	grupo	alternativoj	prononco
level	algebro	बीजगणित	algebra	grupo	alternativoj	prononco
level	filantropo	एक परोपकारी	a philanthropist	grupo	alternativoj	prononco
level	afusto	बन्दुक बोकेको गाडी	a gun carriage	grupo	alternativoj	prononco
level	karamboli	ठोक्नु, प्रहार गर्नु (बिलियर्डमा)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	एक catafalque, एक खुला श्रवण	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	स्प्रे गर्न, छर्कन, छर्कन	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	एक कोकेड, एक धनु, एक गुलाब	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	एक बास, एक डबल बास	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	एक कन्ट्राल्टो, एक अल्टो	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	एक एक्रोबेट	an acrobat	grupo	alternativoj	prononco
level	korsaro	एक corsair, एक निजी	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	एक कोर्सेट	a corset	grupo	alternativoj	prononco
level	galanto	एक हिउँको थोपा	a snowdrop	grupo	alternativoj	prononco
level	korveto	एक कार्वेट, एक ज्याकडा	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	पाँचौं (संगीत)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	एक क्रिप्ट, एक भल्ट, एक भूमिगत सेल	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	एक गुप्त एजेन्ट	an undercover agent	grupo	alternativoj	prononco
level	litografi	लिटोग्राफ गर्न	to litograph	grupo	alternativoj	prononco
level	lokomobilo	एक कर्षण इन्जिन	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	एक जिज्ञासा	an inquisition	grupo	alternativoj	prononco
level	prospekto	एक प्रोस्पेक्टस	a prospectus	grupo	alternativoj	prononco
level	mandolino	एक mandolin	a mandolin	grupo	alternativoj	prononco
level	mazurko	एक mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	एक मेलोड्रामा	a melodrama	grupo	alternativoj	prononco
level	rezignacio	एक राजीनामा	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, virulence ग्यास	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	एक प्रदर्शनी, एक प्रदर्शनी	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	एक नक्कल, एक माइम	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	एक खुलासा	a revelation	grupo	alternativoj	prononco
level	ogivo	एक ओगिभ	an ogive	grupo	alternativoj	prononco
level	paskvilo	एक pasquinade, एक बत्ती	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	एक पेडल, एक ट्रेडल	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	एक अराजकतावादी, एक jingoist	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	एक डीन	a dean	grupo	alternativoj	prononco
level	vervo	एक verve, एक जीवन्तता, एक प्रेरणा, एक ब्रियो	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	एक पोल्का	a polka	grupo	alternativoj	prononco
level	pomado	एक pomade, एक मलम	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	एक मुक्का (एक हास्य अभिनेता)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	एक prosody	a prosody	grupo	alternativoj	prononco
level	apelacii	अपील गर्नु	to appeal	grupo	alternativoj	prononco
level	rebuso	एक rebus, एक पहेली	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	एक सेकेन्ड (द्वन्दमा एक साथी)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	एक scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	एकल गायक	a soloist	grupo	alternativoj	prononco
level	sonato	एक सोनाटा	a sonata	grupo	alternativoj	prononco
level	hipnoto	एक सम्मोहन	a hypnosis	grupo	alternativoj	prononco
level	terceto	एक तीन, एक tercet	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	मिल्नु, सहमत हुनु	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	एक टार्पेडो	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	एक दुखद कमेडी	a tragicomedy	grupo	alternativoj	prononco
level	mitro	एक मिटर, एक मिटर	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	एकता	a unison	grupo	alternativoj	prononco
level	uverturo	एक ओभरचर	an overture	grupo	alternativoj	prononco
level	velocipedo	एक velociped	a velociped	grupo	alternativoj	prononco
level	visto	एक ह्विस्ट	a whist	grupo	alternativoj	prononco
level	zuavo	एक zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	aerolite, a meteorite	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	एक agate	an agate	grupo	alternativoj	prononco
level	ambro	एक एम्बर	an amber	grupo	alternativoj	prononco
level	aneksi	अनुलग्नक	annex	grupo	alternativoj	prononco
level	areometro	डेन्सिमिटर, एरोमिटर	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	एक ज्योतिष	an astrology	grupo	alternativoj	prononco
level	anarkio	एक अराजकता	an anarchy	grupo	alternativoj	prononco
level	astrologo	एक ज्योतिषी, एक ज्योतिषी	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoic, stoical	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	एक मोती, एक अपरिटर, एक अशर	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	माल्ट	malt	grupo	alternativoj	prononco
level	barometro	एक ब्यारोमिटर	a barometer	grupo	alternativoj	prononco
level	bromo	एक ब्रोमिन	a bromine	grupo	alternativoj	prononco
level	kvintesenco	एक quintessence	a quintessence	grupo	alternativoj	prononco
level	diagonalo	एक विकर्ण	a diagonal	grupo	alternativoj	prononco
level	elipso	एक दीर्घवृत्त	an ellipse	grupo	alternativoj	prononco
level	emulsio	एक पायस	an emulsion	grupo	alternativoj	prononco
level	glicerino	एक ग्लिसरिनो	a glicerino	grupo	alternativoj	prononco
level	patologio	रोगविज्ञान	pathology	grupo	alternativoj	prononco
level	koeficiento	एक गुणांक	a coefficient	grupo	alternativoj	prononco
level	divizio	एक सैन्य डिभिजन	a military division	grupo	alternativoj	prononco
level	koncedi	स्वीकार गर्न, स्वीकार गर्न, अनुदान	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	एक सुधार, सुधार	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	चुम्बकत्व	magnetism	grupo	alternativoj	prononco
level	pedagogo	एक शिक्षक, एक शिक्षक	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	प्याराफिन, प्याराफिन मोम	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	वायवीय विज्ञान	pneumatics	grupo	alternativoj	prononco
level	retorto	एक प्रतिक्रिया (कांचको भाँडो)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	एक मुकुट, एक मुकुट	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	एक रोम्बस, एक टर्बोट	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	एक stearine	a stearine	grupo	alternativoj	prononco
level	kontrabando	एक तस्करी, एक तस्करी	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	एक राशि, राशि चक्र	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	गोथिक	gothic	grupo	alternativoj	prononco
level	advento	आगमन	Advent	grupo	alternativoj	prononco
level	akcizo	अन्तःशुल्क कर	excise tax	grupo	alternativoj	prononco
level	samovaro	समोवर (चिया तताउन धातुको भाँडो)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	फेटिश (वस्तुप्रति यौन आकर्षण)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	माफी (= fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	एक मूल्यांकनकर्ता, एक सल्लाहकार	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	एक अक्साइड	an oxide	grupo	alternativoj	prononco
level	apokrifa	apocryphal, नकली	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	क्षणिक, अल्पकालीन, क्षणिक	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	मध्यस्थता	arbitration	grupo	alternativoj	prononco
level	bariero	एक अवरोध, एक अवरोध	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	पुनर्जागरण	Renaissance	grupo	alternativoj	prononco
level	imperativo	अनिवार्य	imperative	grupo	alternativoj	prononco
level	monarko	एक राजा	a monarch	grupo	alternativoj	prononco
level	indigo	नील निलो	indigo blue	grupo	alternativoj	prononco
level	diakono	एक डिकन	a deacon	grupo	alternativoj	prononco
level	erudicio	पढाइ, छात्रवृत्ति	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	सूजन	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	समाधि	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hecatomb	hecatomb	grupo	alternativoj	prononco
level	anemono	एनिमोन	anemone	grupo	alternativoj	prononco
level	teoremo	एक प्रमेय	a theorem	grupo	alternativoj	prononco
level	didaktiko	शिक्षाशास्त्र, शिक्षाशास्त्र	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	एक जिज्ञासु	an inquisitor	grupo	alternativoj	prononco
level	konsekri	पवित्र गर्न, राज्याभिषेक गर्न, आदेश दिन	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmonics	harmonics	grupo	alternativoj	prononco
level	kabalo	कब्बालाह (कब्बालाह)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	एक क्याडेट	a cadet	grupo	alternativoj	prononco
level	kanoniko	एक क्यानन	a canon	grupo	alternativoj	prononco
level	panelo	एउटा प्यानल	a panel	grupo	alternativoj	prononco
level	kaporalo	एक शारीरिक	a corporal	grupo	alternativoj	prononco
level	inerta	निष्क्रिय	inert	grupo	alternativoj	prononco
level	erupcio	विस्फोट	eruption	grupo	alternativoj	prononco
level	obligacio	एक ऋणपत्र, एक ऋणपत्र	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	बिलियर्ड्स	billiards	grupo	alternativoj	prononco
level	prelato	एक prelate	a prelate	grupo	alternativoj	prononco
level	nuncio	एक nuncio (एक चर्चीय कूटनीतिज्ञ)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	ream (कागजको 500 पाना)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	एक शाहीवादी	a royalist	grupo	alternativoj	prononco
level	aplombo	आत्मबल, आत्मविश्वास	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	ब्यालेन्स (खाता)	balance (account)	grupo	alternativoj	prononco
level	parabolo	एक parabola, एक दृष्टान्त	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	एक क्षत्रप	a satrap	grupo	alternativoj	prononco
level	laguno	एउटा ताल	a lagoon	grupo	alternativoj	prononco
level	sinodo	एक सभा, एक दीक्षान्त	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	एक कार्डिनल	a cardinal	grupo	alternativoj	prononco
level	sociologio	समाजशास्त्र	sociology	grupo	alternativoj	prononco
level	sofisto	एक परिष्कृत	a sophist	grupo	alternativoj	prononco
level	spiritisto	एक शमन, एक अध्यात्मवादी	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	एक आम मानिस, एक गैर-पेशेवर	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	a soutane, a cassock	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anachronism	anachronism	grupo	alternativoj	prononco
level	tonsuro	टन्सर	tonsure	grupo	alternativoj	prononco
level	transito	एक ट्रान्जिट	a transit	grupo	alternativoj	prononco
level	ovacio	एक अभिनन्दन	an ovation	grupo	alternativoj	prononco
level	romanco	एक रोमान्स (गीत), एक रोमान्टिक गीत	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	एक पूर्व (पात्रिक शीर्षक)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	एक प्रोटोटाइप	a prototype	grupo	alternativoj	prononco
level	dalio	एक डाहलिया	a dahlia	grupo	alternativoj	prononco
level	anagramo	एनाग्राम	an anagram	grupo	alternativoj	prononco
level	anapesto	anaepest, anaepest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	एक विरोधी	an antithesis	grupo	alternativoj	prononco
level	friso	एक फ्रिज	a frieze	grupo	alternativoj	prononco
level	apozicio	एक नियुक्ति	an apposition	grupo	alternativoj	prononco
level	asonanco	एक तालमेल	an assonance	grupo	alternativoj	prononco
level	aŭtografo	एक अटोग्राफ	an autograph	grupo	alternativoj	prononco
level	akcesora	सहायक, संपार्श्विक, माध्यमिक	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	एक सेन्टिग्राम	a centigram	grupo	alternativoj	prononco
level	centilitro	एक सेन्टिलिटर	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	एक सर्कमफ्लेक्स (उच्चारण)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	एक डेसिग्राम	a decigram	grupo	alternativoj	prononco
level	lucerno	एउटा चर्चमा झुण्डिएको बत्ती	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	एक डेसिलिटर	a deciliter	grupo	alternativoj	prononco
level	decimala	दशमलव	decimal	grupo	alternativoj	prononco
level	decimetro	एक डेसिमिटर	a decimeter	grupo	alternativoj	prononco
level	dekagramo	एक डेकाग्राम	a decagram	grupo	alternativoj	prononco
level	fenikso	एक फिनिक्स	a phoenix	grupo	alternativoj	prononco
level	dekalitro	एक decalitre	a decalitre	grupo	alternativoj	prononco
level	dekametro	एक डेकामिटर	a decametre	grupo	alternativoj	prononco
level	demonstrativo	प्रदर्शनात्मक	demonstrative	grupo	alternativoj	prononco
level	bronko	ब्रोन्कियल ट्यूब	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	एक ड्राक्मा	a drachma	grupo	alternativoj	prononco
level	patricio	एक patrician	a patrician	grupo	alternativoj	prononco
level	dualismo	एक द्वैधवाद	a dualism	grupo	alternativoj	prononco
level	lato	एक लाठी	a lath	grupo	alternativoj	prononco
level	prostitui	वेश्यालाई	to prostitute	grupo	alternativoj	prononco
level	etimologio	व्युत्पत्ति	etymology	grupo	alternativoj	prononco
level	floreno	फ्लोरिन, फ्लोरेन	florin, floren	grupo	alternativoj	prononco
level	spondeo	स्पन्डी	spondee	grupo	alternativoj	prononco
level	heksametro	एक हेक्सामीटर	a hexameter	grupo	alternativoj	prononco
level	hektogramo	एक हेक्टोग्राम	a hectogram	grupo	alternativoj	prononco
level	hektolitro	एक हेक्टोलिटर	a hectolitre	grupo	alternativoj	prononco
level	hektometro	एक हेक्टोमिटर	a hectometre	grupo	alternativoj	prononco
level	imperfekto	अपूर्ण	imperfect	grupo	alternativoj	prononco
level	indikativo	सूचक	indicative	grupo	alternativoj	prononco
level	arkeologio	पुरातत्व (= arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	एक सहसंबंधित	a correlative	grupo	alternativoj	prononco
level	logogrifo	एक लोगोग्राफ, एक पजल	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	मेट्रिक्स	metrics	grupo	alternativoj	prononco
level	trofeo	एक ट्रफी	a trophy	grupo	alternativoj	prononco
level	miriametro	एक miriameter	a miriameter	grupo	alternativoj	prononco
level	monogramo	एक मोनोग्राम	a monogram	grupo	alternativoj	prononco
level	salvo	एक साल्वो, एक फट, एक fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	एक ओबोलस, एक ओबोल	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	वैकल्पिक	optative	grupo	alternativoj	prononco
level	paleografio	paleography	paleography	grupo	alternativoj	prononco
level	parafrazo	एक वाक्यांश	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	एक प्रतिमान	a paradigm	grupo	alternativoj	prononco
level	pentametro	एक पेन्टामिटर	a pentameter	grupo	alternativoj	prononco
level	piastro	एक piastre	a piastre	grupo	alternativoj	prononco
level	pleonasmo	एक pleonasm, एक अनावश्यकता	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	एक पूर्व, भूतकाल	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	एक sylogism	a syllogism	grupo	alternativoj	prononco
level	spektro	एक स्पेक्ट्रम	a spectrum	grupo	alternativoj	prononco
level	solecismo	एक एकलवाद	a solecism	grupo	alternativoj	prononco
level	hierarkio	पदानुक्रम (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	अधीनस्थ	subjunctive	grupo	alternativoj	prononco
level	spontanea	सहज	spontaneous	grupo	alternativoj	prononco
level	amuleto	एक ताबीज	an amulet	grupo	alternativoj	prononco
level	tropo	एक ट्रोप	a trope	grupo	alternativoj	prononco
level	atributo	एक विशेषता	an attribute	grupo	alternativoj	prononco
level	kluki	क्लक गर्न	to cluck	grupo	alternativoj	prononco
level	akvilegio	एक कोलम्बाइन, एक अक्विलेजिया	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	एक रातो पिम्परनेल (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	एक एन्जेलिका	an angelica	grupo	alternativoj	prononco
level	aorto	एक महाधमनी	an aorta	grupo	alternativoj	prononco
level	apio	Apia, एक जंगली अजवाइन, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	अर्निका, चितुवाको बान, अर्निका मोन्टाना	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, firth	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavism	atavism	grupo	alternativoj	prononco
level	balzamino	एक बाल्सम, उत्तेजित (बालसामिना)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	एक बिस्टोरी	a bistoury	grupo	alternativoj	prononco
level	bronkito	ब्रोंकाइटिस	bronchitis	grupo	alternativoj	prononco
level	celulozo	सेल्युलोज	cellulose	grupo	alternativoj	prononco
level	ciklopo	साइक्लोप्स	Cyclops	grupo	alternativoj	prononco
level	endivio	एक एन्डिभ, एक चिकोरी (सिकोरियम एन्डिभिया)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	एक गीत	a ballade	grupo	alternativoj	prononco
level	entomologio	कीटविज्ञान	entomology	grupo	alternativoj	prononco
level	erizipelo	erysipelas	erysipelas	grupo	alternativoj	prononco
level	haremo	हरम (मुस्लिम महिला कोठा)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	अनुमान गर्न	to deduce	grupo	alternativoj	prononco
level	eŭnuko	एक नपुंसक	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	एक चोली, एक चोली	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	एक जय (गारुलस)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	एक सिफर, एक कोड, एक संयोजन	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	एक कक्षा	an orbit	grupo	alternativoj	prononco
level	harpio	harpy, a harpy चील	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	हेलियोट्रोप, हेलियोट्रोपियम	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermaphrodite	hermaphrodite	grupo	alternativoj	prononco
level	polipo	एक पोलिप	a polyp	grupo	alternativoj	prononco
level	hidroterapio	हाइड्रोथेरापी	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	हाइपरट्रोफी	hypertrophy	grupo	alternativoj	prononco
level	hisopo	हिसप (हिसपस)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	भित्तिचित्र	fresco	grupo	alternativoj	prononco
level	humero	ह्युमरस	humerus	grupo	alternativoj	prononco
level	hegemonio	वर्चस्व, प्रभुत्व	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	एक ilex, एक होली	an ilex, a holly	grupo	alternativoj	prononco
level	irido	एक आइरिस (फूल)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, एक marigold	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	एक लिननेट	a linnet	grupo	alternativoj	prononco
