B.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	du tagojn poste	ਦੋ ਦਿਨ ਬਾਅਦ	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	ਡਾਂਸ ਫਲੋਰ ਦੇ ਬਾਹਰ	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	ਦਿਨਾਂ ਬਾਅਦ, ਡਾਂਸ ਫਲੋਰ ਦੇ ਬਾਹਰ	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Hey Kabe, you look ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	ਤੁਸੀਂ ਬਹੁਤ ਖੁਸ਼ ਦਿਖਾਈ ਦਿੰਦੇ ਹੋ	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ਹਾਂ, ਮੈਂ ਹਾਂ ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	ਚੰਗੀ ਤਰ੍ਹਾਂ, ਮੈਂ ਖੁਸ਼ ਹਾਂ!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	ਕੀ ਤੁਹਾਨੂੰ ਕਾਂਗਰਸ ਪਸੰਦ ਹੈ?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	ਕੀ ਤੁਸੀਂ ਕਾਂਗਰਸ ਨੂੰ ਇੰਨਾ ਪਸੰਦ ਕਰਦੇ ਹੋ?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	ਹਾਂ ਅਤੇ ਨਹੀਂ	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	ਮੈਨੂੰ ਯਕੀਨ ਹੈ ਕਿ ਮੈਂ ਬਹੁਤ ਸੰਤੁਸ਼ਟ ਹਾਂ	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	IJK ਤੋਂ ਬਹੁਤ ਸੰਤੁਸ਼ਟ ਹੈ	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	ਪਰ ਕੁਝ ਹੋਰ ਹੈ	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	ਕੁਝ ਹੋਰ, ਜੋ ਮੈਨੂੰ ਖੁਸ਼ ਕਰਦਾ ਹੈ	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	ਕੁਝ ਅਜਿਹਾ ਹੈ ਜੋ ~ ਬਣਾਉਂਦਾ ਹੈ	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	ਹੋਰ ਸਹੀ ਕਿਹਾ	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	ਕੋਈ ਹੈ ਜੋ ਕੁੱਟਦਾ ਹੈ ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	ਕੋਈ ਜੋ ਮੇਰੇ ਦਿਲ ਨੂੰ ਧੜਕਦਾ ਹੈ	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	ਕਹੋ, ਕਹੋ, ਕੀ ਤੁਹਾਨੂੰ ਪਿਆਰ ਹੋ ਗਿਆ ਹੈ?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	ਕਿਸੇ ਕੁੜੀ ਨਾਲ ਪਿਆਰ ਹੋ ਗਿਆ	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	ਕੀ ਤੁਹਾਨੂੰ ਕਿਸੇ ਕੁੜੀ ਨਾਲ ਪਿਆਰ ਹੋ ਗਿਆ ਹੈ?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	ਮੈਨੂੰ ਯਕੀਨ ਨਹੀਂ ਹੈ ਕਿ ਮੈਨੂੰ ਪਿਆਰ ਹੋ ਗਿਆ ਹੈ	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	ਯਕੀਨਨ ਨਹੀਂ ਹੈ, ਪਰ ਇਹ ਚੰਗਾ ਮਹਿਸੂਸ ਕਰਦਾ ਹੈ	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	ਮੈਨੂੰ ਯਕੀਨ ਨਹੀਂ ਹੈ ਕਿ ਮੈਂ ਅਜੇ ਪਿਆਰ ਵਿੱਚ ਹਾਂ	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	ਪਰ ਇਹ ਬਹੁਤ ਵਧੀਆ ਮਹਿਸੂਸ ਕਰਦਾ ਹੈ	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	ਉਸਨੇ ਮੈਨੂੰ ਚੁੰਮਿਆ ਵੀ	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	ਮੈਨੂੰ ਬੁੱਲ੍ਹਾਂ 'ਤੇ ਚੁੰਮਿਆ	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	ਲਾ ਬਾਂਬਾ ਦੌਰਾਨ ਵੀ ਮੈਨੂੰ ਚੁੰਮਿਆ	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	ਹੈਰਾਨੀਜਨਕ ਕੀ ਇੱਕ ਚੁੰਮਣ	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	ਉਸ ਨੇ ਕੀ ਚੁੰਮਿਆ!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	ਮਹਾਨ! ਹੁਣ ਮੈਂ ਸਮਝਦਾ ਹਾਂ	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	ਸਮਝਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਰੇਡੀਏਟ ਕਿਉਂ ਕਰ ਰਹੇ ਹੋ	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	ਤੁਸੀਂ ਬਹੁਤ ਖੁਸ਼ ਹੋ	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	ਅਸਲ ਵਿੱਚ, ਕੁਝ ਅਜਿਹਾ ਹੀ ਹੋਇਆ ਸੀ	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	ਮੇਰੇ ਨਾਲ ਕੁਝ ਅਜਿਹਾ ਹੀ ਹੋਇਆ	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ਪਰ ਮੈਂ ਸੋਚਿਆ ਕਿ ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	ਸੋਚਿਆ ਤੁਸੀਂ ਪਸੰਦ ਨਹੀਂ ਕੀਤਾ ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	ਤੁਹਾਨੂੰ ਲਾ ਬਾਂਬਾ 'ਤੇ ਡਾਂਸ ਕਰਨਾ ਪਸੰਦ ਨਹੀਂ ਹੈ	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	ਠੀਕ ਹੈ, ਇਹ ਨਹੀਂ ਹੋਇਆ	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	ਡਾਂਸ ਫਲੋਰ ਵਿੱਚ ਹੋਇਆ	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	ਇਹ ਡਾਂਸ ਫਲੋਰ 'ਤੇ ਨਹੀਂ ਹੋਇਆ	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ਪਰ ਚਾਹ ਦੇ ਲੰਗਰ ਵਿੱਚ (ਉਲੂਰੀ)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	ਅਤੇ ਇਹ ਚੁੰਮਣ ਨਹੀਂ ਸੀ	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ਇੱਕ ਚੁੰਮਣ ਨਹੀਂ ਪਰ ਫਿਰ ਵੀ ਕੁਝ ਸੰਤੁਸ਼ਟੀਜਨਕ ਹੈ	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ਪਰ ਫਿਰ ਵੀ ਕੁਝ ਬਹੁਤ ਹੀ ਖੁਸ਼ੀ ਵਾਲਾ	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	ਇਸ ਲਈ, ਦੱਸੋ!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ ਕੀ ਕਹਿਣਾ ਹੈ	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	ਪਤਾ ਨਹੀਂ ਅਸਲ ਵਿੱਚ ਕੀ ਕਹਿਣਾ ਹੈ	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	ਕੁਝ ਖਾਸ ਨਹੀਂ ਹੋਇਆ	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	ਘੱਟੋ ਘੱਟ ਇਹ ਅਜੇ ਤੱਕ ਨਹੀਂ ਹੋਇਆ ਹੈ	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	ਪਰ ਮੈਂ ਕਿਸੇ ਤਰ੍ਹਾਂ ਮਹਿਸੂਸ ਕੀਤਾ ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	ਮਹਿਸੂਸ ਕੀਤਾ ਕਿ ਉਹ ਮੈਨੂੰ ਬਹੁਤ ਪਸੰਦ ਕਰਦੀ ਹੈ	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	ਕਿਸੇ ਤਰ੍ਹਾਂ ਮਹਿਸੂਸ ਹੋਇਆ ਕਿ ਉਹ ਮੈਨੂੰ ਬਹੁਤ ਪਸੰਦ ਕਰਦੀ ਹੈ	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	ਉਹ ਮੈਨੂੰ ਪਸੰਦ ਕਰਦੀ ਹੈ ਅਤੇ ਮੈਂ ਉਸਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹਾਂ	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	ਅਸੀਂ ~ ਬਾਰੇ ਲੰਬੇ ਸਮੇਂ ਲਈ ਗੱਲਬਾਤ ਕੀਤੀ	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	ਸੰਗੀਤ ਬਾਰੇ ਲੰਬੀ ਗੱਲਬਾਤ ਕੀਤੀ	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ਅਤੇ ਫਿਰ ਇਕੱਠੇ ਗਾਇਆ	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	ਮੈਨੂੰ ਲੱਗਦਾ ਹੈ ਕਿ ਉਹ ਫਲਰਟ ਕਰ ਰਹੀ ਸੀ	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	ਉਹ ਮੇਰੇ ਨਾਲ ਫਲਰਟ ਕਰ ਰਹੀ ਸੀ	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	ਇਹ ਬਹੁਤ ਵਧੀਆ ਸੀ	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	ਜਿਵੇਂ ਕਨੇਡਾ ਤੋਂ ਤੁਹਾਡਾ ਦੋਸਤ ਕਹਿੰਦਾ ਹੈ	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;ਚੰਗਾ ਚੰਗਾ!&quot;, ਜਿਵੇਂ ਕਨੇਡਾ ਤੋਂ ਇੱਕ ਦੋਸਤ ਕਹਿੰਦਾ ਹੈ	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	ਹਾਂ, ਸੱਚੀ! ਮੈਨੂੰ ਉਮੀਦ ਹੈ ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	ਜਲਦੀ ਹੀ ਉਸਨੂੰ ਦੁਬਾਰਾ ਮਿਲਣ ਲਈ	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	ਉਸ ਨੂੰ ਦੁਬਾਰਾ ਮਿਲਣ ਦੀ ਉਮੀਦ ਹੈ	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	ਮੈਨੂੰ ਜਲਦੀ ਹੀ ਉਸ ਨੂੰ ਮਿਲਣ ਦੀ ਉਮੀਦ ਹੈ	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	ਉਹੀ ਮੈਂ	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	ਨੇੜੇ ਇੱਕ ਝੀਲ 'ਤੇ ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ਇੱਕ ਕਾਂਗਰਸ ਸਥਾਨ ਦੇ ਨੇੜੇ ਇੱਕ ਝੀਲ	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	ਕਾਂਗਰਸ ਹਾਲ ਦੇ ਨੇੜੇ	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	ਓਹ, ਤੁਸੀਂ ਵੀ ਹੋ ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	ਤੁਸੀਂ ਵੀ ਇੱਥੇ ਹੋ!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ਹਾਂ, ਮੈਂ ਮਿਲਾਂਗਾ ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	ਇੱਥੇ ਜਲਦੀ ਹੀ ਇੱਕ ਦੋਸਤ ਨੂੰ ਮਿਲਾਂਗਾ	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	ਇੱਕ ਨਿੱਜੀ ਗੱਲਬਾਤ ਲਈ	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	ਇੱਕ ਨਿੱਜੀ ਗੱਲਬਾਤ ਲਈ ਇੱਕ ਦੋਸਤ ਨੂੰ ਮਿਲਣ ਜਾਵੇਗਾ	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	ਇਸ ਲਈ, ਮੈਂ ਤੁਹਾਨੂੰ ਪੁੱਛਣਾ ਚਾਹਾਂਗਾ ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	ਮੈਂ ਤੁਹਾਨੂੰ ਛੱਡਣ ਲਈ ਕਹਿਣਾ ਚਾਹਾਂਗਾ	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	ਠੀਕ ਹੈ, ਇਹ ਸੰਭਵ ਨਹੀਂ ਹੈ	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	ਅਸਲ ਵਿੱਚ ਸੰਭਵ ਨਹੀਂ ਹੈ	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	ਕਿਉਂ? ਇਹ ਮੇਰੇ ਲਈ ਬਹੁਤ ਮਹੱਤਵਪੂਰਨ ਹੈ!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	ਇਹ ਮੀਟਿੰਗ ਬਹੁਤ ਮਹੱਤਵਪੂਰਨ ਹੈ	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	ਇਸ ਲਈ ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਜਾਣ ਦਿਓ	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਇਕੱਲਾ ਛੱਡ ਦਿਓ	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	ਜਿਵੇਂ ਮੈਂ ਕਿਹਾ ਸੀ,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	ਮੈਂ ਕਿਹਾ, ਇਹ ਸੰਭਵ ਨਹੀਂ ਹੈ	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	ਮੇਰਾ ਇੱਕ ਦੋਸਤ ਜਲਦੀ ਹੀ ਦਿਖਾਈ ਦੇਵੇਗਾ	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	ਕਿਉਂਕਿ ਜਲਦੀ ਹੀ ਇੱਕ ਦੋਸਤ ਵੀ ਦਿਖਾਈ ਦੇਵੇਗਾ	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	ਇੱਕ ਦੋਸਤ ਵੀ ਇੱਥੇ ਦਿਖਾਈ ਦੇਵੇਗਾ	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	ਬਦਨਾਮ, ਆਮ ਤੌਰ 'ਤੇ ਇਸ ਸਮੇਂ	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	ਅਸਲ ਵਿੱਚ ਇਹ ਕੁੜੀ ਬਾਰੇ ਹੈ	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	ਉਹ ਕੁੜੀ, ਜਿਸ ਬਾਰੇ ਮੈਂ ਦੱਸਿਆ ਸੀ	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	ਉਸਦਾ ਨਾਮ ਜੈਸੀ ਹੈ	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	ਮੁੰਡੇ ਅਤੇ ਕੁੜੀਆਂ! ਬਹੁਤ ਵਧੀਆ ਕਿ ਤੁਸੀਂ ਆ ਸਕਦੇ ਹੋ	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	ਮੈਂ ਤੁਹਾਨੂੰ ਦੇਖ ਕੇ ਬਹੁਤ ਖੁਸ਼ ਹਾਂ	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	ਮੈਨੂੰ ਦੁਬਾਰਾ ਮਿਲ ਕੇ ਖੁਸ਼ੀ ਹੋਈ ਹੈ	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ਪਰ, ਤੁਸੀਂ ਦੇਖਦੇ ਹੋ ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	ਤੁਸੀਂ ਹੈਰਾਨ ਅਤੇ ਉਲਝਣ ਵਾਲੇ ਦਿਖਾਈ ਦਿੰਦੇ ਹੋ	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	ਹੈਰਾਨ ਅਤੇ ਕਿਸੇ ਤਰ੍ਹਾਂ ਉਲਝਣ ਵਿੱਚ	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	ਸਪੱਸ਼ਟ ਹੈ	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	ਇਸ ਲਈ, ਮੇਰਾ ਅੰਦਾਜ਼ਾ ਹੈ ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	ਤੁਹਾਨੂੰ ਪਹਿਲਾਂ ਹੀ ਮਿਲ ਗਿਆ ਹੈ	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	ਸਮਝੋ ਕਿ ਇਹ ਕਿਵੇਂ ਹੈ, ਠੀਕ ਹੈ?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	ਅੰਦਾਜ਼ਾ ਲਗਾਓ ਕਿ ਤੁਸੀਂ ਪਹਿਲਾਂ ਹੀ ਸਮਝ ਗਏ ਹੋ	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	ਪਹਿਲਾਂ ਹੀ ਸਮਝ ਲਿਆ ਹੈ ਕਿ ਇਹ ਕਿਵੇਂ ਹੈ	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	ਮੈਨੂੰ ਕੁਝ ਸਮਝ ਨਹੀਂ ਆ ਰਿਹਾ!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	ਮੈਨੂੰ ਲੱਗਦਾ ਹੈ ਕਿ ਮੈਂ ਨਹੀਂ ਚਾਹੁੰਦਾ ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ਸਮਝਣਾ ਨਹੀਂ ਚਾਹੁੰਦਾ	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	ਮੈਂ ਸਮਝਣਾ ਨਹੀਂ ਚਾਹੁੰਦਾ	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	ਪਰ ਇਹ ਗੁੰਝਲਦਾਰ ਨਹੀਂ ਹੈ!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	ਮੈਨੂੰ ਸਮਝਾਉਣ ਦਿਓ	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	ਜਦੋਂ ਇਨਾ ਨੇ ਮੈਨੂੰ ਦੱਸਿਆ	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	ਮੈਨੂੰ ਆਪਣੇ ਦੋਸਤ ਬਾਰੇ ਦੱਸਿਆ	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	ਇੱਕ ਦੋਸਤ ਜਿਸਨੇ ਐਸਪੇਰਾਂਤੋ ਸਿੱਖੀ	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	ਐਸਪੇਰਾਂਤੋ ਨੂੰ ਬਹੁਤ ਜਲਦੀ ਸਿੱਖ ਲਿਆ	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	ਇੱਕ ਦੋਸਤ ਜਿਸਨੂੰ ਕਾਬੇ ਕਿਹਾ ਜਾਂਦਾ ਹੈ	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	ਮੈਂ ਉਸ ਨੂੰ ਫੜ ਲਿਆ ਹੈ ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	ਮੈਂ ਸਮਝ ਗਿਆ ਕਿ ਤੁਸੀਂ ਦੋਵੇਂ ਇੱਕ ਦੂਜੇ ਨੂੰ ਪਹਿਲਾਂ ਹੀ ਜਾਣਦੇ ਹੋ	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	ਤੁਸੀਂ ਦੋਵੇਂ ਪਹਿਲਾਂ ਹੀ ਇੱਕ ਦੂਜੇ ਨੂੰ ਜਾਣਦੇ ਹੋ	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	ਹਾਂ, ਪਰ। ਪਰ ਕੀ?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	ਇਹ ਪ੍ਰਭਾਵ ਸੀ ਕਿ ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ਸਾਨੂੰ ਦੋਨੋ ਪ੍ਰਭਾਵ ਸੀ	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	ਤੁਸੀਂ ਸਾਡੇ ਨਾਲ ਫਲਰਟ ਕੀਤਾ, ਅਤੇ	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	ਇਹ ਪ੍ਰਭਾਵ ਕਿ ਤੁਸੀਂ ਸਾਡੇ ਨਾਲ ਫਲਰਟ ਕਰ ਰਹੇ ਸੀ	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	ਬਿਲਕੁਲ ਸਹੀ!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	ਇਸ ਲਈ ਮੈਂ ਗੱਲ ਕਰਨਾ ਚਾਹੁੰਦਾ ਸੀ	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਗੱਲ ਕਰਨਾ ਚਾਹੁੰਦਾ ਸੀ	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	ਹੁਣ ਤੁਹਾਡੇ ਦੋਵਾਂ ਨਾਲ ਗੱਲ ਕਰਨ ਲਈ	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	ਕਿਰਪਾ ਕਰਕੇ ਮੇਰੀ ਗੱਲ ਸੁਣੋ	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	ਮੈਨੂੰ ਅਕਸਰ ਅਸਲ ਵਿੱਚ ਪਸੰਦ ਹੈ ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	ਇੱਕੋ ਸਮੇਂ ਕਈ ਲੋਕਾਂ ਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹੈ	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	ਮੈਨੂੰ ਕਈ ਲੋਕ ਪਸੰਦ ਹਨ	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	ਇਸ ਨਾਲ ਕੋਈ ਫ਼ਰਕ ਨਹੀਂ ਪੈਂਦਾ ਕਿ ਇਹ ~ ਹੈ	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ਭਾਵੇਂ ਇਹ ਮਰਦ ਹੋਵੇ ਜਾਂ ਔਰਤ	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	ਅਤੇ IJK ਦੌਰਾਨ ਹੋਇਆ ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	ਇਹ ਹੋਇਆ ਕਿ ਮੈਨੂੰ ਪਿਆਰ ਹੋ ਗਿਆ	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	ਮੈਨੂੰ ਤੁਹਾਡੇ ਦੋਵਾਂ ਨਾਲ ਪਿਆਰ ਹੋ ਗਿਆ!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	ਅਤੇ ਅਸੀਂ ਦੋਵੇਂ ਤੁਹਾਡੇ ਲਈ	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	ਜ਼ਾਹਰ ਹੈ ਕਿ ਸਾਨੂੰ ਤੁਹਾਡੇ ਲਈ	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	ਇੱਕ ਮਿੰਟ ਰੁਕੋ, ਮੈਂ ਥੱਕ ਗਿਆ ਹਾਂ	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	ਇੰਨਾ ਥੱਕਿਆ ਹੋਇਆ ਹਾਂ ਕਿ ਮੈਂ ਮੁਸ਼ਕਿਲ ਨਾਲ ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	ਮੈਂ ਮੁਸ਼ਕਿਲ ਨਾਲ ਸੋਚ ਸਕਦਾ ਹਾਂ	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ਕੀ ਮੈਂ ਇਸ ਨੂੰ ਸਹੀ ਤਰ੍ਹਾਂ ਸਮਝਿਆ ~	did I understand correctly that ~	grupo	alternativoj	prononco
