B.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	laŭ mi ŝi estas stranga persono	κατά τη γνώμη μου είναι περίεργος άνθρωπος	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	δεν πίνει μπύρα καθόλου	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	και δεν τρώει κρέας	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	φαίνεται ότι ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	το μόνο της ενδιαφέρον είναι ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	Το μόνο ενδιαφέρον είναι η εσπεράντο δραστηριότητα	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	φαίνεται ότι το μόνο της ενδιαφέρον είναι η Εσπεράντο	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	αλλά είναι πολύ όμορφη	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	είναι πολύ όμορφο και ευγενικό	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	πολύ ωραίο και ευγενικό κατά τη γνώμη μου	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	Ίσως έχετε δίκιο	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ίσως έχεις δίκιο σε αυτό	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	δεν είναι σχεδόν ποτέ στο μπαρ	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	αυτή δεν είναι σχεδόν ποτέ ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	μην τη συναντάς συχνά	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Δεν συναντιέμαι συχνά	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	και έτσι δεν τη συναντώ συχνά	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	σφυρίζει για τέτοιους ανθρώπους	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	στην πραγματικότητα, σφυρίζω εντελώς	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	καταλαβαίνω ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	έτσι μιλάει ένας πραγματικός μπάρμαν	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	δικαίως, άρα στην υγεία σας!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	στην υγεία σου! Ω, υπέροχη μπύρα	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	φυσικά, εγώ το διάλεξα	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	εχεις καμια ιδεα?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	πού θα μπορούσε να βρει αυτό το παράξενο κορίτσι;	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	να βρει αυτό το παράξενο αλλά πολύ όμορφο κορίτσι	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ιδέα πού θα μπορούσε να βρεθεί ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	έχει μια ιδέα πού θα ήταν δυνατό να βρει ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	σίγουρα στο tea launge (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	τέτοιοι άνθρωποι κάθονται συνέχεια	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	κάθεται συνεχώς εκεί και πίνει τσάι	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	τι κουραστική ζωή!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	το tea launge (Owlery), είναι ένα ήσυχο μέρος	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	ένα ήσυχο μέρος όπου μπορείτε να πιείτε τσάι	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	πιείτε τσάι, συνομιλήστε, ακούστε ήσυχη μουσική	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	ακούγοντας ήσυχη μουσική και άλλα παρόμοια	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	θα το βρείτε στο τέλος του διαδρόμου	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	στο τέλος του διαδρόμου έξω από το μπαρ	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	δεν μπορείς να κουβαλήσεις την μπύρα σου	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	πάρτε την μπύρα σας εκεί	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	αλλά δεν μπορείς να πάρεις την μπύρα σου εκεί	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	είναι πραγματικά ένα μέρος για κουκουβάγιες!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	πρώτα στην πίστα	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	ίσως πρέπει να πάω πρώτα	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	άσε με να πάω πρώτα στην πίστα	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	επόμενο άτομο!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	τι θες αγαπητέ	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	υπάρχει ελεύθερος χώρος;	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	ναι σίγουρα	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	πολύ ωραίο εδώ	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	εδώ στο tea launge (owlery)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Χρειάζομαι λίγη ηρεμία	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	μετά από μια πολύ αγχωτική μέρα	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	ηρεμία μετά από μια αγχωτική μέρα	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	η ατμόσφαιρα σε ένα tea launge (owlery)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ είναι μια πολύ καλή αντίθεση	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	αντίθεση με τα άλλα γεγονότα	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	τα άλλα γεγονότα κατά τη διάρκεια του IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	η ατμόσφαιρα είναι αντίθεση με τα άλλα γεγονότα	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	έχει πολύ καλή αντίθεση, έτσι δεν είναι;	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ναι, απαλή μουσική	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	απαλή μουσική, ήσυχη συνομιλία	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	ήσυχη συνομιλία και λίγο ενδιαφέρον τσάι	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ιδανικό για ανάκτηση δύναμης	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	φαίνεσαι εξαιρετικά κουρασμένος	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	τι έκανες όλη μέρα?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	πρώτα έκανα μια ανάρτηση	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	ανάρτηση για τις αυριανές εξορμήσεις	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Έκανα μια ανάρτηση για εκδρομές	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	παρεμπιπτόντως, θα πάτε;	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	θα πάει εκδρομή	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	θα πας καμια εκδρομη?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ναι, στον μεγάλο καταρράκτη	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	και μετά σε έκθεση	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	έκθεση για τη μοντέρνα τέχνη	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	σε έναν καταρράκτη και μετά σε μια έκθεση	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	μια καλή επιλογή	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Θα πάω κι εγώ εκεί	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	ούτως ή άλλως, ήμουν επικεφαλής μιας ομάδας συζήτησης	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	να κρεμάσουμε αφίσες	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	μετά την ανάρτηση των εκδρομικών αφισών	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	ομάδα συζήτησης με τίτλο &quot;φεμινισμός&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	οδήγησε μια συζήτηση με τίτλο &quot;φεμινισμός&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	είναι ο φεμινισμός ο ίδιος σε διαφορετικές χώρες;	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	ενδιαφέρουσα και ζωηρή συζήτηση	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	ήταν πολύ ενδιαφέρον και ζωντανό	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	για τις τελευταίες πέντε ώρες	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Ήμουν σε μια μακρά συνεδρία	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	τις τελευταίες ώρες βρίσκομαι σε συνεδρίαση επιτροπής	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	σε μια μακρά συνεδρίαση της επιτροπής	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	ήταν πραγματικά πάρα πολύ	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	η επιτροπή ολοκλήρωσε τη συνεδρίασή της	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	αλλά τώρα η επιτροπή ολοκλήρωσε τη συνεδρίαση	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	ήταν πολύ καιρό, αλλά τώρα τελείωσε	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Ω, άρα είσαι μέλος της επιτροπής;	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	το διοικητικό συμβούλιο της TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Είμαι και εγώ στο σανίδι	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ναι, είμαι κι εγώ ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	είναι επίσης στο διοικητικό συμβούλιο της TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ναι, και είμαι ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Δεν ήμουν ποτέ ενεργός	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	πολύ δραστήριος στο κίνημα	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	δεν ήταν ποτέ ενεργός στο κίνημα	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	η κύρια δραστηριότητα της TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	ποια είναι η κύρια δραστηριότητα τώρα;	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	στην πραγματικότητα ποια είναι η κύρια δραστηριότητα;	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	είναι απέραντο	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	μεγάλη ποικιλία πεδίων	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	σε διάφορους τομείς έχουμε δραστηριότητα	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	σεμινάρια για τα ανθρώπινα δικαιώματα	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	τα ανθρώπινα δικαιώματα και τις διαπολιτισμικές σχέσεις	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	ποδήλατο, τροχόσπιτο, πανηγύρι	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	για παράδειγμα σεμινάρια, τροχόσπιτα ποδηλάτων και φεστιβάλ	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	φεστιβάλ γλώσσας, δημιουργία ιστοσελίδων	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	για παράδειγμα τροχόσπιτα ποδηλάτων, φεστιβάλ κ.λπ	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	ένα σεμινάριο για τα δικαιώματα και τις σχέσεις	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	τροχόσπιτο, πανηγύρι, κατασκευές κ.λπ	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	επίσημους φορείς όπως η UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	εκπροσωπούνται σε επίσημους φορείς	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	αντιπροσωπευόμαστε και εμείς	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	εκπροσωπείται σε διάφορα σώματα	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	φορείς όπως το Ευρωπαϊκό Φόρουμ Νεολαίας, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	το τμήμα νεολαίας των Ηνωμένων Εθνών	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	διάφορους φορείς όπως η UNESCO και το τμήμα νεολαίας του ΟΗΕ	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO και το τμήμα νεολαίας των Ηνωμένων Εθνών	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Ευρωπαϊκό Φόρουμ Νεολαίας και το τμήμα νεολαίας του ΟΗΕ	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	ακούγεται ενδιαφέρον	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	ένα φύλλο, για να περιηγηθείς, ένας άνεμος, για να ανεμισθεί, Εσπεράντο, για να απολαύσεις την Εσπεράντο	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	για μένα αρκεί να μιλάω Εσπεράντο	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	για να απολαύσετε την Εσπεράντο για μια ή δύο εβδομάδες	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	μία ή δύο εβδομάδες το χρόνο	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	πάντως μου αρκεί	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ναι, πρέπει να βρει κανείς ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	να βρει ισορροπία	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	ο καθένας πρέπει να βρει την ισορροπία του	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Νιώθω ότι είναι πάρα πολύ	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	αυτή τη στιγμή νιώθω	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	νιώθω ότι ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	αισθάνεται ότι υπάρχουν πάρα πολλά ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	πάρα πολύ Εσπεράντο στη ζωή μου	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	υπάρχει πάρα πολύ Εσπεράντο στη ζωή μου	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	είσαι μέλος;	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	είσαι μέλος κάποιας οργάνωσης;	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	μέλος κάποιας άλλης οργάνωσης	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	όχι πραγματικά μια οργάνωση, αλλά ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	αλλά παίζω κιθάρα	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	παίζει κιθάρα σε ένα συγκρότημα	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	όμορφη! μ'αρέσει πραγματικά	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	μου αρέσει να τραγουδάω	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	του αρέσει πολύ να τραγουδά	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	τι είδους μουσική παίζεις;	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	Λοιπόν, είναι απλό ποπ	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	μόλις ξεκινήσαμε το συγκρότημα	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	αλλά τελικά θα παίξουμε	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	παίξαμε κατά τη διάρκεια του IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	θα παίξει στο επόμενο IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Το ανυπομονώ ήδη!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	απλά πες αν χρειάζεσαι ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	χρειάζεται έναν εφεδρικό τραγουδιστή	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	αν χρειάζεστε έναν εφεδρικό τραγουδιστή	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	γιατί όχι? ίσως θέλεις ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	θες να τραγουδήσεις κάτι τώρα	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Μπορώ να παίξω κιθάρα	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	θέλεις να τραγουδήσεις και μπορώ να παίξω	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	να τραγουδήσω κάτι τώρα και να παίξω κιθάρα	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	ναι, θα μου άρεσε αυτό	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	να φέρω την κιθάρα μου	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	θα φέρει την κιθάρα μου αμέσως	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	πολύ καλά, θα φέρω κιθάρα	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Θα φέρω την κιθάρα μου αμέσως	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	περιμένει την επιστροφή σας	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	ελπίζουμε να επιστρέψετε γρήγορα	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Περιμένω γρήγορη επιστροφή	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	περιμένει για την αισίως γρήγορη επιστροφή σας	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	δύο μέρες αργότερα	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	έξω από την πίστα	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	μέρες μετά, έξω από την πίστα	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Γεια σου Kabe, κοιτάς ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	φαίνεσαι πολύ χαρούμενος	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ναι, είμαι ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	ωραία, χαίρομαι!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	σου αρέσει το συνέδριο;	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	σου αρέσει τόσο πολύ το συνέδριο;	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	ναι και ΟΧΙ	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Είμαι σίγουρος ότι είμαι πολύ ικανοποιημένος	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	είναι πολύ ικανοποιημένος με το IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	αλλά υπάρχει και κάτι άλλο	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	κάτι άλλο, που με κάνει χαρούμενο	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	είναι κάτι που κάνει ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	πιο σωστά είπε	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	υπάρχει κάποιος που δέρνει ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	κάποιος που κάνει την καρδιά μου να χτυπά	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	πες, πες, ερωτεύτηκες;	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	ερωτεύτηκε κάποιο κορίτσι	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	ερωτεύτηκες κορίτσι;	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	δεν είμαι σίγουρος αν ερωτεύτηκα	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	δεν είναι σίγουρο, αλλά αισθάνεται καλά	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Δεν είμαι σίγουρος αν είμαι ερωτευμένος ακόμα	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	αλλά αισθάνεται πολύ ωραία	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	με φίλησε κιόλας	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	με φίλησε στα χείλη	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	με φίλησε ακόμη και κατά τη διάρκεια του La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	καταπληκτικό τι φιλί	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	τι φιλί έδωσε!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	εξαιρετική! Τώρα καταλαβαίνω	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	καταλαβαίνει γιατί ακτινοβολείς	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	αποπνέεις τόση χαρά	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	μάλιστα κάτι παρόμοιο έγινε	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	κάτι παρόμοιο συνέβη και σε μένα	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	αλλά σκέφτηκα ότι ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	νόμιζες ότι δεν σου άρεσε ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	δεν σου αρέσει ο χορός στο La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	σωστά, δεν έγινε	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	συνέβη στην πίστα	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	δεν συνέβη σε πίστα	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	αλλά στο tea launge (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	και δεν ήταν φιλί	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	όχι ένα φιλί αλλά και πάλι κάτι ευχάριστο	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	αλλά παρόλα αυτά κάτι πολύ χαρούμενο	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	λοιπόν πες!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Δεν ξέρω τι να πω	I don't know what to say	grupo	alternativoj	prononco
