B.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	fakte kio estas la ĉefa agado?	hva er egentlig hovedaktiviteten?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	den er enorm	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	et bredt spekter av felt	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	på ulike felt har vi aktivitet	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	seminarer om menneskerettigheter	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	menneskerettigheter og interkulturelle relasjoner	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	sykkel, campingvogn, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	for eksempel seminarer, sykkelvogner og festivaler	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	språkfestivaler, bygging av nettsider	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	for eksempel sykkelcampingvogner, festivaler mm	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	et seminar om rettigheter og relasjoner	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	campingvogn, festival, bygg mm	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	offisielle organer som UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	representert i offisielle organer	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	vi er også representert	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	er representert i ulike organer	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	organer som European Youth Forum, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	ungdomsseksjonen i FN	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	ulike organer som UNESCO og ungdomsseksjonen i FN	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO og ungdomsseksjonen i FN	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	European Youth Forum og ungdomsseksjonen i FN	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	høres interessant ut	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	et blad, å bla, en vind, å vifte, esperanto, å nyte esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	for meg er det nok å snakke esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	å nyte esperanto i en uke eller to	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	en eller to uker i året	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	men det er nok for meg	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ja, man bør finne ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	å finne balanse	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	alle skal finne sin egen balanse	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Jeg føler det er for mye	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	akkurat nå føler jeg	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Jeg føler at ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	føles som det er for mange ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	for mye esperanto i livet mitt	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	det er for mye esperanto i livet mitt	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	er du medlem?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	er du medlem av en organisasjon?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	medlem av en annen organisasjon	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	egentlig ikke en organisasjon, men ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	men jeg spiller gitar	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	spiller gitar i et band	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	hyggelig! jeg liker virkelig	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	jeg liker å synge	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	liker veldig godt å synge	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	hva slags musikk spiller du?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	vel, det er enkel pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	vi har nettopp startet bandet	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	men til slutt skal vi spille	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	vi spilte under IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	skal spille under neste IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Jeg gleder meg allerede!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	bare si hvis du trenger ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	trenger en backup-sanger	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	hvis du trenger en backup-sanger	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	hvorfor ikke? kanskje du vil ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	du vil synge noe nå	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Jeg kan spille gitar	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	du vil synge og jeg kan spille	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	å synge noe nå og å spille gitar	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	ja, det vil jeg gjerne	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	å ta med gitaren min	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	tar med gitaren min med en gang	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	Veldig bra, jeg tar med en gitar	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Jeg tar med gitaren min med en gang	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	venter på at du kommer tilbake	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	forhåpentligvis rask retur	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Jeg forventer en rask retur	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	venter på at du forhåpentligvis kommer tilbake	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	to dager senere	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	utenfor dansegulvet	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	dager senere, utenfor dansegulvet	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hei Kabe, du ser ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	du ser veldig glad ut	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ja, jeg er ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	bra, jeg er glad!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	liker du kongressen?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	liker du kongressen så godt?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Ja og nei	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Jeg er sikker på at jeg er veldig fornøyd	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	er veldig fornøyd med IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	men det er noe annet	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	noe annet, som gjør meg glad	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	er noe som gjør ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	mer riktig sagt	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	det er noen som slår ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	noen som får hjertet mitt til å slå	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	si, si, har du blitt forelsket?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	ble forelsket i en jente	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	ble du forelsket i en jente?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	er ikke sikker på om jeg ble forelsket	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	er ikke sikker, men det føles bra	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Jeg er ikke sikker på om jeg er forelsket ennå	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	men det føles veldig bra	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	hun kysset meg til og med	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	kysset meg på leppene	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	til og med kysset meg under La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	utrolig for et kyss	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	for et kyss hun ga!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	flott! nå forstår jeg	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	forstår hvorfor du stråler	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	du utstråler så mye glede	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	faktisk skjedde noe lignende	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	noe lignende skjedde med meg	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	men jeg tenkte at ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	trodde du ikke likte ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	du liker ikke dans på La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	riktig, det skjedde ikke	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	skjedde på dansegulvet	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	det skjedde ikke på et dansegulv	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	men i tevasken (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	og det var ikke kyss	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ikke et kyss, men likevel noe gledelig	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	men ikke desto mindre noe veldig gledelig	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	så fortell!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Jeg vet ikke hva jeg skal si	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	vet ikke hva jeg skal si egentlig	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	ikke noe spesielt skjedde	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	det har i hvert fall ikke skjedd ennå	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	men jeg følte meg på en måte ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	følte at hun liker meg veldig godt	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	følte på en eller annen måte at hun liker meg veldig godt	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	hun liker meg og jeg liker henne	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	vi pratet lenge om ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	hadde en lang prat om musikk	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	og så sang sammen	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Jeg tror hun flørtet	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	hun flørtet med meg	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	det var veldig hyggelig	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	som vennen din fra Canada sier	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	«Drit bra!», som en venn fra Canada sier	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Ja virkelig! Jeg håper ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	å møte henne snart igjen	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	håper å møte henne igjen	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Jeg håper å møte henne snart	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	samme meg	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	ved en innsjø nær ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	en innsjø nær et kongresssted	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	i nærheten av kongresshallen	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	åh, du er også ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	du er her også!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ja, jeg skal møte ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	skal møte en venn her snart	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	for en privat samtale	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	vil møte en venn for en privat samtale	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	så jeg vil gjerne spørre deg ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Jeg vil be deg om å dra	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	vel, det er ikke mulig	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	er faktisk ikke mulig i det hele tatt	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Hvorfor? det er veldig viktig for meg!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	dette møtet er veldig viktig	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	så vær så snill å la meg gå	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	vær så snill, la meg være alene	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	som jeg nettopp sa,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Jeg sa, det er ikke mulig	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	en venn av meg dukker opp snart	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	fordi det snart dukker opp en venn også	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	en venn vil også dukke opp her	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	faen, typisk det akkurat nå	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	egentlig handler det om jenta	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	jenta, som jeg fortalte om	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	hun heter forresten Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	gutter og jenter! flott at du kunne komme	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Jeg er så glad for å se deg	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Jeg er glad for å se deg igjen	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	men du ser ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	du ser sjokkert og forvirret ut	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	sjokkert og på en eller annen måte forvirret	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	åpenbart	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	så jeg antar ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	du har allerede fått det	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	forstår hvordan det er, ikke sant?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	tipper du allerede har forstått	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	har allerede forstått hvordan det er	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Jeg skjønner ingenting!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Jeg tror jeg ikke vil ha ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ønsker ikke å forstå	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Jeg vil ikke forstå	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	men det er ikke komplisert!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	la meg forklare	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	da Ina fortalte meg det	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	fortalte meg om sin egen venn	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	en venn som lærte esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	lærte esperanto veldig raskt	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	en venn som heter Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Jeg har fanget det ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Jeg forsto at dere to allerede kjenner hverandre	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	dere kjenner hverandre allerede	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Ja men. men hva?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	hadde inntrykk av at ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	vi hadde begge inntrykk	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	du flørtet med oss, og	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	inntrykket av at du flørtet med oss	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	helt rett!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	det var derfor jeg ville snakke	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Jeg ville snakke med deg	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	å snakke med dere begge nå	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	vær så snill og hør på meg	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Jeg liker ofte ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	liker flere personer samtidig	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Jeg liker flere mennesker	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	det spiller ingen rolle om det er ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	enten det er en mann eller en kvinne	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	og under IJK skjedde ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	det hendte at jeg ble forelsket	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Jeg ble forelsket i dere begge!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	og vi begge til deg	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	tilsynelatende oss til deg	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	vent litt, jeg er sliten	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	så sliten at jeg nesten ikke kan ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Jeg kan nesten ikke tenke	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	forsto jeg riktig at ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ja! ta en titt	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	med et glad ansikt	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	trakk et stort hjerte	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	trakk et stort hjerte i sanden	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	i sanden og skrev i den	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	skrev i den &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	etter en annen tanke sa	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	etter å ha tenkt sa &quot;dette er vår IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	og de bryter ut i latter!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	de bryter ut i latter alle sammen!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	etter et sekunds ettertanke, og de lo	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe sa &quot;dette er vår IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	har du sendt søknadsskjemaet?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	sendt inn påmeldingsskjema til en lokalforening	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	bestilles som gruppe gjennom foreningen	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	sendt via e-post	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	mottatt bekreftelse på registrering	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	fant ikke hvor du kan sende inn et registreringsskjema	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	finnes det et nettbasert søknadsskjema?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	sendte du inn en papirbestilling?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	må noen betale i euro?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	er det mulig å betale på stedet?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	betalt, men ikke mottatt kvittering	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	kan betale som gruppe gjennom lokalsamfunnet	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	er det refusjon hvis ikke tilstede?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	bestilte ikke et spesielt program	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	hvordan kan noen bestille i tillegg?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	hvordan kan noen betale for en tilleggsbestilling?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	kan vi se en liste over registrerte?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	navnet mitt er ikke på listen over registrerte	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	kan du sjekke listen?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	etter bestillingsfristen	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	kan noen bli med videre?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	å bestille hotell sammen	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	noen bestiller hotell, vil du bli med?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	hvis det var et ledig rom, vil jeg bestille det	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	er det mulig å bestille hotell på stedet?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	skal vi kjøpe flybillett sammen?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	billett fra hvilken dato	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	skal vi følge deg til flyplassen?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	er det en guide på flyplassen?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	må noen gå til stevnestedet alene?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	billettkontoret til stevnestedet	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Jeg betalte, men navneskiltet mitt ble ikke funnet	I paid but my name tag can't be found	grupo	alternativoj	prononco
