A.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	homo, kiu rakontas, restos malsata	אדם שמספר יישאר רעב	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	ממשיך לספר ליד שולחן האוכל	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	הוא היה צריך לשים לב ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	לא הורשה ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	הורשה להישאר	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	לא הורשה להישאר זמן רב	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	להישאר בחוץ בגשם	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	בגלל זה הוא התקרר	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	יש לו רעיון ברור משלו	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	אבל הוא יאמין להכל	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	מה שתגיד	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	כאילו את אשתו	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	ההורים שלך	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	לשמח את ההורים שלך	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	מה יכול בבקשה ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	מה יכול לשמח את ההורים שלך הכי הרבה?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	לאחר הלמידה	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	לפחות לאחר הלמידה	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	לתוך מרכז העיר	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	אם תלך איתי	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	אם תלך איתי למרכז העיר	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	לאן תרצה לטייל?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	אם היה לך ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	מספיק כסף	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	אם היה לך מספיק כסף וטמפ'	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	האם אתה מתכנן ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	מתכנן לנסוע לפריז	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	לנהוג עם אקסוטו	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	הרבה יותר טוב	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	נראה הרבה יותר טוב	seems much better	grupo	alternativoj	prononco
level	per vagonaro	ברכבת	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	או שזה לא נראה הרבה יותר טוב?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	אנשים שונים	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	למה אנשים מסבירים בדרכים שונות?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	אותם רעיונות	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	מסביר את אותם רעיונות	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	בני המשפחה מתכנסים	family members get together	grupo	alternativoj	prononco
level	kiel rapide	כמה מהר	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	חולפים ימים	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	כמה מהר חולפים הימים!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	מחר יהיה ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	יום ההולדת של אביך	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	כמה בני משפחה	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	יבואו כמה בני משפחה	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	וחברים	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	אתה מוכן בבקשה ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	אתה יכול בבקשה לעזור קצת?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	זמן מה	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	למצוא קצת זמן	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	לסדר את החדר שלך	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	לפחות כדי לסדר את החדר שלך	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	הייתי רוצה ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	הייתי רוצה לבשל משהו	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	משהו טוב	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	לבשל משהו טוב	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	לעוגת יום ההולדת	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	חסר חלב	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	בבית	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	יש צורך לרכוש ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	קצת אוכל	some food	grupo	alternativoj	prononco
level	el vendejo	מחנות	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	להביא קצת אוכל ממחבוא	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	אני אעשה קניות	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	ליום ההולדת	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	במקום לשבת ולאכול	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	אנשים מעניינים	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	עם בני משפחה לא מעניינים	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	הייתי רוצה לצאת לפיקניק	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	עם חברי מועדון	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	עם איזה חברי מועדון?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	אמר האב	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	סוג של נייר, סוג של ניירות	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	בתיק	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	לתוך פח נייר	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	זרק ניירות לפח נייר	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	זרק כמה ניירות לפח נייר	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	מוקדם מחר	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	חברים במועדון הספורט שלי	members of my sports club	grupo	alternativoj	prononco
level	kara mia	יקרה שלי	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	האם זה נכון?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	אתה חייב להיעדר	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	אתה לא ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	חברי המועדון שלך	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	רואים אחד את השני עם חבריך למועדון	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	שלוש פעמים בשבוע	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	אפשר ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	יש לו את הזכות להציע משהו	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	אני אוכל עם בני המשפחה	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	אלא בחלק השני	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	אני אלך עם החברים שלי	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	ידבר על ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	כונן כושל	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	בהחלט ידבר על הכונן הכושל	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	אחרי העוגה	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	אני לא רוצה את זה יותר	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	רוצה לשמוע את זה	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	למה אין לנו ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	דוד עתיר רעיונות	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	יש איזה דוד עשיר רעיון	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	במשפחה שלי	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	האמא חייכה	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	על דבריו	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	היא יודעת את זה ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	מדבר קצת יותר מדי	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	זה לא מספיק רק ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	עושר של רעיונות	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	יש צורך גם ~	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	ארנק מלא כדי שזה יקרה	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	המשיכה האם ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	אחרי שתיקה קטנה	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	לפני כמה דקות	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	אנה קראה לזה היא ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	היא גם תבקר אותנו	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	עוגה מתוקה	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	היא מאוד אוהבת עוגה מתוקה	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	נזהרת לא להשמין	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	למרות שהיא תשים לב	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	מיד שינה את דעתו	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	במהלך הטיול	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	בלעדיה	without her	grupo	alternativoj	prononco
level	li estus tre soleca	הוא יהיה בודד מאוד	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	בכל זאת אעבור	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	אבל אני אבלה את המחר בבית	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	בנוער	in youth	grupo	alternativoj	prononco
level	oni havas	לאחד יש	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	יש גם יופי	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	עבודות מסובכות	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	עבודות מסובכות (אובייקטיבי)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	צריך לפשט	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	בגיל	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	הוא כבר הפך ל~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	ראש מועדון הספורט	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	אחד שם כסף	one puts money	grupo	alternativoj	prononco
level	en monujon	לתוך ארנק	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	מכניס לארנק	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	עקוב אחר הדוגמאות	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	מבני המשפחה הטובים	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	האם ידידות עושה אותך מאושר יותר?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	עושה אותך מאושר	makes you happy	grupo	alternativoj	prononco
level	ol la amo	מאשר האהבה	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	באיזו תדירות אתה ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	אתה כותב מכתבים ל~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	כותב מכתבים לחברות שלך	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	החברות שלך באיטליה	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	הקשר בינך לבין המורה שלך	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	האם הקשר השתנה?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	אתה כבר יודע ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	די טוב	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	זה היה ערב ב~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	מאות אנשים	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	ממלא את הריבוע	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	צעירים וחיילים	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	מלחים מהספינות	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	גברת מצטיינת	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	נשים מצטיינות	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	מטיילים זרים	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	כולם עוברים למרכז העיר	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	קצת יותר רחוק	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	לא רחוק מהים	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	הייתה כיכר קטנה	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	קצת יותר רחוק אבל לא רחוק	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	בסוף זה	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	ליד הים	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	גבר עמד ליד	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	לפי הלבוש	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	אפשר לדעת בקלות ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	אפשר היה לגלות ש~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	גונדולייר של איש עשיר	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	יכול לגלות שהוא גונדולייר	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	הוא נראה ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	הביט בקהל הצוהל	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	חיוך האיר את פניו	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	כשראה ימאי	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	המלח שהגיע	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	הצד של הים	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	הגיע מצד הים	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	זה אתה, סטיבן?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	קרא הגונדולייר	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	כולם אומרים את זה ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	לידי הטורקים	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	שנפלת בידי הטורקים	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	פגשנו אחד	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	מהספינות שלנו	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	זה עקב אחרינו	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	במשך יותר משעה	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	אבל זה לא קל ללכת ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ללכת מהר יותר מהספינה שלנו	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	איזה חדשות יש כאן	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	כאן בוונציה	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	שום דבר מעניין	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	פשוט חוסר מזל גדול	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	אתה מכיר את פייטרו?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	אני מכיר אותו	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ספינה גדולה שקעה בגונדולה שלו	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	ומה איתו	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	הגונדולה שקעה	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	קרה ש~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	היינו קרובים	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	לקחנו אותו בגונדולה שלנו	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	באותו הזמן	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	הבוס שלי טבע	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	לעזור לאישה צעירה	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	אישה צעירה שכמעט מתה	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	עם דודו	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	כמעט מת עם דודו	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	הייתה אישה צעירה	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	לא יכולנו לעזור לו	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	היה אדם חשוב	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	מה הביא אותך לוונציה?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	חבר שלי	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	המלח הרים את מבטו	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	הציץ במהירות בחברו	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	והתחיל לומר	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	אז אתה יודע ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	הבאתי ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	הגונדולייר עצר אותו לפתע	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	הוא אמר	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	ואז עבר אדם	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	עבר לידו אדם	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	הוא עוד לא היה בן שלושים	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	ופניו היו חסרות צבע	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	ההליכה שלו הייתה בטוחה וקלה	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	פניו היו עצובות	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	כשראה את האיש, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	אומרים ש~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	אנשים חשובים רבים נותנים ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	עבודה סודית	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	עבודות סודיות	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	נותן לו עבודות סודיות	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	יותר מדי סודות	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	הוא יודע יותר מדי סודות	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	לכן הם מפחדים	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	לשלוח אותו לכלא	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	אמר המלח	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	וכמו שדיבר	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	הוא הצביע על האחוזה	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	האחוזה של דוג'ס	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	אנשים חשובים רבים זקוקים לעזרתו	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	כמה הם משלמים	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	משלם לו	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	משלם על הריגה אחת	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	בהחלט לא פחות מ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	ממאה מטבעות	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	אל תשכח את זה ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	שהוא עובד אצלם	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	למי שיש מספיק כסף	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	לשלם לו	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	בוונציה יש ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	הדברים האלו	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	לשכוח את הדברים האלה	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	דברים שעדיף לשכוח	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	אם אתה רוצה לאכול בשקט	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	לאכול את לחמך בשלום	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	הייתה שתיקה מסוימת	there was some silence	grupo	alternativoj	prononco
level	kaj poste	ואחר כך	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	הגונדולייר דיבר שוב	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	הגעת בדיוק בזמן	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	לראות מרוץ סירות	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	מישהו אמר בקול חלש	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	ליד הגונדולייר	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	ראש העיר	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	הצביע ללא מילים על הגונדולה	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	אמר הגונדולייר	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	ולקח את ידו של חברו	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	זורק את הנייר	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	לתוך פח הנייר	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	הבנות זרקו את הניירות	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	איפה העט שלי	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	אני רוצה לענות לו	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	השמש נעלמה	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ועכשיו כמעט חשוך	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	בבקשה אכול	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	נא לאכול את הלחם	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	עם סכו&quot;ם	with cutlery	grupo	alternativoj	prononco
level	pardonu min	סלח לי	excuse me	grupo	alternativoj	prononco
level	rajtas resti	מותר להישאר	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	אין לי זכות להישאר	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	אתה יכול להביא ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	מאחותי	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	מתי קנית ~ ?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	קנה את כלי הנגינה הזה	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	מי השתמש אחרון	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	השתמש במפתח שלי	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	נהגת?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	בוונציה	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	גם בגונדולה	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	האם תצליח להירדם?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	ואז, כשהייתה דממה	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	האדון היה גבוה	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	גבוה, שמן	tall, fat	grupo	alternativoj	prononco
level	dika, peza	עבה, כבד	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	כבד וגדול	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	היה גבוה, עבה, כבד וגדול	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	נתן כוח	gave strength	grupo	alternativoj	prononco
level	havinda forto	כוח שכדאי שיהיה לו	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	כוח פיזי שכדאי שיהיה לו	physical strength worth having	grupo	alternativoj	prononco
