C.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	astrologio	eine Astrologie	an astrology	grupo	alternativoj	prononco
level	anarkio	eine Anarchie	an anarchy	grupo	alternativoj	prononco
level	astrologo	ein Astrologe, ein Astrologe	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoisch, stoisch	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	ein Kirchendiener, ein Apparitor, ein Gerichtsdiener	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	Malz	malt	grupo	alternativoj	prononco
level	barometro	ein Barometer	a barometer	grupo	alternativoj	prononco
level	bromo	ein Brom	a bromine	grupo	alternativoj	prononco
level	kvintesenco	eine Quintessenz	a quintessence	grupo	alternativoj	prononco
level	diagonalo	eine Diagonale	a diagonal	grupo	alternativoj	prononco
level	elipso	eine Ellipse	an ellipse	grupo	alternativoj	prononco
level	emulsio	eine Emulsion	an emulsion	grupo	alternativoj	prononco
level	glicerino	ein Glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	Pathologie	pathology	grupo	alternativoj	prononco
level	koeficiento	ein Koeffizient	a coefficient	grupo	alternativoj	prononco
level	divizio	eine Militärabteilung	a military division	grupo	alternativoj	prononco
level	koncedi	zugeben, zugeben, gewähren	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	eine Reformation, Reformation	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	Magnetismus	magnetism	grupo	alternativoj	prononco
level	pedagogo	ein Pädagoge, ein Erzieher	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	Paraffin, Paraffinwachs	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	Pneumatik	pneumatics	grupo	alternativoj	prononco
level	retorto	eine Retorte (Glasgefäß)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	ein Diadem, eine Krone	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	eine Raute, ein Steinbutt	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	ein Stearin	a stearine	grupo	alternativoj	prononco
level	kontrabando	eine Schmuggelware, ein Schmuggel	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	ein Tierkreis, Sternzeichen	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gotisch	gothic	grupo	alternativoj	prononco
level	advento	Advent	Advent	grupo	alternativoj	prononco
level	akcizo	Verbrauchssteuer	excise tax	grupo	alternativoj	prononco
level	samovaro	ein Samowar (Metallbehälter zum Erhitzen von Tee)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	ein Fetisch (sexuelle Anziehung zu Objekten)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	entschuldigen (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	ein Gutachter, ein Berater	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	ein Oxid	an oxide	grupo	alternativoj	prononco
level	apokrifa	apokryphisch, unecht	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	vergänglich, kurzlebig, vergänglich	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	Schlichtung	arbitration	grupo	alternativoj	prononco
level	bariero	eine Barriere, eine Barrikade	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Renaissance	Renaissance	grupo	alternativoj	prononco
level	imperativo	Imperativ	imperative	grupo	alternativoj	prononco
level	monarko	ein Monarch	a monarch	grupo	alternativoj	prononco
level	indigo	Indigo Blau	indigo blue	grupo	alternativoj	prononco
level	diakono	ein Diakon	a deacon	grupo	alternativoj	prononco
level	erudicio	Gelehrsamkeit, Gelehrsamkeit	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	Entzündung	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	Mausoleum	mausoleum	grupo	alternativoj	prononco
level	hekatombo	Hekatombe	hecatomb	grupo	alternativoj	prononco
level	anemono	Anemone	anemone	grupo	alternativoj	prononco
level	teoremo	ein Satz	a theorem	grupo	alternativoj	prononco
level	didaktiko	Didaktik, Pädagogik	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	ein Inquisitor	an inquisitor	grupo	alternativoj	prononco
level	konsekri	weihen, krönen, ordinieren	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	Harmonische	harmonics	grupo	alternativoj	prononco
level	kabalo	Kabbalah (Kabbala)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	ein Kadett	a cadet	grupo	alternativoj	prononco
level	kanoniko	ein Kanon	a canon	grupo	alternativoj	prononco
level	panelo	ein Panel	a panel	grupo	alternativoj	prononco
level	kaporalo	ein Korporal	a corporal	grupo	alternativoj	prononco
level	inerta	untätig	inert	grupo	alternativoj	prononco
level	erupcio	Eruption	eruption	grupo	alternativoj	prononco
level	obligacio	eine Anleihe, eine Schuldverschreibung	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	Billard	billiards	grupo	alternativoj	prononco
level	prelato	ein Prälat	a prelate	grupo	alternativoj	prononco
level	nuncio	ein Nuntius (ein kirchlicher Diplomat)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	Humus	humus	grupo	alternativoj	prononco
level	rismo	Ries (500 Blatt Papier)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	ein Royalist	a royalist	grupo	alternativoj	prononco
level	aplombo	Souveränität, Selbstsicherheit	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	Bilanzkonto)	balance (account)	grupo	alternativoj	prononco
level	parabolo	eine Parabel, ein Gleichnis	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	ein Satrap	a satrap	grupo	alternativoj	prononco
level	laguno	eine Lagune	a lagoon	grupo	alternativoj	prononco
level	sinodo	eine Synode, eine Einberufung	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	ein Kardinal	a cardinal	grupo	alternativoj	prononco
level	sociologio	Soziologie	sociology	grupo	alternativoj	prononco
level	sofisto	ein Sophist	a sophist	grupo	alternativoj	prononco
level	spiritisto	ein Schamane, ein Spiritualist	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	ein Laie, ein Laie	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	eine Soutane, eine Soutane	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	Anachronismus	anachronism	grupo	alternativoj	prononco
level	tonsuro	Tonsur	tonsure	grupo	alternativoj	prononco
level	transito	ein Transit	a transit	grupo	alternativoj	prononco
level	ovacio	eine Ovation	an ovation	grupo	alternativoj	prononco
level	romanco	eine Romanze (Lied), ein romantisches Lied	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	a prior (kirchlicher Titel)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	ein Prototyp	a prototype	grupo	alternativoj	prononco
level	dalio	eine Dahlie	a dahlia	grupo	alternativoj	prononco
level	anagramo	ein Anagramm	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anaepest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	eine Antithese	an antithesis	grupo	alternativoj	prononco
level	friso	ein Fries	a frieze	grupo	alternativoj	prononco
level	apozicio	eine Apposition	an apposition	grupo	alternativoj	prononco
level	asonanco	eine Assonanz	an assonance	grupo	alternativoj	prononco
level	aŭtografo	ein Autogramm	an autograph	grupo	alternativoj	prononco
level	akcesora	Zubehör, Sicherheit, sekundär	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	ein Zentigramm	a centigram	grupo	alternativoj	prononco
level	centilitro	ein Zentiliter	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	ein Zirkumflex (Akzent)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	ein Dezigramm	a decigram	grupo	alternativoj	prononco
level	lucerno	eine Hängelampe in einer Kirche	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	ein Deziliter	a deciliter	grupo	alternativoj	prononco
level	decimala	Dezimal	decimal	grupo	alternativoj	prononco
level	decimetro	ein Dezimeter	a decimeter	grupo	alternativoj	prononco
level	dekagramo	ein Dekagramm	a decagram	grupo	alternativoj	prononco
level	fenikso	ein Phönix	a phoenix	grupo	alternativoj	prononco
level	dekalitro	ein Dekaliter	a decalitre	grupo	alternativoj	prononco
level	dekametro	ein Dekameter	a decametre	grupo	alternativoj	prononco
level	demonstrativo	demonstrativ	demonstrative	grupo	alternativoj	prononco
level	bronko	ein Bronchialrohr	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	eine Drachme	a drachma	grupo	alternativoj	prononco
level	patricio	ein Patrizier	a patrician	grupo	alternativoj	prononco
level	dualismo	ein Dualismus	a dualism	grupo	alternativoj	prononco
level	lato	eine Latte	a lath	grupo	alternativoj	prononco
level	prostitui	prostituieren	to prostitute	grupo	alternativoj	prononco
level	etimologio	Etymologie	etymology	grupo	alternativoj	prononco
level	floreno	Florin, Floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	Spondeus	spondee	grupo	alternativoj	prononco
level	heksametro	ein Hexameter	a hexameter	grupo	alternativoj	prononco
level	hektogramo	ein Hektogramm	a hectogram	grupo	alternativoj	prononco
level	hektolitro	ein Hektoliter	a hectolitre	grupo	alternativoj	prononco
level	hektometro	ein Hektometer	a hectometre	grupo	alternativoj	prononco
level	imperfekto	unvollkommen	imperfect	grupo	alternativoj	prononco
level	indikativo	indikativ	indicative	grupo	alternativoj	prononco
level	arkeologio	Archäologie (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	ein Korrelativ	a correlative	grupo	alternativoj	prononco
level	logogrifo	ein Logogriff, ein Puzzle	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	Metriken	metrics	grupo	alternativoj	prononco
level	trofeo	eine Trophäe	a trophy	grupo	alternativoj	prononco
level	miriametro	ein Miriameter	a miriameter	grupo	alternativoj	prononco
level	monogramo	ein Monogramm	a monogram	grupo	alternativoj	prononco
level	salvo	eine Salve, eine Salve, eine Salve	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	ein Obolus, ein Obol	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	Optativ	optative	grupo	alternativoj	prononco
level	paleografio	Paläographie	paleography	grupo	alternativoj	prononco
level	parafrazo	eine Paraphrase	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	ein Paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	ein Pentameter	a pentameter	grupo	alternativoj	prononco
level	piastro	ein Piaster	a piastre	grupo	alternativoj	prononco
level	pleonasmo	ein Pleonasmus, eine Redundanz	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	ein Pretrite, eine Vergangenheitsform	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	ein Syllogismus	a syllogism	grupo	alternativoj	prononco
level	spektro	ein Spektrum	a spectrum	grupo	alternativoj	prononco
level	solecismo	ein Solezismus	a solecism	grupo	alternativoj	prononco
level	hierarkio	Hierarchie (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	Konjunktiv	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontan	spontaneous	grupo	alternativoj	prononco
level	amuleto	ein Amulett	an amulet	grupo	alternativoj	prononco
level	tropo	ein Trope	a trope	grupo	alternativoj	prononco
level	atributo	ein Attribut	an attribute	grupo	alternativoj	prononco
level	kluki	gackern	to cluck	grupo	alternativoj	prononco
level	akvilegio	eine Akelei, eine Aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	ein scharlachroter Pimpernel (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	eine Engelwurz	an angelica	grupo	alternativoj	prononco
level	aorto	eine Aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, ein wilder Sellerie, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	Arnika, Leopardenfluch, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	Fjord, Förde	fjord, firth	grupo	alternativoj	prononco
level	atavismo	Atavismus	atavism	grupo	alternativoj	prononco
level	balzamino	ein Balsam, Impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	ein Bistrot	a bistoury	grupo	alternativoj	prononco
level	bronkito	Bronchitis	bronchitis	grupo	alternativoj	prononco
level	celulozo	Zellulose	cellulose	grupo	alternativoj	prononco
level	ciklopo	Zyklop	Cyclops	grupo	alternativoj	prononco
level	endivio	eine Endivie, ein Chicorée (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	eine Ballade	a ballade	grupo	alternativoj	prononco
level	entomologio	Entomologie	entomology	grupo	alternativoj	prononco
level	erizipelo	Erysipel	erysipelas	grupo	alternativoj	prononco
level	haremo	ein Harem (Zimmer muslimischer Frauen)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	folgern	to deduce	grupo	alternativoj	prononco
level	eŭnuko	ein Eunuch	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	eine Korsage, ein Mieder	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	ein Eichelhäher (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	eine Chiffre, ein Code, eine Kombination	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	eine Umlaufbahn	an orbit	grupo	alternativoj	prononco
level	harpio	Harpyie, ein Harpyienadler	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	Heliotrop, Heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	Zwitter	hermaphrodite	grupo	alternativoj	prononco
level	polipo	ein Polyp	a polyp	grupo	alternativoj	prononco
level	hidroterapio	Hydrotherapie	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	Hypertrophie	hypertrophy	grupo	alternativoj	prononco
level	hisopo	Ysop (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	Fresko	fresco	grupo	alternativoj	prononco
level	humero	Humerus	humerus	grupo	alternativoj	prononco
level	hegemonio	Hegemonie, Dominanz	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	ein Ilex, eine Stechpalme	an ilex, a holly	grupo	alternativoj	prononco
level	irido	eine Iris (Blume)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	Calendula, eine Ringelblume	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	ein Hänfling	a linnet	grupo	alternativoj	prononco
level	blokado	Blockade	blockade	grupo	alternativoj	prononco
level	kokono	ein Kokon	a cocoon	grupo	alternativoj	prononco
level	kondoro	ein Kondor	a condor	grupo	alternativoj	prononco
level	bojkoti	boykottieren	to boycott	grupo	alternativoj	prononco
level	konvolvulo	eine Winde, eine Prunkwinde, eine Ackerwinde	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	eine Hornisse	a hornet	grupo	alternativoj	prononco
level	kreso	eine Kresse	a cress	grupo	alternativoj	prononco
level	kumino	ein Kreuzkümmel	a cumin	grupo	alternativoj	prononco
level	malario	Malaria	malaria	grupo	alternativoj	prononco
level	marasmo	Marasmus, Abmagerung	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	ein Obelisk	an obelisk	grupo	alternativoj	prononco
level	meliso	eine Melisse	a melissa	grupo	alternativoj	prononco
level	merlango	ein Wittling	a whiting	grupo	alternativoj	prononco
level	divano	ein Diwan, ein orientalischer Rat, eine Ottomane	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	eine Mikrobe	a microbe	grupo	alternativoj	prononco
level	milvo	ein Drachen (Vogel)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	eine Mimose	a mimosa	grupo	alternativoj	prononco
level	monomanio	Monomanie	monomania	grupo	alternativoj	prononco
level	moruo	ein Kabeljau	a cod fish	grupo	alternativoj	prononco
level	nizo	ein Sperber	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	ein Sarkophag	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	Esparsette, Onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	eine Orchidee	an orchid	grupo	alternativoj	prononco
level	ekvacio	eine Gleichung	an equation	grupo	alternativoj	prononco
level	paleontologio	Paläontologie	paleontology	grupo	alternativoj	prononco
level	naso	eine Aalfalle, eine Fischfalle	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	eine Languste, Seekrebse	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	ein Pavian	a baboon	grupo	alternativoj	prononco
level	pistilo	ein Stempel, ein Stößel	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	ein Plattfisch, eine Flunder	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	ein Lauch	a leek	grupo	alternativoj	prononco
level	rajo	ein Rochen, ein Rochen, ein Stachelrochen	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	ein Kandelaber, ein Kerzenständer	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	Retina	retina	grupo	alternativoj	prononco
level	reŭmatismo	Rheuma	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	Ein Priester	a priest	grupo	alternativoj	prononco
level	turbo	ein Kreisel	a spinning top	grupo	alternativoj	prononco
level	slipo	ein Zettel, eine Karteikarte	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	ein Batist, ein Batist	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	ein Seraph	a seraph	grupo	alternativoj	prononco
level	sevrugo	ein Sternenstör, ein Sternstör	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	ein Schließmuskel	a sphincter	grupo	alternativoj	prononco
level	sifiliso	Syphilis, Pocken	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	Tuberkel, Tuberkulose (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	ein Senfkorn	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	eine Fanfare	a fanfare	grupo	alternativoj	prononco
level	skalpo	eine Kopfhaut	a scalp	grupo	alternativoj	prononco
level	skorzonero	eine Schwarzwurzel	a black salsify	grupo	alternativoj	prononco
level	talismano	ein Talisman, ein Maskottchen	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	Sperma, Sperma	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	eine Vogelspinne	a tarantula	grupo	alternativoj	prononco
level	revizoro	ein Wirtschaftsprüfer, ein Inspektor	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	eine Schleie	a tench	grupo	alternativoj	prononco
level	celerio	ein Sellerie	a celery	grupo	alternativoj	prononco
level	cidonio	eine Quitte	a quince	grupo	alternativoj	prononco
level	galantino	Gelatine	gellatine	grupo	alternativoj	prononco
level	grogo	ein Grog, Toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	Karamell	caramel	grupo	alternativoj	prononco
level	kirŝo	ein Kirsh, ein Kirschbrand	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	ein Kompott, ein Kompott	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	eine Mispel	a medlar	grupo	alternativoj	prononco
level	mirabelo	eine Mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	Pessimismus	pessimism	grupo	alternativoj	prononco
level	plebo	Plebs, einfache Leute	plebs, common people	grupo	alternativoj	prononco
level	saguo	ein Sago	a sago	grupo	alternativoj	prononco
level	vermuto	ein Wermut (Wein)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	Arabeske	arabesque	grupo	alternativoj	prononco
level	arbalesto	eine Armbrust, eine Harpune	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	Mark, Mark, Mark	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	Ballistik	ballistics	grupo	alternativoj	prononco
level	orgio	eine Orgie	an orgy	grupo	alternativoj	prononco
level	baziliko	eine Basilika	a basilica	grupo	alternativoj	prononco
level	gruzo	ein Kies, ein Splitt	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	ein Burnus, ein Burnus	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	ein Diapason, eine Stimmgabel	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	Dynamit	dynamite	grupo	alternativoj	prononco
level	maroko	Marokko	Morocco	grupo	alternativoj	prononco
level	ditirambo	ein Dithyrambus	a dithyramb	grupo	alternativoj	prononco
level	eklogo	eine Ekloge	an eclogue	grupo	alternativoj	prononco
level	falango	eine Phalanx	a phalanx	grupo	alternativoj	prononco
level	garnituro	eine Garnitur	a garniture	grupo	alternativoj	prononco
level	geodezio	Geodäsie	geodesy	grupo	alternativoj	prononco
level	gladiatoro	ein Gladiator	a gladiator	grupo	alternativoj	prononco
level	glazuro	eine Glasur, Glasur, Glasur, Lack	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	ein Delettante, ein Amateur, ein Dilettant	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	ein Kaleidoskop	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	eine Hellebarde	a halberd	grupo	alternativoj	prononco
level	harmoniumo	ein Harmonium	a harmonium	grupo	alternativoj	prononco
level	uzuro	ein Wucher	a usury	grupo	alternativoj	prononco
level	hipodromo	ein Hippodrom, eine Pferderennbahn	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	ein Impresario, ein Geschäftsmann	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	ein Cabriolet, ein Cabriolet	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	ein Kaliber	a caliber	grupo	alternativoj	prononco
level	kameo	ein Cameo-Auftritt	a cameo	grupo	alternativoj	prononco
level	kartografio	Kartographie	cartography	grupo	alternativoj	prononco
level	aŭtokrato	ein Autokrat	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	eine Kartusche	a cartouche	grupo	alternativoj	prononco
level	dekadenco	eine Dekadenz	a decadence	grupo	alternativoj	prononco
level	kazemato	eine Kasematte	a casemate	grupo	alternativoj	prononco
level	kepo	ein Käppi	a kepi	grupo	alternativoj	prononco
level	monarkio	Monarchie (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	ein Xylophon	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	eine Quadrille	a quadrille	grupo	alternativoj	prononco
level	majoliko	eine Majolika	a majolica	grupo	alternativoj	prononco
level	makadamo	ein Schotter	a macadam	grupo	alternativoj	prononco
level	matadoro	ein Matador, ein Stierkämpfer	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	eine Demonstration, eine Kundgebung	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	ein Metronom	a metronome	grupo	alternativoj	prononco
level	oktavo	eine Oktave	an octave	grupo	alternativoj	prononco
level	orografio	Orographie	orography	grupo	alternativoj	prononco
level	palankeo	eine Sänfte, eine Sänfte (Transportmanntragen)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	eine vollständige Partitur (Musical)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	ein Peristyl	a peristyle	grupo	alternativoj	prononco
level	petardo	eine Petarde, ein Feuerwerkskörper	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	ein Pilaster	a pilaster	grupo	alternativoj	prononco
level	pontono	ein Ponton	a pontoon	grupo	alternativoj	prononco
level	solventa	Lösungsmittel	solvent	grupo	alternativoj	prononco
level	recitativo	ein Rezitativ	a recitative	grupo	alternativoj	prononco
level	rokoko	Rokoko	rococo	grupo	alternativoj	prononco
level	rotondo	eine Rotunde	a rotunda	grupo	alternativoj	prononco
level	ametisto	ein Amethyst	an amethyst	grupo	alternativoj	prononco
level	semaforo	ein Semaphor, ein Signal, eine Ampel	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	ein Septett	a septet	grupo	alternativoj	prononco
level	serajlo	ein Serail	a seraglio	grupo	alternativoj	prononco
level	serenado	eine Serenade	a serenade	grupo	alternativoj	prononco
level	arkeologo	ein Archäologe (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	Sanhedrin, Sanhedrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	eine Basis, ein Sockel, ein Sockel	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	eine Quaste, ein Pompon, eine Quaste, eine Franse	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	ein Tamburin	a tambourine	grupo	alternativoj	prononco
level	tamtamo	ein Tamtam, ein Tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	ein Tandem, ein Tandemfahrrad	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	eine Tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	eine Tiara, eine päpstliche Krone	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	ein Zunder, ein Touchwood	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	eine Toga	a toga	grupo	alternativoj	prononco
level	topografio	Topographie	topography	grupo	alternativoj	prononco
level	toreadoro	ein Toreador, ein Stierkämpfer	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	ein Satin, ein Satin	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	ein Querschiff, eine Kreuzfahrt	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	eine Posaune	a trombone	grupo	alternativoj	prononco
level	turbino	eine Turbine	a turbine	grupo	alternativoj	prononco
level	ulano	ein Ulan, ein Ulane	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spekulieren (geschäftlich), spielen	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	eine Schaluppe, ein Shaloop-Boot, ein großes Nutzfahrzeug	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	ein Schrapnell	a shrapnel	grupo	alternativoj	prononco
level	okulta	Okkulte	occult	grupo	alternativoj	prononco
level	baleto	ein Ballett	a ballet	grupo	alternativoj	prononco
level	anomalio	eine Anomalie	an anomaly	grupo	alternativoj	prononco
level	puritano	ein Puritaner	a puritan	grupo	alternativoj	prononco
level	bazalto	ein Basalt	a basalt	grupo	alternativoj	prononco
level	berilo	ein Beryll, ein Jaspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	ein Dynamometer	a dynamometer	grupo	alternativoj	prononco
level	grafito	ein Graphit	a graphite	grupo	alternativoj	prononco
level	gutaperko	eine Guttapercha	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	vergöttlichen, vergöttlichen	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	Hydrostatik	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	ein Kalomel	a calomel	grupo	alternativoj	prononco
level	kolodio	ein Kollodium	a collodion	grupo	alternativoj	prononco
level	konglomerato	ein Konglomerat	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	eine Eucharistie, ein Sakrament	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	Kosmogonie	cosmogony	grupo	alternativoj	prononco
level	kosmografio	Kosmographie	cosmography	grupo	alternativoj	prononco
level	kreozoto	Kreosot	creosote	grupo	alternativoj	prononco
level	kronometro	ein Chronometer	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	Quadratur	quadrature	grupo	alternativoj	prononco
