A.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	tagoj pasas	dager går	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	hvor fort dagene går!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	i morgen vil være ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	din fars bursdag	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	flere familiemedlemmer	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	flere familiemedlemmer vil komme	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	og venner	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	vil du være så snill ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	kan du hjelpe litt?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	en liten stund	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	finne litt tid	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	å rydde rommet ditt	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	i det minste for å rydde rommet ditt	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Jeg vil ha ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Jeg vil gjerne lage noe	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	noe godt	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	lage noe godt	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	til bursdagskaken	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	mangler melk	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	i hjemmet	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	det er nødvendig å anskaffe ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	noe mat	some food	grupo	alternativoj	prononco
level	el vendejo	fra en butikk	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	å få mat fra et gjemmested	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Jeg skal handle	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	til bursdagen	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	i stedet for å sitte og spise	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	interessante mennesker	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	med uinteressante familiemedlemmer	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Jeg vil gjerne dra på piknik	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	med klubbens medlemmer	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	med hvilke klubbmedlemmer?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	sa faren	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	en slags papir, noen slags papirer	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	i en koffert	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	i en papirkasse	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	kastet papirer i en papirkasse	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	kastet noen papirer i en papirkasse	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	tidlig i morgen	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	medlemmer av idrettsklubben min	members of my sports club	grupo	alternativoj	prononco
level	kara mia	min kjære	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	er det riktig?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	du må være fraværende	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	gjør du ikke ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	dine medklubbmedlemmer	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ser hverandre med dine klubbmedlemmer	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	tre ganger i uken	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	kan jeg ~ ?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	har rett til å foreslå noe	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Jeg skal spise med familiemedlemmene	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	men i andre del	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Jeg vil gå med vennene mine	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	vil snakke om ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	en mislykket stasjon	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	vil definitivt snakke om den mislykkede stasjonen	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	etter kaken	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Det vil jeg ikke lenger	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	ønsker å høre det	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	hvorfor har vi ikke ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	en idérik onkel	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	har en idérik onkel	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	i min familie	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	moren smilte	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	på hans ord	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	hun vet at ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	snakker litt for mye	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	det er ikke nok bare ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	et vell av ideer	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ er også nødvendig	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	en full lommebok for å få det til	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	moren fortsatte ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	etter litt stillhet	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	noen minutter siden	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana kalte det hun ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	hun vil også besøke oss	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	en søt kake	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	hun liker virkelig søt kake	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	er forsiktig så du ikke blir feit	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	selv om hun vil være oppmerksom	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	ombestemte seg umiddelbart	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	under ekskursjonen	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	uten henne	without her	grupo	alternativoj	prononco
level	li estus tre soleca	han ville være veldig ensom	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Jeg vil passere skjønt	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Men jeg skal tilbringe morgendagen hjemme	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	i ungdommen	in youth	grupo	alternativoj	prononco
level	oni havas	en har	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	har også skjønnhet	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	kompliserte jobber	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	kompliserte jobber (objektiv)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	bør forenkle	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	i den alderen	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	han har allerede blitt ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	leder av idrettslaget	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	man legger penger	one puts money	grupo	alternativoj	prononco
level	en monujon	inn i en lommebok	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	legger i en veske	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	følg eksemplene	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	fra de gode familiemedlemmene	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	gjør vennskap deg lykkeligere?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	gjør deg glad	makes you happy	grupo	alternativoj	prononco
level	ol la amo	enn kjærligheten	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	hvor ofte gjør du ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	du skriver brev til ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	skriver brev til venninnene dine	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	venninnene dine i Italia	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	forholdet mellom deg og læreren din	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	har forholdet endret seg?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	vet du allerede ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	ganske bra	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	det var kveld i ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	hundrevis av mennesker	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	fyller kvadratet	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	unge menn og soldater	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	sjømenn fra skipene	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	fremragende dame	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	fremragende damer	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	utenlandske reisende	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	alle flytter til sentrum	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	litt lenger	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	ikke langt fra havet	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	det var et lite torg	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	litt lenger, men ikke langt	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	på slutten av det	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	Nær sjøen	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	en mann sto i nærheten	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	ifølge klærne	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	man vet kanskje lett ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	det var mulig å finne ut at ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	en rikmanns gondolier	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	kunne finne ut at han var en gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	han så ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	så på den glade mengden	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	et smil lyste opp ansiktet hans	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	da han så en sjømann	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	sjømannen som kom	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	siden av havet	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	ankom fra siden av havet	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	er det deg, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	utbrøt gondolieren	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	alle sier at ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	i hendene på tyrkerne	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	at du falt i hendene på tyrkerne	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	vi møtte en	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	fra våre skip	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	den fulgte oss	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	i mer enn en time	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	men det er ikke lett å gå ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	å gå raskere enn skipet vårt	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	hvilke nyheter er her?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	her i Venezia	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ingenting interessant	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	bare en stor ulykke	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	kjenner du Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Jeg kjenner ham	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	et stort skip senket gondolen hans	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	og hva med ham?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondolen sank	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	det skjedde at ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	vi var nærme	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	vi tok ham med i gondolen vår	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	samtidig	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	sjefen min druknet	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	å hjelpe en ung kvinne	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	en ung kvinne som nesten døde	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	med onkelen sin	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	døde nesten sammen med onkelen	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	det var en ung kvinne	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	vi kunne ikke hjelpe ham	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	var en viktig person	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	hva brakte deg til Venezia?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	min venn	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	sjømannen så opp	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	kikket raskt på vennen	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	og begynte å si	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	så du vet ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Jeg tok med ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolieren stoppet ham plutselig	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	han sa	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	så gikk en mann forbi	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	en mann gikk forbi ham	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	han var ennå ikke tretti	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	og ansiktet hans var fargeløst	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	hans ferd var sikker og lett	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	ansiktet hans var trist	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	da han så mannen, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	det sies at ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	mange viktige personer gir ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	hemmelig arbeid	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	hemmelige jobber	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	gir hemmelige jobber til ham	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	for mange hemmeligheter	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	han vet for mange hemmeligheter	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	derfor er de redde	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	å sende ham i fengsel	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	sa sjømannen	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	og mens han snakket	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	han pekte på herskapshuset	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	herskapshuset til Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	mange viktige personer trenger hans hjelp	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	hvor mye betaler de?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	betaler ham	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	betaler for ett drap	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	absolutt ikke mindre enn ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	enn hundre mynter	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	ikke glem det ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	at han jobber for dem	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	for de som har nok penger	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	å betale ham	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	i Venezia er det ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	de tingene	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	å glemme de tingene	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	ting som er bedre glemt	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	hvis du vil spise i fred	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	å spise ditt brød i fred	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	det ble litt stillhet	there was some silence	grupo	alternativoj	prononco
level	kaj poste	og senere	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondolieren snakket igjen	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	du kom akkurat i tide	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	å se et båtrace	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	sa noen svakt	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	nær gondolieren	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	borgermesteren i byen	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	pekte ordløst på gondolen	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	sa gondolieren	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	og tok vennens hånd	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	kaster papiret	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	inn i papirskuffen	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	jentene kastet papirene	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	hvor er pennen min	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Jeg vil svare ham	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	solen forsvant	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	og nå er det nesten mørkt	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	vennligst spis	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	vennligst spis brødet	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	med bestikk	with cutlery	grupo	alternativoj	prononco
level	pardonu min	unnskyld meg	excuse me	grupo	alternativoj	prononco
level	rajtas resti	får bli	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Jeg har ingen rett til å bli	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	kan du ta med ~ ?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	fra søsteren min	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	når kjøpte du ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	kjøpte det musikkinstrumentet	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	hvem brukte sist?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	brukte nøkkelen min	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	kjørte du?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	i Venezia	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	også med gondol	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	vil du klare å sovne?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	da, når det ble stille	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	mannen var høy	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	høy, feit	tall, fat	grupo	alternativoj	prononco
level	dika, peza	tykk, tung	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	tung og stor	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	var høy, tykk, tung og stor	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	ga styrke	gave strength	grupo	alternativoj	prononco
level	havinda forto	en kraft verdt å ha	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	fysisk styrke verdt å ha	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	som ga	that gave	grupo	alternativoj	prononco
level	donis al li	ga ham	gave him	grupo	alternativoj	prononco
level	tio donis forton	som ga styrke	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	ga kroppsstyrke verdt å ha	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	hans utseende	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	utseendet til en høy person	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	en liten rolle	a small role	grupo	alternativoj	prononco
level	ludis rolon	spilte en rolle	played a role	grupo	alternativoj	prononco
level	ne eta rolo	ikke en liten rolle	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	spilte en liten rolle	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	spilte ingen liten rolle	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	i det faktum at ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	flertallet av folket	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	hvis ikke er redd	if not afraid	grupo	alternativoj	prononco
level	lin timis	var redd for ham	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	hvis han var redd	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	hvis ikke er redd for ham	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	absolutt respektert	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	tenkte i det minste på ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	før ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	for å tilfredsstille ham	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	å mishage ham	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	før misfornøyd ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	før du bestemmer ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	å bestemme seg for å mishage ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	å bestemme seg for å tilfredsstille ham	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	før du bestemmer deg for å mishage ham	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	det, som er nyttig	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	ofte nyttig i løpet av dagen	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	en ubehagelig plage	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	av seg selv	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	gir en ubehagelig plage	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	presenterer seg selv som en ubehagelig plage	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	på et sted fullt av trær	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	da, når man kom seg vill	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	i en umenneskelig villmark	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	og går av veien i kaos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	en høy stor kropp	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	klarte ikke å bestå ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	blant buskene	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	i tillegg til å berøre de naturlige tingene	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	generelt våt	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	midt i våt natur	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	våte naturlige ting, i midten av hvilke ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	han gikk med vanskeligheter	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	det var en opplevelse	it was an experience	grupo	alternativoj	prononco
level	ne malofte	ikke uvanlig	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	smertefullt og alltid ubehagelig	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	jo flere ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	kommet videre i livet	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	i slottsskogen	in the castle forest	grupo	alternativoj	prononco
