A.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	almenaŭ por ordigi vian ĉambron	хотя бы привести в порядок свою комнату	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Я бы хотел ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Я хотел бы приготовить что-нибудь	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	что-то хорошее	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	приготовь что-нибудь хорошее	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	для торта на день рождения	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	не хватает молока	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	дома	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	необходимо раздобыть ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	немного еды	some food	grupo	alternativoj	prononco
level	el vendejo	из магазина	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	чтобы получить немного еды из укрытия	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	я сделаю покупки	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	на день рождения	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	вместо того, чтобы сидеть и есть	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	интересные люди	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	с неинтересными членами семьи	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Я хотел бы пойти на пикник	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	с членами клуба	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	с какими членами клуба?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	сказал отец	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	какая-то бумага, какие-то бумаги	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	в портфеле	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	в корзину для бумаг	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	бросил бумаги в корзину для бумаг	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	бросил несколько бумаг в корзину для бумаг	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	завтра рано	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	члены моего спортивного клуба	members of my sports club	grupo	alternativoj	prononco
level	kara mia	мой дорогой	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	это правильно?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	ты, должно быть, отсутствуешь	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	не так ли ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	твои коллеги по клубу	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	видит друг друга с другими членами клуба	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	три раза в неделю	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	можно мне ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	имеет право что-то предлагать	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Я поем с членами семьи	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	но во второй части	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	я пойду с друзьями	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	поговорим о ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	неисправный диск	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	обязательно расскажу о вышедшем из строя диске	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	после торта	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	я больше этого не хочу	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	хочет это услышать	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	почему у нас нет ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	богатый идеями дядя	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	у богатого дяди есть идея	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	в моей семье	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	мать улыбнулась	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	по его словам	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	она это знает~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	говорит слишком много	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	этого недостаточно ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	богатство идей	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ тоже нужно	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	полный кошелек, чтобы это произошло	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	мать продолжила ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	после небольшого молчания	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	Несколько минут назад	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ана позвонила ей ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	она тоже нас посетит	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	сладкий торт	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	ей очень нравится сладкий торт	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	старается не растолстеть	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	хотя она обратит внимание	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	сразу передумал	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	во время экскурсии	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	без нее	without her	grupo	alternativoj	prononco
level	li estus tre soleca	ему было бы очень одиноко	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	хотя я пройду	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Хотя завтра я проведу дома	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	в молодости	in youth	grupo	alternativoj	prononco
level	oni havas	надо	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	тоже есть красота	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	сложные работы	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	сложные работы (цель)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	следует упростить	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	в этом возрасте	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	он уже стал ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	руководитель спортивного клуба	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	один кладет деньги	one puts money	grupo	alternativoj	prononco
level	en monujon	в кошелек	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	кладет в сумочку	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	следуй примерам	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	от хороших членов семьи	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	дружба делает тебя счастливее?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	делает тебя счастливым	makes you happy	grupo	alternativoj	prononco
level	ol la amo	чем любовь	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	как часто ты ~ ?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	ты пишешь письма ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	пишет письма своим подругам	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	твои подружки в Италии	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	отношения между вами и вашим учителем	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	отношения изменились?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ты уже знаешь ~ ?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	довольно хорошо	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	был вечер ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	сотни людей	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	заполняет площадь	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	молодые люди и солдаты	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	матросы с кораблей	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	выдающаяся леди	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	выдающиеся дамы	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	иностранные путешественники	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	все переезжают в центр города	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	Чуть дальше	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	недалеко от моря	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	там была маленькая площадь	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	немного дальше, но недалеко	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	в конце этого	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	возле моря	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	мужчина стоял рядом	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	судя по одежде	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	это можно легко узнать ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	это можно было узнать ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	гондольер богатого человека	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	мог узнать, что он гондольер	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	он посмотрел ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	посмотрел на радостную толпу	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	улыбка осветила его лицо	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	когда он увидел матроса	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	матрос, который прибыл	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	сторона моря	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	прибыл со стороны моря	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	это ты, Стивен?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	воскликнул гондольер	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	все так говорят ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	в руки турок	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	что ты попал в руки турков	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	мы встретили одного	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	с наших кораблей	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	оно последовало за нами	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	более часа	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	но идти нелегко~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	идти быстрее нашего корабля	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	какие новости здесь?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	здесь, в Венеции	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ничего интересного	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	просто большое несчастье	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ты знаешь Пьетро?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	я его знаю	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	большой корабль затопил его гондолу	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	а что с ним?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	гондола затонула	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	так случилось ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	мы были близки	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	мы взяли его в нашей гондоле	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	в то же время	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	мой босс утонул	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	помочь молодой женщине	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	молодая женщина, которая чуть не умерла	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	со своим дядей	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	чуть не умер вместе со своим дядей	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	была молодая женщина	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	мы не смогли ему помочь	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	был важным человеком	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	что привело тебя в Венецию?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	мой друг	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	матрос посмотрел вверх	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	быстро взглянул на своего друга	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	и начал говорить	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	так ты знаешь ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Я принес ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	гондольер вдруг остановил его	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	он сказал	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	затем мимо прошел мужчина	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	мимо него прошел мужчина	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ему еще не было тридцати	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	и его лицо было бесцветным	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	его путь был уверенным и легким	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	его лицо было грустным	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	когда он увидел этого мужчину, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	Говорят, что ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	многие важные люди дают ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	секретная работа	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	секретные работы	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	дает ему секретную работу	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	слишком много секретов	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	он знает слишком много секретов	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	поэтому они боятся	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	отправить его в тюрьму	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	сказал матрос	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	и как он говорил	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	он указал на особняк	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	особняк дожей	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	многим важным людям нужна его помощь	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	сколько они платят?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	платит ему	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	платит за одно убийство	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	конечно не меньше ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	чем сто монет	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	не забывай это ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	что он работает на них	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	для тех у кого достаточно денег	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	заплатить ему	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	в Венеции есть ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	те вещи	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	забыть эти вещи	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	вещи, которые лучше забыть	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	если хочешь спокойно поесть	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	спокойно есть свой хлеб	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	была какая-то тишина	there was some silence	grupo	alternativoj	prononco
level	kaj poste	и позже	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	гондольер снова заговорил	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	ты пришел как раз вовремя	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	увидеть гонки на лодках	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	кто-то сказал слабо	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	возле гондольера	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	мэр города	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	молча указал на гондолу	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	сказал гондольер	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	и взял своего друга за руку	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	бросает бумагу	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	в корзину для бумаги	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	девочки бросили бумаги	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	где моя ручка	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Я хочу ответить ему	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	солнце исчезло	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	и теперь почти темно	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	ешьте пожалуйста	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	пожалуйста, съешь хлеб	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	со столовыми приборами	with cutlery	grupo	alternativoj	prononco
level	pardonu min	прошу прощения	excuse me	grupo	alternativoj	prononco
level	rajtas resti	разрешено остаться	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Я не имею права оставаться	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	можешь принести ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	от моей сестры	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	когда ты купил ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	купил этот музыкальный инструмент	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	кто пользовался последним?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	использовал мой ключ	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ты ездил?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	в Венеции	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	также на гондоле	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	сможешь ли ты заснуть?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	потом, когда наступила тишина	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	джентльмен был высоким	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	высокий, толстый	tall, fat	grupo	alternativoj	prononco
level	dika, peza	толстый, тяжелый	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	тяжелый и большой	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	был высоким, толстым, тяжелым и большим	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	дал силы	gave strength	grupo	alternativoj	prononco
level	havinda forto	сила, которую стоит иметь	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	физическая сила, которую стоит иметь	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	это дало	that gave	grupo	alternativoj	prononco
level	donis al li	дал ему	gave him	grupo	alternativoj	prononco
level	tio donis forton	это придало сил	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	дал телу силу, которую стоит иметь	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	его внешний вид	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	внешний вид высокого человека	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	маленькая роль	a small role	grupo	alternativoj	prononco
level	ludis rolon	сыграл роль	played a role	grupo	alternativoj	prononco
level	ne eta rolo	не маленькая роль	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	сыграл небольшую роль	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	сыграл немалую роль	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	в том, что ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	большинство людей	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	если не бояться	if not afraid	grupo	alternativoj	prononco
level	lin timis	боялся его	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	если бы он боялся	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	если не бояться его	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	конечно уважаемый	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	хотя бы подумал ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	до ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	удовлетворить его	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	разозлить его	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	прежде чем разочароваться ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	прежде чем принять решение ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	решить разозлить ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	решить удовлетворить его	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	прежде чем решить разозлить его	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	то, что полезно	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	часто полезно в течение дня	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	неприятная неприятность	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	сам	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	представляет неприятную неприятность	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	представляет собой неприятную неприятность	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	в месте, полном деревьев	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	потом, когда кто-то сбился с пути	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	в нечеловеческой пустыне	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	и в хаосе съезжает с дороги	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	высокое большое тело	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	не удалось пройти ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	среди кустов	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	помимо прикосновения к естественным вещам	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	вообще мокрый	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	посреди влажной природы	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	мокрые природные вещи, посреди которых ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	он шел с трудом	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	это был опыт	it was an experience	grupo	alternativoj	prononco
level	ne malofte	не редкость	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	больно и всегда неприятно	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	тем более ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	продвинулся вперед в жизни	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	в замковом лесу	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	чем дальше шло вперед, тем больше не нравилось~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	не любил ночной характер	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	человек с глазами, которые ясно видно	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	глаза, которые могли хорошо видеть	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	хорошо видеть в темноте	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	посмотрел на трудный путь	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	от нашего промышленника	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	он улыбнулся	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	рядом с этим мужчиной	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	в одежде полицейского	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	другой человек стоял	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	в похожей одежде	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	последняя была женщиной	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	пойдем	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	- тихо сказал мужчина	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	на ухо своему товарищу	into the ear of his companion	grupo	alternativoj	prononco
