B.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	en longa komitatkunsido	pikal komisjoni koosolekul	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	see oli tõesti liiga pikk	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	komisjon on oma koosoleku lõpetanud	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	kuid nüüd on komisjon koosoleku lõpetanud	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	see oli tõesti pikk, aga nüüd on see läbi	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	oh, sa oled siis komisjoni liige?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO juhatus	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Olen ka juhatuses	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	jah, ma olen liiga ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	on ka TEJO juhatuses	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	jah, ja ma olen ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Ma pole kunagi aktiivne olnud	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	liikumises väga aktiivne	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	polnud kunagi liikumises aktiivne	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO põhitegevus	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	mis on praegu põhitegevus?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	mis tegelikult on põhitegevus?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	see on tohutu	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	väga erinevaid valdkondi	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	meil on tegevust erinevates valdkondades	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	inimõiguste teemalised seminarid	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	inimõigused ja kultuuridevahelised suhted	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	jalgratas, karavan, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	näiteks seminarid, jalgrattakaravanid ja festivalid	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	keelefestivalid, veebilehtede koostamine	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	näiteks jalgrattahaagissuvilad, festivalid jne	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	seminar õigustest ja suhetest	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	karavan, festival, ehitus jne	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	ametlikud asutused nagu UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	esindatud ametlikes organites	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	oleme ka esindatud	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	on esindatud erinevates organites	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	Euroopa Noortefoorum, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	ÜRO noorteosakond	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	erinevad asutused, nagu UNESCO ja ÜRO noorteosakond	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO ja ÜRO noorteosakond	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Euroopa Noortefoorum ja ÜRO noortesektsioon	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	kõlab huvitavalt	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	leht, sirvida, tuul, lehvitada, esperanto, esperantot nautida	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	minu jaoks piisab esperanto keele rääkimisest	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	nädal või paar esperanto keelt nautida	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	üks või kaks nädalat aastas	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	mulle siiski piisab	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	jah, tuleks leida ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	tasakaalu leidmiseks	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	igaüks peaks leidma oma tasakaalu	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Ma tunnen, et seda on liiga palju	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	praegu tunnen	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Ma tunnen, et ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	tundub, et ~ on liiga palju	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	liiga palju esperantot minu elus	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	minu elus on liiga palju esperantot	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	kas sa oled liige?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	kas sa oled mõne organisatsiooni liige?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	mõne muu organisatsiooni liige	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	mitte tegelikult organisatsioon, vaid ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	aga ma mängin kitarri	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	mängib bändis kitarri	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	kena! mulle väga meeldib	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	mulle meeldib laulda	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	meeldib väga laulda	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	mis muusikat sa mängid?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	noh, see on lihtne pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	alustasime just bändiga	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	aga lõpuks me mängime	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	mängisime IJK ajal	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	mängib järgmise IJK ajal	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Ootan juba põnevusega!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	lihtsalt öelge, kui vajate ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	vajab varulauljat	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	kui vajate varulauljat	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	miks mitte? äkki tahad ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	tahad nüüd midagi laulda	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Ma oskan kitarri mängida	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	sa tahad laulda ja ma võin mängida	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	nüüd midagi laulda ja kitarri mängida	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	jah, see mulle meeldiks	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	et tuua mu kitarr	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	toon kohe mu kitarri	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	hästi, ma võtan kitarri kaasa	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Ma toon kohe oma kitarri	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	ootab sinu tagasitulekut	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	teie loodetavasti kiire tagasipöördumine	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Ootan kiiret tagasitulekut	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	ootab teie loodetavasti kiiret tagasitulekut	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	kaks päeva hiljem	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	väljaspool tantsupõrandat	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	päeva hiljem, väljaspool tantsupõrandat	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hei Kabe, sa näed välja ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	sa näed väga õnnelik välja	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	jah, ma olen ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	kenasti, mul on hea meel!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	kas sulle meeldib kongress?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	kas sulle meeldib kongress nii väga?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	jah ja ei	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Olen kindel, et olen väga rahul	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	on IJK-ga väga rahul	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	aga on veel midagi	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	midagi muud, mis teeb mind õnnelikuks	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	on midagi, mis teeb ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	õigemini öeldud	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	on keegi, kes lööb ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	keegi, kes paneb mu südame põksuma	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	ütle, ütle, kas sa oled armunud?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	armus mõnda tüdrukusse	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	kas sa armusid tüdrukusse?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	pole kindel, kas ma armusin	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	pole kindel, aga tunne on hea	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Ma pole kindel, kas ma olen veel armunud	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	aga tunne on väga hea	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	ta isegi suudles mind	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	suudles mind huultele	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	isegi suudles mind La Bamba ajal	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	hämmastav, milline suudlus	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	millise suudluse ta andis!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	suurepärane! Nüüd ma mõistan	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	saab aru, miks sa kiirgad	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	sinust õhkub nii palju rõõmu	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	tegelikult juhtus midagi sarnast	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	minuga juhtus midagi sarnast	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	aga ma arvasin, et ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	arvasin, et sulle ei meeldi ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	sulle ei meeldi tants La Bambal	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	õige, seda ei juhtunud	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	juhtus tantsupõrandal	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	see ei juhtunud tantsupõrandal	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	aga teepesulas (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	ja see ei olnud suudlus	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	mitte suudlus, vaid siiski midagi rõõmustavat	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	aga siiski midagi väga rõõmsat	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	nii, räägi!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Ma ei tea, mida öelda	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	ei tea tegelikult mida öelda	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	midagi erilist ei juhtunud	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	vähemalt pole seda veel juhtunud	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	aga ma tundsin kuidagi ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	tundis, et ma meeldin talle väga	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	millegipärast tundus, et ma meeldin talle väga	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	ma meeldin talle ja ta meeldib mulle	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	lobisesime kaua ~ teemal	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	vestles pikalt muusikast	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ja siis lauldi koos	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Ma arvan, et ta flirtis	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	ta flirdis minuga	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	see oli väga kena	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	nagu su sõber Kanadast ütleb	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Kurat hea!&quot;, nagu ütleb sõber Kanadast	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	jah, tõesti! Loodan ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	temaga varsti jälle kohtuda	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	loodab temaga uuesti kohtuda	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Loodan temaga varsti kohtuda	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	sama mina	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	järve juures ~ lähedal	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	järv kongressipaiga lähedal	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	kongressimaja lähedal	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	oh, sa oled liiga ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	sa oled ka siin!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	jah, ma kohtun ~-ga	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	kohtume siin varsti sõbraga	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	privaatseks vestluseks	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	kohtub sõbraga privaatseks vestluseks	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	nii, ma tahaksin sinult küsida ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Ma tahaksin paluda teil lahkuda	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	noh, see pole võimalik	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	pole tegelikult üldse võimalik	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	miks? see on minu jaoks väga oluline!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	see kohtumine on väga oluline	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	nii et palun lase mul minna	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	palun jäta mind rahule	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	nagu ma just ütlesin,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Ma ütlesin, et see pole võimalik	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	varsti ilmub mu sõber	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	sest varsti ilmub ka sõber	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	siia ilmub ka sõber	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	kurat, tavaliselt just praegu	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	tegelikult on asi tüdrukus	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	tüdruk, kellest ma rääkisin	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	tema nimi on muide Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	poisid ja tüdrukud! tore, et tulla said	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Mul on nii hea meel sind näha	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Mul on hea meel teid jälle näha	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	aga sa vaatad ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	sa näed šokeeritud ja segaduses välja	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	šokeeritud ja kuidagi segaduses	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	ilmselgelt	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	nii, ma arvan, et ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	sa juba said selle	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	saate aru, kuidas see on, eks?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	vist said juba aru	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	juba aru saanud kuidas see on	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Ma ei saa millestki aru!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Ma arvan, et ma ei taha ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ei taha aru saada	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Ma ei taha aru saada	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	aga see pole keeruline!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	las ma seletan	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	kui Ina mulle ütles	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	rääkis mulle oma sõbrast	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	sõber, kes õppis ära esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	õppis esperanto väga kiiresti selgeks	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	sõber, keda kutsutakse Kabeks	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Olen tabanud, et ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Sain aru, et te juba tunnete üksteist	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	te juba tunnete üksteist	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	jah, kuid. aga mis?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	jäi mulje, et ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	meile mõlemale jäi mulje	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	sa flirtisid meiega ja	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	mulje, et sa flirdid meiega	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	täiesti õigus!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	sellepärast ma tahtsin rääkida	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Tahtsin sinuga rääkida	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	et nüüd teie mõlemaga rääkida	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	kuula mind palun	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Mulle meeldib sageli väga ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	meeldib mitu inimest korraga	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Mulle meeldivad mitmed inimesed	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	vahet pole, kas see on ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	olgu see mees või naine	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	ja IJK ajal juhtus ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	juhtus, et ma armusin	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Ma armusin teiesse mõlemasse!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	ja me mõlemad sulle	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	ilmselt meie teile	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	oota natuke, ma olen väsinud	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	nii väsinud, et ma ei jaksa ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Vaevalt jõuan mõelda	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	kas ma sain õigesti aru, et ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Jah! Vaata	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	rõõmsa näoga	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	joonistas suure südame	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	joonistas liivale suure südame	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	liiva sisse ja kirjutas sinna	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	kirjutas sellesse &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	pärast teist mõtlemist ütles	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	pärast mõtlemist ütles &quot;see on meie IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	ja nad puhkesid naerma!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	nad kõik puhkesid naerma!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	pärast hetke mõtlemist ja nad naersid	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe ütles: &quot;See on meie IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	kas oled taotlusvormi saatnud?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	esitas kohalikule ühingule registreerimislehe	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	ühistu kaudu rühmana tellitud	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	esitatud meili teel	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	saanud registreerimise kinnituse	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	ei leidnud, kuhu registreerimisvormi esitada	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	kas online-taotlusvorm on olemas?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	kas esitasite pabertellimuse?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	kas keegi peab eurodes maksma?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	kas kohapeal on võimalik maksta?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	maksis, kuid ei saanud kviitungit	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	saab maksta grupina kohaliku ühiskonna kaudu	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	kas raha tagastatakse, kui seda pole?	is there a refund if not present?	grupo	alternativoj	prononco
